"granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","fiscal_year_issued","award_amount","grantee_name","address_line_1","address_line_2","city","st","zip"
"Children and Families","03440-39002-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","25360.50","Brattleboro Town School District","% Windham SE Superv Union","53 Green St","Brattleboro","VT","05301"
"Children and Families","03440-39002-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","25360.50","Windham Southeast School District","C/O Windham Southeast S.U.","53 Green Street","Brattleboro","VT","05301"
"Children and Families","03440-39008-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","43112.00","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-39008-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","73776.00","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-39008-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","43112.00","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-39017-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","21556.00","Otter Creek Child Center Inc","150 Weybridge St",,"Middlebury","VT","05753"
"Children and Families","03440-39017-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","36888.00","Otter Creek Child Center Inc","150 Weybridge St",,"Middlebury","VT","05753"
"Children and Families","03440-39017-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","21556.00","Otter Creek Child Center Inc","150 Weybridge St",,"Middlebury","VT","05753"
"Children and Families","03440-39018-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","21556.00","Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661"
"Children and Families","03440-39018-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","36888.00","Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661"
"Children and Families","03440-39018-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","21556.00","Puffer Child Care Center","PO Box 537",,"Morrisville","VT","05661"
"Children and Families","03440-39022-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","18022.97","Brattleboro Retreat","PO Box 101",,"Brattleboro","VT","05302"
"Children and Families","03440-39022-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","30842.06","Brattleboro Retreat","PO Box 101",,"Brattleboro","VT","05302"
"Children and Families","03440-39022-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","18022.97","Brattleboro Retreat","PO Box 101",,"Brattleboro","VT","05302"
"Children and Families","03440-39023-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","21556.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-39023-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","18444.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-39023-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","21556.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-39023-19-SFG","Strengthening Families Grants","GEN",,"2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","18444.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-39001-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","43112.00","Parent Child Center Inc","PO Box 646",,"Middlebury","VT","05753"
"Children and Families","03440-39001-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","36888.00","Parent Child Center Inc","PO Box 646",,"Middlebury","VT","05753"
"Children and Families","03440-39004-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","86224.00","Burlington Childrens Space","241 N Winooski Ave #1",,"Burlington","VT","05401"
"Children and Families","03440-39004-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","73776.00","Burlington Childrens Space","241 N Winooski Ave #1",,"Burlington","VT","05401"
"Children and Families","03440-39006-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","47397.34","Champlain Islands Parent-Child Center","South Hero Children's Center","114 South St","S Hero","VT","05486"
"Children and Families","03440-39006-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","40554.66","Champlain Islands Parent-Child Center","South Hero Children's Center","114 South St","S Hero","VT","05486"
"Children and Families","03440-39010-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","4564.89","King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402"
"Children and Families","03440-39010-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","5335.11","King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402"
"Children and Families","03440-39013-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","43112.00","Little Dippers Doodle Children's Ctr LLC","1198 Industrial Parkway",,"ST Johnsbury","VT","05819"
"Children and Families","03440-39013-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","73776.00","Little Dippers Doodle Children's Ctr LLC","1198 Industrial Parkway",,"ST Johnsbury","VT","05819"
"Children and Families","03440-39013-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","43112.00","Little Dippers Doodle Children's Ctr LLC","1198 Industrial Parkway",,"ST Johnsbury","VT","05819"
"Children and Families","03440-39015-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","42996.14","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-39015-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","73577.72","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-39015-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2020-06-30T00:00:00.000","2019","42996.14","Mary Johnson Children's Center","81 Water St",,"Middlebury","VT","05753"
"Children and Families","03440-39016-19-SFG","Strengthening Families Grants","FED","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","17873.70","Milton Family Community Center","PO Box 619",,"Milton","VT","05468"
"Children and Families","03440-39016-19-SFG","Strengthening Families Grants","GC",,"2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","30586.60","Milton Family Community Center","PO Box 619",,"Milton","VT","05468"
"Children and Families","03440-39016-19-SFG","Strengthening Families Grants","GC","93.778","2018-07-10T00:00:00.000","2019-06-30T00:00:00.000","2019","17873.70","Milton Family Community Center","PO Box 619",,"Milton","VT","05468"
"Children and Families","03440-28366-CJA-18","Children¿s Justice Act [iRecord System]","FED","93.643","2018-07-15T00:00:00.000","2019-09-30T00:00:00.000","2019","15000.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-39184-19-ELCG05","Child Care Recruitment","FED","84.412","2018-07-31T00:00:00.000","2019-02-15T00:00:00.000","2019","4300.00","Let's Grow Kids","C/O Vermont Community Foundation","3 Court St","Middlebury","VT","05753"
"Children and Families","03440-39184-19-ELCG05","Child Care Recruitment","GEN",,"2018-07-31T00:00:00.000","2019-02-15T00:00:00.000","2019","10700.00","Let's Grow Kids","C/O Vermont Community Foundation","3 Court St","Middlebury","VT","05753"
"Children and Families","03440-39100-19-ELCG08","Make Way for Kids Grant Program","FED","84.412","2018-08-01T00:00:00.000","2019-12-31T00:00:00.000","2019","100000.00","Let's Grow Kids","C/O Vermont Community Foundation","3 Court St","Middlebury","VT","05753"
"Children and Families","03440-41015-19-HPC-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2019","42482.00","Homeless Prevention Center","56 Howe St - Patch Place","Bldg A, Box 7","Rutland","VT","05701"
"Children and Families","03440-41016-19-UVH-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-30T00:00:00.000","2019","42482.00","Upper Valley Haven Inc","713 Hartford Ave",,"White River Junction","VT","05001"
"Children and Families","03440-41017-19-CVOEO-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2019","39505.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-41014-19-CAPSTONE-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2019","40450.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-41013-19-GWORKS-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2019","42482.00","Groundworks Collaborative Inc","dba Morningside Shelter","PO Box 370","Brattleboro","VT","05302-0370"
"Children and Families","03440-41012-19-NEKCA-CE","Coordinated Entry Partnership ¿ HUD CoC","FED","14.267","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2019","79955.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-33701-19-ELCG02","Vermont Early Care and Education Household Survey","FED","84.412","2018-08-01T00:00:00.000","2018-12-31T00:00:00.000","2019","200000.00","Building Bright Futures State","600 Blair Park Rd Ste 160",,"Williston","VT","05495"
"Children and Families","03440-33701-19-ELCG02","Vermont Early Care and Education Household Survey","GEN",,"2018-08-01T00:00:00.000","2018-12-31T00:00:00.000","2019","50000.00","Building Bright Futures State","600 Blair Park Rd Ste 160",,"Williston","VT","05495"
"Children and Families","03440-33701-19-ELCG02","Vermont Early Care and Education Household Survey","SP",,"2018-08-01T00:00:00.000","2018-12-31T00:00:00.000","2019","100000.00","Building Bright Futures State","600 Blair Park Rd Ste 160",,"Williston","VT","05495"
"Children and Families","03440-34158-19-VCLL","Children's Integrated Services Coordination","FED","84.181","2018-08-01T00:00:00.000","2019-06-30T00:00:00.000","2019","65946.00","VT Consultants for Language & Learning","9 West St",,"Montpelier","VT","05602"
"Children and Families","03440-47001-19-HWAP","Home Weatherization Assistance Grant","FED","93.568","2018-08-01T00:00:00.000","2019-06-30T00:00:00.000","2019","539363.29","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-47001-19-HWAP","Home Weatherization Assistance Grant","SP",,"2018-08-01T00:00:00.000","2019-06-30T00:00:00.000","2019","1175635.71","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-39200-19-NFI","Northeastern Family Institute PD","FED","84.181","2018-08-06T00:00:00.000","2019-06-30T00:00:00.000","2019","29000.00","NFI Vermont Inc","Attn Contract Coordinator","30 Airport Rd","S Burlington","VT","05403"
"Children and Families","03440-30918-19-VCTF","VCTF ¿ Children¿s Trust Fund Program Grants","FED","16.540","2018-09-01T00:00:00.000","2020-06-30T00:00:00.000","2019","164775.00","Vermont Children's Trust Foundation","95 ST Paul Street Suite #330",,"Burlington","VT","05401"
"Economic Development","07120-RW-07","Remote Worker Grant Program","GEN",,"2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2019","3386.19","Christie,Matthew",,,"South Strafford","VT","05070"
"Children and Families","03440-30918-19-VCTF","VCTF ¿ Children¿s Trust Fund Program Grants","GEN",,"2018-09-01T00:00:00.000","2020-06-30T00:00:00.000","2019","245866.00","Vermont Children's Trust Foundation","95 ST Paul Street Suite #330",,"Burlington","VT","05401"
"Children and Families","03440-30918-19-VCTF","VCTF ¿ Children¿s Trust Fund Program Grants","SP",,"2018-09-01T00:00:00.000","2020-06-30T00:00:00.000","2019","130000.00","Vermont Children's Trust Foundation","95 ST Paul Street Suite #330",,"Burlington","VT","05401"
"Children and Families","03440-47005-19-DOE","DOE Weatherization Grant","FED","81.042","2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","241681.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-47005-19-VLITE","VLITE Vermiculite Grant","OTH",,"2018-09-01T00:00:00.000","2019-08-30T00:00:00.000","2019","25000.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-47002-19-VLITE","Capstone VLITE Vermiculite Grant","OTH",,"2018-09-01T00:00:00.000","2019-08-30T00:00:00.000","2019","25000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-47001-19-DOE","DOE Weatherization Grant","FED","81.042","2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","253969.42","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-47001-19-VLITE","BROC VLITE Vermiculite Grant","OTH",,"2018-09-01T00:00:00.000","2019-08-30T00:00:00.000","2019","25000.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-47003-19-DOE","DOE Weatherization Grant","FED","81.042","2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","335895.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-47003-19-VLITE","CVOEO VLITE Vermiculite Grant","OTH",,"2018-09-01T00:00:00.000","2019-10-31T00:00:00.000","2019","54089.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-47006-19-VLITE","NETO VLITE Vermiculite Grant","OTH",,"2018-09-01T00:00:00.000","2019-10-31T00:00:00.000","2019","55000.00","Northeast Employment & Training","PO Box 584",,"Newport","VT","05855"
"Children and Families","03440-47002-19-DOE","DOE Weatherization Grant","FED","81.042","2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","264893.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-47006-19-DOE","NETO DOE Weatherization Grant","FED","81.042","2018-09-01T00:00:00.000","2019-06-30T00:00:00.000","2019","268989.12","Northeast Employment & Training","PO Box 584",,"Newport","VT","05855"
"Children and Families","03440-31111-19-NEHSA","New England Head Start Regional Conference Planning & Coordination","FED","93.600","2018-09-15T00:00:00.000","2018-09-30T00:00:00.000","2019","6000.00","New England Head Start Association","PO Box 4593",,"Portland","ME","04112"
"Children and Families","03440-10303-19","SNAP Employment & Training","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15000.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-10305-19","SNAP Employment & Training","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","20000.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10304-19","SNAP Employment & Training","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","8000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-42151-19-CAPSTN","Reach Up Financial Empowerment Project","FED","93.569","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15000.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-42158-19-RUPCVOEO","Reach Up Financial Empowerment Project","FED","93.569","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15000.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10266-19","SNAP Outreach","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","35220.00","Council on Aging for Southeastern VT","38 Pleasant Street",,"Springfield","VT","05156"
"Children and Families","03440-10266-19","SNAP Outreach","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","35220.00","Council on Aging for Southeastern VT","38 Pleasant Street",,"Springfield","VT","05156"
"Children and Families","03440-10306-19","SNAP Employment & Training","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","84810.00","Vermont Assoc of Business Industry &","75 Talcott Rd Ste 70",,"Williston","VT","05495"
"Children and Families","03440-10306-19","SNAP Employment & Training","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","84810.00","Vermont Assoc of Business Industry &","75 Talcott Rd Ste 70",,"Williston","VT","05495"
"Children and Families","03440-10263-19","SNAP Outreach","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","65838.00","Age Well","76 Pearl St Ste 201",,"Essex Jct","VT","05452"
"Children and Families","03440-10263-19","SNAP Outreach","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","65838.00","Age Well","76 Pearl St Ste 201",,"Essex Jct","VT","05452"
"Children and Families","03440-10211-19","SNAP Outreach","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","18583.50","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10211-19","SNAP Outreach","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","18583.50","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-90001-19","Youth Homelessness Demonstration Project (YHDP)","GEN",,"2018-10-01T00:00:00.000","2020-09-30T00:00:00.000","2019","87500.00","Washington County Youth Service Bureau","PO Box 627",,"Montpelier","VT","05601"
"Children and Families","03440-10094B-19","Outreach Grant for Fuel and Utility Programs","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15500.00","Age Well","76 Pearl St Ste 201",,"Essex Jct","VT","05452"
"Children and Families","03440-10212-19","SNAP Outreach","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","11756.15","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10212-19","SNAP Outreach","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","11756.15","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10216-19","SNAP Outreach","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","56066.50","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10216-19","SNAP Outreach","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","30233.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-30126-19-GB","New Parenting Education","GEN",,"2018-10-01T00:00:00.000","2020-06-30T00:00:00.000","2019","20000.00","Good Beginnings of Central Vermont","174 River St",,"Montpelier","VT","05602"
"Children and Families","03440-40502-19-MBDP","Micro Business Development Program","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","79774.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-43005-19-CSBG","Community Services Block Grant","FED","93.569","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","521024.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-10092B-19","Area Agency on Aging Outreach Grant for Fuel and Utility Programs","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15500.00","Council on Aging for Southeastern VT","38 Pleasant Street",,"Springfield","VT","05156"
"Children and Families","03440-10073-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","193579.48","Family Center of Washington County","383 Sherwood Dr",,"Montpelier","VT","05602"
"Children and Families","03440-10173-19-CF","crisis fuel","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","196475.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-10173-19-CF","crisis fuel","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","136247.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-20439-19VSAC","Vermont Student Assistance Corporation / Educational & Training Vouchers","FED","93.599","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","128798.00","Vermont Student Assistance Corp","Attn Finance Dept","PO Box 2000","Winooski","VT","05404"
"Children and Families","03440-43002-19-CSBG","Community Services Block Grant","FED","93.569","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","639143.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-40202-19-MBDP","Micro Business Development Program","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","79774.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10174-19-CF","crisis fuel","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","289160.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-10174-19-CF","crisis fuel","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","194971.00","Capstone Community Action Inc","20 Gable Place",,"Barre","VT","05641"
"Children and Families","03440-28507-AV19","State Access & Visitation Program","FED","93.597","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","8200.00","Project Against Violent Encounters","PO Box 227",,"Bennington","VT","05201"
"Children and Families","03440-28504-AV19","State Access & Visitation Program","FED","93.597","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","8200.00","WomenSafe Inc","PO Box 67",,"Middlebury","VT","05753"
"Children and Families","03440-10440-19","transportation for reach up participants","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","390000.00","Good News Garage - LSS Inc","Business & Finance Office","261 Sheep Davis Rd Ste A-1","Concord","NH","03301"
"Children and Families","03440-10019-19","Reach Up Case Management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","147812.00","Milton Family Community Center","PO Box 619",,"Milton","VT","05468"
"Children and Families","03440-10020-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","230834.76","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10031-19","reach up worksite","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","40800.00","Resource","266 Pine St",,"Burlington","VT","05401"
"Children and Families","03440-10061-19","On Demand Transportation for Reach Up Participants","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","1149355.26","Good News Garage - LSS Inc","Business & Finance Office","261 Sheep Davis Rd Ste A-1","Concord","NH","03301"
"Children and Families","03440-10093B-19","Outreach for Fuel and Utility Programs","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","15500.00","Southwestern Vermont Council on Aging","143 Maple Street",,"Rutland","VT","05701"
"Children and Families","03440-10175-19-CF","crisis fuel","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","478700.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10175-19-CF","crisis fuel","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","279190.00","Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402"
"Children and Families","03440-10176-19-CF","crisis fuel","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","192625.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10176-19-CF","crisis fuel","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","140097.00","North East Kingdom Community Action, Inc","70 Main St","PO Box 346","Newport","VT","05855"
"Children and Families","03440-10177-19-CF","crisis fuel","FED","93.568","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","194000.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-10177-19-CF","crisis fuel","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","166222.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-10302-19","SNAP Employment & Training","FED","10.561","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","10000.00","Southeastern Vermont Community Action","91 Buck Drive",,"Westminster","VT","051589618"
"Children and Families","03440-43001-19-CSBG","Community Services Block Grant","FED","93.569","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","597704.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
"Children and Families","03440-10004-19","Reach Up Case Management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","101624.36","Lamoille Family Center Inc","480 Cady's Falls Rd",,"Morrisville","VT","05661"
"Children and Families","03440-10005-19","Reach Up Case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","67600.00","Family Place Inc","319 US Rte 5 South",,"Norwich","VT","05055"
"Children and Families","03440-10006-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","167200.00","Rutland County Parent/Child Center","61 Pleasant St",,"Rutland","VT","05701"
"Children and Families","03440-10007-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","130343.39","Sunrise Family Resource Center","244 Union Street",,"Bennington","VT","05201"
"Children and Families","03440-10009-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","120420.00","Northwestern Counseling & Support","107 Fisher Pond Rd",,"ST Albans","VT","05478"
"Children and Families","03440-10018-19","Reach Up Case Management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","127565.90","Windham Southeast School District","C/O Windham Southeast S.U.","53 Green Street","Brattleboro","VT","05301"
"Children and Families","03440-10018-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","127565.90","Brattleboro Town School District","% Windham SE Superv Union","53 Green St","Brattleboro","VT","05301"
"Children and Families","03440-10021-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","90000.00","Springfield Area Parent Child Center","6 Main St",,"N Springfield","VT","05150"
"Children and Families","03440-10022-19","reach up case management","OTH",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","81268.00","Orange County Parent Child Center, Inc.","693 VT Route 110",,"Tunbridge","VT","05077"
"Children and Families","03440-10030-19","reach up worksite","GEN",,"2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2019","44352.00","BROC-Community Action in Southwestern","45 Union Street",,"Rutland","VT","05701"
