"stop_no","agency","date_and_time","gender","sex","race","ethnicity","contact1","action_taken1","outcome1","misc_code1","street_address_of_stop","city","officer"
"810234","406","2020-02-16T22:31:00.000",,"M","W",,"M","NS","W","X","LINCOLN ST & NORTH ST","EXJ","29"
"810264","406","2020-02-17T09:00:00.000",,"M","W","NHIS","V","NS","T","X","70 PINECREST DR","ESS","6"
"810265","406","2020-02-17T10:10:00.000",,"M","W","NHIS","V","NS","T","X","28 MAPLE ST","EXJ","6"
"810274","406","2020-02-17T10:10:00.000",,"M","W",,"M","NS","W","X","ETHAN ALLEN AVE & FORT PKWY","ESS","29"
"810263","406","2020-02-17T10:30:00.000",,"M","W","NHIS","V","NS","T","X","242 RIVER RD","ESS","6"
"810266","406","2020-02-17T10:40:00.000",,"M","W",,"V","NS","W","X","28 SAND HILL RD","ESS","6"
"810262","406","2020-02-17T11:00:00.000",,"M","W","NHIS","V","NS","T","X","110 PEARL ST","EXJ","6"
"810252","406","2020-02-17T11:20:00.000",,"M","W","NHIS","M","NS","W","X","104 MAPLE ST","EXJ","14"
"810271","406","2020-02-17T12:45:00.000",,"M","W",,"V","NS","T","X","52 WEED RD","ESS","29"
"816516","406","2020-02-17T12:47:00.000",,"F","W",,"M","NS","W","X","270 BROWNS RIVER RD","ESS","12"
"810268","406","2020-02-17T17:45:00.000",,"M","W","NHIS","V","NS","W","X","4 PARK ST","EXJ","32"
"810297","406","2020-02-17T18:00:00.000",,"F","W",,"M","NS","W","X","50 SUSIE WILSON BYP; bypass","ESS","47"
"810273","406","2020-02-17T18:30:00.000",,"M","W","NHIS","V","NS","W","X","10 SUSIE WILSON RD","ESS","29"
"810269","406","2020-02-17T19:07:00.000",,"F","W",,"V","NS","W","X","RIVER RD & PINEWOOD DR","ESS","50"
"810272","406","2020-02-17T19:10:00.000",,"F","B","NHIS","M","NS","T","X","206 OLD STAGE RD","ESS","29"
"810275","406","2020-02-17T19:45:00.000",,"M","W",,"M","NS","W","X","FORT PKWY & SUSIE WILSON RD","ESS","29"
"810270","406","2020-02-17T20:38:00.000",,"F","W","NHIS","V","NS","W","X","MANSFIELD AVE & ROSEWOOD LN","EXJ","50"
"810304","406","2020-02-18T00:38:00.000",,"M","W","NHIS","M","NS","W","X","CABOT DR & OLD STAGE RD","ESS","47"
"810298","406","2020-02-18T05:13:00.000",,"M","W",,"M","NS","W","X","NORTH ST & LINCOLN ST","EXJ","40"
"810299","406","2020-02-18T05:27:00.000",,"M","W",,"M","NS","W","X","45 LINCOLN ST","EXJ","40"
"810302","406","2020-02-18T05:35:00.000",,"F","W","NHIS","M","NS","W","X","lincoln street; gate E","ESS","40"
"810300","406","2020-02-18T05:37:00.000",,"M","W",,"M","NS","W","X","45 LINCOLN ST","EXJ","40"
"810303","406","2020-02-18T06:13:00.000",,"F","W",,"M","NS","W","X","45 LINCOLN ST","EXJ","40"
"810305","406","2020-02-18T06:13:00.000",,"F","W",,"M","NS","W","X","Pearl Street @ West STreet Ext","EXJ","47"
"810579","406","2020-02-18T07:55:00.000",,"F","W","NHIS","V","NS","W","X","54 LINCOLN ST","EXJ","49"
"810578","406","2020-02-18T08:30:00.000",,"F","W",,"M","NS","W","X","145 MAPLE ST","EXJ","49"
"811242","406","2020-02-18T18:30:00.000",,"F","W",,"M","NS","W","X","141 PEARL ST","EXJ","40"
"810588","406","2020-02-18T23:20:53.000",,"M","W",,"V","NS","W","X","78 LINCOLN ST","EXJ","47"
"810590","406","2020-02-18T23:35:53.000",,"F","W",,"V","NS","W","X","PARK ST & MILL ST","EXJ","47"
"810591","406","2020-02-18T23:56:53.000",,"M","W",,"M","NS","W","X","76 PEARL ST","EXJ","47"
"810909","406","2020-02-19T05:35:00.000",,"M","W",,"M","NS","W","X",,,"47"
"810910","406","2020-02-19T06:16:00.000",,"F","A","ASIA","M","NS","W","X","MAPLE ST EXT & MAPLE ST EXT","EXJ","47"
"810605","406","2020-02-19T06:55:00.000",,"M","W","NHIS","M","NS","W","X","VT RT 289 MM1","ESS","16"
"812558","406","2020-02-19T10:30:00.000",,"M","W",,"V","NS","T","X","76 OLD COLCHESTER RD","ESS","6"
"H719619","406","2020-02-19T14:39:00.000","M","M","W",,"M","NS","T","X","82 SAND HILL RD","ESS","2"
"H719653","406","2020-02-19T15:01:00.000","M","M","W",,"M","NS","T","X","80 SAND HILL RD","ESS","2"
"811243","406","2020-02-19T20:00:00.000",,"M","U",,"M","NS","W","X","CARMICHAEL ST & ESSEX WAY","ESS","40"
"H719671","406","2020-02-19T20:39:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTO","EXJ","46"
"H719693","406","2020-02-19T21:01:00.000","F","F","W",,"M","NS","W","X","PEARL STREET/ESSEX AUTO","EXJ","46"
"811248","406","2020-02-20T07:20:00.000",,"M","A",,"O","NS","T","X","68 PARK ST","EXJ","1"
"811249","406","2020-02-20T07:26:00.000",,"M","A",,"M","NS","T","X","68 PARK ST","EXJ","1"
"811195","406","2020-02-20T09:00:00.000",,"F","W",,"V","NS","W","X","120 WEST ST","EXJ","6"
"811239","406","2020-02-20T09:00:00.000",,"M","W","NHIS","M","NS","W","X","67 LINCOLN ST","EXJ","49"
"811241","406","2020-02-20T10:40:00.000",,"F","W","NHIS","V","NS","W","X","11 PEARL ST","EXJ","49"
"817510","406","2020-02-20T12:30:00.000",,"M","B","NHIS","E","NS","W","X","4 CARMICHAEL ST","ESS","19"
"H719902","406","2020-02-20T14:22:00.000","M","M","W",,"M","NS","W","X","JOSHUA WAY/ SUSIE WILSON RD","ESS","42"
"H719876","406","2020-02-20T17:38:00.000","F","F","W",,"M","NS","W","X","SUSIE WILSON BYPASS","ESS","42"
"811247","406","2020-02-20T21:18:00.000",,"M","W",,"M","NS","W","X","PEARL ST & W HILLCREST RD","EXJ","40"
"811414","406","2020-02-21T14:33:00.000",,"M","W",,"M","NS","W","X","colchester rd; gate e","ESS","49"
"811444","406","2020-02-21T19:01:00.000",,"M","W","NHIS","V","NS","W","X","76 PEARL ST","EXJ","50"
"811443","406","2020-02-21T20:15:00.000",,"F","W","NHIS","M","NS","W","X","VT RT 289 MM8; I 289 MM8","ESS","29"
"811884","406","2020-02-22T22:17:00.000",,"M","W","NHIS","V","NS","T","X","3 PERRY DR","ESS","15"
"H720434","406","2020-02-23T14:42:00.000","M","M","W",,"M","NS","W","X","289 EXIT 10","ESS","34"
"H720443","406","2020-02-23T23:50:00.000","M","M","W",,"M","NS","W","X","106 PEARL ST","EXJ","34"
"811939","406","2020-02-24T08:50:00.000",,"F","W","NHIS","E","SRS","W","NC","376 BROWNS RIVER RD","ESS","49"
"H720569","406","2020-02-24T16:49:00.000","F","F","W",,"V","NS","W","X","MAPLE ST / ELM ST","EXJ","36"
"H720548","406","2020-02-24T16:59:00.000","M","M","W",,"V","NS","W","X","MAPLE ST / KINGS COURT","EXJ","36"
"H720521","406","2020-02-24T22:36:00.000","M","M","W",,"M","NS","T","X","MAPLELAWN / SAND HILL ROAD","ESS","36"
"811941","406","2020-02-25T04:48:00.000",,"M","A","ASIA","V","NS","W","X","ETHAN ALLEN AVE & FORT PKWY","ESS","41"
"H720677","406","2020-02-25T17:47:00.000","M","M","W",,"V","NS","T","X","72 MAPLE ST","EXJ","36"
"H720701","406","2020-02-25T18:01:00.000","M","M","W",,"V","NS","W","X","PEARL ST / W. HILLCREST","EXJ","36"
"812047","406","2020-02-25T18:11:00.000",,"F","W","NHIS","M","NS","W","X","14 PERRY DR","ESS","50"
"H720707","406","2020-02-25T18:18:00.000","M","M","W",,"V","NS","W","X","SUSIE WILSON / PINECREST","ESS","36"
"H720729","406","2020-02-25T18:46:00.000","F","F","W",,"M","NS","T","X","EXIT 10","ESS","2"
"812537","406","2020-02-25T21:00:00.000",,"F","W","NHIS","E","NS","W","X","prospect st","ESS","19"
"H720826","406","2020-02-26T07:25:00.000","F","F","W",,"M","NS","W","X","1987 BLAKELY ROAD","COL","36"
"H720895","406","2020-02-26T08:02:00.000","M","M","W",,"V","NS","T","X","COLLEGE PARKWAY / BARNES AVE","COL","36"
"H720878","406","2020-02-26T08:18:00.000","M","M","W",,"V","NS","T","X","COLLEGE PARKWAY / BARNES AVE","COL","36"
"813603","406","2020-02-26T08:25:00.000",,"F","W",,"M","NS","W","X","PINECREST DR & SUFFOLK LN","ESS","35"
"H720893","406","2020-02-26T08:30:00.000","M","M","W",,"V","NS","T","X","COLLEGE PARKWAY / BARNES AVE","COL","36"
"H720845","406","2020-02-26T09:23:00.000","F","F","W",,"V","NS","W","X","PEARL ST / WARNER AVE","EXJ","36"
"H720887","406","2020-02-26T09:28:00.000","M","M","W",,"V","NS","T","X","235 PEARL ST","EXJ","36"
"H720837","406","2020-02-26T09:38:00.000","F","F","W",,"M","NS","T","X","WEST ST EXT / PEARL ST","EXJ","36"
"H720896","406","2020-02-26T09:49:00.000","M","M","W",,"V","NS","T","X","159 PEARL ST","EXJ","36"
"H720886","406","2020-02-26T10:31:00.000","M","M","W",,"V","NS","T","X","159 PEARL ST","EXJ","36"
"H720977","406","2020-02-26T11:48:00.000","F","F","W",,"V","NS","W","X","1 SOUTH ST","EXJ","36"
"812041","406","2020-02-26T15:00:00.000",,"F","W",,"M","NS","W","X","84 PEARL ST","EXJ","49"
"H720884","406","2020-02-26T18:42:00.000","M","M","W",,"O","NS","T","X","JERICHO RD @ CENTER RD","ESS","2"
"H721049","406","2020-02-26T19:13:00.000","M","M","W",,"M","NS","T","X","MM 9 EB","ESS","2"
"812429","406","2020-02-27T01:45:00.000",,"M","W","NHIS","V","NS","W","X","CENTER RD & TOWERS RD","ESS","50"
"812557","406","2020-02-27T11:46:00.000",,"M","A",,"E","NS","T","X","16 GAUTHIER DR","ESS","6"
"812559","406","2020-02-27T13:17:00.000",,"M","A",,"E","NS","T","X","JERICHO RD & ALLEN MARTIN DR","ESS","6"
"812578","406","2020-02-27T22:58:00.000",,"M","W","NHIS","M","NS","W","X","47 PARK ST","EXJ","50"
"812834","406","2020-02-28T18:56:00.000",,"M","W","NHIS","M","NS","T","X","68 LINCOLN ST","EXJ","50"
"812833","406","2020-02-28T19:27:00.000",,"M","W",,"V","NS","T","X","105 PEARL ST","EXJ","50"
"812791","406","2020-02-28T21:18:00.000",,"M","W","NHIS","M","NS","W","X","LINCOLN ST & NORTH ST","EXJ","50"
"812789","406","2020-02-28T21:44:00.000",,"F","W",,"M","NS","W","X","NORTH ST & LINCOLN ST","EXJ","50"
"812790","406","2020-02-28T22:23:00.000",,"M","B",,"M","NS","W","X","235 PEARL ST","EXJ","50"
"814066","406","2020-02-29T11:33:00.000",,"M","B",,"M","NS","T","X","SLEEPY HOLLOW RD & OLD PUMP RD","ESS","1"
"H721477","406","2020-02-29T18:20:00.000","M","M","W",,"M","NS","W","X","289 MM 10","ESS","34"
"812835","406","2020-02-29T18:23:00.000",,"F","W","NHIS","M","NS","W","X","MAIN ST & PEARL ST","EXJ","15"
"812836","406","2020-02-29T21:04:00.000",,"M","W","NHIS","M","NS","W","X","4 PARK ST","EXJ","15"
"H721460","406","2020-02-29T21:40:00.000","F","F","W",,"M","NS","W","X","289 MM10","ESS","34"
"812832","406","2020-02-29T21:43:00.000",,"M","W",,"M","NS","T","X","SUSIE WILSON BYP & SUSIE WILSON RD","ESS","15"
"814192","406","2020-03-01T07:23:00.000",,"F","W","NHIS","E","NS","T","X","VT rt 289 & Colchester rd","ESS","6"
"H721614","406","2020-03-01T17:04:00.000","F","F","W",,"M","NS","W","X","289 MM9","ESS","34"
"H721618","406","2020-03-01T17:13:00.000","F","F","W",,"M","NS","W","X","289 MM 11","ESS","34"
"H721663","406","2020-03-01T17:21:00.000","F","F","W",,"M","NS","W","X","289 MM10","ESS","34"
"813091","406","2020-03-02T08:50:00.000",,"F","W","NHIS","V","NS","W","X","159 PEARL ST","EXJ","6"
"813247","406","2020-03-02T16:34:00.000",,"F","W","NHIS","V","NS","T","X","66 MAPLE ST","EXJ","50"
"813250","406","2020-03-02T16:38:00.000",,"F","W","NHIS","V","NS","T","X","66 MAPLE ST","EXJ","50"
"816235","406","2020-03-02T16:51:00.000",,"F","W","NHIS","V","NS","T","X","53 RIVER RD","ESS","50"
"813302","406","2020-03-02T17:35:00.000",,"M","W",,"M","NS","W","X","OLD STAGE RD & CENTER RD","ESS","49"
"813249","406","2020-03-02T18:11:00.000",,"F","H",,"V","NS","W","X","S SUMMIT ST & CHEROKEE AVE","EXJ","50"
"812905","406","2020-03-02T20:12:00.000",,"M","W",,"M","NS","T","X","SUSIE WILSON RD & FORT PKWY","ESS","2"
"813256","406","2020-03-02T20:17:00.000",,"M","W",,"M","NS","T","X","141 PEARL ST","EXJ","50"
"813257","406","2020-03-02T20:32:00.000",,"M","W",,"V","NS","W","X","78 PEARL ST","EXJ","50"
"H721839","406","2020-03-02T22:12:00.000","F","F","W",,"M","NS","T","X","E OF EXIT 10","ESS","2"
"813776","406","2020-03-03T09:15:00.000",,"M","W",,"M","NS","W","X","301 OLD STAGE RD","ESS","29"
"813536","406","2020-03-03T15:38:00.000",,"M","W",,"M","NS","T","X","Browns River Rd; Howard Farm","ESS","12"
"H721962","406","2020-03-03T22:54:00.000","M","M","W",,"M","NS","W","X","PEARL ST @ WEST ST","EXJ","2"
"813774","406","2020-03-04T13:30:00.000",,"M","W",,"V","NS","W","X","159 PEARL ST","EXJ","29"
"H723532","406","2020-03-04T17:23:00.000","F","F","W",,"M","NS","T","X","PARK ST @ PEARL ST","EXJ","2"
"H722087","406","2020-03-04T20:07:00.000","F","F","W",,"V","NS","W","X","SANDHILL RD/CEMETERY RD","ESS","46"
"H722090","406","2020-03-04T20:17:00.000","M","M","W",,"V","NS","W","X","SANDHILL ROAD/SANDHILL PARK","ESS","46"
"813918","406","2020-03-05T12:43:00.000",,"F","W","NHIS","V","NS","W","X","BROWNS RIVER RD & IRENE AVE","ESS","47"
"813929","406","2020-03-05T17:55:00.000",,"F","W",,"M","NS","W","X","MAPLE ST & RAILROAD ST","EXJ","49"
"H722202","406","2020-03-05T18:19:00.000","F","F","W",,"M","NS","W","X","COLCHESTER RD @ SUSIE WILSON BYPASS","ESS","2"
"813941","406","2020-03-06T06:50:00.000",,"M","W","NHIS","V","NS","W","X","221 COLCHESTER RD","ESS","41"
"814094","406","2020-03-06T07:48:00.000",,"M","W","NHIS","M","NS","W","X","124 COLCHESTER RD","ESS","47"
"814092","406","2020-03-06T07:57:00.000",,"F","W",,"M","NS","W","X","104 COLCHESTER RD","ESS","47"
"814211","406","2020-03-06T08:20:00.000",,"M","W","NHIS","M","NS","T","X","103 PEARL ST","EXJ","29"
"814061","406","2020-03-06T08:25:00.000",,"M","W","NHIS","M","NS","T","X","SAND HILL RD & ALLEN MARTIN DR","ESS","1"
"814220","406","2020-03-06T08:40:00.000",,"F","W",,"M","NS","W","X","BROWNS RIVER RD & OSGOOD HILL RD","ESS","29"
"814097","406","2020-03-06T08:49:00.000",,"M","W","NHIS","M","NS","W","X","I 289 MM 9","ESS","47"
"814095","406","2020-03-06T09:15:00.000",,"M","W","NHIS","V","NS","W","X","137 PEARL ST","EXJ","47"
"814212","406","2020-03-06T14:50:00.000",,"M","A","ASIA","M","NS","T","X","VT RT 289 MM9; I 289 MM9","ESS","29"
"814176","406","2020-03-06T17:17:00.000",,"M","W",,"V","NS","W","X","36 RIVER RD","ESS","50"
"814177","406","2020-03-06T17:56:00.000",,"F","W",,"M","NS","W","X","187 SAND HILL RD","ESS","50"
"814175","406","2020-03-06T18:27:00.000",,"F","W",,"M","NS","T","X","River Rd & Perkins","ESS","50"
"814178","406","2020-03-06T19:20:00.000",,"M","B",,"V","NS","W","X","141 PEARL ST","EXJ","50"
"814210","406","2020-03-07T08:30:00.000",,"F","W","ASIA","M","NS","T","X","8 SUSIE WILSON RD","ESS","6"
"814218","406","2020-03-07T09:30:00.000",,"F","W",,"M","NS","W","X","SAND HILL RD & ALLEN MARTIN DR","ESS","6"
"814215","406","2020-03-07T11:26:00.000",,"M","W",,"M","NS","W","X","BRICKYARD RD & COUNTRYSIDE DR","EXJ","47"
"814190","406","2020-03-07T11:55:00.000",,"M","A",,"M","NS","W","X","6 COUNTRYSIDE DR","EXJ","23"
"814191","406","2020-03-07T12:05:00.000",,"M","W","NHIS","M","NS","W","X","36 BRICKYARD RD","EXJ","23"
"814189","406","2020-03-07T12:16:00.000",,"M","W",,"M","NS","W","X","MAIN ST & RAILROAD AVE","EXJ","23"
"814216","406","2020-03-07T15:55:00.000",,"M","W","NHIS","M","NS","W","X","20 PINECREST DR","ESS","47"
"814229","406","2020-03-08T00:14:00.000",,"F","B",,"M","NS","T","X","BROWNS RIVER RD & BIXBY HILL RD","ESS","40"
"814295","406","2020-03-08T07:19:00.000",,"F","W",,"V","NS","W","X","KELLOGG RD & SUSIE WILSON RD","ESS","47"
"814339","406","2020-03-08T10:15:00.000",,"M","W","NHIS","E","NS","W","X","12 PIONEER ST","ESS","47"
"814294","406","2020-03-08T11:24:00.000",,"M","W",,"M","NS","W","X","197 PEARL ST","EXJ","47"
"H722606","406","2020-03-08T17:02:00.000","F","F","W",,"M","NS","W","X","105 PEARL ST","EXJ","42"
"H722639","406","2020-03-08T17:25:00.000","F","F","W",,"M","NS","W","X","GATE E COLCHESTER RD","EXJ","42"
"H722752","406","2020-03-08T17:44:00.000","F","F","W",,"M","NS","W","X","MM10","ESS","42"
"H722727","406","2020-03-08T18:00:00.000","M","M","W",,"M","NS","W","X","MAPLE ST/ MANSFIELD","EXJ","42"
"H722736","406","2020-03-08T18:25:00.000","M","M","W",,"M","NS","W","X","MAPLE ST/ OAK ST","EXJ","42"
"H722703","406","2020-03-08T20:15:00.000","M","M","W",,"M","NS","W","X","145 MAPLE ST","EXJ","42"
"H722746","406","2020-03-08T20:41:00.000","F","F","W",,"M","NS","W","X","SUSIE WILSON RD/ JOSHUA WAY","ESS","42"
"H722531","406","2020-03-08T20:56:00.000","M","M","W",,"V","NS","W","X","WEST ST / SOUTH ST","EXJ","36"
"H722914","406","2020-03-08T20:56:00.000","M","M","W",,"M","NS","W","X","RT 2A/ PINECREST","EXJ","42"
"816552","406","2020-03-08T21:15:00.000",,"F","W","NHIS","E","NS","T","X","COLCHESTER RD & OLD COLCHESTER RD","ESS","42"
"814342","406","2020-03-09T09:04:00.000",,"M","W",,"M","NS","W","X","PARK ST & MAPLE ST","EXJ","47"
"814524","406","2020-03-09T12:24:00.000",,"M","W",,"M","NS","W","X","susie wilson byp","ESS","47"
"814523","406","2020-03-09T13:13:00.000",,"F","W",,"M","NS","W","X","i 289; x 7","ESS","47"
"814521","406","2020-03-09T13:24:00.000",,"M","W",,"M","NS","W","X","i 289; exit 9","ESS","47"
"814525","406","2020-03-09T14:26:00.000",,"M","W",,"V","NS","W","X","SUSIE WILSON RD & PINECREST DR","ESS","47"
"H722944","406","2020-03-09T15:00:00.000","M","M","W",,"M","NS","W","X","1 SUMMIT STREET","EXJ","1"
"H722963","406","2020-03-09T15:25:00.000","M","M","W",,"O","NS","W","X","20 MAPLE ST","EXJ","1"
"H722913","406","2020-03-09T17:28:00.000","M","M","W",,"M","NS","W","X","159 PEARL ST","EXJ","36"
"H723589","406","2020-03-09T17:58:00.000","M","M","W",,"V","NS","T","X","235 PEARL STREET","EXJ","36"
"H722910","406","2020-03-09T21:35:00.000","F","F","W",,"V","NS","W","X","2 MAIN ST","EXJ","36"
"H722968","406","2020-03-09T22:06:00.000","M","M","W",,"M","NS","W","X","2 MAIN ST","EXJ","36"
"814804","406","2020-03-10T09:00:00.000",,"M","W","NHIS","V","NS","T","X","CENTER RD & JERICHO RD","ESS","6"
"814846","406","2020-03-10T17:01:00.000",,"F","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","15"
"814837","406","2020-03-10T18:50:00.000",,"F","W","NHIS","V","NS","W","X","FOUNDERS RD & SAND HILL RD","ESS","50"
"814838","406","2020-03-10T19:25:00.000",,"F","W","NHIS","V","NS","W","X","210 RIVER RD","ESS","50"
"814842","406","2020-03-10T21:47:00.000",,"F","W",,"V","NS","W","X","FORT PKWY & ETHAN ALLEN AVE","ESS","50"
"814843","406","2020-03-10T22:18:00.000",,"F","W",,"M","NS","W","X","PEARL ST & WILLEYS CT","EXJ","50"
"814841","406","2020-03-10T22:42:00.000",,"M","B",,"M","NS","T","X","141 PEARL ST","EXJ","50"
"814844","406","2020-03-10T23:09:00.000",,"M","W","NHIS","V","NS","W","X","27 PARK ST","EXJ","50"
"814849","406","2020-03-10T23:24:00.000",,"M","W","NHIS","M","NS","T","X","VT RT 289 MM8; I 289 MM8","ESS","40"
"814845","406","2020-03-10T23:50:00.000",,"F","W",,"V","NS","W","X","MAIN ST & BRICKYARD RD","EXJ","50"
"814853","406","2020-03-11T05:08:00.000",,"M","W",,"M","NS","W","X","40 PEARL ST","EXJ","41"
"H723228","406","2020-03-11T08:11:00.000","F","F","W",,"M","NS","W","X","WEST ST EXT / WEST ST","EXJ","36"
"H723130","406","2020-03-11T08:22:00.000","M","M","W",,"V","NS","T","X","WEST ST EXT / PEARL ST","EXJ","36"
"H723161","406","2020-03-11T08:40:00.000","M","M","W",,"V","NS","T","X","76 LINCOLN ST","EXJ","36"
"H723163","406","2020-03-11T08:53:00.000","M","M","W",,"V","NS","T","X","76 LINCOLN ST","EXJ","36"
"H723241","406","2020-03-11T09:11:00.000","F","F","W",,"M","NS","W","X","PEARL ST / WEST HILLCREST","EXJ","36"
"H723186","406","2020-03-11T09:55:00.000","M","M","W",,"M","NS","T","X","11 PARK ST","EXJ","36"
"H723166","406","2020-03-11T10:02:00.000","M","M","W",,"V","NS","T","X","57 PARK ST","EXJ","36"
"H723219","406","2020-03-11T10:45:00.000","F","F","W",,"M","NS","W","X","198 MAPLE ST","EXJ","36"
"815065","406","2020-03-11T10:56:00.000",,"M","W","NHIS","M","NS","T","X","198 MAPLE ST","EXJ","36"
"H723282","406","2020-03-11T11:12:00.000","M","M","W",,"M","NS","W","X","198 MAPLE ST","EXJ","36"
"H723136","406","2020-03-11T12:22:00.000","M","M","W",,"V","NS","T","X","248 PEARL ST","EXJ","36"
"H723231","406","2020-03-11T17:25:00.000","M","M","W",,"M","NS","W","X","POST OFFICE SQUARE","EXJ","15"
"H723229","406","2020-03-11T17:39:00.000","M","M","W",,"V","NS","W","X","MAPLE STREET/MAPLE STREET PARK","EXJ","46"
"H723260","406","2020-03-11T17:59:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/NORTH ST","EXJ","46"
"H723262","406","2020-03-11T18:19:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB AUTO","EXJ","46"
"H723234","406","2020-03-11T18:30:00.000","F","F","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB AUTO","EXJ","46"
"H723252","406","2020-03-11T19:08:00.000","F","F","W",,"M","NS","W","X","MAPLE STREET/MAPLE STREET PARK","EXJ","46"
"H723222","406","2020-03-11T20:48:00.000","M","M","W",,"M","NS","W","X","PEARL ST/ESSEX AUTOMOTIVE","EXJ","46"
"H723225","406","2020-03-11T21:41:00.000","F","F","W",,"M","NS","W","X","PEARL STREET/ESSEX AUTO","EXJ","46"
"H723255","406","2020-03-11T22:06:00.000","F","F","W",,"M","NS","W","X","PEARL ST/ESSEX AUTOMOTIVE","EXJ","46"
"H723179","406","2020-03-11T22:21:00.000","M","M","W",,"V","NS","T","X","PEARL STREET/ESSEX AUTOMOTIVE","EXJ","46"
"H723221","406","2020-03-11T22:27:00.000","M","M","W",,"V","NS","W","X","PEARL STREET/ESSEX AUTOMOTIVE","EXJ","46"
"815488","406","2020-03-12T01:20:00.000",,"M","W",,"M","NS","T","X","67 LINCOLN ST","EXJ","40"
"815291","406","2020-03-12T08:21:00.000",,"F","W","NHIS","M","NS","W","X","104 MAPLE ST","EXJ","14"
"815491","406","2020-03-12T16:38:00.000",,"M","W","NHIS","V","NS","W","X","145 MAPLE ST","EXJ","50"
"815494","406","2020-03-12T17:54:00.000",,"M","B","NHIS","V","NS","W","X","150 PEARL ST","EXJ","50"
"H723460","406","2020-03-12T17:58:00.000","M","M","W",,"M","NS","W","X","WEST OF EXIT 9",,"46"
"815487","406","2020-03-12T18:38:00.000",,"M","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","50"
"H723425","406","2020-03-12T18:40:00.000","M","M","W",,"V","NS","W","X","76 COLCHESTER ROAD","EXJ","46"
"815493","406","2020-03-12T18:51:00.000",,"M","W",,"M","NS","W","X","40 PEARL ST","EXJ","50"
"H723452","406","2020-03-12T18:54:00.000","M","M","W",,"M","NS","W","X","LINCOLN ST/WHITCOMB AUTO","EXJ","46"
"815492","406","2020-03-12T19:36:00.000",,"M","B","NHIS","V","NS","W","X","106 PEARL ST","EXJ","50"
"815489","406","2020-03-12T22:41:00.000",,"M","W",,"M","NS","T","X","LINCOLN ST & NORTH ST","EXJ","50"
"815490","406","2020-03-12T23:29:00.000",,"F","H","HIS","V","NS","W","X","MAIN ST & CHURCH ST","EXJ","50"
"815718","406","2020-03-13T05:15:00.000",,"M","W","NHIS","M","NS","W","X","NORTH ST & LINCOLN ST","EXJ","40"
"815495","406","2020-03-13T05:21:00.000",,"M","W","NHIS","V","NS","W","X","80 PEARL ST","EXJ","41"
"815720","406","2020-03-13T05:32:00.000",,"F","W","NHIS","M","NS","W","X","ESSEX WAY & CENTER RD","ESS","40"
"815719","406","2020-03-13T05:36:00.000",,"F","W","NHIS","M","NS","W","X","45 LINCOLN ST","EXJ","40"
"815496","406","2020-03-13T05:58:00.000",,"M","W",,"M","NS","W","X","MAPLE ST & ELM ST","EXJ","41"
"815634","406","2020-03-13T08:52:00.000",,"F","W","NHIS","M","NS","W","X","MAPLE ST & MANSFIELD AVE","EXJ","47"
"815638","406","2020-03-13T10:07:00.000",,"M","W","NHIS","M","NS","T","X","51 UPPER MAIN ST","ESS","47"
"815630","406","2020-03-13T10:30:00.000",,"F","W",,"M","NS","W","X","PINECREST DR & PARIZO DR","ESS","47"
"815635","406","2020-03-13T10:40:00.000",,"M","W",,"V","NS","W","X","OLD COLCHESTER RD & EDUCATIONAL DR","EXJ","47"
"815642","406","2020-03-13T11:35:00.000",,"F","W",,"M","NS","W","X","MAPLE ST & SIENNA LN","EXJ","47"
"815716","406","2020-03-13T17:37:00.000",,"F","W",,"V","NS","W","X","8 SUMMIT ST","EXJ","50"
"815713","406","2020-03-13T17:51:00.000",,"M","W",,"M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","50"
"H723552","406","2020-03-13T17:52:00.000","M","M","W",,"M","NS","W","X","11 PARK ST","EXJ","36"
"815715","406","2020-03-13T18:10:00.000",,"M","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","50"
"815714","406","2020-03-13T18:26:00.000",,"F","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","50"
"815717","406","2020-03-13T19:00:00.000",,"M","W",,"M","NS","W","X","90 PEARL ST","EXJ","50"
"815798","406","2020-03-13T22:10:00.000",,"F","W",,"M","NS","W","X","EAST ST & MAPLE ST","EXJ","49"
"815712","406","2020-03-13T23:45:00.000",,"F","W",,"V","NS","T","X","LINCOLN ST & LINCOLN TER","EXJ","50"
"815721","406","2020-03-14T01:08:00.000",,"M","W",,"M","NS","W","X","PARK ST & PEARL ST","EXJ","40"
"815711","406","2020-03-14T01:24:00.000",,"M","B","NHIS","M","SPC","A","NC","I 289 & MM 9","ESS","40"
"819422","406","2020-03-14T10:05:00.000",,"F","W",,"M","NS","W","X","178 BROWNS RIVER RD","ESS","12"
"H723790","406","2020-03-14T15:41:00.000","F","F","W",,"M","NS","W","X","SAND HILL RD @ SAND HILL RD","ESS","2"
