"code","organization_name","phone_number","website_address","contact_email","organizational_description","umbrella","county_or_counties_served","addison","bennington","caledonia","chittenden","essex","franklin","grand_isle","lamoille","orange","orleans","rutland","washington","windham","windsor"
"12-430","Heaton Woods Residence","802-223-1157","https://livingwellgroup.org/location/living-well-residence-montpelier-vermont/","mtapper@heatonwoodsresidence.org","Heaton Woods Residence is a nonprofit Level III care facility located in Montpelier, providing a safe, and enriching home-like setting for residents living with dementia who can no longer function alone at home.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-440","Lamoille Housing Partnership","802-888-5714","https://www.lamoillehousing.org/","info@lamoillehousing.org","Developing and maintaining safe, decent, affordable homes and apartments for low and moderate income families, the local workforce, older and disabled Vermonters, veterans and the formerly homeless in Lamoille County and the Town of Hardwick since 1992.","Green Mountain United Way","Caledonia",,,"x",,,,,,,,,,,
"12-450","Local Motion Inc","802-861-2700 Ext 101","https://www.localmotion.org","giving@localmotion.org","Statewide advocacy organization making biking and walking a way of life across Vermont. Operates the Island Line Bike Ferry, Trailside Center bike rentals and Valet Bike Parking; Holds workshops/trainings to educate children/adults in bike safety; Works with communities and advocate for better bike/walk infrastructure; Influences state policy.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-460","MENTOR Vermont","802-658-1888","https://www.mentorvt.org","chad@mentorvt.org","MENTOR Vermont provides resources and support to youth mentoring programs in Vermont so they can meet the needs of young people in their communities. Our vision is that every young person in Vermont has the supportive mentoring relationships they need to grow and develop into thriving, productive, and engaged adults.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-470","Michael Zemanek Memorial Foundation, Inc. (MZMF)","802-272-4934","http://www.MZMF.ORG","mzmf2014@gmail.com","We provide financial support to widows/ers and half-orphaned children who are faced with situations, which poise a significant financial hardship for their immediate family of sworn Vermont Law enforcement officers who have died.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-480","National Alliance on Mental Illness of Vermont (NAMI Vermont)","802-876-7949","http://www.namivt.org","info@namivt.org","NAMI Vermont (National Alliance on Mental Illness of Vermont) is a small grassroots organization dedicated to improving the lives of individuals and families affected by mental illness or mental health challenges. NAMI Vermont focuses on three cornerstones of activity: advocacy, education and support.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-490","New England Kurn Hattin Homes","802-721-6917","https://www.kurnhattin.org","isingh@kurnhattin.org","Kurn Hattin Homes for Children offers boys and girls, ages 5-15, who experience a difficult period in their families’ lives, a year-round, safe home and quality education in a nurturing environment.","Green Mountain United Way","Orleans, Washington, Windsor",,,,,,,,,,"x",,"x",,"x"
"12-500","Newport Community Justice Center d/b/a Orleans Cty Restorative Justice Ctr.","802-487-9327","https://www.kingdomjustice.org","bmorrow@kingdomjustice.org","We bring conflict resolution to schools & work, run monthly pro bono legal clinics for low/moderate income families and elders, mobilizs trained volunteers to ""hear"" cases diverted from traditional court or to team CoSAs for re-entering offenders. Contributions allow us to expand services for what the community needs.","Green Mountain United Way","Essex, Orleans",,,,,"x",,,,,"x",,,,
"12-510","North Branch Nature Center","802-229-6206","https://northbranchnaturecenter.org/","info@NorthBranchNatureCenter.org","North Branch Nature Center connects Vermonters of all ages with the natural world. We offer educational and affordable programming at our preserve in Montpelier and around the state, including a licensed outdoor preschool, summer camps, after-school programs, ECO (Educating Children Outdoors) for public schools, and nature programs for adults.","Green Mountain United Way","Orange, Washington, Windsor",,,,,,,,,"x",,,"x",,"x"
"12-520","Northeast Kingdom Human Services","802-334-6744","http://www.nkhs.org","lbennett@nkhs.net","The mission of NKHS is to enrich communities and enhance the ability of individuals and families to improve their lives. NKHS Provides client-centered, trauma-informed, community and office-based services addressing intellectual/developmental disabilities, adult mental health and addiction challenges, and children and family stressors.","Green Mountain United Way","Caledonia, Essex, Orleans",,,"x",,"x",,,,,"x",,,,
"12-530","Northeast Kingdom Learning Services, Inc.","802-334-6532","http://www.neklsvt.org","info@neklsvt.org","NEKLS provides educational programming to inspire and empower people birth and beyond in pursuit of a community of lifelong learners, reaching their full potential.","Green Mountain United Way","Caledonia, Essex, Orleans",,,"x",,"x",,,,,"x",,,,
"12-540","Northeastern Vermont Regional Hospital","315-748-8141","https://www.nvrh.org/","philanthropy@nvrh.org","Northeastern Vermont Regional Hospital (NVRH) is a community, not for profit, acute care, critical access hospital. We provide primary and preventive care, surgical and specialty services, inpatient and outpatient care and 24 hour, physician staffed emergency services.","Green Mountain United Way","Caledonia",,,"x",,,,,,,,,,,
"12-550","OUR House of Central VT, INC","802-476-8825","https://www.facebook.com/OUR-House-of-Central-Vermont-56807293403/?ref=bookmarks","ourhousebarredirector@gmail.com","O.U.R. House uses a team approach to proactively investigate cases in which children and adults have experienced sexual assault or serious physical abuse in Washington County teaming with police, prosecutor’s office, medical community, DCF and victim advocacy groups.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-560","Outright Vermont","802-865-9677","http://www.outrightvt.org","dana@outrightvt.org","Outright Vermont improves the lives of LGBTQ & youth by providing comprehensive statewide initiatives that focus on: developing self and peer connections, strengthening families, and transforming schools, communities, and systems.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-570","People's Health & Wellness Clinic","802-479-1229","http://www.phwcvt.org","rebecca@phwcvt.org","Free healthcare for uninsured and underinsured central Vermonters. Services include medical, oral health, and mental health care. Additionally, PHWC offers complementary and alternative services, assistance enrolling in health insurance and financial assistance programs, and provides extensive case management.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-580","POPE Memorial Frontier Animal Shelter, Inc","802-334-8197","www.frontieranimalsociety.com","animals@fasv.comcastbiz.com","Shelters and care for lost and unwatned dogs and cats, apaying, ntuering and placing these pets into humane environments and promoting responsible pet ownership.","Green Mountain United Way","Essex, Orleans",,,,,"x",,,,,"x",,,,
"12-590","Prevent Child Abuse Vermont","800-244-5373","HTTP://WWW.PCAVT.ORG","PCAVT@PCAVT.ORG","Helping Families thrive through Education and Support","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-600","Project Independence","802-476-3630","https://www.pibarre.org","info@pibarre.giffordhealthcare.org","Project independence is an Adult Day Center whose participants include young adults with disabilities and elder adults with varying degrees of need who desire to maintain independence through social engagement. Skilled staff lead creative activities, provide individualized care and offer guidance and support in a home-like atmosphere.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-610","Revitalizing Waterbury","802-793-6029","https://revitalizingwaterbury.org/","info@revitalizingwaterbury.org","Revitalizing Waterbury's mission is to preserve, promote & enhance the economic, historic & social vitality of Waterbury, by creating a community that is inviting, safe, economically sound & livable. We provide expertise & contribute to long-term community planning, economic development, and marketing & promotion to benefit Waterbury.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-620","Rhythm of the Rein","802-426-3781","http://www.rhythmoftherein.org","rhythmoftherein@aol.com","Rhythm of the Rein Therapeutic Riding and Driving Program serves youth and adults with physical, social and emotional challenges with exceptional equine assisted activities and therapies, including therapeutic riding, adaptive carriage driving, and medical treatment with hippotherapy. The healing power of horses help humans find their potential.","Green Mountain United Way","Caledonia, Orange, Washington",,,"x",,,,,,"x",,,"x",,
"12-630","Rural Community Transportation, Inc (RCT)","802-748-8170","http://www.riderct.org/","hr@riderct.org","RCT is a public transportation provider serving Vermont’s Northeast Kingdom. We provide commuter and shuttle bus service as well as and non-emergency medical transportation for Medicaid and Elderly & Disabled grant-eligible residents. All donations go towards local match funding requirements for federal and state grants.","Green Mountain United Way","Caledonia, Essex, Orleans",,,"x",,"x",,,,,"x",,,,
"12-640","SafeArt, Inc.","802-685-3138","http://www.safeart.org/","safeartinc1@gmail.com","SafeArt, Inc is dedicated to preventing individual and societal trauma in youth and adults, through education and creative expression.","Green Mountain United Way","Orange, Washington, Windsor",,,,,,,,,"x",,,"x",,"x"
"12-650","Safeline, Inc.","802-685-7900","http://www.safelinevt.org","safelineinfo@safelinevt.org","Safeline provides free and confidential services in Orange and northern Windsor counties for victims of domestic violence, stalking and sexual abuse through direct service, education, advocacy, and social change.","Green Mountain United Way","Orange, Windsor",,,,,,,,,"x",,,,,"x"
"12-660","Salvation Farms, Inc.","802-888-4360","https://www.salvationfarms.org/","info@salvationfarms.org","Salvation Farms works with farmers, partners, and community members to move wholesome crops that have no market to those in need of nourishment. Salvation Farms is working toward a future where communities are increasingly fed by local farms.","Green Mountain United Way","Caledonia, Orleans",,,"x",,,,,,,"x",,,,
"12-670","STARBASE Vermont, Inc.","802-660-5201","https://starbasevt.org","dan@starbasevt.org","Serves at-risk Vermont youth with hands-on learning to inspire greater student interest, knowledge, and skills in science, technology, engineering, and math (STEM). Activities also improve problem solving, team-building, and healthy choices.","Green Mountain United Way","Orange, Washington, Windsor",,,,,,,,,"x",,,"x",,"x"
"12-680","Turning Point Center of Central Vermont","802-479-7373","http://www.tpccv.org","tpccvbarre@gmail.com","We help people find, maintain, and enhance their recovery from substance use disorders by providing peer-based recovery supports to individuals and families; by conducting educational programs that aid in building and enriching a healthy life; and by maintaining a safe haven for sober recreation and social activities.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-690","Turtle Island Children's Center, Inc.","802-229-4047","http://www.turtleislandvt.org/","director@turtleislandvt.org","Turtle Island is a year-round 4-STAR nature preschool and child care center for children aged six weeks to five years that implements emergent curriculum focused on a child’s natural curiosity in order to create meaningful learning experiences.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-700","Twin Pines Housing Trust, dba Twin Pines Housing","802-291-7000","https://www.twinpineshousing.org","info@tphtrust.org","Twin Pines Housing’s mission is to strengthen the Upper Valley by developing and improving affordable homes for individuals and families, and by supporting our tenants and owners. Founded in 1990, we currently house more than 1,000 people in 417 apartments and 48 shared-equity homeownership properties that are permanently affordable.","Green Mountain United Way","Windsor",,,,,,,,,,,,,,"x"
"12-710","Vermont Adult Learning","800-322-4004","http://www.vtadultlearning.org","halcohen@vtadultlearning.org","Vermont Adult Learning provides the estimated 42,000 adult Vermonters who didn’t complete high school, the opportunity to earn their diplomas. This paves the way to better opportunities for employment and for sustainable, long term improvement of overall quality and betterment of life for themselves, their families, and their communities.","Green Mountain United Way","Windsor",,,,,,,,,,,,,,"x"
"12-720","Vermont Bar Foundation","802-223-1400","https://vtbarfoundation.org/","dbailey@vtbarfoundation.org","The Vermont Bar Foundation supports essential legal services by awarding grants to law related programs that provide civil legal services to low-income Vermonters or educate the public about the courts and legal matters.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-730","Vermont Catholic Charities, Inc.","802-658-6111","http://www.vermontcatholic.org","charities@vermontcatholic.org","Vermont Catholic Charities is a state wide social service organization that provides support services to individuals, families and the elderly including emergency aid, counseling, and residential care homes.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington",,,"x",,"x",,,,"x","x",,"x",,
"12-740","Vermont Center for Independent Living","802-224-1812","https://www.vcil.org","mgrubb@vcil.org","A disability rights organization comprised of people with disabilities working with other Vermonters with disabilities to advocate for their civil rights, independence, and self-determination.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-750","Vermont Disaster Recovery Fund","802-985-2461","www.vdrf.org","mikevt@yahoo.com","VDRF provides grants to families to aid in recovery of their primary residence from community wide disaster damages after all other sources of help are exhausted.","Green Mountain United Way","Chittenden, Franklin, Grand Isle",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-770","Vermont Foodbank","802-476-3341","https://www.vtfoodbank.org/","jwilliams@vtfoodbank.org","Our mission is to gather and share quality food and nurture partnerships so that no one in Vermont will go hungry. We are Vermont's largest hunger-relief organization. In 2018 the we distributed more than 12.1 million pounds of food to more than 153,000 people, or nearly one in four persons in Vermont.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-780","Vermont Institute of Natural Science","802-359-5000","http://vinsweb.org","info@vinsweb.org","VINS is a nonprofit environmental education, research, and avian rehabilitation organization headquartered in Quechee, Vermont. VINS places a priority on bringing high-quality and engaging education programs to people at the Nature Center, in the community, and in schools throughout the region.","Green Mountain United Way","Windsor",,,,,,,,,,,,,,"x"
"12-790","Vermont Natural Resources Council","802-223-2328","http://vnrc.org","info@vnrc.org","Through research, education, and advocacy, VNRC protects and enhances Vermont’s natural environments, vibrant communities, working landscapes, rural character, and unique sense of place.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-800","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-810","Vermont Works for Women","802-655-8900","http://www.vtworksforwomen.org/","grants@vtworksforwomen.org","Vermont Works for Women's mission is to help women and girls recognize their potential and explore, pursue, and excel in work that leads to economic independence. Our programs include career education and exploration for girls, work-readiness training for women, and gender equity programs in schools and workplaces.","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-820","VSA Vermont","802-871-5002","http://www.vsavt.org","katie@inclusiveartsvermont.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","Green Mountain United Way","Caledonia, Essex, Orange, Orleans, Washington, Windsor",,,"x",,"x",,,,"x","x",,"x",,"x"
"12-830","VT Child Care Industry and Careers Council (VCCICC)","802-985-2700","https://www.vtchildcareindustry.org/","vccicc@comcast.net","VCCICC works to improve quality and sustain growth of the child care workforce. We enhance the knowledge and skills of early care and education providers by coordinating the Registered Child Care Apprenticeship Program","Green Mountain United Way","Caledonia, Orange, Orleans, Washington, Windsor",,,"x",,,,,,"x","x",,"x",,"x"
"12-840","Washington County Family Center, d/b/a Family Center of Washington County","802-262-3292","https://fcwcvt.org","familycenter@fcwcvt.org","The Family Center's mission is ""Building Resourceful Families and Healthy Children to create a Strong Community.”","Green Mountain United Way","Orange, Washington",,,,,,,,,"x",,,"x",,
"12-850","Washington County Youth Service Bureau/Boys & Girls Club","802-229-9151","https://www.wcysb.org","wcysb@wcysb.org","Washington County Youth Service Bureau/Boys & Girls Club: Youth & family counseling; substance abuse treatment; runaway and homeless youth services; support for teen parents; a teen center; a reentry program for young offenders; support for youth involved in foster care; 24-hour call line; and four statewide coalitions supporting youth work.","Green Mountain United Way","Washington",,,,,,,,,,,,"x",,
"12-860","Windsor County Mentors (aka Windsor County Partners)","802-674-5101","http://www.wcmentors.org/","directorwc@outlook.com","Windsor County Mentors (previously known as Windsor County Partners) provides youth mentoring services by creating and supporting mentoring partnerships between carefully screened, caring adults and local youth who are referred to WCM in need.","Green Mountain United Way","Windsor",,,,,,,,,,,,,,"x"
"13-200","United Way of Windham County","802-257-4011","https://www.unitedwaywindham.org/","info@unitedwaywindham.org","United Way of Windham County is working to advance the common good by focusing on education, income, and health - the building blocks for a good life. Everyone can win when kids succeed in school, families are financially stable, and people have good health. Together, united, we can inspire hope and create opportunities for a brighter future.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-210","AIDS Project of Southern Vermont","802-254-8263","aidsprojectsouthernvermont.org","apsv@sover.net","AIDS service organization providing direct services to individuals living with HIV/AIDS, prevention services to those at highest risk and education to promote understanding within our communities.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-220","Alzheimer's Association, Vermont Chapter (Alzheimer's Disease And Related Disorders Association, Inc.)","802-316-3839","https://alz.org/vermont","jmitchell@alz.org","The leading voluntary health organization in Alzheimer's care, support and research; 24/7 Helpine, care consultations, support groups and education programs are provided free of charge.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-230","Governor's Institutes of Vermont","802-865-4448","http://www.giv.org","info@giv.org","Changing hundreds of Vermont teenagers’ lives each year through low-cost, world-class academic and artistic enrichment residencies on college campuses. GIV serves students from every Vermont high school and every possible background with mentorship, social support, academic skill-building and career exposure.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-240","Green Mountain Camp for Girls","802-257-1751","www.greenmountaincamp.com","gmcforgirls@gmail.com","Since 1917, Green Mountain Camp has empowered girls to believe in themselves and their ability to make a difference in the world while nurturing friendships, creating memories and strengthening confidence. GMC provides a timeless setting to play and learn while building appreciation of each other and the land around them.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-250","Groundworks Collaborative, Inc.","802-490-2951","https://groundworksvt.org/","lbennett@groundworksvt.org","Groundworks Collaborative provides ongoing support to families and individuals facing a full continuum of housing and food insecurities in the greater Brattleboro area. We envision a community in which every person has their basic needs met, including a safe and dignified place to call home.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-260","Local  Motion Inc","802-861-2700 Ext 110","https://www.localmotion.org","giving@localmotion.org","Statewide advocacy organization making biking and walking a way of life across Vermont. Operates the Island Line Bike Ferry, Trailside Center bike rentals and Valet Bike Parking; Holds workshops/trainings to educate children/adults in bike safety; Works with communities and advocate for better bike/walk infrastructure; Influences state policy.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-270","MENTOR Vermont","802-658-1888","https://www.mentorvt.org","chad@mentorvt.org","MENTOR Vermont provides resources and support to youth mentoring programs in Vermont so they can meet the needs of young people in their communities. Our vision is that every young person in Vermont has the supportive mentoring relationships they need to grow and develop into thriving, productive, and engaged adults.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-280","Michael Zemanek Memorial Foundation, Inc. (MZMF)","802-272-4934","http://www.MZMF.ORG","mzmf2014@gmail.com","We provide financial support to widows/ers and half-orphaned children who are faced with situations, which poise a significant financial hardship for their immediate family of sworn Vermont Law enforcement officers who have died:","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-290","National Alliance on Mental Illness of Vermont","802-876-7949","http://www.namivt.org","info@namivt.org","NAMI Vermont (National Alliance on Mental Illness of Vermont) is a small grassroots organization dedicated to improving the lives of individuals and families affected by mental illness or mental health challenges. NAMI Vermont focuses on three cornerstones of activity: advocacy, education and support.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-300","New England Kurn Hattin Homes","802-721-6917","https://www.kurnhattin.org","isingh@kurnhattin.org","Kurn Hattin Homes for Children offers boys and girls, ages 5-15, who experience a difficult period in their families’ lives, a year-round, safe home and quality education in a nurturing environment.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-310","Our Place Drop-In Center","802-463-2217","https://wordpress.com/ourplacevt","ourplace@sover.net","Our Place provides help with food and other essential needs to low-income families and individuals. Our employees prepare breakfast and lunch Monday through Friday and serve about 950 meals each month. The food pantry offers a selection of free groceries to an average of 160 different households every month.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-320","Outright Vermont","802-865-9677","http://www.outrightvt.org","dana@outrightvt.org","Outright Vermont improves the lives of LGBTQ+ youth by providing comprehensive statewide initiatives that focus on: developing self and peer connections, strengthening families, and transforming schools, communities, and systems.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-330","STARBASE Vermont, Inc.","802-660-5201","https://starbasevt.org","dan@starbasevt.org","Serves at-risk Vermont youth with hands-on learning to inspire greater student interest, knowledge, and skills in science, technology, engineering, and math (STEM).  Activities also improve problem solving, team-building, and healthy choices.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-340","Vermont Adult Learning","800-322-4004","http://www.vtadultlearning.org","halcohen@vtadultlearning.org","Vermont Adult Learning provides the estimated 42,000 adult Vermonters who didn’t complete high school, the opportunity to earn their diplomas.  This paves the way to better opportunities for employment and sustainable, long term improvement of their overall quality of life for themselves, their families and the betterment of their community.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-350","Vermont Bar Foundation","802-223-1400","https://vtbarfoundation.org","dbailey@vtbarfoundation.org","The Vermont Bar Foundation supports essential legal services by awarding grants to law related programs that provide civil legal services to low-income Vermonters or educate the public about the courts and legal matters.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-360","Vermont Catholic Charities, Inc.","802-658-6111","http://www.vermontcatholic.org","charities@vermontcatholic.org","Vermont Catholic Charities is a state wide social service 
organization that provides support services to individuals, families and the elderly including emergency aid, counseling, residential care homes.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-370","Vermont Foodbank","802-476-3341","https://www.vtfoodbank.org","jwilliams@vtfoodbank.org","As Vermont's largest hunger relief organization, we help to feed 153,000+ Vermonters annually and provide food and nutrition programs in schools, hospitals, and seniors centers.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-380","Vermont Natural Resources Council","802-223-2328","http://vnrc.org","info@vnrc.org","Through research, education, and advocacy, VNRC protects and enhances Vermont’s natural environments, vibrant communities, working landscapes, rural character, and unique sense of place.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-390","Vermont Parks Forever","802-917-1719","https://www.vermontparksforever.org","info@vermontparksforever.org","Vermont Parks Forever, the foundation for Vermont State Parks, works to enhance and preserve the parks through the charitable support of generous individuals, foundations, and businesses. VPF provides innovative education opportunities in the parks, increases park access for underserved communities, and inspires stewardship of natural places.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-400","VSA Vermont","802-871-5002","http://www.vsavt.org","ashleigh@vsavt.org","Founded in 1986, VSA Vermont serves Vermonters both with and without disabilities, ages birth through seniors. Through arts-based programs in every region of Vermont, we work to make our state a more accessible and inclusive community. In 2018, we engaged 4,600 participants at 154 sites.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
"13-410","Winston Prouty","802-257-7852","www.winstonprouty.org","Lisa@winstonprouty.org","The Winston Prouty Center for Child and Family Development provides inclusive education and family support to promote the success of children and families. For 50 years, the Center has served the communities of Southern Vermont through our inclusive Early Learning Center and community-based services for families with young children.","United Way of Windham County","Windham",,,,,,,,,,,,,"x",
