"id","reporting_agency","report_number","date","street_address","town","number","number1","number2","number3","intersection","distance_from_intersection","distance_1","posted_speed","direction_of_collision","direction_from_intersection","easting","northing","mile_marker","mile_marker_1","mile_marker_2","aot_roadway","aot_route","aot_actual_mile","lrs_number","how_mapped","crash_type","location_1"
"1471","VT0040100","2012BU020312","2012-08-14T00:00:00.000","FAU-5038 Pearl St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N Willard St","75","Feet","25.00000000","1 - Rear End","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.70000000","S50380403","LRS","Property Damage Only","(44.48066911, -73.20526245)"
"1674","VT0110200","12RL02727","2012-03-31T00:00:00.000","FAU-3056 Strongs Avenue","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Washington Street","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","461380","122898","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRONGS AVE., RUTLAND CITY","0.61000000","S30561119","LRS","Property Damage Only","(43.60556736, -72.97881481)"
"1606","VT0040100","2012BU009156","2012-04-17T00:00:00.000","FAU-5038 Pearl St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","S Prospect St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.94000000","S50380403","LRS","Property Damage Only","(44.48075268, -73.20054293)"
"1209","VT0110200","12RL07685","2012-08-13T00:00:00.000","FAU-3018 Forest Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Union Street","NO DATA","NO DATA","30.00000000","7 - Other - Explain in Narrative","NO DATA","460901","122980","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","FOREST ST., RUTLAND CITY","0.85000000","S30181119","LRS","Injury","(43.60488956, -72.9841724)"
"1419","VT0040100","2012BU020773","2012-08-18T00:00:00.000","FAU-5038 (58 Pearl St)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N Champlain St","180","Feet","25.00000000","12 - Left Turn and Thru, Same Direction Sideswipe/Angle Crash vv--","East","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.13000000","S50380403","LRS","Property Damage Only","(44.48032706, -73.21646724)"
"1211","VTVSP0300","12C102496","2012-05-18T00:00:00.000","FAU 3016 (Field Ave)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Church St","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","461239","125237","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","FIELD AVE., RUTLAND CITY","0.28000000","S30161119","LRS","Property Damage Only","(43.62628498, -72.98044527)"
"621","VTVSP1300","12B301149","2012-06-01T00:00:00.000","I 91 N","Thetford","NO DATA","NO DATA","NO DATA","91","MM 85","50","Feet","65.00000000","6 - Single Vehicle Crash","South","523295","146882","910","911","8500","State System (State Highways and Class I TH links)","I-91","84.99000000","I091-0000","LRS","Property Damage Only","(43.82279646, -72.21003328)"
"1818","VT0040300","12SB013471","2012-10-08T00:00:00.000","1250 Spear Street","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Swift Street","20","Feet","35.00000000","3 - Same Direction Sideswipe","North","445173","216145","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","SPEAR ST., SOUTH BURLINGTON","1.90000000","S52220414","LRS","Injury","(44.4435201, -73.18876844)"
"129","VTVSP0100","12A100054","2012-01-05T00:00:00.000","I-89 NB MM 97","Colchester","NO DATA","NO DATA","NO DATA","89","Exit 17","1","Miles","65.00000000","3 - Same Direction Sideswipe","North","446443","232516","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","97.00000000","I089-0000","LRS","Property Damage Only","(44.57810866, -73.17648969)"
"260","VT0110200","12RL07945","2012-08-08T00:00:00.000","BRUS 4 (117 State Street)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","117 State Street","NO DATA","NO DATA","30.00000000","3 - Same Direction Sideswipe","NO DATA","460963","123320","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","1.24000000","B004-1119","LRS","Property Damage Only","(43.60902701, -72.9843667)"
"2130","VT0040500","12CC07075","2012-10-14T00:00:00.000","FAU-5600 Blakely Road","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Edgewood Drive","NO DATA","NO DATA","35.00000000","6 - Single Vehicle Crash","NO DATA","444958","225751","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","VT. 127 TH, COLCHESTER","4.81000000","S56000405","LRS","Property Damage Only","(44.52988598, -73.1923266)"
"604","VTVSP0200","12B102606","2012-08-11T00:00:00.000","I91 NB","Barnet","NO DATA","NO DATA","NO DATA","91","Miel Marker 119885","100","Feet","65.00000000","6 - Single Vehicle Crash","South","534295","197590","910","301","11885","State System (State Highways and Class I TH links)","I-91","118.83000000","I091-0000","LRS","Injury","(44.2774789, -72.0706596)"
"427","VTVSP0200","12B100495","2012-02-18T00:00:00.000","Interstate 91 Southbound","Barnet","NO DATA","NO DATA","NO DATA","91","Mile Marker","150","Feet","65.00000000","3 - Same Direction Sideswipe","South","536706","202831","910","301","123","State System (State Highways and Class I TH links)","I-91","123.00000000","I091-0000S","LRS","Property Damage Only","(44.324614, -72.03972928)"
"1152","VT0020100","12BN02957","2012-05-09T00:00:00.000","FAU-1012 County Street","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","Park Street","NO DATA","NO DATA","30.00000000","1 - Rear End","NO DATA","443419","42913","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COUNTY RD., BENNINGTON","0.47000000","S10120202","LRS","Property Damage Only","(42.88430404, -73.19314181)"
"552","VTVSP1000","12D203316","2012-12-01T00:00:00.000","I-91NB Off Ramp B","Brattleboro","NO DATA","NO DATA","NO DATA","91","Exit 2 NB Offramp","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","493460","39442","910","1302","900","Ramp or Spur","I-91","0.01000000","I091-0000NR002B","LRS","Property Damage Only","(42.854526, -72.58026613)"
"58","VTVSP1200","12A304378","2012-10-06T00:00:00.000","i-89 SB Mm49.95","Berlin","NO DATA","NO DATA","NO DATA","89","Mm49.95","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","493335","190240","89","1203","4995","State System (State Highways and Class I TH links)","I-89","49.95000000","I089-0000S","LRS","Property Damage Only","(44.21082561, -72.58253517)"
"893","VTVSP0600","12C202275","2012-07-29T00:00:00.000","FAS-199 (231 Monkton Ridge Road)","Monkton","1","NO DATA","NO DATA","NO DATA","State Prison Hollow Road TH#4","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","450162","195075","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0199","5.20000000","S01990112","LRS","Property Damage Only","(44.25455125, -73.12405717)"
"1310","VT0040100","2012BU003216","2012-02-06T00:00:00.000","FAU 5026 (North Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Birch Ct","NO DATA","NO DATA","99.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","NORTH AVE., BURLINGTON","2.97000000","S50260403","LRS","Injury","(44.51436504, -73.25488899)"
"155","VTVSP0100","12A104388","2012-11-07T00:00:00.000","I-89 NB MM 74.4","Richmond","NO DATA","NO DATA","NO DATA","89","U- Turn","100","Feet","65.00000000","6 - Single Vehicle Crash","South","464190","210026","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","74.40000000","I089-0000","LRS","Property Damage Only","(44.39004869, -72.95053165)"
"843","VT0140200","12SF05214","2012-12-17T00:00:00.000","FAS-136 Skitchewaug Trail","Springfield","NO DATA","143","NO DATA","NO DATA","Eureka Road","NO DATA","NO DATA","35.00000000","6 - Single Vehicle Crash","East","504516","88519","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0136 (VT-143 TH)","2.45000000","S01361418","LRS","Property Damage Only","(43.29686372, -72.44428372)"
"2159","VT0040500","12CC06730","2012-09-30T00:00:00.000","FAU-5600 (318 West Lakeshore Drive)","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Shore Acres Drive","0","Miles","25.00000000","1 - Rear End","East","442685","227721","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","VT. 127 TH, COLCHESTER","2.87000000","S56000405","LRS","Property Damage Only","(44.5474452, -73.22137752)"
"27","VTVSP0100","12A101709","2012-05-15T00:00:00.000","I 189 W","South Burlington","NO DATA","NO DATA","NO DATA","189","Us Route 7","NO DATA","NO DATA","50.00000000","1 - Rear End","NO DATA","445232","217089","NO DATA","NO DATA","NO DATA","Ramp or Spur","I-89","0.21000000","I089-0000SR013B","LRS","Property Damage Only","(44.45205249, -73.18619503)"
"960","VT0080000","12LC01538","2012-06-07T00:00:00.000","FAS-239 (229 Main Street)","Hyde Park","NO DATA","NO DATA","NO DATA","NO DATA","Depot Street","100","Feet","25.00000000","3 - Same Direction Sideswipe","West","490822","232529","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0239","0.33000000","S02390805","LRS","Property Damage Only","(44.59285899, -72.61561017)"
"1778","VT0040200","12ES01568","2012-03-23T00:00:00.000","FAU-5303 SUSIE WILSON RD","Essex","NO DATA","NO DATA","NO DATA","NO DATA","RT 15","NO DATA","NO DATA","35.00000000","1 - Rear End","East","435490","201239","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","SUSIE WILSON RD.,ESSEX JUNCTION VILLAGE","0.00000000","S53030406","LRS","Property Damage Only","(44.50381668, -73.13828718)"
"820","VTVSP0300","12C101151","2012-03-04T00:00:00.000","FAS-159 Killington Rd","Killington","2","NO DATA","NO DATA","NO DATA","E Mountain Rd #TH 15","NO DATA","NO DATA","35.00000000","1 - Rear End","NO DATA","475959","125565","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0159","2.78000000","S01591121","LRS","Property Damage Only","(43.66588791, -72.80187073)"
"124","VTVSP0700","12A200388","2012-01-28T00:00:00.000","I-89 NB MM 105.1","Georgia","NO DATA","NO DATA","NO DATA","89","Mile Marker 105.1","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","450289","243158","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","105.10000000","I089-0000","LRS","Injury","(44.68570282, -73.12750396)"
"1198","VT0110200","12RL11249","2012-11-02T00:00:00.000","FAU-3034 ( 60 Library Avenue)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Chestnut Avenue","NO DATA","NO DATA","30.00000000","7 - Other - Explain in Narrative","NO DATA","461252","123728","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","LIBRARY AVE., RUTLAND CITY","0.09000000","S30341119","LRS","Property Damage Only","(43.61271943, -72.97988234)"
"675","VTVSP1000","12D200875","2012-03-25T00:00:00.000","I-91 NB","Putney","NO DATA","NO DATA","NO DATA","91","Exit #4","3","Miles","65.00000000","6 - Single Vehicle Crash","North","501715","54270","910","1313","2120","State System (State Highways and Class I TH links)","I-91","21.20000000","I091-0000","LRS","Property Damage Only","(42.98909775, -72.47873699)"
"1261","VT0130200","12BB00604","2012-01-24T00:00:00.000","FAU 2012 (Fairground Rd)","Brattleboro","NO DATA","NO DATA","NO DATA","NO DATA","Atwood Street","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","004-94-652","000-37-628","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","FAIRGROUND ROAD, BRATTLEBORO","0.14000000","S20181302","LRS","Property Damage Only","(42.83806654, -72.56261119)"
"1541","VT0040100","2012BU013356","2012-06-03T00:00:00.000","FAU-5014 (276 Colchester Avenue)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N/A","NO DATA","NO DATA","25.00000000","7 - Other - Explain in Narrative","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","0.60000000","S50140403","LRS","Property Damage Only","(44.48336548, -73.19000816)"
"305","VT0040100","2012BU007768","2012-04-01T00:00:00.000","Alt. US-7 N Winooski Ave/Pearl St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","N Winooski Ave","NO DATA","NO DATA","25.00000000","4 - Opp Direction Sideswipe","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","BURLINGTON (ALTERNATE US-7)","1.32000000","A007-0403","LRS","Property Damage Only","(44.48049097, -73.21121767)"
"1421","VT0040100","2012BU027580","2012-10-25T00:00:00.000","FAU-5022 Main Street","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","South Union Street","NO DATA","NO DATA","25.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MAIN ST., BURLINGTON","0.53000000","S50220403","LRS","Property Damage Only","(44.4760624, -73.20895996)"
"1068","VTVSP0700","12A200140","2012-01-11T00:00:00.000","FAS-281 Fairfield Road","Fletcher","2","NO DATA","NO DATA","NO DATA","Ellsworth Road","NO DATA","NO DATA","50.00000000","6 - Single Vehicle Crash","NO DATA","463919","246509","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0281","3.54000000","S02810606","LRS","Injury","(44.71816009, -72.95537694)"
"2006","VT0040400","12WS004531","2012-09-17T00:00:00.000","FAU-5107 W Allen St","Winooski City","NO DATA","NO DATA","NO DATA","NO DATA","Main Sst","150","Feet","25.00000000","8 - No Turns, Thru moves only, Broadside ^<","West","004-45-385","002-21-470","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","W. ALLEN ST., WINOOSKI CITY","0.12000000","S51070418","LRS","Property Damage Only","(44.49138916, -73.18666869)"
"2088","VT0040500","12CC08529","2012-12-18T00:00:00.000","FAU-5612 Severance Road","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","Oak Terrace","NO DATA","NO DATA","35.00000000","1 - Rear End","South","448650","224064","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","KELLOGG ROAD, COLCHESTER","0.32000000","S56120405","LRS","Injury","(44.5149683, -73.14577392)"
"112","VTVSP0700","12A200809","2012-02-25T00:00:00.000","I-89 Exit 21 Off-ramp","Swanton","NO DATA","NO DATA","NO DATA","89","NB Off-ramp","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","452115","269113","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-89","123.25000000","I089-0000","LRS","Property Damage Only","(44.92068764, -73.10658563)"
"2059","VT0040700","12SH00848","2012-04-15T00:00:00.000","FAU 5714 (261 HARBOR ROAD)","Shelburne","NO DATA","NO DATA","NO DATA","NO DATA","McCABE CIRCLE","50","Feet","35.00000000","7 - Other - Explain in Narrative","East","441550","209343","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","HARBOR ROAD, SHELBURNE","0.27000000","S57140413","LRS","Property Damage Only","(44.38174005, -73.23258549)"
"718","VTVSP0900","12C300205","2012-01-21T00:00:00.000","FAS-122 (4563 Vt Rt 315)","Rupert","NO DATA","315","NO DATA","NO DATA","Derby Hill Rd","200","Feet","50.00000000","6 - Single Vehicle Crash","West","447322","87194","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0122 (VT-315 TH)","4.56000000","S01220210","LRS","Injury","(43.28205461, -73.14555716)"
"2057","VT0040700","12SH02411","2012-09-27T00:00:00.000","FAU-5716 Irish Hill Road","Shelburne","NO DATA","NO DATA","NO DATA","NO DATA","Wildwood Drive","100","Feet","35.00000000","6 - Single Vehicle Crash","West","443357","208286","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","IRISH HILL ROAD, SHELBURNE","0.13000000","S57160413","LRS","Property Damage Only","(44.37269824, -73.20912608)"
"506","VTVSP1000","12D200862","2012-03-23T00:00:00.000","Interstate 91 South","Dummerston","NO DATA","NO DATA","NO DATA","91","Mile Marker 16.2","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","South","497254","50577","910","1305","162","State System (State Highways and Class I TH links)","I-91","16.20000000","I091-0000S","LRS","Property Damage Only","(42.94304455, -72.52912414)"
"1742","VT0110200","12RL12465","2012-12-09T00:00:00.000","FAU-3042 Merchants Row","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Center Street","150","Feet","30.00000000","1 - Rear End","South","461380","122898","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MERCHANTS ROW, RUTLAND CITY","0.00000000","S30421119","LRS","Injury","(43.6064523, -72.9799457)"
"1558","VT0040100","2012BU005986","2012-03-13T00:00:00.000","FAU 5014 (50 Colchester Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","50 Colchester Ave","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","0.13000000","S50140403","LRS","Property Damage Only","(44.48065571, -73.19806148)"
"381","VTVSP1100","12D300371","2012-01-23T00:00:00.000","I-91/I89 Nb Exit 10 Ramp H","Hartford","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","55.00000000","6 - Single Vehicle Crash","NO DATA","512750","126927","NO DATA","NO DATA","NO DATA","Ramp or Spur","I-91","0.25000000","I091-0000SR010H","LRS","Injury","(43.64248973, -72.34219772)"
"1412","VT0040100","2012BU08802","2012-04-13T00:00:00.000","FAU-5022Main St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","S Willard St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","MAIN ST., BURLINGTON","0.71000000","S50220403","LRS","Property Damage Only","(44.47620136, -73.20566317)"
"1795","VT0040300","12SB0010282","2012-08-09T00:00:00.000","FAU-5224 Swift St","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Spear St","NO DATA","NO DATA","35.00000000","1 - Rear End","NO DATA","445015","216097","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","SWIFT ST., SOUTH BURLINGTON","1.03000000","S52240414","LRS","Property Damage Only","(44.44327289, -73.18891251)"
"753","VT0130500","12DV00226","2012-02-24T00:00:00.000","FAS 106 (Dover Hill Road)","Dover","NO DATA","NO DATA","NO DATA","NO DATA","Captain Copeland Road","100","Feet","50.00000000","6 - Single Vehicle Crash","West","004-75-050E","000-48-714N","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0106","1.81000000","S01061304","LRS","Property Damage Only","(42.93809484, -72.80547818)"
"1141","VT0020100","12BN05151","2012-07-28T00:00:00.000","FAU-1020 (375 Dewey Street)","Bennington","NO DATA","NO DATA","NO DATA","NO DATA","Pine Road","100","Feet","30.00000000","6 - Single Vehicle Crash","South","442442","41495","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DEWEY ST., BENNINGTON","0.43000000","S10200202","LRS","Property Damage Only","(42.87158538, -73.20481488)"
"194","VTVSP1200","12A304330","2012-10-03T00:00:00.000","I-89 Mm41/50 NB","Williamstown","NO DATA","NO DATA","NO DATA","89","Mm47/50","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","493966","186245","890","1203","4750","State System (State Highways and Class I TH links)","I-89","41.50000000","I089-0000","LRS","Property Damage Only","(44.09468735, -72.61147319)"
"332","VT0040100","2012BU031075","2012-12-08T00:00:00.000","Alt. US-7 S Winooski Avenue","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Main Street","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","BURLINGTON (ALTERNATE US-7)","1.00000000","A007-0403","LRS","Property Damage Only","(44.47604696, -73.21100019)"
"1367","VT0040100","2012BU021997","2012-08-30T00:00:00.000","FAU-5026 North Ave","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Leddy Rd","NO DATA","NO DATA","30.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","NORTH AVE., BURLINGTON","2.10000000","S50260403","LRS","Property Damage Only","(44.50579327, -73.24330438)"
"1505","VT0040100","2012BU001733","2012-01-20T00:00:00.000","FAU 5016┬á (East Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Carrigan Dr","NO DATA","NO DATA","30.00000000","10 - Left Turn and Thru, Angle Broadside -->v--","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","EAST AVE., BURLINGTON","0.17000000","S50160403","LRS","Property Damage Only","(44.47499909, -73.1907783)"
"1856","VT0040300","12SB01568","2012-02-28T00:00:00.000","FAU 5208 (1 Dorset Street)","South Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Williston Road","1","Feet","35.00000000","3 - Same Direction Sideswipe","North","445794","218989","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","DORSET ST., SOUTH BURLINGTON","4.11000000","S52080414","LRS","Property Damage Only","(44.46915943, -73.18119556)"
"1254","VT0130200","12BB04107","2012-06-04T00:00:00.000","FAU-2024 (179 Green St)","Brattleboro","NO DATA","NO DATA","NO DATA","NO DATA","Green St School","300","Feet","25.00000000","NO DATA","NO DATA","004-94-575","000-39-131","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","GREEN ST., BRATTLEBORO","0.07000000","S20241302","LRS","Property Damage Only","(42.8522405, -72.5653077)"
"387","VTVSP0800","12B202024","2012-07-02T00:00:00.000","I 91 South","Derby","NO DATA","NO DATA","NO DATA","91","MM 171.0","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","South","526627","271032","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","I-91","171.00000000","I091-0000S","LRS","Property Damage Only","(44.93567546, -72.16652022)"
"1717","VT0110200","12RL03214","2012-04-14T00:00:00.000","FAU 3054 (199 Stratton Road)","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Gilrain Avenue","10","Feet","30.00000000","1 - Rear End","NO DATA","463199","122655","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","STRATTON RD., RUTLAND CITY","0.81000000","S30541119","LRS","Injury","(43.60306308, -72.95587567)"
"879","VT0120500","12BT01867","2012-07-11T00:00:00.000","FAS-205 Graniteville Rd","Barre Town","NO DATA","NO DATA","NO DATA","NO DATA","Crest St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","005-00-720E","001-83-420N","NO DATA","NO DATA","NO DATA","Federal Aid Secondary System (Class 2 TH)","FAS 0205","1.26000000","S02051202","LRS","Injury","(44.15105292, -72.49066849)"
"358","VT0040100","2012BU009298","2012-04-19T00:00:00.000","Alt. US-7 St Paul St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Howard St","20","NO DATA","25.00000000","7 - Other - Explain in Narrative","South","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","BURLINGTON (ALTERNATE US-7)","0.34000000","A007-0403","LRS","Property Damage Only","(44.46735215, -73.20971934)"
"1618","VT0040100","2012BU026870","2012-10-18T00:00:00.000","FAU-5008 Battery St","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","King St","NO DATA","NO DATA","25.00000000","1 - Rear End","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","BATTERY ST., BURLINGTON","0.15000000","S50080403","LRS","Property Damage Only","(44.47444499, -73.21858828)"
"255","VT0110200","12RL08825","2012-08-30T00:00:00.000","BRUS-4 State Street","Rutland City","NO DATA","NO DATA","NO DATA","NO DATA","Pine Street","80","Feet","30.00000000","1 - Rear End","West","460963","123320","NO DATA","NO DATA","NO DATA","State System (State Highways and Class I TH links)","WEST RUTLAND-RUTLAND (BR US-4)","1.30000000","B004-1119","LRS","Injury","(43.60913213, -72.98313106)"
"1376","VT0040100","2012BU003717","2012-02-13T00:00:00.000","FAU 5038 (Pearl Street)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","So Union St","NO DATA","NO DATA","25.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PEARL ST., BURLINGTON","0.48000000","S50380403","LRS","Property Damage Only","(44.48054855, -73.20958782)"
"465","VTVSP1100","12D3011131","2012-03-19T00:00:00.000","I91 SB MM 71 .4","Hartford","NO DATA","NO DATA","NO DATA","91","EXIT 12","1","Miles","55.00000000","6 - Single Vehicle Crash","South","514352","129095","910","1408","7140","State System (State Highways and Class I TH links)","I-91","71.40000000","I091-0000S","LRS","Injury","(43.6591037, -72.3247097)"
"582","VTVSP0200","12B100219","2012-01-21T00:00:00.000","I91N","Lyndon","NO DATA","NO DATA","NO DATA","91","X23","NO DATA","NO DATA","65.00000000","6 - Single Vehicle Crash","NO DATA","539198","223996","910","307","1375","State System (State Highways and Class I TH links)","I-91","136.88000000","I091-0000","LRS","Property Damage Only","(44.51376003, -72.00823169)"
"1538","VT0040100","2012BU004444","2012-02-22T00:00:00.000","FAU 5014┬á (Colchester Ave)","Burlington","NO DATA","NO DATA","NO DATA","NO DATA","Nash Place","NO DATA","NO DATA","25.00000000","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","COLCHESTER AVE., BURLINGTON","0.63000000","S50140403","LRS","Property Damage Only","(44.48358061, -73.18951431)"
"2111","VT0040500","12CC05432","2012-08-11T00:00:00.000","FAU-5605 (135 Porters Point Road)","Colchester","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","NO DATA","35.00000000","8 - No Turns, Thru moves only, Broadside ^<","NO DATA","440528","226528","NO DATA","NO DATA","NO DATA","Federal Aid Urban System (Class 2 TH's and 3 TH's","PORTER POINT RD., COLCHESTER","0.14000000","S56050405","LRS","Property Damage Only","(44.53773946, -73.25009634)"
