"propletter","proptitle","month","day","year","date","description","pass_fail","vote_counts_yes","vote_counts_no","percent_vote_yes","percent_vote_no","percent_required_to_pass","kind","howplaced","voter_information_pamphlet"
"2","Emergency Measures and Referendum Powers","May","2","1935","1935-05-02T00:00:00.000","The people by initiative or referendum may restrict any matter that may be passed as emergency measures. The registered voters shall have the power to propose by petition and to adopt or reject at the polls, any ordinance, act or other measure which is within the power conferred upon the Board of Supervisors to enact.","P","78147","42372","0.65","0.35","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"3","Symphony Orchestra","May","2","1935","1935-05-02T00:00:00.000","The annual levy of taxes shall include a 1/2 (one half) cent of each $100 of assessed valuation to be used for the Art Commission for the purpose of maintaining a symphony orchestra.","P","84449","46969","0.64","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"4","Official Advertising","May","2","1935","1935-05-02T00:00:00.000","Each proposed ordinance which is introduced which is introduced in the full Board and referred to committee shall be published within three days. All ordinances shall be published upon passage for second reading. The term ""published"" shall mean publication in the official newspaper. The official newspaper is defined to be a daily paper of general circulation published continuously for three years in the City.","F","55242","60099","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"5","Police Pensions","May","2","1935","1935-05-02T00:00:00.000","Persons who are members of the Police Department on the 8th day of January, 1932, shall become members of the Retirement System on that date subject to certain provisions.","P","88245","40422","0.69","0.32","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"6","Preference for Local Labor and Industry","May","2","1935","1935-05-02T00:00:00.000","Relating to contractors' working conditions under contracts for public work or improvement and providing for the allowance of a preference not to exceed 10% (ten percent) in favor of articles manufactured or assembled in the City.","P","75900","46491","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"7","Power of Hearing, Inquiry or Subpoena","May","2","1935","1935-05-02T00:00:00.000","The Mayor, the Board of Supervisors, the Chief Administrative Officer, the Controller, or any board or commission appointed by the Mayor may hold hearings, subpoena witnesses and compel testimony concerning inquires into matters affecting department costs, operation and expenditures.","F","51492","73622","0.41","0.59","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"8","Regulation of Street Railway Cars","May","2","1935","1935-05-02T00:00:00.000","Every street railway car while carrying passengers in the City shall be in the charge of a motorman and a conductor. Each said employee shall be not less than 21 years of age. Any person, firm or corporation violating any provision of this ordinance shall be deemed guilty of a misdemeanor.","P","199576","33263","0.85","0.15","50%+1","Ordinance","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"9","Bay Bridges Exposition on the Mainland, 1938","May","2","1935","1935-05-02T00:00:00.000","Shall an exposition to celebrate the completion of the Bay Bridges (Golden Gate Bridge and San Francisco - Oakland Bay Bridge) be held on the mainland of the City within the range of a five cent car fare?","F","54598","69617","0.44","0.56","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"10","Bay Bridges Exposition on Yerba Buena Shoals, 1938","May","2","1935","1935-05-02T00:00:00.000","Shall an exposition to celebrate the completion of the Bay Bridges (Golden Gate Bridge and San Francisco - Oakland Bay Bridge) be held on Yerba Buena Shoals?","P","79549","47616","0.63","0.38","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"11","Bay Bridges Exposition on the Mainland Bonds, 1938","May","2","1935","1935-05-02T00:00:00.000","Will you favor a bond issue if needed to finance an exposition on the mainland?","F","36676","88346","0.29","0.71","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/May2_1935.pdf"
"49","An ordinance imposing a license upon the business of selling liquor, etc.","November","3","1914","1914-11-03T00:00:00.000","An ordinance imposing a license upon the business of selling liquor, etc.","F","35115","67995","0.34","0.66","50%+1","Ordinance","Supervisors",
"50","An ordinance declaring the policy and intension of the City and County to remove certain cemeteries, etc.","November","3","1914","1914-11-03T00:00:00.000","An ordinance declaring the policy and intension of the City and County to remove certain cemeteries, etc.","F","43405","70045","0.38","61.80","50%+1","Ordinance","Supervisors",
"1","Park Department Employees, Civil Service","November","5","1935","1935-11-05T00:00:00.000","The Superintendent of Parks shall appoint all other employees of the department subject to the Civil Service provisions of the Charter.","F","64885","75957","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"2","Health Department Employees, Civil Service","November","5","1935","1935-11-05T00:00:00.000","Employees of the Health Department, with some exceptions, shall be subject to the Civil Service provisions of the Charter.","F","65252","75357","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"3","Palace of the Legion of Honor Employees, Civil Service","November","5","1935","1935-11-05T00:00:00.000","The Palace of the Legion of Honor Board of Trustees shall appoint such employees and assistants as necessary. With some exceptions, these employees shall be subject to the Civil Service provisions of the Charter.","F","63108","76378","0.45","0.55","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"4","Airport Employees, Civil Service","November","5","1935","1935-11-05T00:00:00.000","The Public Utilities Commission shall have jurisdiction over the airport. All employees of the airport shall be subject to the Civil Service provisions of the Charter.","F","63650","75445","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"5","Police Department Investigations","November","5","1935","1935-11-05T00:00:00.000","The Board of Police Commissioners shall have the power to initiate and conduct investigations of all matters affecting or relating to the affairs of the Police Department or the discipline of the members thereof.","F","66120","67526","0.49","0.51","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"6","Civil Service Examinations","November","5","1935","1935-11-05T00:00:00.000","The procedure for applicants for places in the classified service may also include credits for physical fitness, experience, education, service seniority and merit, which in the judgment of the Civil Service Commission will test the qualifications of the candidate for the position he seeks.","F","64513","72450","0.47","0.53","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1935.pdf"
"1","Method of Selecting Superior Court Judges","November","3","1936","1936-11-03T00:00:00.000","To allow the electors of the City to approve the selection of Superior Court Judges for additional terms of office.","F","58263","109975","0.35","0.65","50%+1","Initiative","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1936.pdf"
"1","Revenue Bonds, Electrical System, $50,000,000","March","9","1937","1937-03-09T00:00:00.000","To amend the Charter relating to a system for the generation and distribution of hydroelectric power and to incur a bonded indebtedness not to exceed $50,000,000 to finance the cost of said system.","F","65762","78101","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"2","Cash Reserve Fund and Temporary Loans, Tax Anticipation Notes","March","9","1937","1937-03-09T00:00:00.000","To empower the Board of Supervisors to use the annual tax levy to build up the cash reserve fund to be used exclusively for legally budgeted expenditures incurred in a fiscal year after the close of said fiscal year; for the payment of authorized expenses that become due and payable before receipt of tax payments; to make temporary loans of unencumbered balances of other funds as necessary.","P","76675","51157","0.60","0.40","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"3","Health Service System","March","9","1937","1937-03-09T00:00:00.000","To establish a Health Service System for municipal employees; to determine membership of the Health Service System;  to administer the system by member elected board of nine (9) members to be known as the Health Service Board.","P","76749","56616","0.58","0.43","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"4","Public Welfare Department, Establish","March","9","1937","1937-03-09T00:00:00.000","To establish a Public Welfare Department; To establish a Welfare Commission consisting of five (5) members appointed by the Mayor; to make all positions except for the Commission members and the Director of the Public Welfare Department subject to Civil Service.","P","82767","46020","0.64","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"5","Positions, Civil Service","March","9","1937","1937-03-09T00:00:00.000","All positions in all departments and offices of the City and County, including all positions created by state law, where the compensation is paid by the City and County, shall be included in the classified Civil Service and shall be filled from eligible lists prepared by the Civil Service Commission, with certain exceptions.","P","86937","44195","0.69","0.32","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"6","Control of Harbor","March","9","1937","1937-03-09T00:00:00.000","To empower the Board of Supervisors to transfer control of the Harbor from the State of California to the City and County of San Francisco.","P","88666","39206","0.69","0.31","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"7","Police Pensions","March","9","1937","1937-03-09T00:00:00.000","To allow members of the Police Department to become members of the Retirement System on the effective date of the passage of this amendment and under the terms of this amendment.","F","66479","74726","0.47","0.53","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"8","Positions in the Treasurer's Office","March","9","1937","1937-03-09T00:00:00.000","To allow any person who has performed the duties of general clerk stenographer in the Office of the Treasurer for five (5) continuous years is considered confirmed in said position and shall be entitled to Civil Service benefits and privileges.","P","78118","51140","0.60","0.40","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"9","Contractor's Working Conditions","March","9","1937","1937-03-09T00:00:00.000","For workers under contracts to be performed at the expense of the City, the following working conditions apply: Eight (8) hours shall constitute the maximum hours in a calendar day; any person shall be paid not less than the highest prevailing wage for similar work; all persons performing contract work shall be citizens of the United States; all workers shall have been residents of the City for a period of one (1) year prior to their work on the contract, with certain rights of waiver.","F","49013","76404","0.39","0.61","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"10","Permits and Inspections","March","9","1937","1937-03-09T00:00:00.000","To authorize the Board of Supervisors to regulate by ordinance, the issuance and revocation of licenses and permits relating to public streets and places, and for the operation of businesses which affect the health, fire fighting, crime, policing, welfare or zoning conditions; to fix the fees to be charged.","P","79500","47148","0.63","0.37","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"11","Disposition of Utility Funds","March","9","1937","1937-03-09T00:00:00.000","Relating to the operating expenses and reserves and  the depreciation of utility funds, and the creation of a reconstruction and replacement fund within the utility fund.","P","70951","52115","0.58","0.42","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"12","Re-Organization of the Police Department and Police Commission","March","9","1937","1937-03-09T00:00:00.000","Describes the makeup of the Police Department and the Police Commission; describes positions under Civil Service and non-Civil Service appointment; sets the number of police force based on the number of inhabitants; describes other elements.","P","74950","54568","0.58","0.42","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"13","Power of Hearing, Inquiry and Subpoena","March","9","1937","1937-03-09T00:00:00.000","The Mayor, the Board of Supervisors, the Chief Administrative Officer, the Controller, or any board or commission is empowered to inquire into department matters and may hold hearings and subpoena witnesses relating to department matters. Any person refusing to obey such subpoenas or other requirements shall be deemed in contempt and subject to penalties provided by law.","F","42102","79841","0.35","0.66","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"14","Limitation on Special Assessments","March","9","1937","1937-03-09T00:00:00.000","To limit a special assessment to not exceed 50% (percent) of assessed value, except when it is authorized to be paid in installments over a period not to exceed ten (10) years; no such installment shall exceed 25% (percent) and not more than two installments shall be payable in any one year.","F","41580","80938","0.34","0.66","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"15","Zoning and Setback Lines","March","9","1937","1937-03-09T00:00:00.000","To empower the Board of Supervisors by ordinance, to establish procedures relating to zoning and setback lines; to authorize the City Planning Commission to hold hearings relating to same; to authorize the Board of Supervisors by no less than a two-thirds vote to approve or disapprove any action by the City Planning Commission relating to zoning or setback line changes.","F","34854","85391","0.29","0.71","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"16","Number, Compensation, Meetings of Board of Supervisors","March","9","1937","1937-03-09T00:00:00.000","There shall be eleven (11) members of the Board of Supervisors elected at large; the salary shall be set at $4000 per year; regular meetings shall be held as fixed by resolution; Board President shall be elected by the members every second year for a two-year term.","F","42406","92129","0.32","0.69","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"17","Franchises","March","9","1937","1937-03-09T00:00:00.000","To empower the Board of Supervisors to grant franchises, permits or other privileges for the purposes of transportation, communication, terminal facilities, refrigeration, operation of buses, letter conveyances and transmission of signals or alarms.","F","44978","76209","0.37","0.63","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"18","Appropriations to Meet Utility Deficits","March","9","1937","1937-03-09T00:00:00.000","To empower the Board of Supervisors by a two-thirds vote to approve a budget estimate for any utility which will exceed the estimated revenue of said utility and to appropriate the funds necessary to provide for the deficit, not to exceed $500,000.","F","56923","66099","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"19","Repeal of Anti-Picketing Ordinance","March","9","1937","1937-03-09T00:00:00.000","Shall the initiative ordinance on the prohibiting of picketing adopted by the voters on November 7, 1916 be repealed?","P","78098","68765","0.53","0.47","50%+1","Ordinance","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"20","Prohibiting Billboards, Bay Bridge Approach","March","9","1937","1937-03-09T00:00:00.000","Shall the erection and maintenance of any sign, billboard or advertising device whether movable or unmovable, temporary or permanent intended for use as an advertisement sign be prohibited within a certain distance of any part of the structure of the Bay Bridge and or any ramp or approaches or exits and for penalties for the violation of same?","F","65407","76646","0.46","0.54","50%+1","Ordinance","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/March9_1937.pdf"
"1","Rapid Transit Bonds, $49,250,000","November","2","1937","1937-11-02T00:00:00.000","To incur a bonded indebtedness of $49,250,000 for constructing subways and acquiring a Rapid Transit System.","F","68834","95246","0.42","0.58","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"2","Airport Bonds, $2,850,000","November","2","1937","1937-11-02T00:00:00.000","To incur a bonded indebtedness for the enlargement and improvement of the San Francisco Airport in San Mateo County.","P","108573","46683","0.70","0.30","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"3","Hospital Bonds, $1,600,000","November","2","1937","1937-11-02T00:00:00.000","To incur a bonded indebtedness of $1,600,000 for improving the Hassler Health Home, Laguna Honda Home, the San Francisco Hospital and for increasing the X-Ray Facilities to aid in the care of their patients.","P","109229","44061","0.71","0.29","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"4","Sewer Bonds, $5,000,000","November","2","1937","1937-11-02T00:00:00.000","To incur a bonded indebtedness 0f $5,000,000 for the construction of new sewers and the repair of old sewers within the City.","F","90570","60289","0.60","0.40","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"5","Referendum - Removal of Laurel Hill Cemetery","November","2","1937","1937-11-02T00:00:00.000","Do you favor Ordinance No. 17.194 enacted by the Board of Supervisors providing for the removal of Laurel Hill Cemetery?","P","82983","65920","0.56","0.44","50%+1","Ordinance","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"6","Fifth Street Extension","November","2","1937","1937-11-02T00:00:00.000","Shall the Board of Supervisors be directed to submit to the electors of the City a proposition to issue bonds in an amount not to exceed $2,000,000 for the extension of Fifth Street diagonally across Market Street to the intersection of Mason and Eddy Streets?","F","60243","84253","0.42","0.58","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"7","Grant Avenue Extension","November","2","1937","1937-11-02T00:00:00.000","Shall the Board of Supervisors be directed to submit to the electors of the City a proposition to issue bonds in an amount not to exceed $4,700,000 for the projection of Grant Avenue across Market Street to Brannon Street?","F","55570","86841","0.39","0.61","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"8","Prohibition of Picketing","November","2","1937","1937-11-02T00:00:00.000","Shall an Initiative Ordinance declaring picketing unlawful and providing a penalty for the violation thereof, be adopted?","F","74012","88891","0.45","0.55","50%+1","Ordinance","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"9","Inspection of Civil Service Examination Papers","November","2","1937","1937-11-02T00:00:00.000","To provide that Civil Service Examination papers, marks, and grades shall be made open to public inspection.","P","94275","50377","0.65","0.35","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1937.pdf"
"1","Sewer Bonds, $4,200,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $4,200,000 for the construction, replacement, extension of sewers, sewage treatment plants, pumping stations and all appurtenances and acquisition of lands for said purposes.","F","79090","59575","0.57","0.43","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"2","Courts Building Bonds, $3,828,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $3,828,000 for construction and furnishing a Courts building in the Civic Center on land owned by the City to house Courts and other agencies?","F","40413","94986","0.29","0.71","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"3","Yacht Harbor Bonds, $700,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $700,000 for the construction of piers, a breakwater, service wharves, landing stages, lighthouses, mooring piles and other improvement to the Yacht Harbor.","F","65195","71510","0.48","0.52","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"4","School Bonds, $2,800,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $2,800,000 for the construction and furnishing of new school house buildings and the acquisition of lands and structures necessary for such buildings.","P","101292","42705","0.70","0.30","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"5","Welfare Building Bonds, $225,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $225,000 to construct a building on lands owned by the City for use of the Public Welfare Department and for furnishing the building.","F","54123","83562","0.39","0.61","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"6","Playground Bonds, $900,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $900,000 for  constructing, improving and equipping playgrounds and structures thereon within the City.","F","88670","55201","0.62","0.38","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"7","Livestock Pavilion Bonds, $525,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $525,000 for the construction and furnishing of buildings on property of Agricultural District 1A, designed for agricultural, horticultural, viticultural and livestock fairs, floral and industrial displays.","F","58064","81637","0.42","0.59","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/Septembe27_1938.pdf"
"8","Market Street Railway Acquisition Bonds, $24,480,000","September","27","1938","1938-09-27T00:00:00.000","To incur a bonded indebtedness of $24,480,000 for the acquisition, construction and completion and acquisition of operative properties of the Market Street Railway Company.","F","52680","93979","0.36","0.64","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"9","Establishment of a Traffic Commission","September","27","1938","1938-09-27T00:00:00.000","A commission to be known as the Traffic Commission is hereby established. The commission will consist of five members appointed by the Mayor. Members of the Commission shall service without compensation and shall hold office until July 15, 1942.","F","62967","74218","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/September27_1938.pdf"
"1","Fire Department, Salaries and Hours of Personnel","November","8","1938","1938-11-08T00:00:00.000","Relating to setting the salaries and number of personnel of the Fire Department and prescribing hours to be performed for the members of the department.","F","80352","115685","0.41","0.59","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1938.pdf"
"2","Fire Pensions","November","8","1938","1938-11-08T00:00:00.000","Relating to the retirement of certain members of the Fire Department and prescribing contributions, conditions and amounts of pension to be paid.","F","93840","100349","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1938.pdf"
"3","Police Pensions","November","8","1938","1938-11-08T00:00:00.000","Relating to retirement of members of the Police Department and prescribing contributions, conditions and amounts of pensions to be paid.","F","91630","101128","0.48","0.53","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1938.pdf"
"4","Market Street Railway Purchase","November","8","1938","1938-11-08T00:00:00.000","Shall the City endeavor to purchase the operating properties of the Market Street Railway for an amount not to exceed $5,000,000 or a lesser sum?","F","49932","128320","0.28","0.72","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1938.pdf"
"5","Passenger Buses Purchase","November","8","1938","1938-11-08T00:00:00.000","Shall San Francisco issue $9,000,000 in bonds for passenger buses and facilities thereof, to be used in conjunction with property of the Market Street Railway Company if acquired or as an adjunct of the Municipal Railway?","F","49948","128466","0.28","0.72","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1938.pdf"
"6","Minimum Wage, Civil Service Employees","November","7","1939","1939-11-07T00:00:00.000","To fix the minimum compensation of Civil Service Employees at not less than 50 cents per hour.","P","156826","89267","0.64","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"7","Veterans' Exemption, Civil Service","November","7","1939","1939-11-07T00:00:00.000","To discontinue the 5% (percent) credit for other eligible Civil Service lists after a veteran has secured a permanent position.","P","134132","97365","0.58","0.42","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"8","Municipal Conductors and Motormen","November","7","1939","1939-11-07T00:00:00.000","To allow Municipal Railroad conductors and motormen to act as bus operators. Assignments to be governed by seniority of service and fitness under a test by railroad management.","P","186298","49311","0.79","0.21","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"9","Fire Department, Salaries","November","7","1939","1939-11-07T00:00:00.000","To establish salaries of Captains and Lieutenants of the Fire Department.","P","121171","110298","0.52","0.48","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"10","Jitney Buses","November","7","1939","1939-11-07T00:00:00.000","Shall jitney buses be prohibited along and in certain areas of the City and shall sections 5a and 19b of Ordinance 3212 (N.S.) be repealed?","F","72164","180803","0.29","0.72","50%+1","Ordinance","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"11","Coroner, Elective Office","November","7","1939","1939-11-07T00:00:00.000","Shall the Office of the Coroner be made elective?","F","92826","104710","0.47","0.53","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1939.pdf"
"1","Park Department","November","5","1940","1940-11-05T00:00:00.000","The Park Department shall appoint a Director of Zoo and grant Civil Service rating to employees exclusive of part-time employees receiving less than $80 per month.","P","136385","75719","0.64","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"2","Library Department","November","5","1940","1940-11-05T00:00:00.000","All members of the Library Department except the Librarian and Secretary and part-time employees earning less than $80 per month shall be subject to Civil Service.","P","143515","60004","0.71","0.30","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"3","Continuous Service","November","5","1940","1940-11-05T00:00:00.000","Continuous service shall be defined by the Board of Supervisors.  The absence of any officer or employee of the City and County from service caused by reason of the service of such officer or employee in the military or naval forces of the United States in any war, shall not be deemed to be absence from service for the purposes of the Retirement System, and such officer shall receive credit under the Retirement System for the period of such absence.","P","136838","52976","0.72","0.28","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"4","Leaves of Absence","November","5","1940","1940-11-05T00:00:00.000","Leaves of absence to officers and employees of the City and County shall be governed by rules established by the Civil Service Commission, provided that leave of absence to any office or employee shall be limited to six months.  No limit shall be placed on a leave of absence granted to enable an officer or employee to accept a promotion to a non-civil service position in the same department in which he holds civil service status, or promotion to co-related work in another department or office of the City and County.","P","155623","40638","0.79","0.21","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"5","Promotions","November","5","1940","1940-11-05T00:00:00.000","The Civil Service Commission shall provide for promotion in the service on the basis of such examinations and tests as the Commission may deem appropriate, and shall give consideration to ascertained merit and records of City and County service of applicants.","P","120015","84214","0.59","0.41","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"6","Miscellaneous Officers and Employees","November","5","1940","1940-11-05T00:00:00.000","The Board of Supervisors shall have the power to provide retirement benefits for persons who become employees of the City and County of San Francisco under any lease entered into between the City and County and the Pacific Gas & Electric Company.","P","112531","71166","0.61","0.39","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"7","Public Utilities Employees","November","5","1940","1940-11-05T00:00:00.000","Civil Service status shall be granted to all persons employed in the operating service of any public utility.","P","112632","71914","0.61","0.39","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"8","Health Service System","November","5","1940","1940-11-05T00:00:00.000","Relating to the Health Service System by providing for appeals to the Retirement Board from rulings of the Health Service Board.","P","118979","63644","0.65","0.35","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1940.pdf"
"1","Electrical Distribution","November","4","1941","1941-11-04T00:00:00.000","Authorizing the acquisition of an electric distribution system for the purpose of distributing electricity directly to the people through the issuance of revenue bonds in the amount of $66,500,000 payable only out of the revenues of the system thus to be acquired.","F","67214","114879","0.37","0.63","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1941.pdf"
"2","Assessor's Election","November","4","1941","1941-11-04T00:00:00.000","Changing the time of the election of the Assessor from the General Municipal Election in 1943 to the General Election in 1942, and at every fourth year thereafter.","P","101895","52594","0.66","0.34","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1941.pdf"
