"permit_number","contact_type","company_name","street_number","street","street_suffix","state","zipcode","phone","phone2","license_number"
"E200303064893","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200303074908","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200303074912","Contractor","A L V Construction Inc","526","Vera","Av","CA","94061-0000","6502988820","6506700804","779131"
"E200303074918","Contractor","Golden Gate Eletric Co","35691","Palomares","Rd","CA","94546","5108811300","5107740208","565292"
"E200303074921","Contractor","Thomason Construction","890","Marin","Dr","CA","94941-0000","4153888716","4152799237","734150"
"E200303074930","Contractor","Bay Alarm Company","60","Berry","Dr","CA","94553-0000","9258084336","9255955300","261003"
"E200303074933","Contractor","Navarro Electric","5","El Quanito","Wy","CA","94010-0000","4155598408","4155598408","792604"
"E200303074936","Contractor","Sabah International Incorporated","5925","Stoneridge","Dr","CA","94588","9252497786","9257878190","381218"
"E200303074939","Contractor","Marc Loran","1655","12th","Av","CA","94122","4155950427","4155950427","445446"
"E200303074945","Contractor","Dynalectric Company","375","Alabama Street Suite 300","St","CA","94110-0000","4154874700","4154874756","749757"
"E200303074948","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200303074951","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200306048716","Contractor","W E B Electric","35","Michael","Ln","CA","94030-0000","6506926404","6504653830","561577"
"E200306048718","Contractor","Dietsch Montaldo Keeneyand Dietsch",,"213 Acadia Street",,"CA","94131","4155863289","4156993070","508795"
"E200306048720","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200306048721","Contractor","Being Of Svc. Electric/dba: Bos Electric","1241","Andersen","Dr","CA","94901","4154575190","4152467827","475181"
"E200306048722","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200306048723","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200306048724","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048725","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048726","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048727","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E200306048729","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048730","Contractor","K W Electrical Co","2006","34th","Av","CA","94116","4159991175","4159991175","805808"
"E200306048732","Contractor","K W Electrical Co","2006","34th","Av","CA","94116","4159991175","4159991175","805808"
"E200306048733","Contractor","Power Electric","406","Wildwood","Dr","CA","94080","6506159748","6502070638","726742"
"E200306048734","Contractor","K W Electrical Co","2006","34th","Av","CA","94116","4159991175","4159991175","805808"
"E200306048735","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048736","Contractor","Gil's  Electrical",,"15934 Bayberry Ln",,"CA","94580","5109284886","5109284886","736298"
"E200306048737","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048738","Contractor","Yee Construction Inc.","3007","Ulloa","St","CA","94116-0000","4157538328","4156998869","747681"
"E200306048739","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048741","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048742","Contractor","Simplex Grinnell","6952","Preston Ave, Suite A",,"CA","94550-0000","9252730100",,"802591"
"E200306048743","Contractor","Polytec Construction Co.*** See Notes*","656","Toland","Pl","CA","94124-0000","4156827782","4152150784","406739"
"E200306048744","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048745","Contractor","Simplex Grinnell","6952","Preston Ave, Suite A",,"CA","94550-0000","9252730100",,"802591"
"E200306048746","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048747","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048748","Contractor","Simplex Grinnell","6952","Preston Ave, Suite A",,"CA","94550-0000","9252730100",,"802591"
"E200306048751","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048753","Contractor","Wing Tai  Electrical","579","Silver","Av","CA","94112-0000","4157939003","4156990968","358015"
"E200306048755","Contractor","G C Electric","161","Cora","St","CA","94134-0000","4158288259","4155318228","636918"
"E200306048756","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048757","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048758","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048759","Contractor","Wf Wong Construction","1330","42nd","Av","CA","94122-0000","4157591603","4156017388","751829"
"E200306048760","Contractor","Starlite Electric  Inc.",,"Po Box 882283",,"CA","94188-0000","4156488888","4156022058","716595"
"E200306048761","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048762","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048763","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048764","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E20021107426","Contractor","Mcclure Electric Inc","45","Rausch","St","CA","94103","4158645656","4158507071","248877"
"E20021107432","Contractor","Bayview Electric","1790","La Salle","Av","CA","94124","4158301961","4152460681","709398"
"E20021107435","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021107438","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021107441","Contractor","T C Electric Inc","130","Ridge","Rd","CA","94930-0000","4154535373","4152540630","617753"
"E20021107444","Contractor","T C Electric Inc","130","Ridge","Rd","CA","94930-0000","4154535373","4152540630","617753"
"E20021107447","Contractor","T C Electric Inc","130","Ridge","Rd","CA","94930-0000","4154535373","4152540630","617753"
"E20021107450","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E20021107453","Contractor","W. Bradley Electric","90","Hill","Rd","CA","94945-0000","4158981400","4157165134","390741"
"E20021107456","Contractor","Donald Lewis Gen. Contr.inc.","17","Edge Wood","Wy","CA","94901-0000","4157132298","4157132298","742228"
"E20021107468","Contractor","R & R Electric","1201","Shafter","Av","CA","94124-0000","5105694718","5103851572","760346"
"E20021107471","Contractor","R & R Electric","1201","Shafter","Av","CA","94124-0000","5105694718","5103851572","760346"
"E20021107480","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E20021107483","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E20021107486","Contractor","Ideal Electric","1079","Springfield","Dr","CA","94030-0000","6506921427","4153415518","949850"
"E20021107492","Contractor","Toni's  Construction Inc","2425","16th","Av","CA","94116-0000","4156818280","4152790579","551504"
"E20021108498","Contractor","Automatic Garage Door","2285","Revere","Av","CA","94124-0000","4156486413","4152980444","671116"
"E20021108501","Contractor","Pacific General Elec Co","1880","Fulton","St","CA","94117","4155717835","4153059244","392058"
"E20021108504","Contractor","Tam's Electric Inc","558","Goettingen","St","CA","94134-0000","4158504939","4158504939","558739"
"E20021108510","Contractor","Fire Protection Retrofit Specialist","1015","Howard","St","CA","94103-0000","4152827010","4157169394","638976"
"E20021108513","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E20021108516","Contractor","Guan's Electrical","125","Gennessee.","St","CA","94112","4155853188","4158069259","530508"
"E20021108519","Contractor","North Star Electric Co",,"1177 California","St","CA","94108-0000","4157756929",,"563896"
"E20021108522","Contractor","Being Of Svc. Electric/dba: Bos Electric","1241","Andersen","Dr","CA","94901","4154575190","4152467827","475181"
"E20021108525","Contractor","J Y Electrical Construction Co Inc",,"P O Box 34338",,"CA","94134-0000","4155591567","4155591567","777162"
"E20021108528","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E20021108531","Contractor","Guan's Electrical","125","Gennessee.","St","CA","94112","4155853188","4158069259","530508"
"E20021108534","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E20021108537","Contractor","Kazavis Electric","1633","Dolores","St","CA","94110-0000","4156418481","4156402069","405494"
"E20021112546","Contractor","Loi Electric Company","67","Dorado","Tr","CA","94112","4157601787","4157601787","507233"
"E20021112549","Contractor","Aaron Electric Co.","4200","Moraga","St","CA","94122-0000","4156641124","4158590948","425741"
"E20021112558","Contractor","Britannia Construction, Inc.","255","South Maple","Av","CA","94080","6507426490",,"515005"
"E20021112561","Contractor","L. Y . Electrical Co.","191","Schwerin","St","CA","94134","4155855017","4152258377","609290"
"E20021112567","Contractor","Thomas A Lucchesi Electric","1542","48th","Av","CA","94122-0000","4156829853","4155098550","608575"
"E20021112573","Contractor","Quality Systems Installallations Ltd.","212","Shaw Rd. Ste. 3",,"CA","94080-6613","6508759000","6503330123","597671"
"E20021112576","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200301142823","Contractor","New World Homes And Landscapes*note**","751","Haight","St","CA","94117-0000","4155031000","4157069907","741558"
"E200301142826","Contractor","Ruby Plumbing & Electrical","1234","Geneva","Av","CA","94112-0000","4153379133","4153379133","748426"
"E200301152829","Contractor","Upscale Construction Inc","2151","Union St #1",,"CA","94123","4155637550","4158069511","707506"
"E200301152832","Contractor","Delta Electric","300","N San Mateo","Dr","CA","94401","6503479090","4156991844","313147"
"E200301152835","Contractor","Le Shan Luo Electric","143","Madison","St","CA","94134-0000","4157881088","4159908113","623557"
"E200301152841","Contractor","Crown Electric Inc","85","Columbia","Sq","CA","94103","4156217756","4155597432","109815"
"E200301152844","Contractor","Mcfarland Group","801","Mountain","Bl","CA","94611-1824","5106544660","5102206421","599631"
"E200301152850","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200301152853","Contractor","Vertrans","5045","Fulton","Dr","CA","94585-0000","7078642005",,"443286"
"E200301152856","Contractor","M & M Electric","2247","Cumming Rd",,"CA","94513-0000","9259326074","5107156560","810447"
"E200301152859","Contractor","Atlas/pellizzari Electri",,"450 Howland St",,"CA","94062-0000","6503641204","6507436653","375862"
"E200301152862","Contractor","Chasov Electrical Voice & Data","1546","Portola","Dr","CA","94127-0000","4156827582","4153787298","785830"
"E200301152868","Contractor","M V Construction","467","Valencia","St","CA","94103","4158630882","4152987769","588276"
"E200301152871","Contractor","Brookline Aries Electric","121","Santa Rosa","Av","CA","94112","4152395393","4152395393","273651"
"E200301162874","Contractor","Tri Valley Door Systems Inc","1912","02nd St",,"CA","94550-0000","9253710496",,"733575"
"E200301162877","Contractor","Tri Valley Door Systems Inc","1912","02nd St",,"CA","94550-0000","9253710496",,"733575"
"E200301162880","Contractor","Tri Valley Door Systems Inc","1912","02nd St",,"CA","94550-0000","9253710496",,"733575"
"E200301162883","Contractor","S L Electric  Inc.","2655","34th","Av","CA","94116-0000","4155868988","4155868988","823707"
"E200301162886","Contractor","A & E Electric","139","Lee Ave",,"CA","94112","4155873414","4155779086","522000"
"E200301162892","Contractor","San Francisco Electric Co","1222","20th","St","CA","94107","4156486228","4153091779","636319"
"E200301162898","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200301162904","Contractor","King Electric","4933","Hillsborough","Dr","CA","94954-9562","4154592214","4154592214","555872"
"E200301162910","Contractor","Capitol Electric Const","480","9th","St","CA","94103","4158612900","4153415048","391802"
"E200301162913","Contractor","Aaron Electric Co.","4200","Moraga","St","CA","94122-0000","4156641124","4158590948","425741"
"E200301162916","Contractor","David Arnold Olson","1103","Crespy","Dr","CA","94044-0000","6508731588","6505336110","309775"
"E200301172919","Contractor","Klestoff Electric","2685","Isabelle","Av","CA","94403","6504836988","6504836988","384406"
"E200301172922","Contractor","Sierra Electric Co","3112","Geary","Bl","CA","94118","4157522850",,"184594"
"E200301172925","Contractor","Grand American Construction Co","816","Victoria","St","CA","94127-0000","4157228213","4157228213","702689"
"E200301172928","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200301172934","Contractor","Peterson Power & Light","1275","Danmann","Av","CA","94044-0000","6507382596","4155315616","451053"
"E200301172937","Contractor","Tk Construction & Active Sign Inc.","195","Tamal Vista","Bl","CA","94925-0000","4082976640","4085923721","622021"
"E200301172940","Contractor","Sun Shing Construction Co",,"1635 23rd Ave",,"CA","94122-3310","4157168112","4158066687","707090"
"E200301172943","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200301172946","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200301212952","Contractor","Mal Waters Electrical",,"P. O. Box 1341",,"CA","94044","6503593860","4152255756","495619"
"E200301212958","Contractor","Ace Automatic Garage Door","2250","Jerrold","St","CA","94124-0000","4158267686","4157470024","494000"
"E200301212961","Contractor","S F Garage Company Inc.","12","Gough","St","CA","94103-0000","4158260606","4156020077","684863"
"E200301212964","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200303074954","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200303074957","Contractor","Rosendin Electric, Inc.","880","Mabury","Rd","CA","95133-0000","4152843112","4158501090","142881"
"E200303074963","Contractor","Rainbow Choy Hung & Co","2674","22nd","Av","CA","94116","4155646147","4153095088","380786"
"E200303104966","Contractor","Bay Electric","1288","Columbus","Av","CA","94133-0000","4155635645","4156409849","810652"
"E200303104972","Contractor","A/c Construction","647","Santa Barbara","Av","CA","94030-0000","4155174068","4155174068","402322"
"E200303104978","Contractor","Bolt Electric",,"P O Box 460012",,"CA","94122","4157532658","4153173461","594705"
"E200303104981","Contractor","Starlite Electric  Inc.",,"Po Box 882283",,"CA","94188-0000","4156488888","4156022058","716595"
"E200303104984","Contractor","Jian Min Construction","322","Aviador","Av","CA","94030-0000","4156133510","4157168127","880419"
"E200303104987","Contractor","Tj Ward & Associates Dba Facilities Grp","400","Brannan","St","CA","94107-0000","4155165654","4155165654","796000"
"E200303104996","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200303104999","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E200303105011","Contractor","Ruby Plumbing & Electrical","1234","Geneva","Av","CA","94112-0000","4153379133","4153379133","748426"
"E200303105017","Contractor","J L Electric","39","Wabash Terrace",,"CA","94134-0000","4158411266","4157972581","793274"
"E200303105020","Contractor","L. Y . Electrical Co.","191","Schwerin","St","CA","94134","4155855017","4152258377","609290"
"E200303105023","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200303115035","Contractor","E. J. Weber Elect.co Inc","895","Innes","Av","CA","94124-","4156419300","4155040481","744147"
"E200303115038","Contractor","Joseph T. Hayes","23","Blossom","Dr","CA","94901-0000","4154826003","4159874075","675817"
"E200303115044","Contractor","Guos Construction Co","357","London","St","CA","94112-0000","4155868146","4155318229","735902"
"E200303115047","Contractor","Edward W. Scott","1555","Burke Suite L","St","CA","94124-0000","4155190654","4155190654","190426"
"E200303115050","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200303115053","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200303115056","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200303115059","Contractor","Rosendin Electric, Inc.","880","Mabury","Rd","CA","95133-0000","4152843112","4158501090","142881"
"E200303115062","Contractor","Flash Electric **Ck Id******","235","Sadowa","St","CA","94112-0000","4155869809","4157251923","750261"
"E200303115065","Contractor","Dynalectric Company","375","Alabama Street Suite 300","St","CA","94110-0000","4154874700","4154874756","749757"
"E200303115068","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303115071","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303115074","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303115077","Contractor","Chasov Electrical Voice & Data","1546","Portola","Dr","CA","94127-0000","4156827582","4153787298","785830"
"E200303115080","Contractor","Chasov Electrical Voice & Data","1546","Portola","Dr","CA","94127-0000","4156827582","4153787298","785830"
"E200303115083","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303125086","Contractor","Yuco Electrical","5370","Olive","Dr","CA","94521-0000",,"4157061843","756720"
"E200303125089","Contractor","R Electric","394","Bancroft","Wy","CA","94044-0000","6503559352","4153105559","753925"
"E200303125092","Contractor","W E B Electric","35","Michael","Ln","CA","94030-0000","6506926404","6504653830","561577"
"E200303125095","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200303125098","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200306048765","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048766","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048767","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200306048768","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306048769","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200306058771","Contractor","P & L Electric Co","816","Ellis","Dr","CA","94015","6509973292",,"424079"
"E200306058777","Contractor","Tam's Electric Inc","558","Goettingen","St","CA","94134-0000","4158504939","4158504939","558739"
"E200306058779","Contractor","S L Electric  Inc.","2655","34th","Av","CA","94116-0000","4155868988","4155868988","823707"
"E200306058781","Contractor","Rainbow Choy Hung & Co","2674","22nd","Av","CA","94116","4155646147","4153095088","380786"
"E200306058782","Contractor","John Cahalane Electric","142","Joost","Av","CA","94131-0000","4153342188","4152712562","640863"
"E200306058783","Contractor","John Cahalane Electric","142","Joost","Av","CA","94131-0000","4153342188","4152712562","640863"
"E200306058784","Contractor","Davis Electric","5921","Landis","Av","CA","95608-0000","9164891643","9165418129","759196"
"E200306058785","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200306058786","Contractor","Electrical Systems","506","Southhill","Bl","CA","94014","4154695414","4158676625","712456"
"E200306058787","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200306058788","Contractor","Davis Electric","5921","Landis","Av","CA","95608-0000","9164891643","9165418129","759196"
"E200306058791","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E200306058792","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200306058793","Contractor","Cal Bees Construction Co",,"863 38th Av","*","CA","94121-0000","4152215471","4155160985","524209"
"E200306058794","Contractor","Lam Pui  Electrical & Plumbing Inc.","2900","Yorba","St","CA","94116-0000","4157533217","4152988369","373337"
"E200306058797","Contractor","J & L Construction Co.","1216","32nd","Av","CA","94122-0000","4157530862","4155096868","427779"
"E200306058798","Contractor","West Electric And Lighting","465","Ely Rd North",,"CA","94954-0000","4153103547","4153103547","756912"
"E200306058799","Contractor","Aaa Electric Co.","1519","C Day","Av","CA","94403-0000","4152395224","6502919887","299419"
"E200306058800","Contractor","A M Rocca Inc.","4722","Mission","St","CA","94112-0000","4152390484","4154254789","757461"
"E200306058801","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E200306058802","Contractor","A M Rocca Inc.","4722","Mission","St","CA","94112-0000","4152390484","4154254789","757461"
"E200306058803","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200306058804","Contractor","D A M Construction(* Always *Ask For Id)","450","Taraval","St","CA","94116","4155862422","4157203119","717976"
"E200306058805","Contractor","Siu Yee Keung","707","4th","Av","CA","94118","4153872532","4158234477","280268"
"E200306058806","Contractor","Dynalectric Company","375","Alabama Street Suite 300","St","CA","94110-0000","4154874700","4154874756","749757"
"E20021112591","Contractor","San Francisco Electric Co","1222","20th","St","CA","94107","4156486228","4153091779","636319"
"E20021112594","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E20021112597","Contractor","Bing Quan Li","808","31st","Av","CA","94121","4158313662","4158122475","738042"
"E20021112600","Contractor","Moran Lighting & Electric","1139","Cole","St","CA","94117","4157318652","4158718373","563134"
"E20021112603","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E20021112606","Contractor","M S  Electric","315","Baden","St","CA","94131-0000","4155163961","4155163961","770756"
"E20021112609","Contractor","T & T Electric Corp","2526","32rd","Av","CA","94116-0000","4156654098","4157134273","789346"
"E20021112612","Contractor","Better Electric","241","Bartlett","St","CA","94110","4155502364","4153704891","523084"
"E20021113618","Contractor","G C Electric","161","Cora","St","CA","94134-0000","4158288259","4155318228","636918"
"E20021113621","Contractor","Delta Electric","300","N San Mateo","Dr","CA","94401","6503479090","4156991844","313147"
"E20021113624","Contractor","Rinaldi Construction","223","14th","Av","CA","94118-0000","4154249085","4154249085","497873"
"E20021113630","Contractor","Leo's Electric Company","281","Oxford","St","CA","94134-0000","4155873669","4158288225","510550"
"E20021113633","Contractor","Dannels Electric Inc","823","Greenwood","Av","CA","94401","6503750797","6504004378","480106"
"E20021113639","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021113642","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021113645","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021113648","Contractor","Rod Muscio Electrical","901","Palmetto Avenue Suite D",,"CA","94044","6503595360","6502223390","309056"
"E20021113651","Contractor","Techno Electric Corp.","1221","York","St","CA","94110-0000","4158241894","4157253495","768497"
"E20021113657","Contractor","Bay Alarm Company","60","Berry","Dr","CA","94553-0000","9258084336","9255955300","261003"
"E20021113675","Contractor","Ed Sullivan Elect Co","286","Valencia","St","CA","94103-0000","4153107932","4153107932","252903"
"E20021114684","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E20021114699","Contractor","H A Bowen Electric Inc","2055","Williams","St","CA","94577","5104830500","5103850927","384915"
"E20021114702","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E20021114705","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E20021114708","Contractor","E. J. Weber Elect.co Inc","895","Innes","Av","CA","94124-","4156419300","4155040481","744147"
"E20021114711","Contractor","C.p. Home Repairs Gen.",,"#1 Still St.",,"CA","94112","4154520955","4153366962","700312"
"E20021114714","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E20021114717","Contractor","Moreno Electric Co.","650","Broadmoor","Bl","CA","94577-0000","5105530394","5107504924","783307"
"E20021114726","Contractor","Loi Electric Company","67","Dorado","Tr","CA","94112","4157601787","4157601787","507233"
"E20021114732","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E20021114741","Contractor","Yiu Cheong Construction Co Inc","3222","Anza","St","CA","94121","4157514662","4158676215","670461"
"E20021115747","Contractor","Tri Valley Door Systems Inc","1912","02nd St",,"CA","94550-0000","9253710496",,"733575"
"E200301212967","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200301212970","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200301212973","Contractor","Dowling Electric","1582","34th","Av","CA","94122-0000","4157133575","4157133575","768020"
"E200301212976","Contractor","Rainbow Choy Hung & Co","2674","22nd","Av","CA","94116","4155646147","4153095088","380786"
"E200301212979","Contractor","Cupertino Electric Inc.","1740","Cesar Chavez","St","CA","94124-0000","4158508145","4158508145","174637"
"E200301212988","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200301212991","Contractor","Express Project Construction Co","2507","47th Avenue",,"CA","94116-0000","6131811",,"787605"
"E200301212997","Contractor","Bajada Electric Inc",,"Po Box 5729",,"CA","94083","6509973032","4157600059","409957"
"E200301223003","Contractor","G C Electric","161","Cora","St","CA","94134-0000","4158288259","4155318228","636918"
"E200301223006","Contractor","Brookline Aries Electric","121","Santa Rosa","Av","CA","94112","4152395393","4152395393","273651"
"E200301223012","Contractor","Automatic Garage Door","2285","Revere","Av","CA","94124-0000","4156486413","4152980444","671116"
"E200301223015","Contractor","Wells Electrical, Inc","2177","Jerrold Avenue Building 2",,"CA","94124-0000","4152557831","4158198341","681529"
"E200301223018","Contractor","M S  Electric","315","Baden","St","CA","94131-0000","4155163961","4155163961","770756"
"E200301223021","Contractor","Chasov Electrical Voice & Data","1546","Portola","Dr","CA","94127-0000","4156827582","4153787298","785830"
"E200301223024","Contractor","Ruby Plumbing & Electrical","1234","Geneva","Av","CA","94112-0000","4153379133","4153379133","748426"
"E200301223027","Contractor","Decker Electric Co Inc","350","Sansome","St","CA","94104-0000","4155521622","4155138395","003779"
"E200301223033","Contractor","Rankin And Rankin Inc","8655","Washington","Bl","CA","95678-0000","9167829001",,"455174"
"E200301223036","Contractor","Polytec Construction Co.*** See Notes*","656","Toland","Pl","CA","94124-0000","4156827782","4152150784","406739"
"E200301223039","Contractor","Bay Electric","1288","Columbus","Av","CA","94133-0000","4155635645","4156409849","810652"
"E200301223042","Contractor","J B E Construction","965","86th","Av","CA","94621-0000","4152257758","4152257758","767980"
"E200301223048","Contractor","B B J   Electric, Inc","1661","Innes","Av","CA","94124-0000","4155991499","4157402854","670906"
"E200301223051","Contractor","L & L Electric","56","Flora","St","CA","94124","4158225970","4152355670","706156"
"E200301223054","Contractor","Ray Tom Construction","1362","Geneva","Av","CA","94112","4155843015","4157161088","524717"
"E200301223057","Contractor","Bay City Garage Doors","26","Escanyo","Dr","CA","94080","6509527879","6508682158","260972"
"E200301233060","Contractor","O'flynn Electric","76","Collins","St","CA","94118-0000","4156476171","4155314447","710791"
