"fiscal_year","eff_date","group","job_code","title","union","setid","range_a","range_b","range_c","min_a","max_a","min_b","max_b","min_c","max_c"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0923","Manager II","351","COMMN","02C","67A","85A","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA","322","36X","36Y","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1682","Controller","002","COMMN",,,,"99.6625","127.2125","127.225","147.2625","147.275","154.625"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9180","Manager VI, MTA","351","SFMTA",,,,"56.5875","72.225","72.2375","83.6","83.6125","87.7875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN","03X","36F","36G","66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9183","Deputy Dir I, MTA","351","SFMTA",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9177","Manager III, MTA","351","SFMTA",,,,"46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0932","Manager IV","351","COMMN",,,,"52.4625","66.9625","66.975","77.5125","77.525","81.375"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9172","Manager II, MTA","351","SFMTA",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN",,,,"107.975","137.8125","137.825","159.5375","159.55","167.5125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN","55B","55C","55D","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN","02Z","75A","93A","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN","54F","54G","54H","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN",,,,"52.4625","66.9625","66.975","77.5125","77.525","81.375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0932","Manager IV","351","COMMN",,,,"52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9174","Manager IV, MTA","351","SFMTA","02P","45A","56A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN","03P","365","366","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN","02L","82A","00B","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN",,,,"80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9177","Manager III, MTA","351","SFMTA","02R","47A","58A","46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN","02K","77A","95A","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN","55H","55J","55K","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0941","Manager VI","351","COMMN","02G","71A","89A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9174","Manager IV, MTA","351","SFMTA","02P","45A","56A","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9183","Deputy Dir I, MTA","351","SFMTA","040","52A","63A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0932","Manager IV","351","COMMN","02E","69A","87A","53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN","03Q","36T","36U","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN",,,,"46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN","5CJ/5FF","5CK/-","5CL/-","121.6375","147.85",,,,
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN",,,,"57.0125","72.775","72.7875","84.2375","84.25","88.45"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9179","Manager V, MTA","351","SFMTA","02S","48A","48B","53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9187","Deputy Dir II, MTA","351","SFMTA",,,,"73.6625","94","94.0125","108.825","108.8375","114.2625"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN","03Y","35M","35N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN","03Q","36T","36U","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN","02Z","75A","93A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0941","Manager VI","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN",,,,"74.375","94.925","94.9375","109.8875","109.9","115.375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN","551","552","553","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN","55H","55J","55K","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9190","Board Scty, MTA","351","SFMTA",,,,"53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN","557","558","559","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN","025","81A","99A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN","03J","363","364","61.7875","78.8625","78.875","91.2875","91.3","98.6125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN","03L","36R","36S","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN","03F","35X","35Y","47.95","61.1875","61.2","70.8375","70.85","74.375"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN","025","81A","99A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN","021","76A","94A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN","02L","82A","00B","80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9180","Manager VI, MTA","351","SFMTA","02T","49A","60A","59.4125","75.8375","75.85","87.7875","87.8","92.175"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1682","Controller","002","COMMN","57V","57W","57X","103.6375","132.275","132.2875","153.125","153.1375","160.7875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN","03V","369","36A","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN",,,,"73.6625","94","94.0125","108.825","108.8375","114.2625"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9177","Manager III, MTA","351","SFMTA","02R","47A","58A","49.1375","62.725","62.7375","72.6125","72.625","76.2375"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9174","Manager IV, MTA","351","SFMTA","02P","45A","56A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9174","Manager IV, MTA","351","SFMTA",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN","024","80A","98A","66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9180","Manager VI, MTA","351","SFMTA","02T","49A","60A","61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN","021","76A","94A","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0931","Manager III","351","COMMN","02D","68A","86A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9182","Manager VIII, MTA","351","SFMTA","02V","51A","62A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9174","Manager IV, MTA","351","SFMTA",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0942","Manager VII","351","COMMN","02H","72A","90A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN","03M","36B","36C","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN",,,,"82.95","105.875","105.8875","122.5625","122.575","128.6875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN","03N","36M","36N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN","55E","55F","55G","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN","022","78A","96A","79.8375","101.9","101.9125","117.9625","117.975","123.8625"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN","02A","74A","92A","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN",,,,"65.6875","83.8375","83.85","97.05","97.0625","101.9"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN",,,,"66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0933","Manager V","351","COMMN","02F","70A","88A","57.7125","73.6625","73.675","85.2625","85.275","89.525"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN","54J","54K","54L","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN","54S","54T","54U","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN","03Y","35M","35N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN","03J","363","364","59.8625","76.4","76.4125","88.45","88.4625","98.6125"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN","02J","73A","91A","75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN","03P","365","366","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN","5CJ","5CK","5CL","109.0625","139.1875","139.2","161.1375","161.15","169.2"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN",,,,"65","82.95","82.9625","96.025","96.0375","100.8375"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9181","Manager VII, MTA","351","SFMTA","02U","50A","61A","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN","03L","36R","36S","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9190","Board Scty, MTA","351","SFMTA","02X","54A","65A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN",,,,"80.225","102.3875","102.4","118.525","118.5375","124.45"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN","03S","371","372","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0942","Manager VII","351","COMMN","02H","72A","90A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA","323","36K","36L","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN","021","76A","94A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9179","Manager V, MTA","351","SFMTA","02S","48A","48B","56.8875","72.6125","72.625","84.0625","84.075","88.2625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN",,,,"83.8375","106.9875","107","123.8625","123.875","130.05"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN",,,,"50.2125","64.075","64.0875","74.175","74.1875","77.8875"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN","03T","367","368","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN","551","552","553","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0933","Manager V","351","COMMN",,,,"57.7125","73.6625","73.675","85.2625","85.275","89.525"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9187","Deputy Dir II, MTA","351","SFMTA","02Y","53A","64A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN","557","558","559","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN","03F","35X","35Y","49.4625","63.1375","63.15","73.0875","73.1","76.7375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN","54V","54W","54X","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0942","Manager VII","351","COMMN","02H","72A","90A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9182","Manager VIII, MTA","351","SFMTA","02V","51A","62A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN","54V","54W","54X","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN","03R","36Z","370","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9187","Deputy Dir II, MTA","351","SFMTA","02Y","53A","64A","75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0941","Manager VI","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN","5CF","5CG","5CH","94","119.975","119.9875","138.8875","138.9","145.8375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1114","Senior Portfolio Manager","351","COMMN","5FC",,,"66.8125","81.2",,,,
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN","54V","54W","54X","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9177","Manager III, MTA","351","SFMTA","02R","47A","58A","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA","321","35R","35S","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","1682","Controller","002","COMMN","57V","57W","57X","100.65","128.45","128.4625","148.7125","148.725","156.15"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN",,,,"74.375","94.925","94.9375","109.8875","109.9","115.375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN",,,,"99.6625","127.2125","127.225","147.2625","147.275","154.625"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN",,,,"84.6125","107.975","107.9875","125","125.0125","131.25"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN","54V","54W","54X","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN","02Z","75A","93A","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9179","Manager V, MTA","351","SFMTA",,,,"52.4625","66.9625","66.975","77.5125","77.525","81.375"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9183","Deputy Dir I, MTA","351","SFMTA","040","52A","63A","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN","03P","365","366","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN","02K","77A","95A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN",,,,"73.6625","94","94.0125","108.825","108.8375","114.2625"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0941","Manager VI","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN","55E","55F","55G","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN","03G","35Z","360","53.375","68.125","68.1375","78.8625","78.875","82.8"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN","5CJ/5FF","5CK/-","5CL/-","112.35","143.375","143.3875","165.975","165.9875","174.275"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9181","Manager VII, MTA","351","SFMTA",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN","54Y","54Z","550","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN",,,,"46.55","59.4125","59.425","68.7875","68.8","72.225"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN","02J","73A","91A","79.8375","101.9","101.9125","117.9625","117.975","123.8625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN","03U","36H","36J","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA","322","36X","36Y","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9179","Manager V, MTA","351","SFMTA",,,,"53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN","03Q","36T","36U","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
