"fiscal_year","eff_date","job_code","title","union_code","setid","grade","biweekly_min","biweekly_max","extended_range","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20"
"FY18-19","2018-07-01T00:00:00.000","1635","Health Care Billing Clerk I","790","SFMTA","1635P","2254","2739",,"28.1750","29.5750","31.0500","32.6125","34.2375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1636","Health Care Billing Clerk II","790","COMMN","1636P","2534","3079",,"31.6750","33.2375","34.9000","36.6500","38.4875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1636","Health Care Billing Clerk II","790","SFMTA","1636P","2534","3079",,"31.6750","33.2375","34.9000","36.6500","38.4875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1637","Patient Accounts Clerk","790","COMMN","1637P","2629","3195",,"32.8625","34.5000","36.2250","38.0375","39.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1637","Patient Accounts Clerk","790","SFMTA","1637P","2629","3195",,"32.8625","34.5000","36.2250","38.0375","39.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1649","Accountant Intern","021","COMMN","1649P","2512","2637",,"31.4000","32.9625",,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1649","Accountant Intern","021","SFMTA","1649P","2512","2637",,"31.4000","32.9625",,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1650","Accountant I","021","COMMN","1650P","2604","3164",,"32.5500","34.1750","35.8875","37.6750","39.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1650","Accountant I","021","SFMTA","1650P","2604","3164",,"32.5500","34.1750","35.8875","37.6750","39.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1652","Accountant II","021","COMMN","1652P","2885","3505",,"36.0625","37.8625","39.7500","41.7250","43.8125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1652","Accountant II","021","SFMTA","1652P","2885","3505",,"36.0625","37.8625","39.7500","41.7250","43.8125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1654","Accountant III","021","COMMN","1654P","3490","4242",,"43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1654","Accountant III","021","SFMTA","1654P","3490","4242",,"43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1657","Accountant IV","021","COMMN","1657P","4039","5279","6","50.4875","53.0250","55.6625","58.4375","61.3625","62.8375","64.4375","65.9875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1657","Accountant IV","021","SFMTA","1657P","4039","5279","6","50.4875","53.0250","55.6625","58.4375","61.3625","62.8375","64.4375","65.9875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1662","Patient Accounts Assistant Supervisor","790","COMMN","1662P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1662","Patient Accounts Assistant Supervisor","790","SFMTA","1662P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1663","Patient Accounts Supervisor","790","COMMN","1663P","3112","3783",,"38.9000","40.8375","42.8875","45.0375","47.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1663","Patient Accounts Supervisor","790","SFMTA","1663P","3112","3783",,"38.9000","40.8375","42.8875","45.0375","47.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1664","Patient Accounts Manager","790","COMMN","1664P","3564","4330",,"44.5500","46.7750","49.1000","51.5625","54.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1664","Patient Accounts Manager","790","SFMTA","1664P","3564","4330",,"44.5500","46.7750","49.1000","51.5625","54.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1670","Financial Systems Supervisor","021","COMMN","1670P","4698","6147","6","58.7250","61.6750","64.7375","67.9750","71.3750","73.1875","74.9625","76.8375",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1670","Financial Systems Supervisor","021","SFMTA","1670P","4698","6147","6","58.7250","61.6750","64.7375","67.9750","71.3750","73.1875","74.9625","76.8375",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1684","Auditor II","021","COMMN","1684P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1684","Auditor II","021","SFMTA","1684P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1686","Auditor III","021","COMMN","1686P","4136","5412","6","51.7000","54.3000","57.0125","59.8500","62.8375","64.4375","65.9875","67.6500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1686","Auditor III","021","SFMTA","1686P","4136","5412","6","51.7000","54.3000","57.0125","59.8500","62.8375","64.4375","65.9875","67.6500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1704","Communications Dispatcher I","790","COMMN","1704P","2126","2583",,"26.5750","27.9000","29.2875","30.7625","32.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1704","Communications Dispatcher I","790","SFMTA","1704P","2126","2583",,"26.5750","27.9000","29.2875","30.7625","32.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1705","Communications Dispatcher II","790","COMMN","1705P","2357","2864",,"29.4625","30.9250","32.4750","34.0875","35.8000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1705","Communications Dispatcher II","790","SFMTA","1705P","2357","2864",,"29.4625","30.9250","32.4750","34.0875","35.8000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1706","Telephone Operator","790","COMMN","1706P","1910","2322",,"23.8750","25.0625","26.3250","27.6375","29.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1706","Telephone Operator","790","SFMTA","1706P","1910","2322",,"23.8750","25.0625","26.3250","27.6375","29.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1708","Senior Telephone Operator","790","COMMN","1708P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1708","Senior Telephone Operator","790","SFMTA","1708P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1710","Chief Telephone Operator","790","COMMN","1710P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1710","Chief Telephone Operator","790","SFMTA","1710P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1750","Microphoto/Imaging Technician","790","COMMN","1750P","1742","2116",,"21.7750","22.8500","23.9875","25.1875","26.4500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1750","Microphoto/Imaging Technician","790","SFMTA","1750P","1742","2116",,"21.7750","22.8500","23.9875","25.1875","26.4500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1752","Senior Microphoto/Imaging Technician","790","COMMN","1752P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1752","Senior Microphoto/Imaging Technician","790","SFMTA","1752P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1760","Offset Machine Operator","790","COMMN","1760P","2227","2707",,"27.8375","29.2250","30.6750","32.2250","33.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1760","Offset Machine Operator","790","SFMTA","1760P","2227","2707",,"27.8375","29.2250","30.6750","32.2250","33.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1762","Senior Offset Machine Operator","790","COMMN","1762P","2222","2700",,"27.7750","29.1625","30.6125","32.1500","33.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1762","Senior Offset Machine Operator","790","SFMTA","1762P","2222","2700",,"27.7750","29.1625","30.6125","32.1500","33.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1764","Mail And Reproduction Service Supervisor","790","COMMN","1764P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1764","Mail And Reproduction Service Supervisor","790","SFMTA","1764P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1766","Media Production Technician","016","COMMN","1766P","2282","2773",,"28.5250","29.9500","31.4375","33.0250","34.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1767","Media Programming Specialist","016","COMMN","1767P","2654","3226",,"33.1750","34.8375","36.5750","38.4000","40.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1769","Media Production Supervisor","016","COMMN","1769P","3297","4007",,"41.2125","43.2750","45.4375","47.7000","50.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1770","Photographer","790","COMMN","1770P","2343","2849",,"29.2875","30.7625","32.2875","33.9125","35.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1770","Photographer","790","SFMTA","1770P","2343","2849",,"29.2875","30.7625","32.2875","33.9125","35.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","7420","Bridgetender","039","SFMTA","7420P","2931","2931",,"36.6375",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1771","Media Production Specialist","790","COMMN","1771P","2598","3158",,"32.4750","34.0875","35.8000","37.6000","39.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1771","Media Production Specialist","790","SFMTA","1771P","2598","3158",,"32.4750","34.0875","35.8000","37.6000","39.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1773","Media Training Specialist","200","COMMN","1773P","3338","4059",,"41.7250","43.8125","46.0125","48.3125","50.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1773","Media Training Specialist","200","SFMTA","1773P","3242","3940",,"40.5250","42.5375","44.6750","46.9000","49.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1774","Head Photographer","790","COMMN","1774P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1774","Head Photographer","790","SFMTA","1774P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1777","Media/Security Systems Specialist","016","COMMN","1777P","3389","4117",,"42.3625","44.4750","46.6875","49.0250","51.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1781","Media/Security Systems Supervisor","016","COMMN","1781P","3891","4730",,"48.6375","51.0750","53.6250","56.3000","59.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1801","Analyst Trainee","021","COMMN","1801P","2131","3307","8","26.6375","27.9750","29.3625","30.8500","32.3750","34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1801","Analyst Trainee","021","SFMTA","1801P","2131","3307","8","26.6375","27.9750","29.3625","30.8500","32.3750","34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1802","Research Assistant","790","COMMN","1802P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1802","Research Assistant","790","SFMTA","1802P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1803","Performance Analyst I","021","COMMN","1803P","2604","3164",,"32.5500","34.1750","35.8875","37.6750","39.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1804","Statistician","021","COMMN","1804P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1804","Statistician","021","SFMTA","1804P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1805","Performance Analyst II","021","COMMN","1805P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1805","Performance Analyst II","021","SFMTA","1805P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1806","Senior Statistician","021","COMMN","1806P","3664","4788","6","45.8000","48.0875","50.4875","53.0250","55.6625","57.0125","58.4375","59.8500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1806","Senior Statistician","021","SFMTA","1806P","3664","4788","6","45.8000","48.0875","50.4875","53.0250","55.6625","57.0125","58.4375","59.8500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1812","Assistant Retirement Analyst","790","COMMN","1812P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1812","Assistant Retirement Analyst","790","SFMTA","1812P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1813","Senior Benefits Analyst","790","COMMN","1813P","3251","3951",,"40.6375","42.6625","44.7875","47.0375","49.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1813","Senior Benefits Analyst","790","SFMTA","1813P","3251","3951",,"40.6375","42.6625","44.7875","47.0375","49.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1814","Benefits Supervisor","790","COMMN","1814P","3891","4730",,"48.6375","51.0750","53.6250","56.3000","59.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1814","Benefits Supervisor","790","SFMTA","1814P","3891","4730",,"48.6375","51.0750","53.6250","56.3000","59.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1820","Junior Administrative Analyst","790","COMMN","1820P","2366","2876",,"29.5750","31.0500","32.6125","34.2375","35.9500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1820","Junior Administrative Analyst","790","SFMTA","1820P","2366","2876",,"29.5750","31.0500","32.6125","34.2375","35.9500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1822","Administrative Analyst","790","COMMN","1822P","3112","3783",,"38.9000","40.8375","42.8875","45.0375","47.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1822","Administrative Analyst","790","SFMTA","1822P","3112","3783",,"38.9000","40.8375","42.8875","45.0375","47.2875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1823","Senior Administrative Analyst","021","COMMN","1823P","3627","4408",,"45.3375","47.6000","49.9750","52.4750","55.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1823","Senior Administrative Analyst","021","SFMTA","1823P","3627","4408",,"45.3375","47.6000","49.9750","52.4750","55.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1824","Principal Administrative Analyst","021","COMMN","1824P","4198","5103",,"52.4750","55.1000","57.8500","60.7500","63.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1824","Principal Administrative Analyst","021","SFMTA","1824P","4198","5103",,"52.4750","55.1000","57.8500","60.7500","63.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1825","Principal Administrative Analyst II","021","COMMN","1825P","4598","5590",,"57.4750","60.3625","63.3750","66.5500","69.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1825","Principal Administrative Analyst II","021","SFMTA","1825P","4598","5590",,"57.4750","60.3625","63.3750","66.5500","69.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1827","Administrative Services Manager","021","COMMN","1827P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1827","Administrative Services Manager","021","SFMTA","1827P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1830","Performance Analyst III - Project Manager","021","COMMN","1830P","4538","5938","6","56.7250","59.5750","62.5625","65.6750","68.9625","70.6875","72.4125","74.2250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1835","Legislative Assistant","022","COMMN","1835P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1835","Legislative Assistant","022","SFMTA","1835P","3681","4475",,"46.0125","48.3125","50.7375","53.2750","55.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1839","Water Conservation Administrator","351","COMMN","1839P","4148","5560","6","51.8500","54.4500","57.1625","60.0375","63.0375","66.1875","69.5000",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1839","Water Conservation Administrator","351","SFMTA","1839P","4148","5560","6","51.8500","54.4500","57.1625","60.0375","63.0375","66.1875","69.5000",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1840","Junior Management Assistant","790","COMMN","1840P","2521","3066",,"31.5125","33.1000","34.7625","36.5000","38.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1840","Junior Management Assistant","790","SFMTA","1840P","2521","3066",,"31.5125","33.1000","34.7625","36.5000","38.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1842","Management Assistant","790","COMMN","1842P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1842","Management Assistant","790","SFMTA","1842P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1843","Executive Director, Southeast Community Facility Commission","351","COMMN","1843P","3989","4848",,"49.8625","52.3500","54.9625","57.7125","60.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1843","Executive Director, Southeast Community Facility Commission","351","SFMTA","1843P","3989","4848",,"49.8625","52.3500","54.9625","57.7125","60.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1844","Senior Management Assistant","790","COMMN","1844P","3282","3989",,"41.0250","43.0625","45.2125","47.4875","49.8625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1844","Senior Management Assistant","790","SFMTA","1844P","3282","3989",,"41.0250","43.0625","45.2125","47.4875","49.8625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1849","Program Manager, Business and Economic Development","021","COMMN","1849P","4450","4450",,"55.6250",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1849","Program Manager, Business and Economic Development","021","SFMTA","1849P","4450","4450",,"55.6250",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1867","Auditor I","021","COMMN","1867P","2604","3164",,"32.5500","34.1750","35.8875","37.6750","39.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1920","Inventory Clerk","790","COMMN","1920P","1919","2333",,"23.9875","25.1875","26.4500","27.7750","29.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1920","Inventory Clerk","790","SFMTA","1920P","1919","2333",,"23.9875","25.1875","26.4500","27.7750","29.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1922","Senior Inventory Clerk","790","COMMN","1922P","1976","2402",,"24.7000","25.9250","27.2250","28.6000","30.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1922","Senior Inventory Clerk","790","SFMTA","1922P","1976","2402",,"24.7000","25.9250","27.2250","28.6000","30.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1924","Materials And Supplies Supervisor","790","COMMN","1924P","2005","2437",,"25.0625","26.3250","27.6375","29.0250","30.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1924","Materials And Supplies Supervisor","790","SFMTA","1924P","2005","2437",,"25.0625","26.3250","27.6375","29.0250","30.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1926","Senior Materials And Supplies Supervisor","790","COMMN","1926P","2167","2634",,"27.0875","28.4375","29.8750","31.3625","32.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1926","Senior Materials And Supplies Supervisor","790","SFMTA","1926P","2167","2634",,"27.0875","28.4375","29.8750","31.3625","32.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1929","Parts Storekeeper","790","COMMN","1929P","2366","2876",,"29.5750","31.0500","32.6125","34.2375","35.9500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1929","Parts Storekeeper","790","SFMTA","1929P","2366","2876",,"29.5750","31.0500","32.6125","34.2375","35.9500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1930","Warehouse Worker","790","COMMN","1930P","2116","2572",,"26.4500","27.7750","29.1625","30.6125","32.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1930","Warehouse Worker","790","SFMTA","1930P","2116","2572",,"26.4500","27.7750","29.1625","30.6125","32.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1931","Senior Parts Storekeeper","790","COMMN","1931P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1931","Senior Parts Storekeeper","790","SFMTA","1931P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1932","Assistant Storekeeper","790","COMMN","1932P","1919","2333",,"23.9875","25.1875","26.4500","27.7750","29.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1932","Assistant Storekeeper","790","SFMTA","1932P","1919","2333",,"23.9875","25.1875","26.4500","27.7750","29.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1934","Storekeeper","790","COMMN","1934P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1934","Storekeeper","790","SFMTA","1934P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1935","Principal Parts Storekeeper","790","COMMN","1935P","2700","3282",,"33.7500","35.4375","37.2125","39.0625","41.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1935","Principal Parts Storekeeper","790","SFMTA","1935P","2700","3282",,"33.7500","35.4375","37.2125","39.0625","41.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1936","Senior Storekeeper","790","COMMN","1936P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1936","Senior Storekeeper","790","SFMTA","1936P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1937","Supervising Parts Storekeeper","790","SFMTA","1937P","2835","3445",,"35.4375","37.2125","39.0625","41.0250","43.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1938","Stores And Equipment Assistant Supervisor","790","COMMN","1938P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1938","Stores And Equipment Assistant Supervisor","790","SFMTA","1938P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1942","Assistant Materials Coordinator","021","COMMN","1942P","3540","4303",,"44.2500","46.4500","48.7875","51.2125","53.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1942","Assistant Materials Coordinator","021","SFMTA","1942P","3540","4303",,"44.2500","46.4500","48.7875","51.2125","53.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1944","Materials Coordinator","021","COMMN","1944P","4198","5103",,"52.4750","55.1000","57.8500","60.7500","63.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1944","Materials Coordinator","021","SFMTA","1944P","4198","5103",,"52.4750","55.1000","57.8500","60.7500","63.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1950","Assistant Purchaser","021","COMMN","1950P","2443","2971",,"30.5375","32.0750","33.6625","35.3500","37.1375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1950","Assistant Purchaser","021","SFMTA","1950P","2443","2971",,"30.5375","32.0750","33.6625","35.3500","37.1375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1952","Purchaser","021","COMMN","1952P","3057","3716",,"38.2125","40.1500","42.1375","44.2500","46.4500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1952","Purchaser","021","SFMTA","1952P","3057","3716",,"38.2125","40.1500","42.1375","44.2500","46.4500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1956","Senior Purchaser","021","COMMN","1956P","3716","4518",,"46.4500","48.7875","51.2125","53.7875","56.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1956","Senior Purchaser","021","SFMTA","1956P","3716","4518",,"46.4500","48.7875","51.2125","53.7875","56.4750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1958","Supervising Purchaser","021","COMMN","1958P","4518","5908","6","56.4750","59.2875","62.2625","65.3625","68.6375","70.3250","72.0750","73.8500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","1958","Supervising Purchaser","021","SFMTA","1958P","4518","5908","6","56.4750","59.2875","62.2625","65.3625","68.6375","70.3250","72.0750","73.8500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2105","Patient Services Finance Technician","790","COMMN","2105P","2200","2675",,"27.5000","28.8750","30.3375","31.8375","33.4375",,,,,,,,,,,,,,,
