"record_id","client_record_id","program_area","activity_name","race_ethnicity","income_level","age_category","supervisor_district","fiscal_year"
"5337","5325","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","8","2015-16"
"5348","5348","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","45-54","10","2015-16"
"5359","5348","Access to Housing","Counseling","Black/African American","Extremely Low Income","45-54","10","2015-16"
"5370","5370","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"5381","5370","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","9","2015-16"
"5392","5392","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","25-34","9","2015-16"
"5403","5392","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","25-34","9","2015-16"
"5414","5414","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","25-34","10","2015-16"
"5425","5414","Access to Housing","Counseling","Hispanic/Latino","Low Income","25-34","10","2015-16"
"5436","5436","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Low Income","45-54","4","2015-16"
"5447","5447","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Extremely Low Income","Unknown","10","2015-16"
"5448","5436","Access to Housing","Counseling","Asian/Pacific Islander","Low Income","45-54","4","2015-16"
"5459","5459","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","10","2015-16"
"5470","5459","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","10","2015-16"
"5481","5481","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"5492","5481","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"5503","5503","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","16-24","Unmatched","2015-16"
"5514","5503","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","16-24","Unmatched","2015-16"
"5525","5525","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"5536","5525","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","45-54","9","2015-16"
"5547","5547","Access to Housing","Applications for Affordable Rental Units","Other","Low Income","16-24","4","2015-16"
"5558","3","Eviction Prevention","Case Management / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"5559","5559","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","11","2015-16"
"5560","5547","Access to Housing","Counseling","Other","Low Income","16-24","4","2015-16"
"5571","5571","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","10","2015-16"
"5582","5571","Access to Housing","Counseling","Other","Extremely Low Income","25-34","10","2015-16"
"5593","5593","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","55-64","10","2015-16"
"5604","5604","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","10","2015-16"
"5615","5604","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","10","2015-16"
"5626","5626","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"5637","5626","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","25-34","10","2015-16"
"5648","5648","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5659","5648","Access to Housing","Counseling","Other","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"5670","5670","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","4","2015-16"
"5671","5671","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","16-24","9","2015-16"
"5682","5671","Access to Housing","Counseling","Other","Extremely Low Income","16-24","9","2015-16"
"5693","5693","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","16-24","10","2015-16"
"5704","5693","Access to Housing","Counseling","Hispanic/Latino","Low Income","16-24","10","2015-16"
"5715","5715","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Low Income","35-44","10","2015-16"
"5726","5715","Access to Housing","Counseling","Hispanic/Latino","Low Income","35-44","10","2015-16"
"5737","5737","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","16-24","9","2015-16"
"5748","5737","Access to Housing","Counseling","Black/African American","Extremely Low Income","16-24","9","2015-16"
"5759","5759","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","35-44","8","2015-16"
"5770","5759","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","35-44","8","2015-16"
"5781","5781","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","45-54","10","2015-16"
"5782","5782","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","55-64","2","2015-16"
"5793","5782","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","55-64","2","2015-16"
"5804","5804","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Other","Extremely Low Income","25-34","9","2015-16"
"5815","5815","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Hispanic/Latino","Low Income","16-24","10","2015-16"
"5826","5826","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Hispanic/Latino","Extremely Low Income","16-24","5","2015-16"
"5837","5837","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Hispanic/Latino","Extremely Low Income","16-24","Outside San Francisco","2015-16"
"5848","5848","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Other","Extremely Low Income","16-24","Unmatched","2015-16"
"5859","5859","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Asian/Pacific Islander","Extremely Low Income","25-34","10","2015-16"
"5870","5870","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","25-34","6","2015-16"
"5881","5881","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Hispanic/Latino","Extremely Low Income","25-34","9","2015-16"
"5892","5892","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","55-64","6","2015-16"
"5893","5893","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"5904","5904","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","White","Extremely Low Income","25-34","6","2015-16"
"5915","5915","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Low Income","25-34","Outside San Francisco","2015-16"
"5926","5926","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Asian/Pacific Islander","Extremely Low Income","25-34","10","2015-16"
"5937","5937","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","35-44","Outside San Francisco","2015-16"
"5948","5948","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","25-34","6","2015-16"
"5959","5959","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","16-24","2","2015-16"
"5970","5970","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","35-44","6","2015-16"
"5981","5981","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Asian/Pacific Islander","Extremely Low Income","25-34","6","2015-16"
"5992","5992","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Asian/Pacific Islander","Extremely Low Income","45-54","6","2015-16"
"6003","6003","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","11","2015-16"
"6004","6004","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","White","Extremely Low Income","45-54","6","2015-16"
"6015","6015","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","25-34","Outside San Francisco","2015-16"
"6026","6026","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","25-34","6","2015-16"
"6037","6037","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","White","Extremely Low Income","35-44","3","2015-16"
"6048","6048","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Asian/Pacific Islander","Extremely Low Income","25-34","5","2015-16"
"6059","6059","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Hispanic/Latino","Extremely Low Income","35-44","6","2015-16"
"6070","6070","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","White","Extremely Low Income","25-34","8","2015-16"
"6081","6081","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Other","Extremely Low Income","25-34","10","2015-16"
"6092","6092","Foundational Competencies","Individuals Receiving Training to Improve Personal Effectiveness/Soft Skills","Black/African American","Extremely Low Income","45-54","8","2015-16"
"6103","6103","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6114","6114","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","3","2015-16"
"6115","6103","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6126","6126","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","65+","Unmatched","2015-16"
"6137","6126","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","65+","Unmatched","2015-16"
"6148","6148","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","35-44","Unmatched","2015-16"
"6159","6148","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","35-44","Unmatched","2015-16"
"6170","6170","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","45-54","Unmatched","2015-16"
"6181","6170","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","45-54","Unmatched","2015-16"
"6192","6192","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6203","6192","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6214","6214","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","65+","Unmatched","2015-16"
"6225","6225","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","35-44","11","2015-16"
"6226","6214","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","65+","Unmatched","2015-16"
"6237","6237","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6248","6237","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6259","6259","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","45-54","Unmatched","2015-16"
"6270","6259","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","45-54","Unmatched","2015-16"
"6281","6281","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","45-54","Unmatched","2015-16"
"6292","6281","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","45-54","Unmatched","2015-16"
"6303","6303","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","65+","Unmatched","2015-16"
"6314","6303","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","65+","Unmatched","2015-16"
"6325","6325","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","45-54","Unmatched","2015-16"
"6336","6336","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","35-44","4","2015-16"
"6337","6325","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","45-54","Unmatched","2015-16"
"6348","6348","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","65+","Unmatched","2015-16"
"6359","6348","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","65+","Unmatched","2015-16"
"6370","6370","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","55-64","Unmatched","2015-16"
"6381","6370","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","55-64","Unmatched","2015-16"
"6392","6392","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6403","6392","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6414","6414","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","45-54","Unmatched","2015-16"
"6425","6414","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","45-54","Unmatched","2015-16"
"6436","6436","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","35-44","Unmatched","2015-16"
"6447","6447","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","45-54","4","2015-16"
"6448","6436","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","35-44","Unmatched","2015-16"
"6459","6459","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","45-54","Unmatched","2015-16"
"6470","6459","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","45-54","Unmatched","2015-16"
"6481","6481","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6492","6481","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Hispanic/Latino","Extremely Low Income","55-64","Unmatched","2015-16"
"6503","6503","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Moderate Income","35-44","Unmatched","2015-16"
"6514","6514","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Extremely Low Income","45-54","Unmatched","2015-16"
"6525","6525","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Above Moderate Income","65+","Unmatched","2015-16"
"6536","6536","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Above Moderate Income","35-44","Unmatched","2015-16"
"6547","6547","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Black/African American","Moderate Income","45-54","Unmatched","2015-16"
"6558","6558","Sustainable Homeownership","Pre-Purchase Counseling / Individual","Asian/Pacific Islander","Above Moderate Income","25-34","4","2015-16"
"6559","6559","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","55-64","Unmatched","2015-16"
"6570","6570","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","35-44","Unmatched","2015-16"
"6581","6581","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","35-44","Unmatched","2015-16"
"6592","6592","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Moderate Income","45-54","Unmatched","2015-16"
"6603","6603","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Above Moderate Income","55-64","Unmatched","2015-16"
"6614","6614","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Above Moderate Income","25-34","Unmatched","2015-16"
"6625","6625","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","25-34","Unmatched","2015-16"
"6636","6636","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Moderate Income","45-54","Unmatched","2015-16"
"6647","6647","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Above Moderate Income","35-44","Unmatched","2015-16"
"6658","6658","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Above Moderate Income","65+","Unmatched","2015-16"
"6669","3","Eviction Prevention","Case Management / Rapid Re-Housing","Other","Extremely Low Income","16-24","6","2015-16"
"6670","6670","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","45-54","4","2015-16"
"6671","6671","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","35-44","Unmatched","2015-16"
"6682","6682","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Moderate Income","55-64","Unmatched","2015-16"
"6693","6693","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Moderate Income","35-44","Unmatched","2015-16"
"6704","6704","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Above Moderate Income","35-44","Unmatched","2015-16"
"6715","6715","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","45-54","Unmatched","2015-16"
"6726","6726","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Moderate Income","35-44","Unmatched","2015-16"
"6737","6737","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Above Moderate Income","25-34","Unmatched","2015-16"
"6748","6748","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Low Income","55-64","Unmatched","2015-16"
"6759","6759","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Black/African American","Moderate Income","45-54","Unmatched","2015-16"
"6770","6770","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","25-34","Unmatched","2015-16"
"6781","6781","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","11","2015-16"
"6782","6782","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Above Moderate Income","45-54","Unmatched","2015-16"
"6793","6793","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Above Moderate Income","25-34","Unmatched","2015-16"
"6804","6804","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Low Income","45-54","Unmatched","2015-16"
"6815","6815","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Low Income","55-64","Unmatched","2015-16"
"6826","6826","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Moderate Income","55-64","Unmatched","2015-16"
"6837","6837","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Low Income","55-64","Unmatched","2015-16"
"6848","6848","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Low Income","35-44","Unmatched","2015-16"
"6859","6859","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Low Income","35-44","Unmatched","2015-16"
"6870","6870","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Low Income","35-44","Unmatched","2015-16"
"6881","6881","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6892","6892","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","55-64","4","2015-16"
"6893","6893","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Low Income","35-44","Unmatched","2015-16"
"6904","6904","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Extremely Low Income","65+","Unmatched","2015-16"
"6915","6915","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Low Income","25-34","Unmatched","2015-16"
"6926","6926","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","25-34","Unmatched","2015-16"
"6937","6926","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Extremely Low Income","25-34","Unmatched","2015-16"
"6948","6948","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Extremely Low Income","55-64","Unmatched","2015-16"
"6959","6959","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","65+","Unmatched","2015-16"
"6970","6959","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Extremely Low Income","65+","Unmatched","2015-16"
"6981","6981","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","35-44","Unmatched","2015-16"
"6992","6981","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","35-44","Unmatched","2015-16"
"7003","7003","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","35-44","4","2015-16"
"7004","7004","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Moderate Income","55-64","Unmatched","2015-16"
"7015","7015","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Low Income","45-54","Unmatched","2015-16"
"7026","7026","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","25-34","Unmatched","2015-16"
"7037","7026","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","25-34","Unmatched","2015-16"
"7048","7048","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Above Moderate Income","35-44","Unmatched","2015-16"
"7059","7059","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Above Moderate Income","55-64","Unmatched","2015-16"
"7070","7070","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","65+","Unmatched","2015-16"
"7081","7081","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Extremely Low Income","45-54","Unmatched","2015-16"
"7092","7092","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Moderate Income","25-34","Unmatched","2015-16"
"7103","7103","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Hispanic/Latino","Moderate Income","45-54","Unmatched","2015-16"
"7114","7114","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","3","2015-16"
"7115","7115","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","25-34","Unmatched","2015-16"
"7126","7126","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","55-64","Unmatched","2015-16"
"7137","7137","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Moderate Income","25-34","Unmatched","2015-16"
"7148","7148","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","55-64","Unmatched","2015-16"
"7159","7148","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","55-64","Unmatched","2015-16"
"7170","7148","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Asian/Pacific Islander","Extremely Low Income","55-64","Unmatched","2015-16"
"7181","7181","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Moderate Income","45-54","Unmatched","2015-16"
"7192","7181","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Moderate Income","45-54","Unmatched","2015-16"
"7203","7181","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Moderate Income","45-54","Unmatched","2015-16"
"7214","7214","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Other","Moderate Income","35-44","Unmatched","2015-16"
"7225","7225","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","45-54","11","2015-16"
"7226","7214","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Other","Moderate Income","35-44","Unmatched","2015-16"
"7237","7214","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Other","Moderate Income","35-44","Unmatched","2015-16"
"7248","7248","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Above Moderate Income","35-44","Unmatched","2015-16"
"7259","7248","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","White","Above Moderate Income","35-44","Unmatched","2015-16"
"7270","7248","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","White","Above Moderate Income","35-44","Unmatched","2015-16"
"7281","7281","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","45-54","Unmatched","2015-16"
"7292","7281","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Black/African American","Moderate Income","45-54","Unmatched","2015-16"
"7303","7281","Sustainable Homeownership","Post-Purchase Counseling / Excluding Foreclosure Intervention","Black/African American","Moderate Income","45-54","Unmatched","2015-16"
"7314","7314","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","55-64","Unmatched","2015-16"
"7325","7314","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","55-64","Unmatched","2015-16"
"7336","7336","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Moderate Income","35-44","1","2015-16"
"7337","7337","Sustainable Homeownership","Post-Purchase Counseling / Foreclosure Intervention Services","Asian/Pacific Islander","Extremely Low Income","45-54","Unmatched","2015-16"
