"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","sd","pda_exist","pda_proposed","nhood_37","nhood_41","plans","zoning","height_bulk","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","1763027","1366 09TH AV","1","BP ISSUED","2016-01-08 14:06","2","1",,,,,,,,"LEGALIZE (E) UNIT & KITCHEN PER ORD-43-14. ADD TWO LAYERS OF TYPE ""X"" GYPSUM BOARD TO CEILING BELOW UNIT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"NKWIATKO",,,,"14 - Inner Sunset","5",,"Central City Neighborhoods","Inner Sunset","Inner Sunset",,"NCD-INNER SUNSET","40-X",,"37.76281324","-122.465896","POINT (-122.465896 37.76281324)","109","109","10","11","14"
"Mixres","3554001","1900 MISSION ST","0","BP FILED","2015-07-08","9","9",,,,,,"2013.1330","Project includes the demolition of an approximately 1,690 sq. ft. automotive repair shop and construction of a new 75-ft. tall, 16,475 sq. ft., seven-story over basement mixed-use building with full lot coverage that includes 741 sq. ft. of ground floor commercial retail space, eleven dwelling units totaling 15,734 sq. ft., approximately 323 sq. ft. of private open space for two units, 1,211 sq. ft. of common usable open through a rooftop deck, fourteen bicycle parking spaces and no off-street parking.","ERECT 7-STORY, TYPE 1, 11 DWELLING UNITS, AND RETAIL WITH 1 BASEMENT BUILDING.","2569","630","0",,,"0",,,"0","1725","1725","0","0","-1939","0","844","844",,"0","0",,,,,,"VLEWIS","Kevin Stephens","Kevin Stephens","509-5661","8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan; Mission Public Life Plan","NCT-MISSION","80-B","Mission Alcohol Restrict; Mission Street Formula Retail Restaurant Subdistrict; Fringe Financial Services RUD","37.76653564","-122.4201087","POINT (-122.4201087 37.76653564)","53","53","3","2","20"
"Resident","0856011A","86 WALLER ST","0","BP Filed","2018-05-17","2","1",,"0",,,,,,"HORIZONTAL & VERTICAL ADDITION. RECONFIGURE INTERIOR SPACES. SECOND DWELLING UNIT ADDED 1ST FLOOR. N","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"6 - Buena Vista","5","Market & Octavia","Market Octavia","Western Addition","Hayes Valley","Lower Haight Public Realm Plan; Market and Octavia; Market and Octavia Living Alleys","RTO","40-X",,"37.77206572","-122.4250966","POINT (-122.4250966 37.77206572)","27","27","4","11","9"
"Mixres","5952002","302 SILVER AV","1","CONSTRUCTION","2019-06-28","198","198","0","0","excempt",,,"2011.1323","Project includes the demolition of the Main/ West/ Infirmary Building, approximately 50,600 square feet, and the new construction of two buildings (1A and 1B), totaling approximately 264,984 square feet, which would house up to 210 Residential Care Facility for the Elderly (RCFE) units (assisted living and memory care) licensed by the California Department of Social Services, adding up to 245 additional residents. The Home currently contains 374 skilled nursing facility units licensed by the California Department of Public Health, accommodating 374 residents and 509 employees and volunteers. The project would bring the total number of units serving older adults (including skilled nursing and RCFE) units to 584 and resident count to 619. In addition to RCFE and skilled nursing facilities, the Home also plans to make available approximately 45,100 square feet of existing and new facilities to ?The Square?, providing personal services such as a fitness center, medical offices, and recreational facilities, to seniors across the City. Approximately 58 additional parking spaces, for a total 224 parking spaces, 25 Class 1 and 14 Class 2 bicycle parking spaces would be added to the site, to accommodate the additional residents, visitors, staff and Square users. The new buildings front Mission Street and Avalon Avenue, and will provide up to 4,600 square feet of ground floor retail along Mission Street, bringing active uses to the street.  The proposed building along Mission Street is 6 stories, reaching approximately 80-feet. Along Avalon Avenue, the proposed building drops to 4 stories with a height reaching approximately 65-feet, for greater compatibility with residential uses across the street.","TO ERECT 5 STORIES, 2 BASEMENT, RESIDENTIAL CARE FOR THE ELDERLY BUILDING.","572000","275875","296125","561109","264984","0",,,"0","6291","6291","0",,,"0","4600","4600",,"0","0",,,,,,"TCHANG",,,,"12 - South Central","11","Mission-San Jose Corridor","J Church and Mission Corridor","Excelsior","Excelsior",,"RH-2","50/65/80-X","Fringe Financial Services RUD; Jewish Home of San Francisco","37.72778011","-122.4305685","POINT (-122.4305685 37.72778011)","90","90","9","1","7"
"Resident","2747005C","3533 MARKET ST","0","BP Filed","2018-03-22","3","1",,"0",,,,,,"PROPOSE (1) LIVING RM, (1) STORAGE & (1) BATHROOM ON 1ST FLR TO APPLY FOR ADU PER ORDINANCE 162-16 A","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8",,,"Castro/Upper Market","Twin Peaks",,"RH-2","40-X",,"37.75667438","-122.4412772","POINT (-122.4412772 37.75667438)","115","115","3","5","38"
"Resident","1444015","371 12TH AV","1","CONSTRUCTION","2017-11-16","2","1",,,,,,,,"HORIZONTAL EXTENSION AT REAR (15'-3""). REMODEL (E) BATHROOM @ 3RD FLOOR. NEW 3 BEDROOMS & 3 BATHROOMS. ADD 1 ADDITIONAL UNIT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"MPUTRA",,,,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RM-1","40-X",,"37.78132818","-122.4710797","POINT (-122.4710797 37.78132818)","5","5","8","4","11"
"MIPS","7544045","199 EVERSON ST","0","BP FILED","2016-03-09",,,,,,,,"2016-006865PRJ","CONSTRUCT (N) ACTIVITY ROOM/OFFICE IN A 1-STORY BUILDING","CONSTRUCT (N) ACTIVITY ROOM/OFFICE IN A 1-STORY BUILDING","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CTOWNES",,"DIAMOND VIEW RESIDENTS ASSOC",,"7 - Central","8",,,"Glen Park","Glen Park",,"RH-1","40-X",,"37.73908777","-122.4330789","POINT (-122.4330789 37.73908777)","59","59","9","5","10"
"Resident","4757047","1167 PALOU AV","0","BP FILED","2014-10-28","2","1",,,,,,,,"LEGALIZE IN LAW UNIT AT 1ST FLOOR PER ORINANCE 43-14. (1 BEDROOM, 1 BATHROOM, KITCHEN, LIVING, AND OFFICE)","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"NFOSTER",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X",,"37.72918618","-122.382995","POINT (-122.382995 37.72918618)","78","78","2","9","1"
"Mixres","3784181","755 BRANNAN","0","PL FILED","2017-05-01","57","57","8","8",,,,"2017-002951PRJ","Demolition of existing 2 story, 12,880 sf commercial building. DENSITY BONUS BLDG.(DB): New construction of 58 unit residential, 5 stories, 55' building, with 58 Class I bicycle spaces and 3 Class II bicycle parking spaces. CODE COMPLYING BLDG.(CC): Would be 45 units, 4 stories,  45' building, with 45 Class I bicycle spaces and 3 Class II bicycle parking spaces. Usable open space is in the rear yard at grade and (1) on the 4th floor in the Code Compliant Variant and (2) on the fifth floor in the Density Bonus Variant.

The PPA was submitted on 3/7/17 and the 90 day deadline is 6/5/17.",,"0","-12880",,,,,,,,,,,"0","-12880",,,,,,,,,,,,"LIAJELLO","Farella Braun + Martel LLP","Ashley E. Breakfield","415-954-4402","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN)","RED-MX","45-X","Western SoMa","37.77360471","-122.4018331","POINT (-122.4018331 37.77360471)","32","32","1","10","34"
"Resident","4790005","1824 JENNINGS ST","0","BP FILED","2015-11-09","2","1",,,,,,,,"COMPLY WITH COMPLIANT# 2015/011268 ENF, 201569252 & 201569661 & 201567611. LEGALIZE DWELLING UNIT @ 1ST FLOOR PER ORDINANCE NO# 43-14.
** MAHER: COMPLIANCE WITH ORDINANCE NO# 155-13 NOT REQUIRED **","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"YEUNGMIN",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","3rd St Alcohol Restrict","37.72868956","-122.3874875","POINT (-122.3874875 37.72868956)","86","86","2","9","1"
"Resident","3562021","313 CASTRO ST","1","BP ISSUED","2018-02-12 12:44","2","1",,"0",,,,,,"CONVERT (E) 1ST FLOOR TO A 2ND UNIT. ADD 2 BEDROOMS, 1 BATHROOM, KITCHEN, LIVING AREA & DINING AREA","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"6 - Buena Vista","8","Market & Octavia","Market Octavia","Castro/Upper Market","Castro/Upper Market",,"RH-3","40-X",,"37.76362401","-122.4349142","POINT (-122.4349142 37.76362401)","28","28","7","5","5"
"Mixres","3548016","1500 - 1528 15TH ST","0","PL FILED","2017-04-24","188","188","20","20",,,,"2016-011827PRJ","Group housing project proposal with two options including a Code Compliant plan with 138 residential units and a State Density Bonus version with 184 residential units.  See project descriptions and plans for additional details.",,"1327","127",,,,,,,,,,,,,"1200","1327","127",,,,,,,,,"EJARDINE","Elsey Partners","Chris Elsey","7853175265","8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","UMU","58-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.76700068","-122.4179342","POINT (-122.4179342 37.76700068)","53","53","3","2","20"
"Vacant","0295010","445 SUTTER ST","0","PL Filed","2019-03-27",,"0",,"0",,,,"2019-004391PRJ","Conditional Use Authorization to establish an office use on the 3rd floor.",,"9292","0",,,"0",,,"0",,"9292","0",,,"0",,,"0",,"0",,,"0",,,,"CASBAGH","Charles Blank Architecture Design",,"4159705774","4 - Downtown","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Downtown/Civic Center","Financial District/South Beach","Downtown Streetscape Plan; Downtown","C-3-R","80-130-F",,"37.78903102","-122.4078585","POINT (-122.4078585 37.78903102)","19","19","6","3","8"
"Resident","2388017D","2482 38TH AV","0","BP Filed","2019-03-27","2","1",,"0",,,,,,"REAR: ILLEGAL UNIT CONVERT STORAGE TO A MEDIA ROOM AND LEGALIZE EXISTING KITCHEN PER ORD. 43-14","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RH-1","40-X",,"37.74064874","-122.4956802","POINT (-122.4956802 37.74064874)","39","39","10","7","35"
"Resident","0546001","2465 VAN NESS AV","1","CONSTRUCTION","2019-06-28","41","41","0","0","Fee Payment",,,"2015-014058PRJ","Construction of a new 7 story 41 unit multi-family residential structure over retail and parking garage for both vehicles and bikes.

The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16.","ERECT A 7 STORIES, 41 RESIDENTIAL UNITS, 1 BASEMENTS, TYPE 1B MIXED USE BUILDING. BUILDING ON BLOCK 0546, LOT 001 & 002. MAHER EXTENSION IS NOT APPLIED.","4652","4652",,,,,,,,,,,,,"0","4652","4652",,,,,,,,,"MWOODS","DM Development","Mark MacDonald","415-692-5062","2 - Marina","2","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Marina","Marina","Van Ness Corridor","RC-3","65-A",,"37.79822405","-122.4243091","POINT (-122.4243091 37.79822405)","15","15","4","6","13"
"Resident","7536010","628 29TH ST","1","BP ISSUED","2016-10-03 10:35","1","1",,,,,,,,"ERECT A ONE STORY GARAGE & ONE PLAYROOM AT FRONT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"APERRY",,,,"7 - Central","8",,,"Noe Valley","Noe Valley",,"RH-1","40-X",,"37.74348266","-122.4343185","POINT (-122.4343185 37.74348266)","84","84","9","5","22"
"Resident","6475055","0 GUTTENBURG ST","0","PL FILED","2018-12-12","23","23","3","3",,,,"2018-016721PRJ","Conditional Use Authorization to permit construction of 15 new single family homes with 8 attached secondary units on the same lot as the main units.",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,"Hanson Bridgett LLP",,"4159955065","12 - South Central","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Crocker Amazon","Excelsior",,"RH-1","40-X",,"37.71077078","-122.4443262","POINT (-122.4443262 37.71077078)","58","58","9","1","7"
"Resident","0495002C","1714 LOMBARD ST","0","BP Filed","2019-05-16","3","1",,"0",,,,,,"CHANGE OF USE @ FIRST FLOOR FROM COMMERCIAL TO RESIDENTIAL(GROUP/CONGREGATE HOUSING). NEW STAIR TO P","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"2 - Marina","2",,"Lombard Street","Marina","Marina",,"NC-3","40-X",,"37.80088142","-122.4298717","POINT (-122.4298717 37.80088142)","17","17","4","6","13"
"Resident","1550045","522 08TH AV","1","CONSTRUCTION","2018-03-09","2","1",,,,,,,,"VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILDING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"LAMORENA",,,,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RH-2","40-X",,"37.77852998","-122.4659236","POINT (-122.4659236 37.77852998)","5","5","8","4","11"
"Resident","3576061","657 VALENCIA ST","0","BP FILED","2015-10-23","4","4",,,,,,"2015-015680PRJ","ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5","ERECT 5 STORIES OF 4 DWELLING UNIT . TYPE 5","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"DSIROIS",,"SHAIKH USMAN & FATIMA",,"8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","NCT-VALENCIA","55-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.76241777","-122.4213652","POINT (-122.4213652 37.76241777)","53","53","3","2","20"
"Resident","1037042","3715 CALIFORNIA ST","0","BP Filed","2017-01-25","15","3",,"0",,,,"2017-001956PRJ","ADU AT GROUND FLOOR ONLY. ADD 3 (N) UNITS TO (E) BLGD PER ORDINANCE NO. 162-16.EACH UNIT HAS 1 BEDROOM,1 BATHROOM, 1 KITCHEN. REMOVE EXISTING GARAGE DOOR AND REPLACE WITH MATCHING WOOD WINDOWS AND INFILL WITH MATCHING BRICK AT FRONT FACADE. N/A FOR MAHER. ADD UNIT PER ORDINANCE NO. 155-13.","ADU AT GROUND FLOOR ONLY. ADD 3 (N) UNITS TO (E) BLGD PER ORDINANCE NO. 162-16.EACH UNIT HAS 1 BEDROOM,1 BATHROOM, 1 KITCHEN. N/A FOR MAHER. ADD UNIT PER ORDINANCE NO. 155-13.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"KPHUNG",,"3715 CALIFORNIA ST LLC",,"1 - Richmond","2",,,"Presidio Heights","Presidio Heights",,"RM-2","40-X",,"37.78596018","-122.4551167","POINT (-122.4551167 37.78596018)","11","11","8","6","31"
"Resident","2421037","2558 21ST AV","1","BP ISSUED","2019-01-17 10:20","2","1",,,,,,,,"ADDITION OF DWELLING UNIT PER ORDINANCE NO.162-16","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RH-1","40-X",,"37.74000557","-122.4772988","POINT (-122.4772988 37.74000557)","40","40","10","7","35"
"Resident","1716027","1282 35TH AV","0","BP Filed","2018-01-10","2","1",,"0",,,,,,"CONVERT (E) 1ST FL STORAGE AREA TO A NEW 2ND DWELLING UNIT WITH 1 BATH, 2 BEDS, KITCHEN & LIVING. SM","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Outer Sunset","Sunset/Parkside",,"RH-2","40-X",,"37.76316821","-122.49401","POINT (-122.49401 37.76316821)","39","39","10","7","35"
"Vacant","3582053","4068 18TH ST","1","PL Approved","2017-12-07",,"0",,"0",,,,"2017-005533PRJ","Conditional Use Authorization to permit the intensification of a conditionally permitted restaurant use, brew station less than one third of the total floor area.",,"1500","0",,,"0",,,"0",,,"0",,,"0",,"1500","0",,"0",,,"0",,,,,,,"4085290958","7 - Central","8","Market & Octavia","Market Octavia","Castro/Upper Market","Castro/Upper Market",,"NCD-CASTRO","40-X",,"37.76116132","-122.4342306","POINT (-122.4342306 37.76116132)","38","38","3","5","5"
"Mixres","4266035","2799 24TH ST","0","PL FILED","2015-06-18","7","7",,,,,,"2014.1258","Existing laundrymat building will be demolished.  New 8-unit 5-story mixed use residential building will be constructed.  First floor level (street level) will contain 2 commercial spaces and the residential lobby with a bicycle storage.  Four stories above will contain residential units only.  The building will be served by a full height elevator and 2 common stairways.  The rooftop will be used as common open space.","TO ERECT 5 STORIES, NO BASEMENT, TYPE I-B ON 1ST STORY WITH TYPE V-B,     7 UNITS RESIDENTIAL & COMMERCIAL BUILDING.","2056","-269","0",,,"0",,,"0",,,"0",,,"0","2056","-269",,"0","0",,,,,,"EJARDINE",,,,"8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","NCT-24TH-MISSION","55-X","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75264806","-122.4080221","POINT (-122.4080221 37.75264806)","53","53","3","2","20"
"Resident","3728032","727 - 731 NATOMA ST","0","BP FILED","2016-02-03","10","6",,,,,,"2014.1205","Proposed use:  Condominiums - 10 units.","REHABILIATION, REMODEL, UPDATE & ADDITION OF (E) 4 UNIT APARTMENT BUILDING. ADD (6)(N) UNITS. ADD (2) FLOORS ABOVE. EXPAND (E) BASEMENT BELOW. REHAB (E) FACADE.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"ESAMONSK",,,,"4 - Downtown","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN)","RED-MX","45-X","Western SoMa","37.77615538","-122.4125245","POINT (-122.4125245 37.77615538)","32","32","1","10","34"
"Vacant","3732232","465 TEHAMA ST","0","PL FILED","2018-07-26",,"0",,,,,,"2018-007541PRJ","CHANGE OF USE. CONVERSION OF (E)PDR ZONED BLDG OF <5000 SQ FT TO(N) OFFICES OF APPROX 7268 SQ FT.ADD 2(N)KITCHENETTES AND GLASS WALLS AT ATRIVAR. (E)FIRE SPRINKLERS TO BE CONFIGURED AS REQUIRE UNDER SEP PERMIT. CORE & SHELL UNDER 201804196766.MAHER N/A.",,"0","2268",,,,,,,,,"7268",,,"-5000",,,,,,,,,,,,"XLIANG","Gary Bell & Associates Inc.",,"4153770425","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","East SoMa (EN); Central SoMa","MUR","45-X","Youth and Family Zone; Central SoMa","37.77985948","-122.4056457","POINT (-122.4056457 37.77985948)","32","32","1","10","34"
,"3736086","555 HOWARD ST","0","PL FIled","2019-01-07",,,,,,,,"2019-000494PRJ","Project proposes to demolish three existing buildings and construct a new 35-story hotel with 406 guest rooms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 - South of Market","6","Transit Center District","Transbay/Rincon Hill","Financial District","Financial District/South Beach","Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Transbay; Downtown","C-3-O(SD)","350-S","Transit Center C-3-O(SD) Commercial; Transbay C3","37.78737885","-122.396875","POINT (-122.396875 37.78737885)","32","32","1","10","8"
"Resident","2032006A","1771 17TH AV","0","BP Filed","2019-05-09","2","1",,"0",,,,,,"UNIT LEGALIZATION ORD 43-14. TO LEGALIZATION (E) GROUND FLOOR UNIT PER ORD 43-14. ADD (N) FURNACE.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"14 - Inner Sunset","7",,"Sunset Corridors and Forest Hill","Inner Sunset","Inner Sunset",,"RH-1","40-X",,"37.75487843","-122.4747019","POINT (-122.4747019 37.75487843)","44","44","10","8","14"
"Mixres","3753146","300 05TH ST","0","PL FILED","2017-12-14","9","9",,,,,,"2016-009538PRJ","Project includes demolition of gas station building and construction of 13,626 sq. ft. eight story and 85' tall building containing 1,225 sq. ft. ground floor commercial use and nine dwelling units. (ALSO KNOWN AS 300V 5TH STREET)","CONSTRUCT (N) 8-STORY MULTI-FAMILY RESIDENTIAL","1300","1300",,,,,,,,,,,,,,"1300","1300",,,,,,,,,"EJARDINE","Elevation Architects",,"4155371125","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","East SoMa (EN); Central SoMa","MUR","85-X","Youth and Family Zone; Central SoMa","37.77984468","-122.4034931","POINT (-122.4034931 37.77984468)","32","32","1","10","34"
"Mixres","1523046B","5727 GEARY BL","1","BP APPROVED","2017-07-19 16:15","2","1",,,,,,"2011.0390","The proposal is to add one residential dwelling unit to the existing mixed-use building (legalize merger of 2 commercial spaces, storefront changes).","VERTICAL & HORIZONTAL EXTENSIONS TO CONVERT 2 STORIES MIXED USE BLDG. ( 1 RESIDENTIAL & 2 COMMERCIAL) INTO 3 STORIES MIXED USED BLDG OF 2 RESIDENTIAL UNITS AND 2 COMMERCIAL UNITS.","2267","1160",,,,,,,,"2267","1160",,,,,,,,,,,,,,,,"John Lau","John Lau","415 831-7180","1 - Richmond","1",,"Richmond Corridors","Outer Richmond","Outer Richmond",,"NC-3","40-X","Geary Blvd Formula Retail Pet Supply Store and Formula Retail Eating and Drinking Subdistrict","37.7799552","-122.4809628","POINT (-122.4809628 37.7799552)","8","8","8","4","29"
"Resident","1639047","431 BALBOA ST","0","BP Filed","2018-09-07","3","1",,"0",,,,,,"COMPLY WITH COMPLAINT #201861243. LEGALIZATION OF UNAUTHORIZED DWELLING UNIT #435 @ 3RD FL PER ORDIN","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"NC-2","40-X",,"37.7770088","-122.4635006","POINT (-122.4635006 37.7770088)","5","5","8","4","11"
"Resident","4276028","2829 25TH ST","1","CONSTRUCTION","2019-06-05","4","4",,,,,,"2015-006549PRJ","The proposed project is a change of use and horizontal and vertical addition to an existing two-story warehouse  to construct a four-story residential building with four residential units and three off-street parking spaces. The existing warehouse measures approximately 3,397 gsf, and the proposed addition will result in a building totaling 7,158 gsf, a net addition of 3,761 gsf.","HORIZONTAL & VERTICAL ADDITION TO A SINGLE FAMILY BUILDING FOR 4 RESIDENTIAL UNITS INCLUDING (N) BATHROOMS, BEDROOMS & KITCHENS FOR ALL UNITS.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"JDISALVO",,"2829 25TH STREET LLC","4153708744","8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","NC-2","40-X","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75105502","-122.4067071","POINT (-122.4067071 37.75105502)","53","53","3","2","20"
"Resident","7161001","3101 SAN JOSE AV","0","BP FILED","2017-02-21","1","1",,,,,,,,"CHANGE OF USE & TENANT IMPROVEMENT TO LIMITED COMMERICAL UNIT AND (N) SINGLE FAMILY UNIT ADDITION.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"12 - South Central","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Outer Mission","Outer Mission",,"RH-1","40-X",,"37.70928299","-122.4575186","POINT (-122.4575186 37.70928299)","66","66","9","1","28"
"Resident","3730040A","2 SUMNER ST","0","BP Filed","2017-01-20","1","1",,"0",,,,"2017-001506PRJ","CHANGE OF USE SITE PERMIT, CHANGE GROUND FL FROM COMMERCIAL TO RESIDENTIAL, EXPAND BUILDING TO REAR PROPERTY LINE, ADD THIRD FLOOR, ADD ROOF DECK AT ALL LEVELS.","CHANGE OF USE SITE PERMIT, CHANGE GROUND FL FROM COMMERCIAL TO RESIDENTIAL, EXPAND BUILDING TO REAR PROPERTY LINE, ADD THIRD FLOOR, ADD ROOF DECK AT ALL LEVELA.","0","-1357",,,"0",,,"0",,,"0",,,"0",,"0","-1357",,"0",,,"0",,,,"CALEXAND","Harvey Hacker Architects",,"4159570579","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN)","RED","40-X","Western SoMa","37.77636431","-122.4107944","POINT (-122.4107944 37.77636431)","32","32","1","10","34"
"Resident","6178005","416 WILDE AV","0","BP Filed","2017-12-08","2","1",,"0",,,,,,"UNIT LEGALIZATION ORD 43-14. LEGALIZATION OF UNIT INSTALLED WITHOUT PERMIT. LEGALIZATION (E) KITCHEN","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"12 - South Central","10",,,"Visitacion Valley","Visitacion Valley",,"RH-1","40-X",,"37.71758806","-122.4055884","POINT (-122.4055884 37.71758806)","75","75","9","9","40"
"Resident","0208028","655 MONTGOMERY ST","0","BP Filed","2017-06-15","33","0",,"0",,,,,,"GROUND FLOOR:CONVERT VACANT RESTAURANT SPACE TO BLDG OFFICE, CONFERENCE AND LOUNGE. NEW RESTROOMS AN","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Financial District","Chinatown","Downtown","C-3-O","200-S",,"37.79523499","-122.4036068","POINT (-122.4036068 37.79523499)","104","104","6","3","6"
"Mixres","3721016","TRANSBAY PARCEL F","0","PL FILED","2017-02-14","165","165",,,,,,"2016-013312PRJ","The Project proposes the construction of a 61-story, approximately 800-foot tall mixed-use tower containing  a 189-guest room hotel, approximately 280,000 square feet office space, and 165 dwelling units, in addition to 2 mechanical floors, 7 floors of shared amenity space, and a 4-level subterranean garage accessed from Natoma Street via car elevators. A pedestrian bridge linking the Site to the adjacent City Park atop the Transbay Transit Center is also proposed.",,"472074","472074",,,,,,,,"288677","288677",,,,,,,,,"0","183397","183397","0","220","220","NFOSTER","Parcel F Owner LLC",,"4159826200","4 - Downtown","6","Transit Center District","Transbay/Rincon Hill","Financial District","Financial District/South Beach","Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Transbay; Downtown","C-3-O(SD)","450-S","Transit Center C-3-O(SD) Commercial; Transbay C3","37.78781109","-122.3973629","POINT (-122.3973629 37.78781109)","32","32","1","10","8"
"Resident","4788014A","1394 SHAFTER AV","0","BP Filed","2019-06-13","3","1",,"0",,,,,,"LEGALIZE UNIT PER ORD 43-14, (1) BED, (1) BATH.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X",,"37.7290378","-122.3866588","POINT (-122.3866588 37.7290378)","86","86","2","9","1"
