"permit_no","description","site_address","site_city","site_zip","site_number","site_apn","parent_permit_no","reference_no","business_license","site_description","fees_charged","fees_paid","site_streetname","jobvalue","expired","balance_due","approved","issued","applied","subtype","finaled","type","site_subdivision","status","bldg_sf","project_number","other_date1","prefix","garage_sf","site_geotype","no_units","valid_for_days","application_no","paid_date","geocoded_column","duration","processing_time"
"B15-00433","COMPLETE REHAB/ REPAIRS PER SPC REPORT DATED 7/9/14 TO","719 GOLDEN GATE AVE","RICHMOND","94801-3713","719","558242010","CC14-08437",,,"BAY VIEW ADDN 5&6 67","2668.04","2668.04","GOLDEN GATE AVE","60000","2016-07-13T00:00:00.000","0",,"2015-02-25T00:00:00.000","2015-01-27T00:00:00.000","ALTERATION/REPAIR","2016-01-15T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-02-25T00:00:00.000","POINT (-122.393199 37.92973)","254","22"
"B15-09469","DISCOVERY WORK: 1 ADDITIONAL SHOWER PIPE SUPPORTS","841 CHEVRON WAY","RICHMOND","94801","841","561100043","B14-06986",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","482.61","449","CHEVRON WAY","19000","2015-07-21T00:00:00.000","33.61",,"2015-01-22T00:00:00.000","2015-01-22T00:00:00.000","EQUIP UPGRADE","2015-01-22T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-02-27T00:00:00.000","POINT (-122.390873 37.931244)","1","1"
"B15-10812","FULL HOUSE REWIRE 990 SQ FT AND UPGRADE","2384 LINCOLN AVE","RICHMOND","94804-1207","2384","528161010",,,,"ANDRADE BLVD LOTS 1 & 2 BLK 3","502.02","502.02","LINCOLN AVE","27720","2016-02-27T00:00:00.000","0",,"2015-08-12T00:00:00.000","2015-08-12T00:00:00.000","SERVICE UPGRADE","2015-08-31T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-08-12T00:00:00.000","POINT (-122.345533 37.946355)","14","1"
"13-01540","REROOF-T/O EXISTING ASPHALT SHINGLES/RESHEATH & INSTALL CLAS","3203 CLINTON AVE","RICHMOND","94804-1417","3203","524290013",,,,"GRAND VIEW TERRACE 1&2 34","351.98","351.98","CLINTON AVE","10687","2013-10-06T00:00:00.000","0",,"2013-04-09T00:00:00.000","2013-04-09T00:00:00.000","REROOF",,"BLD RESIDENTIAL",,"ISSUED","0",,,"BLD","0","PARCEL","0",,,"2013-04-09T00:00:00.000","POINT (-122.336736 37.942004)",,"1"
"B15-11765","KITCHEN & BATHROOM REMODEL/INTERIOR PAINTING/PLUMBING","200 SHORELINE CT","RICHMOND","94804-4590","200","560750043",,,,"T6835 L1 B17 U199","549.66","549.66","SHORELINE CT","12000","2016-06-18T00:00:00.000","0",,"2015-11-02T00:00:00.000","2015-11-02T00:00:00.000","ALTERATION/REPAIR","2015-12-21T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-11-12T00:00:00.000","POINT (-122.344285 37.912629)","36","1"
"B15-09985","NEW SERVICE UPGRADE TO 125AMPS 2 NEW CIRCUITS","646 28TH ST","RICHMOND","94804-1518","646","515090005",,,,"NICH MAC AVE CIV CEN LT 13 POR 12&14 BLK","295.58","295.58","28TH ST","4000","2015-11-29T00:00:00.000","0",,"2015-05-26T00:00:00.000","2015-05-26T00:00:00.000","SERVICE UPGRADE","2015-06-02T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-05-26T00:00:00.000","POINT (-122.340704 37.940872)","6","1"
"B14-09894","FIRE DAMAGE REPAIR (4 UNITS)","5312 MCBRYDE AVE","RICHMOND","94805-1047","5312","523091012","CC14-09054",,,"EAST RICHMOND BLVD 4 41","5927.8","5927.8","MCBRYDE AVE","350000","2015-11-23T00:00:00.000","0","2014-12-23T00:00:00.000","2015-01-20T00:00:00.000","2014-12-08T00:00:00.000","REMODEL/REPAIR",,"BLD COMMERCIAL",,"CLOSEDBY PERMIT","0",,,"B","0","PARCEL","0",,,"2015-01-22T00:00:00.000","POINT (-122.326443 37.948553)",,"32"
"B14-04798","INSTALL 40 GALLON WATER HEATER","2 QUAIL HILL CT","RICHMOND","94803-2842","2","420201032",,,,"T04281 L0032 B","251.17","251.17","QUAIL HILL CT","1794","2014-08-26T00:00:00.000","0",,"2014-02-27T00:00:00.000","2014-02-27T00:00:00.000","WATER HEATER",,"BLD PLM RESIDENTIAL",,"EXPIRED","0",,,"B","0","PARCEL","0",,,"2014-02-27T00:00:00.000","POINT (-122.312681 37.96049)",,"1"
"B15-10137","KITCHEN & BATH REMODEL/ WALL FURNACE/ FLOORING/ REROOF","168 CHANSLOR CIR & 342 W CHANSLOR AVE","RICHMOND","94801-3421","168","538012003",,,,"RO SAN PABLO POR LOT 43 12.30 AC","589.78","589.78","CHANSLOR CIR & 342 W CHANSLOR","17800","2016-06-14T00:00:00.000","0",,"2015-06-09T00:00:00.000","2015-06-09T00:00:00.000","ALTERATION/REPAIR","2015-12-17T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-06-15T00:00:00.000",,"138","1"
"13-02864","REPLACE EXISTING EXTERIOR REAR STAIRS","3911 CUTTING BLVD","RICHMOND","94804-3339","3911","513142001",,,,"PULLMAN TOWNSITE LOTS 91011 & 12 BLK 8","364.02","364.02","CUTTING BLVD","4000","2013-12-29T00:00:00.000","0",,"2013-07-02T00:00:00.000","2013-07-01T00:00:00.000","REMODEL/REPAIR","2014-01-02T00:00:00.000","BLD COMMERCIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-07-19T00:00:00.000","POINT (-122.332182 37.925463)","134","2"
"ASP16-00125","ALARM CERTIFICATION PROGRAM","421 FIELDSTONE DR","RICHMOND","94806-1858","421","405540088",,"RU16-000079",,"T8236 L167",,,"FIELDSTONE DR",,,"0",,,"2016-07-05T00:00:00.000","RESIDENTIAL",,"PD ALARM SYSTEM PERM",,"APPLIED",,,,"ASP",,"PARCEL",,,,,"POINT (-122.340895 37.989443)",,
"ASP17-00013","ALARM REGISTRATION / SFD","1150 BRICKYARD COVE RD","RICHMOND","94801-4181","1150","560430015",,,,"TRACT 3637 LOT 49 & 50",,,"BRICKYARD COVE RD","0",,"0",,,"2017-01-24T00:00:00.000","RESIDENTIAL",,"PD ALARM SYSTEM PERM",,"APPLIED","0",,,"ASP","0","PARCEL","0",,,,"POINT (-122.377551 37.910065)",,
"B15-10319","INSTALL CIRCUITS & OUTLETS FOR COMPRESSORS AND","100 CHEVRON WAY","RICHMOND","94801-2016","100","561100040","C14-06938",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","454.42","447.34","CHEVRON WAY","4000","2016-06-04T00:00:00.000","7.08",,"2015-07-07T00:00:00.000","2015-06-22T00:00:00.000","EQUIP UPGRADE","2015-12-07T00:00:00.000","BLD COMMERCIAL",,"FINALED","0","CHM08-001",,"B","0","PARCEL","0",,,"2016-04-17T00:00:00.000","POINT (-122.3879 37.930055)","121","12"
"B15-11175","88SQ FT EXTENSION TO REAR/ CREATE 3RD BEDROOM/ADD TUB TO (E)","37 37TH ST","RICHMOND","94805-2196","37","516230004",,,,"WALLS ADDN LOTS 23 & 24 BLK 155","2799.82","2799.82","37TH ST","54000","2018-06-18T00:00:00.000","0",,"2016-03-01T00:00:00.000","2015-09-10T00:00:00.000","ADDITION","2017-12-20T00:00:00.000","BLD RESIDENTIAL",,"FINALED","88",,,"B","0","PARCEL","0",,,"2016-03-01T00:00:00.000","POINT (-122.334691 37.932051)","595","124"
"B14-00251","T.I. ""ZOE COOKIES"" - NEW INSULATED CEILING & WALL","1080 MARINA WAY","RICHMOND","94804-3741","1080","560531002",,,,"PCL MAP 128 PG 32 PCL B","4961.01","4961.01","MARINA WAY","190000","2015-04-04T00:00:00.000","0",,"2014-04-01T00:00:00.000","2014-01-21T00:00:00.000","TENANT-IMP","2014-10-06T00:00:00.000","BLD COMMERCIAL",,"FINALED","0",,,"B","0","PARCEL","1",,,"2014-08-13T00:00:00.000","POINT (-122.35586 37.916402)","185","51"
"B15-10666","REMOVE ALL ROOF HOUSE & GARAGE & RE-ROOF WITH CLASS A","5843 HUNTINGTON AVE","RICHMOND","94804-5509","5843","507200017",,,,"RICHMOND ANNEX LOTS 31 & 32 BLK 55","386.76","386.76","HUNTINGTON AVE","9211","2016-02-15T00:00:00.000","0",,"2015-07-29T00:00:00.000","2015-07-29T00:00:00.000","REROOF","2015-08-19T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-07-29T00:00:00.000","POINT (-122.30949 37.907349)","16","1"
"13-00807","T/A DRAW DOWN ACCOUNT-MAUCH TRUCKING",,,,,,,,,,"16","16",,"0","2013-08-14T00:00:00.000","0","2013-02-15T00:00:00.000","2013-02-15T00:00:00.000","2013-02-15T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"ISSUED","0",,,"EN","0",,"0",,,"2013-02-20T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"B15-10011","MODIFY FOUNDATION/ PIPE SUPPORTS/ PIPE GUIDES ELECTRICAL","841 CHEVRON WAY","RICHMOND","94801","841","561100043","C14-06938",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","4535.52","3893.37","CHEVRON WAY","363000","2017-11-18T00:00:00.000","642.15",,"2015-07-08T00:00:00.000","2015-05-29T00:00:00.000","EQUIP UPGRADE","2016-12-08T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","400","29"
"13-02723","WRIGHT AVE AND HARBOUR WAY - PM#30924988","WRIGHT AVE. & HAROBOUR WAY",,,,,,,,,"499","499","WRIGHT AVE. & HAROBOUR WAY","0","2013-09-20T00:00:00.000","0","2013-07-10T00:00:00.000","2013-07-10T00:00:00.000","2013-06-20T00:00:00.000","PGE",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0",,"0",,,"2013-07-10T00:00:00.000","POINT (-122.360066 37.921198)",,"15"
"13-04131","REPLACE CARPORT COVER ROOFING INSTALL","2714 BARRETT AVE","RICHMOND","94804-1708","2714","515220019","13-04129",,,"NICH MAC AVE CIV CEN LOTS 3 & 4 BLK 12","187","187","BARRETT AVE","7000","2014-03-11T00:00:00.000","0",,"2013-09-12T00:00:00.000","2013-09-12T00:00:00.000","BLD RESIDENTIAL",,"BLD OTC PLAN CHK",,"ISSUED","0",,,"BLD","0","PARCEL","0",,,"2013-09-12T00:00:00.000","POINT (-122.342012 37.937704)",,"1"
"B16-00012","REPLACE MAIN SERVICE PANEL","2849 GONZAGA AVE","RICHMOND","94806-3113","2849","414141007",,,,"TRACT 2104 LOT 13 BLK 1 LESS MR","273.38","273.38","GONZAGA AVE","2500","2016-07-09T00:00:00.000","0",,"2016-01-04T00:00:00.000","2016-01-04T00:00:00.000","SERVICE NEW","2016-01-11T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2016-01-04T00:00:00.000","POINT (-122.331842 37.968188)","6","1"
"13-00671","T/A DRAW DOWN ACCOUNT-NORTH COUNTIES DEVELOPMENT",,,,,,,,,,"16","16",,"0","2013-08-07T00:00:00.000","0","2013-02-08T00:00:00.000","2013-02-08T00:00:00.000","2013-02-08T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"ISSUED","0",,,"EN","0",,"0",,,"2013-02-11T00:00:00.000","POINT (-119.662127 37.211164)",,"1"
"B16-00094","KITCHEN & BATHROOM REMODEL/INTERIOR PAINTING/PLUMBING","121 LAKESHORE CT","RICHMOND","94804-7422","121","560770120",,,,"T7683 L1 B30 U364","549.66","549.66","LAKESHORE CT","12000","2016-09-03T00:00:00.000","0",,"2016-01-12T00:00:00.000","2016-01-12T00:00:00.000","ALTERATION/REPAIR","2016-03-07T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2016-01-14T00:00:00.000","POINT (-122.344839 37.910385)","40","1"
"13-05590","UPGRADE ELECTRICAL SERVICE FROM 100","4382 NELSON DR","RICHMOND","94803-2303","4382","431132013",,,,"TRACT 2088 LOT 488","251.78","251.78","NELSON DR","2700","2014-05-26T00:00:00.000","0",,"2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","SERVICE UPGRADE","2013-12-13T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2013-11-27T00:00:00.000","POINT (-122.298458 37.970427)","13","1"
"B14-05773","REPLACE SIDING DRY ROTTED SIDING 220 SQ. FT.","2639 LOWELL AVE","RICHMOND","94804-1039","2639","527160016",,,,"PERES ANDRADE LOTS 10 & 11 BLK 5","223.15","223.15","LOWELL AVE","1500","2015-02-22T00:00:00.000","0",,"2014-04-25T00:00:00.000","2014-04-25T00:00:00.000","ALTERATION/REPAIR","2014-08-26T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-04-25T00:00:00.000","POINT (-122.342205 37.949217)","88","1"
"13-05604","5352 FALLON AVE","5352 FALLON AVE","RICHMOND","94804-4711","5352","509210008",,,,"TRACT 2638 LOT 30 BLK 4","464","464","FALLON AVE","7879","2014-01-31T00:00:00.000","0","2013-12-02T00:00:00.000","2013-12-02T00:00:00.000","2013-12-02T00:00:00.000","SEWER REPLACE",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0","PARCEL","0",,,"2013-12-02T00:00:00.000","POINT (-122.318806 37.917901)",,"1"
"B14-07551","LAMPSON CRANE PAD VESSEL 70 FABRICATION","841 CHEVRON WAY","RICHMOND","94801","841","561100043","C14-06938",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","20263.9","12303.4","CHEVRON WAY","4500000","2017-01-21T00:00:00.000","7960.5",,"2014-08-27T00:00:00.000","2014-08-05T00:00:00.000","EQUIP UPGRADE","2016-07-25T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-02-27T00:00:00.000","POINT (-122.390873 37.931244)","515","17"
"13-00478","1417 YORK ST. JOB # 1525656","1417 YORK ST.",,,"1417",,,,,,"0","0","YORK ST.","0","2013-05-05T00:00:00.000","0","2013-01-30T00:00:00.000","2013-01-30T00:00:00.000","2013-01-30T00:00:00.000","EBMUD - 723",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0",,"0",,,,"POINT (-122.368862 37.953795)",,"1"
"13-05797","REMODEL EXISTING 1420 SQ. FT. RESIDENCE","733 GOLDEN GATE AVE","RICHMOND","94801-3713","733","558242008","13-05795",,,"BAY VIEW ADDN 8&9 67","347","347","GOLDEN GATE AVE","60000","2014-06-10T00:00:00.000","0",,"2013-12-12T00:00:00.000","2013-12-12T00:00:00.000","BLD RESIDENTIAL","2013-12-12T00:00:00.000","BLD OTC PLAN CHK",,"FINALED","0",,,"B","0","PARCEL","0",,,"2013-12-12T00:00:00.000","POINT (-122.393353 37.929902)","1","1"
"B15-09791","REPLACE & INSTALL NEW CONDUIT WIRE GOVERNOR & COMBUSTION","841 CHEVRON WAY","RICHMOND","94801","841","561100043","C14-06938",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","592.88","539.81","CHEVRON WAY","30000","2017-02-14T00:00:00.000","53.07",,"2015-05-12T00:00:00.000","2015-05-04T00:00:00.000","EQUIP UPGRADE","2016-08-18T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-06-28T00:00:00.000","POINT (-122.390873 37.931244)","339","7"
"13-02122","937 13TH ST. X LINCOLN AVE PM#41854619","937 13TH ST","RICHMOND","94801-2346","937","530010026",,,,"OVERLAND TR POR LOTS 2122 BLK 3 & TR AD","394","394","13TH ST","0","2013-07-16T00:00:00.000","0","2013-05-16T00:00:00.000","2013-05-16T00:00:00.000","2013-05-15T00:00:00.000","PGE",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0","PARCEL","0",,,"2013-05-16T00:00:00.000","POINT (-122.357412 37.94588)",,"2"
"B15-10974","MODIFY PIPE GUIDES ON VESSEL 731A FCC FLARE STACK.","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","2068.6","2036.72","CHEVRON WAY","17000","2016-06-15T00:00:00.000","31.88",,"2015-10-21T00:00:00.000","2015-08-24T00:00:00.000","EQUIP UPGRADE","2015-12-18T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","85","43"
"B15-09486","STRIP ROOF / OVERLAY 15# FELT/ INSTALL LIFETIME SHINGLES","651 39TH ST","RICHMOND","94805-1805","651","518090011",,,,"GRAND VIEW TERRACE LOT 22 POR 21 BLK 15","365.25","365.25","39TH ST","3500","2015-10-19T00:00:00.000","0",,"2015-03-26T00:00:00.000","2015-03-26T00:00:00.000","REROOF","2015-04-22T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-03-26T00:00:00.000","POINT (-122.331096 37.939608)","20","1"
"B14-07837","T.I. ""HALAL MARKET ""  DEMO NON BEARING WALL","12843 SAN PABLO AVE","RICHMOND","94805-1304","12843","524010008",,,,"RICHMOND CITY CENTER 36 1","248.66","248.66","SAN PABLO AVE","400","2015-05-17T00:00:00.000","0",,"2014-10-31T00:00:00.000","2014-08-18T00:00:00.000","TENANT-IMP","2014-11-18T00:00:00.000","BLD COMMERCIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-11-07T00:00:00.000","POINT (-122.330207 37.946118)","67","55"
"B14-05013","COMPLETE UPGRADE ON ELECTRICAL PLUMBING","411-423 S 23RD ST","RICHMOND","94804-2809","411-423","544192009",,,,"WALLS HARBOR CENTER LOTS 16 TO 19 BLK 34","6080.23","6080.23","S 23RD ST","414215","2017-04-09T00:00:00.000","0",,"2014-03-11T00:00:00.000","2014-03-11T00:00:00.000","REMODEL/REPAIR","2016-10-11T00:00:00.000","BLD COMMERCIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2016-09-14T00:00:00.000","POINT (-122.347657 37.926257)","676","1"
"B15-11767","RELOCATE WATER HEATER AND LAUNDRY HOOK-UP TO GARAGE","3220 ESMOND AVE","RICHMOND","94804-1322","3220","524140005",,,,"RICHMOND CITY CENTER 6 14","369.6","369.6","ESMOND AVE","6800","2016-05-14T00:00:00.000","0",,"2015-11-02T00:00:00.000","2015-11-02T00:00:00.000","ALTERATION/REPAIR","2015-11-16T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2015-11-02T00:00:00.000","POINT (-122.335754 37.945165)","11","1"
"B16-01386","REWIRE & RECONNECT A 50A HOT TUB","330 HAWK RIDGE DR","RICHMOND","94806-5808","330","405580015",,,,"T8235 L15","265.88","265.88","HAWK RIDGE DR","500","2016-12-11T00:00:00.000","0",,"2016-05-17T00:00:00.000","2016-05-17T00:00:00.000","REWIRE/REPAIR","2016-06-14T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2016-05-17T00:00:00.000","POINT (-122.341465 37.986016)","21","1"
"13-01421","654 40TH ST","654 40TH ST","RICHMOND","94805-1810","654","518070014",,,,"GRAND VIEW TERRACE LOT 25 POR 24 BLK 17","632.32","632.32","40TH ST","0","2013-07-02T00:00:00.000","0","2013-04-01T00:00:00.000","2013-04-01T00:00:00.000","2013-04-01T00:00:00.000","SEWER REPAIR",,"ENCROACHMENT",,"ISSUED","0",,,"EN","0","PARCEL","0",,,"2013-04-02T00:00:00.000","POINT (-122.330217 37.939605)",,"1"
"B14-06280","VOLUNTARY SEISMIC RETROFIT/UFP 10'S THROUGHOUT PERIMETER","6108 SANTA CRUZ AVE","RICHMOND","94804-5345","6108","507190006",,,,"RICHMOND ANNEX LOTS 10 & 11 BLK 54","237.82","237.82","SANTA CRUZ AVE","2500","2014-11-24T00:00:00.000","0",,"2014-05-27T00:00:00.000","2014-05-27T00:00:00.000","ALTERATION/REPAIR","2014-05-28T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-05-27T00:00:00.000","POINT (-122.308354 37.90864)","2","1"
"B15-10004","OTC;TEMP POWER FOR STORAGE OF ALKY VFD PCC BUILDING AT 255","841 CHEVRON WAY","RICHMOND","94801","841","561100043","B15-09994",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","1237.29","1175.37","CHEVRON WAY","35000","2016-06-14T00:00:00.000","61.92",,"2015-06-12T00:00:00.000","2015-05-28T00:00:00.000","TEMP POWER","2015-11-09T00:00:00.000","BLD ELC INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-06-28T00:00:00.000","POINT (-122.390873 37.931244)","118","12"
"13-02090","REPLACE (14) WINDOWS (SINGLE HUNG)  REMODEL KITCHEN &","3210 CLINTON AVE","RICHMOND","94804-1418","3210","518190002",,,,"GRAND VIEW TERRACE POR LOTS 3 & 4 BLK 3","1284.31","1284.31","CLINTON AVE","32000","2013-12-11T00:00:00.000","0",,"2013-05-14T00:00:00.000","2013-05-14T00:00:00.000","ALTERATION/REPAIR","2013-06-14T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-05-14T00:00:00.000","POINT (-122.336561 37.941974)","24","1"
"ASP16-00022","ALARM CERTIFICATION PROGRAM","2807 ESMOND AVE","RICHMOND","94804-1313","2807","528132002",,"RU15-000053",,"ALVARADO TRACT LOT 2 POR 1 BLK 8",,,"ESMOND AVE",,,"0",,,"2015-09-21T00:00:00.000","RESIDENTIAL",,"PD ALARM SYSTEM PERM",,"APPLIED",,,,"ASP",,"PARCEL",,,,,"POINT (-122.340687 37.945158)",,
"B15-12021","OTC:  REPLACE (2) PIPE GUIDES ON EXISTING 42"" FCC FLARE","841 CHEVRON WAY","RICHMOND","94801","841","561100043",,,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","260.57","255.88","CHEVRON WAY","2500","2016-06-05T00:00:00.000","4.69",,"2015-12-01T00:00:00.000","2015-11-30T00:00:00.000","REMODEL/REPAIR","2015-12-08T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2016-04-17T00:00:00.000","POINT (-122.390873 37.931244)","7","2"
"13-02213","PANEL UPGRADE 225AMP","4525 UTAH DR","RICHMOND","94803-2421","4525","431144007",,,,"TRACT 2088 353","248.77","248.77","UTAH DR","1000","2013-12-25T00:00:00.000","0",,"2013-05-21T00:00:00.000","2013-05-21T00:00:00.000","SERVICE UPGRADE","2013-06-28T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-05-21T00:00:00.000","POINT (-122.294745 37.970338)","29","1"
"13-05655","200 AMP PANEL UPGRADE; INSTALL 60 AMP","465 MOUNT ST","RICHMOND","94805-2405","465","519231012",,,,"RICH TRAFFIC CTR LOT 36 POR 37 BLK 13","271.55","271.55","MOUNT ST","3700","2014-07-30T00:00:00.000","0",,"2013-12-04T00:00:00.000","2013-12-04T00:00:00.000","SERVICE UPGRADE","2014-01-31T00:00:00.000","BLD ELC RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2013-12-04T00:00:00.000","POINT (-122.321319 37.936052)","43","1"
"13-05720","T/A DRAW DOWN ACCOUNT - BIGGE CRANE & RIGGING","ADK",,,,,,,,,"16","16","ADK","0","2014-06-07T00:00:00.000","0",,,"2013-12-09T00:00:00.000","SINGLE TRIP",,"TRANSPORTATION",,"EXPIRED","0",,,"EN","0",,"0",,,"2014-02-03T00:00:00.000",,,
"B14-04348","CODE COMPLIANCE-FIRE&SMOKE DAMAGE IN HOUSE & GARAGE","4405 FLORIDA AVE","RICHMOND","94804-3482","4405","513101020",,,,"HILLVIEW TRACT LOT 8","421","421","FLORIDA AVE","0","2014-08-03T00:00:00.000","0",,"2014-02-03T00:00:00.000","2014-02-03T00:00:00.000","CODE COMPLIANCE",,"BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,"2014-02-03T00:00:00.000","POINT (-122.32813 37.929329)",,"1"
"13-00218","GARAGE CONVERSION WALL HEATER SHEETROCK","2988 GILMA DR","RICHMOND","94806-2607","2988","414053016","13-00216",,,"TRACT 2097 3 19","187","187","GILMA DR","11000","2013-07-13T00:00:00.000","0",,"2013-01-14T00:00:00.000","2013-01-14T00:00:00.000","BLD RESIDENTIAL",,"BLD OTC PLAN CHK",,"ISSUED","0","PLN12-313",,"BLD","0","PARCEL","0",,,"2013-01-14T00:00:00.000","POINT (-122.329137 37.97529)",,"1"
"B15-00316","DISCOVERY WORK: SUPPORTS FOR LEL MONITOR AT","841 CHEVRON WAY","RICHMOND","94801","841","561100043","12-05583",,,"TRACT 1 POR PCL 2 MAP FILED 2-16-68","395.11","386.26","CHEVRON WAY","5000","2015-07-13T00:00:00.000","8.85",,"2015-01-14T00:00:00.000","2015-01-14T00:00:00.000","EQUIP UPGRADE","2015-01-14T00:00:00.000","BLD INDUSTRIAL",,"FINALED","0","CHM08-001",,"B","0","ADDRESS","0",,,"2015-02-27T00:00:00.000","POINT (-122.390873 37.931244)","1","1"
"B15-00875","ERECT NEW 1457SQ FT 2BED/2-1/2BATH UNIT W/ATTACHED 472SQ FT","1801 MARITIME WAY","RICHMOND","94804","1801","560800030","B15-00847",,,"T8934 L9 B18 U110",,,"MARITIME WAY","0","2016-07-19T00:00:00.000","0",,"2015-03-18T00:00:00.000","2015-03-18T00:00:00.000","NEW MULTI-FAMILY","2016-01-21T00:00:00.000","BLD RESIDENTIAL",,"FINALED","0",,,"B","0","PARCEL","0",,,,"POINT (-122.347119 37.917418)","222","1"
"13-01816","REPLACE EXISTING SINGLE WALL FURNACE","1827 RHEEM AVE","RICHMOND","94801-2546","1827","530100017",,,,"FAY ANDRADE LOTS 33 & 34 BLK 8","250.65","250.65","RHEEM AVE","1500","2013-11-02T00:00:00.000","0",,"2013-04-26T00:00:00.000","2013-04-26T00:00:00.000","HVAC REPLACE","2013-05-06T00:00:00.000","BLD MCH RESIDENTIAL",,"FINALED","0",,,"BLD","0","PARCEL","0",,,"2013-04-26T00:00:00.000","POINT (-122.351366 37.949579)","7","1"
"13-02571","T/O EXIST- NAIL 1/2"" OSB AND OVERLAY 15#","6306 MONTE CRESTA AVE","RICHMOND","94806-4246","6306","419193002",,,,"TRACT 3131 LOT 2 BLK 5","345.46","345.46","MONTE CRESTA AVE","7200","2013-12-10T00:00:00.000","0",,"2013-06-12T00:00:00.000","2013-06-12T00:00:00.000","REROOF",,"BLD RESIDENTIAL",,"ISSUED","0",,,"BLD","0","PARCEL","0",,,"2013-06-12T00:00:00.000","POINT (-122.31805 37.956724)",,"1"
"B15-11408","FURANCE REPLACEMENT","1224 FAIRWAY DR","RICHMOND","94803-1264","1224","426362004",,,,"TR 4705 LOT 39","504.54","504.54","FAIRWAY DR","3280","2016-04-02T00:00:00.000","0",,"2015-10-05T00:00:00.000","2015-10-05T00:00:00.000","HVAC REPLACE",,"BLD MCH RESIDENTIAL",,"CANCELLED","0",,,"B","0","PARCEL","0",,,"2015-10-29T00:00:00.000","POINT (-122.315386 37.981314)",,"1"
