"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.80585700","-84.24676600","247 HALF HILL RD","PENDLETON COUNTY","KY","41043","2019-02-22T00:00:00.000","2019","211919301002035","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.28035100","-84.91766100","28152 CHAPPELOW HILL RD","LOGAN TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802021002","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7828892","-84.7315652","325 VALLEYVIEW DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021060","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.77034300","-84.70667800","795 CONCORD RD","GRANT COUNTY","KY","41092","2019-02-15T00:00:00.000","2019","210819201002006","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","290580","FRONTIER COMMUNICATIONS CORPORATION","CTZENS-FRNTR-VOL ST","36.136909","-85.390183","6751 ROCKY POINT RD","COOKEVILLE","TN","38506","2016-09-06T00:00:00.000","2016","471410013001029","6458","1",,,"10 Mbps/1 Mbps",,,,"2126604"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7283992","-84.8529154","4550 HWY 455","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011013","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.427026","-83.185562","7383 SW 38TH AVE","JASPER","FL","32052","2019-01-01T00:00:00.000","2019","120479602001090","17891","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"5236620"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.414233","-103.489316","1409 S CEDAR ST","PECOS","TX","79772","2019-01-01T00:00:00.000","2019","483899503002114","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.53635800","-84.64822900","2605 OXFORD MIDDLETOWN RD","MILFORD TOWNSHIP","OH","45013","2019-10-25T00:00:00.000","2019","390170103022079","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7266694","-84.8433308","5277 HWY 455","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011131","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","361414","WINDSTREAM HOLDINGS, INC.","WINDSTREAM COMMUNICATIONS, INC.","45.539310","-93.711018","17370 313TH AVE","PRINCETON","MN","55371","2019-01-01T00:00:00.000","2019","271410302002048","4440","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"1519860"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.407359","-83.080901","328 RIDGEVIEW LN","LAVONIA","GA","30553","2019-11-15T00:00:00.000","2019","131479602002069","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7259457","-84.8839157","1275 VERA CRUZ RD","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601012137","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.651090","-80.552680","83 RED BUD DRIVE","SINKS GROVE","WV","24976","2015-12-31T00:00:00.000","2015","540639502002002","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","545170","AT&T INC.","PACIFIC BELL","37.403456","-122.033265","809 ELEVENTH AVE FL 1","SUNNYVALE","CA","94089","2019-12-31T00:00:00.000","2019","060855046021166","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.623443","-84.178702","354 BETHLEHEM RD","WACO","KY","40385","2019-01-01T00:00:00.000","2019","211510111002006","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.728165600","-84.97966570","25 PEACEFUL RD","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012189","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","285184","AT&T INC.","SO CENTRAL BELL-MS","30.979035","-88.721091","109 MAIN STREET MERRILL","LUCEDALE","MS","39452","2016-12-31T00:00:00.000","2016","280399503022016","133981","1",,,"10 Mbps/1 Mbps",,,,"66592410"
"CAF II","431965","WINDSTREAM HOLDINGS, INC.","WINDSTREAM OK","36.435167","-96.386362","844 STALLARD RD","HOMINY","OK","74035","2019-01-01T00:00:00.000","2019","401139400012128","16741","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"7788216"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.946054","-83.671918","4885 LAUREL MOUNTAIN RD","HIAWASSEE","GA","30546","2019-01-01T00:00:00.000","2019","132819603001008","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.339736","-83.179347","2730 STATE HIGHWAY 1704","OLIVE HILL","KY","41164","2019-11-15T00:00:00.000","2019","210439602001008","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.212325","-84.559731","695 HARGIS LN","EUBANK","KY","42567","2019-01-01T00:00:00.000","2019","211999301001033","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.819612","-96.594225","9422 SOUTHERN SKY RD","LINCOLN","NE","68505","2019-01-01T00:00:00.000","2019","311090037171075","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","39.523794","-87.677434","3487 IL HIGHWAY 1","PARIS","IL","61944","2015-12-31T00:00:00.000","2015","170450705003219","56001","1",,,"10 Mbps/1 Mbps",,,,"27125766"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.574562000","-84.447392000","11013 HWY 330 W","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002066","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","305150","AT&T INC.","OHIO BELL TEL CO","40.634248","-80.816461","18569 OAK GROVE RD","SALINEVILLE","OH","43945","2019-12-31T00:00:00.000","2019","390299512003012","37603","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14802504"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.708712300","-84.96606030","4080 HWY 184","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012191","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","34.727010","-100.518780","14437 HIGHWAY 256","MEMPHIS","TX","79245","2019-01-01T00:00:00.000","2019","481919505001005","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","245194","AT&T INC.","SOUTHERN BELL-SC","34.864037","-82.875267","177 CREEK STONE CT","SIX MILE","SC","29682","2016-12-31T00:00:00.000","2016","450770102001075","30458","1",,,"10 Mbps/1 Mbps",,,,"9689448"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.708349500","-84.96603760","4114 HWY 184","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012191","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.716111600","-84.97671580","519 FURNISH RD","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012191","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.414351","-103.507072","1305 S IOWA ST","PECOS","TX","79772","2019-01-01T00:00:00.000","2019","483899504002002","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.316204","-78.475263","2269 SMITH HILL RD","WEEDVILLE","PA","15868","2019-11-15T00:00:00.000","2019","420479509001156","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","290580","FRONTIER COMMUNICATIONS CORPORATION","CTZENS-FRNTR-VOL ST","36.291041","-88.616468","192 THOMASON RD","DRESDEN","TN","38225","2015-12-31T00:00:00.000","2015","471839684003019","6458","1",,,"10 Mbps/1 Mbps",,,,"1707940"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.499244","-88.177913","100 N 5TH ST","CHARLESTON","IL","61920","2016-12-01T00:00:00.000","2016","170290005003020","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.729157","-95.855028","28103 TWIN KNOLLS LN","FULSHEAR","TX","77441","2016-12-01T00:00:00.000","2016","481576732002122","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","43.059313","-83.147948","948 MITCHELL LAKE RD","ATTICA","MI","48412","2016-06-29T00:00:00.000","2016","260873385001003","68512","1",,,"10 Mbps/1 Mbps",,,,"21733860"
"CAF II","230476","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NC","35.289581","-82.172986","3611 NC 108 HWY","COLUMBUS","NC","28722","2019-01-01T00:00:00.000","2019","371499202003090","6988","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"1952076"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.75125000","-84.70798400","7330 NAPOLEON ZION STATION RD","GRANT COUNTY","KY","41035","2019-02-08T00:00:00.000","2019","210819201002042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.011522","-84.588690","745 BEND OF THE LAKES RD","SOMERSET","KY","42501","2019-11-15T00:00:00.000","2019","211999308001061","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.533658","-94.969612","13583 S FM 1911","WELLS","TX","75976","2016-12-01T00:00:00.000","2016","480739510003095","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.996554","-89.789203","1060 CZECH AVE","FRIENDSHIP","WI","53934","2016-08-09T00:00:00.000","2016","550019502011152","76735","1",,,"10 Mbps/1 Mbps",,,,"30983712"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","42.116195","-85.159082","6950 R DR S","ATHENS","MI","49011","2016-08-26T00:00:00.000","2016","260250028003044","68512","1",,,"10 Mbps/1 Mbps",,,,"21733860"
"CAF II","170149","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-BREEZEWOOD","41.577253","-75.660489","57 JORDAN HOLLOW RD","DALTON","PA","18414","2015-12-31T00:00:00.000","2015","420691102012067","11031","1",,,"10 Mbps/1 Mbps",,,,"10127904"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.558070","-85.718520","1675 CAMPBELLSVILLE RD","HODGENVILLE","KY","42748","2019-01-01T00:00:00.000","2019","211239601024017","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","44.097839","-89.908454","1744 BROWNDEER AVE","ARKDALE","WI","54613","2019-12-31T00:00:00.000","2019","550019502022061","76735","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","39.917240","-80.398680","197 DIVIDING RIDGE RD","GRAYSVILLE","PA","15337","2019-01-01T00:00:00.000","2019","420599704002077","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","431965","WINDSTREAM HOLDINGS, INC.","WINDSTREAM OK","35.515252","-96.979666","103442 S 3380 RD","MEEKER","OK","74855","2019-01-01T00:00:00.000","2019","400819614002027","16741","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"7788216"
"CAF II","545170","AT&T INC.","PACIFIC BELL","34.115807","-118.003869","2650 3_4 PECK RD","MONROVIA","CA","91016","2019-12-31T00:00:00.000","2019","060374046002104","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.186209","-94.368130","205 PLEASURE DR","ZAVALLA","TX","75980","2019-11-15T00:00:00.000","2019","480050012003045","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7187176","-84.8431413","585 HERITAGE DR","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","45.198528","-69.287819","294 WHARFF RD","GUILFORD","ME","04443","2019-01-01T00:00:00.000","2019","230219606002022","35500","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"13289220"
"ACAM","220377","PINELAND TEL COOP","PINELAND TEL COOP","33.035337","-82.651837","3944 S SPARTA DAVISBORO RD","DAVISBORO","GA","31018","2017-06-06T00:00:00.000","2017","133039505001019","1987","1",,,"1 Gbps/500 Mbps",,,,"4489915.56"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.043724","-72.570869","242 TWIN POND RD","BROOKFIELD","VT","05036","2019-01-01T00:00:00.000","2019","500179593001002","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.717835","-85.218951","2460 LINCOLN PARK RD","SPRINGFIELD","KY","40069","2019-12-31T00:00:00.000","2019","212299302002054","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","445216","AT&T INC.","SOUTHWESTERN BELL-TX","33.263955","-96.789349","417 BARNSTORM DR","CELINA","TX","75009","2016-12-31T00:00:00.000","2016","480850303051116","98432","1",,,"10 Mbps/1 Mbps",,,,"42078420"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.972903","-83.168320","191 BEE GUM HOLLOW LN","CLAYTON","GA","30525","2019-01-01T00:00:00.000","2019","132419702021007","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.682562","-72.393540","2593 VT ROUTE 14","HARTFORD","VT","05001","2019-01-01T00:00:00.000","2019","500279655021047","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.269245","-86.127016","1104 BUZZARD ROOST RD","MAMMOTH CAVE","KY","42259","2019-11-15T00:00:00.000","2019","210619203002027","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","255181","AT&T INC.","SO CENTRAL BELL-AL","33.889989","-85.865173","1950 MOUNT GILEAD RD","JACKSONVILLE","AL","36265","2019-12-31T00:00:00.000","2019","010150025023038","66766","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"23161776"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.142256","-96.147395","3243 350TH ST","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670702003016","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.906373","-89.576755","W8390 DYKE CT","WESTFIELD","WI","53964","2015-12-31T00:00:00.000","2015","550779601002129","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.248556","-92.386936","5 RITCHSCOTT ST","GREENBRIER","AR","72058","2019-01-01T00:00:00.000","2019","050450301021012","32312","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.118105","-96.351209","3664A DOGWOOD AVE","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670704001124","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.806544","-95.843777","2718 COASTAL TRL","KATY","TX","77493","2019-12-21T00:00:00.000","2019","484736801001010","5088","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1915320"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.419452","-78.693151","9718 ROUTE 219","WEST VALLEY","NY","14171","2019-01-02T00:00:00.000","2019","360099603002053","45610","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17406372"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.807483","-72.972793","1170 HILL RD","FAIRFIELD","VT","05448","2019-01-01T00:00:00.000","2019","500110104001058","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.28715600","-84.88441300","28665 BARBER RD","LOGAN TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802021002","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7816654","-84.7375852","15 RALEIGH LN","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021060","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.546841","-83.000752","1402 CUB RUN","GREENUP","KY","41144","2019-01-01T00:00:00.000","2019","210890407003005","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","29.744340","-95.881903","29703 BREAKWATER DR","KATY","TX","77494","2019-12-14T00:00:00.000","2019","481576732002067","5088","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1915320"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.700069","-87.263705","6924 HORRELL RD","OWENSBORO","KY","42301","2019-12-31T00:00:00.000","2019","210590018002117","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.557914000","-84.448785000","978 JACKS BRANCH RD","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002070","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","361414","WINDSTREAM HOLDINGS, INC.","WINDSTREAM COMMUNICATIONS, INC.","45.248339","-94.122223","6598 COUNTY ROAD 5","ANNANDALE","MN","55302","2019-01-01T00:00:00.000","2019","271711004004032","4440","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1519860"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","46.050018","-68.518824","1018 SHIN POND RD","MOUNT CHASE","ME","04765","2019-01-01T00:00:00.000","2019","230190290002038","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.512537","-117.316561","42486 HARKEY CIR","MURRIETA","CA","92562","2017-10-17T00:00:00.000","2017","060650497002059","90224","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"35721414"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.755461","-88.130586","N5957 HILLTOP LN","GLENBEULAH","WI","53023","2015-12-31T00:00:00.000","2015","551170104002077","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.75442700","-84.69992800","6770 NAPOLEON ZION STATION RD","GRANT COUNTY","KY","41035","2019-02-08T00:00:00.000","2019","210819201002042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","36.845300","-84.806460","1792 HIGHWAY 1275","MONTICELLO","KY","42633","2019-01-01T00:00:00.000","2019","212319202001003","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","36.222030","-93.534790","187 COUNTY ROAD 514","BERRYVILLE","AR","72616","2019-01-01T00:00:00.000","2019","050159505005062","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","37.040703","-121.527771","3030 DRYDEN AVE","GILROY","CA","95020","2017-11-27T00:00:00.000","2017","060855126022016","90224","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"35721414"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.530752","-75.314867","583 PITTSLEY RD","MORRIS","NY","13808","2015-12-31T00:00:00.000","2015","360775915004045","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","43.082845","-82.578996","6125 WILDCAT RD","GRANT TOWNSHIP","MI","48032","2017-09-07T00:00:00.000","2017","261476556003037","68512","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.836544","-82.674197","140 SW MARINE GLN","FORT WHITE","FL","32038","2019-01-01T00:00:00.000","2019","120231109032045","17891","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"5236620"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.574598","-67.974022","667 UNIONVILLE RD","STEUBEN","ME","04680","2019-01-01T00:00:00.000","2019","230299565002028","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.242581","-94.644193","8327 FM 326","LUFKIN","TX","75901","2016-12-01T00:00:00.000","2016","480050011002036","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.759564","-116.249677","81098 AVENIDA VIDRIO","INDIO","CA","92203","2015-12-31T00:00:00.000","2015","060650452281056","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","30.980816","-95.410819","3642 S STATE HIGHWAY 19","TRINITY","TX","75862","2019-09-10T00:00:00.000","2019","484559503002016","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","43.552844","-82.825761","4495 CHEVINGTON ROAD","DECKERVILLE","MI","48427","2019-12-19T00:00:00.000","2019","261519702001070","68512","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"ACAM","220377","PINELAND TEL COOP","PINELAND TEL COOP","32.905437","-82.587886","253 SALTER RD A","DAVISBORO","GA","31018","2017-06-06T00:00:00.000","2017","133039505002105","1987","1",,,"1 Gbps/500 Mbps",,,,"4489915.56"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7885337","-84.7036576","9330 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","40.574977","-82.331848","3317 TOWNSHIP ROAD 1079","PERRYSVILLE","OH","44864","2016-08-16T00:00:00.000","2016","390059711004086","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.393719","-71.913876","397 LAWRENCE RD","WATERFORD","VT","05819","2019-01-01T00:00:00.000","2019","500059579001036","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
