"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Brandywine Heights Elementary School","21070","School","Brandywine Hts Area Sch Dist","126262","School District","0012594404","Active",,,,"445 W Barkley St",,"Topton","Berks","PA","19562","1702","445 W Barkley St",,"Topton","Berks","PA","19562","1702","610-682-5100","thovoe@bhasd.org","www.bhasd.org","Thomas Voelker",,"40.501205","-75.706018","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"419",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","759",,,,,,"419","0","0","149","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","thovoe@bhasd.org","2021-02-11T14:18:00.000"
"Kent City Elementary School","57576","School","Kent City Comm School District","131491","School District","0011589330","Active",,,,"29 College St",,"Kent City","Kent","MI","49330","9483","29 College St",,"Kent City","Kent","MI","49330","9483","616-678-4181",,,"Maureen Fleet",,"43.2212557","-85.75035","Rural",,"No","No","No","No","No","A number for each school in the district",,"687",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","05711","41150",,,,,"687","0","0","462","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T11:12:00.000"
"Albany Community School","5006","School","Orleans Central S U 34","122219","School District",,"Active",,,,"Hc 65 Box 2300",,"Albany","Orleans","VT","05820","7902","Hc 65 Box 2300",,"Albany","Orleans","VT","05820","7902","802-755-6168","hwright@ocsu.org",,"Crista Perkins",,"44.68733","-72.31248","Rural",,"No","No","No","No","No","A number for each school in the district",,"116",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"116","0","0","88","Yes","0.47",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update 2020","2022-01-31T16:12:00.000"
"Peninsula High School","108047","School","San Mateo Un High Sch District","144161","School District",,"Active",,,,"860 Hinckley Road",,"Bulingame","San Mateo","CA","94010",,"860 Hinckley Road",,"Bulingame","San Mateo","CA","94010",,"650-583-3016",,,"Simon Bettis",,"37.59797","-122.369432","Urban",,"No","No","No","No","No","A number for each school in the district",,"212",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"172","0","0","139","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","bramirez@infinitycomm.com","2021-12-07T20:15:00.000"
"Esparto High School","111336","School","Esparto Unif School District","144551","School District","0012000485","Active",,,,"17121 Yolo Ave",,"Esparto","Yolo","CA","95627",,"Po Box 69",,"Esparto","Yolo County","CA","95627","0069","530-787-3405","no@email.com",,"Rebecca Spiva",,"38.691466","-122.015071","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"360",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","57 72686 5732904",,,,,,"360","0","0","249","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","scichella@csmcentral.com","2020-11-19T17:56:00.000"
"Central Services Office","17029567","Non-Instructional Facility (Nif)","Glen Ellyn School District 41","135397","School District",,"Active",,,,"793 Main Street",,"Glen Ellyn","Dupage","IL","60137",,"793 Main Street",,"Glen Ellyn","Dupage","IL","60137",,"000-000-0000",,,"Andrew Peterman",,"41.892473","-88.063244",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2021-08-20T10:57:00.000"
"Gabbs Elementary School","100101","School","Nye County School District","143398","School District",,"Active",,,,"511 E Ave",,"Gabbs","Nye","NV","89409",,"Po Box 147",,"Gabbs","Nye","NV","89409","0147","702-285-2692",,,"Raymond Ritchie",,"38.8583165","-117.9315782","Rural",,"No","No","No","No","No","A number for each school in the district",,"24",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12305","12","32","360","575",,"24","0","0","21","Yes","0.5455",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T10:56:00.000"
"Central Orleans Family Education Center","17023654","School","Orleans Central S U 34","122219","School District",,"Active",,,,"130 Kinsey Road",,"Barton","Orleans","VT","05822",,"130 Kinsey Road",,"Barton","Orleans","VT","05822",,"802-525-1204",,"www.ocsu.org","Crista Perkins",,"44.752338","-72.190887","Rural",,"No","No","No","No","No","A number for each school in the district",,"53",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"53","19","19","50","Yes","0.5849",,,"No","No","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update 2020","2022-01-31T16:12:00.000"
"Administration Office","17026470","Non-Instructional Facility (Nif)","Mount Ephraim Borough Sch Dist","123230","School District",,"Active",,,,"225 W. Kings Highway",,"Mt. Ephraim","Camden","NJ","08059",,"225 W. Kings Highway",,"Mt. Ephraim","Camden","NJ","08059",,"856-931-4134",,,"Christopher Eberly",,"39.881034","-75.090252",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-19T15:36:00.000"
"Richmond Juvenile Detention Home","16084868","School","Richmond Public Schools","126510","School District",,"Active",,,,"1700 Oliver Hill Way",,"Richmond","Richmond City","VA","23219","1234","1700 Oliver Hill Way",,"Richmond","Richmond City","VA","23219","1234","804-646-3470",,,"Monique Yates",,"37.549195","-77.424504","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"0",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"0","0","0","0","Yes","0.97",,,"No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","amajewski@e-ratecentral.com","2021-12-07T13:40:00.000"
"Bradford School District","129906","School District",,,,"0002993780","Active","443018468","2019-10-22T15:01:00.000","Certified","760 Railroad Avenue",,"Bradford","Miami","OH","45308","1160","760 Railroad Avenue",,"Bradford","Miami","OH","45308","1160","937-448-2770","Csurber@bradford.k12.oh.us",,"Carla Surber","Carla Surber","40.124791","-84.458019",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,"045229",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","derrick.hill@usac.org","2021-01-14T13:01:00.000"
"Aubrey Indep School District","140913","School District","Esc Region 11 Consortium","17002993","Consortium","0005789012","Active",,,,"415 Tisdell Ln",,"Aubrey","Denton","TX","76227","5109","415 Tisdell Ln",,"Aubrey","Denton","TX","76227","5109","940-668-1554","RNeal@vstservices.com","http://www.aubreyisd.net/site/default.aspx?PageID=1","Jennifer Hazen","Jennifer Hazen","33.306523","-96.980725",,,"No","No","Yes","No","No","One number for my whole district","2572",,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","61907","61907",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","aaron.richardson@usac.org","2021-08-20T10:51:00.000"
"Cooper Middle School","225117","School","Cobb County School District","127276","School District","0013013925","Active",,,,"4605 Ewing Road",,"Austell","Cobb","GA","30106",,"4605 Ewing Road",,"Austell","Cobb","GA","30106",,"770-819-2438","cooper@cobbk12.org",,"Sinneshia Byrdsong",,"33.841704","-84.634524","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0502","633",,,,,"1114","0","0","788","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"Keheley Elementary School","32265","School","Cobb County School District","127276","School District","0013030671","Active",,,,"1985 Kemp Rd",,"Marietta","Cobb","GA","30066","1362","1985 Kemp Rd",,"Marietta","Cobb","GA","30066","1362","678-494-7836","keheley@cobbk12.org",,"Sinneshia Byrdsong",,"34.058928","-84.495205","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0187","633",,,,,"476","0","0","111","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"Three Bridges Elem School","9776","School","Readington Township Sch Dist","123570","School District",,"Active",,,,"480 Main St",,"Three Bridges","Hunterdon","NJ","08887",,"Po Box 443",,"Three Bridges","Hunterdon County","NJ","08887","0443","908-782-2141",,,"Gaye Villa",,"40.522515","-74.795389","Urban",,"No","No","No","No","No","A number for each school in the district",,"303",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"303","0","0","17","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","rbeck@eratespecialist.org","2020-11-19T12:22:00.000"
"Rowan Reap","43406","School",,,,"0012346490","Closed",,,,"136 W Ash St",,"Jackson","Hinds","MS","39203",,"136 W Ash St",,"Jackson","Hinds","MS","39203",,"601-960-5349","eclark@jackson.k12.ms.us",,,,"32.315103","-90.191677","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"87",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","74","28",,,,,"87","0","0","84","Yes","0.6",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-02-11T12:27:00.000"
"Maple Grove","16075802","School","Athens School District","133205","School District",,"Active",,,,"1290 Cty Rd F",,"Athens","Marathon","WI","54411",,"1290 Cty Rd F",,"Athens","Marathon","WI","54411",,"715-536-7684",,,"Bev Braun",,"45.091016","-89.963699","Rural",,"No","No","No","No","No","A number for each school in the district",,"82",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"80","0","0","29","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mdailey@cesa9.org","2021-12-07T16:17:00.000"
"New Boston High School","86640","School","New Boston Indep Sch District","140652","School District",,"Active",,,,"1 W Lion Dr",,"New Boston","Bowie","TX","75570","3210","1 W Lion Dr",,"New Boston","Bowie","TX","75570","3210","903-628-6551",,,"Timothy Williams",,"33.4566434","-94.4199773","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"337",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"337","0","0","174","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","twilliams@nbschools.net","2021-12-07T13:29:00.000"
"Yeshivah Of Flatbush Elementary School","17030397","School","Yeshivah Of Flatbush Schools","17030396","School District",,"Active",,,,"919 East 10th Street",,"Brooklyn","Kings","NY","11230",,"919 East 10th Street",,"Brooklyn","Kings","NY","11230",,"718-377-4466",,,"Dr Christine Coleman",,"40.62656","-73.966141","Urban",,"No","No","No","No","No","A number for each school in the district",,"568",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"568",,,"196","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",,"2022-01-31T09:15:00.000"
"Duckwater Elementary School","100071","School","Nye County School District","143398","School District",,"Active",,,,"2 Duckwater Rd",,"Duckwater","Nye","NV","89314","3402","2 Duckwater Rd",,"Duckwater","Nye","NV","89314","3402","702-863-0277",,,"Raymond Ritchie",,"38.9515377","-115.7178425","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"6",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12317","12","32","360","188",,"6","0","0","3","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","clenhardt@erateelite.com","2020-11-19T10:48:00.000"
"Chase Middle School","28971","School","Rutherford Co School District","126967","School District",,"Active",,,,"840 Chase High Road",,"Forest City","Rutherford","NC","28043",,"Po Box 649",,"Henrietta","Rutherford","NC","28076","0649","704-657-6373",,,"Kim Carpenter",,"35.270238","-81.846131","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"564","0","0","564","Yes","0.7589",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update","2021-06-20T10:21:00.000"
"Young Elementary School","168408","School","Indian Prairie C U Dist 204","135747","School District",,"Active",,,,"800 Asbury Dr",,"Aurora","Dupage","IL","60504",,"800 Asbury Dr",,"Aurora","Dupage","IL","60504",,"630-375-3800",,,"Rodney Mack",,"41.767172","-88.251759","Urban",,"No","No","No","No","No","A number for each school in the district",,"640",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"640","1","1","122","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mstruwing@clientfirstcg.com","2021-02-11T11:54:00.000"
"Carrsville Elementary School","25279","School","Isle Of Wight County Sch Dist","126520","School District",,"Active",,,,"5355 Carrsville Hwy",,"Carrsville","Isle Of Wight","VA","23315",,"Po Box 128",,"Carrsville","Isle Of Wight","VA","23315","0128","757-562-4054",,,"Eric Cooprider",,"36.71406630000001","-76.8330869","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"267","0","0","126","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T11:03:00.000"
"Buffalo Creek Academy","17024659","School",,,,"0029247947","Active",,,,"528 South Park Ave",,"Buffalo","Erie","NY","14204",,"528 South Park Ave",,"Buffalo","Erie","NY","14204",,"716-228-8404",,,"Amin Shah","Michael Broderick","42.871218","-78.859854","Urban",,"Yes","No","No","No","No",,,"70",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"70","0","0","70","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mckenna.christler@usac.org","2022-01-31T09:14:00.000"
"Alpaugh Unified School Dist","143837","School District","Cenic-Corporation For Education Network Initiatives In California","225495","Consortium","0012055802","Active",,,,"P.O. Box 9, 5313 Rd 39",,"Alpaugh","Tulare","CA","93201",,"Po Box 9",,"Alpaugh","Tulare","CA","93201","0009","559-949-8413",,,"Troy Hayes","Troy Hayes","35.887732","-119.487342",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","sequoia.daniels@usac.org","2021-01-13T22:03:00.000"
"Oroville Union High School District","144672","School District","Cenic-Corporation For Education Network Initiatives In California","225495","Consortium","0001538586","Active","443004878","2021-08-20T16:56:00.000","Approved","2211 Washington Ave",,"Oroville","Butte","CA","95966","5440","2211 Washington Ave",,"Oroville","Butte","CA","95966","5440","530-538-2300","erate@adtechgroup.com",,"Susan Watts","Susan Watts","39.50937","-121.546838",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,"0461515",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","erate@adtechgroup.com","2020-12-08T16:00:00.000"
"South Phoenix Academy Inc","16068588","School","Skyline Education, Inc.","17005142","School District","0025547837","Active",,,,"7450 S 40th St",,"Phoenix","Maricopa","AZ","85042","6351","7450 S 40th St",,"Phoenix","Maricopa","AZ","85042","6351","623-385-3580",,,"Kj Weihing",,"33.379433","-111.995754","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"318",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","07-85-99-301","07-85-99-000",,,,,"318","0","0","318","Yes","0.78",,,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","kjweihing@skylineschools.com","2021-01-13T21:43:00.000"
"St Mary School","47391","School",,,,"0012947354","Active","443025339","2020-07-07T03:00:00.000","Approved","401 North St",,"Chardon","Geauga","OH","44024","1035","401 North St",,"Chardon","Geauga","OH","44024","1035","440-286-3590",,,"Linda Ropchock","Linda Ropchock","41.589157","-81.208094","Rural",,"Yes","No","No","No","No",,,"167",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"167","0","0","6","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Commitment Batch Update 2020","2021-12-07T09:34:00.000"
"Diego Rivera Learning Complex Performing Arts","16062548","School","Los Angeles Unified School District","143454","School District",,"Active",,,,"6100 S Central Ave",,"Los Angeles","Los Angeles","CA","90001",,"6100 S Central Ave",,"Los Angeles","Los Angeles","CA","90001",,"323-846-2136","email@notprovided.com",,"Christian Ramos",,"33.984123","-118.256116","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"556","0","0","526","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","juana.recinos@lausd.net","2021-12-07T08:53:00.000"
"Mullica Township School Dist","123355","School District","Educational Services Commission Of Nj Consortium (Fka Mrces)","17001451","Consortium","0017183443","Active","443013733","2018-11-16T02:00:00.000","Approved","500 Elwood Road",,"Elwood","Atlantic","NJ","08217",,"Po Box 318",,"Elwood","Atlantic","NJ","08217","0318","609-561-3868",,"https://mullicaschools.com","Karen Gfroehrer","Karen Gfroehrer","38.990089","-74.95251",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","derrick.harrison@usac.org","2020-11-19T15:14:00.000"
"Sunshine Elementary School","28872","School","Rutherford Co School District","126967","School District",,"Active",,,,"231 Toney Rd",,"Bostic","Rutherford","NC","28018","6634","231 Toney Rd",,"Bostic","Rutherford","NC","28018","6634","704-245-0658",,,"Kim Carpenter",,"35.452006","-81.811582","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","400","800",,,,,"206","0","0","206","Yes","0.7589",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-06-20T10:26:00.000"
"Nettleton High School","43049","School","Nettleton School District","128584","School District",,"Active",,,,"165 Mullen Avenue",,"Nettleton","Itawamba","MS","38858",,"Po Box 409",,"Nettleton","Lee County","MS","38858","0409","601-963-2306","hrogers@nettleton.k12.ms.us",,"Elsie Beard",,"34.091021","-88.618525","Rural",,"No","No","No","No","No","A number for each school in the district",,"390",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","4111006","28","28","03090",,,"390","0","0","356","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","hrogers@nettleton.k12.ms.us","2021-01-14T19:25:00.000"
"Whitehouse Elementary School","9777","School","Readington Township Sch Dist","123570","School District",,"Active",,,,"50 Whitehouse Avenue",,"Whitehouse Station","Hunterdon","NJ","08889","0157","50 Whitehouse Avenue",,"Whitehouse Station","Hunterdon","NJ","08889","0157","908-534-4411",,,"Gaye Villa",,"40.615009","-74.759529","Rural",,"No","No","No","No","No","A number for each school in the district",,"307",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"307","0","0","30","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","rbeck@eratespecialist.org","2020-11-19T12:24:00.000"
"Baker Elementary School","32428","School","Cobb County School District","127276","School District","0013007570","Active",,,,"2361 Baker Rd Nw",,"Acworth","Cobb","GA","30101","3602","2361 Baker Rd Nw",,"Acworth","Cobb","GA","30101","3602","770-975-6629","baker@cobbk12.org",,"Sinneshia Byrdsong",,"34.056938","-84.622799","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0189","633",,,,,"857","0","0","312","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"Montross Middle School","24652","School","Westmoreland Co School Dist","126448","School District","0013037288","Active",,,,"State Rt 3",,"Montross","Westmoreland County","VA","22520",,"Po Box 457",,"Montross","Westmoreland County","VA","22520","0457","804-493-9818",,,"Chris Evans",,"37.518682","-77.403318","Rural",,"No","No","No","No","No","A number for each school in the district",,"336",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"336","0","0","332","Yes","0.617",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","rbeck@eratespecialist.org","2020-11-19T11:09:00.000"
"Marysville High School","111955","School","Marysville Jt Unif School Dist","144623","School District",,"Active",,,,"12 E 18th St",,"Marysville","Yuba","CA","95901","3751","12 E 18th St",,"Marysville","Yuba","CA","95901","3751","530-741-6180",,,"Bryan Williams",,"39.154812","-121.585297","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"1061",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"1061","0","0","1019","Yes","0.5997",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","bwilliams@mjusd.k12.ca.us","2022-08-25T11:43:00.000"
"St Stephen Of Hungary School","10103","School",,,,"0021613633","Active","443025947","2019-02-18T10:21:00.000","Approved","408 E 82nd St",,"New York","New York","NY","10028","5902","408 E 82nd St",,"New York","New York","NY","10028","5902","212-288-1989",,,"Brad Slepian",,"40.77391859999999","-73.9505891","Urban",,"Yes","No","No","No","No",,,"369",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"369","0","0","14","No",,"Survey",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","annisha.jones@usac.org","2021-01-13T21:47:00.000"
"West Central Education Center","17010604","Non-Instructional Facility (Nif)","Greencastle Comm School Corporation","130241","School District",,"Active",,,,"117 East Montgomery Street",,"Francesville",,"IN","47946",,"117 East Montgomery Street",,"Francesville",,"IN","47946",,"765-653-2727",,,"Michele Tracy",,"40.985009","-86.881142",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2022-01-31T11:35:00.000"
"Lake Region Union High School","5045","School","Orleans Central S U 34","122219","School District",,"Active",,,,"317 Lake Region Road",,"Orleans","Orleans","VT","05860","9604","317 Lake Region Road",,"Orleans","Orleans","VT","05860","9604","802-754-6521","hwright@ocsu.org",,"Crista Perkins",,"44.782604","-72.220649","Rural",,"No","No","No","No","No","A number for each school in the district",,"366",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"366","0","0","168","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2020","2022-01-31T16:12:00.000"
"Denver Montessori Junior-Senior High School","17013182","School",,,,"0011753191","Active",,,,"4250 Shoshone St",,"Denver","Denver","CO","80211","1839","4250 Shoshone St",,"Denver","Denver","CO","80211","1839","720-424-2600",,,,,"39.774734","-105.009388","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"0",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","2167",,,,,,"0","0","0","0","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","ssmith@csmcentral.com","2021-01-13T21:32:00.000"
"Penn Hills Dart Classroom","16041765","Non-Instructional Facility (Nif)",,,,,"Closed",,,,"Redeemer Lutheran Church","700 Idaho Avenue","Verona","Allegheny","PA","15147",,"475 East Waterfront Drive",,"Homestead","Allegheny","PA","15120","1144","412-592-3160",,,,,"40.50215","-79.8353",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-01-14T16:09:00.000"
"Desoto Isd Agriculture","17032009","Non-Instructional Facility (Nif)","Desoto Indep School District","140494","School District",,"Active",,,,"1221 S Westmoreland Dr",,"Desoto","Dallas","TX","75115",,"1221 S Westmoreland Dr",,"Desoto","Dallas","TX","75115",,"972-223-6666",,"http://www.desotoisd.org/","Shon Joseph",,"32.570199","-96.877325",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2022-08-25T08:13:00.000"
"Christoval Indep School Dist","141195","School District","Netxv","221711","Consortium","0015595838","Active","443021654","2019-09-06T02:00:00.000","Approved","20454 Toe Nail Trail",,"Christoval","Tom Green","TX","76935",,"Po Box 162",,"Christoval","Tom Green","TX","76935","0162","325-896-2355",,"www.christovalisd.org","Joshua Terrill","Joshua Terrill","31.177073","-100.49004",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","avoight@esc12.net","2021-12-07T16:20:00.000"
