"application_number","form_version","form_pdf","application_status","application_nickname","filing_window","applicant_name","billed_entity_address","billed_entity_city","billed_entity_state","billed_entity_zip_code","billed_entity_zip_code_ext","billed_entity_number","fcc_registration_number","applicant_type","applicant_subtype","contact_name","contact_phone","contact_email","consulting_firm","total_student_count","urban_rural_status","selected_members_entity_data","total_count_of_selected_members","unmet_student_needs_1","unmet_student_needs_2","unmet_student_needs_3","unmet_student_needs_4","unmet_student_needs_5","unmet_student_needs_6","unmet_student_needs_7","unmet_student_needs_8","unmet_student_needs_9","unmet_student_needs_10","unmet_student_needs_11","unmet_student_needs_12","total_funding_commitment_request_amount","certified_datetime","window_status","last_updated_datetime","funding_request_number","funding_request_status","funding_request_nickname","service_type","agreement_contract_type","service_provider_name","service_provider_identification_number","service_start_date","service_end_date","invoicing_method","new_construction_self_provisioned_network","funding_request_narrative","frn_recurring_charges","frn_one_time_charges","frn_total_charges","frn_approved_amount","recipients_of_service_entity_data","frn_total_count_of_recipients_of_service","invoice_deadline_date","service_delivery_date","obligation_file","fcdl_date","fcdl_comment_for_frn","frn_authorized_disbursement","frn_line_id","product_type","product_make","product_model","connection_type","bandwidth_download","bandwidth_upload","firewall_included","network_equipment_type","network_equipment_make_model","monthly_recurring_unit_cost","monthly_quantity","line_id_months_of_service","line_total_recurring_costs","one_time_unit_cost","one_time_unit_quantity","line_total_one_time_costs","line_total_cost"
"ECF202107049","Current",,"Committed","ECF Connectivity FY 22","ECF Window 1","HAMPSHIRE REG SCHOOL DISTRICT","19 STAGE RD","WESTHAMPTON","MA","01027","9655","120023","0009490889","School District","Public School District","Bobbie Jones","413-527-7200","bjones@hr-k12.org",,"1817","Rural",,,"942","357","357","1406","135","135","170","325","139","0","0","0","184235.72","2021-08-06T15:07:15.000","In Window","2021-10-25T14:51:26.000","ECF2190010735","Funded","Laptops Apple","Equipment","Non-Contracted","APPLE INC",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"This request is to provide devices to students who do not have access to a suitable device that meets our learning requirements. These devices will provide equitable access to the district’s digital curriculum.","0","13880","13880","13880",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","The funding request amount for Connected Device was reduced from $779.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.","13880","1","Laptops","Apple","Macbook Air",,,,,,,"0","0","0","0","400","20","8000","8000"
"ECF202200403","Current",,"Committed","HS iPads 22-23","ECF Window 3","FARIBAULT SCHOOL DISTRICT 0656","710 17TH ST SW","FARIBAULT","MN","55021","1909","133521","0012125332","School District","Public School District","Casey Rutherford","507-333-6065","crutherford@faribault.k12.mn.us","{E-RATE COMPLETE|16043592}","3652","Rural",,,"1200","200","200","3100","300","300","1108","300","300","0","0","0","349392","2022-04-29T08:05:56.000","In Window","2022-08-10T14:52:58.000","ECF2290001027","Funded","Hotspot service","Services","Non-Contracted","T-MOBILE USA, INC.","143026181","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","We would like to continue to provide hotspots for students who have limited or no wifi.","23640","0","23640","23640",,,"2024-02-29T00:00:00.000","2023-12-31T00:00:00.000","5","2022-08-10T00:00:00.000","Approved as submitted.","0","2",,,,"Mobile Broadband","16.9","2.32","No",,,"20","58","12","13920","0","0","0","13920"
"ECF202112972","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/215954/ECF202112972/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202112972_CERTIFIED.pdf","Certified","St Michael ECF","ECF Window 1","ST MICHAEL SCHOOL","209 ESSEX ST","FALL RIVER","MA","02720","2912","2545","0026358614","School","Private School","Cara Jones","855-546-8900 Ext. 800","cjones@ocerate.com","{ONEAL CONSULTING|16024811}","183","Urban",,,"60","30","30","80","0","0","114","0","114","0","0","0","34596","2021-08-13T15:37:40.000","In Window","2021-08-13T15:37:43.000","ECF2190019648","Pending","Apple iPad","Equipment","Non-Contracted","APPLE INC.",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"This FRN is for 104 iPads for students.","0","30596","30596",,,,,,,,,,"2","Tablets","Apple","MYLU2LL/A",,,,,,,"0","0","0","0","294","100","29400","29400"
"ECF202111161","Current",,"Committed","FORM 471-ECF-FY-2021-2022","ECF Window 1","BOYS AND GIRLS CLUB OF PUERTO RICO CENTRAL","RH TOOD AVENUE #501","SAN JUAN","PR","00907","5358","16076048","0023435886","Library System","Public Library System","Francisco Diaz","787-645-4467","francisco.diaz@bgcpr.org",,,"Urban",,,,,,,,,,,,,,,"3356835.05","2021-08-11T17:12:18.000","In Window","2022-08-31T13:06:52.000","ECF2190016649","Funded","ECF-FY-2021-2022-Service-Vieques","Services","Contract","A NEW VISION IN EDUCATIONAL SERVICES & MATERIALS (NEVESEM)","143022659","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","We are requesting the monthly recurring LTE Unlimited Data Mobile cost for 115 hotspots to serve Boys and Girls Club of Vieques BEN 16076047 Library System that would not have sufficient access to the Internet.","63536.4","0","63536.4","63536.4",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","14","2022-05-04T00:00:00.000","Per applicant documentation, the quantity of connections on FRN ECF2190016649 were reduced from 115 to 106 and the funding amount decreased from $68,931.00 to $63,536.40.","0","1",,,,"Mobile Broadband","50","10","Yes",,,"49.95","106","12","63536.4","0","0","0","63536.4"
"ECF202110259","Current",,"Committed","FY21-22 MCBOE ECF Connected Devices","ECF Window 1","MONROE COUNTY SCHOOL DISTRICT","109 PICKENS STREET","MONROEVILLE","AL","36460",,"128144","0012021366","School District","Public School District","Jeremy Biggers","251-743-6002","jbiggers@monroe.k12.al.us",,"3207","Rural",,,"1337","1600","1337","3027","1600","1600","3090","1600","1600","0","0","0","128818.75","2021-08-12T23:01:23.000","In Window","2021-11-08T13:19:59.000","ECF2190033456","Funded","IPAD for Kindergarten","Equipment","Contract","APPLE INC",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Kindergarten IPADS","0","42655","42655","42655",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","FRN ECF2190033456 in the total annual amount of  $42,655.00 with the service provider Apple Inc. has been added to your FCC Form 471 Application in accordance with your RAL request.","0","1","Tablets","Ipad Wi-Fi","Space Gray",,,,,,,"0","0","0","0","294","140","41160","41160"
"ECF202110259","Current",,"Committed","FY21-22 MCBOE ECF Connected Devices","ECF Window 1","MONROE COUNTY SCHOOL DISTRICT","109 PICKENS STREET","MONROEVILLE","AL","36460",,"128144","0012021366","School District","Public School District","Jeremy Biggers","251-743-6002","jbiggers@monroe.k12.al.us",,"3207","Rural",,,"1337","1600","1337","3027","1600","1600","3090","1600","1600","0","0","0","128818.75","2021-08-12T23:01:23.000","In Window","2021-11-08T13:19:59.000","ECF2190033456","Funded","IPAD for Kindergarten","Equipment","Contract","APPLE INC",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Kindergarten IPADS","0","42655","42655","42655",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","FRN ECF2190033456 in the total annual amount of  $42,655.00 with the service provider Apple Inc. has been added to your FCC Form 471 Application in accordance with your RAL request.","0","2","Tablets","Ipad Wi-Fi","Space Gray",,,,,,,"0","0","0","0","299","5","1495","1495"
"ECF202110336","Current",,"Committed","21-KUSD-ECF2","ECF Window 1","KAYENTA UNIFIED SCHOOL DIST 27","N. HWY 163 P.O. BOX 337","KAYENTA","AZ","86033",,"143164","0007305154","School District","Public School District","Fernando Begay","928-697-2028","fernando.begay@kayenta.k12.az.us","{NICELY DONE CONSULTING|16043643}","1727","Rural",,,"1750","1500","100","1500","0","200","0","200","0","0","300","0","0","2021-08-10T20:37:51.000","In Window","2021-11-08T13:19:59.000","ECF2190014284","Cancelled","21-KUSD-ECF2-Tmobile","Services","Non-Contracted","T-MOBILE USA, INC.","143026181","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","The district is requesting service for wifi hotspots through the ECF program to provide broadband connectivity to students who do not have access to one outside of the classroom

No order has been placed, but will be, consistent with the provisions in the July 22 Public Notice.","88080","0","88080","0",,,,,"4","2021-11-08T00:00:00.000","FRN canceled in accordance with a RAL request submitted by the applicant, received on October 15, 2021.","0","1",,,,"Mobile Broadband","4000","4000","No",,,"20","367","12","88080","0","0","0","88080"
"ECF202203783","Current",,"Committed","Garfield Hts ECF3 2022-2023  HRG","ECF Window 3","GARFIELD HEIGHTS CITY SCH DIST","5640 BRIARCLIFF DR","GARFIELD HEIGHTS","OH","44125","4158","129499","0011848934","School District","Public School District","Halle Gerboc","216-831-2626","halle.gerboc@naa.com","{EDUCATIONAL FUNDING GROUP|16043587}","3646","Urban",,,"3400","3060","3060","3400","340","340","600","270","270","0","0","0","316440","2022-05-12T12:17:02.000","In Window","2022-07-27T13:49:48.000","ECF2290004506","Funded","Laptops","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2022-07-01T00:00:00.000","2023-12-31T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"The district is seeking 600 laptops to be distributed to students","0","239400","239400","239400",,,"2024-02-29T00:00:00.000","2023-12-31T00:00:00.000","4","2022-07-27T00:00:00.000","Approved as submitted.","0","1","Laptops","HP","436B9UT#ABA-INCLGOOG-3YRWARR",,,,,,,"0","0","0","0","399","600","239400","239400"
"ECF202203783","Current",,"Committed","Garfield Hts ECF3 2022-2023  HRG","ECF Window 3","GARFIELD HEIGHTS CITY SCH DIST","5640 BRIARCLIFF DR","GARFIELD HEIGHTS","OH","44125","4158","129499","0011848934","School District","Public School District","Halle Gerboc","216-831-2626","halle.gerboc@naa.com","{EDUCATIONAL FUNDING GROUP|16043587}","3646","Urban",,,"3400","3060","3060","3400","340","340","600","270","270","0","0","0","316440","2022-05-12T12:17:02.000","In Window","2022-07-27T13:49:48.000","ECF2290014325","Funded","Hotspot Subscriptions 2","Services","Non-Contracted","T-MOBILE USA, INC.","143026181","2023-08-01T00:00:00.000","2023-12-31T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","This request is a continuation of a First Window Recurring Service Request: ECF FCC Form 471 Application No. ECF202108064; FRN No. ECF2190010213; Service Start Date 7/1/2021; and Service End Date 6/30/2022 for hotspots service subscriptions for 270 devices from 7/1/2022-12/31/2023","27000","0","27000","27000",,,"2024-02-29T00:00:00.000","2023-12-31T00:00:00.000","4","2022-07-27T00:00:00.000","This new FRN was created because the service start date for services ECF2290004500 was listed as Mobile Broadband for service dates July, 1, 2022 through December 30, 2023 and total FRN cost was $64,800.00. However, the products or services being requested for these 5 months of service for FRN ECF2290014325 are different from other 7 months of service being requested for FRN ECF2290004500.","0","1",,,,"Mobile Broadband","31","15","Yes",,,"20","270","5","27000","0","0","0","27000"
"ECF202111861","Current",,"Committed","THSD 214 ECF","ECF Window 1","TOWNSHIP HIGH SCHOOL DIST 214","2121 S GOEBBERT RD","ARLINGTON HTS","IL","60005","4205","135212","0011944212","School District","Public School District","Anthony Schlorff","847-718-7671","anthony.schlorff@d214.org","{CLIENTFIRST TECHNOLOGY CONSULTING|16073083}","11933","Urban",,,"0","380","0","1344","380","380","1344","380","380","0","0","0","628800","2021-08-13T10:42:41.000","In Window","2021-10-12T13:21:16.000","ECF2190017448","Funded","T-Mobile","Services","Contract","T-MOBILE USA, INC.","143026181","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)","No","Mobile Data for 380 hotspots","91200","0","91200","91200",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","0","1",,,,"Mobile Broadband","37","17","No",,,"20","380","12","91200","0","0","0","91200"
"ECF202209427","Current",,"Committed","Centro de Instruccion y Educacion Modema (CIEM)","ECF Window 3","CENTRO DE INSTRUCCION Y EDUCACION MODEMA (CIEM)","AVE. 65 DE INFANTERIA, KM 7.1","CAROLINA","PR","00982",,"200595","0019729201","School","Pre-K,Private School","Emma Sulsona","787-768-3303","esulsona@gmail.com",,"459","Urban",,,"70","60","130","0","0","0","70","60","130","0","0","0","107016.5","2022-05-13T18:11:59.000","In Window","2022-07-27T13:49:48.000","ECF2290013496","Funded","Centro de Instruccion y Educacion Modema (CIEM)","Equipment","Contract","AVENT TECHNOLOGY GROUP, INC.","143044034","2022-07-01T00:00:00.000","2023-12-31T00:00:00.000","Service Provider - FCC Form 474 (SPI Form)",,"requesting equipment","0","42936.5","42936.5","42936.5",,,"2024-02-29T00:00:00.000","2023-12-31T00:00:00.000","4","2022-07-27T00:00:00.000","Approved as submitted.","14940","1","Tablets","lenovo","14",,,,,,,"0","0","0","0","399.95","70","27996.5","27996.5"
"ECF202110407","Current",,"Committed","SIATECHACADEMYSOUTHCHARTER471FY2021-ECF","ECF Window 1","SIATECH ACADEMY SOUTH - PICO-UNION AT YOUTH POLICY INSTITUTE","2140 WEST OLYMPIC., #327","LOS ANGELES","CA","90006",,"16079137","0031566805","School","Charter School,Public School","Fred Josephs","909-944-7798 Ext. 505","fjosephs@csmcentral.com","{CSM CONSULTING INC.|16043564},{NVLS PROFESSIONAL SERVICES, LLC|16024810}","284","Urban",,,"100","45","20","250","111","50","55","141","11","0","0","0","47675.32","2021-08-11T12:37:23.000","In Window","2021-11-08T13:19:59.000","ECF2190014492","Funded","Dell-Laptop_Latitude-ECF","Equipment","Non-Contracted","DELL MARKETING LP","143004340","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"10 Laptops in total. Each Laptop is $475.00","0","4000","4000","4000",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","The funding request amount for Connected Device was reduced from $475.00 per connected device to $400.00 per connected device to remove the amount that exceeds the cap amount.","0","1","Laptops","Dell","210-ANVD",,,,,,,"0","0","0","0","400","10","4000","4000"
"ECF202110407","Current",,"Committed","SIATECHACADEMYSOUTHCHARTER471FY2021-ECF","ECF Window 1","SIATECH ACADEMY SOUTH - PICO-UNION AT YOUTH POLICY INSTITUTE","2140 WEST OLYMPIC., #327","LOS ANGELES","CA","90006",,"16079137","0031566805","School","Charter School,Public School","Fred Josephs","909-944-7798 Ext. 505","fjosephs@csmcentral.com","{CSM CONSULTING INC.|16043564},{NVLS PROFESSIONAL SERVICES, LLC|16024810}","284","Urban",,,"100","45","20","250","111","50","55","141","11","0","0","0","47675.32","2021-08-11T12:37:23.000","In Window","2021-11-08T13:19:59.000","ECF2190014499","Funded","Dell-Laptop_Chromebook-ECF","Equipment","Non-Contracted","DELL MARKETING LP","143004340","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"45 Laptops in total and Estimated taxes and Fees. Estimated taxes total $1,554.64 and Estimated Fee totals $220.00. together ( $1,554.64 + $220.00=) $1,774.64. Per Laptop the estimated taxes and fee equals $1,774.64 /45= $39.44. Total cost per Laptop with tax and fee is ($313.20 + $39.44)=$352.64 per laptop","0","15868.8","15868.8","15868.8",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","Approved as submitted","0","1","Laptops","Dell","210-ARJM",,,,,,,"0","0","0","0","313.2","45","14094","14094"
"ECF202110415","Current",,"Committed","728.2122.471.ECF","ECF Window 1","ELK RIVER SCHOOL DISTRICT 0728-01","11500 193RD AVE","ELK RIVER","MN","55330",,"133595","0012984027","School District","Public School District","Bryan Van Ruler","651-414-9562","bryan@dakotaacademic.com","{BONNIE OVERWEG|16062227}","13461","Urban",,,"2000","300","500","2500","300","500","3100","300","0","2500","100","300","983936","2021-08-10T17:46:25.000","In Window","2022-02-02T12:47:41.000","ECF2190014583","Funded","CDWG","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"chromebooks","0","751936","751936","751936",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","The amount of the funding request was changed from $800,536.00 to $751,936.00 to remove the ineligible  service(s): CDW Chrome OS White Glove Service with Customer Provided Asset Tag Install.","675950","3","Laptops","HP","349Y8UT#ABA-INCLGOOG",,,,,,,"0","0","0","0","270.38","500","135190","135190"
"ECF202110420","Current",,"Committed","Oxford 2021-22 ECF 471","ECF Window 1","OXFORD AREA COMMUNITY SCHOOLS","10 N WASHINGTON","OXFORD","MI","48371",,"221751","0011714292","School District","Public School District","Brenda Hynes","810-223-0525","brenda.hynes@ctpartners.net","{CONVERGENT TECHNOLOGY PARTNERS|16043571}","4932","Urban",,,"1600","402","402","4713","257","257","400","293","293","0","0","0","284281.96","2021-08-13T15:20:28.000","In Window","2022-02-14T18:28:11.000","ECF2190020764","Funded","Chrome Books - CDW","Equipment","Non-Contracted","CDW GOVERNMENT LLC","143005588","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Chrome Books for students that are in need of a device to do homework and online learning","0","65324","65324","65324",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","Approved as submitted.","65324","1","Laptops","HP","Chromebook 14 G6",,,,,,,"0","0","0","0","373.28","175","65324","65324"
"ECF202203866","Current",,"Committed","12 Months","ECF Window 3","NATIONAL SOCIETY FOR HEBREW DAY SCHOOLS","620 FOSTER AVE","BROOKLYN","NY","11230",,"17029352","0020583704","Library","Private Library","Zvi Bloom","555-555-5555","zbloom@torahumesorah.org",,,"Urban",,,,,,,,,,,,,,,"124975","2022-05-09T11:11:51.000","In Window","2022-07-27T13:49:48.000","ECF2290004596","Funded","Internet Service","Services","Non-Contracted","71 COMMUNICATIONS INC","143052156","2023-08-01T00:00:00.000","2023-12-31T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","12 Months Internet Service","124975","0","124975","124975",,,"2024-02-29T00:00:00.000","2023-12-31T00:00:00.000","4","2022-07-27T00:00:00.000","The FRN's service start date has been modified from July 1st, 2022 to August 1st, 2023 to reflect the 5 months of service requested. As a result, the total funding amount has been reduced from $299,940.00 to $124,975.00.","0","1",,,,"Mobile Broadband","25000","25000","No",,,"49.99","500","5","124975","0","0","0","124975"
"ECF202107346","Current",,"Committed","Kannapolis ECF","ECF Window 1","KANNAPOLIS CITY SCHOOL DIST","100 DENVER ST","KANNAPOLIS","NC","28083","3609","126949","0011799350","School District","Public School District","Cynthia Johnson","919-353-1723","erate@erateservices.com","{E-RATE SERVICES LLC|16060902}","5820","Urban",,,"4609","0","291","4609","0","291","1900","0","160","3300","0","135","684261.3","2021-08-13T19:58:48.000","In Window","2022-07-19T10:44:31.000","ECF2190020469","Funded","KCS Apple","Equipment","Non-Contracted","APPLE, INC.",,"2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"KCS is seeking funding for 200 Qty 10.2-inch iPad Wi-Fi 32GB-Space Gray Brenthaven case
Quote exceeds the maximum allowable amount by $881.30 which KCS will pay the ineligible.

Certification correction: The applicant or the relevant student, school staff member, or library patron has received, or the applicant has ordered or will order, the equipment and services for which funding is sought.” No order has been placed, but will be, consistent with the provisions in the July 22 Public Notice.","0","80881.3","80881.3","80881.3",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","FRN Line Item 1's One-Time Cost was modified from a One-Time Unit Cost of $75,590.00, quantity of 1, to a One-Time Unit Cost of $377.95, quantity of 200.","0","2","Taxes and Reasonable Charges","Apple","10.2-inch iPad Wi-Fi 64 GB Space Gray",,,,,,,"0","0","0","0","5291.3","1","5291.3","5291.3"
"ECF202111878","Current",,"Committed","2021 ECF Hotspot Service","ECF Window 1","DESERT HEIGHTS CHARTER SCHOOLS","5821 W BEVERLY LN","GLENDALE","AZ","85306",,"16027740","0012456455","School","Charter School,Public School","Krissi Elliott","602-896-2900 Ext. 3605","krissi.elliott@dhschools.org",,"926","Urban",,,"100","100","50","120","60","60","75","50","50","0","0","0","12000","2021-08-12T20:15:15.000","In Window","2021-10-12T13:21:16.000","ECF2190017554","Funded","2021 T-Mobile Hotspots","Services","Contract","T-MOBILE USA, INC.","143026181","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","We are looking to receive funding to cover the monthly recurring costs for 50 hotspots so we can provide staff and students in need with internet connectivity at home.  Attached is an invoice showing our current rate along with the quote for an annual renewal starting 8/19/2021.","12000","0","12000","12000",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","2","2021-10-12T00:00:00.000","Approved as submitted.","5000","1",,,,"Mobile Broadband","150","50","No",,,"20","50","12","12000","0","0","0","12000"
"ECF202110451","Current",,"Committed","CAVE ECF 2021","ECF Window 1","CAVE SPRINGS SCHOOL DIST 30","89660 S. 4637 RD.","BUNCH","OK","74931","0200","140393","0011749090","School District","Public School District","Teagan Vick","580-332-1444","tvick@kelloggllc.com","{KELLOGG & SOVEREIGN CONSULTING|16024809}","158","Rural",,,"160","160","175","25","25","25","150","150","150","30","30","30","23702.15","2021-08-12T18:00:57.000","In Window","2021-11-08T13:19:59.000","ECF2190017529","Funded","4 - Chromebook Services","Services","Non-Contracted","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","Chromebook services provided to students who would otherwise lack connected devices sufficient to engage in remote learning.","0","5260.1","5260.1","5260.1",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","Approved as submitted.","0","1",,,,"Mobile Broadband","100","50","No",,,"0","0","0","0","239.64","20","4792.8","4792.8"
"ECF202110451","Current",,"Committed","CAVE ECF 2021","ECF Window 1","CAVE SPRINGS SCHOOL DIST 30","89660 S. 4637 RD.","BUNCH","OK","74931","0200","140393","0011749090","School District","Public School District","Teagan Vick","580-332-1444","tvick@kelloggllc.com","{KELLOGG & SOVEREIGN CONSULTING|16024809}","158","Rural",,,"160","160","175","25","25","25","150","150","150","30","30","30","23702.15","2021-08-12T18:00:57.000","In Window","2021-11-08T13:19:59.000","ECF2190017529","Funded","4 - Chromebook Services","Services","Non-Contracted","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","Chromebook services provided to students who would otherwise lack connected devices sufficient to engage in remote learning.","0","5260.1","5260.1","5260.1",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","Approved as submitted.","0","2",,,,"Taxes and Reasonable Charges","100","50","No",,,"0.01","0","0","0","467.3","1","467.3","467.3"
"ECF202112909","Original","http://publicdata.usac.org/SL/Prd/Form471ECF/402175/ECF202112909/Original/USAC_ECF_FCC_FORM_471_APPLICATION_ECF202112909_CERTIFIED.pdf","Certified","ECF","ECF Window 1","SCHOOL BOARD OF CLAY COUNTY","900 WALNUT ST","GREEN COVE SPRINGS","FL","32043",,"146121","0012014361","School District","Public School District","Sally R. DiFolco","904-529-4996","sally.difolco@myoneclay.net","{E-RATE ELITE SERVICES, INC.|16024803}","37150","Urban",,,"15186","0","287","2250","0","532","1300","0","700","0","0","0","1677760","2021-08-13T16:45:27.000","In Window","2021-08-13T16:45:30.000","ECF2190023580","Pending","ECF Student Chromebooks","Equipment","Non-Contracted","GOV CONNECTION, INC.","143026005","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"We are requesting funding for 2000 student Dell chromebooks and 2100 teacher Lenovo chromebooks.","0","1518160","1518160",,,,,,,,,,"2","Laptops","Lenovo","Dual MT P60T",,,,,,,"0","0","0","0","400","2100","840000","840000"
"ECF202110452","Current",,"Committed","Girard - ECF","ECF Window 1","GIRARD SCHOOL DISTRICT","1100 RICE AVE","GIRARD","PA","16417","1143","125560","0012657649","School District","Public School District","MAGGIE  TAYLOR","216-682-0169","metaylor@epicinc.org","{EPIC COMMUNICATIONS|16048924}","1621","Urban",,,"1500","102","102","1500","102","102","1500","102","102","0","0","0","674752.84","2021-08-12T17:03:23.000","In Window","2022-05-10T16:07:27.000","ECF2190014642","Funded","iPads","Equipment","Non-Contracted","APPLE INC.","143052953","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)",,"Requesting funding for purchase of 360 iPads to serve students that do not have sufficient access to a device for remote learning.   
Please note the quote reflects a unit cost of $3,730.00.  Each unit has 10 devices.  The per unit device cost is  $373.00 per device.
Please note the quote reflects a quantity of 450 devices but the District is requesting a total quantity of 360 after summer survey and needs were reviewed.","0","134280","134280","134280",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","In consultation with the applicant, the service provider has been changed to Apple Inc. SPIN number 143052953.","0","1","Laptops","Apple","10.0 inch iPad Wi-Fi 32 GB (part #BR442LL/A)",,,,,,,"0","0","0","0","373","360","134280","134280"
"ECF202105108","Current",,"Committed","LAKOTA-471-ECF","ECF Window 1","LAKOTA LOCAL SCHOOL DISTRICT","5572 PRINCETON ROAD","LIBERTY TOWNSHIP","OH","45011","9726","129825","0012305439","School District","Public School District","Bryan Spencer","614-882-0596","bps@smserate.com","{STRATEGIC MANAGEMENT SOLUTIONS|16054698}","17638","Urban",,,"528","0","93","501","0","120","105","120","15","0","0","0","104053.91","2021-08-03T10:40:24.000","In Window","2022-02-28T16:04:20.000","ECF2190005666","Funded","KAJEET-Bus Wi-Fi Services","Services","Non-Contracted","KAJEET, INC.","143034849","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","We are seeking monthly recurring mobile broadband services for 15 combined modems/routers (plus associated telecom admin fees) to serve students who do not have sufficient access to connectivity via Wi-Fi deployed on school buses.","6294.6","613.72","6908.32","6908.32",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","3","2021-10-25T00:00:00.000","The amount of the funding request was changed from $9,607.87 to $6,908.32 to remove the ineligible service: Router management service.","0","3",,,,"Mobile Broadband","1000","1000","No",,,"0.01","0","0","0","0","1","0","0"
"ECF202110620","Current",,"Committed","ECF_1-Kings Park CSD","ECF Window 1","KINGS PARK CENTRAL SCHOOL DIST","180 LAWRENCE ROAD","KINGS PARK","NY","11754","1770","123939","0006175970","School District","Public School District","Alicia S. King","516-801-7805","aking@e-ratecentral.com","{E-RATE CENTRAL|16060891},{ON-TECH CONSULTING INC|16043646}","2888","Urban",,,"2888","47","2935","206","10","216","211","37","248","0","0","0","102160","2021-08-13T14:19:45.000","In Window","2021-11-08T13:19:59.000","ECF2190019190","Funded","Western Suffolk BOCES _Verizon HotSpot services","Services","Non-Contracted","WESTERN SUFFOLK BOCES","143007380","2021-07-01T00:00:00.000","2022-06-30T00:00:00.000","Applicant - FCC Form 472 (BEAR Form)","No","37 users@ $40/user = $1,480/month x 12 months = $17,760","17760","0","17760","17760",,,"2023-08-29T00:00:00.000","2023-06-30T00:00:00.000","4","2021-11-08T00:00:00.000","The Unmet Needs section three indicating the number of connected devices and/or broadband connections to be distributed using funds from the Emergency Connectivity Fund has been updated based on the applicant response received.","0","1",,,,"Mobile Broadband","45","15","No",,,"40","37","12","17760","0","0","0","17760"
