"company","customer_service","carrier_type","city","carrier_state","zip_code","county","website"
"North American Local, LLC","888-247-3903","ACP Mobile Internet","Rayne","LA","70578","Acadia,Lafayette,Vermilion","https://www.northamericanlocal.com"
"Windstream Communications","800-347-1991","Wireline","Karns City","PA","16041","Armstrong,Butler","https://www.windstream.com"
"Safelink Wireless","800-723-3546","Wireless","Brownsville","OH","43739","Licking,Perry","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Anna","IL","62906","Union","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Sully","IA","50251","Jasper","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Tag Mobile","866-959-4918","Wireless","Gantt","SC","29673","Anderson,Greenville","https://www.tagmobile.com/"
"Assurance Wireless","888-898-4888","Wireless","Tallahassee","FL","32311","Leon","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","West Jefferson","AL","35073","Jefferson","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Irondequoit","NY","14617","Monroe","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless",,"NY","10273",,"http://www.assurancewireless.com"
"Amerimex","888-224-3213","Wireless","Grand Lake Towne","OK","74301","Craig,Mayes,Nowata","https://safetynetwireless.com/how-to-qualify/"
"Safelink Wireless","800-723-3546","Wireless","Dallas","TX","75246","Dallas","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Lenora","KS","67645","Graham,Norton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Boomerang Wireless","866-488-8719","Wireless","Thermopolis","WY","82443","Hot Springs","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Life Wireless","888-543-3620","Wireless","Sugarloaf","CO","80302","Boulder","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Parkdale","OR","97041","Clackamas,Hood River","https://www.accesswireless.com/"
"Tag Mobile","866-959-4918","Wireless","York","PA","17401","York","https://www.tagmobile.com/"
"Tag Mobile","866-959-4918","Wireless","Tatum","SC","29594","Marlboro","https://www.tagmobile.com/"
"Q Link Wireless","855-754-6543","Wireless","Indian Hills","NV","89705","Carson City,Douglas","https://qlinkwireless.com/"
"Blue Wireless","716-605-9500","Wireless","Scranton","PA","18508","Lackawanna","https://www.blueunlimited.com/"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Catlettsburg","KY","41101","Boyd,Greenup","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Carrizo Springs","TX","78834","Dimmit","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Safetynet Wireless","888-224-3213","Wireless",,"CO","80006",,"https://safetynetwireless.com/how-to-qualify/"
"Amerimex","888-900-8593","Wireless","Plum","PA","15668","Allegheny,Westmoreland","https://safetynetwireless.com/how-to-qualify/"
"AT&T","800-288-2020","Wireline","Muniz","TX","78542","Hidalgo","https://www.att.com/gen/general?pid=22888"
"Q Link Wireless","855-754-6543","Wireless","Dayton","OH","45416","Montgomery","https://qlinkwireless.com/"
"Assurance Wireless","888-898-4888","Wireless","West Melbourne","FL","32901","Brevard","http://www.assurancewireless.com"
"Yourtel America","855-299-9990","Wireless","Chicago Heights","IL","60466","Cook,Will","https://www.icc.illinois.gov/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Avondale","PA","19311","Chester","https://www.breezeline.com/"
"Assurance Wireless","888-898-4888","Wireless","Gunbarrel","CO","80301","Boulder","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Mount Jewett","PA","16735","Elk,McKean","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Grantville","GA","30220","Coweta,Meriwether","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","North Vandergrift","PA","15690","Armstrong,Westmoreland","https://www.breezeline.com/"
"Wisper ISP","800-765-7772","Wireline","St. Jacob","IL","62281","Madison","https://wisperisp.com/"
"Safelink Wireless","800-723-3546","Wireless","Douglass Hills","KY","40299","Bullitt,Jefferson","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"MetroNet","877-407-3224","ACP Home Internet",,"FL","33731",,"https://www.metroinc.com"
"Integrated Path Communications, LLC","888-224-6958","ACP Home Internet",,"AZ","85728",,"https://www.ipc-llc.com/"
"Assurance Wireless","888-898-4888","Wireless","Gulfcrest","AL","36521","Mobile","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","ACP Mobile Internet","Suffolk","VA","23437","Suffolk","https://www.lifewireless.com"
"Liberty Mobile Wireless","855-566-1776","ACP Mobile Internet","Fortuna Foothills","AZ","85365","Yuma","https://www.libertymobileinc.com"
"Yourtel America","855-299-9990","Wireless","Topeka","KS","66608","Shawnee","http://www.kcc.state.ks.us/"
"Q Link Wireless","855-754-6543","Wireless","Cottonwood Heights","UT","84121","Salt Lake","https://qlinkwireless.com/"
"Life Wireless","888-543-3620","Wireless","Varnell","GA","30755","Catoosa,Whitfield","https://www.lifewireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Waukesha","WI","53186","Waukesha","https://www.standupwireless.com/learn/"
"Tempo Telecom","877-822-8501","Wireless","Pendleton","SC","29625","Anderson,Oconee","https://mytempo.com/lifeline-wireless/"
"Tag Mobile","866-959-4918","Wireless","Wills Point","TX","75169","Hunt,Kaufman,Van Zandt","https://www.tagmobile.com/"
"Assurance Wireless","888-898-4888","Wireless","Lewistown","PA","17044","Mifflin","http://www.assurancewireless.com"
"MetroNet","877-407-3224","ACP Home Internet","River Grove","IL","60131","Cook,DuPage","https://www.metroinc.com"
"Amerimex Communications","888-224-3213","Wireless","Alpharetta","GA","30076","Fulton","https://safetynetwireless.com/how-to-qualify/"
"Boomerang Wireless","866-488-8719","Wireless","Detroit","MI","48208","Wayne","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","Mastic","NY","11950","Suffolk","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless","Gloucester Point","VA","23062","Gloucester","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless",,"PA","17024","Perry","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Rice","MN","56367","Benton,Stearns","https://www.lifewireless.com/"
"Life Wireless","888-543-3620","Wireless","San Juan","TX","78516","Hidalgo","https://www.lifewireless.com/"
"Tempo Telecom","877-822-8501","Wireless","Meggett","SC","29449","Charleston","https://mytempo.com/lifeline-wireless/"
"TDS Telecom/Central State Telephone Company, LLC","888-225-5837","Wireline","Pittsville","WI","54466","Clark,Jackson,Wood","http://www.tdstelecom.com/About/Lifeline.aspx"
"Assurance Wireless","888-898-4888","Wireless","Chattanooga","TN","37408","Hamilton","http://www.assurancewireless.com"
"Vernon Communications Cooperative","608-634-3136","ACP Home Internet","Madison","WI","53715","Dane","https://www.vernoncom.coop"
"Assurance Wireless","888-898-4888","Wireless","Morriston","FL","32668","Levy,Marion","http://www.assurancewireless.com"
"Boomerang Wireless","866-488-8719","Wireless","Fresno","OH","43824","Coshocton,Tuscarawas","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"AT&T","800-288-2747","Wireline","San Anselmo","CA","94960","Marin","https://www.att.com/gen/general?pid=22888"
"Mt. Rushmore Telephone Company","605-666-4411","Wireline","Scotland","SD","57059","Bon Homme,Hutchinson","http://www.mt-rushmore.net/"
"AT&T","855-301-0355","Wireline","Westfield","IN","46069","Boone,Clinton,Hamilton","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Dorchester","WI","54425","Clark,Marathon,Taylor","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Peru","IL","61354","Bureau,LaSalle,Putnam","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Lovelady","TX","75851","Houston,Trinity","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Columbia","CA","95370","Tuolumne","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Gosport","IN","47433","Monroe,Morgan,Owen","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Wittenberg Cable TV Company","715-253-2111","ACP Home Internet","Prescott","WI","54021","Pierce","https://www.cirrinity.net"
"Tag Mobile","866-959-4918","Wireless","Fremont","MI","49412","Muskegon,Newaygo,Oceana","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Waverly","TN","37185","Houston,Humphreys","https://www.lifewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Welcome","NC","27295","Davidson","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Atlanta","GA","30314","Fulton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless",,"AR","72156","Conway","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Bellevue","WA","98006","King","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Woodland Park","NJ","07424","Passaic","https://www.lifewireless.com"
"Tag Mobile","866-959-4918","Wireless","Peoria","AZ","85308","Maricopa","https://www.tagmobile.com/"
"Frontier Communications","800-921-8101","Wireline","Pleasanton","NE","68866","Buffalo,Custer","https://frontier.com/resources/discountprograms/lifeline-program"
"Access Wireless","866-594-3644","Wireless",,"IN","46296",,"https://www.accesswireless.com/"
"DMV Prepaid","703-672-8441","Wireline","Wolf Trap","VA","22181","Fairfax","https://dmvprepaid.com"
"Air Voice Wireless","877-247-7799","Wireless","Bangor","PA","18013","Northampton","http://feelsafewireless.com/DesktopMichigan.aspx"
"AT&T","855-301-0355","Wireline","Wilmot","AR","71661","Ashley,Chicot","https://www.att.com/gen/general?pid=22888"
"Safelink Wireless","800-723-3546","Wireless","Gadsden","AL","35954","DeKalb,Etowah","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","New Castle Northwest","PA","16105","Lawrence","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Infiniti Mobile","214-323-8000","Wireless","Tulsa","OK","74134","Tulsa","https://infinitimobile.com/faq/"
"Assurance Wireless","888-898-4888","Wireless",,"WV","25044","Raleigh","http://www.assurancewireless.com"
"Air Voice Wireless","877-247-7799","Wireless","Pleasant Hills","PA","15025","Allegheny,Washington","http://feelsafewireless.com/DesktopMichigan.aspx"
"Tag Mobile","866-959-4918","Wireless","Ronceverte","WV","24901","Greenbrier","https://www.tagmobile.com/"
"Access Wireless","866-594-3644","Wireless","Buckeye","AZ","85354","Maricopa","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Montevallo","AL","35007","Shelby","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Rialto","CA","92509","Riverside,San Bernardino","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Tiltonsville","OH","43971","Belmont,Jefferson","https://www.lifewireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Sulphur","LA","70669","Calcasieu","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless",,"TX","76203",,"https://www.lifewireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Murray","UT","84084","Salt Lake","https://www.standupwireless.com/learn/"
"AT&T","855-301-0355","Wireline","North Carrollton","MS","38917","Carroll","https://www.att.com/gen/general?pid=22888"
"Assurance Wireless","888-898-4888","Wireless","Youngstown","OH","44436","Mahoning","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Blennerhassett","WV","26181","Wood","https://www.lifewireless.com/"
"Windstream Communications","800-347-1991","Wireline","Scotland","GA","31055","Telfair","https://www.windstream.com"
"Assurance Wireless","888-898-4888","Wireless","Manorville","PA","16201","Armstrong","http://www.assurancewireless.com"
"SafetyNet Wireless","888-224-3213","Wireless","Eastlake","MI","49660","Lake,Manistee,Mason","https://safetynetwireless.com/how-to-qualify/"
"Amerimex Communications","888-224-3213","Wireless","McRae-Helena","GA","31037","Dodge,Telfair,Wheeler","https://safetynetwireless.com/how-to-qualify/"
"Access Wireless","866-594-3644","Wireless",,"FL","33929",,"https://www.accesswireless.com/"
"Tag Mobile, LLC","866-959-4918","Wireless","Patterson","IA","50273","Madison","http://www.tagmobile.com/site/index.aspx"
"Safelink Wireless","800-723-3546","Wireless","Harrisonburg","LA","71340","Catahoula","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Tag Mobile","866-959-4918","Wireless","Sweetwater","TX","79556","Fisher,Nolan","https://www.tagmobile.com/"
"Safelink Wireless","800-723-3546","Wireless","Caryville","TN","37766","Campbell","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Bridgehampton","NY","11963","Suffolk","https://www.breezeline.com/"
"Safelink Wireless","800-723-3546","Wireless","Oak Island","NC","28465","Brunswick","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","855-301-0355","Wireline","South Rockwood","MI","48179","Monroe","https://www.att.com/gen/general?pid=22888"
"Q Link Wireless","855-754-6543","Wireless","Beecher","MI","48505","Genesee","https://qlinkwireless.com/"
"True Wireless","877-412-1919","Wireless","Lowell","AR","72758","Benton","https://gotruewireless.com/"
"Verizon","800-837-4966","Wireline","Philadelphia","NY","13673","Jefferson","http://www.verizonwireless.com/wcms/consumer/explore/lifeline.html"
"Access Wireless","866-594-3644","Wireless","Wynnewood","OK","73098","Garvin,Murray","https://www.accesswireless.com/"
"Tag Mobile","866-959-4918","Wireless","Heber Springs","AR","72543","Cleburne","https://www.tagmobile.com/"
"Access Wireless","866-594-3644","Wireless","Broadview","IL","60155","Cook","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Franklin","NJ","07419","Sussex","https://www.lifewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Olympia Heights","FL","33165","Miami-Dade","http://www.assurancewireless.com"
"enTouch Wireless","866-488-8719","Wireless","Aurora","CO","80247","Arapahoe,Denver","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","Selma","NC","27576","Johnston","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Brighton","IA","52540","Jefferson,Washington","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"HomeWorks Connect","800-668-8413","Wireline","Elsie","MI","48831","Clinton,Gratiot,Saginaw,Shiawassee","https://www.homeworks.org"
"Twin Lakes Telephone Cooperative Corporation","931-268-2151","Wireline",,"TN","38564","Jackson,Putnam","http://www.twlakes.coop/"
"Safelink Wireless","800-723-3546","Wireless","Flushing","OH","43977","Belmont,Harrison","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Truconnect","800-430-0443","Wireless","Santa Susana","CA","93063","Ventura","http://www.truconnect.com/lifeline/freephone/signup"
"Life Wireless","888-543-3620","Wireless","Bogart","GA","30622","Barrow,Clarke,Jackson,Oconee","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Stayton","OR","97385","Marion","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Cuylerville","NY","14481","Livingston","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Life Wireless","888-543-3620","Wireless","Willowbrook","IL","60561","DuPage","https://www.lifewireless.com/"
"Cirrinity","715-253-2111","ACP Home Internet","Star Prairie","WI","54017","Polk,St. Croix","https://www.cirrinity.net"
"Life Wireless","888-543-3620","Wireless",,"TX","77290",,"https://www.lifewireless.com/"
"DMV Prepaid","703-672-8441","Wireline","Loudoun Valley Estates","VA","20166","Loudoun","https://dmvprepaid.com"
"Tag Mobile","866-959-4918","Wireless","Star City","WV","26505","Monongalia","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","Wireless","Mount Clemens","MI","48043","Macomb","https://www.lifewireless.com/"
"Medina Fiber","330-366-2008","ACP Home Internet","Buckeye Lake","OH","43008","Licking","https://medina.litcommunities.net/"
"TerraCom Wireless","877-351-4747","Wireless","Omaha","NE","68102","Douglas","https://www.terracomwireless.com/lifeline-free-plans.php"
"Assurance Wireless","888-898-4888","Wireless","Longtown","MO","63775","Cape Girardeau,Perry","http://www.assurancewireless.com"
"Frontier Communications","800-921-8101","Wireline",,"WV","26629","Braxton","https://frontier.com/discountprograms/LifelineProgram"
"Clear Wireless, LLC","888-341-3471","ACP Home Internet","Duncansville","PA","16635","Blair,Cambria","https://clearwireless.com"
"Boomerang Wireless","866-488-8719","Wireless","Fox Point","WI","53217","Milwaukee,Ozaukee","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Assurance Wireless","888-898-4888","Wireless",,"PA","17608",,"http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Longville","LA","70652","Beauregard","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless","Easton","KS","66020","Leavenworth","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Coosada","AL","36020","Elmore","https://www.lifewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Maumee","OH","43537","Lucas","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Glendora","CA","91773","Los Angeles","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Buckner","MO","64016","Jackson","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Lincoln Center","KS","67455","Lincoln","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Adamstown","PA","19501","Lancaster","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Meigs","GA","31765","Colquitt,Mitchell,Thomas","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","800-288-2747","Wireline","Fernley","NV","89408","Churchill,Lyon","https://www.att.com/gen/general?pid=22888"
"MGW Networks, LLC","540-925-2255","ACP Home Internet","Emory","VA","24340","Smyth,Washington","https://www.mgwnet.com"
"Q Link Wireless","855-754-6543","Wireless","Vancouver","WA","98660","Clark","https://qlinkwireless.com/"
"AtLink Services, LLC","405-753-7151","Wireline","Dale","OK","74851","Cleveland,Lincoln,Pottawatomie","https://www.atlinkservices.com/"
"Frontier Communications","800-921-8101","Wireline","North Henderson","IL","61466","Mercer","https://frontier.com/discountprograms/LifelineProgram"
"Q Link Wireless","855-754-6543","Wireless","Winchester","MO","63011","St. Louis","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless","North City","IL","62812","Franklin","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless",,"OH","44848",,"https://www.lifewireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Philippi","WV","26416","Barbour","http://www.assurancewireless.com"
"CellSpan","844-235-7726","Wireless","Baltimore","MD","21228","Baltimore",
"Q Link Wireless","855-754-6543","Wireless","Kettering","OH","45409","Montgomery","https://qlinkwireless.com/"
"Tag Mobile, LLC","866-959-4918","Wireless","Hadley","MN","56151","Murray","http://www.tagmobile.com/site/index.aspx"
"Amerimex","888-900-8593","Wireless","Dallas","PA","18612","Luzerne,Wyoming","https://safetynetwireless.com/how-to-qualify/"
"Assurance Wireless","888-898-4888","Wireless","Goldsboro","NC","27530","Johnston,Wayne","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","San Francisco","CA","94117","San Francisco","https://www.lifewireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Nisqually Indian Community","WA","98513","Pierce,Thurston","http://www.assurancewireless.com"
"Boomerang Wireless","866-488-8719","Wireless","Montrose","MN","55363","Wright","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Boomerang Wireless","866-488-8719","Wireless","Erie","PA","16504","Erie","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Dart Phone","888-360-2030","Wireline","Redbird","OK","74458","Wagoner","http://www.dartphone.com/lifeline"
"Life Wireless","888-543-3620","Wireless",,"MI","49501",,"https://www.lifewireless.com/"
"CenturyLink","800-407-5411","Wireline","Lake Bridgeport","TX","76426","Jack,Wise","http://www.centurylink.com/Pages/Support/LifeLine/"
"Access Wireless","866-594-3644","Wireless",,"TN","38014",,"https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Pax","WV","25880","Fayette,Raleigh","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Rothbury","MI","49437","Muskegon,Oceana","https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Forestville","MD","20747","Prince George's","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Roanoke","TX","76262","Denton,Tarrant","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Montebello","CA","90022","Los Angeles","https://www.accesswireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Coloma","MI","49038","Berrien,Van Buren","https://www.standupwireless.com/learn/"
"Q Link Wireless","855-754-6543","Wireless","El Paso","TX","79928","El Paso","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless","St. Francisville","LA","70775","West Feliciana","https://www.accesswireless.com/"
"enTouch Wireless","866-488-8719","Wireless","Friendswood","TX","77573","Galveston","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Yourtel America","855-299-9990","Wireless","Forest View","IL","60804","Cook","https://www.icc.illinois.gov/"
"Safelink Wireless","800-723-3546","Wireless","Lakeside","CA","92021","San Diego","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet",,"SC","29664","Oconee","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet",,"WV","25654","Logan","https://www.breezeline.com/"
"Alaska Communications","800-808-8083","Wireline","Eielson AFB","AK","99702","Fairbanks North Star","http://www.alaskacommunications.com/Residential/Products/Lifeline"
"Boomerang Wireless","866-488-8719","Wireless","Oelwein","IA","50662","Buchanan,Fayette","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"MetroNet","877-407-3224","ACP Home Internet","St. Cloud","FL","34744","Osceola","https://www.metroinc.com"
"Tag Mobile","866-959-4918","Wireless","Dunlo","PA","15930","Cambria","https://www.tagmobile.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Redington Shores","FL","33708","Pinellas","https://www.breezeline.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","DeFuniak Springs","FL","32435","Walton","https://www.breezeline.com/"
"Q Link Wireless","855-754-6543","Wireless","Climax","KS","67137","Elk,Greenwood","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Wilmer","TX","75146","Dallas,Ellis","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Mechanicstown","NY","10940","Orange,Sullivan","https://www.accesswireless.com/"
"AT&T Mobility","800-377-9450","Wireless","Cornelius","OR","97113","Washington","http://www.wireless.att.com/learn/articles-resources/community-support/lifeline-link-up.jsp"
"Safelink Wireless","800-723-3546","Wireless","Clute","TX","77531","Brazoria","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Amerimex Communications","888-224-3213","Wireless","Chattahoochee Hills","GA","30263","Coweta,Heard","https://safetynetwireless.com/how-to-qualify/"
"Access Wireless","866-594-3644","Wireless","Crystal Rock","OH","44870","Erie","https://www.accesswireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Jardin de San Julian","TX","78584","Starr","https://www.standupwireless.com/learn/"
"Access Wireless","866-594-3644","Wireless","Chewelah","WA","99109","Pend Oreille,Stevens","https://www.accesswireless.com/"
"enTouch Wireless","866-488-8719","Wireless","Louisville","MS","39339","Winston","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","Carmel","IN","46077","Boone,Hamilton,Marion","https://www.accesswireless.com/"
"Yourtel America","855-299-9990","Wireless","Tumwater","WA","98502","Mason,Thurston","https://www.utc.wa.gov/consumers/telephone/Pages/telephoneAssistanceProgram.aspx"
"Access Wireless","866-594-3644","Wireless","St. Cloud","FL","34772","Osceola","https://www.accesswireless.com/"
"Amerimex","888-224-3213","Wireless","River Hills","WI","53209","Milwaukee","https://safetynetwireless.com/how-to-qualify/"
"AT&T","800-288-2747","Wireline","North Fair Oaks","CA","94061","San Mateo","https://www.att.com/gen/general?pid=22888"
"Frontier Communications","800-921-8101","Wireline",,"MI","49267","Lenawee,Monroe","https://frontier.com/discountprograms/LifelineProgram"
"American Broadband & Telecommunications","866-966-2628","Wireless","Wyoming","MI","49548","Kent","http://www.americanassistance.com/eligibility/"
"Life Wireless","888-543-3620","Wireless","Columbus","OH","43137","Franklin,Pickaway","https://www.lifewireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Henrietta","PA","16662","Bedford,Blair","https://www.breezeline.com/"
"Cooperative Telephone Exchange","515-826-3206","Wireline","Stanhope","IA","50246","Hamilton","http://www.cooptelexchange.com/"
"Access Wireless","866-594-3644","Wireless","Prestonsburg","KY","41621","Floyd","https://www.accesswireless.com/"
"Air Voice Wireless","877-247-7799","Wireless",,"PA","19542","Berks","http://feelsafewireless.com/DesktopMichigan.aspx"
"Assurance Wireless","888-898-4888","Wireless","Kenosha","WI","53144","Kenosha","http://www.assurancewireless.com"
"T-Mobile","800-937-8997","Wireless","St. Paul","MN","55114","Ramsey","https://www.t-mobile.com/offers/lifeline-program"
"Life Wireless","888-543-3620","Wireless","Washington","LA","70570","St. Landry","https://www.lifewireless.com/"
"Q Link Wireless LLC","855-754-6543","Wireless","Lilburn","GA","30084","DeKalb,Gwinnett","https://qlinkwireless.com/"
"Frontier Communications","800-921-8101","Wireline","Grier City","PA","18214","Schuylkill","https://frontier.com/discountprograms/LifelineProgram"
"Wisper ISP","800-765-7772","Wireline","Byrnes Mill","MO","63025","Jefferson,St. Louis","https://wisperisp.com/"
"AT&T","855-301-0355","Wireline","Kansas City","KS","66115","Wyandotte","https://www.att.com/gen/general?pid=22888"
"Amerimex Communications","888-224-3213","Wireless","Peachtree City","GA","30269","Fayette","https://safetynetwireless.com/how-to-qualify/"
"Assurance Wireless","888-898-4888","Wireless","Goulds","FL","33177","Miami-Dade","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless",,"FL","34697",,"http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless",,"TX","88553",,"http://www.assurancewireless.com"
"AT&T","800-288-2747","Wireline","Lancaster","CA","93551","Los Angeles","https://www.att.com/gen/general?pid=22888"
"AT&T","855-301-0355","Wireline","Morrison","IL","61270","Whiteside","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Flat Rock","OH","44811","Erie,Huron,Sandusky,Seneca","https://www.accesswireless.com/"
