"project_id","fiscal_year","functional_area","project_name","deliverable_objective","responsible_department","amount","fund_source"
"4045000170.58101.05","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Burgwin Park","Public Works","43000","CDBG"
"4045000170.58101.06","2017","Facility Improvement","Park Reconstruction","Naturalization - Lawn & Ophelia","Public Works","85000","CDBG"
"4045000170.58101.07","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Robert E. Williams","Public Works","20000","CDBG"
"4045000170.58101.08","2017","Facility Improvement","Park Reconstruction","Manchester Field Improvements","Public Works","3000","CDBG"
"4045000170.58101.09","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Allegheny Commons Park","Public Works","13000","CDBG"
"4045000170.58101.10","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Osceola Park","Public Works","5000","CDBG"
"4045000170.58101.11","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - McKnight","Public Works","10000","CDBG"
"4045000170.58101.12","2017","Facility Improvement","Park Reconstruction","Sidewalk Repair - Gladstone Park","Public Works","9000","CDBG"
"4067470017.50000.00","2017","Engineering & Construction","Smithfield Street (TIP)","Preliminary Engineering","Mobility & Infrastructure","150000","BOND"
"4067470017.50000.00","2017","Engineering & Construction","Smithfield Street (TIP)","Preliminary Engineering","Mobility & Infrastructure","600000","OTHER"
"4330131017.50000.01","2017","Facility Improvement","Litter Can Upgrades & Monitoring","Purchase of 200 New Victor Stanley Litter Cans","Public Works","240000","PAYGO"
"4330131017.50000.02","2017","Facility Improvement","Litter Can Upgrades & Monitoring","Sensor Installation & Monitoring Costs","Public Works","50000","PAYGO"
"4426735917.50000.01","2017","Engineering & Construction","Design, Construction, & Inspection Services","CM/CI Services","Mobility & Infrastructure","200000","PAYGO"
"4426735917.50000.02","2017","Engineering & Construction","Design, Construction, & Inspection Services","Infrastructure Engineering","Mobility & Infrastructure","200000","PAYGO"
"4426735917.50000.03","2017","Engineering & Construction","Design, Construction, & Inspection Services","Structures Engineering","Mobility & Infrastructure","150000","PAYGO"
"4430100017.50000.00","2017","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Final Design","Mobility & Infrastructure","100000","BOND"
"4430100017.50000.00","2017","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Final Design","Mobility & Infrastructure","400000","OTHER"
"4430132017.50000.00","2017","Engineering & Construction","McFarren Street (Second Avenue) Bridge (TIP)","Final Design, Utility Clearance","Mobility & Infrastructure","679250","OTHER"
"4430132017.50000.00","2017","Engineering & Construction","McFarren Street (Second Avenue) Bridge (TIP)","Final Design, Utility Clearance","Mobility & Infrastructure","35750","BOND"
"4430133017.50000.00","2017","Engineering & Construction","Charles Anderson Bridge (TIP)","Preliminary Engineering Phase","Mobility & Infrastructure","35450","BOND"
"4430133017.50000.00","2017","Engineering & Construction","Charles Anderson Bridge (TIP)","Preliminary Engineering Phase","Mobility & Infrastructure","673550","OTHER"
"5015003170.58101.00","2017","Administration & Sub-Awards","Senior Community Program","Senior Community Program","Parks & Recreation","750000","CDBG"
"8200002917.53901.00","2017","Neighborhood & Community Development","Urban Redevelopment Authority Property Maintenance","URA Owned Properties cleared of Grass/Weeds/Snow","Urban Redevelopment Authority","400000","PAYGO"
"8200018170.58101.00","2017","Administration & Sub-Awards","Urban Redevelopment Authority Personnel","HOME Program Administration","Urban Redevelopment Authority","160000","OTHER"
"8200018170.58101.00","2017","Administration & Sub-Awards","Urban Redevelopment Authority Personnel","Housing Initiatives, Business Development, Major Projects","Urban Redevelopment Authority","2000000","CDBG"
"8226729017.53901.01","2017","Neighborhood & Community Development","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","Urban Redevelopment Authority","300000","OTHER"
"8226729017.53901.01","2017","Neighborhood & Community Development","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","Urban Redevelopment Authority","500000","PAYGO"
"8226729017.53901.01","2017","Neighborhood & Community Development","Economic Development & Housing","Owner-Occupied Homes Rehabilitated","Urban Redevelopment Authority","750000","OTHER"
"8226729017.53901.01","2017","Neighborhood & Community Development","Economic Development & Housing","Residential Facades Improved","Urban Redevelopment Authority","150000","OTHER"
"8226729017.53901.02","2017","Neighborhood & Community Development","Economic Development & Housing","New/Substantially Renovated Rental Units Developed","Urban Redevelopment Authority","500000","PAYGO"
"8226730170.58101.00","2017","Neighborhood & Community Development","Major Developments","Brownfield Development","Urban Redevelopment Authority","150000","CDBG"
"8226732117.53901.01","2017","Neighborhood & Community Development","Major Developments","Acquisition - Larimer School","Urban Redevelopment Authority","100000","PAYGO"
"8226732117.53901.02","2017","Neighborhood & Community Development","Major Developments","Closed Schools and Municipal Asset Stewardship","Urban Redevelopment Authority","100000","PAYGO"
"8226732117.53901.03","2017","Neighborhood & Community Development","Major Developments","Public Space Improvements, Transit Improvements, Park & Open Space Development, & Other Infrastructure Improvements","Urban Redevelopment Authority","150000","PAYGO"
"8226750317.53901.00","2017","Neighborhood & Community Development","Center for Innovation & Entrepreneurship","New Business Start Up, Business Expansion, & Business Attraction","Urban Redevelopment Authority","200000","PAYGO"
"8230101017.53901.01","2017","Neighborhood & Community Development","Choice Neighborhood","Green Infrastructure","Urban Redevelopment Authority","272700","BOND"
"8230101017.53901.02","2017","Neighborhood & Community Development","Choice Neighborhood","Park Construction","Urban Redevelopment Authority","272700","BOND"
"8230101170.58101.00","2017","Neighborhood & Community Development","Choice Neighborhood","Mixed Income Rental Development","Urban Redevelopment Authority","1454400","CDBG"
"8230101170.58101.00","2017","Neighborhood & Community Development","Choice Neighborhood","Mixed Income Rental Development","Urban Redevelopment Authority","109040","OTHER"
"8230101170.58101.00","2017","Neighborhood & Community Development","Choice Neighborhood","Owner-Occupied Façade Renovations","Urban Redevelopment Authority","400000","OTHER"
"8267290170.58101.01","2017","Neighborhood & Community Development","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","Urban Redevelopment Authority","500000","CDBG"
"8267290170.58101.02","2017","Neighborhood & Community Development","Economic Development & Housing","New/Substantially Renovated Rental Units Developed","Urban Redevelopment Authority","500000","CDBG"
"8425589017.50000.00","2017","Vehicles & Equipment","Capital Equipment Acquisition",,"Equipment Leasing Authority","1812130","PAYGO"
"8425589917.50000.00","2017","Vehicles & Equipment","Capital Equipment Acquisition",,"Equipment Leasing Authority","3187869","BOND"
,"2017","Administration & Sub-Awards","City Council's Unspecified Local Option","Parks & Recreation - Westwood Oakwood Athletic Association supplies","City Council","2500","CDBG"
,"2017","Administration & Sub-Awards","City Council's Unspecified Local Option","Sheraden Baseball","City Council","2500","CDBG"
"0121132180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Bloomfield Garfield Corporation","City Council","2500","CDBG"
"0121133180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Bloomfield Preservation & Heritage","City Council","2500","CDBG"
"0121181180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Hill Community Development Corporation","City Council","10000","CDBG"
"0121272180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Saint Clair Athletic Association","City Council","4000","CDBG"
"0121296180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Washington Heights Ecumenical Food Bank","City Council","1500","CDBG"
"0121313180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Big Brothers Big Sisters","City Council","2500","CDBG"
"0121323180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Catholic Youth Association of Pittsburgh (Senior Center)","City Council","5000","CDBG"
"0121377180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","National Council of Jewish Women","City Council","3000","CDBG"
"0121377180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","National Council of Jewish Women","City Council","2500","CDBG"
"0121379180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","City Council","2500","CDBG"
"0121379180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Oakland Planning & Development Corporation","City Council","2500","CDBG"
"0121384180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Persad Center","City Council","1500","CDBG"
"0121384180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Persad Center","City Council","3000","CDBG"
"0121384180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Persad Center","City Council","2500","CDBG"
"0121390180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Hunger","City Council","64000","CDBG"
"0121391180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Community Services - Safety","City Council","16000","CDBG"
"0123054180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Riverview Towers Apartments","City Council","3000","CDBG"
"0123101180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","City Council","4000","CDBG"
"0123101180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","City Council","2500","CDBG"
"0123101180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","City Council","2500","CDBG"
"0123124180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Oakland Business Improvement District","City Council","2500","CDBG"
"0123124180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Oakland Business Improvement District","City Council","2500","CDBG"
"0123125180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Union Project","City Council","3000","CDBG"
"0123128180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","JCC of Greater Pittsburgh","City Council","2500","CDBG"
"0123130180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Brookline Christian Food Pantry","City Council","5000","CDBG"
"0123151180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pennsylvania Resource Council","City Council","2500","CDBG"
"0123178180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","African American Chamber of Commerce","City Council","3000","CDBG"
"0123179180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Community Human Services","City Council","3000","CDBG"
"0123179180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Community Human Services","City Council","1500","CDBG"
"0123179180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Community Human Services","City Council","4000","CDBG"
"0123179180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Community Human Services","City Council","2500","CDBG"
"0123191180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Jewish Association on Aging","City Council","3000","CDBG"
"0123198180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Project","City Council","2500","CDBG"
"0123198180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Project","City Council","2500","CDBG"
"0123200180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","St. Pauls Benevolent Education & Missionary Institute","City Council","2500","CDBG"
"0123239180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Beechview Manor","City Council","5000","CDBG"
"0123243180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Parks Conservancy","City Council","2500","CDBG"
"0123250180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Saint Rosalia Food Bank","City Council","3000","CDBG"
"0123256180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Aleph Institute","City Council","3000","CDBG"
"0123270180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Northside Community Development Fund / Northside Chronicle","City Council","2500","CDBG"
"0123279180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Poise Foundation","City Council","65000","CDBG"
"0123289180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Prevention Point Pittsburgh","City Council","2500","CDBG"
"0123289180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Prevention Point Pittsburgh","City Council","2500","CDBG"
"0123291180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Southside Slopes Neighborhood Association","City Council","2500","CDBG"
"0123298180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Uptown Partners of Pittsburgh","City Council","5000","CDBG"
"0123304180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Emmaus Community","City Council","2500","CDBG"
"0123310180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Mount Washington Community Center","City Council","10000","CDBG"
"0123316180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Bloomfield Development Corporation","City Council","10000","CDBG"
"0123317180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Carrick Community Council","City Council","17000","CDBG"
"0123327180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Holy Wisdom Parish Food Pantry","City Council","4500","CDBG"
"0123332180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Lawrenceville Corporation","City Council","7500","CDBG"
"0123365180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","PA Cleanways of Allegheny County","City Council","2500","CDBG"
"0123377180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Lincoln Place Presbyterian Church","City Council","3000","CDBG"
"0123387180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Western Pennsylvania School for Blind Children","City Council","2500","CDBG"
"0125046180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Women's Center & Shelter","City Council","5000","CDBG"
"0125046180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Women's Center & Shelter","City Council","2500","CDBG"
"0125046180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Women's Center & Shelter","City Council","2500","CDBG"
"0126002180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","City Council","2500","CDBG"
"0126002180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Western Pennsylvania Conservancy","City Council","2500","CDBG"
"0128990180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Center for Victims - Crisis Intervention","City Council","1500","CDBG"
"0129118180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Macedonia Family and Community Enrichment Center","City Council","5000","CDBG"
"0129131180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Hazelwood Initiative","City Council","10000","CDBG"
"0129655180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","City Council","3000","CDBG"
"0129655180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","City Council","3000","CDBG"
"0129655180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Pittsburgh Action Against Rape","City Council","2500","CDBG"
"0129655180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Pittsburgh Action Against Rape","City Council","2500","CDBG"
"0129755180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Hilltop Alliance ($8,000 after a pass through of $2,500 for Allentown CDC & Beltzhoover Civic Association)","City Council","13000","CDBG"
"0129757180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Jewish Family & Childrens Services - Career Development Center","City Council","2500","CDBG"
"0129761180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","East End Cooperative Ministry","City Council","2500","CDBG"
"0129780180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Mount Washington CDC","City Council","2500","CDBG"
"0129787180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Allies for Health + Wellbeing (Pittsburgh AIDS Task Force)","City Council","2500","CDBG"
"0129787180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Allies for Health + Wellbeing (Pittsburgh AIDS Task Force)","City Council","2500","CDBG"
"0129791180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Shepherd Wellness Center","City Council","1500","CDBG"
"0129791180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Shepherd Wellness Center","City Council","2000","CDBG"
"0129791180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Shepherd Wellness Center","City Council","2500","CDBG"
"0129791180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Shepherd Wellness Center","City Council","2500","CDBG"
"0129851180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Northside Coalition for Fair Housing","City Council","9500","CDBG"
"0129852180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Schenley Heights Community Development Program","City Council","10000","CDBG"
"0129855180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Lawrenceville United","City Council","10000","CDBG"
"0129864180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Bloomfield Citizens Council","City Council","3000","CDBG"
"0129866180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Tree of Hope","City Council","2500","CDBG"
"0129909180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Spring Hill Civic League","City Council","6000","CDBG"
"0129970180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Peoples Oakland","City Council","2500","CDBG"
"0129972180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Center for Victims - Pittsburgh Mediation Center","City Council","2500","CDBG"
"0129982180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Steel City Boxing","City Council","2500","CDBG"
"0130003180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","North Shore Stallions","City Council","5000","CDBG"
"0130025180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Jewish Family & Childrens Services - Refugee Services","City Council","3000","CDBG"
"0130025180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Jewish Family & Childrens Services - Refugee Services","City Council","2500","CDBG"
"0130045180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","ACH Clear Pathways","City Council","5000","CDBG"
"0130064180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Greater Pittsburgh Literacy Council","Mayor's Office","2500","CDBG"
"0130067180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Saint Mark's Evangelical Lutheran / Brookline Meals on Wheels","City Council","6000","CDBG"
"0130076180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Friendship Community Group","City Council","2500","CDBG"
"0130077180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Greater Pittsburgh Arts Council","City Council","2500","CDBG"
"0130099180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Brashear Association (for Arlington Food Bank)","City Council","2500","CDBG"
"0130100180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Building Bridges for Business","City Council","2500","CDBG"
"0130103180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Jewish Family & Childrens Services - Squirrel Hill Community Food Pantry","City Council","3000","CDBG"
"0130104180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Neighborhood Academy","City Council","2500","CDBG"
"0130108180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Hilltop Alliance","City Council","13000","CDBG"
"0130134180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Beechview Revitalization Advisory Group (PHDC fiscal agent)","City Council","20000","CDBG"
"0130145180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Preservation Pittsburgh / Allegheny City Historic Gallery","City Council","5000","CDBG"
"0130152180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Friendship Circle","City Council","5000","CDBG"
"0130153180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Higher Achievement, Inc","City Council","2500","CDBG"
"0130190180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Bhutanese Community Association","City Council","8000","CDBG"
"0130191180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Brookline Teen Outreach","City Council","4000","CDBG"
"0130192180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Community Kitchen Pittsburgh","City Council","3000","CDBG"
"0130193180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","The Open Door","City Council","10000","CDBG"
"0130194180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","West End Boxing","City Council","10000","CDBG"
"0130195180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","West End Employment Center","City Council","25000","CDBG"
"0130203180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Northside Partnership (McNaugher School)","City Council","5000","CDBG"
"0167146180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Greater Pittsburgh Community Food Bank","City Council","2500","CDBG"
"0167146180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","Greater Pittsburgh Community Food Bank (Food Truck)","City Council","10000","CDBG"
"0167146180.58101.00","2018","Adminstration & Sub-Award","City Council's Unspecified Local Option (to City-Wide Safety Net Organizations)","Greater Pittsburgh Community Food Bank","City Council","65000","CDBG"
"0221132180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Bloomfield Garfield Corporation","Mayor's Office","2500","CDBG"
"0221197180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Kingsley Association","Mayor's Office","2500","CDBG"
"0221330180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","East Allegheny Community Council","Mayor's Office","2500","CDBG"
"0221342180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Garfield Jubilee","Mayor's Office","2500","CDBG"
"0221377180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","National Council of Jewish Women","Mayor's Office","2500","CDBG"
"0221379180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Oakland Planning and Development Corporation","Mayor's Office","2500","CDBG"
"0221384180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Persad Center","Mayor's Office","2500","CDBG"
"0223052180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Reading is Fundamental","Mayor's Office","2500","CDBG"
"0223092180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Catholic Charities - Diocese of Pittsburgh","Mayor's Office","2500","CDBG"
"0223124180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Oakland Business Improvement District","Mayor's Office","2500","CDBG"
"0223128180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","JCC of Greater Pittsburgh","Mayor's Office","2500","CDBG"
"0223130180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Brookline Christian Food Pantry","Mayor's Office","2500","CDBG"
"0223179180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Community Human Services","Mayor's Office","3750","CDBG"
"0223198180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Pittsburgh Project","Mayor's Office","3750","CDBG"
"0223238180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Allegheny YMCA","Mayor's Office","2500","CDBG"
"0223270180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Northside Community Development Fund","Mayor's Office","2500","CDBG"
"0223289180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Prevention Point Pittsburgh","Mayor's Office","2500","CDBG"
"0223298180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Uptown Partners of Pittsburgh","Mayor's Office","2500","CDBG"
"0223304180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Emmaus Community of Pittsburgh","Mayor's Office","3500","CDBG"
"0223316180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Bloomfield Development Corporation","Mayor's Office","2500","CDBG"
"0223343180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Bidwell Training Center","Mayor's Office","3250","CDBG"
"0223359180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Community Alliance of Spring Garden/East Deutschtown","Mayor's Office","2500","CDBG"
"0223377180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Lincoln Place Presbyterian Church","Mayor's Office","2500","CDBG"
"0224508180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Rosedale Block Cluster","Mayor's Office","2500","CDBG"
"0225046180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Womens Center and Shelter","Mayor's Office","37500","CDBG"
"0225677180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Pittsburgh Community Reinvestment Group (PCRG)","Mayor's Office","2500","CDBG"
"0226002180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Western Pennsylvania Conservancy","Mayor's Office","37500","CDBG"
"0228990180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Center for Victims - Pittsburgh Mediation Center","Mayor's Office","37500","CDBG"
"0229118180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Macedonia Family and Community Enrichment Center","Mayor's Office","3500","CDBG"
"0229131180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Hazelwood Initiative","Mayor's Office","2500","CDBG"
"0229655180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Pittsburgh Action Against Rape","Mayor's Office","37500","CDBG"
"0229761180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","East End Cooperative Ministry","Mayor's Office","3250","CDBG"
"0229791180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Shepherd Wellness Center","Mayor's Office","3500","CDBG"
"0229838180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Community Empowerment Association","Mayor's Office","3750","CDBG"
"0229864180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Bloomfield Citizens Council","Mayor's Office","2500","CDBG"
"0229866180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Tree of Hope","Mayor's Office","5000","CDBG"
"0229910180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","St. Andrew Lutheran Church","Mayor's Office","2500","CDBG"
"0229958180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Just Harvest","Mayor's Office","2500","CDBG"
"0230005180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Little Sisters of the Poor","Mayor's Office","3750","CDBG"
"0230011180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Youth Places","Mayor's Office","10000","CDBG"
