"project_id","project_name","deliverable_objective","address","latitude","longitude","district","council"
"8226729017.53901.01","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","City-Wide",,,"City-Wide",
"8267290170.58101.01","Economic Development & Housing","New/Substantially Renovated For Sale Housing Units Developed","City-Wide",,,"City-Wide",
"8226729017.53901.02","Economic Development & Housing","New/Substantially Renovated Rental Units Developed","City-Wide",,,"City-Wide",
"8267290170.58101.02","Economic Development & Housing","New/Substantially Renovated Rental Units Developed","City-Wide",,,"City-Wide",
"8226729017.53901.01","Economic Development & Housing","Owner-Occupied Homes Rehabilitated","City-Wide",,,"City-Wide",
"8226729017.53901.01","Economic Development & Housing","Residential Facades Improved","City-Wide",,,"City-Wide",
"1125015170.58101.00","Emergency Solutions Grant","Shelter, Rapid Rehousing, Homeless Prevention, & Street Outreach Assistance","City-Wide",,,"City-Wide",
"1225015180.50000.00","Emergency Solutions Grant","The ESG program will provide approximately 2,800 individuals with shelter, rapid rehousing, homeless prevention, permanent housing, & street outreach assistance","City-Wide",,,"City-Wide",
"0330175118.50000.00","Enterprise Resource Planning","Enterprise Accounting System - Infrastructure","City-Wide",,,"City-Wide",
"0538889170.58101.00","Fair Housing","Administration, Education, & Training Related to Fair Housing","City-Wide",,,"City-Wide",
"0538889180.58101.00","Fair Housing","Administration, Education, & Training Related to Fair Housing","City-Wide",,,"City-Wide",
"2526120017.50000.01","Firefighting Equipment","Digital Control Dispatch Consoles (2)","City-Wide",,,"City-Wide",
"2526120017.50000.02","Firefighting Equipment","EMS Station Installations (11)","City-Wide",,,"City-Wide",
"2526120017.50000.03","Firefighting Equipment","Fire Station Installations (29)","City-Wide",,,"City-Wide",
"6023181118.50000.00","Flex Beam Guiderails & Fencing","Contingency","City-Wide",,,"City-Wide",
"4023181117.50000.00","Flex Beam Guiderails & Fencing","Flex Beam Guiderails","City-Wide",,,"City-Wide",
"6030090018.50000.02","Flood Control Projects","Stormwater Improvements in Carrick","Carrick 15210","40.41450","-79.98799","District 4","4"
"6030090018.50000.01","Flood Control Projects","Streets Run - Redesign","Baldwin Rd & Ramp St 15207","40.38668","-79.93248","District 5","5"
"6030090018.50000.01","Flood Control Projects","Streets Run - Redesign","Baldwin Rd & Ramp St 15207","40.38668","-79.93248","District 5","5"
"6030177118.50000.00","Four Mile Run","Four Mile Run - Design","Saline St & Four Mile Run Rd 15207","40.42750","-79.94698","District 5","5"
"6030177118.50000.00","Four Mile Run","Four Mile Run - Design","Saline St & Four Mile Run Rd 15207","40.42750","-79.94698","District 5","5"
"4026737617.50000.00","Greenfield Avenue Bridge (TIP)","Construction","Greenfield Avenue Bridge 15217","40.42865","-79.93786","District 5","5"
"4026737617.50000.00","Greenfield Avenue Bridge (TIP)","Construction","Greenfield Avenue Bridge 15217","40.42865","-79.93786","District 5","5"
"1116302170.58101.00","Housing Opportunities For Persons with AIDS","Rental Assistance & Referral Services","City-Wide",,,"City-Wide",
"1216302180.50000.00","Housing Opportunities For Persons with AIDS","Rental Assistance & Referral Services","City-Wide",,,"City-Wide",
"0325100117.50000.00","Information Systems Modernization","Public Safety Monitoring & IT Improvements","City-Wide",,,"City-Wide",
"0325100017.50000.00","Integrated Self-Assessed Business Tax & Revenue System","New Revenue System","City-Wide",,,"City-Wide",
"6030178218.50000.00","Liberty Avenue (HSIP)","Liberty Avenue (HSIP) - Preliminary Design","Liberty Ave & 21st St 15222","40.45114","-79.98246","District 7","7"
"6030178218.50000.00","Liberty Avenue (HSIP)","Liberty Avenue (HSIP) - Preliminary Design","Liberty Ave & 21st St 15222","40.45114","-79.98246","District 7","7"
"4330131118.50000.01","Litter Can Upgrades & Monitoring","Purchase of 175 Street Litter Cans","City-Wide",,,"City-Wide",
"4330131017.50000.01","Litter Can Upgrades & Monitoring","Purchase of 200 New Victor Stanley Litter Cans","City-Wide",,,"City-Wide",
"4330131118.50000.02","Litter Can Upgrades & Monitoring","Purchase of New & Replacement Lids for 200 Litter Cans","City-Wide",,,"City-Wide",
"4330131017.50000.02","Litter Can Upgrades & Monitoring","Sensor Installation & Monitoring Costs","City-Wide",,,"City-Wide",
"8226732117.53901.01","Major Developments","Acquisition - Larimer School","540 Larimer Ave 15206","40.46567","-79.91286","District 9","9"
"8226730170.58101.00","Major Developments","Brownfield Development","City-Wide",,,"City-Wide",
"8226732118.50000.00","Major Developments","Closed schools and asset stewardship, Public Space Improvements, Transit Improvements, Park and Open Space Development, Brownfield Development, and other Infrastructure Improvements","City-Wide",,,"City-Wide",
"8226732117.53901.02","Major Developments","Closed Schools and Municipal Asset Stewardship","City-Wide",,,"City-Wide",
"8226732117.53901.03","Major Developments","Public Space Improvements, Transit Improvements, Park & Open Space Development, & Other Infrastructure Improvements","City-Wide",,,"City-Wide",
"0223238180.58101.00","Mayor's Unspecified Local Option","Allegheny YMCA","600 W North Ave 15212","40.45438","-80.01279","City-Wide","1"
"0230190180.58101.00","Mayor's Unspecified Local Option","Bhutanese Community Association","4048 Brownsville Rd 15227","40.36680","-79.98110","City-Wide","4"
"0223343170.58101.00","Mayor's Unspecified Local Option","Bidwell Training Center","1815 Metropolitan St 15233","40.45729","-80.03255","City-Wide","6"
"0223343180.58101.00","Mayor's Unspecified Local Option","Bidwell Training Center","1815 Metropolitan St 15233","40.45729","-80.03255","City-Wide","6"
"0229864180.58101.00","Mayor's Unspecified Local Option","Bloomfield Citizens Council","4727 Friendship Ave 15224","40.46305","-79.94815","City-Wide","7"
"0223316180.58101.00","Mayor's Unspecified Local Option","Bloomfield Development Corporation","366 Gross St 15224","40.46097","-79.94480","City-Wide","7"
"0221132170.58101.00","Mayor's Unspecified Local Option","Bloomfield Garfield Corporation","5149 Penn Ave 15224","40.46481","-79.94096","City-Wide","7"
"0221132180.58101.00","Mayor's Unspecified Local Option","Bloomfield Garfield Corporation","5149 Penn Ave 15224","40.46481","-79.94096","City-Wide","7"
"0230099180.58101.00","Mayor's Unspecified Local Option","Brashear Association (for Arlington Food Bank)","2201 Salisbury St 15210","40.41924","-79.97501","City-Wide","3"
"0230099170.58101.00","Mayor's Unspecified Local Option","Brashear Association/Henry Kaufman Food Pantry/Arlington Food Bank","2005 Sarah St 15203","40.42774","-79.97752","City-Wide","3"
"0230196180.58101.00","Mayor's Unspecified Local Option","Breaking the Chains of Poverty (A. Philip Randolph Institute)","60 Blvd of the Allies 15222","40.43944","-80.00559","City-Wide","6"
"0223130170.58101.00","Mayor's Unspecified Local Option","Brookline Christian Food Pantry","1036 Brookline Blvd 15226","40.39164","-80.01641","City-Wide","4"
"0223130180.58101.00","Mayor's Unspecified Local Option","Brookline Christian Food Pantry","1036 Brookline Blvd 15226","40.39164","-80.01641","City-Wide","4"
"0223092180.58101.00","Mayor's Unspecified Local Option","Catholic Charities - Diocese of Pittsburgh","212 9th St 15222","40.44311","-79.99818","City-Wide","6"
"0223092170.58101.00","Mayor's Unspecified Local Option","Catholic Charities - St. Rosalias","411 Greenfield Ave 15207","40.44562","-79.91648","City-Wide","5"
"0228990170.58101.00","Mayor's Unspecified Local Option","Center for Victims - Crisis Intervention","3433 E Carson St 15203","40.42083","-79.95801","City-Wide","3"
"0228990180.58101.00","Mayor's Unspecified Local Option","Center for Victims - Pittsburgh Mediation Center","3433 E Carson St 15203","40.42083","-79.95801","City-Wide","3"
"0223359170.58101.00","Mayor's Unspecified Local Option","Community Alliance of Spring Garden/East Deutschtown","800 Vinial St 15212","40.44562","-79.91648","City-Wide","1"
"0223359180.58101.00","Mayor's Unspecified Local Option","Community Alliance of Spring Garden/East Deutschtown","800 Vinial St 15212","40.44562","-79.91648","City-Wide","1"
"0229838170.58101.00","Mayor's Unspecified Local Option","Community Empowerment Association","7120 Kelly St 15208","40.44562","-79.91648","City-Wide","9"
"0229838180.58101.00","Mayor's Unspecified Local Option","Community Empowerment Association","7120 Kelly St 15208","40.44562","-79.91648","City-Wide","9"
"0223179170.58101.00","Mayor's Unspecified Local Option","Community Human Services","2525 Liberty Ave 15222","40.45405","-79.97841","City-Wide","7"
"0223179180.58101.00","Mayor's Unspecified Local Option","Community Human Services","2525 Liberty Ave 15222","40.45405","-79.97841","City-Wide","7"
"0221330170.58101.00","Mayor's Unspecified Local Option","East Allegheny Community Council","415 E Ohio St 15212","40.45328","-80.00127","City-Wide","1"
"0221330180.58101.00","Mayor's Unspecified Local Option","East Allegheny Community Council","415 E Ohio St 15212","40.45328","-80.00127","City-Wide","1"
"0229761170.58101.00","Mayor's Unspecified Local Option","East End Cooperative Ministry","6140 Station St 15206","40.46279","-79.92169","City-Wide","9"
"0229761180.58101.00","Mayor's Unspecified Local Option","East End Cooperative Ministry","6140 Station St 15206","40.46279","-79.92169","City-Wide","9"
"0223304170.58101.00","Mayor's Unspecified Local Option","Emmaus Community of Pittsburgh","2821 Sarah St 15203","40.42522","-79.96577","City-Wide","3"
"0223304180.58101.00","Mayor's Unspecified Local Option","Emmaus Community of Pittsburgh","2821 Sarah St 15203","40.42522","-79.96577","City-Wide","3"
"0221401170.58101.00","Mayor's Unspecified Local Option","Fineview Citizens Council","21 Lanark St 15212","40.46218","-80.00472","City-Wide","1"
"0221342170.58101.00","Mayor's Unspecified Local Option","Garfield Jubilee","5323 Penn Ave 15206","40.44562","-79.91648","City-Wide","9"
"0221342180.58101.00","Mayor's Unspecified Local Option","Garfield Jubilee","5323 Penn Ave 15206","40.44562","-79.91648","City-Wide","9"
"0267146170.58101.00","Mayor's Unspecified Local Option","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","City-Wide",
"0267146180.58101.00","Mayor's Unspecified Local Option","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","City-Wide",
"0230064170.58101.00","Mayor's Unspecified Local Option","Greater Pittsburgh Literacy Council","411 Seventh Ave 15219","40.44562","-79.91648","City-Wide","6"
"0230064180.58101.00","Mayor's Unspecified Local Option","Greater Pittsburgh Literacy Council","411 Seventh Ave 15219","40.44562","-79.91648","City-Wide","6"
"0229131170.58101.00","Mayor's Unspecified Local Option","Hazelwood Initiative","5125 Second Ave 15207","40.40680","-79.94308","City-Wide","5"
"0229131180.58101.00","Mayor's Unspecified Local Option","Hazelwood Initiative","5125 Second Ave 15207","40.40680","-79.94308","City-Wide","5"
"0221183170.58101.00","Mayor's Unspecified Local Option","Hill House Association","1835 Centre Ave 15219","40.44280","-79.98223","City-Wide","6"
"0230138170.58101.00","Mayor's Unspecified Local Option","Homewood Concerned Citizens Council","7045 Hamilton Ave 15208","40.44562","-79.91648","City-Wide","9"
"0230138180.58101.00","Mayor's Unspecified Local Option","Homewood Concerned Citizens Council","7045 Hamilton Ave 15208","40.44562","-79.91648","City-Wide","9"
"0230201180.58101.00","Mayor's Unspecified Local Option","Homewood-Brushton YMCA","7140 Bennett St 15208","40.45666","-79.89788","City-Wide","9"
"0230197180.58101.00","Mayor's Unspecified Local Option","Intro to the Trades - Energy Innovation Center","1435 Bedford Ave 15219","40.44445","-79.98883","City-Wide","6"
"0223128170.58101.00","Mayor's Unspecified Local Option","JCC of Greater Pittsburgh","5738 Forbes Ave 15217","40.43741","-79.92390","City-Wide","5"
"0223128180.58101.00","Mayor's Unspecified Local Option","JCC of Greater Pittsburgh","5738 Forbes Ave 15217","40.43741","-79.92390","City-Wide","5"
"0229757170.58101.00","Mayor's Unspecified Local Option","Jewish Family and Children's Services - Career Development","5743 Bartlett St 15217","40.43604","-79.92378","City-Wide","5"
"0230025180.58101.00","Mayor's Unspecified Local Option","Jewish Family and Children's Services - Career Development","5743 Bartlett St 15217","40.43604","-79.92378","City-Wide","5"
"0230025170.58101.00","Mayor's Unspecified Local Option","Jewish Family and Children's Services - Refugee Services","5743 Bartlett St 15217","40.43604","-79.92378","City-Wide","5"
"0230109170.58101.00","Mayor's Unspecified Local Option","Jewish Family and Children's Services - Squirrel Hill Community Food Pantry","828 Hazelwood Ave 15217","40.41789","-79.92435","City-Wide","5"
"0229958180.58101.00","Mayor's Unspecified Local Option","Just Harvest","16 Terminal Way 15219","40.42987","-79.99647","City-Wide","3"
"0221197180.58101.00","Mayor's Unspecified Local Option","Kingsley Association","6435 Frankstown Ave 15206","40.46094","-79.91542","City-Wide","9"
"0230198180.58101.00","Mayor's Unspecified Local Option","Landforce","201 N Braddock Ave 15208","40.44816","-79.89455","City-Wide","9"
"0223332170.58101.00","Mayor's Unspecified Local Option","Lawrenceville Corporation","100 43rd St 15201","40.47337","-79.96429","City-Wide","7"
"0229855170.58101.00","Mayor's Unspecified Local Option","Lawrenceville United","118 52nd St 15201","40.47924","-79.95282","City-Wide","7"
"0230080170.58101.00","Mayor's Unspecified Local Option","Lifespan Inc.","320 Brownsville Rd 15210","40.44562","-79.91648","City-Wide","3"
"0230080180.58101.00","Mayor's Unspecified Local Option","Lifespan Inc.","320 Brownsville Rd 15210","40.44562","-79.91648","City-Wide","3"
"0223377180.58101.00","Mayor's Unspecified Local Option","Lincoln Place Presbyterian Church","1202 Muldowney Ave 15207","40.36870","-79.91534","City-Wide","5"
"0230005170.58101.00","Mayor's Unspecified Local Option","Little Sisters of the Poor","1028 Benton Ave 15212","40.48771","-80.03381","City-Wide","1"
"0230005180.58101.00","Mayor's Unspecified Local Option","Little Sisters of the Poor","1028 Benton Ave 15212","40.48771","-80.03381","City-Wide","1"
"0229118170.58101.00","Mayor's Unspecified Local Option","Macedonia Family and Community Enrichment Center","1835 Centre Ave 15219","40.44280","-79.98223","City-Wide","6"
"0229118180.58101.00","Mayor's Unspecified Local Option","Macedonia Family and Community Enrichment Center","1835 Centre Ave 15219","40.44280","-79.98223","City-Wide","6"
"0223131170.58101.00","Mayor's Unspecified Local Option","Mount Washington CDC","608 Virginia Ave 15211","40.43205","-80.01527","City-Wide","3"
"0221377170.58101.00","Mayor's Unspecified Local Option","National Council of Jewish Women","1620 Murray Ave 15217","40.43871","-79.92312","City-Wide","8"
"0221377180.58101.00","Mayor's Unspecified Local Option","National Council of Jewish Women","1620 Murray Ave 15217","40.43871","-79.92312","City-Wide","8"
"0230110170.58101.00","Mayor's Unspecified Local Option","Neighborhood Academy","709 N Aiken Ave 15206","40.47281","-79.93236","City-Wide","8"
"0230110180.58101.00","Mayor's Unspecified Local Option","Neighborhood Academy","709 N Aiken Ave 15206","40.47281","-79.93236","City-Wide","8"
"0223270170.58101.00","Mayor's Unspecified Local Option","Northside Community Development Fund","922 Middle St 15212","40.45609","-79.99974","City-Wide","1"
"0223270180.58101.00","Mayor's Unspecified Local Option","Northside Community Development Fund","922 Middle St 15212","40.45609","-79.99974","City-Wide","1"
"0223124170.58101.00","Mayor's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","City-Wide","3"
"0223124180.58101.00","Mayor's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","City-Wide","3"
"0221379170.58101.00","Mayor's Unspecified Local Option","Oakland Planning and Development Corporation","235 Atwood St 15213","40.44032","-79.95651","City-Wide","3"
"0221379180.58101.00","Mayor's Unspecified Local Option","Oakland Planning and Development Corporation","235 Atwood St 15213","40.44032","-79.95651","City-Wide","3"
"0223151170.58101.00","Mayor's Unspecified Local Option","Pennsylvania Resources Council","64 S 14th St 15203","40.42801","-79.98419","City-Wide","3"
"0221384180.58101.00","Mayor's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","City-Wide","7"
"0223198170.58101.00","Mayor's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","City-Wide","3"
"0229655180.58101.00","Mayor's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","City-Wide","3"
"0225677180.58101.00","Mayor's Unspecified Local Option","Pittsburgh Community Reinvestment Group (PCRG)","1901 Centre Ave 15219","40.44333","-79.98087","City-Wide","6"
"0223198180.58101.00","Mayor's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","City-Wide","6"
"0229655170.58101.00","Mayor's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","City-Wide","6"
"0230199180.58101.00","Mayor's Unspecified Local Option","Pittsburgh Trade Institute","7800 Susquehanna St 15208","40.44966","-79.88881","City-Wide","9"
"0230156180.58101.00","Mayor's Unspecified Local Option","Prevent Another Crime Today","414 Grant St 15219","40.43811","-79.99685","City-Wide","6"
"0223289170.58101.00","Mayor's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","City-Wide","6"
"0223289180.58101.00","Mayor's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","City-Wide","6"
"0223052170.58101.00","Mayor's Unspecified Local Option","Reading is Fundamental","10 Children's Way 15212","40.45238","-80.00663","City-Wide","1"
"0223052180.58101.00","Mayor's Unspecified Local Option","Reading is Fundamental","10 Children's Way 15212","40.45238","-80.00663","City-Wide","1"
"0224508180.58101.00","Mayor's Unspecified Local Option","Rosedale Block Cluster","7810 Tioga St 15208","40.45049","-79.88786","City-Wide","9"
"0229791170.58101.00","Mayor's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","City-Wide","7"
"0229791180.58101.00","Mayor's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","City-Wide","7"
"0223121170.58101.00","Mayor's Unspecified Local Option","Sheraden Community Council","720 Sherwood Ave 15204","40.45504","-80.05653","City-Wide","2"
"0230046170.58101.00","Mayor's Unspecified Local Option","Sheraden United Methodist Kidz Klub","2966 Chartiers Ave 15204","40.44562","-79.91648","City-Wide","2"
"0230046180.58101.00","Mayor's Unspecified Local Option","Sheraden United Methodist Kidz Klub","2966 Chartiers Ave 15204","40.44562","-79.91648","City-Wide","2"
"0229910170.58101.00","Mayor's Unspecified Local Option","St. Andrew Lutheran Church","304 Morewood Ave 15213","40.45378","-79.94438","City-Wide","8"
"0229910180.58101.00","Mayor's Unspecified Local Option","St. Andrew Lutheran Church","304 Morewood Ave 15213","40.45378","-79.94438","City-Wide","8"
"0229866170.58101.00","Mayor's Unspecified Local Option","Tree of Hope","250 E Ohio St 15212","40.45340","-80.00324","City-Wide","1"
"0229866180.58101.00","Mayor's Unspecified Local Option","Tree of Hope","250 E Ohio St 15212","40.45340","-80.00324","City-Wide","1"
"0223298170.58101.00","Mayor's Unspecified Local Option","Uptown Partners of Pittsburgh","710 Fifth Ave 15219","40.43853","-79.99294","City-Wide","6"
"0223298180.58101.00","Mayor's Unspecified Local Option","Uptown Partners of Pittsburgh","710 Fifth Ave 15219","40.43853","-79.99294","City-Wide","6"
"0230200180.58101.00","Mayor's Unspecified Local Option","Veterans Leadership Program of Western PA","2934 Smallman St 15201","40.45884","-79.97442","City-Wide","3"
"0226002170.58101.00","Mayor's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","City-Wide","1"
"0226002180.58101.00","Mayor's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","City-Wide","1"
"0225046170.58101.00","Mayor's Unspecified Local Option","Womens Center and Shelter","1620 Murray Ave 15217","40.43871","-79.92312","City-Wide","8"
"0225046180.58101.00","Mayor's Unspecified Local Option","Womens Center and Shelter","1620 Murray Ave 15217","40.43871","-79.92312","City-Wide","8"
"0230154170.58101.00","Mayor's Unspecified Local Option","YMCA Greater Pittsburgh","420 Fort Duquesne Blvd 15222","40.44562","-79.91648","City-Wide","6"
"0230011180.58101.00","Mayor's Unspecified Local Option","Youth Places","711 W Commons 15212","40.45253","-80.00787","City-Wide","1"
"4430132017.50000.00","McFarren Street (Second Avenue) Bridge (TIP)","Final Design, Utility Clearance","McFarren St into Duck Hollow 15217","40.41516","-79.91576","District 5","5"
"4430132017.50000.00","McFarren Street (Second Avenue) Bridge (TIP)","Final Design, Utility Clearance","McFarren St into Duck Hollow 15217","40.41516","-79.91576","District 5","5"
"6030132318.50000.00","McFarren Street (Second Avenue) Bridge (TIP)","McFarren Street (Second Avenue) Bridge - Construction","McFarren St into Duck Hollow 15217","40.41516","-79.91576","District 5","5"
"6030132318.50000.00","McFarren Street (Second Avenue) Bridge (TIP)","McFarren Street (Second Avenue) Bridge - Construction","McFarren St into Duck Hollow 15217","40.41516","-79.91576","District 5","5"
"0909660180.58101.00","Neighborhood Employment Centers","Neighborhood Employment Centers - Support for Employment Program","City-Wide",,,"City-Wide",
"0909660170.58101.00","Neighborhood Employment Centers","Support for Employment Program","City-Wide",,,"City-Wide",
"4530144118.50000.01","Park Reconstruction","Allegheny Commons Park - Sidewalk Repair","Federal St & North Ave 15212","40.45514","-80.00653","District 1","1"
"4530144018.50000.02","Park Reconstruction","Brookline Park - Park Lighting Upgrade","Brookline Blvd & Birchland St 15226","40.39208","-80.00797","District 4","4"
"4530144118.50000.02","Park Reconstruction","Larimer Park - Sidewalk Repair","Larimer Ave & Shetland St 15213","40.46625","-79.91245","District 9","9"
"4530144118.50000.03","Park Reconstruction","Leolyn Park - Sidewalk Repair","Leolyn St & E Cherryhill St 15210","40.39901","-79.98613","District 4","4"
"4024500517.50000.10","Park Reconstruction","Lewis Hockey Relocation to McBride","McBride St & U Way 15207","40.37009","-79.90808","District 5","5"
"4045000170.58101.08","Park Reconstruction","Manchester Field Improvements","N Franklin St and Fulton St 15233","40.45635","-80.02530","District 6","6"
"4024500517.50000.02","Park Reconstruction","McKinley Park Green Infrastructure & Recreation Project","Bausman St & Bernd St 15210","40.41460","-79.99798","District 4","4"
"4024500517.50000.02","Park Reconstruction","McKinley Park Green Infrastructure & Recreation Project","Bausman St & Bernd St 15210","40.41460","-79.99798","District 4","4"
"4530144118.50000.04","Park Reconstruction","McKnight Park - Sidewalk Repair","Page St & Fontella St 15223","40.45205","-80.02221","District 6","6"
"4024500117.50000.02","Park Reconstruction","Moore Park Recreation Center Entry Stair Replacement","Pioneer Ave & Stetson St 15226","40.40563","-80.01490","District 4","4"
"4024500117.50000.03","Park Reconstruction","Moore Park Soccer Field Reseeding & Maintenance","Pioneer Ave & Stetson St 15226","40.40563","-80.01490","District 4","4"
"4045000170.58101.06","Park Reconstruction","Naturalization - Lawn & Ophelia","Lawn St & Ophelia St 15213","40.43564","-79.96567","District 6","6"
"4045000170.58101.03","Park Reconstruction","Niagara Park","Craft Ave & Niagara St 15213","40.43476","-79.95998","District 3","3"
"4530144118.50000.05","Park Reconstruction","Paulson Park - Sidewalk Repair","Paulson Ave & Dunmore St 15206","40.46880","-79.90104","District 9","9"
"4530144018.50000.03","Park Reconstruction","Phillips Park Improvements","Parkfield St & Spokane Ave 15210","40.39124","-79.99068","District 4","4"
"4024500117.50000.01","Park Reconstruction","Phillips Park Master Plan","Phillips Park 15210","40.39124","-79.99068","District 4","4"
"4530144018.50000.01","Park Reconstruction","Seldom Seen Greenway","Beechview","40.42287","-80.01610","District 4","4"
"4045000170.58101.09","Park Reconstruction","Sidewalk Repair - Allegheny Commons Park","North/Brighton/Western/Ridge/Cedar Avenues 15212","40.45514","-80.00653","District 1","1"
"4024500517.50000.01","Park Reconstruction","Sidewalk Repair - Armstrong Park","S 12th St & Sarah St 15203","40.42774","-79.98635","District 3","3"
"4045000170.58101.01","Park Reconstruction","Sidewalk Repair - Baxter","Baxter St & Brushton Ave 15208","40.45650","-79.88775","District 9","9"
"4024500517.50000.04","Park Reconstruction","Sidewalk Repair - Brighton Heights","Brighton Rd & Shadeland Ave 15212","40.48230","-80.03511","District 1","1"
"4024500517.50000.06","Park Reconstruction","Sidewalk Repair - Brookline Memorial Park","Brookline Blvd & Birchland St 15226","40.39208","-80.00797","District 4","4"
"4045000170.58101.05","Park Reconstruction","Sidewalk Repair - Burgwin Park","Johnston St & Mansion St 15207","40.40518","-79.93705","District 5","5"
"4024500517.50000.07","Park Reconstruction","Sidewalk Repair - Chartiers","Chartiers Ave & Middleton Rd 15204","40.45764","-80.07320","District 2","2"
"4045000170.58101.12","Park Reconstruction","Sidewalk Repair - Gladstone Park","Winterburn St & Hazelwood Ave 15207","40.41547","-79.93912","District 5","5"
"4024500517.50000.05","Park Reconstruction","Sidewalk Repair - Legion","Brighton Rd & Shadeland Ave 15212","40.48230","-80.03511","District 1","1"
"4045000170.58101.04","Park Reconstruction","Sidewalk Repair - Lewis Park","Irvine St & Berwick St 15207","40.41310","-79.94511","District 5","5"
"4024500517.50000.11","Park Reconstruction","Sidewalk Repair - Marmaduke","Oswald St & Bonaventure Way 15212","40.48461","-80.04214","District 1","1"
"4045000170.58101.02","Park Reconstruction","Sidewalk Repair - McCandless Park","Carnegie St & McCandless St 15201","40.48088","-79.95249","District 7","7"
"4024500517.50000.03","Park Reconstruction","Sidewalk Repair - McKinley Park","Bausman St & Bernd St 15210","40.41460","-79.99798","District 4","4"
"4045000170.58101.11","Park Reconstruction","Sidewalk Repair - McKnight","Page St & Fontella St 15223","40.45205","-80.02221","District 6","6"
"4024500517.50000.09","Park Reconstruction","Sidewalk Repair - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 8","8"
"4024500517.50000.13","Park Reconstruction","Sidewalk Repair - Moore Park","Pioneer Ave & Stetson St 15226","40.40563","-80.01490","District 4","4"
"4045000170.58101.10","Park Reconstruction","Sidewalk Repair - Osceola Park","Osceola St & Cypress St 15224","40.45663","-79.94285","District 7","7"
"4024500517.50000.12","Park Reconstruction","Sidewalk Repair - Phillips Park","Parkfield St & Spokane Ave 15210","40.39124","-79.99068","District 4","4"
"4045000170.58101.07","Park Reconstruction","Sidewalk Repair - Robert E. Williams","Milwaukee St & Adelaide St 15219","40.45469","-79.96048","District 6","6"
"4024500517.50000.14","Park Reconstruction","Sidewalk Repair - Stratmore","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4024500517.50000.08","Park Reconstruction","Sidewalk Repair - Troy Hill Citizen's Park","Claim St & Hatteras St 15212","40.46348","-79.98374","District 1","1"
"4530144118.50000.06","Park Reconstruction","Spring Garden Park - Sidewalk Repair","Spring Garden Ave & Wicklines Ln 15212","40.46606","-79.98539","District 1","1"
"4530144018.50000.04","Park Reconstruction","Stratmore Parklet - Sidewalk Repair","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4530144018.50000.05","Park Reconstruction","Wightman Park Improvements and Green Stormwater Mitigation","Wightman St & Solway St 15217","40.44316","-79.92761","District 8","8"
"4530144018.50000.05","Park Reconstruction","Wightman Park Improvements and Green Stormwater Mitigation","Wightman St & Solway St 15217","40.44316","-79.92761","District 8","8"
"4030144017.58101.01","Park Reconstruction - Regional Asset District Parks","Major Playground Renovations","City-Wide",,,"City-Wide",
"4030144017.58101.02","Park Reconstruction - Regional Asset District Parks","Parks Equipment","City-Wide",,,"City-Wide",
"4030144118.58101.01","Park Reconstruction - Regional Asset District Parks","RAD Parks - Court Renovations","City-Wide",,,"City-Wide",
"4030144118.58101.02","Park Reconstruction - Regional Asset District Parks","RAD Parks - Equipment","City-Wide",,,"City-Wide",
"4030144118.58101.03","Park Reconstruction - Regional Asset District Parks","RAD Parks - Lighting Improvements","City-Wide",,,"City-Wide",
"4030144118.58101.04","Park Reconstruction - Regional Asset District Parks","RAD Parks - Sidewalk Renovations","City-Wide",,,"City-Wide",
"4030144118.58101.05","Park Reconstruction - Regional Asset District Parks","RAD Parks - Street Resurfacing","City-Wide",,,"City-Wide",
"4030144017.58101.05","Park Reconstruction - Regional Asset District Parks","Schenley Park Chiller","Overlook Drive, Schenley Park 15213","40.43189","-79.94492","District 5","5"
"4030144017.58101.03","Park Reconstruction - Regional Asset District Parks","Street Resurfacing","City-Wide",,,"City-Wide",
