"meeting_body_name","committee","begin_date_time","is_all_day","has_end","end_date_time","building_name","room","address","address2","city","state","zip","webcast_url","webcast_plugin","is_video_conf","is_conf_call","conf_call_number","conf_call_id","conf_call_password","contact_first_name","contact_last_name","phone","email","notes","materials_url","archived_url","publication_date","amendments","amendment_date","latlng"
"Quality Advisory Council",,"2022-10-11T10:00:00.000","0","0",,"Department of Mental Health","Conference Room A","1706 East Elm Street",,"Jefferson City",,"65102",,,"0","0",,,,"Misty","Archer","(573) 751-8237",,,,,"2022-08-23 11:51:15.0",,,"
,  
(38.5551799, -92.15435110000001)"
"Safe Drinking Water Commission",,"2022-10-11T10:00:00.000","0","0",,"Lewis and Clark State Office Building & WebEx","LaCharrette and Nightingale Creek Conference Rooms","1101 Riverside Drive",,"Jefferson City",,"65101","https://stateofmo.webex.com/stateofmo/j.php?MTID=m56263debc851b2f4ad83529bea09b965",,"1","1",,"2454 810 7036",,"Jordana","Oritz","(573) 751-0124",,"Password:  SDWC",,,"2022-08-08 17:32:01.0",,,"
,  
(38.5695013, -92.15548869999999)"
"Elementary and Secondary Education","Early Childhood State Advisory Council","2022-10-11T12:30:00.000","0","0",,"Jefferson State Office Building","1st Floor","205 Jefferson Street, 1st Floor",,"Jefferson City",,"65101","https://livestream.com/modese/ecadvisory",,"0","0",,,,,,"(573) 751-3469","communications@dese.mo.gov","Public seating in the board room will be socially distanced and therefore limited. Seats will be available on a first come, first served basis when the doors to the room open 30 minutes prior to the meeting. In lieu of attending the meeting in person, the public may view the slide deck being presented and listen to the discussion via the meeting livestream",,,"2022-08-16 13:58:43.0",,,
"Missouri Children's Division","HB 1414 Response and Evaluation Team Monthly Meeting","2022-10-11T13:00:00.000","0","0",,"Via WebEx",,,,,,,,,"0","1",,"2452 685 0589",,"Kayla","Ueligger","(816) 387-2036","kayla.d.ueligger@dss.mo.gov","Meeting password: 3deW8TmAV3P",,,"2022-02-28 16:22:44.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Northwest Parent Advisory Council",,"2022-10-11T18:30:00.000","0","0",,"Kansas City Regional Office & Via WebEx",,"821 East Admiral Blvd",,"Kansas City",,"64106","https://stateofmo.webex.com/stateofmo/j.php?MTID=m926582d4d3be6d226b59a4e81bd95333",,"0","1",,"2456 769 6055",,"Denise","Trecker","(816) 889-3454","Denise.Trecker@dmh.mo.gov","Password: 9fbPsikuN36",,,"2021-12-20 12:38:40.0","IN PERSON MEETING ADDRESS ADDED","2022-04-19 11:58:33.0",
"Missouri State Board of Optometry",,"2022-10-12T08:30:00.000","0","0",,"Division of Professional Registration & Via WebEx (Public)",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"1","1",,,,"Sarah","Becker","(573) 751-0814","Sarah.Becker@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(5)(7)(13)(14) RSMo. and Chapter 324.001.8 and 324.001.9 RSMo.  Please contact Sarah Becker @ sarah.becker@pr.mo.gov for WebEx information.",,,"2022-02-25 15:03:56.0",,,"
,  
(38.581448, -92.252301)"
"Missouri Dental Board",,"2022-10-13T08:00:00.000","0","0",,"Missouri Council of School Administrators",,"3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,"Sarah","Becker","(573) 751-0040","Sarah.Becker@pr.mo.gov","Portions of the meeting may closed pursuant to Chapters 610.021 (1)(3)(5)(7)(13)(14) and Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-02-25 16:28:25.0",,,"
,  
(38.589792, -92.25171999999999)"
"Missouri Dental Board",,"2022-10-14T08:00:00.000","0","0",,"Missouri Council of School Administrators",,"3550 Amazonas Drive",,"Jefferson City",,"65109",,,"0","0",,,,"Sarah","Becker","(573) 751-0040","Sarah.Becker@pr.mo.gov","Portions of the meeting may closed pursuant to Chapters 610.021 (1)(3)(5)(7)(13)(14) and Chapter 324.001.8 and 324.001.9 RSMo.",,,"2022-02-25 16:28:56.0",,,"
,  
(38.589792, -92.25171999999999)"
"State Board of Podiatric Medicine",,"2022-10-17T15:30:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65101",,,"0","0",,,,,,"(573) 751-0873",,"Portions of this meeting will be closed pursuant to Section 610.021(1)(3)(5)(7)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo",,,"2022-01-25 20:44:22.0",,,
"Missouri Autism Projects East Parent Advisory Council",,"2022-10-17T18:00:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m616456fc0b26f758e4ae93972b32b7d8",,"0","1",,"2458 605 4894",,"TJ","Moore","(314) 244-8931","Tauvaris.Moore@dmh.mo.gov","Meeting password: i7aSDGtZX88",,,"2021-10-22 12:20:45.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Veterans Commission",,"2022-10-24T10:00:00.000","0","0",,"Harry S Truman Building & Via WebEx","Room 492 - 4th Floor Auditorium","301 West High Street",,"Jefferson City",,"65101","https://stateofmo.webex.com/stateofmo/j.php?MTID=m7cfeba75374d66acb12ef7dffba75ece",,"1","1",,"2458 223 6853",,"Shawn","Holzhauser","(573) 522-1422","shawn.holzhauser@mvc.dps.mo.gov","Portions of this meeting will be closed pursuant to Sections 610.021 (1)(14) RSMo.","https://mvc.dps.mo.gov/about/",,"2022-08-23 17:32:56.0",,,"
,  
(38.578811, -92.176162)"
"Missouri Autism Projects Southeast Parent Advisory Council",,"2022-10-26T10:30:00.000","0","0",,"Zoom Meeting & SEMO University Autism Center",,"611 N. Fountain St.",,"Cape Girardeau",,"63701","https://zoom.us/j/96415492868?pwd=WkxJcHhBa1dBcitvMnVnT0NLYXBKQT09",,"0","1",,"964 1549 2868",,"Roxie","Looney","(573) 472-6528","roxie.looney@dmh.mo.gov","Password:  697624",,,"2022-05-23 20:04:28.0",,,"
,  
(37.3127133, -89.5222958)"
"State Emergency Management Agency","2nd Quarter 2023 Missouri Emergency Response Commission","2022-10-27T10:00:00.000","0","0",,"State Emergency Management Agency","Governor's Conference Room","2302 Militia Drive",,"Jefferson City",,"65101",,,"0","1",,,,"Karla","Marshall","(573) 526-9113","Karla.Marshall@sema.dps.mo.gov",,,,"2022-08-24 20:28:58.0",,,"
,  
(38.5526044, -92.07515939999999)"
"Office of Adult Learning and Rehabilitation Services","Missouri Vocational Rehabilitation","2022-11-03T10:00:00.000","0","0",,"Missouri Vocational Rehabilitation",,"3024 Dupont Circle",,"Jefferson City",,,,,"0","0",,,,"Anita","Baker","(573) 522-6025",,,,,"2021-10-18 13:48:59.0",,,"
,  
(38.595911, -92.232376)"
"Missouri Children's Division","HB 1414 Response and Evaluation Team Monthly Meeting","2022-11-08T13:00:00.000","0","0",,"Via WebEx",,,,,,,,,"0","1",,"2452 685 0589",,"Kayla","Ueligger","(816) 387-2036","kayla.d.ueligger@dss.mo.gov","Meeting password: 3deW8TmAV3P",,,"2022-02-28 16:23:08.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Southwest Parent Advisory Council",,"2022-11-08T18:30:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m01f308244347d27e929ecf9a34840c47",,"1","1",,"2452 129 6146",,"Matt","Waggoner","(417) 629-3576","matt.waggoner@dmh.mo.gov","Meeting password: 7drKCBSMX72",,,"2022-01-25 19:35:11.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Northwest Parent Advisory Council",,"2022-11-08T18:30:00.000","0","0",,"Kansas City Regional Office & Via WebEx",,"821 East Admiral Blvd",,"Kansas City",,"64106","https://stateofmo.webex.com/stateofmo/j.php?MTID=m926582d4d3be6d226b59a4e81bd95333",,"0","1",,"2456 769 6055",,"Denise","Trecker","(816) 889-3454","Denise.Trecker@dmh.mo.gov","Password: 9fbPsikuN36",,,"2021-12-20 12:39:15.0","IN PERSON MEETING ADDRESS ADDED","2022-04-19 11:59:17.0",
"Missouri Autism Projects Central Parent Advisory Council",,"2022-11-14T17:30:00.000","0","0",,"Easter Seals",,"918 Bernadette Drive",,"Columbia",,"65203","https://zoom.us/j/93402613446?pwd=d1ZUUHNrdCs1aWt3WHVIVnhRZVBCdz09","934 0261 3446","0","1",,"934 0261 3446",,"Darcy","Armstrong","(573) 441-6289","darcy.armstrong@dmh.mo.gov","Notes: Passcode: 273837 / Find your local number: https://zoom.us/u/adOHHntDos",,,"2021-10-13 19:44:14.0",,,"
,  
(38.8996376, -92.4406387)"
"Board of Geologist Registration",,"2022-11-16T10:00:00.000","0","0",,"Division of Professional Registration","Main Conference Room","3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,"Roxy","Brockman","(573) 526-7625","geology@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1) (3) (5) (7) (13) (14) RSMo. And Chapter 324.001.8 and 324-001.9 RSMo.",,,"2022-04-17 19:01:20.0",,,"
,  
(38.581448, -92.252301)"
"Missouri State Board of Cosmetology and Barber Examiners",,"2022-11-18T08:00:00.000","0","0",,"Division of Professional Registration",,"3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,,,"(573) 751-1052",,"Portions of this meeting will be closed pursuant to Sections 610.021 (1)(3)(5)(7)(13)(14) RSMo and Section 324.001.8 and 324.001.9 RSMo.",,,"2021-11-18 18:05:33.0",,,"
,  
(38.581448, -92.252301)"
"MoDNR Stakeholder Forum",,"2022-11-18T10:00:00.000","0","1","2022-11-18T12:00:00.000","Lewis and Clark State Office Building","LaCharette Conference Room","1101 Riverside Drive",,"Jefferson City",,"65101","https://dnr.mo.gov/about-us/forums-stakeholder-workgroups/modnr",,"0","0",,,,,,"(573) 751-3195",,,,,"2021-10-08 19:37:24.0",,"2022-06-07 19:13:13.0","
,  
(38.5695013, -92.15548869999999)"
"Governor's Council on Disability",,"2022-11-18T10:00:00.000","0","0",,"Missouri Behavioral Health Council","CEO Room","221 Metro Drive",,"Jefferson City",,"65101",,,"0","1",,"804 078 831",,"Jessica","Zimmer","(573) 751-2600","Jessica.Zimmer@oa.mo.gov","Meetings may be held virtually by WebEx/Conference call.",,,"2021-11-18 13:36:56.0",,,
"Missouri Autism Projects Missouri Parent Advisory Committee",,"2022-11-18T12:00:00.000","0","0",,"WebEx Call",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=m57f38804a539482707c0a1ab64acd4a3",,"0","1",,"2469 742 1442",,"Katherine","Pigg","(417) 895-6589","Katherine.Pigg@dmh.mo.gov","Password: MAC",,,"2022-01-24 16:50:49.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Eating Disorders Council Meeting",,"2022-11-28T11:00:00.000","0","0",,"WebEx Call",,,,,,,,,"0","1",,,,"Lori","Franklin",,"Lori.Franklin@dmh.mo.gov",,,,"2021-12-14 17:57:42.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects East Parent Advisory Council",,"2022-12-05T18:00:00.000","0","0",,"Via WebEx",,,,,,,"https://stateofmo.webex.com/stateofmo/j.php?MTID=mdc5a2fd9d82262d13dff215ff75e764e",,"0","1",,"2467 230 4636",,"TJ","Moore","(314) 244-8931","Tauvaris.Moore@dmh.mo.gov","Meeting password: ftYfv9UNJ69",,,"2021-10-22 12:21:36.0",,,"
,  
(44.5165436, -67.5845034)"
"State Advisory Council",,"2022-12-07T10:00:00.000","0","0",,"WebEx Call",,,,,,,,,"0","1",,,,"Lori","Franklin",,"Lori.Franklin@dmh.mo.gov","Meeting is open, please contact Lori Franklin to receive an invite to the WebEx call.",,,"2021-12-14 18:02:24.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Children's Division","HB 1414 Response and Evaluation Team Monthly Meeting","2022-12-13T13:00:00.000","0","0",,"Via WebEx",,,,,,,,,"0","1",,"2452 685 0589",,"Kayla","Ueligger","(816) 387-2036","kayla.d.ueligger@dss.mo.gov","Meeting password: 3deW8TmAV3P",,,"2022-02-28 16:23:34.0",,,"
,  
(44.5165436, -67.5845034)"
"Missouri Autism Projects Northwest Parent Advisory Council",,"2022-12-13T18:30:00.000","0","0",,"Kansas City Regional Office & Via WebEx",,"821 East Admiral Blvd",,"Kansas City",,"64106","https://stateofmo.webex.com/stateofmo/j.php?MTID=m926582d4d3be6d226b59a4e81bd95333",,"0","1",,"2456 769 6055",,"Denise","Trecker","(816) 889-3454","Denise.Trecker@dmh.mo.gov","Password: 9fbPsikuN36",,,"2021-12-20 12:39:51.0","IN PERSON MEETING ADDRESS ADDED","2022-04-19 11:59:50.0",
"Governor's Council on Disability",,"2023-02-17T10:00:00.000","0","0",,"Missouri Behavioral Health Council & Via WebEx","CEO Room","221 Metro Drive",,"Jefferson City",,"65101",,,"0","1",,,,"Jennifer","Pettit","(573) 751-2600","Jennifer.Pettit@oa.mo.gov","For accommodations or to participate by WebEx, please contact Jennifer Pettit at Jennifer.pettit@oa.mo.gov or 573-751-2600.","https://disability.mo.gov/gcd/meetings.htm",,"2022-08-24 20:31:34.0",,,
"Missouri State Board of Optometry",,"2023-02-17T11:00:00.000","0","0",,"Division of Professional Registration","Main Conference Room","3605 Missouri Boulevard",,"Jefferson City",,"65102",,,"0","0",,,,"Sarah","Becker","(573) 751-0814","Sarah.Becker@pr.mo.gov","Portions of this meeting may be closed pursuant to Section 610.021 (1)(3)(5)(7)(13)(14) RSMo. and Chapter 324.001.8 and 324.001.9 RSMo.  Please contact Sarah Becker @ sarah.becker@pr.mo.gov for WebEx information.",,,"2022-07-01 14:01:19.0",,,"
,  
(38.581448, -92.252301)"
