"company_name","ban","cgdc","rd","substance_abuse","lcsw","lpc","mft","lmsw","plpc","psychiatric_nurse_practitioner","psychiatrist","psychologist","alcohol_and_substance_abuse","anger_management","child_adolescent","compulsive_gambling","domestic_violence","eating_disorder","faith_based","family_marriage","general_mental_health","post_traumatic_stress","sexual_assault","suicide_prevention","traumatic_brain_injury","telehealth","website","phone_number","zip_code","country","tricare","military_culture","admin_notes","location_1","suite_no"
"Preferred Family Healthcare-Clarity Healthcare FQHC","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://pfh.org/","5736031460","63401","United States","Yes","Not yet, but I would like to work with the military community",,"141 Communications Dr
Hannibal, Missouri 63401
(39.701457, -91.391938)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","4179672887","65483","United States","No","Not yet, but I would like to work with the military community",,"1597 North Highway 63
Houston, Missouri 65483
(37.342068, -91.935333)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","64076","United States","Yes","Not yet, but I would like to work with the military community",,"1278 W. US 40 Hwy
Odessa, Missouri 64076
(39.008681, -93.977016)",
"Sikeston VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/poplar-bluff-health-care/locations/sikeston-va-clinic/","8885578262","63801","United States","Yes","Yes, I have training in military culture",,"903 South Kings Highway
Sikeston, Missouri 63801",
"Healing Rock Counseling LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No",,"3142825448","63010","United States","No","Not yet, but I would like to work with the military community",,"161 Arnold Crossroads Center
Arnold, Missouri 63010
(38.446825, -90.374663)",
"COMTREA","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.comtrea.org/","6363210150","63051","United States","Yes","Not yet, but I would like to work with the military community",,"4300 Gravois Road
House Springs, Missouri 63051
(38.418251, -90.561629)",
"Lace Counseling Center, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes",,"4178403970","65706","United States","No","Not yet, but I would like to work with the military community",,"104 East Madison Street
Marshfield, Missouri 65706
(37.338017, -92.906757)","Suite 108"
"The AutPlay Clinic","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",,"4177559042","65807","United States","No","Not yet, but I would like to work with the military community",,"3322 S. Campbell Ave
Springfield, Missouri 65807
(37.15426, -93.29391)","Suite R"
"Community Counseling Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://www.cccntr.com/","5737834104","63645","United States","No","Not yet, but I would like to work with the military community",,"309 Garrett Street
Fredericktown, Missouri 63645
(37.564565, -90.281899)",
"Katherine Malone, LCSW","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",,"8162818094","64050","United States","Yes","Not yet, but I would like to work with the military community",,"136 E Walnut St
Independence, Missouri 64050
(39.090377, -94.41407)","Suite 102"
"Perspectives Psychotherapy LLC","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","http://www.drkarenloaiza.com","3143374220","63117","United States","No","Not yet, but I would like to work with the military community",,"1600 S Big Bend Blvd
Richmond Heights, Missouri 63117
(38.624836, -90.320505)",
"Jessica Hughes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",,"3143916804","63044","United States","No","Yes, I have served in the military",,"11520 St Charles Rock Rd
Bridgeton, Missouri 63044
(38.74208, -90.407452)","Suite 101"
"Amy Marty, Ph.D. Clinical Psychologist","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,"6268403119","63303","United States","No","Not yet, but I would like to work with the military community",,"2480 Executive Dr
St Charles, Missouri 63303
(38.756614, -90.546237)","Suite 101"
"Lees Summit Counseling Services LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes",,"8169440066","64086","United States","No","Not yet, but I would like to work with the military community",,"508 NE Spring Creek Place
Lee's Summit, Missouri 64086
(38.920678, -94.321099)",
"Ozark Center-Hope Spring","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.freemanhealth.com/ozark-center","4173471111","64804","United States","Yes","Not yet, but I would like to work with the military community",,"3901 East 32nd Street
Joplin, Missouri 64804
(37.05605, -94.462006)",
"Waynesville VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/waynesville-va-clinic/","5737742285","65583","United States","Yes","Yes, I have training in military culture",,"700 GW Lane Street
Waynesville, Missouri 65583
(37.809243, -92.218936)",
"Burrell Behavioral Health-Nixa Office","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.burrellcenter.com/","4177615000","65714","United States","Yes","Not yet, but I would like to work with the military community",,"560 W. Mt. Vernon
Nixa, Missouri 65714
(37.043064, -93.305464)",
"Mark Twain Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://mtbh.org/","6603959114","63552","United States","No","Not yet, but I would like to work with the military community",,"309 N Missouri Street
Macon, Missouri 63552
(39.74103, -92.465508)",
"FCC Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://fccinc.org/","5736861328","63901","United States","Yes","Not yet, but I would like to work with the military community",,"3001 Warrior Lane
Poplar Bluff, Missouri 63901
(36.730865, -90.4435)",
"Family Guidance Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://fgcnow.org/","8163641862","64501","United States","Yes","Not yet, but I would like to work with the military community",,"901 Felix St.
St. Joseph, Missouri 64501
(39.766759, -94.849227)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","6362241200","63303","United States","Yes","Not yet, but I would like to work with the military community",,"1570 S Main Street
St. Charles, Missouri 63303
(38.763854, -90.493464)",
"BJC Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.bjcbehavioralhealth.org","5734385050","63664","United States",,"Not yet, but I would like to work with the military community",,"326 East High Street
Potosi, Missouri 63664
(37.93383, -90.7835)",
"Lake Area Citizens Board","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","http://lacab.org","4175335332","65536","United States","No","Not yet, but I would like to work with the military community",,"1253 Butler Rd
Lebanon, Missouri 65536
(37.667171, -92.634651)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","5736246937","63841","United States","No","Not yet, but I would like to work with the military community",,"916 Smith Ave
Dexter, Missouri 63841
(36.805014, -89.980362)",
"North Central Missouri Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://www.ncmmh.org/index.html","6603594487","64601","United States","No","Not yet, but I would like to work with the military community",,"401 Youssef Driv
Chillicothe, Missouri 64601
(39.808761, -93.551655)",
"Harry S. Truman Memorial Veterans' Hospital","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/harry-s-truman-memorial-veterans-hospital/","5738146486","65201","United States","Yes","Yes, I have training in military culture",,"800 Hospital Drive
Columbia, Missouri 65201
(38.936408, -92.329971)",
"Eaglecrest Counseling Center","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","No","Yes","http://www.eaglecrestcounseling.com","4178628282","65807","United States","Yes","Yes, I have served in the military",,"636 W Republic Rd
Springfield, Missouri 65807
(37.137966, -93.299854)","Suite G-100"
"Fuelling and Assocaites","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","http://www.fuellingandassoiciates.com","6604296678","64093","United States","Yes","Yes, I have served in the military",,"407 E Russell Avenue
Warrensburg, Missouri 64093
(38.773001, -93.732346)","Suite A4"
"Preferred Family Healthcare (Adolescent)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","3147733670","63110","United States","Yes","Not yet, but I would like to work with the military community",,"5025 Northrup Ave
St. Louis, Missouri 63110
(38.620139, -90.268553)",
"MO DHSS Brain Injury Service Coordinator","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","https://health.mo.gov/living/families/shcn/ahi.php","6362821010","63010","United States","No","Not yet, but I would like to work with the military community",,"1818 Lonedell Rd
Arnold, Missouri 63010
(38.445888, -90.403616)",
"Bootheel Counseling Services","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.bootheelcounseling.com/","5734710800","63801","United States","No","Not yet, but I would like to work with the military community",,"760 Plantation Blvd
Sikeston, Missouri 63801
(36.866064, -89.57819)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://pfh.org/","8164071754","64068","United States","Yes","Not yet, but I would like to work with the military community",,"7 Westowne Drive
Liberty, Missouri 64068
(39.246193, -94.439167)",
"Mark Twain Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://mtbh.org/","6606654635","63501","United States","No","Not yet, but I would like to work with the military community",,"105 Pfeiffer Ave
Kirksville, Missouri 63501
(40.194762, -92.558773)",
"Grant Construction Company (telehealth only)","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","Yes","https://www.grantconstructionco.org/","8033254451","63128","United States","No","Not yet, but I would like to work with the military community",,"
O'Fallon, Missouri 63128
(38.766073, -90.764123)",
"Manchester Avenue VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/st-louis-health-care/locations/manchester-avenue-va-clinic/","3146524100","63110","United States","Yes","Yes, I have training in military culture",,"4974 Manchester Avenue
St. Louis, Missouri 63110
(38.62548, -90.267841)",
"Marshfield VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/columbia-missouri-health-care/locations/marshfield-va-clinic/","4174681963","65706","United States","Yes","Yes, I have training in military culture",,"1240 Banning Street
Marshfield, Missouri 65706
(37.344197, -92.928641)",
"New Horizons","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.mo-newhorizons.com","5734430405","65201","United States","No","Not yet, but I would like to work with the military community",,"1408 Hathman Place
Columbia, Missouri 65201
(38.966484, -92.308096)",
"Clark Community Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://clarkmentalhealth.com/","4174761000","65723","United States","Yes","Not yet, but I would like to work with the military community",,"104 W Main St
Pierce City, Missouri 65723
(36.945475, -94.004098)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://pfh.org/","6606651962","63501","United States",,"Not yet, but I would like to work with the military community",,"900 E Laharpe St
Kirksville, Missouri 63501
(40.178345, -92.575491)",
"Community Counseling Center of Perry County","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","http://www.cccntr.com","5735478305","63775","United States","Yes","Not yet, but I would like to work with the military community",,"406 North Sprng Street
Perryville, Missouri 63775
(37.728457, -89.861577)","Suite 220B"
"Burrell Behavioral Health-MAPS Belcrest Office","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","https://www.burrellcenter.com/","4174134676","65802","United States","Yes","Not yet, but I would like to work with the military community",,"230 N. Belcrest Ave
Springfield, Missouri 65802
(37.208991, -93.234141)","Suite A"
"Ozarks Healthcare Alton","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.ozarkshealthcare.com","4177787227","65606","United States",,"Not yet, but I would like to work with the military community",,"100 Medical Drive
Alton, Missouri 65606
(36.69198, -91.394955)",
"Nancy Ellis-Ordway, LCSW","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","http://www.neomsw.com","5736358668","65101","United States","Yes","Not yet, but I would like to work with the military community",,"312 Jackson St
Jefferson City, Missouri 65101
(38.572869, -92.16821)",
"New Leaf Counseling","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Yes","http://www.newleafcou.com","4177663210","65802","United States","Yes","Not yet, but I would like to work with the military community",,"1330 E Cherry Street
Springfield, Missouri 65802
(37.20341, -93.272276)",
"Ozark Center New Directions","No","No","No","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes",,"4173477732","64803","United States","Yes","Not yet, but I would like to work with the military community",,"305 S Virginia
Joplin, Missouri 64803
(37.088586, -94.512211)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65066","United States","Yes","Not yet, but I would like to work with the military community",,"704 E Hwy 28
Owensville, Missouri 65066
(38.347203, -91.489963)",
"Ozark Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.freemanhealth.com/ozark-center","4173471111","64850","United States","Yes","Not yet, but I would like to work with the military community",,"214 N. Washington
Neosho, Missouri 64850
(36.871013, -94.36718)",
"Safe Harbor Counseling Service, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","http://www.carpentercounselingservice.com","8166945955","64086","United States",,"Not yet, but I would like to work with the military community",,"200 NE Missouri Rd
Lees Summit, Missouri 64086
(38.943154, -94.376325)","Suite 200"
"FCC Behavioral Health-Turning Leaf Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","https://fccinc.org/","4172562570","65775","United States","Yes","Not yet, but I would like to work with the military community",,"1015 Lanton Rd
West Plains, Missouri 65775
(36.71316, -91.842868)",
"Embark Counseling Services, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","http://www.embark-counseling.com","9132573161","64506","United States","No","Not yet, but I would like to work with the military community",,"3805 Oakland Avenue
St. Joseph, Missouri 64506
(39.782941, -94.80031)","Suite 101A"
"Ken Thom Counseling, Inc","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","http://kenthomcounseling.com","6605622531","64468","United States","Yes","Yes, I have training in military culture",,"515 West Cooper
Maryville, Missouri 64468
(40.34314, -94.87877)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","8557526417","63663","United States","No","Not yet, but I would like to work with the military community",,"200 St Mary
Pilot Knob, Missouri 63663
(37.626444, -90.650388)",
"Preferred Family Healthcare","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","6362241500","63361","United States","Yes","Not yet, but I would like to work with the military community",,"108 N Sturgeon Street
Montgomery City, Missouri 63361
(38.977154, -91.504824)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","5733234008","63965","United States","No","Not yet, but I would like to work with the military community",,"401 Main St
Van Buren, Missouri 63965
(36.989201, -91.016901)",
"The Whole You Wellness & Counseling","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","https://www.thewholeyouwellnessandcounseling.com/","3146263308","63141","United States","No","Not yet, but I would like to work with the military community",,"11628 Old Ballas Rd
Creve Coeur, Missouri 63141
(38.665994, -90.440188)",
"Swan Therapeutic Services, LLC","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","http://swantherapy.com","8165813737","64063","United States","No","Not yet, but I would like to work with the military community",,"529 SE 2nd St
Lee's Summit, Missouri 64063
(38.915854, -94.367965)","Suite D"
"Truman Lake Women and Children�s Treatment Center (CHN)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","64735","United States","Yes","Not yet, but I would like to work with the military community",,"1800 Community Drive
Clinton, Missouri 64735
(38.392428, -93.768813)",
"Midtown Psychological Services","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","http://midtownpsych.net","8166798701","64114","United States","No","Yes, I have training in military culture",,"9233 Ward Parkway
Kansas City, Missouri 64114
(38.960237, -94.597204)","Suite 125"
"University Health Behavioral Health Crossroads","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","www.universityhealthkc.org/services/behavioral-health/","8164045709","64108","United States","Yes","Yes, I have training in military culture",,"300 West 19th Terrace
Kansas City, Missouri 64108
(39.090119, -94.587462)",
"COMTREA","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.comtrea.org/","6369312700","63028","United States","Yes","Not yet, but I would like to work with the military community",,"110 North Mill Street
Festus, Missouri 63028
(38.220706, -90.392694)",
"Clark Community Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://clarkmentalhealth.com/","4174761000","65708","United States","Yes","Not yet, but I would like to work with the military community",,"411 3rd St
Monett, Missouri 65708
(36.923287, -93.925346)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65560","United States","Yes","Not yet, but I would like to work with the military community",,"913 S Pershing Avenue
Salem, Missouri 65560
(37.636911, -91.530972)",
"Embark Counseling Services, LLC","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","http://www.embark-counseling.com","9132573161","64151","United States","No","Not yet, but I would like to work with the military community",,"8350 N St Clair Avenue
Kansas City, Missouri 64151
(39.245491, -94.649361)","Suite 275"
"Thomas Murphy, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No",,"5737744198","65536","United States","Yes","Not yet, but I would like to work with the military community",,"690 Lynn Street
Lebanon, Missouri 65536
(37.690953, -92.66894)",
"Caregivers on the Homefront, Inc.","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","https://caregivers-homefront.org","8164622022","64153","United States","No","Yes, I have training in military culture",,"8506 N Wayland Ave
Kansas City, Missouri 64153
(39.249443, -94.692827)",
"Fuelling and Assocaites","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","http://www.fuellingandassoiciates.com","6604296678","64735","United States","Yes","Yes, I have served in the military",,"115 E Grandriver
Clinton, Missouri 64735
(38.368163, -93.775935)",
"Carolyn Catchings, LPC, CRC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",,"3144139671","63132","United States","No","Not yet, but I would like to work with the military community",,"9378 Olive Blvd
St. Louis, Missouri 63132
(38.674115, -90.374278)","Suite 200"
"Ozarks Healthcare Behavioral Health Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.ozarkshealthcare.com","4172576762","65775","United States",,"Not yet, but I would like to work with the military community",,"1211 Porter Wagoner Blvd
West Plains, Missouri 65775
(36.739731, -91.875213)","Suite 23 Pkwy"
"Counseling Associates","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",,"4176671931","64759","United States","No","Yes, I have training in military culture",,"203 W llth Street
Lamar, Missouri 64759
(37.494418, -94.27774)",
"The Lighthouse Counseling Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","http://thelighthouse123.com","6602699577","65270","United States","No","Yes, I have training in military culture",,"510 South Morley
Moberly, Missouri 65270
(39.413441, -92.433834)",
"Good-Nous Family Counseling Center","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","http://goodnous4u.com","4173262418","65613","United States","Yes","Not yet, but I would like to work with the military community",,"2085 S. Boston Pl
Bolivar, Missouri 65613
(37.606535, -93.405614)",
"Olive Tree Counseling","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","http://olivetreecounseling.net","6603721663","65270","United States","No","Not yet, but I would like to work with the military community",,"222 North Williams
Moberly, Missouri 65270
(39.420496, -92.439164)",
"Swope Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://swopehealth.org/","8169221070","64130","United States","No","Not yet, but I would like to work with the military community",,"3801 Dr Martin Luther King Jr Blvd
Kansas City, Missouri 64130
(39.035025, -94.539992)",
"Mosaic Counseling Care Center","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","www.mymlc.com/Main/Location/st-joseph-mo/Counseling-Care/","8162716573","64506","United States","Yes","Not yet, but I would like to work with the military community",,"3620 Frederick Ave
St. Joseph, Missouri 64506
(39.7766, -94.80437)",
"A New Song Counseling Services","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",,"5737744198","65583","United States","Yes","Not yet, but I would like to work with the military community",,"413 Historic 66 West
Waynesville, Missouri 65583
(37.824404, -92.210195)",
"Christopher Cornine, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","http://www.diakonocounseling.com","8163739240","64057","United States","No","Yes, I have training in military culture",,"4200 Little Blue Parkway
Independence, Missouri 64057
(39.037283, -94.341969)","Suite 360"
"UMSL-Center for Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","http://www.umsl.edu/cbh/","3145164357","63131","United States","No","Not yet, but I would like to work with the military community",,"12837 Flushing Meadows Drive
Town and Country, Missouri 63131
(38.608209, -90.455275)","Suite 220"
"St. Louis VA Medical Center-Jefferson Barracks","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","https://www.va.gov/st-louis-health-care/locations/st-louis-va-medical-center-jefferson-barracks/","3146524100","63125","United States","Yes","Yes, I have training in military culture",,"1 Jefferson Barracks Drive
St. Louis, Missouri 63125
(38.49362, -90.283298)",
"Fordland Clinic","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","Yes","http://www.fordlandclinic.org","4177672273","65652","United States","Yes","Not yet, but I would like to work with the military community",,"1059 Barton Drive
Fordland, Missouri 65652
(37.161881, -92.924979)",
"Family Guidance Center","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://fgcnow.org/","8163641862","64506","United States","Yes","Not yet, but I would like to work with the military community",,"724 N. 22nd St.
St. Joseph, Missouri 64506
(39.773775, -94.834805)",
"Southeast Missouri Behavioral Health","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","https://semobh.org/","5734376264","65066","United States","No","Not yet, but I would like to work with the military community",,"1014B West Hwy 28
Owensville, Missouri 65066
(38.340588, -91.513333)",
"Mineral Area CPRC, Inc","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://www.comtrea.org","5737562899","63640","United States","No","Not yet, but I would like to work with the military community",,"203 S. Washington
Farmington, Missouri 63640
(37.778718, -90.421429)",
"Midwest Innovative Health Inc","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No",,"8165784548","64063","United States","No","Not yet, but I would like to work with the military community",,"409 SE Douglas Street
Lee's Summit, Missouri 64063
(38.910602, -94.374833)",
"Wendy Jamison, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes",,"3142291019","63021","United States","No","Yes, I have training in military culture",,"1103 Ridgeway Meadow Drive
Ellisville, Missouri 63021
(38.583052, -90.586573)",
"Feel Good Counseling LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","https://feelgood.clientsecure.me/","3144670155","63122","United States","No","Not yet, but I would like to work with the military community",,"439 Kirkwood Rd
Kirkwood, Missouri 63122
(38.576002, -90.407006)","Suite 208"
