"pwsid","name","county"
"MO5031142","MEADOW HILLS SUBDIVISION","STONE"
"MO5031145","MELODY MANOR SUBDIVISION","STONE"
"MO5031148","MO AMERICAN EMERALD POINTE SUBD","TANEY"
"MO5031149","FALL CREEK HEIGHTS SUBD","TANEY"
"MO5031152","LIBERTY UTILITIES VALLEY WOODS SUBD","CHRISTIAN"
"MO5031153","HIDDEN SHORES SUBD","STONE"
"MO5031159","TANEYCOMO HIGHLANDS SUBD  INC","TANEY"
"MO5031165","FRIENDSHIP HILLS SUBD","CEDAR"
"MO5031172","CAPS COVE SUBD","STONE"
"MO5031173","SKY BLUE WATER INC","MCDONALD"
"MO5031192","CRYSTAL BEACH SUBD","STONE"
"MO5031194","OAK CREEK PARKWAY SUBD","STONE"
"MO5031210","SILO RIDGE","POLK"
"MO5031223","BRANSON CREEK COMMUNITY ASSOCIATION","TANEY"
"MO5031235","EDGEWATER VILLAGE","STONE"
"MO5031277","TWILITE HOME SITES","TANEY"
