"jobpostingid","title","salarybasis","salarystart","salaryend","openingdate","closingdate","vacancytotal","organization","jobdescription","jobtype","name","address1","address2","city","state","zip","contactphone","contactextension","contactfax","contactemail","contactcomments","postingtype","specialty","workzip","onetcode","soctitle","onet","jobdetailsurl","joburl","employer"
"283","Recreation Officer I","Semi-Monthly","1208.50","1682.50","2015-02-10","2015-02-24","1","Maryville Treatment Center","A vacancy currently exists for a ROI in a minimum security treatment facility housing approximately 525 adult male offenders.","Full-Time","Rhonda Steward","30227 US Hwy 136",,"Maryville","MO","64468","6605826542","352",,"Rhonda.Steward@doc.mo.gov",,"Merit",,"64468","19409999","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians, All Other",,"https://apps1.mo.gov/mocareers/Details?id=283","STATE OF MISSOURI"
"251","Transportation Enforcement Investigator/Senior Transportation Enforcement Investigator","Monthly","3150.00","4813.00","2015-02-06","2015-02-20","1","Motor Carrier Services Division","--- Transportation Enforcement Investigator ---  ï¿½Conducts routine compliance reviews, educational briefings, and safety audits of interstate and intrastate motor carriers and vehicles for conformance with the Federal Motor Carrier Safety Regulations and Missouri State Statutes in the areas of safety and hazardous materials regulations.  ï¿½Conducts economic enforcement inspections of interstate and intrastate motor carriers, the bus and limousine industries, hazardous materials cargo trailers, and mobile home carriers; investigates complaints regarding unauthorized carrier operations.  ï¿½Conducts safety inspections of commercial motor vehicles, hazardous materials compliance reviews, and physical inspections.  ï¿½Determines the severity of identified violations of carriers, resolving those that are less severe and documenting serious violations; confers with the supervisor concerning violations that warrant legal procedures; testifies in administrative and legal proceedings.  ï¿½Conducts joint inspections, compliance reviews, educational briefings, safety audits and economic enforcement actions with representatives of other state and federal agencies.  ï¿½Conducts orientation programs for new and established carriers in the areas of inspections, safety and compliance reviews, and economic enforcement regulations.  ï¿½Performs other responsibilities as required or assigned.    --- Senior Transportation Enforcement Investigator ---  ï¿½Conducts compliance reviews, educational briefings, and safety audits of interstate and intrastate motor carriers and vehicles for conformance with the Federal Motor Carrier Safety Regulations and Missouri State Statutes in the areas of safety and hazardous materials regulations.  ï¿½Conducts economic enforcement inspections of interstate and intrastate motor carriers, the bus and limousine industries, hazardous materials cargo trailers, and mobile home carriers; investigates complaints regarding unauthorized carrier operations.  ï¿½Conducts safety inspections of commercial motor vehicles, hazardous materials compliance reviews, and physical inspections with carriers/shippers to ensure compliance with regulations.  ï¿½Determines the severity of identified violations of carriers, resolving those that are less severe and documenting serious violations; confers with the supervisor concerning violations that warrant legal procedures; testifies in administrative and legal proceedings.  ï¿½Conducts joint inspections, compliance reviews, educational briefings, safety audits and economic enforcement actions with representatives of other state and federal agencies.  ï¿½Conducts orientation programs for new and established carriers in the areas of inspections, safety and compliance reviews, and economic enforcement regulations.  ï¿½Assists in the orientation and training of new employees.  ï¿½Performs other responsibilities as required or assigned.","Full-Time","Donielle Lawson","630 W. Main",,"Jefferson City","MO","65101","5737512923",,"5735260561","Donielle.Lawson@modot.mo.gov","To view entire job posting and to apply for this position, please visit www.modot.org/jobs.","Other",,"65301","53609999","Transportation and Material Moving Occupations","Transportation Workers, All Other","http://www.modot.org/jobs","https://apps1.mo.gov/mocareers/Details?id=251","STATE OF MISSOURI"
"313","Physical Plant Supervisor I","Annual","34944.00","49128.00","2015-02-18","2015-03-04","1","ERDCC","Supervises and inspects the operation and maintenance of a steam/hot water heating plant, or a central HVAC/chilled water systems, or complex building automation system in a small state facility.    Acts as the over-all assistant to the head of maintenance, facility director, or central office administrator in a moderate-size state facility, assuming responsibility for heating, air conditioning, building and grounds maintenance work, central HVAC/chilled water systems, and other related building maintenance areas.    Assigns and inspects the work of skilled and semi-skilled employees and/or offenders, and other trade personnel; monitors and evaluates employee performance and follows established personnel management policies.    Participates in complex repair and maintenance activities requiring the application of advanced mechanical and/or building skills and techniques.    Supervises building and plant maintenance work and related repair functions to insure the most efficient and economical use of personnel, equipment, supplies, and energy.    Advises administrative supervisors of the feasibility of proposed construction and remodeling projects, and the need for major equipment replacement; assists in developing capital improvement budget requests.    Conducts inspections of assigned areas; plans, schedules, and assigns maintenance repair work.    Requisitions supplies and materials as needed and maintains records and prepares reports on the cost of materials used, power produced or consumed, and other similar information.    Exercises considerable independence in the performance of responsibilities; general supervision is received from an administrative supervisor or higher level Physical Plant Supervisor.    Performs other related work as assigned.","Full-Time",,,,,"MO",,,,,,,"Merit",,"63628","49904100","Installation, Maintenance, and Repair Occupations","Industrial Machinery Mechanics",,"https://apps1.mo.gov/mocareers/Details?id=313","STATE OF MISSOURI"
"293","Vocational Teacher I/II/III","Semi-Monthly","1249.00","2129.00","2015-02-13","2015-02-27","1",,"Participates in development and review of teaching aids and materials, supervises and instructs students in basic and advanced career or occupational skills, conducts formal instruction, prepares equipment, prepares reports, maintains equipment, assists in developing lesson plans, preparing pre-assessment evaluations, maintains discipline, orders supplies maintaining inventory and other records and performs other related work as assigned.","Full-Time",,,,,"MO",,,,,,,"Merit","Carpentry 1","63334","25309999","Education, Training, and Library Occupations","Teachers and Instructors, All Other",,"https://apps1.mo.gov/mocareers/Details?id=293","STATE OF MISSOURI"
"263","Corrections Officer II","Annual","30132.00","42096.00","2015-02-06","2015-02-19","1","DAI","An opening exists for CO II IN-TRAINING FOR LAUNDRY MANAGER position at the Western Missouri Correctional Center which is a large all male institution which houses approximately 2000 offenders.  The selected individual would be responsible for general duties within this position.","Full-Time","Amanda Stith","609 E. Pence Rd.",,"Cameron","MO","64429","8166321390","2114","8166322191","amanda.stith@doc.mo.gov",,"Merit",,"64429","37101100","Building and Grounds Cleaning and Maintenance Occupations","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers",,"https://apps1.mo.gov/mocareers/Details?id=263","STATE OF MISSOURI"
"280","Accountant II","Annual","36204.00","37548.00","2015-02-10","2015-03-06","1","Missouri Public Service Commission","This is limited supervisory and/or advanced professional accounting work in a state agency.     An employee in this class plans and coordinates the work of a limited number of accountants, and/or account clerks and other personnel in the maintenance of an accounting system, including grant administration or performs independent work of comparable difficulty and complexity. Work may involve the development and implementation of new methods and procedures under the direction of an administrative superior, or may include direct responsibility for the accounting and related activities of a small facility where advanced knowledge and skills are required due to the variety and complexity of the accounting operations. Work is reviewed for over-all standards of performance, compliance with state, departmental or agency directives and adherence to generally accepted accounting procedures; however, the employee is expected to exercise considerable discretion and judgment in making technical accounting decisions.","Full-Time","Sheryl Gregory","200 Madison Street","PO Box 360","Jefferson City","MO","65102-0360","5737513233",,"5735264935","pscjobs@psc.mo.gov","To be considered for this position, please send an application, resume and a copy of all transcripts by 5:00 pm March 6, 2015 to: MO Public Service Commission, Reference Number AD020315, P.O. Box 360, Jefferson City, MO  65102 via e-mail to pscjobs@psc.mo.gov.","Other",,"65102","13201101","Business and Financial Operations Occupations","Accountants","http://psc.mo.gov/General/Career_Opportunities","https://apps1.mo.gov/mocareers/Details?id=280","STATE OF MISSOURI"
"298","Corrections Case Manager I / II","Annual","29976.00","47892.00","2015-02-13","2015-02-24","1","S Central Correctional Center","Vacancy currently exists for a CCMI/II in a maximum-security institution housing approximately 1550 male offenders.  This position is located within an all male facility and would be responsible for general duties within that position.","Full-Time",,,,,,,,,,,,"Merit",,"65542","33909999","Protective Service Occupations","Protective Service Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=298","STATE OF MISSOURI"
"269","Information Technology Specialist I (2 Positions)","Semi-Monthly","1995.50","2900.50","2015-02-09","2015-02-23","2","ITSD","This is a highly technical position with OA/ITSD that maintains all components of the FACES system, which is a very large and complex system consisting of over 800 DB2 tables on the mainframe and servers.  Position expected to mentor less experienced co-workers.  Provide application-specific support for outside contractors updating FACES system code.  Act as technical team lead for FACES projects.  This position works independently and uses years of experience to perform software analysis and design within FACES.","Full-Time","Amanda Toebben","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"amanda.toebben@oa.mo.gov","NOTE: YOU MUST INCLUDE A COPY OF YOUR TRANSCRIPTS and resume, and e-mail to address provided.    Please include the job posting number.    Review the required skills and qualifications before applying for this position. Candidates must also complete an on-line application which can be found at https://www.ease.mo.gov/Logon/RegisterOrLogon     Applicants need to be eligible to work in the United States.","Merit",,"65101","15113200","Computer and Mathematical Occupations","Software Developers, Applications","http://it-careers.mo.gov/job-opportunity/2795-15/information-technology-specialist-i-2-positions","https://apps1.mo.gov/mocareers/Details?id=269","STATE OF MISSOURI"
"289","Training Technician I /II","Annual","34944.00","55416.00","2015-02-11","2015-03-02","1","St. Louis Psychiatric Rehabilitation Center","The person in this role will design, develop, facilitate, and evaluate the effectiveness of the 5-day monthly New Employee Orientation for new hires at all three regional facilities.    Facilitate annual Crisis Response and CPR Update Training (which spans over nine months and covers all three shifts at each facility) for over 700 direct care staff in the region. (Including maintaining certification as a CPR & Pro Act instructor)    Support management training which includes demonstrating knowledge of methods of instruction, preparation of training materials, and principles of personnel development to comply with the Management Rule requirements for over 125 supervisors/managers.      Demonstrate knowledge of DMH, Regional and Facility regulations, policies and procedures as they pertain to orientation and training, proficiency in the Network of Care System and an understanding of ATJC and CMS requirements as they relate to staff competencies.      Staff Development has a working supervisor, Staff Development and (2) Training Technicians.   Without the replacement of the Training Technician position, the region could not meet staff training/competency requirements for CMS or the Joint Commission.","Full-Time","Donna Harris","5300 Arsenal",,"St. Louis","MO","63139","3148775948",,"3148775950","donna.harris-brekel@dmh.mo.gov",,"Merit",,"63139","31101300","Healthcare Support Occupations","Psychiatric Aides",,"https://apps1.mo.gov/mocareers/Details?id=289","STATE OF MISSOURI"
"266","Youth Specialist I/II","Annual","28104.00","30984.00","2015-02-09","2015-02-20","1","Division of Youth Services","Serves as a youth supervisor with responsibility for the safety, personal conduct, care, education and therapy of the youth during a shift, implements group and individual treatment plans, maintains security in buildings, grounds, and other posts, and intervenes during emergencies or altercations to prevent escapes and gain physical control of youth.","Full-Time","Jeanette Meo","525 SE 2nd St",,"Lee's Summit","MO","64063","8166220999",,"8166220996","jeanette.e.meo@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"64063","21102999","Community and Social Services Occupations","Social Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=266","STATE OF MISSOURI"
"250","Special Education Teacher I","Annual","29004.00","38928.00","2015-02-06","2015-02-19","1","Division of Youth Services","This position instructs juvenile offenders in elementary or secondary school subjects and related special education work.  Function as part of a teaching team and assists in developing, implementing and evaluating individual educational plans and confer with parents and/or students.","Full-Time","Dawn Hedrick","1410 Genessee St, Ste 160",,"Kansas City","MO","64102","8168893890",,"8168893892","adrienna.hedrick@dss.mo.gov","You must include a cover letter, resume, photocopy of official transcripts, DSS Application for Employment and DYS Employment Application Addendum.","Merit",,"64102","25108100","Education, Training, and Library Occupations","Education Teachers, Postsecondary",,"https://apps1.mo.gov/mocareers/Details?id=250","STATE OF MISSOURI"
"305","System Administrator","Annual","43488.00","54288.00","2015-02-13","2015-03-02","1","Office of State Courts Administrator","The Office of State Courts Administrator has a System Administrator position available in a team environment assisting with development and administration of systems in central data centers, and implementation on a state-wide enterprise network consisting of over 120 sites administered and supported from Jefferson City.","Full-Time",,,,,"MO",,,,"5735228260","oscahr@courts.mo.gov","Application form and copy of official transcript are both required. Application may be downloaded at http://www.courts.mo.gov/file.jsp?id=12298 or may be requested by sending e-mail to oscahr@courts.mo.gov. Please submit application materials no later than March 2, 2015, to Human Resources Office, P.O. Box 104480, Jefferson City, MO 65110. EOE","Other",,"65110","15119902","Computer and Mathematical Occupations","Computer Systems Engineers/Architects","http://www.courts.mo.gov/page.jsp?id=3191","https://apps1.mo.gov/mocareers/Details?id=305","STATE OF MISSOURI"
"259","Maintenance Supervisor I","Annual","31512.00","43488.00","2015-02-06","2015-02-19","1","DAI","opening exists for MAINTENANCE SUPERVISOR I  IN-TRAINING FOR LAUNDRY MANAGER position at the Western Missouri Correctional Center which is a large all male institution which houses approximately 2000 offenders.  The selected individual would be responsible for general duties within this position.","Full-Time","Amanda Stith","609 E. Pence Rd.",,"Cameron","MO","64429","8166321390","2114","8166322191","amanda.stith@doc.mo.gov",,"Merit",,"64429","37101100","Building and Grounds Cleaning and Maintenance Occupations","First-Line Supervisors/Managers of Housekeeping and Janitorial Workers",,"https://apps1.mo.gov/mocareers/Details?id=259","STATE OF MISSOURI"
"307","Laborer - Seasonal","Hourly","10.75","10.75","2015-02-13","2015-03-13","1","FMDC","This temporary position with OA/FMDC participates in the maintenance and care of grounds; mowing and trimming at the facility.  Tree trimming and removal.  Pick up trash and debris from flower beds and grounds daily.  Assist part-time employee in equipment and building maintenance.  Work hours are Monday through Friday 7:30 a.m. ï¿½ 4:00 p.m.","Seasonal","Mary Limbach","301 W. High St. Suite 430",,"Jefferson City","MO","65101",,,,"mary.limbach@oa.mo.gov","Please complete a FMDC Employment Addendum (link below) and submit with a letter of interest to the above contact.","Other",,"63138","37301900","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers, All Other",,"https://apps1.mo.gov/mocareers/Details?id=307","STATE OF MISSOURI"
