License Number,Licensee Name,DBA Name,License Type,Current Status,Effective Date,Fee Date,Fee Type,Expiration Date,Business Phone,Manager Phone,First Name,Last Name,District,SubDistrict,County,Street Number,Street,City,State,Zip Code,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Address 4,Legal 1,Legal 2,Legal 3,Legal 4,Legal 5,Legal 6,Legal 7,Legal 8,latlng,Missouri Counties,School Districts,Counties
286202,ZELL AREA JAYCEES,(KEVIN BURR),RBDP,ACT,09/08/2022,,NEW,09/14/2022,5738835276,3146508350,KEVIN,BURR,4,00,STE. GENEVIEVE,11266,STATE ROUTE A,STE. GENEVIEVE,MO,63670,,,,,ALL OF A TEMPORARY STAND FOR AN EVENT AT THE STE. GENEVIEVE COUNTY,"FAIRGROUNDS, 22079 WHITE SANDS ROAD, STE. GENEVIEVE, MO",,,,,,,,,,
286408,DIZZY BLENDER LLC,DIZZY BLENDER,5BWC,ACT,09/16/2022,,NEW,09/16/2022,8166943633,8166943633,KAYLIE,BAKER,1,00,CASS,423,MAIN ST.,BELTON,MO,64012,DIZZY BLENDER LLC,DIZZY BLENDER,7208 RYMEG STREET,"BELTON, MO. 64012","ALL OF A TEMPORARY CONCESSION STAND, 8801 EAST 66TH, RAYTOWN, MO",,,,,,,,,,,
286215,ARARAT TEMPLE RESTAURANT INC.,ARARAT TEMPLE RESTAURANT,RBDC,ACT,09/03/2022,,NEW,09/03/2022,8169231975,9137104344,JEREMY,YATES,1,00,JACKSON,5100,ARARAT DR.,KANSAS CITY,MO,641291917,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 1000 LAKE DRIVE, KEYTESVILLE, MO",,,,,,,,"(39.0337641, -94.5045415)",43,163,525
286303,EAUX DE VIE INC.,SQUARE ONE,RBDC,ACT,08/27/2022,,NEW,08/27/2022,3142312537,3149665131,STEVEN,NEUKOMM,3,00,ST. LOUIS CITY,1725,PARK AVE.,ST. LOUIS,MO,631042941,,,,,"ALL OF A TEMPORARY STAND IN THE SOUTH EAST CORNER OF LAFAYETTE PARK,","ST. LOUIS, MO",,,,,,,,,,
286220,DIAMOND GIRLS BARTENDERS LLC,RHINESTONE COWGIRLS,RBDC,ACT,09/09/2022,,NEW,09/09/2022,8168335021,8163081070,MARY,ORTIZ,1,00,JACKSON,11703,E 23RD ST S,INDEPENDENCE,MO,640504203,,,,,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA AT,"LINDEN SQUARE, 620 NORTHEAST 70TH STREET, GLADSTONE, MO",,,,,,,,,,
285958,HAND PICKED SELECTIONS INC,HAND PICKED SELECTIONS,22S,ACT,08/10/2022,,NEW,06/30/2023,5403479400,7033710810,SUNIL,KHANNA,7,00,OUT OF STATE,400,"HOLIDAY COURT, STE. 201",WARRENTON,VA,201864349,,,,,"LOCATION: 400 HOLIDAY COURT, STE. 201, WARRENTON, VA. 20186-4349",,,,,,,,"(38.721249, -77.7831549)",,,2771
285940,CARDETTI HERITAGE LLC,JUST A TASTE,RBDC,ACT,09/03/2022,,NEW,09/03/2022,4175297273,4175297273,ERIC,TAYLOR,5,00,PHELPS,200,N. JEFFERSON,ST. JAMES,MO,655591920,CARDETTI HERITAGE LLC,JUST A TASTE,21681 COUNTY ROAD 3640,ST. JAMES MO 65559-8447,"ALL OF A TEMPORARY STAND LOCATED AT, 931 E. 4TH STREET, JOPLIN, MO.",,,,,,,,,,,
286056,REROLL TAVERNS LLC,VIGNETTES,RBDC,OB,08/20/2022,,NEW,08/21/2022,4156130476,4156130476,EDWARD,SCHMALZ,1,00,CLAY,2376,ARMOUR RD,NORTH KANSAS CITY,MO,641163261,REROLL TAVERNS LLC,VIGNETTES,3145 BROADWAY,"KANSAS CITY, MO 64111","ALL OF A TEMPORARY CONCESSION STAND AT 1327 BURLINGTON STREET,","NORTH KANSAS CITY, MO",,,,,,,,,,
285953,ST. THOMAS THE APOSTLE ORTHODOX CHURCH,(THOMAS LETCHWORTH,RBDP,ACT,09/08/2022,,NEW,09/14/2022,9133753977,9133753977,THOMAS,LETCHWORTH,5,00,GREENE,4200,S. HOLIDAY,SPRINGFIELD,MO,65810,,,,,"ALL OF A TEMPORARY STAND AT, 4200 S. HOLIDAY AVE., SPRINGFIELD, MO.",(STAND #2),,,,,,,"(37.136807, -93.333978)",93,493,1960
286071,"BLACKSMITH ARTISANAL SPIRITS, LLC",BLACKSMITH DISTILLERY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5734698580,5734698580,MICHAEL,BROKER,2,00,COLE,11517,BRANCH RD.,LOHMAN,MO,650539364,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 231 EAST 5TH STREET, HERMANN, MO",,,,,,,,,,,
286363,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/03/2022,,NEW,09/03/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,"ALL OF A TEMPORARY STAND ON THE PROPERTY OF THE BENTON SPEEDWAY,","817 COUNTY HWY. 505, BENTON, MO.",,,,,,,,,,
285972,DIDDY'S KITCHEN BBQ & BREWERY LLC,DIDDY'S KITCHEN BBQ & BREWERY,MICB,ACT,08/11/2022,,NEW,06/30/2023,8168681719,8168681719,CHRISTOPHER,ROONEY,1,00,CLAY,103,S JEFFERSON ST,KEARNEY,MO,64060,,,,,"ALL OF THE GROUND FLOOR OF A CONVERTED CHURCH BUILDING, INCLUDING","WESTSIDE PATIO, LOCATED AT 103 SOUTH JEFFERSON STREET, KEARNEY, MO",,,,,,,,,,
286330,BALLWIN VISUAL & PERFORMING ART COMM,(MATT STRUEMPH),RBDP,ACT,09/08/2022,,NEW,09/14/2022,6365750598,6365750598,MATTHEW,STRUEMPH,3,00,ST. LOUIS CO.,1,GOVERNMENT CENTER,BALLWIN,MO,63011,,,,,"ALL OF TEMPORARY STAND AT, VLASIS PARK, BALLWIN, MO.",,,,,,,,,,,
286088,MOTHERS BREWING CO LLC,MOTHERS BREWING CO,RBDC,ACT,09/23/2022,,NEW,09/24/2022,4178620423,4178491754,JEFFREY,SCHRAG,5,00,GREENE,215,S. GRANT AVENUE,SPRINGFIELD,MO,658062001,MOTHERS BREWING CO LLC,MOTHERS BREWING CO,PO BOX 88,SPRINGFIELD MO 65806,"ALL OF A TEMPORARY STAND AT 10005 UU 545, CHADWICK, MISSOURI.",,,,,,,,"(37.2078713, -93.2992902)",93,493,1960
286234,ST. JOAN OF ARC PARISH,(VINCENT BOMMARITO),RBDP,ACT,09/08/2022,,NEW,09/14/2022,3148322838,3148322838,VINCENT,BOMMARITO,3,00,ST. LOUIS CITY,5800,OLEATHA AVE,ST. LOUIS,MO,63139,,,,,"ALL OF A TEMPORARY STAND AT 5800 OLEATHA AVENUE, ST. LOUIS, MO",,,,,,,,,,,
285941,CARDETTI HERITAGE LLC,JUST A TASTE,RBDC,ACT,09/10/2022,,NEW,09/10/2022,4175297273,4175297273,ERIC,TAYLOR,5,00,PHELPS,200,N. JEFFERSON,ST. JAMES,MO,655591920,CARDETTI HERITAGE LLC,JUST A TASTE,21681 COUNTY ROAD 3640,ST. JAMES MO 65559-8447,"ALL OF A TEMPORARY STAND LOCATED AT, 931 E. 4TH STREET, JOPLIN, MO.",,,,,,,,,,,
286165,CONVENIENCE GROCERY GROUP 6401 LLC,EXPRESS STOP SMITHVILLE,OPL,ACT,08/17/2022,,NEW,06/30/2023,8168121080,8162236753,RICHARD,BRYANT,1,00,CLAY,124,N US HWY 169,SMITHVILLE,MO,64089,CONVENIENCE GROCERY GROUP 6401 LLC,EXPRESS STOP SMITHVILLE,1111 MAIN ST #750,KANSAS CITY MO 64105,"ALL OF A ONE STORY BUILDING LOCATED AT 124 NORTH US HIGHWAY 169,","SMITHVILLE, MO",,,,,,,,,,
286391,JVG 1997 LLC,GOMERS,SOP,ACT,09/01/2022,,NEW,06/30/2023,8169428888,8163899496,JAMES,PROBST,1,00,JACKSON,1301,W 103RD ST STE A,KANSAS CITY,MO,64114,JVG 1997 LLC,GOMERS,3145 BROADWAY,KANSAS CITY MO 64111,,,,,,,,,,,,
286374,"RIVERS END LIMITED LIABILITY CO, THE","RIVERS END LIMITED LIABILITY CO, THE",RBDR,ACT,08/24/2022,,NEW,06/30/2023,5736912617,5736912617,DEMI,RACKERS,2,00,COLE,9208,RAILROAD STREET,JEFFERSON CITY,MO,65101,,,,,ALL OF A ONE STORY BUILDING LOCATED AT 9208 RAILROAD STREET,"JEFFERSON CITY, MISSOURI.",,,,,,,,,,
286352,PEPE PRODUCTION LLC,RUTHIE'S ON C-STREET,RBDC,OB,08/13/2022,,NEW,08/14/2022,4178648144,4174256844,JOSEPH,PEPE,5,00,GREENE,504,E. COMMERCIAL STREET,SPRINGFIELD,MO,658032946,,,,,"ALL OF A TEMPORARY STAND LOCATED AT, 322 SOUTH AVE. SPRINGFIELD, MO.",,,,,,,,,,,
285968,RAJA BUSINESS SERVICES LLC,RAJA BUSINESS SERVICES,OPL,OB,08/11/2022,,NEW,06/30/2023,9137104301,8163313776,PAULA,PARRISH,1,00,JOHNSON,801,E HALE LAKE RD,WARRENSBURG,MO,64093,RAJA BUSINESS SERVICES LLC,RAJA BUSINESS SERVICES,PO BOX 858,BELTON MO 64012,"ALL OF A BUILDING LOCATED AT 801 EAST HALE LAKE ROAD, WARRENSBURG, MO",,,,,,,,,,,
286213,DAVIS RALLY POINT LLC,DAVIS RALLY POINT,RBDC,ACT,08/27/2022,,NEW,08/27/2022,8162137441,8162137441,SONJA,GRIFFITH,1,00,CASS,100,WEST PEARL ST,HARRISONVILLE,MO,647011724,,,,,"ALL OF A TEMPORARY CONCESSION STAND, 502 WEST MAIN STREET, GREENWOOD,",MISSOURI.,,,,,,,,,,
285983,DOMAINE SERENE VINEYARDS & WINERY INC,DOMAINE SERENE,WDS,ACT,08/11/2022,,NEW,06/30/2023,5038644600,5038644600,RYAN,HARRIS,7,00,OUT OF STATE,6555,NE HILLTOP LN,DAYTON,OR,971147227,,,,,"LOCATION: 6555 NE HILLTOP LANE, DAYTON, OR 97114-7227",,,,,,,,,,,
286192,SHAY & PALS,(CRISTAL HEDRICK),RBDP,ACT,09/16/2022,,NEW,09/22/2022,4172303118,4172303118,CRISTAL,HEDRICK,5,00,TANEY,138,ROARK HLS,BRANSON,MO,65616,,,,,"ALL OF A TEMPORARY STAND IN THE ""TOWN SQUARE"" ON THE BRANSON LANDING","AT 100 BRANSON LANDING BOULEVARD, BRANSON, MISSOURI.",,,,,,,"(36.652204, -93.24822200000001)",111,510,2217
286078,OZARK EMPIRE FAIR FOUNDATION,(LIBBY REAVIS),RBDP,ACT,09/07/2022,,NEW,09/13/2022,4178332660,4178498278,LIBBY,REAVIS,5,00,GREENE,3001,N GRANT AVE,SPRINGFIELD,MO,65803,,,,,ALL OF A SINGLE TEMPORARY STAND AT 1900 SOUTH FARM ROAD 199 IN,"SPRINGFIELD, MO",,,,,,,,,,
286367,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,OB,08/26/2022,,NEW,08/26/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,ALL OF A TEMPORARY STAND ON THE PROPERTY KNOWN AS POPLAR BLUFF,"MOTORSPORTS PARK, 1989 SPEEDWAY DR., POPLAR BLUFF, MO.",,,,,,,,,,
286369,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/09/2022,,NEW,09/09/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,ALL OF A TEMPORARY STAND ON THE PROPERTY KNOWN AS POPLAR BLUFF,"MOTORSPORTS PARK, 1989 SPEEDWAY DR., POPLAR BLUFF, MO.",,,,,,,,,,
286083,SPENCER MANOR VINEYARDS AND WINERY LLC,SPENCER MANOR VINEYARDS AND WINERY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5857037437,5857037437,KELLY,SPENCER,5,00,PHELPS,19134,COUNTY ROAD 1000,ST. JAMES,MO,655598464,,,,,"ALL OF TEMPORARY STAND 1 LOCATED AT 15064 NORTH HIGHWAY 68,","ST JAMES, MO",,,,,,,,,,
285910,OUR LADY CATHOLIC CHURCH,(GREG KLUMP),RBDP,ACT,10/14/2022,,NEW,10/20/2022,6369375513,6369375513,GREG,KLUMP,3,00,JEFFERSON,1550,ST. MARY'S LANE,FESTUS,MO,63028,,,,,"ALL OF A TEMPORARY STAND AT, 1550 AND 1599 ST. MARY'S LANE, FESTUS,",MO.,,,,,,,,,,
286073,WALNUT CREEK VINEYARD AND WINERY LLC,WALNUT CREEK VINEYARD AND WINERY,RBD,ACT,08/15/2022,,NEW,06/30/2023,4233107000,4233107000,RAYMOND,JEWELL,1,00,CLINTON,90,N MAIN ST,HOLT,MO,64048,WALNUT CREEK VINEYARD AND WINERY LLC,WALNUT CREEK VINEYARD AND WINERY,12825 NE 136TH ST,KEARNEY MO 64060,"ALL OF A ONE STORY BUILDING LOCATED AT 90 NORTH MAIN STREET, HOLT, MO",,,,,,,,,,,
285996,INTERNATIONAL INSTITUTE OF METRO STL,(JACQUELYN BALLARD),RBDP,ACT,08/24/2022,,NEW,08/30/2022,3147739090,3147044147,JACQUELYN,BALLARD,3,00,ST. LOUIS CITY,3401,ARSENAL ST,ST. LOUIS,MO,63118,,,,,ALL OF A TEMPORARY STAND INSIDE TOWER GROVE PARK AT 4256 MAGNOLIA,"AVENUE, ST. LOUIS, MO",,,,,,,,,,
286335,HELEN FITZGERALD'S IRISH GRILL & PUB INC,HELEN FITZGERALD'S,RBDC,ACT,10/06/2022,,NEW,10/06/2022,3149604778,3143979200,BRETT,SYBERG,3,00,ST. LOUIS CO.,3660,SOUTH LINDBERGH,SUNSET HILLS,MO,63127,,,,,"ALL OF A TEMPORARY STAND AT, 930 S. KIRKWOOD RD., KIRKWOOD, MO.",,,,,,,,"(38.552798, -90.405745)",51,239,2210
286051,ST RAYMONDS CATHOLIC CHURCH,(MARY DENNY),RBDP,ACT,09/15/2022,,NEW,09/21/2022,3146210056,3147735570,MARY,DENNY,3,00,ST. LOUIS CO.,931,LEBANON DR,ST LOUIS,MO,63104,,,,,"ALL OF A TEMPORARY STAND ON THE PARKING LOT AT 931 LEBANON DRIVE,","ST LOUIS, MO",,,,,,,,,,
286203,PERRYVILLE MO LODGE NO 2701,(BRIAN RELLEGERT),RBDP,OB,08/17/2022,,NEW,08/23/2022,5735475552,5735172022,BRIAN,RELLERGERT,4,00,PERRY,921,N PERRYVILLE BLVD,PERRYVILLE,MO,63775,,,,,ALL OF A TEMPORARY STAND FOR THE LAID BACK ON 1-55 TRUCK SHOW LOCATED,"IN THE DOWNTOWN SQUARE ON JACKSON STREET, PERRYVILLE, MO",,,,,,,,,,
286431,SAMUEL BERTON DISTILLING LLC,SAMUEL BERTON DISTILLING,LMS,ACT,08/25/2022,,NEW,06/30/2023,6366387564,6366387564,STEVEN,CARTER,2,00,FRANKLIN,108,FRONT ST STE 102,LABADIE,MO,630551223,SAMUEL BERTON DISTILLING LLC,SAMUEL BERTON DISTILLING,PO BOX 115,LABADIE MO 63055,"ALL OF A BUILDING SPACE ADDRESSED AS 108 FRONT STREET, SUITE 102,","LABADIE, MO",,,,,,,,,,
286181,BASEMENT DWELLER HOLDINGS LLC,417 TAPHOUSE,RBD,ACT,08/18/2022,,NEW,06/30/2023,4172349224,4172349224,ZACHERY,CAMPBELL,5,00,GREENE,431,S JEFFERSON AVE #160,SPRINGFIELD,MO,65806,,,,,ALL OF SUITE 160 AND ATTACHED PATIO AREA AT 431 SOUTH JEFFERSON AVENUE,"IN SPRINGFIELD, MISSOURI.",,,,,,,"(37.2056317, -93.28993899999999)",93,493,1960
286235,CHEROKEE EVENTS,(RONALD STRAWBRIDGE),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144023943,3142029651,RONALD,STRAWBRIDGE,3,00,ST. LOUIS CITY,3407,S. JEFFERSON AVE STE 515,ST. LOUIS,MO,63118,,,,,"ALL OF A TEMPORARY STAND AT 2606 CHEROKEE STREET, ST. LOUIS, MO",,,,,,,,,,,
286172,AMERICAN JAZZ MUSEUM INC.,(GERALD DUNN),RBDP,ACT,08/25/2022,,NEW,08/31/2022,8164748463,8163658951,GERALD,DUNN,1,00,JACKSON,1616,E 18TH ST,KANSAS CITY,MO,64108,,,,,"ALL OF TEMPORARY CONCESSION STAND #2 AT 1616 EAST 18TH STREET,","KANSAS CITY, MO",,,,,,,"(39.0912956, -94.56321810000001)",43,151,525
286362,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,10/01/2022,,NEW,10/01/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,"ALL OF A TEMPORARY STAND ON THE PROPERTY OF LAWLESS HARLEY DAVIDSON,","2100 E. OUTER RD., SCOTT CITY, MO.",,,,,,,,,,
286105,CHAFFEE LODGE 1810,(ERIC SEYER),RBDP,OB,08/17/2022,,NEW,08/23/2022,5738878993,5733188480,ERIC,SEYER,4,00,SCOTT,120,E YOAKUM AVE,CHAFFEE,MO,63740,,,,,"ALL OF A TEMPORARY STAND IN FRISCO PARK AT 103 SOUTH MARLENE,","CHAFFEE, MO",,,,,,,,,,
286401,FENCE STILE LLC,FENCE STILE VINEYARDS & WINERY,RBDC,ACT,09/03/2022,,NEW,09/03/2022,8165006465,8168853056,SHRITI,PLIMPTON,1,00,RAY,31010,W. 124TH ST.,EXCELSIOR SPRINGS,MO,640245370,FENCE STILE LLC,FENCE STILE VINEYARDS & WINERY,6100 N. CHELSEA CT.,"KANSAS CITY, MO  64119-3065","ALL OF A TEMPORARY CONCESSION STAND LOCATED IN FARRINGTON PARK,","116 SOUTH COUNTY LINE ROAD, WINDSOR, MO",,,,,,,,,,
285936,CARDETTI HERITAGE LLC,JUST A TASTE,RBDC,OB,08/12/2022,,NEW,08/12/2022,4175297273,4175297273,ERIC,TAYLOR,5,00,PHELPS,200,N. JEFFERSON,ST. JAMES,MO,655591920,CARDETTI HERITAGE LLC,JUST A TASTE,21681 COUNTY ROAD 3640,ST. JAMES MO 65559-8447,"ALL OF A TEMPORARY STAND LOCATED AT WILDCAT GLADES, 301 W. RIVERA,","JOPLIN, MO.",,,,,,,,,,
286288,AVK EVENTS LLC,RIALTO BANQUET HALL,RBDC,ACT,09/04/2022,,NEW,09/04/2022,5732311776,5732311776,ANTHONY,VIOREL,2,00,MARION,601,BROADWAY,HANNIBAL,MO,634014303,AVK EVENTS LLC,RIALTO BANQUET HALL,215 ROLLING MEADOWS,HANNIBAL  MO  63401-6562,"ALL OF A TEMPORARY STAND LOCATED AT THE ORCHARD, 2200 PALMYRA ROAD,","HANNIBAL, MISSOURI.",,,,,,,,,,
286256,SACRED HEART CHURCH,(BRENDA L. OPERLE),RBDP,ACT,09/16/2022,,NEW,09/22/2022,5738830980,5738830980,BRENDA,OPERLE,4,00,STE. GENEVIEVE,17742,STATE RT N,ST. MARY,MO,63673,,,,,ALL OF A TEMPORARY STAND FOR AN EVENT ON THE PROPERTY AT 17742 STATE,"ROUTE N, OZARA, MO",,,,,,,,,,
286127,GOVERNOR FLETCHER HOUSE FOUNDATION INC,(DEBRA POLITTE),RBDP,ACT,09/15/2022,,NEW,09/21/2022,6362082125,6367894164,DEBRA,POLITTE,3,00,JEFFERSON,401,ELM ST,HILLSBORO,MO,63050,GOVERNOR FLETCHER HOUSE FOUNDATION INC,(DEBRA POLITTE),9124 MYSTIC CEDAR LN,HILLSBORO MO 63050,"ALL OF A TEMPORARY STAND AT 401 ELM STREET, HILLSBORO, MO",,,,,,,,,,,
286028,"JEWELL, RONALD M.",4 CORNERS GENERAL STORE,RBDR,ACT,08/12/2022,,NEW,06/30/2023,4172576932,,,,5,00,HOWELL,9496,STATE ROUTE AD,POTTERSVILLE,MO,65790,,,,,ALL OF A BUILDING AND ENCLOSED PATIO AREA AT 9496 STATE ROUTE AD IN,"POTTERSVILLE, MISSOURI.",,,,,,,,,,
285973,CHANCE'S R LLC OF ODESSA,CHANCE'S R LLC OF ODESSA,RBDT,ACT,08/11/2022,,NEW,11/08/2022,5736946290,5736946290,CHANCEY,SHERMAN,1,00,LAFAYETTE,315,PARK LN UNIT A,ODESSA,MO,64076,,,,,"ALL OF A ONE STORY BUILDING LOCATED AT 315 PARK LANE UNIT A, ODESSA,",MO,,,,,,,,,,
286142,WELPMAN SPRINGS BREWING COMPANY LLC,WELPMAN SPRINGS BREWING COMPANY,RBDC,ACT,09/24/2022,,NEW,09/24/2022,5733772343,5733774228,BRYAN,WELPMAN,2,00,MORGAN,517,HATCHERY ROAD,STOVER,MO,65078,WELPMAN SPRINGS BREWING COMPANY LLC,WELPMAN SPRINGS BREWING COMPANY,515 HATCHERY ROAD,STOVER MO 65078,"ALL OF A TEMPORARY STAND LOCATED AT 6079 HIGHWAY 135, FLORENCE, MO",,,,,,,,,,,
285878,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,RBDC,OB,08/19/2022,,NEW,08/20/2022,5736862006,5737186480,LARRY,HAFFORD,4,00,BUTLER,336,VINE STREET,POPLAR BLUFF,MO,639015836,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,465 HICKORY MEADOW LANE,POPLAR BLUFF MO 63901-2163,"ALL OF A TEMPORARY STAND FOR AN EVENT ON THE PROPERTY AT, 309 S.","BROADWAY, POPLAR BLUFF, MO.",,,,,,,,,,
285951,ST. ELIZABETH ANN SETON CHURCH,(THOMAS RYAN),RBDP,ACT,09/07/2022,,NEW,09/13/2022,4176195467,4176195467,THOMAS,RYAN,5,00,GREENE,2200,W. REPUBLIC AVE.,SPRINGFIELD,MO,65807,,,,,"ALL OF A TEMPORARY STAND AT, 2200 W. REPUBLIC AVE., SPRINGFIELD, MO.",,,,,,,,,,,
286394,KLYMAX LOUNGE LLC,KLYMAX LOUNGE,SBD,ACT,08/25/2022,,NEW,06/30/2023,8162661007,8162661007,SCHELLETA,WILLIAMS,1,00,JACKSON,4246,INDIANA AVE,KANSAS CITY,MO,64130,,,,,,,,,,,,,,,,
285979,ST JOSEPH MOTORCYCLE COMPANY INC,ST JOESPH MOTORCYCLE COMPANY,5BWC,ACT,08/27/2022,,NEW,08/27/2022,8162339061,8162946775,MICKEY,MCCREARY,1,00,BUCHANAN,4020,S US HIGHWAY 169,SAINT JOSEPH,MO,64503,,,,,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA IN,"THE PARKING LOT AT 4020 US HIGHWAY 169, SAINT JOSEPH, MO",,,,,,,,,,
286196,DALE HOLLOW FRUIT FARMS LLC,DALE HOLLOW WINERY,RBDC,ACT,09/10/2022,,NEW,09/10/2022,5735690094,5735690094,KATY,DALE,2,00,MORGAN,314,E. 1ST STREET,STOVER,MO,650780917,DALE HOLLOW FRUIT FARMS LLC,DALE HOLLOW WINERY,700 N. HUGHES AVENUE,STOVER MO 65078-0877,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA AT,"THE UNCORKED WINE FESTIVAL ON THE BINGHAM-WAGGONER ESTATE GROUNDS,","313 WEST PACIFIC AVENUE, INDEPENDENCE, MISSOURI.",,,,,,,,,
285964,BEYONDER MARINE AT STERETT CREEK LLC,BEYONDER MARINE AT STERETT CREEK,RBDR,ACT,08/11/2022,,NEW,06/30/2023,6604382821,6602812318,ROSIE,PERSINGER,5,00,BENTON,18174,MARINA RD,WARSAW,MO,65355,,,,,"ALL OF A BUILDING AND ADJACENT SEATING ON THE DECK, KNOWN AS 'DRUNKEN","MINNOW GRILL' LOCATED AT 18174 MARINA ROAD, WARSAW, MO",,,,,,,,,,
285905,ACCESS TO HEALING AND WELLNESS,(CARRIE E. DANNER),RBDP,OB,08/18/2022,,NEW,08/24/2022,5732212111,5737956560,CARRIE,DANNER,2,00,MARION,1221,BROADWAY,HANNIBAL,MO,63401,ACCESS TO HEALING AND WELLNESS,(CARRIE E. DANNER),10299 TANGLEWOOD,HANNIBAL MO 63401,"ALL OF A TEMPORARY STAND LOCATED AT HEARTLAND FIELD, 4015 MARKET","STREET (STAND #2), HANNIBAL, MISSOURI.",,,,,,,,,,
286011,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 4 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286066,"RADER HOSPITALITY COMPANY, LLC",MY HOUSE NIGHTCLUB & SPORTS BAR,RBDC,OB,08/23/2022,,NEW,08/23/2022,5732393131,5732393131,JOHN,RADER,2,00,BOONE,119,S. SEVENTH STREET,COLUMBIA,MO,652014874,"RADER HOSPITALITY COMPANY, LLC",MY HOUSE NIGHTCLUB & SPORTS BAR,6106 IVORY LANE,COLUMBIA  MO  65201-3875,ALL OF A TEMPORARY STAND LOCATED ON 6TH STREET BETWEEN LOCUST AND,"CHERRY STREETS, COLUMBIA, MISSOURI.",,,,,,,"(38.9499418, -92.3300247)",40,464,2691
286209,BISHOP LEBLOND COUNCIL 5067 K OF C,(STEVE F. CULVER),RBDP,ACT,09/07/2022,,NEW,09/13/2022,8162320321,8163871760,STEVE,CULVER,1,00,BUCHANAN,1205,N 49TH TERR,SAINT JOSEPH,MO,64506,BISHOP LEBLOND COUNCIL 5067 K OF C,(STEVE F. CULVER),13460 STATE RT 6,EASTON MO 64443,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA IN,"THE TOP LEVEL OF THE DOWNTOWN PARKING GARAGE AT 801 FELIX STREET,","ST. JOSEPH, MO",,,,,,,,,
285873,CITY OF BELL CITY,(DAVID N. SCHERER),RBDP,OB,08/10/2022,,NEW,08/16/2022,5737334425,5737334544,DAVID,SCHERER,4,00,STODDARD,25246,WALNUT ST.,BELL CITY,MO,63735,CITY OF BELL CITY,(DAVID N. SCHERER),PO BOX 206,BELL CITY MO 63735,"ALL OF A TEMPORARY STAND FOR AN EVENT AT BELL CITY ROTARY PARK,","27872 SPEARS ST., BELL CIY, MO.",,,,,,,,,,
286167,FUN FARM BARN CO.,FUN FARM BARN CO.,5BDW,ACT,08/17/2022,,NEW,06/30/2023,8166280028,8169357151,ANNA,CHRISTOPHER,1,00,CLAY,650,N JEFFERSON ST,KEARNEY,MO,64040,,,,,"ALL OF THE AREA KNOWN AS THE FUN FARM BARN COMPANY TO INCLUDE BARNS,","ORCHARD AND ENTERTAINMENT AREAS, 650 NORTH JEFFERSON STREET, KEARNEY,",MISSOURI.,,,,,,,,,
286022,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 15 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286154,KIMCHEESE LLC,KIMCHEESE,SBD,ACT,08/17/2022,,NEW,06/30/2023,3145694123,3018145090,TONG,MOON,3,00,ST. LOUIS CO.,10441,OLIVE BLVD,CREVE COEUR,MO,63141,,,,,,,,,,,,,"(38.674089, -90.41000199999999)",51,217,2210
