"business","county","category","location_1","address_2","website","retail"
"First Welding","Daviess","Automotive, Hardware, Industrial and Commercial, Outdoor and Farm","24914 Otter Ave.
Gallatin, MO 64640
(39.931981, -93.928301)",,"http://www.firstwelding.com/Home.html",
"Fernweh Distilling Co.","Gasconade","Beverage","4 Schiller St.
Hermann, MO 65041
(38.707215, -91.435349)",,"http://fernwehdistilling.com/",
"Farm To You Market","Franklin","Beverage, Consumables, Produce and Nurseries","5025 Old Hwy 100
Washington, MO 63090
(38.53906, -90.971268)","#101","http://www.farmtoyoumarket.com",
"Farmhouse Extracts  LLC","Vernon","Health & Medical AND Consumables","17485 E. Waldo Rd.
Sheldon, MO 64784
(37.7069762, -94.3266014)",,"https://farmhouse-extracts.com/",
"Farm and Spirit, Inc","Franklin","Beverage","622 Jefferson St.
Washington, MO 63090
(38.5804092, -92.1745003)",,"https://farmandspirit.com",
"Fancy Farm Popcorn Company, Inc.","Stoddard","Consumables","2893 Co Rd. 675
Bernie, MO 63822
(36.649988, -90.101456)","PO Box 209","http://www.fancyfarmpopcorn.com/",
"Fabb4Fused Glass","St. Louis","Artistries","36 Pricewoods Ln.
St. Louis, MO 63132
(38.663485, -90.362782)",,"http://www.fabb4fusedglass.com/",
"Executive Wood Products","Franklin","Hardware,Industrial and Commercial","230 E. Springfield Rd.
Sullivan, MO 63080
(38.215876, -91.156639)",,"https://executivewood.com/",
"Evening Shade Farms Body Products, Inc","St. Clair","Health and Medical","12790 SE Hwy TT
Osceola, MO 64776
(37.993491, -93.547192)",,"https://eveningshadefarms.com/",
"Environmental Dynamics International","Boone","Biological Treatment","5601 Paris Rd.
Columbia, MO 65202
(39.009794, -92.273059)",,"http://www.wastewater.com/",
"Elkins-Swyers Company","Greene","Printing, Publishing, Packaging","301 E Olive St.
Springfield, MO 65806
(37.209777, -93.291178)",,"https://www.elkins-swyers.com/",
"Elk Horn Tent & Canvas, LLC","Jackson","Outdoor and Farm, Sporting Goods","1103 NW Casey Blvd.
Grain Valley, MO 64029
(39.024548, -94.216634)","Ste. B","https://www.elkhorntentandcanvas.com/",
"Element 74","Cape Girardeau","Electronics and Software","1823 Rust Ave.
Cape Girardeau, MO 63703
(37.287793, -89.545804)",,"https://www.element74.com/",
"Electronic Solutions Inc.","St. Louis","Hardware, Industrial and Commercial","1590 Page Industrial Blvd.
Saint Louis, MO 63132
(38.688921, -90.385454)",,"http://www.electronicsinc.com/",
"EEZYCUT","Livingston","Health and Medical, Industrial and Commercial","
Mooresville, MO 64664
(39.744987, -93.716909)",,"https://eezycut.com/",
"Edgewood Creamery","Barry","Consumables","5888 Farm Road 1090
Purdy, MO 65734
(36.842542, -93.902616)",,"https://www.edgewoodcreamery.com/",
"Edelbrand Pure Distilling","Warren","Beverage","13728 Shawnee Valley Rd.
Marthasville, MO 63357
(38.651234, -91.033461)",,"https://www.edelbrandpuredistilling.com",
"EcoTec Surfaces","Phelps","Industrial and Commercial, Home","124 S. Seymour St.
St. James, MO 65559
(37.998013, -91.613018)",,"http://ecotecsurfaces.com/",
"East Wind Nut Butters","Ozark","Consumables","1361 County Road 547
Tecumseh, MO 65760
(36.5564785, -92.3097552)",,"http://www.eastwindnutbutters.com/",
"Earthwise of Kansas City","Jackson","Hardware, Home, Industrial and Commercial","1414 E 19th St.
Kansas City, MO 64108
(39.090176, -94.565425)",,"https://www.earthwisekc.com/",
"Earth to Artisan Jewelry","Cole","Artistries, Apparel and Accessories","6026 Anthony Ln.
Jefferson City, MO 65101
(38.53417, -92.092663)",,"https://www.facebook.com/EarthToArtisanJewelry/",
"Earthbound Beer","St. Louis","Beverage","2724 Cherokee St.
St. Louis, MO 63118
(38.593652, -90.228561)",,"http://www.earthboundbeer.com/",
"Dynamic Research Technologies","Gentry","Sporting Goods","5295 300th St.
Albany, MO 64402
(40.28405, -94.388754)",,"https://drtammo.com/",
"DuraComm Corporation","Jackson","Hardware, Industrial and Commercial","6655 Troost Ave.
Kansas City, MO 64131
(39.006466, -94.574915)",,"http://www.duracomm.com/",
"DT Engineering","Laclede","Hardware, Industrial and Commercial","1107 Springfield Rd.
Lebanon, MO 65536
(37.67135, -92.667571)",,"https://www.dtengineering.com/",
"D&S Car Wash Equipment Company","Jefferson","Automotive, Industrial and Commercial","4200 Brandi Ln.
High Ridge, MO 63049
(38.487331, -90.499166)",,"http://dscarwash.com/",
"Dry Fork Steel & Supply, LLC","Gasconade","Hardware, Home, Industrial and Commercial, Outdoor and Farm","1360 Highway CC
Bland, MO 65014
(38.2658, -91.580643)",,"http://www.dryforksteel.com/",
"Dr. Vanilla LLC","St. Louis","Consumables","31 Cassens Ct.
Fenton, MO 63029
(38.550815, -90.446201)",,"https://www.drvanilla.com/",
"DRIPS, LLC / Big Bags USA","Camden","Hardware, Industrial and Commercial, Outdoor and Farm","1153 Cedar Dr.
Osage Beach, MO 65065
(38.140328, -92.640501)",,"http://bigbagsusa.com/",
"Dragonfly Dreams Flower Farm","Barton","Outdoor & Farm AND Produce & Nurseries","242 SE 15th Rd.
Lamar, MO 64759
(37.477892, -94.255386)",,"https://dragonflydreamsff.webs.com/",
"Douglas Apiary, LLC","Ste. Genevieve","Consumables","354 N 5th St.
Ste. Genevieve, MO 63670
(37.980147, -90.043781)",,"https://www.facebook.com/DouglasApiary/",
"Don's Happy Apple Snacks","Lawrence","Consumables","10801 Lawrence 2120
Mt. Vernon, MO 65712
(37.104058, -93.862198)",,"http://www.happyapplesnacks.com",
"Dogwood Shooting Supply, LLC","Johnson","Outdoor and Farm, Sporting Goods","
Knob Noster, MO 65336
(38.76527, -93.562116)",,"https://www.facebook.com/profile.php?id=100063561843113",
"Dogtown Pizza, LLC","St. Louis City","Consumables","8014 North Broadway
St. Louis, MO 63147
(38.709608, -90.23035)",,"https://www.dogtownpizza.com/",
"DogMaster Distillery","Boone","Beverage","210 St. James St.
Columbia, MO 65201
(38.954278, -92.323782)","Suite D","http://dogmasterdistillery.com/",
"DOCO Inc. Sheltered Workshop","Douglas","Cleaning, Hardware, Industrial and Commercial, Outdoor and Farm, Printing, Publishing, Packaging","1306 Prince Street
Ava, MO 65608
(36.963657, -92.668403)",,"https://www.docoinc.org/",
"Diversity Gallery, LLC","St. Louis City","Artistries, Home","1010 N. Sarah St.
St. Louis, MO 63113
(38.648013, -90.240553)",,"http://www.diversitygallerystl.com/",
"DiGregorio Food Products Inc.","St. Louis City","Consumables","2232 Marconi Ave.
St. Louis, MO 63110
(38.613281, -90.273181)",,"https://www.digregoriofoods.com/",
"Diamond Pet Foods","Osage","Pet Care","103 N. Olive St.
Meta, MO 65058
(38.313282, -92.169786)",,"https://www.diamondpet.com/",
"DeLong's, Inc.","Cole","Hardware, Industrial and Commercial","301 Dix Rd.
Jefferson City, MO 65109
(38.584872, -92.20245)",,"http://delongsinc.com/",
"del Carmen, LLC","St. Louis","Consumables","4 Country Aire Dr.
St. Louis, MO 63131
(38.60299, -90.44016)",,"https://delcarmenfoods.com/",
"Deep Sleep Brewing Co. LLC","Franklin","Beverage","6891 Whiskey Creek Rd.
Washington, MO 63090
(38.559305, -91.012011)",,"https://www.facebook.com/deepsleepbrewing/",
"Davis Paint Company","Clay","Hardware, Industrial and Commercial","1311 Iron St.
Kansas City, MO 64116
(39.133191, -94.571589)",,"https://www.davispaint.com/",
"Davis Meat Processing","Montgomery","Consumables","
Jonesburg, MO 63351
(38.868448, -91.307807)",,"https://davismeat.com/",
"Date Lady Inc.","Greene","Consumables","900 W. Commercial St.
Springfield, MO 65803
(37.229301, -93.300679)",,"http://www.ilovedatelady.com",
"Daniel's Bar-b-q Sauces, LLC","Jackson","Consumables","
Lee's Summit, MO 64063
(38.912034, -94.376509)",,"https://www.danielsbbq.com/",
"Dale Hollow Winery","Morgan","Beverage","314 E 1st St.
Stover, MO 65078
(38.43916, -92.98358)",,"https://www.dalehollowwinery.com/",
"Custom Shade Sails","Barton","Home AND Outdoor & Farm","240 SE 1st Ln.
Lamar, MO 64759
(37.46533908, -94.29818014)",,"https://www.customshadesails.com/",
"Custom Metal Products, LLC","St. Charles","Sporting Goods, Artistries","5781 Westwood Dr.
Weldon Spring, MO 63304
(38.71915, -90.670902)",,"https://custommetalprod.com/",
"Custom Lures and Bait","Madison","Sporting Goods","1377 Hwy OO
Fredericktown, MO 63645
(37.587672, -90.290578)",,"https://www.facebook.com/customluresandbait/",
"Culver Props","Phelps","Artistries, Automotive, Hardware, Industrial and Commercial","
Rolla, MO 65401
(37.949954, -91.77488)",,"http://www.culverprops.com/index.php",
"Crimson Serpents Outpost, LLC","St. Louis City","Artistries, Pet Care, Apparel and Accessories","4254 Manchester Ave.
St. Louis, MO 63110
(38.627093, -90.256176)",,"https://www.csleathergoods.com/",
"Crescent Feed Co. (Zahn Family Feeds LLC)","Greene","Outdoor and Farm","1022 W. Phelps St.
Springfield, MO 65802
(37.212505, -93.303808)",,"https://goo.gl/maps/iryFWPtihwG2",
"Creating Unkamen","Callaway","Artistries, Apparel and Accessories","528 Court St.
Fulton, MO 65251
(38.848392, -91.947877)",,"https://www.creatingunkamen.com/",
"Crane Brewing Company","Jackson","Beverage","6515 Railroad St.
Raytown, MO 64133
(39.004752, -94.46244)",,"http://cranebrewing.com/",
"Cowboy Chris' Barbeque Sauce","Warren","Consumables","28842 State Hwy AA
Wright City, MO 63390
(38.826272, -91.045387)",,"https://www.cowboychrisbbq.com",
"Country Roads Wood Specialties","Cass","Artistries, Home, Toys","798 Hibiscus Circle
Belton, MO 64012
(38.803143, -94.515353)",,"https://www.country-roads-wood-specialties.com/",
"CORDA","Clay","Artistries, Home","148 NE Kelsey Rd.
Kansas City, MO 64116
(39.143229, -94.570381)",,"https://cordacandles.com/",
"Cooper Gear and Manufacturing, Inc.","McDonald","Hardware, Industrial and Commercial","310 Mill St.
Anderson, MO 64831
(36.649458, -94.444081)",,"http://www.coopergearmfg.com/",
"Cooper Crafts","Perry","Artistries","403 Dowling Dr.
Perryville, MO 63775
(37.71628870234353, -89.85321380854542)",,"http://coopercrafts.weebly.com",
"Cool Canine Natural Dog Treats (Wee Flea, LLC)","Barry","Pet Care","26743 Deer Ln.
Shell Knob, MO 65747
(36.538603, -93.615309)",,"http://www.coolcaninedogtreats.com",
"Continental Siding Supply","Jackson","Home, Industrial and Commercial","13714 E. 42nd Terr S.
Independence, MO 64055
(39.044209, -94.419551)",,"https://www.facebook.com/continentalsiding/",
"Continental Bag Company","Audrain","Artistries, Home, Apparel and Accessories","1900 W. Boulevard St.
Mexico, MO 65265
(39.163419, -91.903882)",,"https://www.continentalbag.com/",
"Combat Coffee Roasters","Pulaski","Consumables, Beverage","
Crocker, MO 65452
(37.948918, -92.264473)",,"https://combatcoffeetea.com/",
"Color Plus Printing","Phelps","Printing, Publishing, Packaging","10921 State Route V
Rolla, MO 65401
(38.007062, -91.724614)",,"http://www.colorplusprint.com/",
"Colorful Brushes","Gasconade","Artistries","1058 Stone Hill Hwy
Hermann, MO 65041
(38.698086, -91.449085)",,"http://colorfulbrushes.homestead.com/",
"CMMG, Inc.","Cooper","Sporting Goods","
Boonville, MO 65233
(38.926561, -92.735143)",,"https://www.cmmginc.com",
"Clipper Coffee Company LLC","St. Louis","Consumables","505 N Mason Rd.
St. Louis, MO 63141
(38.662615, -90.474035)",,"http://clippercoffeeco.com/",
"Claire’s Garden","Adair","Consumables, Produce and Nurseries","
Kirksville, MO 63501
(40.192839, -92.580954)",,"https://peckoshlandscaping.wordpress.com/",
"Circle B Ranch, LLC","Webster","Consumables","
Seymour, MO 65746
(37.138433, -92.790534)",,"https://www.circlebranchpork.com/",
"Cinder Block Brewery","Clay","Beverage","110 E. 18th Ave.
North Kansas City, MO 64116
(39.1404, -94.578834)",,"https://cinderblockbrewery.com/",
"Chocolate Chocolate Chocolate Company","St. Louis","Consumables","5025 Pattison Ave.
St. Louis, MO 63110
(38.618736, -90.269584)",,"https://www.chocolatechocolate.com/Mission_Statement",
"Chemisphere Corporation","St. Louis City","Industrial and Commercial","2101 Clifton Ave.
St. Louis, MO 63139
(38.617721, -90.295257)",,"https://chemispherecorp.com/",
"Chauvin Coffee Company","St. Louis","Beverage, Consumables","310 S. Fillmore
Kirkwood, MO 63122
(38.577967, -90.401147)",,"https://chauvincoffee.com/",
"Chase Candy Company","Buchanan","Consumables","1307 S. 59th St.
St. Joseph, MO 64507
(39.753081, -94.756765)",,"https://cherrymash.com/",
"Champion Brands, LLC","Henry","Automotive, Industrial and Commercial, Outdoor and Farm, Sporting Goods","1001 Golden Drive
Clinton, MO 64735
(38.382885, -93.76685)",,"https://www.championbrands.com/",
"Central Missouri Newspapers, Inc","Cole","Printing, Publishing, Packaging","210 Monroe St.
Jefferson City, MO 65101
(38.57589, -92.16901)",,"http://www.newstribune.com/",
"Central Missouri Meat and Sausage","Callaway","Consumables","5009 Pendergras Rd.
Fulton, MO 65251
(38.828667, -91.974902)",,"http://www.centralmissourimeatandsausage.com/",
"Celestial Body, Inc","Cooper","Health and Medical","221 Main St.
Boonville, MO 65233
(38.976911, -92.744243)",,"http://www.celestialbody.com",
"Cedar Creek Beef Jerky","Cedar","Consumables","3115 S. 331 Rd.
El Dorado Springs, MO 64744
(37.853634, -94.006102)",,"http://cedarcreekbeefjerky.com/",
"CC’s Butcher Shop","Benton","Consumables, Outdoor and Farm","124 S. Maple St.
Cole Camp, MO 65325
(38.459032, -93.202594)",,"https://www.facebook.com/ccsbutchershop/",
"Cave Vineyard","Ste. Genevieve","Beverage","21124 Cave Road
Ste. Genevieve, MO 63670
(37.815654, -90.096958)",,"http://cavevineyard.com/",
"Castor River Farms","Stoddard","Outdoor and Farm","1402 N. Outer Rd.
Dexter, MO 63841
(36.806945, -89.981615)","Suite E","https://castorriverfarms.com/",
"Camacho Coffee","Boone","Consumables","124 E. Nifong Blvd.
Columbia, MO 65203
(38.909498, -92.33809)","Suite B","https://camachocoffee.com/",
"Burnout Mugs by ThermAvant International, LLC","Boone","Artistries, Beverage, Home","1000 Pannell St.
Columbia, MO 65201
(38.960953, -92.32332)","Ste. D","https://burnoutmugs.com/",
"Burgers' Smokehouse","Moniteau","Consumables","32819 Hwy 87
California, MO 65018
(38.592799, -92.573812)",,"http://www.smokehouse.com",
"Bulone Enterprises LLC","Stone","Consumables","1404 Alyeska Point Rd.
Lampe, MO 65681
(36.58388, -93.502866)",,"https://www.buloneentllc.com/",
"Buckstead Farms","Johnson","Outdoor & Farm","905 SW 1301
Holden, MO 64040
(38.6232662, -93.9888492)",,,
"Buckstead Farms","Johnson","Outdoor and Farm","905 SW 1301
Holden, MO 64040
(38.620303, -93.986084)",,,
"Brush Creek Valley Farms, LLC","Crawford","Consumables, Outdoor and Farm, Produce and Nurseries","2809 Highway DD
Cuba, MO 65453
(38.0892, -91.437489)",,"https://brushcreekvalley.com/",
"Brittain Farm","Taney","Consumables","336 State Hwy VV
Kirbyville, MO 65679
(36.63155, -93.125737)",,"https://brittainfarm.com/",
"Breezy Ridge Alpacas","Perry","Artistries, Outdoor and Farm","908 PCR 810
Perryville, MO 63775
(37.768661, -89.945374)",,"http://www.breezyridgealpacas.com/",
"Box Turtle Ranch","Camden","Consumables, Outdoor and Farm, Produce and Nurseries","761 Rodeo Road
Camdenton, MO 65020
(37.993863, -92.741235)",,"https://www.facebook.com/Food1s/",
"Boucher Farms","Pulaski","Consumables, Outdoor and Farm, Produce and Nurseries","
Dixon, MO 65459
(37.991775, -92.094777)",,"https://boucher-farms.square.site/",
"Boenker Hill Vineyard and Winery Inc","St. Louis","Beverage","12855 Boenker Ln.
Bridgeton, MO 63044
(38.760486, -90.440545)",,"http://www.boenkerhill.com",
"Blues Hog, LLC","Franklin","Consumables","477 Ww Industrial Park Dr.
Washington, MO 63090
(38.564189, -91.060411)",,"https://www.blueshog.com/",
"Blooming with Joy Tea Co.","St. Charles","Beverage, Consumables","
O'Fallon, MO 63366
(38.808717, -90.704496)",,"https://www.bloomingwithjoy.com/",
"Blacksmith Artisanal Spirits","Cole","Beverage","
Lohman, MO 65053
(38.541476, -92.364294)",,"https://blacksmithartisanalspirits.com/",
"Black Bear Cider Co.","St. Louis","Beverage","7145 Lindell Blvd.
St. Louis, MO 63130
(38.64896727, -90.32058021)",,,
"Black Bear Cider Co.","St. Louis","Beverage","
St. Louis, MO 63104
(38.606396, -90.214805)",,"https://www.blackbearciderco.com/",
"Black Angus Springs Farm","Texas","Consumables","1597 S. Hwy 137
Willow Springs, MO 65793
(37.090559, -91.863815)",,"https://www.facebook.com/Black-Angus-Springs-Farm-169976823574175",
"Bittersweet Soap + Apothecary","Clay","Artistries, Health and Medical, Home","
Liberty, MO 64068
(39.231177, -94.434065)",,"https://www.bittersweetapothecary.com/",
"Big K Enterprizes","St. Charles","Consumables","
Wentzville, MO 63385
(38.819224, -90.84943)",,"https://bigkzglaze.com/",
"Beer Paws, LLC","Cass","Beverage, Pet Care","228 State Route C
Peculiar, MO 64078
(38.722041, -94.458479)",,"https://www.beerpaws.com/",
"Bearded Bee Coffee Company","Barton","Beverage","1105 Cherry St.
Lamar, MO 64759
(37.49355048, -94.27925098)",,"https://www.beardedbeecoffeecompany.com/",
"Battlefield Lavender (Symzonia, LLC)","Boone","Consumables, Outdoor and Farm, Produce and Nurseries","20601 N Rangeline Rd.
Centralia, MO 65240
(39.193247, -92.10575)",,"https://battlefield-lavender.square.site/",
"Barred Owl Butcher & Table","Boone","Consumables","47 E Broadway
Columbia, MO 65203
(38.951992, -92.337076)",,"https://www.barredowlbutcher.com/",
"Barham Family Farm LLC","Clay","Consumables, Outdoor and Farm, Nurseries and Produce","16800 NE 128th St.
Kearney, MO 64060
(39.324564, -94.374695)",,"https://barhamfamilyfarm.com/",
"Baker Creek Heirloom Seed Co.","Wright","Consumables,Outdoor and Farm,Produce and Nurseries","2278 Baker Creek Rd.
Mansfield, MO 65704
(37.175316, -92.596333)",,"https://www.rareseeds.com/",
"Baer's Pure","Cooper","Health and Medical","727 6th St.
Boonville, MO 65233
(38.971739, -92.74102)",,"https://www.baerspure.com/",
"Bachman Machine Company","St. Louis City","Hardware, Industrial and Commercial","4321 N. Broadway
St. Louis, MO 63147
(38.669845, -90.200758)",,"https://www.bachmanmachine.com/",
"AVA Goldworks","Marion","Artistries, Apparel and Accessories","211 Center St.
Hannibal, MO 63401
(39.71028, -91.356835)",,"https://avagoldworks.com/",
"Ava Craft Center 2.0 SEMO","Bollinger","Artistries, Home","309 Presnell St.
Marble Hill, MO 63764
(37.305048, -89.976846)",,"https://avacraftcenter.com/",
"Augusta Wine Company","St. Charles","Beverage","5601 High St.
Augusta, MO 63332
(38.571172, -90.884201)",,"https://www.augustawinery.com/",
"A Sweet Expression","Cass","Consumables","138 1st St.
Pleasant Hill, MO 64080
(38.784494, -94.274243)",,"http://www.asweetexpression.net/",
"ASL Pewter","Ste. Genevieve","Artistries","183 S. Third St.
Ste. Genevieve, MO 63670
(37.978287, -90.045948)",,"http://www.aslpewter.com/",
"Artesian Springs Soap Company","Madison","Artistries","1052 Madison 244
Fredericktown, MO 63645
(37.489567, -90.146485)",,,
"Arning Companies, Inc.","Barry","Industrial and Commercial","201 Industrial Park Place
Cassville, MO 65625
(37.651331, -93.091476)",,"https://www.arningco.com/",
"Aristos Beverages","Camden","Beverage","20 Opportunity Rd.
Camdenton, MO 65020
(37.968605, -92.68659)",,"https://www.aristosbeverages.com/",
"Arch Packaging Technologies, LLC","Ste. Genevieve","Industrial and Commercial, PPE, Printing, Publishing, Packaging","10077 US Hwy 61
Ste. Genevieve, MO 63670
(37.977167, -90.188301)",,"https://archpackagingtechnologies.com/",
"Arcadia Valley Soap Company, LLC","Iron","Artistries","119 S. Main St.
Ironton, MO 63650
(37.599067, -90.627685)",,"http://arcadiavalleysoap.com/",
"AppyHorsey.com","Pulaski","Outdoor and Farm","21803 Hwy 28 W.
Dixon, MO 65459
(37.996783, -92.087448)",,"http://appyhorsey.com/",
"Ann & Allen Baking Company","St. Louis City","Consumables","6343 Manchester Ave.
St. Louis, MO 63139
(38.621657, -90.293045)",,"http://www.annandallen.com/",
"Ancestral Pet Food Company","Franklin","Pet Care","1336 Highway TT
Saint Clair, MO 63077
(38.3608721, -90.9555598)",,"https://www.ancestralpetfood.com/",
"Ample Industries","Christian","Printing, Publishing, Packaging","1101 Eaglecrest St.
Nixa, MO 65714
(37.061101, -93.308776)",,"https://www.amplelabels.com/",
"Ampersand Cards","Boone","Artistries","409 W Walnut St.
Columbia, MO 65203
(38.952658, -92.331354)",,"https://ampersandcards.com/",
"American Pie Company","Franklin","Consumables","1009 N. Olive St.
Sullivan, MO 63080
(38.21813, -91.165104)",,"https://www.ampieco.com/",
"American Decor, Inc.","Marion","Home","119 S. Main St.
Hannibal, MO 63401
(39.709228, -91.355404)",,"https://www.americandecor.net/",
"Alpacas d'Auxvasse, LLC","Callaway","Artistries, Outdoor and Farm, Apparel and Accessories","9266 County Road 1012
Auxvasse, MO 65231
(39.000426, -91.763777)",,"http://www.alpacasauxvasse.com",
"All Things Elderberry","Franklin","Beverage, Consumables","
Berger, MO 63014
(38.674451, -91.338949)",,"https://allthingselderberry.com/",
"Alewel's Country Meats","Johnson","Consumables","911 N Simpson Dr.
Warrensburg, MO 64093
(38.777584, -93.7359164)",,,
"Addison Biological Laboratory Inc.","Howard","Outdoor & Farm","507 N. Cleveland Ave.
Fayette, MO 65248
(38.8644693, -92.21383)",,"https://addisonlabs.com/",
"Adam Puchta Winery","Gasconade","Beverage","1947 Frene Creek Road
Hermann, MO 65041
(38.669913, -91.468583)",,"https://adampuchtawine.com/",
"Acrylitec Surfaces","Phelps","Industrial and Commercial, Home","
St. James, MO 65559
(38.007914, -91.609245)",,"http://acrylitec.com/",
"7C's Winery","Polk","Beverage","502 E 560th Rd.
Walnut Grove, MO 65770
(37.436785, -93.547625)",,"http://www.7cswinery.com/",
"5h Fabrication & Design, LLC","Ste. Genevieve","Hardware, Industrial and Commercial","175 Coyne Street
Ste. Genevieve, MO 63670
(37.97518, -90.059617)",,"https://5h-fabrication.com/",
"5Gen Salsa","Boone","Beverage, Consumables","
Harrisburg, MO 65256
(39.141798, -92.462832)",,"https://www.5gensalsa.com/",
"4 Girly Girls, LLC","Callaway","Artistries, Health and Medical, Home","210 Northwest St.
Fulton, MO 65251
(38.846104, -91.948946)",,"https://www.4girlygirls.com/",
"3DHQ","Jackson","Hardware, Industrial and Commercial, Printing, Publishing, Packaging","231 W. 47th
Kansas City, MO 64112
(39.042206, -94.590051)",,"https://www.3dheadquarter.com/",
"2A Craft","Lafayette","Artistries, Home, Sporting Goods","
Odessa, MO 64076
(38.99828, -93.952248)",,"https://www.2acraft.com/",
