"license_number","licensee_name","dba_name","license_type","district","sub_district","county","street_number","street_name","city","state","zip_code","last_name","first_name","business_phone","renewal_date","latlng"
"199575","LA ISLA, LLC","LAS PALMAS RESTAURANT","RBDR","5","00","055","530","E CHURCH STREET","AURORA","MO","656052302","REYES","ANTONIA",,"06/07/2022",
"10457","ST. ANN'S MENS CLUB","ST. ANNS MENS CLUB","RBD","3","00","095","7530","NATURAL BRIDGE ROAD","ST. LOUIS","MO","631214903","HOOK","WILLIAM",,"06/07/2022","
,  
(38.70458199999999, -90.3006248)"
"269789","BIG RIP LLC, THE","BIG RIP, THE","MICB","1","00","024","216","E 9TH AVE","NORTH KANSAS CITY","MO","64116","NELSON","SHAWN",,"06/07/2022",
"281510","LA JOYA AR LLC","TACO LOCO","SBD","2","00","036","2016","WASHINGTON XING","WASHINGTON","MO","63090","AGUIRRE","ADRIAN",,"06/07/2022",
"281954","HOPEWELL BRIDGE WINERY LLC","HOPEWELL BRIDGE WINERY","RBD","5","00","020","8402","E 1320 RD.","STOCKTON","MO","65785","MERRIMAN","JANICE",,"06/07/2022",
"226620","FRIENDLY'S SPORTS BAR & GRILL-AFFTON LLC","FRIENDLY'S SPORTS BAR & GRILL","SBD","3","00","095","3971","BAYLESS","ST. LOUIS","MO","631251439","BAHRE","DEBORAH",,"06/07/2022",
"175978","MI CASA MEXICAN RESTAURANT LLC","MI CASA MEXICAN RESTAURANT","RBDR","4","00","091","1404","HILLCREST PLAZA","DONIPHAN","MO","639351011","GARCIA","VERONICA",,"06/07/2022",
"137280","CUSTOM CONVENIENCE LLC","KWIK ZONE 104","SOP","1","00","044","908","STATE ST","MOUND CITY","MO","64470","KOON","STEVEN",,"06/07/2022",
"280139","WESTWARD HO INC.","BIG SKY CAFE","RBD","3","00","095","47","S. OLD ORCHARD AVE.","WEBSTER GROVES","MO","63119","WEISS","DOMINIC",,"06/07/2022",
"262037","FOUR BROTHERS MEAD LLC","FOUR BROTHERS MEAD","DOMW","3","00","050","124 B","EAST MAIN STREET","FESTUS","MO","63028","SCHULTE","CHRISTOPHER",,"06/07/2022",
"225316","CRAINE KITCHEN LLC, THE","CHARISSE","RBD","1","00","048","1006","WALNUT","KANSAS CITY","MO","64106","CRAINE","JASON",,"06/07/2022",
"245550","21 EXPRESS LLC","21 EXPRESS","OPL","4","00","047","8776","N. HWY 21","IRONTON","MO","63650","DEMENT","KELLEE",,"06/07/2022",
"277831","INDBEVERAGES LLC","INDBEVERAGES","LS","7","00","999","9626","W OLYMPIC BLVD #1","BEVERLY HILLS","CA","90212","SIMMONS","RACHEL",,"06/07/2022",
"130162","LEBANON COMMUNITY GOLF & COUNTRY CLUB","LEBANON COMMUNITY GOLF & COUNTRY CLUB","SBD","5","00","053",,"HWY 64 W","LEBANON","MO","655367544","MYERS","MIKE",,"06/06/2022",
"283654","KROUPER ENTERPRISES LLC","FINISHLINE CAFE","5SBD","2","00","036","3617","HIGHWAY 30","LONEDELL","MO","63060","KROUPER","CHRISTINA",,"06/07/2022",
"283152","LIONHEART WHISKEY CO LLC","LIONHEART WHISKEY CO LLC","LWS","2","00","037","215","SCHILLER STREET","HERMANN","MO","65041","NEWELL","CLAYTON",,"06/07/2022",
"187727","SLJM INC.","AZTECA MEXICAN RESTAURANT","SBD","3","00","095","34","WESTERN PLAZA","FENTON","MO","630264168","RADVIN","SAL",,"06/07/2022","
,  
(38.5141135, -90.4394603)"
"283970","CHEROKEE CAVE LLC","'SSIPPI","RBD","3","00","116","2926","CHEROKEE STREET","ST. LOUIS","MO","63118","DRISSELL","BROGAN",,"06/07/2022","
,  
(38.59420799999999, -90.2333529)"
"269791","BIG RIP LLC, THE","BIG RIP, THE","SBD","1","00","024","216","E 9TH AVE","NORTH KANSAS CITY","MO","64116","NELSON","SHAWN",,"06/07/2022",
"224078","GRAZIANO, GREGORY","DOMAINE ST. GREGORY","22S","7","00","999","1170","BEL ARBRES ROAD","REDWOOD VALLEY","CA","954709695",,,,"06/07/2022",
"283800","MAHAN WINES LLC","MAHAN WINES","WDS","7","00","999","103","FESSLER DR","BLOOMINGDALE","IL","601081044","MAHAN","PHILLIP",,"06/07/2022",
"241388","WHITE, DAKOTAH G.","CODYS ONE STOP","SOP","5","00","108","199","W. HIGHWAY B","RAYMONDVILLE","MO","655558414",,,,"06/07/2022","
,  
(37.3406362, -91.8463247)"
"235773","LAVA LOUNGE LLC","LAVA HOOKAH LOUNGE","SBD","3","00","092","107","S. LINN AVE.","WENTZVILLE","MO","633851721","ALDUGUM","GEORGE",,"06/07/2022","
,  
(38.8105706, -90.8529547)"
"269048","BH SMITH LLC","DRUNKEN MONKEY, THE","SBD","5","00","039","1816","W DIVISION ST","SPRINGFIELD","MO","658021523","SMITH","BRIAN",,"06/07/2022",
"137279","CUSTOM CONVENIENCE LLC","KWIK ZONE 104","OPL","1","00","044","908","STATE ST","MOUND CITY","MO","64470","KOON","STEVEN",,"06/07/2022",
"186169","SLJM INC.","AZTECA MEXICAN RESTAURANT","RBD","3","00","095","34","WESTERN PLAZA","FENTON","MO","630264168","RADVIN","SAL",,"06/07/2022","
,  
(38.5141135, -90.4394603)"
"283969","HATCHET HOUSE AXE THROWING LLC","HATCHET HOUSE AXE THROWING","SBD","3","00","092","2015","CAMPUS DR.","SAINT CHARLES","MO","633011047","TAYLOR","KIARLA",,"06/07/2022",
"249457","KARAI LLC","KARAI","SBD","5","00","039","640","W. REPUBLIC RD., STE. 100","SPRINGFIELD","MO","65807","JUNG","YOUNG",,"06/07/2022","
,  
(37.1375669, -93.3005724)"
"268619","LOS GIRASOLES, LLC","LOS GIRASOLES","RBDR","2","00","056","201","N 4TH ST STE 1","CANTON","MO","63435","JOHNS","RODNEY",,"06/07/2022",
"279161","BROTHERS MARKET 16 LLC","BROTHERS MARKET","SOP","5","00","008","302","E MAIN ST","COLE CAMP","MO","65325","VESSAR","DONALD",,"06/07/2022",
"283995","USA INVESTMENTS LLC","USA INVESTMENTS LLC","OPL","5","00","039","1550","N GLENSTONE AVE","SPRINGFIELD","MO","658034525","LAWRENCE","ELIZABETH",,"06/07/2022",
"272396","COURT YARD BAR N GRILL LLC, THE","COURT YARD BAR N GRILL, THE","SBD","3","00","095","7312","NATURAL BRIDGE RD.","ST. LOUIS","MO","631215026","RENFROE","TAMIKA",,"06/07/2022",
"282384","NO NAME BREWING COMPANY LLC","NO NAME BREWING COMPANY","SBD","3","00","095","15636","MANCHESTER RD.","ELLISVILLE","MO","63011","MANSE","JACOB",,"06/07/2022",
"270938","FLICKER LLC","FLICKER BAR","SBD","5","00","049","122","S. MAIN ST.","JOPLIN","MO","64801","SOWA","KELSEY",,"06/07/2022",
"255325","MISTYS BAR LLC","MISTYS BAR LLC","RBD","3","00","092","4241","N. SAINT PETERS PKWY","SAINT PETERS","MO","63304","BONNER","NATASHA",,"06/07/2022","
,  
(38.74484450000001, -90.6053372)"
"199576","LA ISLA, LLC","LAS PALMAS RESTAURANT","SBD","5","00","055","530","E CHURCH STREET","AURORA","MO","656052302","REYES","ANTONIA",,"06/07/2022",
"258316","SUSAN 1 INC.","TOKYO GRILL","SBD","1","00","048","617","SW US HIGHWAY 40","BLUE SPRINGS","MO","64014","ZOU","QIONG",,"06/07/2022",
"261644","BARN-B-QUE LLC, THE","BARN-B-QUE SMOKEHOUSE, THE","SBD","2","00","015","14","RAVENWOOD DR.","LAKE OZARK","MO","65049","BORDERS","WILLIAM",,"06/07/2022",
"276154","TWO PLUMBERS BREWERY LLC","TWO PLUMBERS BREWERY + ARCADE","22MS","3","00","092","745","FRIEDENS ROAD","ST. CHARLES","MO","63303","SCHOWENGERDT","ROBERT",,"06/07/2022",
"39665","IOWA BUFFET INC.","IOWA BUFFET","RBD","3","00","116","2727","WINNEBAGO STREET","ST LOUIS","MO","631189998","GAGE","JANICE",,"06/07/2022","
,  
(38.5884791, -90.2297961)"
"226619","FRIENDLY'S SPORTS BAR & GRILL-AFFTON LLC","FRIENDLY'S SPORTS BAR & GRILL","RBD","3","00","095","3971","BAYLESS","ST. LOUIS","MO","631251439","BAHRE","DEBORAH",,"06/07/2022",
"244001","AUDUBON REDEVELOPMENT LLC","AUDUBON'S GRILL AND BAR","RBD","4","00","097","9","N. MAIN STREET","STE. GENEVIEVE","MO","636701335","FALLERT","HERBERT",,"06/07/2022",
"283673","TPWC INC","LINGUA FRANCA","WDS","7","00","999","9675","HOPEWELL RD NW","SALEM","OR","973049714","DIGGINS","KELLY",,"06/07/2022",
"283955","PAWNS AND PINTS LLC","PAWNS AND PINTS","RBD","1","00","048","613","WALNUT ST.","KANSAS CITY","MO","641051409","MURPHY","TIFFANY",,"06/07/2022",
"217038","ARCADIAN MOON VINEYARDS & WINERY LLC","ARCADIAN MOON VINEYARDS & WINERY","RBD","1","00","054","19203","HAZEL DELL ROAD","HIGGINSVILLE","MO","640379162","FAHRMEIER","BRANDON",,"06/07/2022","
,  
(38.9938389, -93.7551999)"
"269991","146 ILLINOIS ST SW LLC","FIRESTATION BAR & GRILL","RBD","2","00","015","146","ILLINOIS ST SW","CAMDENTON","MO","650207412","MANARD","SUSAN",,"06/07/2022",
"283974","BLACK TITAN HOLDINGS MO, LLC","BLACK TITAN HOLDINGS MO, LLC","5SBD","3","00","095","10752","SUNSET PLZ","ST. LOUIS","MO","631271207","GRIFFIN","JENNIFER",,"06/07/2022",
"153434","KLIPFEL, THEODORE J.","KLIPFELS KORNER","RBD","4","00","072","112","S. HWY 61","PORTAGEVILLE","MO","63873",,,,"06/07/2022",
"205446","EMPYREAN BREWING CO.","EMPYREAN BREWING","22S","7","00","999","729","Q STREET","LINCOLN","NE","685081331","SCHAFER","ERIC",,"06/07/2022","
,  
(40.815539, -96.71052499999999)"
"231749","F.B. MCDONALD IMPORTS INC.","F.B. MCDONALD IMPORTS","22S","7","00","999","326","MIDLAND AVE., STE. 207","ASPEN","CO","816112469","MCDONALD","FRANCIS",,"06/07/2022","
,  
(39.1887311, -106.8088895)"
"283972","TALE TO TABLE LLC","TALE TO TABLE","5SBD","3","00","095","7310","MANCHESTER RD","MAPLEWOOD","MO","631433108","PELLETIER","BRIAN",,"06/07/2022",
"175979","MI CASA MEXICAN RESTAURANT LLC","MI CASA MEXICAN RESTAURANT","SBD","4","00","091","1404","HILLCREST PLAZA","DONIPHAN","MO","639351011","GARCIA","VERONICA",,"06/07/2022",
"178377","CHINA WORLD RESTAURANT INC.","MANDRIN HOUSE","SBD","3","00","095","8004","OLIVE BLVD.","UNIVERSITY CITY","MO","63130","ZHANG","CHENGYING",,"06/07/2022",
"254572","ASCENT WINES INC.","ASCENT WINES","22S","7","00","999","135","1ST ST. E #101","ST PETERSBURG","FL","33715","STEPHAN","JERRY",,"06/07/2022",
"255326","MISTYS BAR LLC","MISTYS BAR LLC","SBD","3","00","092","4241","N. SAINT PETERS PKWY","SAINT PETERS","MO","63304","BONNER","NATASHA",,"06/07/2022","
,  
(38.74484450000001, -90.6053372)"
"273277","REAL MORGANFORD LLC","TRES EQUIS","SBD","3","00","116","3169","MORGANFORD RD.","ST. LOUIS","MO","631161932","STELZER","MATTHEW",,"06/07/2022",
"254897","ST. JOSEPH BEER LLC","RIVER BLUFF BREWING","MICB","1","00","011","1224","FREDERICK AVE.","ST. JOSEPH","MO","645010000","LANMAN","CHRISTOPHER",,"06/07/2022",
"212217","MARTIN SERVICE CONSULTANTS LLC","GILARDIS RISTORANTE","RBD","5","00","039","820-A","E. WALNUT STREET","SPRINGFIELD","MO","658062424","MARTIN","JAMES",,"06/07/2022","
,  
(37.2060628, -93.28280679999999)"
"250140","SOULARD ISLAND LLC","SOULARD ISLAND","LMS","3","00","116","1013","ANN AVE.","ST. LOUIS","MO","631044137","BARRERA","KEVIN",,"06/07/2022","
,  
(38.6062629, -90.20723869999999)"
"281509","LA JOYA AR LLC","TACO LOCO","RBD","2","00","036","2016","WASHINGTON XING","WASHINGTON","MO","63090","AGUIRRE","ADRIAN",,"06/07/2022",
"283994","HOWLER BIKE PARK LLC","HOWLER BIKE PARK LLC","5BDW","5","00","107","3410","US HIGHWAY 65","WALNUT SHADE","MO","657719315","PENNY","JOHN",,"06/07/2022",
"270051","JOPLIN TRAVEL PLAZA LLC","BIG APPLE TRAVEL CENTER","SOP","5","00","049","2100","S. PRIGMORE","JOPLIN","MO","65804","DUNLAP","HEATHER",,"06/07/2022",
"251076","FARMINGTON SF LLC","FARMINGTON SF","SBD","4","00","094","670","WALTON DR.","FARMINGTON","MO","636407331","JOHNSON","LEANNA",,"06/07/2022","
,  
(37.7885196, -90.43325159999999)"
"282383","NO NAME BREWING COMPANY LLC","NO NAME BREWING COMPANY","RBD","3","00","095","15636","MANCHESTER RD.","ELLISVILLE","MO","63011","MANSE","JACOB",,"06/07/2022",
"259651","SLIM CHILLERS INC.","SLIM CHILLERS","LS","7","00","999","6885","SPEEDWAY BLVD. #Y102","LAS VEGAS","NV","891151733","HURLEY","PHIL",,"06/07/2022",
"245551","21 EXPRESS LLC","21 EXPRESS","SOP","4","00","047","8776","N. HWY 21","IRONTON","MO","63650","DEMENT","KELLEE",,"06/07/2022",
"268981","OBERWEIS DAIRY, INC","OBERWEIS DAIRY","5SBD","3","00","092","1816","HIGHWAY K","O'FALLON","MO","63366","DODGE","STEVEN",,"06/07/2022",
"178265","RAPTOR RIDGE WINERY, LLC","RAPTOR RIDGE WINERY","WDS","7","00","999","18700","SW HILLSBORO HWY","NEWBERG","OR","971326475","SHULL","ANN",,"06/07/2022","
,  
(45.3852286, -122.9492007)"
"283513","HAREE LLC","HAREE","SOP","3","00","050","3255","STATE HWY V","DE SOTO","MO","63020","PATEL","SHARLIN",,"05/24/2022",
"277291","JK VALLEY VIEW LLC DBA THE BURG","BURG, THE","SBD","2","00","010","35","E MAIN ST","HARTSBURG","MO","65039","LEFFERT","JOHN",,"06/23/2022",
"218940","ARAL INC.","VAILS BROTHERS","SBD","3","00","116","5942","DELMAR BLVD","ST. LOUIS","MO","631122029","BINION","ANTWANN",,"06/24/2022",
"253460","HOBBS HOUSE LLC","CHATEAU MAPLEWOOD","SBD","3","00","095","7326","MANCHESTER ROAD","MAPLEWOOD","MO","631433111","HOBBS","BRIAN",,"06/24/2022",
"269992","146 ILLINOIS ST SW LLC","FIRESTATION BAR & GRILL","SBD","2","00","015","146","ILLINOIS ST SW","CAMDENTON","MO","650207412","MANARD","SUSAN",,"06/07/2022",
"283149","LIONHEART WHISKEY CO LLC","LIONHEART WHISKEY CO LLC","RBD","2","00","037","215","SCHILLER STREET","HERMANN","MO","65041","NEWELL","CLAYTON",,"06/07/2022",
"235772","LAVA LOUNGE LLC","LAVA HOOKAH LOUNGE","RBD","3","00","092","107","S. LINN AVE.","WENTZVILLE","MO","633851721","ALDUGUM","GEORGE",,"06/07/2022","
,  
(38.8105706, -90.8529547)"
"211271","P & J CULINARY LLC","SAPORE ITALIAN CAFE","RBD","3","00","095","449-","451 S. KIRKWOOD ROAD","KIRKWOOD","MO","63122","BUZZETTA","FRANCESCO",,"06/07/2022","
,  
(38.5755658, -90.4066143)"
"282095","CUP & CRAFT LLC","BREW CO.","RBD","1","00","048","507","S BROADWAY","OAK GROVE","MO","64075","TIMOTHY","MAEGHAN",,"06/07/2022",
"68200","OLIVE CAFE CHINESE RESTAURANT INC.","TOKYO SUSHI RESTAURANT","RBD","3","00","095","3729","SOUTH LINDBERGH SUITE 102","SUNSET HILLS","MO","63127","WANG","SUNGIM",,"06/07/2022",
"244002","AUDUBON REDEVELOPMENT LLC","AUDUBON'S GRILL AND BAR","SBD","4","00","097","9","N. MAIN STREET","STE. GENEVIEVE","MO","636701335","FALLERT","HERBERT",,"06/07/2022",
"277721","SIEFKER SR., DAVID E.","LITTLE NORTH FORK COUNTRY STORE","SOP","5","00","077","11844","STATE HWY 95","THORNFIELD","MO","657627159",,,,"06/07/2022",
"251075","FARMINGTON SF LLC","FARMINGTON SF","RBD","4","00","094","670","WALTON DR.","FARMINGTON","MO","636407331","JOHNSON","LEANNA",,"06/07/2022","
,  
(37.7885196, -90.43325159999999)"
"165511","HJW INCORPORATED","SPEAKEASY LOUNGE","RBD","3","00","116","5532","W. FLORISSANT AVE.","ST. LOUIS","MO","63120","HAMILTON","BRYANT",,"06/07/2022","
,  
(38.6992819, -90.24339599999999)"
"283653","KROUPER ENTERPRISES LLC","FINISHLINE CAFE","5BDW","2","00","036","3617","HIGHWAY 30","LONEDELL","MO","63060","KROUPER","CHRISTINA",,"06/07/2022",
"283150","LIONHEART WHISKEY CO LLC","LIONHEART WHISKEY CO LLC","LMS","2","00","037","215","SCHILLER STREET","HERMANN","MO","65041","NEWELL","CLAYTON",,"06/07/2022",
"274746","WHISKEY DICK BAR & GRILL LLC","WHISKEY DICK BAR & GRILL","RBD","2","00","071","113","HWY 135","GRAVOIS MILLS","MO","650376026","AIKEY","JAMIE",,"06/28/2022",
"176869","BELMONT VINEYARDS, LLC","BELMONT VINEYARDS","DOMW","4","00","028","5870","OLD 66","LEASBURG","MO","655358196","VOSS","JEFFREY",,"06/07/2022",
"199471","BIG SPRING LIQUOR LLC","BIG SPRING LIQUOR","OPL","4","00","018","201","HWY 103","VAN BUREN","MO","63965","TERRY","MITCHELL",,"06/07/2022",
"217036","ARCADIAN MOON VINEYARDS & WINERY LLC","ARCADIAN MOON VINEYARDS & WINERY","22MS","1","00","054","19203","HAZEL DELL ROAD","HIGGINSVILLE","MO","640379162","FAHRMEIER","BRANDON",,"06/07/2022","
,  
(38.9938389, -93.7551999)"
"280140","WESTWARD HO INC.","BIG SKY CAFE","SBD","3","00","095","47","S. OLD ORCHARD AVE.","WEBSTER GROVES","MO","63119","WEISS","DOMINIC",,"06/07/2022",
"269790","BIG RIP LLC, THE","BIG RIP, THE","RBD","1","00","024","216","E 9TH AVE","NORTH KANSAS CITY","MO","64116","NELSON","SHAWN",,"06/07/2022",
"155021","CUSTOM CONVENIENCE LLC","KWIK ZONE 104","OPT","1","00","044","908","STATE ST","MOUND CITY","MO","64470","KOON","STEVEN",,"06/07/2022",
"270050","JOPLIN TRAVEL PLAZA LLC","BIG APPLE TRAVEL CENTER","OPL","5","00","049","2100","S. PRIGMORE","JOPLIN","MO","65804","DUNLAP","HEATHER",,"06/07/2022",
"268620","LOS GIRASOLES, LLC","LOS GIRASOLES","SBD","2","00","056","201","N 4TH ST STE 1","CANTON","MO","63435","JOHNS","RODNEY",,"06/07/2022",
"283973","BLACK TITAN HOLDINGS MO, LLC","BLACK TITAN HOLDINGS MO, LLC","5BDW","3","00","095","10752","SUNSET PLZ","ST. LOUIS","MO","631271207","GRIFFIN","JENNIFER",,"06/07/2022",
"273276","REAL MORGANFORD LLC","TRES EQUIS","RBD","3","00","116","3169","MORGANFORD RD.","ST. LOUIS","MO","631161932","STELZER","MATTHEW",,"06/07/2022",
"268980","OBERWEIS DAIRY, INC","OBERWEIS DAIRY","5BDW","3","00","092","1816","HIGHWAY K","O'FALLON","MO","63366","DODGE","STEVEN",,"06/07/2022",
"253212","BIG SUGAR BEVERAGE LLC","RED MULE BARN","SOP","5","00","005","6111","S. HIGHWAY KK","SELIGMAN","MO","65745","SCHWARTZ","DENTIN",,"06/07/2022","
,  
(36.4989785, -94.11152899999999)"
"283971","CHEROKEE CAVE LLC","'SSIPPI","SBD","3","00","116","2926","CHEROKEE STREET","ST. LOUIS","MO","63118","DRISSELL","BROGAN",,"06/07/2022","
,  
(38.59420799999999, -90.2333529)"
"277720","SIEFKER SR., DAVID E.","LITTLE NORTH FORK COUNTRY STORE","OPL","5","00","077","11844","STATE HWY 95","THORNFIELD","MO","657627159",,,,"06/07/2022",
"260812","TWO PLUMBERS BREWERY LLC","TWO PLUMBERS BREWERY","22MS","3","00","092","2236","1ST CAPITOL DRIVE","ST. CHARLES","MO","633015806","SCHOWENGERDT","ROBERT",,"06/07/2022",
"282053","NO NAME BREWING COMPANY LLC","NO NAME BREWING COMPANY","MICB","3","00","095","15636","MANCHESTER RD.","ELLISVILLE","MO","63011","MANSE","JACOB",,"06/07/2022",
"258315","SUSAN 1 INC.","TOKYO GRILL","RBD","1","00","048","617","SW US HIGHWAY 40","BLUE SPRINGS","MO","64014","ZOU","QIONG",,"06/07/2022",
"283996","USA INVESTMENTS LLC","USA INVESTMENTS LLC","SOP","5","00","039","1550","N GLENSTONE AVE","SPRINGFIELD","MO","658034525","LAWRENCE","ELIZABETH",,"06/07/2022",
"271181","ELEVEN WINERY INC","ELEVEN WINERY","WDS","7","00","999","7671","NE DAY RD","BAINBRIDGE ISLAND","WA","981101260","ALBEE","MATTHEW",,"06/07/2022",
"279987","PENELOPE BOURBON LLC","PENELOPE BOURBON BOTTLING COMPANY","LS","7","00","999","288","12TH AVE STE 200","ROSELLE","NJ","72032760","POLISE","DANIEL",,"06/07/2022",
"244077","JEM BEVERAGE COMPANY LLC","WESTERN SON DISTILLERY","LS","7","00","999","217","W. DIVISION STREET","PILOT POINT","TX","762584189","STRAITS","JOHN",,"06/07/2022",
"178376","CHINA WORLD RESTAURANT INC.","MANDRIN HOUSE","RBD","3","00","095","8004","OLIVE BLVD.","UNIVERSITY CITY","MO","63130","ZHANG","CHENGYING",,"06/07/2022",
"43512","SARATOGA LANES INC.","SARATOGA LANES","RBD","3","00","095","2725A","SUTTON AVE","MAPLEWOOD","MO","631433037","BUCK","THOMAS",,"06/28/2022","
,  
(38.611769, -90.320317)"
"266901","NKC OC LLC","OLD CHICAGO","SBD","1","00","024","1920","DIAMOND PKWY","NORTH KANSAS CITY","MO","64116","KOCH","CHRISTOPHER",,"04/20/2022",
"42633","AMVETS 6","POST 6 ALAN BLEST","SBD","3","00","116","2718","CLIFTON AVENUE","ST LOUIS","MO","631392713","DAVIS","BILLY",,"03/23/2022","
,  
(38.6120823, -90.292346)"
"277769","BRANDON M CARL, NATHAN W CASTLE","BNR POOL HALL","RBD","1","00","011","216","1/2 S 8TH ST","SAINT JOSEPH","MO","64501",,,,"06/28/2022",
"260011","BG'S OLDE TYME DELI LLC","BG'S OLDE TYME DELI","SBD","4","00","016","205","S. PLAZA WAY","CAPE GIRARDEAU","MO","637035834","KLEIN","JOHN",,"06/28/2022",
"280235","SARBJIT & SONS LLC","LONGVIEW GROCERY & LUMBER","OPL","5","00","060","23","ROUTE D","ROCKY COMFORT","MO","648617163","TUNG","GURJOT",,"06/28/2022",
"156897","M. WILSON & V. WILSON LLC","EDGE OF TOWN CAFE","RBD","1","00","048","960","S.W. 37TH ST.","BLUE SPRINGS","MO","640157400","WILSON","MARK",,"06/28/2022","
,  
(39.0104366, -94.30639930000001)"
"231982","AMERICAN SEAFOOD LLC","AMERICAN SEAFOOD","SBD","5","00","049","815","W. 7TH STREET","JOPLIN","MO","648012968","TIREGOL","DAMIEN",,"06/28/2022","
,  
(37.0844664, -94.522122)"
"246003","BRICK OVEN A TASTE OF TUSCANY LLC","BRICK OVEN A TASTE OF TUSCANY","RBD","2","00","064","205","CENTER STREET","HANNIBAL","MO","634013529","ASHBY","TIMOTHY",,"06/28/2022",
"243660","DELEON PARTNERS, LLC","DELEON EVENT SPACE & CHAPEL, THE","SBD","1","00","048","3235","GILLHAM PLAZA","KANSAS CITY","MO","641091743","DELEON","JODIE",,"06/28/2022","
,  
(39.0676044, -94.5786868)"
"267365","SWEETWATER DISTILLERY LLC","SWEETWATER DISTILLERY","LMS","2","00","087","43937","HIGHWAY 36","MONROE CITY","MO","63456","UTTERBACK","HEATHER",,"06/28/2022",
"280571","NOMADICA INC.","NOMADICA WINE","WDS","7","00","999","6465","VON DOLLEN ROAD","SAN MIGUEL","CA","93451","OLSZEWSKI","KRISTIN",,"06/28/2022",
"250480","SEVA INC.","SEVA CUISINE OF INDIA","RBD","1","00","024","8674","NE FLINTLOCK ROAD","KANSAS CITY","MO","64157","DEOL","GURDEV",,"06/28/2022",
"267366","SWEETWATER DISTILLERY LLC","SWEETWATER DISTILLERY","LWS","2","00","087","43937","HIGHWAY 36","MONROE CITY","MO","63456","UTTERBACK","HEATHER",,"06/28/2022",
"268017","LA PALOMA LLC","LA PALOMA","RBD","5","00","039","1425","W BATTLEFIELD ST","SPRINGFIELD","MO","65807","PALMA ROSALES","MARTIN",,"06/28/2022",
"217000","HOLLYWOOD RESTAURANT LLC","HOLLYWOOD RESTAURANT","SBD","3","00","116","4640","GRAVOIS","ST. LOUIS","MO","63116","SECIC","IBRAHIM",,"06/28/2022","
,  
(38.582956, -90.264539)"
"160363","AARDVARK FOODS INC.","MINSKYS PIZZA","RBD","1","00","048","1251","NE RICE RD.","LEE'S SUMMIT","MO","640866789","PARKER","MICHA",,"06/28/2022","
,  
(38.9346778, -94.3587209)"
"280309","D DUNCAN FLORISTRY AND BOUTIQUE LLC","D DUNCAN FLORISTRY AND BOUTIQUE CAPE","SBD","4","00","016","818","BROADWAY ST","CAPE GIRARDEAU","MO","63701","DUNCAN","DUSTIN",,"06/28/2022",
"284696","ROCHESTER BREWING & ROASTING COMPANY LLC","ROCHESTER BREWING & ROASTING COMPANY LLC","22WS","1","00","048","2129","WASHINGTON ST.","KANSAS CITY","MO","641082130","VAN TUYL","MARSHALL",,"06/28/2022",
"283603","MUGSY'S BAR AND GRILL LLC","MUGSY'S","SBD","2","00","015","2079","STATE RD Y","LINN CREEK","MO","65052","DAKE","SHERYL",,"06/28/2022",
"262789","STAY CURRENT RIVER LLC","STAY CURRENT RIVER","SOP","4","00","018",,"CR M127 BUILDING 5","VAN BUREN","MO","63965","COLLINS","JORDAN",,"06/28/2022",
"262764","HISTORIC WESTON ORCHARD & VINEYARD LLC","HISTORIC WESTON ORCHARD & VINEYARD","5SBD","1","00","083","18545","COUNTY ROAD H","WESTON","MO","640989275","OLSON","ERIK",,"06/28/2022",
"264583","CLUBHOUSE EVENTS & CATERING LLC","CLUBHOUSE EVENTS AND CATERING","RBDR","4","00","094","4901","HILLSBORO ROAD","FARMINGTON","MO","63640","MORAN","LINDA",,"06/28/2022",
"270417","CLEAVER-CARTER, CARLY","CARBI'S MOTEL AND LOUNGE","SBD","4","00","018","275","STATE HWY 103","VAN BUREN","MO","63965",,,,"06/28/2022",
"216665","VERTIGO BAR & GRILL LLC","VERTIGO BAR & GRILL","SBD","1","00","048","625","NW MOCK AVENUE, SUITE B","BLUE SPRINGS","MO","640142416","WILSON","MARK",,"06/28/2022",
"267873","GEM BAR LLC","GEM BAR AND GRILL","RBD","1","00","048","1204","NW 7 HIWAY","BLUE SPRINGS","MO","64014","WILSON","MARK",,"06/28/2022",
"280891","N. ETHLYN MARKET L.L.C.","N. ETHLYN MARKET LLC","SBD","3","00","057","150","N. ETHLYN RD.","WINFIELD","MO","633893622","BOYHER","NICOLE",,"06/28/2022",
"216664","VERTIGO BAR & GRILL LLC","VERTIGO BAR & GRILL","RBD","1","00","048","625","NW MOCK AVENUE, SUITE B","BLUE SPRINGS","MO","640142416","WILSON","MARK",,"06/28/2022",
"247194","STAY CURRENT RIVER LLC","STAY CURRENT RIVER","OPL","4","00","018",,"CR M127 BUILDING 5","VAN BUREN","MO","63965","COLLINS","JORDAN",,"06/28/2022",
"231981","AMERICAN SEAFOOD LLC","AMERICAN SEAFOOD","RBD","5","00","049","815","W. 7TH STREET","JOPLIN","MO","648012968","TIREGOL","DAMIEN",,"06/28/2022","
,  
(37.0844664, -94.522122)"
"249399","SIP CHILLICOTHE LLC, THE","SIP CHILLICOTHE","5BDW","1","00","059","304","PARK LN","CHILLICOTHE","MO","64601","MCLEAN","LEA",,"06/28/2022",
"80328","FLATBRANCH BREWING INC.","FLATBRANCH PUB & BREWING","SBD","2","00","010","115","S 5TH ST","COLUMBIA","MO","652014230","SMITH","THOMAS",,"04/19/2022",
