"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 801 (29801)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 848 (29848)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 246 (29246)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 252 (29252)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 254 (29254)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 256 (29256)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 260 (29260)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 261 (29261)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 385 (29385)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 621 (29621)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 651 (29651)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 658 (29658)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 659 (29659)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 665 (29665)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 672 (29672)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 674 (29674)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 676 (29676)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 685 (29685)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 688 (29688)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 809 (29809)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 813 (29813)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 828 (29828)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 841 (29841)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 881 (29881)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 883 (29883)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 890 (29890)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 891 (29891)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 892 (29892)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 898 (29898)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO SCHOOL CO 10 (29010)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","CASH AND SHORT TERM INVESTMENTS (10101)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","PAYROLL CASH (10115)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - PREPAYMENTS (23060)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - TAXES (23000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - VOLUNTARY PAYMENTS (23001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE (23005)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE 60 DAY RULE (23040)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE D.P.W. (23025)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","ACCOUNTS RECEIVABLE (12000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","EMPLOYEE LOANS (12195)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","PERMITS RECEIVABLE (12030)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM FEDERAL GOVERNMENT (14210)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM JOHN HOPE SETTLEMENT HOUSE (14333)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM STATE OF R I (14100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - CERT COPY SURC (24205)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - MARR LIC SURC (24135)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - SURCHARGE (24125)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI (24115)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","STATE OF RI REAL EST. CON.TAX PAY (24105)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","INTEREST RECEIVABLE (12700)","ACCURED INTEREST RECEIVABLE (12710)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS LIABILITIES (25100)","FUND FOR COMMUNITY PROGRESS (25245)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS LIABILITIES (25100)","PROVIDENCE READS PROGRAM PAYABLE (25615)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","OBLIGATION UNDER CAPITAL LEASE (25000)","OTHER PAYABLES (25000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","OTHER LIABILITIES (21500)","DUE TO PENSIONERS/EMPLOYEES (21525)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","RESERVED (31000)","UNDISTRIBUTED FUND BALANCE (31500)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","STOCKS (10200)","INVESTMENTS (10201)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Parks","Superintendent of Parks (101-709)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","SUSPENSE ACCOUNTS (26000)","PAYROLL CLEARING (26100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","VOLUNTARY PAYMENTS RECEIVABLE (12501)","VOLUNTARY PAYMENTS RECEIVABLE (12501)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","229999.92","1009926.96","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES $ FORFEITS/REG PARKING (44010)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / ENVIROMENTAL (44015)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / MOVING VIOLATIONS (44005)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS INSTATE DELQ (44020)","9000000","8067632","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST (45100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST OVERDUE CITY TAXES (45105)","5499999.96","5500000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST-PORTFOLIO (45150)","24999.96","25000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","199999.92","200000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE- OTHER (48002)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","IN LIEU OF TAX ON EXEMPT PROPERTY (48320)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PAYMENT IN LIEU OF TAXES: COLLEGES‚UNIVERSITIES‚HOSPITALS (48321)","8795715","8795715","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PILOT - PROVIDENCE HOUSING AUTHORITY (48342)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PORT OF PROVIDENCE (48362)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PROVIDENCE PLACE MALL (48341)","300000","300000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMB RETIREMENT JTPA (48229)","49999.92","50000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMBURSEMENT - W.S.B. (48227)","839199.96","839200","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","ROOM TAX (48236)","1350000","1350000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","STABILIZATION TREATY - ELECTRIC CO (48340)","5222221.92","5222222","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","TAX STABILIZATION PLAN - MISC (48239)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","RENTAL INCOME (45200)","RENTAL INCOME (45200)","19999.91","20000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM COMPANY 10 (49010)","0","999999.96","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 252 (49252)","1200000","1200000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 256 (49256)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 261 (49621)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 283 (49283)","3600000","3600000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 620 (49620)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 891 (49891)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM FUND 892 (49892)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","TRANSFERS FROM FUNDS (49000)","TRANSFER FROM NO BURIAL GD (FD 801) (49801)","600000","600000","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Non Departmental-General Fund (101-000)","WATER SALES (47000)","WATER SUPPLY MEDICAL REIMB (47070)","375000","375000","General (101)","Tax Supported","REVENUE"
"2013","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","DEPARTMENTAL REVENUE (43000)","APPLICATION FEES (43090)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","DEPARTMENTAL REVENUE (43000)","VENDOR INCOME (43083)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","OTHER REVENUES (48200)","PAYROLL REIMBURSEMENT (48375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Human Services","Arts‚ Culture‚ Film‚ & Tourism (101-916)","STATE GRANTS (42200)","STATE GRANT (42200)","94999.92","95000","General (101)","Tax Supported","REVENUE"
"2013","Human Services","Human Services (101-917)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","211639.92","211640","General (101)","Tax Supported","REVENUE"
"2013","Law Department / City Solicitor","Law Department (101-105)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Mayoral Offices","Mayor's Office (101-101)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Board of Canvassers (101-904)","DEPARTMENTAL REVENUE (43000)","CERTIFIED LISTS (43270)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","ADVERTISING FEES (43590)","62000","62000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","CONDUCT BUSINESS 1-4 (43490)","5000","5000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DANCE & EXHIBITIONS (43330)","161250","161250","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","DETECTIVES (43410)","6000","6000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FOOD DISPENSERS (43460)","53000","53000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","FROZEN DESSERTS (43470)","2000","2000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","HACK CARRIERS BADGES (43480)","500","500","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","INTELIGENCE OFFICERS (43340)","1500","1500","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","JUNK GATHERERS (43350)","1499.99","1500","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LAUNDRY (43450)","1500","1500","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LICENSE TRANSFER (43510)","2000","2000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LIQUOR LICENSES (43310)","668249.99","794061.01","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","LOST LICENSES (43520)","12000","12000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","215799.96","215800","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PAWNBROKERS (43360)","7300","7300","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","PEDDLERS BADGES (43530)","10000","10000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SECOND HAND STORES (43370)","65000","65000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY PARKING (43440)","60000","60000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","SUNDAY SALES (43380)","10000","10000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TAVERNS (43400)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","TOBACCO LICENSES (43320)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","WEAPONS (43430)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","BAD CHECKS (48010)","1000","1000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","AMUSEMENT CENTER (48202)","2000","2000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","BOUNCER REGISTRATION (48203)","10000","10000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","EXTENSION OF PREMISES FILE FEES (48209)","1500","1500","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE DRIVE (48213)","5000","5000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY CARRIAGE MARK (48214)","2000","2000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","5000","5000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MECHANICAL DEVICES (48218)","12000","12000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","MOTOR VEHICLE REPAIR (48219)","10000","10000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","PETROLEUM  STORAGE (48223)","15000","15000","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","VALET LICENSES (48241)","1200","1200","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","321449.88","321450","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MARRIAGE LICENSES (43260)","8331","8331","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","1702.44","1702","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Vital Statistics (101-903)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","59","59","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Vital Statistics (101-903)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Parks","North Burial Ground (101-710)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Personnel / Human Resources","Personnel (101-212)","DEPARTMENTAL REVENUE (43000)","WITNESS FEES (43000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Personnel / Human Resources","Personnel (101-212)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Planning & Urban Development","Planning & Urban Development (101-908)","FEDERAL GRANTS (42100)","FEDERAL GRANTS (42100)","1908414.96","2072335","General (101)","Tax Supported","REVENUE"
"2013","Planning & Urban Development","Planning & Urban Development (101-908)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Property Taxes","Gen Fund‚ Property Tax (101-000)","TAX REVENUES (41000)","PROPERTY TAX REVENUE (41000)","315812499.83","247072715.44","General (101)","Tax Supported","REVENUE"
