"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","SUPPLIES","300","300","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","FINANCE","DEBT SERVICE PRINCIPAL PAYMENT","DEBT SERVICE PRINCIPAL","5678","5678","L.I.D. #350","NON-TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","CAPITAL OUTLAY","3218665","3218665","LOCAL STREET FUND","TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","8670","8670","LOCAL STREET FUND","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","1250","1250","SEWER","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","500","500","FACILITIES","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","20840.28","20840.28","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","249984","249984","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","400","400","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","923.47","923.47","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","45.09","45.09","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","PARKS","INCREASE IN FIXED ASSETS","CAPITAL OUTLAY","0.01","0.01","CEMETERY","NON-TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","INTERFUND PAYMENTS FOR SERVICES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","6900","6900","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","SUPPLIES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","38000","38000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","1000","1000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","66700","66700","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","TAXES","PARKS","CEMETERY","OTHER SERVICES & CHARGES","12500","12500","CEMETERY","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","2596.2","2596.2","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","18518.4","18518.4","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","SUPPLIES","59200","59200","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","44399.18","44399.18","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","1500","1500","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","109310","109310","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","27410","27410","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","SUPPLIES","17000","17000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","8700","8700","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","26230","26230","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","PERSONNEL BENEFITS","9300","9300","WATER","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","FINANCE","AIRPORT","OTHER SERVICES & CHARGES","55000","55000","AIRPORT","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","3700","3700","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","RECYCLING GRANT","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","28500","28500","SOLID WASTE","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","6200","6200","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","39925.44","39925.44","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","11433.79","11433.79","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","15501.83","15501.83","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","PROSECUTION/CRIMINAL","NON DEPARTMENTAL","GENERAL GOVERNMENTAL","SALARIES & WAGES","35719","35719","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","57312","57312","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","14535.27","14535.27","SEWER","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","16991.27","16991.27","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2012","THEATER","PARKS","CULTURE AND RECREATION","SUPPLIES","7000","7000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","AIRPORT","OTHER SERVICES & CHARGES","395300","395300","AIRPORT","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","62650.77","62650.77","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","800","800","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","OTHER SERVICES & CHARGES","7900","7900","CEMETERY","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","2500","2500","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","23300","23300","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","1500","1500","FACILITIES","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","SUPPLIES","100200","100200","FACILITIES","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","SUPPLIES","500","500","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","8300","8300","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","SALARIES & WAGES","152061.78","152061.78","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","23000","23000","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","785847","785847","GENERAL","TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","SUPPLIES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","2379.03","2379.03","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","16311.33","16311.33","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","2526.96","2526.96","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","53050","53050","ARTERIAL STREET","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","SALARIES & WAGES","1171667.68","1171667.68","WATER","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","DEBT SERVICE PRINCIPAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","DEBT SERVICE PRINCIPAL","154665","154665","SEWER","NON-TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","INTERFUND PAYMENTS FOR SERVICES","285999.66","285999.66","WATER","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","375100","375100","GENERAL","TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","6000","6000","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","SUPPLIES","59638","59638","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","5000","5000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","20000","20000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","SUPPLIES","4000","4000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","SUPPLIES","6000","6000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","10629.88","10629.88","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","SUPPLIES","500","500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","697900","697900","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","46283.17","46283.17","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","ADMINISTRATION","ECONOMIC ENVIRONMENT","CAPITAL OUTLAY","200000","200000","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","INTERFUND PAYMENTS FOR SERVICES","275599.67","275599.67","SEWER","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","1189.08","1189.08","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","1100","1100","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","55560","55560","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","3200","3200","LOCAL STREET FUND","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","60300","60300","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","84700","84700","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","SUPPLIES","168500","168500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SALARIES & WAGES","89322.8","89322.8","LOCAL STREET FUND","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","17000","17000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","SUPPLIES","45000","45000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","14903.53","14903.53","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1200","1200","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","53875.54","53875.54","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","2047000","2047000","WATER","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","DEBT SERVICE PRINCIPAL","1137033","1137033","WATER","NON-TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","6000","6000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","350","350","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","96500","96500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","45000","45000","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","29100","29100","GENERAL","TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","36200","36200","WATER","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","11120","11120","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","SUPPLIES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","17768.1","17768.1","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","60000","60000","SEWER","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","36359.29","36359.29","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","48627.13","48627.13","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","1600","1600","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","SALARIES & WAGES","642462.91","642462.91","SEWER","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
