"citation","incident","date","time","age","sex","code","code_description","day","violation_category","priority","last_30_days","neighborhood_association","neighborhood_xy"
"APD*0307F27JXR","22011486","2022-01-25T00:00:00.000","08:34am","34","M","03750MB0I0","OPERATE PASSENGER CAR WITHOUT PROPER FRONT AND REAR BUMPERS","TUESDAY","All Other","5","false",,
"APD*CB03DQ89T5","21143824","2021-10-23T00:00:00.000","07:40pm","34","M","051101AUM3","AGGRAVATED UNLICENSED OPERATION OF A MOTOR VEHICLE-3RD","SATURDAY","All Other","5","false",,
"APD*0307F27MLS","22011511","2022-01-25T00:00:00.000","09:14am","43","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","TUESDAY","All Other","5","false",,
"APD*0307F27JW0","22011486","2022-01-25T00:00:00.000","08:34am","34","M","03750T30I0","EQUIP VIOL-REAR SIDE WINDOWS NON/TRANSPARENT","TUESDAY","All Other","5","false",,
"APD*CS105DLJPT","21124666","2021-09-18T00:00:00.000","11:01pm","19","M","117200A0I0","FAIL TO STOP-STOP SIGN","SATURDAY","STOPSIGN","3","false",,
"APD*0301DSW1L0","21156570","2021-11-17T00:00:00.000","10:53am","48","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false",,
"APD*0307DSW4FR","21156591","2021-11-17T00:00:00.000","11:31am","61","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301DWVLF3","21169803","2021-12-15T00:00:00.000","10:36am","31","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*0306FBBMC7","22048033","2022-04-11T00:00:00.000","07:50am","24","F","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5","false",,
"APD*0301F57QCH","22025186","2022-02-22T00:00:00.000","01:05pm","21","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0302F57FTD","22025115","2022-02-22T00:00:00.000","10:56am","22","M","040200100I","REGIS PLATE DISPLAY VIOLATION","TUESDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0304FS02RC","22116873","2022-08-17T00:00:00.000","06:38am","58","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","true","Second Avenue","POINT (-73.7709999112 42.6382298663)"
"APD*0302F57N8K","22025168","2022-02-22T00:00:00.000","12:34pm","53","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0307DSW487","21156591","2021-11-17T00:00:00.000","11:31am","61","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*CB02FMSBXS","22095393","2022-07-08T00:00:00.000","08:02pm","76","M","12270010I0","DRINKING ALCOHOL IN M/V ON HWY","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0306F5742M","22025038","2022-02-22T00:00:00.000","08:31am","51","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","TUESDAY","REDLIGHT","1","false",,
"APD*0302DWCS42","21167550","2021-12-10T00:00:00.000","07:29pm","47","M","112000A0I0","FAIL TO KEEP RIGHT-2 LANE ROAD","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301FK5ML2","22081821","2022-06-14T00:00:00.000","09:24am","16","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2","false",,
"APD*0301FP7CSD","22102730","2022-07-22T00:00:00.000","10:27am","59","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0302F57H5J","22025128","2022-02-22T00:00:00.000","11:15am","52","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307FK67G8","22081969","2022-06-14T00:00:00.000","01:00pm","19","M","040200100I","REGIS PLATE DISPLAY VIOLATION","TUESDAY","All Other","5","false",,
"APD*0307DSW99V","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","WEDNESDAY","All Other","5","false","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*0103FK6JS9",,"2022-06-14T00:00:00.000","04:12pm","17","F","112700A0I0","ONE WAY VIOL-DESIGNATED ROAD","TUESDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0301DSVWMZ","21156526","2021-11-17T00:00:00.000","09:51am","25","F","050900100I","OPERATE MV BY UNLICENSD DRIVER","WEDNESDAY","All Other","5","false",,
"APD*0307F42F49","22019860","2022-02-11T00:00:00.000","12:14pm","60","F","03750400I0","OPER M/V W/O STOP LIGHTS","FRIDAY","All Other","5","false",,
"APD*0304F42G1P","22019861","2022-02-11T00:00:00.000","12:30pm","40","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","FRIDAY","All Other","5","false",,
"APD*0301DSVXPJ","21156541","2021-11-17T00:00:00.000","10:10am","18","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*CS105DRF20","21149432","2021-11-03T00:00:00.000","04:25pm","26","F","120100A0I0","STOP/STAND/PARK VIOL HIGHWAY","WEDNESDAY","All Other","5","false",,
"APD*0301DSW3WM","21156589","2021-11-17T00:00:00.000","11:28am","22","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*0301DSVWD9","21156526","2021-11-17T00:00:00.000","09:51am","25","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false",,
"APD*0302DLFGBV","21124095","2021-09-17T00:00:00.000","11:01pm","19","M","112900A0I0","FOLLOWING TOO CLOSE","FRIDAY","All Other","5","false",,
"APD*0302DLF7BK","21124038","2021-09-17T00:00:00.000","09:15pm","28","M","037504000I","OPER M/V W/O STOP LIGHTS","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307DSW97X","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","false","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*0306F57CJD","22025099","2022-02-22T00:00:00.000","10:19am","54","M","050900200I","DRIVE MV W/O PROPER LICENSE","TUESDAY","All Other","5","false",,
"APD*TS03DWVGK8","21169764","2021-12-15T00:00:00.000","09:36am","18","M","03750400I0","OPER M/V W/O STOP LIGHTS","WEDNESDAY","All Other","5","false",,
"APD*0301DSVS0M","21156503","2021-11-17T00:00:00.000","09:00am","20","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","false",,
"APD*0302DWCRZ1","21167550","2021-12-10T00:00:00.000","07:29pm","47","M","116300D0I0","ILL SIGNAL:PARKED","FRIDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*CSP15FBDCN","22048483","2022-04-11T00:00:00.000","07:15pm","26","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","MONDAY","All Other","5","false","Beverwyck","POINT (-73.7822271336 42.6700629397)"
"APD*0302FK6NC6","22082066","2022-06-14T00:00:00.000","04:59pm","27","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","false",,
"APD*0307FK68JP","22081969","2022-06-14T00:00:00.000","01:00pm","19","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","false",,
"APD*0307F4270J","22019796","2022-02-11T00:00:00.000","10:41am","55","F","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*0102DWW3NH","21169906","2021-12-15T00:00:00.000","02:00pm","42","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","WEDNESDAY","All Other","5","false","Park South","POINT (-73.7732191679 42.6541973756)"
"APD*0307F27MK3","22011511","2022-01-25T00:00:00.000","09:14am","43","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","TUESDAY","All Other","5","false",,
"APD*0306F57GJ1","22025126","2022-02-22T00:00:00.000","11:07am","30","F","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2","false",,
"APD*0302F57VTS","22025219","2022-02-22T00:00:00.000","02:07pm","26","M","031901U0I0","OPERATING MOTOR VEHICLE WITHOUT INSURANCE","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302FK6MXJ","22082066","2022-06-14T00:00:00.000","04:59pm","27","M","1225D010I0","FAIL TO SHOW CONVICTION RECORD","TUESDAY","All Other","5","false",,
"APD*0301F27GLV","22011469","2022-01-25T00:00:00.000","08:09am","32","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0304F42FMM","22019861","2022-02-11T00:00:00.000","12:24pm","40","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","FRIDAY","REDLIGHT","1","false",,
"APD*0302DLFH5S","21124102","2021-09-17T00:00:00.000","11:17pm","32","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0301FK5JL0","22081802","2022-06-14T00:00:00.000","08:38am","31","F","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false",,
"APD*0302F0VKM3","22005407","2022-01-12T00:00:00.000","01:19pm","65","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","WEDNESDAY","REDLIGHT","1","false",,
"APD*0307F0V8QV","22005354","2022-01-12T00:00:00.000","11:08am","27","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","WEDNESDAY","SPEEDING","2","false",,
"APD*0307F425JM","22019785","2022-02-11T00:00:00.000","10:20am","51","F","118000D0I0","SPEED VIOL  POSTED LIMIT","FRIDAY","SPEEDING","2","false","The Dunes","POINT (-73.8632178578 42.7057702039)"
"APD*0307FK67QL","22081969","2022-06-14T00:00:00.000","01:00pm","19","M","040200100I","REGIS PLATE DISPLAY VIOLATION","TUESDAY","All Other","5","false",,
"APD*0306FBC2CR","22048136","2022-04-11T00:00:00.000","11:05am","24","F","112900A0I0","FOLLOWING TOO CLOSE","MONDAY","All Other","5","false",,
"APD*0301F576BJ","22025049","2022-02-22T00:00:00.000","09:05am","56","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0308F584VV","22025268","2022-02-22T00:00:00.000","04:02pm","50","F","037502A00I","FAILURE TO TURN HEAD LAMPS ON","TUESDAY","All Other","5","false",,
"APD*0301DLCF6F","21123651","2021-09-17T00:00:00.000","07:48am","29","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","FRIDAY","All Other","5","false",,
"APD*0302F57VH7","22025219","2022-02-22T00:00:00.000","02:07pm","26","M","1225C2A0I0","DRIVE WHILE USING MOBILE PHONE","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0304FS0DHM","22116934","2022-08-17T00:00:00.000","09:04am","61","M","112800A0I0","FAILURE TO STAY IN SINGLE LANE","WEDNESDAY","All Other","5","true",,
"APD*0306FBBDZC","22048004","2022-04-11T00:00:00.000","06:10am","57","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","MONDAY","All Other","5","false",,
"APD*0301FBBKVJ","22048025","2022-04-11T00:00:00.000","07:28am","46","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false",,
"APD*0172F7V26G","22036933","2022-03-19T00:00:00.000","12:33am","24","M","03750A10I0","EQUIP VIOL-NO/INADEQUATE LIGHTS","SATURDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0999DVMWWR","21164265","2021-12-03T00:00:00.000","09:55pm","21","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","FRIDAY","SPEEDING","2","false",,
"APD*BF7626802",,"2021-11-17T00:00:00.000","09:47am","20","F","03190030I0","FAIL PRODUCE INSUR IDENT CARD","WEDNESDAY","All Other","5","false","Upper Washington Avenue","POINT (-73.7985897295 42.6817391392)"
"APD*0302DK85XB","21118158","2021-09-06T00:00:00.000","10:29pm","27","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301F57P6B","22025179","2022-02-22T00:00:00.000","12:48pm","18","M","118000D0I0","SPEED VIOL  POSTED LIMIT","TUESDAY","SPEEDING","2","false",,
"APD*CS108DQC8L","21144276","2021-10-24T00:00:00.000","06:30pm","30","F","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","SUNDAY","All Other","5","false","West End","POINT (-73.7781040852 42.6749695802)"
"APD*0307F27MNV","22011511","2022-01-25T00:00:00.000","09:14am","43","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","false",,
"APD*0307F27M6H","22011515","2022-01-25T00:00:00.000","09:13am","53","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0302F57H0H","22025128","2022-02-22T00:00:00.000","11:15am","52","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0215F1HPQG","22008165","2022-01-18T00:00:00.000","12:56pm","27","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","false","South End","POINT (-73.7592617522 42.6392747943)"
"APD*0306F57J50","22025137","2022-02-22T00:00:00.000","11:32am","74","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0307DSW8NM","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","03750TA0I0","EQUIP VIOLATION:NO LEFT-SIDE VIEW MIRROR","WEDNESDAY","All Other","5","false","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*0304FS0D8Q","22116934","2022-08-17T00:00:00.000","09:04am","61","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","true",,
"APD*TS03DSVXSG","21156542","2021-11-17T00:00:00.000","10:12am","27","M","117200A0I0","FAIL TO STOP-STOP SIGN","WEDNESDAY","STOPSIGN","3","false",,
"APD*0307DSW95S","21156615","2021-11-17T00:00:00.000","12:33pm","55","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","WEDNESDAY","All Other","5","false","Hudson Park","POINT (-73.7660255299 42.6510030671)"
"APD*0215F1HP50","22008165","2022-01-18T00:00:00.000","12:47pm","39","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","TUESDAY","All Other","5","false","South End","POINT (-73.7592617522 42.6392747943)"
"APD*0302F57RC4","22025196","2022-02-22T00:00:00.000","01:18pm","62","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301FP7869","22102697","2022-07-22T00:00:00.000","09:33am","21","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0302DK7X41","21118110","2021-09-06T00:00:00.000","08:31pm","27","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307DM14BX","21127104","2021-09-23T00:00:00.000","11:11am","20","M","050900200I","DRIVE MV W/O PROPER LICENSE","THURSDAY","All Other","5","false","Delaware Area","POINT (-73.7808874143 42.639906085)"
"APD*0302FS13KJ","22117100","2022-08-17T00:00:00.000","02:19pm","21","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","WEDNESDAY","All Other","5","true",,
"APD*0302DK800J","21118124","2021-09-06T00:00:00.000","09:00pm","30","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0202DK7JBP","21118026","2021-09-06T00:00:00.000","05:35pm","25","F","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","MONDAY","REDLIGHT","1","false",,
"APD*0302DK84WC","21118154","2021-09-06T00:00:00.000","10:09pm","34","M","112900A0I0","FOLLOWING TOO CLOSE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301F57LS6","22025159","2022-02-22T00:00:00.000","12:12pm","19","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*TS03DM0QGD","21127021","2021-09-23T00:00:00.000","08:34am","43","F","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","false",,
"APD*0302DM2G4W","21127415","2021-09-23T00:00:00.000","09:28pm","28","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302FBC7L1","22048189","2022-04-11T00:00:00.000","12:23pm","26","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","MONDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302F4LNS9","22022397","2022-02-16T00:00:00.000","02:03pm","52","M","040200400I","OPER MV WITH IMPROPER PLATES","WEDNESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302F4LTR3","22022451","2022-02-16T00:00:00.000","03:19pm","29","M","040200100I","REGIS PLATE DISPLAY VIOLATION","WEDNESDAY","All Other","5","false","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*0171DXZRFZ","21174588","2021-12-25T00:00:00.000","07:21pm","20","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","SATURDAY","SPEEDING","2","false",,
"APD*0301F4L1LC","22022260","2022-02-16T00:00:00.000","09:24am","31","F","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false",,
"APD*CS15DK6F6F",,"2021-09-06T00:00:00.000","09:18am","28","F","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","MONDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0302F4LNHX","22022397","2022-02-16T00:00:00.000","02:03pm","52","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DK83NR","21118147","2021-09-06T00:00:00.000","09:55pm","30","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0201F7WTDB",,"2022-03-19T00:00:00.000","01:51pm","53","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","SATURDAY","All Other","5","false","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*0301DJKDJD","21114638","2021-08-31T00:00:00.000","10:38am","21","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0302DJL7TN","21114849","2021-08-31T00:00:00.000","04:53pm","24","M","1229C0300I","DRIVER/PASS W/O FRNT SEAT BELT","TUESDAY","All Other","5","false",,
"APD*0302FK6G9X","22082023","2022-06-14T00:00:00.000","03:34pm","25","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*BE9474861",,"2022-03-19T00:00:00.000","12:49am","38","F","03750020I0","MV LIGHTS DONT MEET STANDARDS","SATURDAY","All Other","5","false","Downtown","POINT (-73.7532379834 42.6495622808)"
"APD*0302DK850H","21118154","2021-09-06T00:00:00.000","10:09pm","34","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DK7XDB","21118110","2021-09-06T00:00:00.000","08:31pm","27","M","050900200I","DRIVE MV W/O PROPER LICENSE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DK867T","21118158","2021-09-06T00:00:00.000","10:29pm","27","M","03750TA0I0","EQUIP VIOLATION:NO LEFT-SIDE VIEW MIRROR","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*BE9480774",,"2022-02-16T00:00:00.000","02:08pm","21","M","121000A0I0","LEAVE MOTOR VEHICLE UNATTENDED","WEDNESDAY","All Other","5","false",,
"APD*0301DK6CXC","21117797","2021-09-06T00:00:00.000","08:59am","62","F","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2","false",,
"APD*BE9474872",,"2022-03-19T00:00:00.000","01:22am","43","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","SATURDAY","SPEEDING","2","false",,
"APD*0302DK7Z1F","21118119","2021-09-06T00:00:00.000","08:45pm","24","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DK84M8","21118154","2021-09-06T00:00:00.000","10:09pm","34","M","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302DK81JZ","21118139","2021-09-06T00:00:00.000","09:23pm","47","F","118000D0I0","SPEED VIOL  POSTED LIMIT","MONDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301FK60H0","22081913","2022-06-14T00:00:00.000","12:07pm","26","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0104DNWKXF","21136907","2021-10-11T00:00:00.000","02:59am","43","M","037502A00I","FAILURE TO TURN HEAD LAMPS ON","MONDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*TS03DMR838","21131073","2021-09-30T00:00:00.000","09:31am","28","M","118000C0I0","SPEED VIOL-SCHOOL ZONE","THURSDAY","SPEEDING","2","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301DMQTTX","21130983","2021-09-30T00:00:00.000","06:27am","40","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","THURSDAY","All Other","5","false",,
"APD*0103FJ7FHD",,"2022-06-05T00:00:00.000","01:52pm","40","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","SUNDAY","All Other","5","false",,
"APD*0301F1H7WM","22008087","2022-01-18T00:00:00.000","09:28am","63","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","TUESDAY","All Other","5","false",,
"APD*0302F4LTTH","22022451","2022-02-16T00:00:00.000","03:19pm","29","M","040200400I","OPER MV WITH IMPROPER PLATES","WEDNESDAY","All Other","5","false","Sheridan Hollow","POINT (-73.7574072754 42.6566895795)"
"APD*0301FBCBQC","22048221","2022-04-11T00:00:00.000","01:11pm","21","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","MONDAY","All Other","5","false",,
"APD*0302F57H3J","22025128","2022-02-22T00:00:00.000","11:15am","52","M","040200100I","REGIS PLATE DISPLAY VIOLATION","TUESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0302F4MK4T","22022585","2022-02-16T00:00:00.000","08:47pm","51","M","112900A0I0","FOLLOWING TOO CLOSE","WEDNESDAY","All Other","5","false","Center Square","POINT (-73.7632947405 42.6541097581)"
"APD*0302F4LLC6","22022375","2022-02-16T00:00:00.000","01:29pm","41","M","040200100I","REGIS PLATE DISPLAY VIOLATION","WEDNESDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0308F58814","22025292","2022-02-22T00:00:00.000","05:00pm","54","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","TUESDAY","REDLIGHT","1","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301FMQD1B","22094966","2022-07-08T00:00:00.000","09:00am","39","M","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","FRIDAY","All Other","5","false",,
"APD*0203DNZRHL","21137223","2021-10-11T00:00:00.000","07:22pm","29","F","1225D010I0","FAIL TO SHOW CONVICTION RECORD","MONDAY","All Other","5","false",,
"APD*0107F58NQV","22025355","2022-02-22T00:00:00.000","07:41pm","20","M","12270010I0","DRINKING ALCOHOL IN M/V ON HWY","TUESDAY","All Other","5","false",,
"APD*0302FJ7TX5","22077056","2022-06-05T00:00:00.000","04:59pm","42","F","123800000I","BICYCLE HELMET LAW VIOL","SUNDAY","All Other","5","false","Arbor Hill Concerned Citizens","POINT (-73.7532258347 42.6622200365)"
"APD*0304F72542","22033371","2022-03-11T00:00:00.000","01:17pm","28","M","115100A0I0","RT OF WAY VIOL:PERSON IN XWALK","FRIDAY","All Other","5","false",,
"APD*0108FK75TR","22082190","2022-06-14T00:00:00.000","08:45pm","38","M","118000A0I0","SPEED VIOL-IMPRUDENT SPEED","TUESDAY","SPEEDING","2","false",,
"APD*0306F4KXL0","22022242","2022-02-16T00:00:00.000","08:38am","63","M","118000D0I0","SPEED VIOL  POSTED LIMIT","WEDNESDAY","SPEEDING","2","false",,
"APD*0307DT0DDT","21157077","2021-11-18T00:00:00.000","11:48am","22","M","116300B0I0","ILL SIGNAL:LESS THAN 100 FEET","THURSDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*0306F36N5V","22015796","2022-02-03T00:00:00.000","10:58am","29","M","112800C0I0","SLOW TRAFFIC-FAIL KEEP RIGHT","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0301DT0SSG","21157163","2021-11-18T00:00:00.000","03:12pm","20","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false",,
"APD*0301FQJ43Z","22109259","2022-08-03T00:00:00.000","01:01pm","61","F","111000A0I0","FAILURE TO OBEY TRAFFIC DEVICE","WEDNESDAY","All Other","5","true",,
"APD*0304F7218S","22033351","2022-03-11T00:00:00.000","12:19pm","50","M","11110D10I0","TRAFFIC DEVICE VIOL - PASSED RED LIGHT","FRIDAY","REDLIGHT","1","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0306F367WZ","22015731","2022-02-03T00:00:00.000","07:56am","22","M","118000D0I0","SPEED VIOL  POSTED LIMIT","THURSDAY","SPEEDING","2","false",,
"APD*TS03DMR8TP","21131073","2021-09-30T00:00:00.000","09:31am","28","M","040101A00I","OPER UNREGISTERD MV ON HIGHWAY","THURSDAY","All Other","5","false","West Hill","POINT (-73.764844247 42.6666911887)"
"APD*0307DT0DLG","21157077","2021-11-18T00:00:00.000","11:48am","22","M","050900800I","FAIL TO NOTIFY CHANGE OF HOME","THURSDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
"APD*CS10DT19GH","21157263","2021-11-18T00:00:00.000","06:52pm","28","M","050900100I","OPERATE MV BY UNLICENSD DRIVER","THURSDAY","All Other","5","false",,
"APD*0307DT0D1Z","21157077","2021-11-18T00:00:00.000","11:48am","22","M","030600B00I","OPER MV W/O INSPECT CERTIFICAT","THURSDAY","All Other","5","false","Pine Hills","POINT (-73.7866126905 42.6626959378)"
