"figure_table","title","indicator","sub_indicator","year","quintile","country","value","source","notes"
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2307"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Bolivia","2813.755","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2308"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Jordan","3152.383","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2309"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Paraguay","3156.005","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2310"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Sri Lanka","3177.733","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2311"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Indonesia","3181.145","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2312"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Morocco","3278.181","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2313"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Philippines","3339.956","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2314"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Guatemala","3738.767","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2315"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Egypt, Arab Rep.","3930.712","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","Time on instruction",,"01/01/",,"Mexico D.F.","52","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2316"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Ecuador","4125.233","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2317"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Zimbabwe","4415.448","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2318"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Peru","4484.421","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2319"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Jamaica","4928.539","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2320"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Fiji","5081.888","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2321"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Colombia","6013.63","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 2.3","Chronic malnutrition in Latin America & Caribbean, by mother’s education","Chronic Malnutrition","Malnutrition Observed","01/01/2011",,"Ecuador","25.3","World Development Indicators, World Bank. World Health Organization (WHO). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the World Economic Outlook Databases (WEO).",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2322"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Dominican Republic","6018.122","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2323"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Venezuela, RB","6170.318","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2324"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Thailand","6184.226","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2325"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Brazil","7528.166","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2326"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Panama","7819.555","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2327"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Botswana","8128.86","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2328"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Chile","9467.994","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2329"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Uruguay","9590.996","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2330"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Malaysia","9865.932","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2331"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Turkey","10262.34","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2332"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Mauritius","10486.4","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2333"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Trinidad and Tobago","10877.76","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2334"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Mexico","10943.51","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2335"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Korea, Rep.","19598.82","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2336"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Portugal","19823.82","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2337"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Greece","20260.49","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2338"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Malta","20636.45","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2339"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Barbados","22873.81","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2340"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Spain","24135.06","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2341"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"New Zealand","24233.6","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2342"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"France","28771.65","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2343"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Finland","29033.42","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2344"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Japan","29551.81","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2345"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Italy","29575.04","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2346"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"United Kingdom","30119.66","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2347"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Belgium","31589.38","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2348"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Sweden","31800.44","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2349"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Australia","31808.55","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2350"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Denmark","32337.08","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2351"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Ireland","32496.71","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2352"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Austria","32914.96","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2353"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Canada","33487.43","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2354"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Iceland","33563.71","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","Time on instruction",,"01/01/",,"Peru","61.9","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2355"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Netherlands","33796.44","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2356"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Singapore","34043.11","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2357"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Switzerland","36982.28","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2358"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"Norway","38911.71","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2359"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2000",,"United States","40488.71","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2360"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Burundi","471.2038","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2361"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Central African Republic","605.0718","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2362"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Togo","895.1759","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2363"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Mali","941.4096","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2364"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Burkina Faso","1022.138","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2365"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"El Salvador","1108.352","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2366"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Rwanda","1134.873","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2367"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Nepal","1166.464","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2368"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Uganda","1174.748","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 2.3","Chronic malnutrition in Latin America & Caribbean, by mother’s education","Chronic Malnutrition","Malnutrition Observed","01/01/1988",,"El Salvador","36.7","World Development Indicators, World Bank. World Health Organization (WHO). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the World Economic Outlook Databases (WEO).",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2369"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Tanzania","1199.376","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2370"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Benin","1223.165","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2371"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Kenya","1274.365","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2372"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Gambia, The","1317.521","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2373"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Lesotho","1414.288","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2374"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Senegal","1468.908","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2375"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Bangladesh","1489.311","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2376"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/2010",,"Cote d'Ivoire","1544.241","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
