"pais","delito","var","poblacion","a_o","a_o_date","num","location"
"Ecuador","HOMICIDIOS TOTALES","CASOS","14005449","2009","2009-01-01T00:00:00.000","2625","(-2.0, -77.5)"
"Honduras","HURTO","TASA BRUTA","8215313","2011","2011-01-01T00:00:00.000","54.05","(15.0, -86.5)"
"Guyana","HOMICIDIOS TOTALES","TASA BRUTA","767083","2009","2009-01-01T00:00:00.000","15.25","(5.0, -59.0)"
"Nicaragua","HURTO","TASA BRUTA","5668875","2008","2008-01-01T00:00:00.000","350.83","(13.0, -85.0)"
"Paraguay","SUICIDIOS","TASA INDIRECTA","5932024","2012","2012-01-01T00:00:00.000","7.06","(-23.0, -58.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","4404090","2008","2008-01-01T00:00:00.000","751","(10.0, -84.0)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3723821","2011","2011-01-01T00:00:00.000","10.37","(9.0, -80.0)"
"México","ROBO","TASA BRUTA","107550697","2009","2009-01-01T00:00:00.000","632.79","(23.0, -102.0)"
"Belice","SUICIDIOS","TASA INDIRECTA","300813","2012","2012-01-01T00:00:00.000","8.2899999999999991","(17.25, -88.75)"
"Jamaica","HOMICIDIOS TOTALES","TASA BRUTA","2714734","2013","2013-01-01T00:00:00.000","44.2","(18.25, -77.5)"
"República Dominicana","HOMICIDIOS MUJERES","CASOS","5141399","2013","2013-01-01T00:00:00.000","153","(19.0, -70.6667)"
"Belice","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","323598","2010","2010-01-01T00:00:00.000","24.72","(17.25, -88.75)"
"Costa Rica","HOMICIDIOS TOTALES","TASA INDIRECTA","4713168","2013","2013-01-01T00:00:00.000","7.79","(10.0, -84.0)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","15520973","2012","2012-01-01T00:00:00.000","7.39","(-2.0, -77.5)"
"Belice","HURTO","CASOS","340792","2012","2012-01-01T00:00:00.000","950","(17.25, -88.75)"
"Paraguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","6783374","2013","2013-01-01T00:00:00.000","1114","(-23.0, -58.0)"
"República Dominicana","HOMICIDIOS TOTALES","TASA INDIRECTA","9625207","2008","2008-01-01T00:00:00.000","23.24","(19.0, -70.6667)"
"Jamaica","SUICIDIOS","TASA BRUTA","2515998","2013","2013-01-01T00:00:00.000","2.11","(18.25, -77.5)"
"República Dominicana","SECUESTROS","TASA BRUTA","9625207","2008","2008-01-01T00:00:00.000","0.34","(19.0, -70.6667)"
"Jamaica","DELITOS SEXUALES","CASOS","2681386","2009","2009-01-01T00:00:00.000","707","(18.25, -77.5)"
"Perú","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","10525484","2012","2012-01-01T00:00:00.000","1.1299999999999999","(-10.0, -76.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","5742309","2009","2009-01-01T00:00:00.000","338","(13.0, -85.0)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","45509584","2010","2010-01-01T00:00:00.000","28.83","(4.0, -72.0)"
"Jamaica","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","CASOS",,"2013","2013-01-01T00:00:00.000","5225","(18.25, -77.5)"
"Ecuador","SECUESTROS","CASOS","14204900","2010","2010-01-01T00:00:00.000","32","(-2.0, -77.5)"
"Uruguay","HOMICIDIOS TOTALES","CASOS","3368595","2011","2011-01-01T00:00:00.000","199","(-33.0, -56.0)"
"Costa Rica","DELITOS SEXUALES","TASA BRUTA","4469337","2009","2009-01-01T00:00:00.000","145.46","(10.0, -84.0)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3787511","2012","2012-01-01T00:00:00.000","11.35","(9.0, -80.0)"
"El Salvador","HOMICIDIOS TOTALES","TASA BRUTA","6124704","2008","2008-01-01T00:00:00.000","51.86","(13.8333, -88.9167)"
"México","SECUESTROS","TASA BRUTA","108396211","2010","2010-01-01T00:00:00.000","1.1399999999999999","(23.0, -102.0)"
"Perú","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","29132013","2009","2009-01-01T00:00:00.000","757","(-10.0, -76.0)"
"Panamá","ROBO AUTOS","TASA BRUTA","1044669","2013","2013-01-01T00:00:00.000","71.510000000000005","(9.0, -80.0)"
"Panamá","DELITOS SEXUALES","TASA BRUTA","3787511","2012","2012-01-01T00:00:00.000","64.42","(9.0, -80.0)"
"Panamá","MUERTES POR ARMA DE FUEGO HOMBRES","CASOS","1934264","2013","2013-01-01T00:00:00.000","593","(9.0, -80.0)"
"Honduras","VIOLENCIA INTRAFAMILIAR","CASOS","8215313","2011","2011-01-01T00:00:00.000","13365","(15.0, -86.5)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","4652459","2012","2012-01-01T00:00:00.000","675","(10.0, -84.0)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","5742309","2009","2009-01-01T00:00:00.000","11.41","(13.0, -85.0)"
"Jamaica","SECUESTROS","TASA BRUTA","2681386","2009","2009-01-01T00:00:00.000","0.15","(18.25, -77.5)"
"República Dominicana","HOMICIDIOS HOMBRES","CASOS","5116325","2013","2013-01-01T00:00:00.000","1676","(19.0, -70.6667)"
"República Dominicana","HOMICIDIOS TOTALES","CASOS","9625207","2008","2008-01-01T00:00:00.000","2394","(19.0, -70.6667)"
"México","SUICIDIOS","TASA BRUTA","97972118","2009","2009-01-01T00:00:00.000","5.3","(23.0, -102.0)"
"Perú","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","28807034","2008","2008-01-01T00:00:00.000","2.09","(-10.0, -76.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","4469337","2009","2009-01-01T00:00:00.000","16.350000000000001","(10.0, -84.0)"
"Guatemala","HOMICIDIOS TOTALES","TASA BRUTA","15438384","2013","2013-01-01T00:00:00.000","34.03","(15.5, -90.25)"
"Paraguay","HURTO","TASA BRUTA","6230142","2008","2008-01-01T00:00:00.000","399.25","(-23.0, -58.0)"
"Paraguay","HURTO","TASA BRUTA","6783374","2013","2013-01-01T00:00:00.000","684.98","(-23.0, -58.0)"
"Panamá","DELITOS SEXUALES","CASOS","3600000","2009","2009-01-01T00:00:00.000","1801","(9.0, -80.0)"
"Jamaica","HOMICIDIOS TOTALES","TASA BRUTA","2707805","2012","2012-01-01T00:00:00.000","40.590000000000003","(18.25, -77.5)"
"Chile","ROBO","TASA BRUTA","17094275","2010","2010-01-01T00:00:00.000","477.74","(-30.0, -71.0)"
"Paraguay","ROBO","CASOS","6451122","2010","2010-01-01T00:00:00.000","25479","(-23.0, -58.0)"
"República Dominicana","ROBO AUTOS","CASOS","3052686","2012","2012-01-01T00:00:00.000","7926","(19.0, -70.6667)"
"Uruguay","HURTO","TASA BRUTA","3344938","2009","2009-01-01T00:00:00.000","2825.4","(-33.0, -56.0)"
"Honduras","HURTO","TASA BRUTA","8385072","2012","2012-01-01T00:00:00.000","49.42","(15.0, -86.5)"
"Chile","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","CASOS","4797480","2008","2008-01-01T00:00:00.000","5405","(-30.0, -71.0)"
"Costa Rica","SUICIDIOS","CASOS","4227857","2011","2011-01-01T00:00:00.000","341","(10.0, -84.0)"
"Nicaragua","HOMICIDIOS TOTALES","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","12.53","(13.0, -85.0)"
"Perú","VIOLENCIA INTRAFAMILIAR","CASOS","29797694","2011","2011-01-01T00:00:00.000","110844","(-10.0, -76.0)"
"Jamaica","SECUESTROS","TASA BRUTA","2707805","2012","2012-01-01T00:00:00.000","0.33","(18.25, -77.5)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","30475144","2013","2013-01-01T00:00:00.000","10.42","(-10.0, -76.0)"
"Jamaica","SECUESTROS","CASOS","2714734","2013","2013-01-01T00:00:00.000","31","(18.25, -77.5)"
"Bolivia","SUICIDIOS","CASOS",,"2009","2009-01-01T00:00:00.000","254","(-17.0, -65.0)"
"Paraguay","SUICIDIOS","TASA INDIRECTA","5603984","2009","2009-01-01T00:00:00.000","6.85","(-23.0, -58.0)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","44978832","2009","2009-01-01T00:00:00.000","32.229999999999997","(4.0, -72.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","44451147","2008","2008-01-01T00:00:00.000","11.84","(4.0, -72.0)"
"El Salvador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","6124704","2008","2008-01-01T00:00:00.000","19.690000000000001","(13.8333, -88.9167)"
"Chile","ROBO AUTOS","CASOS","2938154","2008","2008-01-01T00:00:00.000","21422","(-30.0, -71.0)"
"El Salvador","SECUESTROS","CASOS","6124704","2008","2008-01-01T00:00:00.000","10","(13.8333, -88.9167)"
"Colombia","SUICIDIOS","CASOS","40166333","2008","2008-01-01T00:00:00.000","1847","(4.0, -72.0)"
"Uruguay","HOMICIDIOS TOTALES","TASA BRUTA","3334052","2008","2008-01-01T00:00:00.000","6.63","(-33.0, -56.0)"
"Guatemala","SUICIDIOS","TASA INDIRECTA","13209950","2013","2013-01-01T00:00:00.000","5.05","(15.5, -90.25)"
"Panamá","ROBO","TASA BRUTA","3600000","2009","2009-01-01T00:00:00.000","274.77999999999997","(9.0, -80.0)"
"Belice","ROBO","TASA BRUTA","323598","2010","2010-01-01T00:00:00.000","147.41","(17.25, -88.75)"
"México","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","115618330","2011","2011-01-01T00:00:00.000","11.21","(23.0, -102.0)"
"Colombia","HOMICIDIOS TOTALES","CASOS","45509584","2010","2010-01-01T00:00:00.000","15459","(4.0, -72.0)"
"Panamá","ROBO","CASOS","3787511","2012","2012-01-01T00:00:00.000","10038","(9.0, -80.0)"
"Honduras","VIOLENCIA INTRAFAMILIAR","CASOS","8045990","2010","2010-01-01T00:00:00.000","13089","(15.0, -86.5)"
"Nicaragua","ROBO AUTOS","CASOS","441644","2010","2010-01-01T00:00:00.000","388","(13.0, -85.0)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","7706907","2008","2008-01-01T00:00:00.000","15.66","(15.0, -86.5)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","8385072","2012","2012-01-01T00:00:00.000","16.72","(15.0, -86.5)"
"México","DELITOS SEXUALES","CASOS","108396211","2010","2010-01-01T00:00:00.000","34237","(23.0, -102.0)"
"Costa Rica","HOMICIDIOS TOTALES","TASA BRUTA","4713168","2013","2013-01-01T00:00:00.000","8.7200000000000006","(10.0, -84.0)"
"Jamaica","SECUESTROS","CASOS","2671934","2008","2008-01-01T00:00:00.000","13","(18.25, -77.5)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","10010590","2011","2011-01-01T00:00:00.000","1833","(19.0, -70.6667)"
"Perú","VIOLENCIA INTRAFAMILIAR","CASOS","29132013","2009","2009-01-01T00:00:00.000","95749","(-10.0, -76.0)"
"México","SUICIDIOS","TASA BRUTA","102223564","2011","2011-01-01T00:00:00.000","5.59","(23.0, -102.0)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO HOMBRES","CASOS","2981645","2013","2013-01-01T00:00:00.000","488","(13.0, -85.0)"
"Chile","SECUESTROS","CASOS","16928873","2009","2009-01-01T00:00:00.000","246","(-30.0, -71.0)"
"Honduras","HOMICIDIOS TOTALES","CASOS","8045990","2010","2010-01-01T00:00:00.000","6236","(15.0, -86.5)"
"Panamá","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","3537986","2008","2008-01-01T00:00:00.000","519","(9.0, -80.0)"
"Costa Rica","SUICIDIOS","TASA INDIRECTA","4044952","2008","2008-01-01T00:00:00.000","8.2799999999999994","(10.0, -84.0)"
"Ecuador","MUERTES POR ARMA DE FUEGO MUJERES","CASOS","15774749","2013","2013-01-01T00:00:00.000","251","(-2.0, -77.5)"
"República Dominicana","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","10010590","2011","2011-01-01T00:00:00.000","17.190000000000001","(19.0, -70.6667)"
"Chile","HURTO","CASOS","17248450","2011","2011-01-01T00:00:00.000","208131","(-30.0, -71.0)"
"Belice","HURTO","CASOS","315082","2009","2009-01-01T00:00:00.000","1332","(17.25, -88.75)"
"Ecuador","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","15520973","2012","2012-01-01T00:00:00.000","483.37","(-2.0, -77.5)"
"Panamá","MUERTES POR ARMA DE FUEGO MUJERES","CASOS","1916471","2013","2013-01-01T00:00:00.000","48","(9.0, -80.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","4469337","2009","2009-01-01T00:00:00.000","721","(10.0, -84.0)"
"El Salvador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","6152558","2009","2009-01-01T00:00:00.000","19.53","(13.8333, -88.9167)"
"Chile","SECUESTROS","TASA BRUTA","17402630","2012","2012-01-01T00:00:00.000","1.46","(-30.0, -71.0)"
"Costa Rica","ROBO AUTOS","CASOS",,"2011","2011-01-01T00:00:00.000","5078","(10.0, -84.0)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","30475144","2013","2013-01-01T00:00:00.000","3176","(-10.0, -76.0)"
"Panamá","SECUESTROS","TASA BRUTA","3787511","2012","2012-01-01T00:00:00.000","0.45","(9.0, -80.0)"
"Colombia","SECUESTROS","TASA BRUTA","44451147","2008","2008-01-01T00:00:00.000","0.44","(4.0, -72.0)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","5962782","2012","2012-01-01T00:00:00.000","11.39","(13.0, -85.0)"
"Chile","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","4748470","2009","2009-01-01T00:00:00.000","1.35","(-30.0, -71.0)"
"Ecuador","ROBO","CASOS","15774749","2013","2013-01-01T00:00:00.000","95644","(-2.0, -77.5)"
"Nicaragua","VIOLENCIA INTRAFAMILIAR","CASOS","5742309","2009","2009-01-01T00:00:00.000","3858","(13.0, -85.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","16928873","2009","2009-01-01T00:00:00.000","12.43","(-30.0, -71.0)"
"Paraguay","ROBO AUTOS","TASA BRUTA","1014802","2011","2011-01-01T00:00:00.000","50.44","(-23.0, -58.0)"
"República Dominicana","ROBO","CASOS","10010590","2011","2011-01-01T00:00:00.000","21115","(19.0, -70.6667)"
"Jamaica","HURTO","TASA BRUTA","2671938","2008","2008-01-01T00:00:00.000","12.16","(18.25, -77.5)"
"Panamá","SECUESTROS","TASA INDIRECTA","3600000","2009","2009-01-01T00:00:00.000","1.04","(9.0, -80.0)"
"Perú","SECUESTROS","TASA BRUTA","29132013","2009","2009-01-01T00:00:00.000","1.3","(-10.0, -76.0)"
"Honduras","HOMICIDIOS TOTALES","CASOS","8385072","2012","2012-01-01T00:00:00.000","7172","(15.0, -86.5)"
"Chile","SECUESTROS","TASA BRUTA","17094275","2010","2010-01-01T00:00:00.000","1.52","(-30.0, -71.0)"
"Uruguay","ROBO","CASOS","3392407","2013","2013-01-01T00:00:00.000","16718","(-33.0, -56.0)"
"Bolivia","HURTO","CASOS",,"2009","2009-01-01T00:00:00.000","5556","(-17.0, -65.0)"
"República Dominicana","SUICIDIOS","CASOS","9074298","2012","2012-01-01T00:00:00.000","641","(19.0, -70.6667)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","8385072","2012","2012-01-01T00:00:00.000","6113","(15.0, -86.5)"
"Colombia","SUICIDIOS MUJERES","CASOS","21757019","2013","2013-01-01T00:00:00.000","349","(4.0, -72.0)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","3344938","2009","2009-01-01T00:00:00.000","14.06","(-33.0, -56.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","8385072","2012","2012-01-01T00:00:00.000","68.88","(15.0, -86.5)"
"México","SUICIDIOS","TASA INDIRECTA","97972118","2009","2009-01-01T00:00:00.000","6.02","(23.0, -102.0)"
"Belice","HOMICIDIOS TOTALES","TASA INDIRECTA","323598","2010","2010-01-01T00:00:00.000","37.26","(17.25, -88.75)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","15774749","2013","2013-01-01T00:00:00.000","6.48","(-2.0, -77.5)"
"Ecuador","ROBO","CASOS","15520973","2012","2012-01-01T00:00:00.000","25606","(-2.0, -77.5)"
"Panamá","VIOLENCIA INTRAFAMILIAR","CASOS","3537986","2008","2008-01-01T00:00:00.000","6597","(9.0, -80.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","14005449","2009","2009-01-01T00:00:00.000","10.82","(-2.0, -77.5)"
"Perú","HOMICIDIOS TOTALES","CASOS","30475144","2013","2013-01-01T00:00:00.000","2013","(-10.0, -76.0)"
"Jamaica","SUICIDIOS HOMBRES","CASOS","1242637","2013","2013-01-01T00:00:00.000","42","(18.25, -77.5)"
"Ecuador","SUICIDIOS","TASA BRUTA","13571615","2011","2011-01-01T00:00:00.000","5.7","(-2.0, -77.5)"
"Ecuador","ROBO","CASOS","15266431","2011","2011-01-01T00:00:00.000","23692","(-2.0, -77.5)"
"Nicaragua","SECUESTROS","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","0.08","(13.0, -85.0)"
"Costa Rica","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","4713168","2013","2013-01-01T00:00:00.000","6.35","(10.0, -84.0)"
"República Dominicana","SUICIDIOS","TASA BRUTA","8560952","2008","2008-01-01T00:00:00.000","6.26","(19.0, -70.6667)"
"República Dominicana","SECUESTROS","CASOS","10010590","2011","2011-01-01T00:00:00.000","27","(19.0, -70.6667)"
"Jamaica","HURTO","CASOS","2707805","2012","2012-01-01T00:00:00.000","382","(18.25, -77.5)"
"Honduras","DELITOS SEXUALES","CASOS","8555072","2013","2013-01-01T00:00:00.000","3335","(15.0, -86.5)"
"Perú","VIOLENCIA INTRAFAMILIAR","CASOS","30135875","2012","2012-01-01T00:00:00.000","124057","(-10.0, -76.0)"
"Ecuador","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","15266431","2011","2011-01-01T00:00:00.000","544.42999999999995","(-2.0, -77.5)"
"El Salvador","SUICIDIOS","TASA BRUTA","5514469","2008","2008-01-01T00:00:00.000","2.0299999999999998","(13.8333, -88.9167)"
"Paraguay","SUICIDIOS","TASA INDIRECTA","5822336","2011","2011-01-01T00:00:00.000","7.61","(-23.0, -58.0)"
"Honduras","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","3659424","2011","2011-01-01T00:00:00.000","0.3","(15.0, -86.5)"
"Uruguay","HOMICIDIOS TOTALES","TASA BRUTA","3344938","2009","2009-01-01T00:00:00.000","6.76","(-33.0, -56.0)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","8215313","2011","2011-01-01T00:00:00.000","14.94","(15.0, -86.5)"
"Brasil","SUICIDIOS MUJERES","CASOS","94294675","2013","2013-01-01T00:00:00.000","2252","(-10.0, -55.0)"
"Costa Rica","SECUESTROS","TASA INDIRECTA","4533894","2010","2010-01-01T00:00:00.000","0.23","(10.0, -84.0)"
"Nicaragua","HOMICIDIOS TOTALES","CASOS","5742309","2009","2009-01-01T00:00:00.000","754","(13.0, -85.0)"
"República Dominicana","SECUESTROS","TASA BRUTA","9755954","2009","2009-01-01T00:00:00.000","0.56999999999999995","(19.0, -70.6667)"
"Paraguay","ROBO","TASA BRUTA","6230142","2008","2008-01-01T00:00:00.000","288.39999999999998","(-23.0, -58.0)"
"Colombia","HURTO","CASOS","46581823","2012","2012-01-01T00:00:00.000","147927","(4.0, -72.0)"
"Colombia","HOMICIDIOS TOTALES","TASA BRUTA","47121089","2013","2013-01-01T00:00:00.000","32.33","(4.0, -72.0)"
"Chile","SUICIDIOS","TASA BRUTA","15519490","2008","2008-01-01T00:00:00.000","13.96","(-30.0, -71.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","4652459","2012","2012-01-01T00:00:00.000","14.59","(10.0, -84.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","8045990","2010","2010-01-01T00:00:00.000","5194","(15.0, -86.5)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3600000","2009","2009-01-01T00:00:00.000","12.06","(9.0, -80.0)"
"Bolivia","ROBO AUTOS","TASA BRUTA","842857","2008","2008-01-01T00:00:00.000","37.409999999999997","(-17.0, -65.0)"
"El Salvador","SECUESTROS","TASA BRUTA","6183002","2010","2010-01-01T00:00:00.000","0.47","(13.8333, -88.9167)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","7876662","2009","2009-01-01T00:00:00.000","17.420000000000002","(15.0, -86.5)"
"Belice","SECUESTROS","TASA INDIRECTA","323598","2010","2010-01-01T00:00:00.000","0.34","(17.25, -88.75)"
"Costa Rica","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","4652459","2012","2012-01-01T00:00:00.000","5.01","(10.0, -84.0)"
"Guyana","HOMICIDIOS TOTALES","TASA INDIRECTA","767083","2009","2009-01-01T00:00:00.000","14.66","(5.0, -59.0)"
"Guatemala","SECUESTROS","TASA INDIRECTA","15438384","2013","2013-01-01T00:00:00.000","0.39","(15.5, -90.25)"
"Honduras","HOMICIDIOS TOTALES","TASA BRUTA","8385072","2012","2012-01-01T00:00:00.000","85.53","(15.0, -86.5)"
"El Salvador","VIOLENCIA INTRAFAMILIAR","CASOS","6124704","2008","2008-01-01T00:00:00.000","557","(13.8333, -88.9167)"
"Nicaragua","SUICIDIOS","TASA INDIRECTA","5279357","2012","2012-01-01T00:00:00.000","4.7699999999999996","(13.0, -85.0)"
"Ecuador","SUICIDIOS","TASA BRUTA","13320091","2010","2010-01-01T00:00:00.000","5.62","(-2.0, -77.5)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","44978832","2009","2009-01-01T00:00:00.000","5791","(4.0, -72.0)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","3787511","2012","2012-01-01T00:00:00.000","12.01","(9.0, -80.0)"
"República Dominicana","ROBO","TASA BRUTA","10010590","2011","2011-01-01T00:00:00.000","210.93","(19.0, -70.6667)"
"Jamaica","HOMICIDIOS TOTALES","CASOS","2707805","2012","2012-01-01T00:00:00.000","1099","(18.25, -77.5)"
"Perú","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","28807034","2008","2008-01-01T00:00:00.000","319.12","(-10.0, -76.0)"
"Perú","HOMICIDIOS TOTALES","TASA INDIRECTA","29461933","2010","2010-01-01T00:00:00.000","17.059999999999999","(-10.0, -76.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO HOMBRES","CASOS","23264039","2013","2013-01-01T00:00:00.000","5037","(4.0, -72.0)"
"Guyana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","767083","2008","2008-01-01T00:00:00.000","14.73","(5.0, -59.0)"
"Jamaica","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","2681386","2009","2009-01-01T00:00:00.000","44.61","(18.25, -77.5)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","14005449","2009","2009-01-01T00:00:00.000","10.15","(-2.0, -77.5)"
"República Dominicana","HURTO","TASA BRUTA","10135105","2012","2012-01-01T00:00:00.000","84.33","(19.0, -70.6667)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","46581823","2012","2012-01-01T00:00:00.000","27.43","(4.0, -72.0)"
"México","HOMICIDIOS TOTALES","TASA BRUTA","107550697","2009","2009-01-01T00:00:00.000","18.41","(23.0, -102.0)"
"Colombia","SECUESTROS","TASA INDIRECTA","45509584","2010","2010-01-01T00:00:00.000","0.4","(4.0, -72.0)"
"Ecuador","DELITOS SEXUALES","TASA BRUTA","13805095","2008","2008-01-01T00:00:00.000","38.07","(-2.0, -77.5)"
"Paraguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","6451122","2010","2010-01-01T00:00:00.000","20.46","(-23.0, -58.0)"
"Colombia","HOMICIDIOS TOTALES","TASA INDIRECTA","44978832","2009","2009-01-01T00:00:00.000","33.04","(4.0, -72.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","15774749","2013","2013-01-01T00:00:00.000","15.58","(-2.0, -77.5)"
"Honduras","HOMICIDIOS TOTALES","TASA INDIRECTA","8385072","2012","2012-01-01T00:00:00.000","80.81","(15.0, -86.5)"
"Colombia","SECUESTROS","TASA BRUTA","46044601","2011","2011-01-01T00:00:00.000","0.45","(4.0, -72.0)"
"Guyana","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","767083","2008","2008-01-01T00:00:00.000","563.82000000000005","(5.0, -59.0)"
"Perú","ROBO","TASA BRUTA","29461933","2010","2010-01-01T00:00:00.000","192.84","(-10.0, -76.0)"
"Panamá","ROBO AUTOS","TASA BRUTA","933768","2012","2012-01-01T00:00:00.000","10.6","(9.0, -80.0)"
"Perú","ROBO AUTOS","CASOS","2223092","2013","2013-01-01T00:00:00.000","18813","(-10.0, -76.0)"
"Nicaragua","SUICIDIOS","CASOS","4992622","2008","2008-01-01T00:00:00.000","121","(13.0, -85.0)"
"México","ROBO","CASOS","108396211","2010","2010-01-01T00:00:00.000","737559","(23.0, -102.0)"
"Jamaica","DELITOS SEXUALES","TASA BRUTA","2714734","2013","2013-01-01T00:00:00.000","30.98","(18.25, -77.5)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","14204900","2010","2010-01-01T00:00:00.000","1749","(-2.0, -77.5)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","10257724","2013","2013-01-01T00:00:00.000","19.78","(19.0, -70.6667)"
"Paraguay","ROBO","CASOS","6561785","2011","2011-01-01T00:00:00.000","13514","(-23.0, -58.0)"
"República Dominicana","DELITOS SEXUALES","CASOS","10010590","2011","2011-01-01T00:00:00.000","5657","(19.0, -70.6667)"
"Guyana","SUICIDIOS","TASA BRUTA","695716","2009","2009-01-01T00:00:00.000","17.100000000000001","(5.0, -59.0)"
"Honduras","HURTO","TASA BRUTA","7876662","2009","2009-01-01T00:00:00.000","67.52","(15.0, -86.5)"
"Paraguay","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","6451122","2010","2010-01-01T00:00:00.000","7.46","(-23.0, -58.0)"
"Perú","ROBO AUTOS","CASOS","1849690","2010","2010-01-01T00:00:00.000","15179","(-10.0, -76.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","5962782","2012","2012-01-01T00:00:00.000","313","(13.0, -85.0)"
"Nicaragua","HOMICIDIOS TOTALES","TASA INDIRECTA","5962782","2012","2012-01-01T00:00:00.000","10.210000000000001","(13.0, -85.0)"
"Colombia","SUICIDIOS","TASA INDIRECTA","41229863","2010","2010-01-01T00:00:00.000","5.07","(4.0, -72.0)"
