"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","6","Difusión de los indicadores del sistema de información.","El requisito se cumple en su totalidad, es decir, toda la información sectorial está a disposición de la ciudadanía a través de Internet. Esta información incluye tanto la información estadística como los indicadores de desempeño.",,,,"Salud","2013","2013-01-01T00:00:00.000","El Salvador42016"
"Panamá","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","3","Análisis de riesgos por desastres naturales y/o cambios súbitos en los precios de materias primas.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Panamá31013"
"Bahamas","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","5","Existe armonización/vinculación entre los programas del plan y los programas del presupuesto","3","Capacitación para la elaboración del presupuesto con base en los objetivos definidos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas2453"
"Chile","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito se cumple en su totalidad, es decir, más del 8% de los gerentes públicos o directivos firman contratos de gestión.",,,,"Educación","2013","2013-01-01T00:00:00.000","Chile41931"
"Paraguay","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","1","Existe un SIAF que integre los principales sistemas financieros","4","Integración con los sistemas de inversión pública, adquisiciones y nómina.","El requisito se cumple parcialmente, es decir, el SIAF incluye la información de uno o dos de los tres sistemas descritos en esta condición.",,,,,"2013","2013-01-01T00:00:00.000","Paraguay31214"
"Guatemala","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","2","Análisis de las obligaciones indirectas o contingentes.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala31012"
"Belice","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","4","Se realizan anualmente auditorías financieras externas en las instituciones públicas","2","Porcentaje de instituciones auditadas a través de auditorías financieras externas.",,"0.38",,,,"2013","2013-01-01T00:00:00.000","Belice31442"
"Surinam","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","8","Publicación del plan sectorial de mediano plazo.",,,,"0",,"2013","2013-01-01T00:00:00.000","Surinam1168"
"Jamaica","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","1","Existe un SIAF que integre los principales sistemas financieros","5","Integración con los sistemas subnacionales.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica31215"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito se cumple en su totalidad, es decir, más del 8% de los gerentes públicos o directivos firman contratos de gestión.",,,,"Educación","2013","2013-01-01T00:00:00.000","Colombia41931"
"Bahamas","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","5","Existencia de líneas de base para medir el progreso.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Bahamas41625"
"Costa Rica","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","2","Realización de diferentes tipos de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica52332"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","4","Utilización de incentivos no monetarios individuales.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Guyana41944"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se realizan prácticas en el sector conducentes a mejorar la elaboración presupuestaria","2","Coordinación entre el sector y las autoridades presupuestarias.","El requisito se cumple parcialmente, es decir, la elaboración de indicadores para medir la efectividad del gasto es efectuada por el sector (los ejecutores del gasto) en coordinación con la Oficina/Dirección Nacional de Presupuestos, sin embargo, no existen actas, ni minutas, ni cartas formales.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Guatemala41722"
"Jamaica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","2","Análisis de la situación y de los problemas de la población.","El requisito se cumple en su totalidad, es decir, el plan de gobierno de mediano plazo cuenta con un análisis de la situación y de los problemas de la población sustentado en información cuantitativa y cualitativa.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica1152"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","3","Utilización de incentivos no monetarios colectivos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Trin. & Tob.41943"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Surinam42012"
"Ecuador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","1","Existencia de un plan de gobierno de mediano plazo.","El requisito se cumple en su totalidad, es decir, el país cuenta con un plan de gobierno de mediano plazo.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador1151"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","2","Realización de controles internos de calidad.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Jamaica42022"
"Nicaragua","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Nicaragua41931"
"Nicaragua","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Nicaragua42014"
"Colombia","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","2","Existe un sistema electrónico de adquisiciones y contrataciones públicas","4","Difusión de estadísticas e información de adquisiciones.","El requisito se cumple parcialmente, es decir, el sistema electrónico de adquisiciones y contrataciones difunde a través de Internet o estadísticas e información de adquisiciones, o invitaciones a licitar, o información sobre las adjudicaciones de contratos, pero no los tres anteriores.",,,,,"2013","2013-01-01T00:00:00.000","Colombia31324"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Colombia41612"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.","El requisito se cumple en su totalidad, es decir, la visión sectorial de largo plazo cuenta con un diagnóstico de la situación y de los problemas de la población sustentado en información cuantitativa y cualitativa, que se refleja en una conceptualización jerárquica y causal de la problemática capaz de ordenar las prioridades y las acciones de coordinación institucional para superarlas.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Perú41612"
"Honduras","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","4","La clasificación de gastos del presupuesto se realiza de acuerdo a las dimensiones económica, funcional y programática","2","Clasificación funcional.","El requisito se cumple en su totalidad, es decir, se utiliza una clasificación funcional para ordenar el gasto público, siguiendo una norma internacional.",,,,,"2013","2013-01-01T00:00:00.000","Honduras3942"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","1","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Argentina41631"
"Ecuador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","2","Se elaboran proyecciones presupuestales plurianuales consistentes con el  plan de gobierno","2","Elaboración de un Marco Presupuestario de Mediano Plazo (MPMP).","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador2522"
"Nicaragua","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","6","Los informes de evaluación están a disposición de la ciudadanía","3","Publicación de las metodologías de cálculo y de documentos explicativos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua52363"
"Haití","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","3","Se generan estadísticas nacionales sociales, demográficas, económicas y ambientales que sirven para monitorear el cumplimiento de objetivos y metas del gobierno","1","Periodicidad de la generación de estadísticas sociales y demográficas.","El requisito se cumple en su totalidad, es decir, se recolecta información con la periodicidad indicada para al menos tres de los cuatro censos y encuestas sociales y demográficas descritas en esta condición.",,,,,"2013","2013-01-01T00:00:00.000","Haití52131"
"Perú","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","1","Se dispone de un marco legal e institucional para los procesos de adquisiciones y contrataciones públicas","3","Jerarquía institucional de la entidad o unidad normativa de los procesos de adquisiciones y contrataciones públicas.","El requisito se cumple en su totalidad, es decir, la entidad o unidad normativa de los procesos de adquisiciones y contrataciones públicas dispone de un nivel de jerarquía institucional que le garantiza independencia administrativa sobre las instituciones a normar. Se entiende por independencia administrativa que otras instituciones no tengan la facultad de modificar el presupuesto, la organización, los objetivos o la estructura, de la entidad o unidad normativa de los procesos de adquisiciones y contrataciones públicas. Además, esta entidad o unidad no participa directamente en las compras.",,,,,"2013","2013-01-01T00:00:00.000","Perú31313"
"Guatemala","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","3","Definición de conceptos relacionados con la planificación.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala1113"
"México","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","6","Utilización de evaluaciones rápidas de desempeño.","El requisito se cumple parcialmente, es decir, la oficina de presupuestos tiene la facultad de pedir evaluaciones rápidas de desempeño para la toma de decisiones presupuestarias, y ha usado dicha facultad, aunque no durante el último año fiscal.",,,,,"2013","2013-01-01T00:00:00.000","México2616"
"El Salvador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","4","Los principales sectores cuentan con una visión propia de largo plazo que supera el periodo de gobierno","3","Definición de objetivos y metas sectoriales a lograrse en el largo plazo.",,,,"2.33",,"2013","2013-01-01T00:00:00.000","El Salvador1143"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","1","Se dispone de un marco legal e institucional que establece un SNIP y la realización de evaluaciones ex -ante","1","Existencia de una Ley (o decreto) y su respectivo reglamento.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Guyana41511"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.",,,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Surinam42012"
"Costa Rica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","3","Inclusión de información sobre los costos de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Costa Rica42013"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","4","Existencia de una estrategia explícita de gestión en base a resultados.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Guatemala41924"
"Panamá","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","2","Existencia de metas de producción de bienes y servicios.","El requisito se cumple parcialmente, es decir, se cuenta únicamente con un detalle de las metas anuales de producción de los bienes y servicios.",,,,"Educación","2013","2013-01-01T00:00:00.000","Panamá41912"
"México","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","1","Se dispone de un marco legal e institucional para el control interno","1","Existencia de una Ley (o decreto) y su respectivo reglamento.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y su respectivo reglamento que regula la auditoría y el control interno y que se adhiere a las normas internacionales de auditoría y control.",,,,,"2013","2013-01-01T00:00:00.000","México31411"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","2","Articulación efectiva de los planes de mediano plazo.","El requisito se cumple en su parcialmente, es decir, el plan sectorial de mediano plazo está articulado con el plan nacional de mediano plazo. Sin embargo, el vínculo no es explícito a nivel de objetivos y metas, sino únicamente a nivel general.",,,,"Salud","2013","2013-01-01T00:00:00.000","Jamaica41632"
"Paraguay","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","3","Se dispone de un marco legal e institucional para la realización de auditorías externas","2","Definición de responsabilidades institucionales.","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula la auditoría externa detalla específicamente a todas las entidades responsables de la coordinación y ejecución de procesos, e incluye aspectos relevantes para el desempeño de la entidad o unidad normativa de la auditoría externa, como funciones, objetivos y definición de procesos medulares.",,,,,"2013","2013-01-01T00:00:00.000","Paraguay31432"
"Bahamas","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","5","La mayor parte de las compras y contrataciones se realizan a través de licitaciones públicas","1","Porcentaje del valor de las compras y contrataciones realizado a través de licitación pública.",,"0",,,,"2013","2013-01-01T00:00:00.000","Bahamas31351"
"Surinam","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","1","Existe un SIAF que integre los principales sistemas financieros","6","Porcentaje de entidades públicas que utilizan el mismo SIAF.",,"0",,,,"2013","2013-01-01T00:00:00.000","Surinam31216"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito se cumple en su totalidad, es decir, existen metodologías definidas para la elaboración de indicadores y estas detallan requisitos de calidad que deben cumplir los indicadores.",,,,"Salud","2013","2013-01-01T00:00:00.000","Ecuador42021"
"Jamaica","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","2","Institucionalidad del presupuesto por resultados","2","Capacitación para la estructuración del presupuesto con base en programas.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica2422"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","4","Existencia de una estrategia explícita de gestión en base a resultados.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Barbados41924"
"Trin. & Tob.","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","1","Las organizaciones de la sociedad civil participaron en la discusión de los objetivos y metas del plan de gobierno de mediano plazo","1","Existencia de un marco legal que establece la participación de la sociedad civil.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.1311"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","El Salvador42012"
"Chile","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","4","Los principales sectores cuentan con una visión propia de largo plazo que supera el periodo de gobierno","3","Definición de objetivos y metas sectoriales a lograrse en el largo plazo.",,,,"1.5",,"2013","2013-01-01T00:00:00.000","Chile1143"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Salud","2013","2013-01-01T00:00:00.000","Perú42014"
"Paraguay","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","6","Definición de estrategias y programas para lograr los objetivos.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Paraguay41626"
"Honduras","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","2","Institucionalidad del presupuesto por resultados","3","Utilización de información detallada de costos a nivel sectorial.",,,,"2.25",,"2013","2013-01-01T00:00:00.000","Honduras2423"
"Costa Rica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito se cumple en su totalidad, es decir, existen metodologías definidas para la elaboración de indicadores y estas detallan requisitos de calidad que deben cumplir los indicadores.",,,,"Educación","2013","2013-01-01T00:00:00.000","Costa Rica42021"
"Honduras","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","5","Existencia de líneas de base para medir el progreso.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con líneas de base para la medición del cumplimiento y definición de metas. Sin embargo, las líneas de base no incluyen la fuente primaria ni secundaria de información.",,,,,"2013","2013-01-01T00:00:00.000","Honduras1155"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","5","Existencia de líneas de base para medir el progreso.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Surinam41625"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","1","Se dispone de un marco legal e institucional que establece un SNIP y la realización de evaluaciones ex -ante","6","Vínculos entre las evaluaciones ex -ante y los objetivos del plan de gobierno de mediano plazo.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Brasil41516"
"Costa Rica","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","6","Los informes de evaluación están a disposición de la ciudadanía","3","Publicación de las metodologías de cálculo y de documentos explicativos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica52363"
"Haití","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","6","La información del sistema de seguimiento está a disposición de la ciudadanía.","1","Difusión de información del sistema de seguimiento de la gestión.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Haití52261"
"Bahamas","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","2","Existe un sistema electrónico de adquisiciones y contrataciones públicas","2","Capacidad de realizar licitaciones y transacciones de compra venta a través de Internet.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas31322"
"Jamaica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","1","Los objetivos de la planificación se articulan en programas operativos","2","Identificación de unidades o entidades responsables de los programas.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Jamaica1212"
"Chile","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","2","El SIAF genera reportes para la toma de decisiones en la gestión del gobierno.","2","Generación de informes periódicos para el seguimiento de la gestión financiera.","El requisito se cumple en su totalidad, es decir, se generan a través del SIAF informes periódicos respecto a la ejecución del gasto público. Para verificar el cumplimiento de esta condición debe haber informes con frecuencia, como mínimo, trimestral, y/o debe existir un calendario con fechas para la publicación de informes que se haya cumplido durante los últimos doce meses.",,,,,"2013","2013-01-01T00:00:00.000","Chile31222"
"Barbados","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","3","Características de la estructura programática del presupuesto","1","Utilización de programas para gasto de inversión y corriente.","El requisito se cumple en su totalidad, es decir, los programas presupuestarios incluyen el gasto de inversión (o capital) y el gasto corriente (o administrativo).",,,,,"2013","2013-01-01T00:00:00.000","Barbados2431"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","3","Inclusión de información sobre los costos de los bienes y servicios producidos.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Surinam42013"
"Nicaragua","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","2","Realización de diferentes tipos de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua52332"
