"name","system_name","county","type","pension_opeb","fy","cap_status","url"
"Grosse Pointes-Clinton Refuse Disposal Authority","Grosse Pointes Clinton Refuse","Wayne","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/827502_Grosse_Pointes-Clinton_Refuse_Disposal_2017_CAP_-_Form_5597_698601_7.pdf"
"Hampton Charter Township","Retiree Medical Plan","Bay","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Charter_Township_of_Hampton_CAP_Review_091070_2017_OPEB_672087_7.pdf"
"Harrison Charter Township","Retirement Healthcare","Macomb","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Charter_Township_of_Harrison_OPEB_Corrective_Action_Plan_CAP_2017_501050_672146_7.pdf"
"Harrison Charter Township","Firemen's Pension System","Macomb","Township","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Charter_Township_of_Harrison_Pension_Corrective_Action_Plan_2017_501050_672151_7.pdf"
"Henika District Library","MERS","Jackson","Library","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Henika_District_Library_Pension_Corrective_Action_Plan_2017_380020_672149_7.pdf"
"Houghton Lake Sewer Authority","OPEB","Roscommon","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/727504_Houghton_Lake_Sewer_Authority_-_CAP_-_Form_5597_695341_7.pdf"
"Interurban Transit Partnership","Pension Plan","Kalkaska","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/417530_2017_Pension_Interurban_Transit_Partnership_ITP_and_Amalgamated_Trust_Union_650396_7.pdf"
"Interurban Transit Partnership","Trust Union Pension Plan","Kalkaska","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/4175302017Pension2InterurbanTransitPartnershipInterurbanTransitPartnershipPensionPlan6503977.pdf"
"Iosco County Road Commission","Retiree Health Care Plan","Iosco","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/350100IoscoCountyRoadCommissionRetireeHealthCarePlanSECOND2017CAPForm55976985987.pdf"
"Iron County Medical Care Facility","Retiree Health Funding Vehicle","Iron","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Iron_County_Medial_Care_Facility_CAP_Review_367510_2017_OPEB_672091_7.pdf"
"Iron County Road Commission","MERS","Iron","Road Commission","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/360100_Iron_County_Road_Commission_-_MERS_-_2018_CAP_-_Form_5598_695332_7.pdf"
"Ishpeming Township","OPEB","Marquette","Township","OPEB","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/521070_Ishpeming_Township_-_2019_OPEB_CAP_-_Form_5597_695330_7.pdf"
"Jackson District Library","Retiree Medical Plan","Jackson","Library","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/388000_2017_OPEB_Jackson_District_Library_651275_7.pdf"
"Kalamazoo Lake Sewer and Water Authority","MERS","Allegan","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/037512_Kalamazoo_Lake_Sewer_and_Water_Authority_MERS_Corrective_Action_Plan_-_Pension_2017_637468_7.pdf"
"Kalkaska County Road Commission","MERS","Kalkaska","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Kalkaska_County_Road_Commission_CAP_Review_400100_2017_Pension_672121_7.pdf"
"Kalkaska County Road Commission","Medical Plan","Kalkaska","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Kalkaska_County_Road_Commission_OPEB_Corrective_Action_Plan_CAP_2017_400100_672147_7.pdf"
"Keweenaw County Road Commission","MERS","Keweenaw","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Keweenaw_County_Road_Commission_CAP_Review_420100_2017_Pension_672099_7.pdf"
"Keweenaw County Road Commission","Retiree Health Care","Keweenaw","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Keweenaw_County_Road_Commission_CAP_Review_420100_2017_OPEB_672090_7.pdf"
"Kingsford Housing Commission","MERS","Dickinson","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Kingsford_Housing_Commission_Pension_Corrective_Action_Plan_2018_227510_672148_7.pdf"
"Lake County Road Commission","OPEB","Lake","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/430100_2017_Lake_County_Road_Commission_OPEB_651194_7.pdf"
"Lake County Road Commission","MERS","Lake","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/430100_2017_Lake_County_Road_Commission_Pension_651195_7.pdf"
"Lansing Housing Commission","OPEB","Ingham","Authority","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/337534_2018_OPEB_Lansing_Housing_Commission_651306_7.pdf"
"Lenawee County Medical Care Facility","Retiree Healthcare Benefit Plan","Lenawee","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Lenawee_Medical_Care_Facility_CAP_Review_467500_2017_OPEB__667943_7.pdf"
"Luce County Road Commission","Morgan Stanley Investment for Health Care","Luce","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/480100_2017_OPEB_Luce_County_650398_7.pdf"
"Luce County Road Commission","MERS","Luce","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/480100_2017_Pension_Luce_County_650399_7.pdf"
"Mackinac County Road Commission","OPEB","Mackinac","Road Commission","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/490100_2017_OPEB_Mackinac_Road_650402_7.pdf"
"Manistee County Medical Care Facility","Senior Choice","Manistee","Authority","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/517513_Manistee_County_Medical_Care_Facility_-_Senior_Choice_OPEB_2018_CAP_-_Form_5597_695323_7.pdf"
"Marquette City Board of Light and Power","Retiree Health Funding Vehicle","Marquette","Authority","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/527513_2017_OPEB_Marquette_City_Board_of_Light__Power_639387_7.pdf"
"Marquette County Road Commission","Retiree Health Plan","Marquette","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/520100_2017_OPEB_Marquette_County_Road_Commission_651278_7.pdf"
"Martha T.Berry MCF","Macomb County Employees Retirement System","Macomb","Authority","Pension","2018","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Martha_T_Berry_MCF_Pension_Corrective_Action_Plan_CAP_2017_507568_672134_7.pdf"
"MBS International Airport Commission","Airport Retiree Health Care","Saginaw","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/MBS_International_Airport_Commission_CAP_Review_737528_2017_OPEB_672103_7.pdf"
"MBS International Airport Commission","Airport Defined Benefit","Saginaw","Authority","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/737528_MBS_Intl_Airport_Commission_-_MBS_Airport_Defined_Benefit_2018_CAP_-_Form_5598_695318_7.pdf"
"Mecosta County Road Commission","Group Health Insurance","Mecosta","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/540100_2017_OPEB_Mecosta_CRC_651196_7.pdf"
"Menominee City Housing Commission","MERS","Menominee","Authority","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/557512_Menominee_City_Housing_Commission_-__2019_MERS_CAP_-_FOrm_5598_702005_7.pdf"
"Metamora Township","Blue Cross Blue Shield","Lapeer","Township","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/441150_2018_Metamora_Township__OPEB_651215_7.pdf"
"Metamora Township","MERS","Lapeer","Township","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/441150_2018_Metamora_Township_Pension_651216_7.pdf"
"Michigan Works! Region B Consortium","Retirement Health Care","Clare","Authority","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/187508_2017_OPEB_Michigan_Works_Region_7B_651271_7.pdf"
"Midland County Road Commission","OPEB DB","Midland","Road Commission","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/560100_Midland_County_Road_Commission_-_OPEB_DB_2018_CAP_-_UPDATED_VERSION_702007_7.pdf"
"Mid-Michigan District Health Department","OPEB","Montcalm","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/OPEB_Mid-Michigan_District_Health_Dept_CAP_Review_597511_2017_672085_7.pdf"
"Milan Public Library","MERS","Washtenaw","Library","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/818007_Milan_Public_Library_-_Pension_2017_630423_7.pdf"
"Missaukee County Road Commission","Priority/Medicare Essential","Missaukee","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Missaukee_County_Road_Commission_CAP_Review_570100_2017_OPEB_672110_7.pdf"
"Monroe Community Mental Health Authority","Defined Benefit Healthcare Plane","Monroe","City","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/587515MonroeCommunityMentalHealthAuthorityDefinedBenefitHealthcarePlan3rdCAP2017Form55986953457.pdf"
"Monroe County Road Commission","Retiree Health Care Plan","Monroe","Road Commission","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/580100_2017_OPEB_Monroe_CRC_651198_7.pdf"
"Montcalm County Road Commission","Retiree Health Insurance","Montcalm","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/590100_2017_OPEB_Montcalm_County_Road_Commission_651308_7.pdf"
"Montcalm County Road Commission","MERS","Montcalm","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/590100_2017_Pension_Montcalm_County_Road_Commission_651309_7.pdf"
"Montmorency County","MERS","Montmorency","County","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/600000_Montmorency_County_-_MERS_CAP_2018_-_Form_5598_695329_7.pdf"
"Montmorency County Road Commission","OPEB","Montmorency","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Montmorency_County_Road_Commission_CAP_Review_600100_2017_OPEB_672109_7.pdf"
"Montmorency-Oscoda-Alpena Solid Waste Management Authority","OPEB","Montmorency","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/MOA_Solid_Waste_Mgmt_Auth_CAP_Review_607502_2017_OPEB_672108_7.pdf"
"Mt Morris Township","MERS","Genesee","Township","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/251140_Mt_Morris_Township_Pension_651213_7.pdf"
"Muskegon Central Dispatch 9-1-1","OPEB","Muskegon","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Muskegon_Central_Dispatch_911_CAP_Review_617517_2017_OPEB_672107_7.pdf"
"Negaunee City Housing Commission","MERS","Marquette","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Negaunee_Housing_Commission_Pension_Corrective_Action_Plan_2017_527519_672141_7.pdf"
"Newaygo County Road Commission","Post-Employment Benefits package","Newaygo","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/620100_2017_MERS_OPEB_Plan_Newaygo_County_Road_Commission_650964_7.pdf"
"Oceana County Road Commission","Retiree Medical Plan","Oceana","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/640100_2017_OPEB_Oceana_County_Road_Commission_651199_7.pdf"
"Ogemaw County Road Commission","OPEB","Ogemaw","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/650100_2017_OPEB_Ogemaw_County_Road_Commission_651248_7.pdf"
"Ogemaw County Road Commission","MERS","Ogemaw","Road Commission","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/650100_Ogemaw_County_Road_Commission_-_MERS_2019_Pension_CAP_712514_7.pdf"
"Ontonagon County Road Commission","MERS","Ontonagon","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/660100_2017_Pension_Ontonagon_County_Road_Commission_651279_7.pdf"
"Osceola County Road Commission","OPEB","Osceola","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Osceola_County_Road_Commission_CAP_Review_670100_2017_OPEB_672105_7.pdf"
"Osceola County Road Commission","MERS","Osceola","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Osceola_County_Road_Commission_CAP_Review_670100_2017_Pension_672119_7.pdf"
"Oscoda County Road Commission","OPEB","Oscoda","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Oscoda_County_Road_Commission_OPEB_Corrective_Action_Plan_CAP_2017_680100_672157_7.pdf"
"Otsego County Road Commission","OPEB","Otsego","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/690100_2017_OPEB_Otsego_County_Road_Commission_651310_7.pdf"
"Otsego County Road Commission","MERS","Otsego","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/690100_2017_Pension_Otsego_County_Road_Commission_651312_7.pdf"
"Ottawa County Road Commission","Retiree Health Plan","Ottawa","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/700100_2017_OPEB_Ottawa_County_Road_Commission_651313_7.pdf"
"Ottawa County Road Commission","Ottawa CRC","Ottawa","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/700100_Ottawa_County_Road_Commission_MERS_Corrective_Action_Plan_-_Pension_2017_637471_7.pdf"
"Pathways","Retiree Health Care Trust Fund","Marquette","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/527511_2017_OPEB__Pathways_CMH_651157_7.pdf"
"Pathways","MERS","Marquette","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/527511_2017_Pension__Pathways_CMH_651174_7.pdf"
"Plymouth Charter Township","Retiree Medical Plan","Wayne","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Plymouth_Township_CAP_Review_821070_2017_OPEB__669781_7.pdf"
"Presque Isle County Road Commission","MERS","Presque Isle","Road Commission","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/710100_2017_Pension_Presque_Isle_CRC_651315_7.pdf"
"Presque Isle County Road Commission","Blue Care Network/Medigap Reimburesement","Presque Isle","Road Commission","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/710100PresqueIsleCountyRoadCommissionBlueCareNetworkMedigapReimbursement2018CAPForm55976953367.pdf"
"Redford Charter Township","General Employees","Wayne","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/821080_2017_OPEB_Redford_Charter_Township_General_Employees_651091_7.pdf"
"Redford Charter Township","Police and Fire Employees","Wayne","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/821080_2017_OPEB2_Redford_Charter_Township_Police_and_Fire_651118_7.pdf"
"Redford Charter Township","Police and Fire Employees","Wayne","Township","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/821080_Redford_Charter_Township_-_Police_and_Fire_Employees_2018_CAP_-_Form_5598_695354_7.pdf"
"Redford Charter Township","MERS General Employees","Wayne","Township","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/821080_Redford_Charter_Township_-_MERS_General_Employees_2019_CAP_712526_7.pdf"
"Redford Township District Library","Retiree Health Funding Vehicle","Wayne","Library","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Redford_Township_District_Library_CAP_Review_828005_2017_OPEB__671127_7.pdf"
"Reed City Housing Commission","MERS","Osceola","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/677509_Reed_City_Housing_Commission_-_MERS_2018_CAP_-_Form_5598_695344_7.pdf"
"Richfield Township","MERS RHFV","Genesee","Township","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/251160_2017_OPEB_Richfield_Township_649963_7.pdf"
"Roscommon County Road Commission","OPEB","Roscommon","Road Commission","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/720100_Roscommon_County_Road_Commission_-_2018_OPEB_CAP_-_Form_5597_696824_7.pdf"
"Saginaw County Road Commission","OPEB","Saginaw","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-4/Saginaw_County_Road_Commission_CAP_Review_730100_2017_OPEB_672104_7.pdf"
"Saginaw Housing Commission","MERS","Saginaw","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/737522_2017_MERS_Saginaw_Housing_Commission_651316_7.pdf"
"Saline Area Fire Department","OPEB","Washtenaw","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Saline_Area_Fire_Department_CAP_Review_817542_2017_OPEB_672092_7.pdf"
"Sanilac County Road Commission","OPEB","Sanilac","Road Commission","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/760100_Sanilac_County_Road_Commision_-_OPEB_2018_CAP_-_Form_5597_695325_7.pdf"
"Schoolcraft County Road Commission","MERS","Schoolcraft","Road Commission","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/770100_Schoolcraft_County_Road_Commission_-_MERS_2019_CAP_731339_7.pdf"
"Shiawassee Council on Aging","Pension Plan","Shiawassee","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/787533_Shiawassee_Council_on_Aging_-_2017_CAP_-_Form_5598_695360_7.pdf"
"South Haven Area Emergency Services Authority","Retiree Health Plan","Van Buren","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/South_Haven_Area_Emergency_Services_Authority_OPEB_Corrective_Action_Plan_CAP_2017_807515_672143_7.pdf"
"St Clair County Road Commission","Employees Retirement System","St. Clair","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/740100_2017_OPEB_St_Clair_Co_Road_Commission_650972_7.pdf"
"St Clair Housing Commission","MERS","St. Clair","Authority","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/D/747515_St_Clair_Housing_Commission_-_MERS_Defined_Benefit_-_2019_CAP_712741.pdf"
