"matr_cula","organizaci_n_jur_dica","categoria","est_matricula","raz_n_social","nit","fec_matricula","fec_renovacion","_ltimo_a_o_renovado","fec_constitucion","fec_disolucion","fec_vigencia","direcci_n","municipio","tel_fono_1","tel_fono_2","tel_fono_3","vigilancia","email","ciiu_actividad_1","ciiu_actividad_2","ciiu_actividad_3","ciiu_actividad_4","activo_total","representante_legal"
"S0501969","12","1","IA","Asociacion De Arbitros De  Futbol  De Casanare Aafcas","9001122027","2006-10-10T00:00:00.000","2019-09-12T00:00:00.000","2019","2006-09-25T00:00:00.000","N/A","2106-09-25T00:00:00.000","Coliseo Veinte De Julio","Yopal","3123598512","N/A","N/A","N/A","aafcas2017@gmail.com","R9311 ** Gestion de instalaciones deportivas","R9312 ** Actividades de clubes deportivos","R9319 ** Otras actividades deportivas","N/A","3,000,000","Moreno Edwar Mauricio"
"S0504331","12","1","IA","Asociación De Usuarios Comunitarios Del Servicio De Televisión Comunitaria Cerrada Del Corregimiento De La Chaparrera","9013110906","2019-08-08T00:00:00.000","2021-05-04T00:00:00.000","2021","2019-08-08T00:00:00.000","N/A","2119-02-17T00:00:00.000","Calle 4 Esquina Piso 2","Yopal","3115165222","N/A","N/A","Gobernacion Casanare","jacchaparrera2016@hotmail.com","J6020 ** Actividades de programacion y transmision de television","J6190 ** Otras actividades de telecomunicaciones","J6120 ** Actividades de telecomunicaciones inalambricas","J6110 ** Actividades de telecomunicaciones alambricas","3,000,000","Mosquera Barrera Jose Domingo"
"S0504559","12","1","IA","Fundacion Intercambiarte","9014834920","2021-04-26T00:00:00.000","2021-04-26T00:00:00.000","2021","2021-04-26T00:00:00.000","N/A","99999999","Carrera 27 14-57","Yopal","3103133533","3232910492","N/A","Gobernacion De Casanare","funintercambiarte@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,000,000","Hernandez Mendoza Diana"
"S0504551","12","1","IA","Fundacion Ecologica Turistica Civil","9014754024","2021-04-12T00:00:00.000","2021-04-12T00:00:00.000","2021","2021-04-12T00:00:00.000","N/A","99999999","Calle 23A 28 - 23","Yopal","3213437520","N/A","N/A","Gobernacion De Casanare","fundacionfetci@gmail.com","F4290 ** Construccion de otras obras de ingenieria civil","H4922 ** Transporte mixto","A0210 ** Silvicultura y otras actividades forestales","N/A","3,000,000","Acevedo Cifuentes Leonard David"
"S0504428","12","1","IA","Fundacion Yopal Humanitario  Unidos Somos Mas","9013802258","2020-03-18T00:00:00.000","2020-03-18T00:00:00.000","2020","2020-03-10T00:00:00.000","N/A","99999999","Manzana 65 Casa 8","Yopal","3134153615","3123546510","N/A","Gobernación","danexilucia@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","P8560 ** Actividades de apoyo a la educacion","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","R9008 ** Otras actividades de espectáculos en vivo n.c.p.","3,000,000","Gomez Calle Danexy Lucia"
"S0504147","12","1","IA","Fundación Nomada Cultural","9011801323","2018-05-09T00:00:00.000","2021-12-16T00:00:00.000","2021","2018-05-09T00:00:00.000","N/A","99999999","Calle 25B 14A - 12","Yopal","3102845340","N/A","N/A","Gobernacion De Casanare","direccion@nomadacultural.org","M7020 ** Actividades de consultoria de gestion","P8553 ** Enseñanza cultural","R9005 ** Artes plasticas y visuales","R9007 ** Actividades de espectaculos musicales en vivo","3,000,000","Albarracin Granados Mateo Sebastian"
"S0504131","12","1","II","Fundacion Sembrando Esperanza Orinoquia","9011735294","2018-04-12T00:00:00.000","2018-04-12T00:00:00.000","2018","2018-04-12T00:00:00.000","N/A","99999999","Calle 34  25-80","Yopal","3123940988","N/A","N/A","N/A","fundacionfseo8@gmail.com","O8413 ** Regulacion de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social","P8551 ** Formación para el trabajo","M7490 ** Otras actividades profesionales  cientificas y tecnicas n.c.p.","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","3,000,000","Duarte Salcedo Yicela"
"S0504038","12","1","II","Fundacion Amor Rosa","9011089290","2017-08-24T00:00:00.000","2018-03-23T00:00:00.000","2018","2017-08-24T00:00:00.000","N/A","99999999","Calle 25 28-86","Yopal","3214491723","N/A","N/A","N/A","fundacionamorrosa@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","Q8890 ** Otras actividades de asistencia social sin alojamiento","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","P8551 ** Formación para el trabajo","3,000,000","Lemus Carvajal Debaney Alicia"
"S0503490","12","1","II","Asociacion De Turismo Ecoadrenalina","9008076238","2014-12-10T00:00:00.000","2018-05-03T00:00:00.000","2018","2014-12-10T00:00:00.000","N/A","99999999","Centro Poblado El Morro","Yopal","3144310820","N/A","N/A","N/A","acev42@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,000,000","Acevedo Parra Willian"
"S0502668","12","1","IA","Fundacion Milagros Jesus De Nazaret","9003212539","2009-10-28T00:00:00.000","2021-06-03T00:00:00.000","2021","2009-10-28T00:00:00.000","N/A","99999999","Kilometro 1 Via Yopal Callejuela, Finca Llanomoringa","Paz De Ariporo","3123613323","N/A","N/A","Gobernación De Casanare","dorellygomezr@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","Q8899 ** Otras actividades de asistencia social sin alojamiento n.c.p.","F4111 ** Construccion de edificios residenciales","A0210 ** Silvicultura y otras actividades forestales","3,000,000","Gomez Rodriguez Dorelly Esperanza"
"S0503988","12","1","II","Fundacion Biohuellas","9010855613","2017-06-02T00:00:00.000","2019-04-01T00:00:00.000","2019","2017-05-22T00:00:00.000","N/A","N/A","Carrera 10 N. 21-11","Paz De Ariporo","3162792301","N/A","N/A","N/A","fbiohuellas@gmail.com","M7500 ** Actividades veterinarias","M7020 ** Actividades de consultoria de gestion","C2100 ** Fabricacion de productos farmaceuticos  sustancias quimicas medicinales productos botanicos de uso farmaceutico","A0240 ** Servicios de apoyo a la silvicultura","3,000,000","Mojica Porras Lisseth Johana"
"S0503980","12","1","II","Fundacion Wini Florez","9010812570","2017-05-16T00:00:00.000","2018-03-31T00:00:00.000","2018","2017-05-16T00:00:00.000","N/A","N/A","Calle 3 N. 6-45","Villanueva","3162677051","3043515476","N/A","N/A","fundacionwinniflorez@gmail.com","S9609 ** Otras actividades de servicios personales n.c.p.","M7500 ** Actividades veterinarias","N/A","N/A","3,000,000","Perez Hernandez Henry Jhooney"
"S0503509","12","1","IA","Fundacion Levantate Y Ven Red Social Para La Mujer","9008205409","2015-02-13T00:00:00.000","2020-09-09T00:00:00.000","2020","2015-02-13T00:00:00.000","N/A","N/A","Calle 19 N. 22 - 73","Yopal","3212893844","N/A","N/A","Gobernación","earinconc@misena.edu.co","P8551 ** Formación para el trabajo","C1081 ** Elaboracion de productos de panaderia","I5612 ** Expendio por autoservicio de comidas preparadas","I5611 ** Expendio a la mesa de comidas preparadas","3,000,000","Rincon Correa Edgar Amaury"
"S0503385","12","1","IA","Fundacion Renacer Cayena","9007161282","2014-03-26T00:00:00.000","2021-07-19T00:00:00.000","2021","2014-03-26T00:00:00.000","N/A","N/A","Kilometro 03 Via Sirivana","Yopal","3124988232","N/A","N/A","Gobernación De Casanare","pausocha@gmail.com","Q8699 ** Otras actividades de atencion de la salud humana","N/A","N/A","N/A","3,000,000","Socha Gonzalez Paula Liliana"
"S0501587","12","1","II","Asociacion De Usuarios De Vivienda De Interes Social Conjunto  Residencial Las Vegas","8440050836","2004-07-15T00:00:00.000","2018-10-19T00:00:00.000","2018","2004-07-15T00:00:00.000","N/A","N/A","Calle 25 No 12A-36","Villanueva","3114720845","N/A","3114720845","Gobernacion De Casanare","conjuntorlasvegas@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,000,000","Castelblanco Rodriguez Victor Hugo"
"S0501230","12","1","II","Corporacion De Profesionales Para El Desarrollo De Casanare-Codesca","8440038904","2002-09-09T00:00:00.000","2018-03-28T00:00:00.000","2018","2002-09-09T00:00:00.000","N/A","N/A","Carrera 24 N 20 - 14","Yopal","6347718","3124632724","N/A","N/A","nelsonramirez_96@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,000,000","N/A"
"S0501156","12","1","II","Transportes Del Oriente Colombiano  Organizacion Cooperativa","8440036187","2002-05-02T00:00:00.000","2018-11-15T00:00:00.000","2018","2002-05-02T00:00:00.000","N/A","N/A","La Desicion Yopal","Chameza","3214938673","N/A","3138081056","Secretaria De Gobierno Departamental","sandovalitto1989@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,000,000","Sandoval Prada Pedro Antonio"
"S0503721","12","1","IA","Corporacion Para La Innovacion Y El Desarrollo Regional - Corpidenal","9009445711","2016-02-22T00:00:00.000","2020-06-23T00:00:00.000","2020","2016-02-22T00:00:00.000","N/A","99999999","Cra 9 No. 6-39","Tamara","3057990720","N/A","N/A","Dane","corpidenal@gmail.com","A0161 ** Actividades de apoyo a la agricultura","F4220 ** Construccion de proyectos de servicio publico","S9411 ** Actividades de asociaciones empresariales y de empleadores","L6810 ** Actividades inmobiliarias realizadas con bienes propios o arrendados","3,000,001","Perez Sanchez Rocio Nathaly"
"S0504048","12","1","IA","Corporacion Turistica Cultural Formativa Y Deportiva El Morrocoy De Oro","9011121814","2017-09-05T00:00:00.000","2021-03-23T00:00:00.000","2021","2017-09-05T00:00:00.000","N/A","2037-06-25T00:00:00.000","Resguardo Indigena El Medano","Orocue","3508541727","3142726776","N/A","Secretario Gobierno","morrocodeoro@hotmail.com","R9007 ** Actividades de espectaculos musicales en vivo","P8553 ** Enseñanza cultural","P8552 ** Enseñanza deportiva y recreativa","S9499 ** Actividades de otras asociaciones n.c.p.","3,010,000","Humege Pumene Belarmino"
"S0500102","12","1","II","Asociacion De Entidades Financieras De Casanare","8440004391","1996-12-19T00:00:00.000","2018-03-28T00:00:00.000","2018","1997-01-02T00:00:00.000","N/A","N/A","Cr 22 7 63","Yopal","6358050","3112233857","N/A","N/A","adefcayopal@hotmail.com","S9411 ** Actividades de asociaciones empresariales y de empleadores","N/A","N/A","N/A","3,042,696","Santos Vargas Ana Fabiola"
"S0504271","12","1","IA","Fundacion Para El Desarrollo E Integridad Social Y Ambiental","9012698959","2019-03-28T00:00:00.000","2020-06-17T00:00:00.000","2020","2019-03-28T00:00:00.000","N/A","99999999","Calle 24 14-62","Yopal","3203393732","3202931644","N/A","Gobernacion De Casanare","fundeintamb.casanare@gmail.com","E3812 ** Recoleccion de desechos peligrosos","R9200 ** Actividades de juegos de azar y apuestas","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","M7210 ** Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria","3,044,131","Colina Gamez Viviana Andrea"
"S0501983","12","1","II","Fundacion Global De La Orinoquia","9001161303","2006-10-27T00:00:00.000","2018-03-31T00:00:00.000","2018","2006-10-27T00:00:00.000","N/A","2026-10-12T00:00:00.000","Carrera 29 N 25 - 15","Yopal","3106791510","3213721989","N/A","N/A","fundaciondelaorinoquia@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,050,300","Mosquera Mosquera Virgilio"
"S0502338","12","1","IA","Asociacion Agropecuaria Macana","9002230381","2008-06-11T00:00:00.000","2020-07-21T00:00:00.000","2020","2008-06-11T00:00:00.000","N/A","2030-05-28T00:00:00.000","Vereda Tilodiran","Yopal","3214681588","N/A","N/A","Gobernacion De Casanare","macanagropecuaria@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0162 ** Actividades de apoyo a la ganaderia","A0161 ** Actividades de apoyo a la agricultura","N/A","3,100,000","Rueda Guanaro Irma Lucia"
"S0501621","12","1","II","Cordeoriente Corporacion Para El Desarrollo Del Oriente","8440051762","2004-09-02T00:00:00.000","2019-03-30T00:00:00.000","2019","2004-08-26T00:00:00.000","N/A","N/A","Carrera 28 N 23 03","Yopal","3118203146","N/A","N/A","N/A","eventoscasaazul@yahoo.com","P8551 ** Formación para el trabajo","Q8699 ** Otras actividades de atencion de la salud humana","P8559 ** Otros tipos de educacion n.c.p.","N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.","3,200,000","Teatin Rosas Alfa Maritza"
"S0501191","12","1","IA","Asociacion Afrocolombiana  De Casanare Afrocas","8440039579","2002-06-27T00:00:00.000","2021-07-22T00:00:00.000","2021","2002-06-27T00:00:00.000","N/A","99999999","Calle 20 N. 32-71","Yopal","3108634121","N/A","3108634121","Gobernacion","jefersonbenitez321@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,256,000","Benitez Delgado Jefferson"
"S0504037","12","1","IA","Asociacion De Campesinos Y Emprendedores De Tamara Y Pore Casanare","9011083102","2017-08-17T00:00:00.000","2019-05-15T00:00:00.000","2019","2017-06-27T00:00:00.000","N/A","2027-06-27T00:00:00.000","Calle 7 6A-99","Tamara","3103221147","3202358421","N/A","N/A","cafehistorico2017@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,300,000","Cuevas Rodriguez Custodio"
"S0502553","12","1","IA","Organizacion No Gubernamental Splendor International","9002836473","2009-05-13T00:00:00.000","2021-03-29T00:00:00.000","2021","2009-05-13T00:00:00.000","N/A","2058-07-26T00:00:00.000","Calle 13 N°. 5 -75","Villanueva","3112228957","N/A","N/A","Gobernacion De Casanare","leonci1031@hotmail.com","O8413 ** Regulacion de las actividades de organismos que prestan servicios de salud  educativos  culturales y otros servicios sociales  excepto servicios de seguridad social","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","3,367,000","Leon Cifuentes Loida"
"S0502943","12","1","IA","Fundacion Ong Internacional De Libre Expresion Motora Y De Destrezas","9004591297","2011-08-10T00:00:00.000","2021-03-24T00:00:00.000","2021","2011-08-10T00:00:00.000","N/A","99999999","Carrera 24 23 05","Yopal","3142981372","N/A","N/A","Gobernación","onginterlemd1@gmail.com","P8551 ** Formación para el trabajo","G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados","M7020 ** Actividades de consultoria de gestion","P8560 ** Actividades de apoyo a la educacion","3,396,644","Duran Sanchez Daniel David"
"S0504337","12","1","IA","Corporacion Trinidad Expocampo","9013186978","2019-08-27T00:00:00.000","2020-10-05T00:00:00.000","2020","2019-08-27T00:00:00.000","N/A","2034-08-16T00:00:00.000","Cra 6 N 10 B - 27","Trinidad","3124200357","N/A","N/A","Gobernación De Casanare","carlosagroaea@gmail.com","N8230 ** Organizacion de convenciones y eventos comerciales","A0161 ** Actividades de apoyo a la agricultura","N/A","N/A","3,406,260","Antolinez Malagon Carlos Arturo"
"S0503285","12","1","IA","Corporacion Achaguas","9006424722","2013-08-05T00:00:00.000","2019-09-20T00:00:00.000","2019","2013-07-29T00:00:00.000","N/A","N/A","Calle 17A No. 13 - 25","Tauramena","3103345132","N/A","N/A","Gobernacion Dian","nelsonmora385@hotmail.com","N8230 ** Organizacion de convenciones y eventos comerciales","N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","N7912 ** Actividades de operadores turisticos","3,440,000","Mora Arevalo Jose Nelson"
"S0503810","12","1","IA","Asociacion Tamareña De Bananeros","9009834090","2016-06-23T00:00:00.000","2021-12-03T00:00:00.000","2021","2016-06-23T00:00:00.000","N/A","2026-05-24T00:00:00.000","Carrera 11 No. 5-33","Tamara","3174504543","N/A","N/A","Gobernacion De Casanare","asotaban@gmail.com","A0122 ** Cultivo de platano y banano","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","3,500,000","Santos Triana Fidel"
"S0504425","12","1","IA","Asociacion De Transporte Especial De Mani","9013801496","2020-03-16T00:00:00.000","2021-03-30T00:00:00.000","2021","2020-03-16T00:00:00.000","N/A","2040-03-16T00:00:00.000","Calle 16 9 46","Mani","3208024409","N/A","N/A","Gobernacion De Casanare","camiloroldan8628@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","H4922 ** Transporte mixto","N/A","N/A","3,500,000","Roldan Guerrero Nestor Camilo"
"S0503160","12","1","IA","Asociacion Integral De Trabajadores De Tauramena Y Del Departamento De Casanare","9005425563","2012-07-31T00:00:00.000","2021-02-03T00:00:00.000","2021","2012-07-31T00:00:00.000","N/A","N/A","Carrera 11 No. 4 - 05","Tauramena","3102899133","3133471022","3103490328","Gobernacion","asointra@hotmail.com","S9411 ** Actividades de asociaciones empresariales y de empleadores","N/A","N/A","N/A","3,500,000","Martinez Urrego Wilson Hernando"
"S0504634","12","1","IA","Asociacion De Productores De Lacteos Del Municipio De Recetor Casanare","9015286551","2021-10-06T00:00:00.000","2021-10-06T00:00:00.000","2021","2021-10-06T00:00:00.000","N/A","2031-10-01T00:00:00.000","Calle 3 N 3  31","Recetor","3102525391","N/A","N/A","Gobernacion De Casanare","yybernal96@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados","G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos","G4631 ** Comercio al por mayor de productos alimenticios","3,600,000","Bernal Olarte Yeison Yohany"
"S0504433","12","1","IA","Fundacion Instrumentacion & Mecatronicos","9013825276","2020-05-07T00:00:00.000","2020-05-07T00:00:00.000","2020","2020-05-07T00:00:00.000","N/A","99999999","Carrera 11 N 17 24","Aguazul","3112258583","N/A","N/A","Gobernacion De Casanare","instrumecaguazul@outlook.com","S9499 ** Actividades de otras asociaciones n.c.p.","M7210 ** Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria","C3320 ** Instalacion especializada de maquinaria y equipo industrial","J6311 ** Procesamiento de datos  alojamiento (hosting) y actividades relacionadas","3,600,000","Villamizar Ruiz Diego Armando"
"S0500789","12","1","IA","Asociacion Colonia Santandereana Residente En Villanueva Casanare","9000981580","2000-06-06T00:00:00.000","2019-03-23T00:00:00.000","2019","2000-05-29T00:00:00.000","N/A","N/A","Calle 11 Nro 8-64","Villanueva","6241623","3105690549","N/A","N/A","tutycas14@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,600,000","Quiroga Florez Haron"
"S0503773","12","1","IA","Asociacion De Trabajadores Calificados Del Municipio De Orocue","9009675267","2016-05-03T00:00:00.000","2021-03-31T00:00:00.000","2021","2016-05-03T00:00:00.000","N/A","2046-04-17T00:00:00.000","Cl 2 No. 13-06","Orocue","3132745685","N/A","N/A","Alcaldia De Yopal (Casanare)","juancarloslatriglia@hotmail.com","N7820 ** Actividades de empresas de servicios temporales","N7810 ** Actividades de agencias de gestión y colocación de empleo","N7830 ** Otras actividades de provisión de talento humano","S9412 ** Actividades de asociaciones profesionales","3,660,000","Latriglia Albarracin Juan Carlos"
"S0502927","12","1","IA","Asociacion De Mujeres Afrocolombianas De Casanare","9004520455","2011-07-15T00:00:00.000","2021-02-26T00:00:00.000","2021","2011-07-15T00:00:00.000","N/A","2031-06-23T00:00:00.000","Cc.Herradura Piso 2 Modulo Azul Local 213","Yopal","3222541143","3223697664","N/A","Gobernacion De Casanare","amafroc2013@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","3,676,634","Blandon Ramirez Berenice Maria"
"S0503533","12","1","II","Fundacion Impacto Por Aguazul","9012330277","2015-05-07T00:00:00.000","2018-10-19T00:00:00.000","2018","2015-05-07T00:00:00.000","N/A","99999999","Carrera 2 No 3-03","Aguazul","3118833061","3194356681","N/A","Secretaria De Gobierno Departamental","andersonestiwar@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","N/A","N/A","3,800,000","Diaz Riaño Odilio"
"S0503983","12","1","IA","Corporacion Deportiva Criollanos Futbol Club Fitness","9010821133","2017-05-18T00:00:00.000","2021-05-13T00:00:00.000","2021","2017-05-18T00:00:00.000","N/A","2031-05-02T00:00:00.000","Calle 14 N. 16-26","Villanueva","3204250687","N/A","N/A","Gobernacion De Casanare","estivencampo8@hotmaill.com","P8552 ** Enseñanza deportiva y recreativa","R9319 ** Otras actividades deportivas","R9311 ** Gestion de instalaciones deportivas","N/A","3,833,000","Sinisterra Campo Wagner"
"S0503303","12","1","IA","Asociacion De Gestores De Empleo Bienes Y Servicios De Tauramena","9006485402","2013-08-26T00:00:00.000","2019-07-02T00:00:00.000","2019","2013-08-26T00:00:00.000","N/A","2033-08-12T00:00:00.000","Calle 8A No. 14 - 25","Tauramena","3112302594","N/A","N/A","Gobernacion","linacastanedamartinez@gmail.com","N7810 ** Actividades de agencias de gestión y colocación de empleo","M7020 ** Actividades de consultoria de gestion","N/A","N/A","3,850,659","Casteñeda Edilsa Linaly"
"S0504312","12","1","IA","Fundacion Alianza De Colombia","9013007074","2019-07-02T00:00:00.000","2020-07-02T00:00:00.000","2020","2019-07-02T00:00:00.000","N/A","99999999","Carrera 14 41-81","Yopal","3219274015","N/A","N/A","Gobernacion De Casanare","xileny22@hotmail.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","S9499 ** Actividades de otras asociaciones n.c.p.","S9491 ** Actividades de asociaciones religiosas","R9002 ** Creacion musical","3,880,400","Diaz Coronel Xenia Yileny"
"S0504205","12","1","II","Corporacion Turistica ""Los Caracaros""","9012188176","2018-10-02T00:00:00.000","2018-10-02T00:00:00.000","2018","2018-10-02T00:00:00.000","N/A","2033-10-02T00:00:00.000","Calle 4 O  Nro.  15C - 11","Orocue","3127322095","3007177687","N/A","Gobernacion De Casanare","caracaros.tic@gmail.com","N7912 ** Actividades de operadores turisticos","I5514 ** Alojamiento rural","I5520 ** Actividades de zonas de camping y parques para vehiculos recreacionales","I5621 ** Catering para eventos","3,955,000","Riaño Ruiz Elver Arley"
"S0504233","12","1","IA","Fundacion Manuel Maria Villalba","9012343892","2018-11-28T00:00:00.000","2020-09-14T00:00:00.000","2020","2018-11-28T00:00:00.000","N/A","99999999","Calle 11 33-183","Yopal","3209739233","N/A","N/A","Gobernacion De Casanare","manuelmariavillalba@gmail.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","R9319 ** Otras actividades deportivas","F4290 ** Construccion de otras obras de ingenieria civil","I5629 ** Actividades de otros servicios de comidas","3,974,400","Bello Cuartas Cindy Mayerly"
"S0503384","12","1","IA","Asociacion Brisas Del Oriente Tacarimena","9007166276","2014-03-26T00:00:00.000","2021-07-02T00:00:00.000","2021","2014-03-26T00:00:00.000","N/A","2025-03-31T00:00:00.000","Centro Comercial La Herradura Modulo 2 Oficina 17 Segundo Piso","Yopal","3112316633","N/A","N/A","No Reporta","shabogados13@gmail.com","A0121 ** Cultivo de frutas tropicales y subtropicales","N/A","N/A","N/A","3,985,000","Mejia Vargas Shirley"
"S0504107","12","1","II","Asociación  De Cultivadores De Platano Del Pauto","9011444855","2018-01-10T00:00:00.000","2019-03-28T00:00:00.000","2019","2017-12-09T00:00:00.000","N/A","2023-01-10T00:00:00.000","Finca El Reposo Mata De Vaquero","Trinidad","3115180646","N/A","N/A","Gobernacion De Casanare","asoplatanodelpauto@gmail.com","A0122 ** Cultivo de platano y banano","A0150 ** Explotacion mixta (agricola y pecuaria)","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","A0163 ** Actividades posteriores a la cosecha","3,987,824","Muñoz Estevez Julio Cesar"
"S0504350","14","1","IA","Cooperativa Multiactiva Proyectos De Vida","9013303284","2019-10-08T00:00:00.000","2021-01-22T00:00:00.000","2021","2019-10-08T00:00:00.000","N/A","99999999","Calle 5A No 32 22","Aguazul","3102423467","3234193222","N/A","Superintendencia De Economia Solidaria","coomprovi2019@gmail.com","G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco","C1051 ** Elaboracion de productos de molineria","H4923 ** Transporte de carga por carretera","N/A","3,991,290","Salamanca Bernal Quenis"
"S0503411","12","1","IA","Corporacion Ingenio Y Voces De Colombia","9007370592","2014-05-28T00:00:00.000","2019-05-10T00:00:00.000","2019","2014-05-28T00:00:00.000","N/A","2024-05-05T00:00:00.000","Calle 25  28-42","Yopal","3006689435","3043805184","N/A","N/A","ingenio.ivocol@gmail.com","P8560 ** Actividades de apoyo a la educacion","J6311 ** Procesamiento de datos  alojamiento (hosting) y actividades relacionadas","M7220 ** Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades","P8551 ** Formación para el trabajo","4,000,000","Rodriguez Suarez Guido Armando"
"S0503645","12","1","IA","Corporacion Escol De La Orinoquia","9009765471","2015-12-16T00:00:00.000","2021-03-27T00:00:00.000","2021","2015-12-16T00:00:00.000","N/A","2025-11-18T00:00:00.000","Calle 65A N 7 Oeste 56","Yopal","3123947384","N/A","N/A","Gobernacion De Casanare","mileja2010@hotmail.com","F4330 ** Terminacion y acabado de edificios y obras de ingenieria civil","F4210 ** Construccion de carreteras y vias de ferrocarril","R9008 ** Otras actividades de espectáculos en vivo n.c.p.","A0210 ** Silvicultura y otras actividades forestales","4,000,000","Piedrahita Restrepo James Johan"
"S0504628","12","1","IA","Asociacion De Turismo Del Municipio De Sabanalarga Casanare","9015268819","2021-10-01T00:00:00.000","2021-10-01T00:00:00.000","2021","2021-10-01T00:00:00.000","N/A","2031-08-20T00:00:00.000","Carrera 5 N 1  15","Sabanalarga","3133375699","N/A","N/A","Gobernacion De Casanare","jacu.ga07@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9311 ** Gestion de instalaciones deportivas","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","I5520 ** Actividades de zonas de camping y parques para vehiculos recreacionales","4,000,000","Cuesta Garcia Jairo Jair"
"S0503467","12","1","IA","Corporacion De Trabajadores De Casanare","9007829099","2014-10-27T00:00:00.000","2020-06-24T00:00:00.000","2020","2014-10-27T00:00:00.000","N/A","2034-10-22T00:00:00.000","Calle 30 N 13A 12","Yopal","3112507131","3212933636","N/A","Gobernación Casanare","empleocortracas@gmail.com","N7810 ** Actividades de agencias de gestión y colocación de empleo","B0910 ** Actividades de apoyo para la extraccion de petroleo y de gas natural","N7830 ** Otras actividades de provisión de talento humano","S9412 ** Actividades de asociaciones profesionales","4,000,000","Rodriguez Bastilla Nemecio"
"S0503229","12","1","IA","Asociacion De Transportadores En Volqueta De Yopal","9005961594","2013-02-25T00:00:00.000","2021-03-18T00:00:00.000","2021","2013-02-25T00:00:00.000","N/A","2063-02-14T00:00:00.000","Calle 40 N 43-27","Yopal","3142874057","N/A","N/A","Gobernación De Casanare","wilsonjuniorgomez@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","4,000,000","Gomez Gomez Wilson Alexander"
"S0503877","12","1","IA","Fundacion Artistica Y Cultural El Cachilapo","9010219152","2016-10-25T00:00:00.000","2020-06-26T00:00:00.000","2020","2016-10-25T00:00:00.000","N/A","N/A","Carrera 18 No. 16 - 29","Yopal","3017555508","N/A","N/A","Gobernacion","fundacionelcachilapo@gmail.com","R9008 ** Otras actividades de espectáculos en vivo n.c.p.","P8553 ** Enseñanza cultural","R9005 ** Artes plasticas y visuales","R9319 ** Otras actividades deportivas","4,000,000","Sanabria Fuentes Libardo Alexi"
