"uid","name","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"kcen-vnwu","Índice de Gobierno Digital 2018 entidades orden territorial","GobiernoDigital","r9fx-984f","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","gobierno digital","https://www.datos.gov.co/d/kcen-vnwu","https://www.datos.gov.co/resource/kcen-vnwu.json","2020-02-22T15:02:14.000","2020-02-22T15:21:09.000","www.datos.gov.co","false","296","81","1513","13",,,,"https://www.datos.gov.co/d/kcen-vnwu",,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html","Bogotá D.C.",,"Nacional",,,,,,"2020-02-24","Dirección de Gobierno Digital","Bogotá D.C.",,"Anual","Español",,"Municipal","https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html"
"862a-cpj4","Propuestas_Comentarios_#ApoyoALasVeedurías","urnadecristal","e6y4-a8hd","published","public","approved","official","dataset","Participación ciudadana","veeduria,participación,participación ciudadana,veedurias ciudadanas","https://www.datos.gov.co/d/862a-cpj4","https://www.datos.gov.co/resource/862a-cpj4.json","2020-07-02T17:59:18.000","2020-07-02T18:04:39.000","www.datos.gov.co","false","88","20","258","6",,"Open Data Commons Attribution License","Urna de Cristal","https://www.datos.gov.co/d/862a-cpj4",,,,,,,,,,,"Organismos de control y vigilancia",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-07-02","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"4637-w7s4","4. Tablero Brecha de pertinencia - Disparidad de Competencias - Estudio de identificación de brechas de capital humano para el sector TIC Parte 1","lmedina","em8d-zexv","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","brecha.","https://www.datos.gov.co/d/4637-w7s4","https://www.datos.gov.co/resource/4637-w7s4.json","2020-09-14T16:56:52.000","2020-09-17T00:41:53.000","www.datos.gov.co","false","139","20","21331","7","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Gobierno Digital","https://www.datos.gov.co/d/4637-w7s4",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-27","Gobierno Digital - Datos Abiertos","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"er4r-m6af","Gráfica Datos Abiertos por Departamento","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","chart",,,"https://www.datos.gov.co/d/er4r-m6af","https://www.datos.gov.co/resource/er4r-m6af.json","2020-06-27T17:53:16.000","2022-09-12T00:17:15.000","www.datos.gov.co","true","700","0",,,,,,,,,"e297-pm66",,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-06-27","Gobierno Digital","Bogotá D.C.",,"Diaria","Español",,"Nacional",
"rejx-ewy7","Acceso universal","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/rejx-ewy7","https://www.datos.gov.co/resource/rejx-ewy7.json","2020-01-27T20:41:20.000","2022-06-10T18:05:38.000","www.datos.gov.co","false","3536","940","1550","21","npardo@mintic.gov.co","Creative Commons Attribution 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://colombiatic.mintic.gov.co",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"27/01/2020","Dirección de infraestructura","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"vrmi-cyer","usos por sector","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","chart","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/vrmi-cyer","https://www.datos.gov.co/resource/vrmi-cyer.json","2018-09-14T16:27:24.000","2022-05-27T19:41:23.000","www.datos.gov.co","true","1059","3",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/4t9r-7v7i",,,"4t9r-7v7i",,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2017-06-12","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"qry8-fmtm","Convocatorias otorgadas para competencias gerenciales y transversales - Talento TI","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Educación","competencias generales,tecnología,convocatoria,talento ti,competencias transversales","https://www.datos.gov.co/d/qry8-fmtm","https://www.datos.gov.co/resource/qry8-fmtm.json","2018-07-27T21:25:11.000","2018-07-27T21:34:40.000","www.datos.gov.co","false","274","53","8735","23",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de La Información y Las Comunicaciones","https://www.datos.gov.co/d/qry8-fmtm",,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-07-27","Dirección de Desarrollo de la Industria TI","Bogotá D.C.",,"Semestral","Español",,"Nacional",
"isz6-ed44","Portales Territoriales Correos","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/isz6-ed44","https://www.datos.gov.co/resource/isz6-ed44.json","2021-03-23T22:23:47.000","2022-03-14T22:12:52.000","www.datos.gov.co","false","314","23","29997","9","dclavijo@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/isz6-ed44",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-03-23","Dirección de Gobierno Digital","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"ny8s-f2ck","Comentarios_campaña_#MinJusticiaTeEscucha2020","urnadecristal","e6y4-a8hd","published","public","approved","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/ny8s-f2ck","https://www.datos.gov.co/resource/ny8s-f2ck.json","2020-02-25T21:36:34.000","2020-02-25T21:42:19.000","www.datos.gov.co","false","110","29","850","6",,"Open Data Commons Attribution License","Urna de Cristal","https://www.datos.gov.co/d/ny8s-f2ck",,,,,,,,,,,"Justicia y del Derecho",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-02-25","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"5cng-ebxj","Activos de Información de Colombia","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","activos de informacion","https://www.datos.gov.co/d/5cng-ebxj","https://www.datos.gov.co/resource/5cng-ebxj.json","2018-09-12T02:47:18.000","2021-12-22T14:01:04.000","www.datos.gov.co","false","709","46","40850","35","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","MINTIC","https://www.datos.gov.co/d/5cng-ebxj",,,,,,,,,,,"Función Pública",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-10-18","Dirección de gobierno en línea","Bogotá D.C.",,"Diaria","Español",,"Nacional",
"h6rm-s58y","SERVICIO DE CORREO","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/h6rm-s58y","https://www.datos.gov.co/resource/h6rm-s58y.json","2019-12-12T14:16:55.000","2022-08-02T20:09:04.000","www.datos.gov.co","false","567","75","2283","10","lpedraza@mintic.gov.co",,"Ministerio de Tecnologías de la Información y las Comunicaciones","https://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36410-85236.html",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"27/08/2019","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"4t9r-7v7i","Sección de Usos del Portal de Datos Abiertos del Estado Colombiano","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/4t9r-7v7i","https://www.datos.gov.co/resource/4t9r-7v7i.json","2017-12-06T19:11:52.000","2022-05-27T19:41:23.000","www.datos.gov.co","false","8096","995","583","36","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/4t9r-7v7i",,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2017-06-12","Dirección de Gobierno Digital","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"9mey-c8s8","Cobertura móvil por tecnología, departamento y municipio por proveedor","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/9mey-c8s8","https://www.datos.gov.co/resource/9mey-c8s8.json","2020-09-08T19:12:27.000","2022-08-01T15:01:02.000","www.datos.gov.co","false","5105","628","10","16","jrodriguez@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://colombiatic.mintic.gov.co",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html","Bogotá D.C.",,"Nacional",,,,,,"2018-04-04","Oficina Asesora de Planeación y Estudios Sectoriales","Bogotá D.C.",,"Trimestral","Español",,"Nacional","http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html"
"ezyw-egbj","Internet Móvil, abonados por proveedor","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","demanda,acceso móvil a internet","https://www.datos.gov.co/d/ezyw-egbj","https://www.datos.gov.co/resource/ezyw-egbj.json","2018-05-31T20:03:45.000","2022-08-01T14:59:41.000","www.datos.gov.co","false","2055","388","597","7","jrodriguez@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","http://colombiatic.mintic.gov.co/",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html","Bogotá D.C.",,"Nacional",,,,,," 2018-04-04","Oficina Asesora de Planeación y Estudios Sectoriales","Bogotá D.C.",,"Trimestral","Español",,"Nacional","http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html"
"9gpr-77he","Televisión Digital Terrestre (TDT)","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset",,,"https://www.datos.gov.co/d/9gpr-77he","https://www.datos.gov.co/resource/9gpr-77he.json","2019-07-15T20:04:58.000","2020-07-13T20:40:33.000","www.datos.gov.co","false","985","94","796","14",,,,"https://www.datos.gov.co/d/9gpr-77he",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-07-10","Dirección de Infraestructura","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"2uh9-zwde","Programación para Niños y Niñas","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/2uh9-zwde","https://www.datos.gov.co/resource/2uh9-zwde.json","2020-12-10T20:46:55.000","2021-07-02T17:03:21.000","www.datos.gov.co","false","340","48","29193","12","jbonilla@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones","https://www.datos.gov.co/d/2uh9-zwde",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-01-15","Dirección de Economía Digital","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"hvkk-eica","Productos de Periodismo de Datos","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","periodismo,productos con datos,datos abiertos","https://www.datos.gov.co/d/hvkk-eica","https://www.datos.gov.co/resource/hvkk-eica.json","2017-09-01T14:01:28.000","2017-09-15T17:36:00.000","www.datos.gov.co","false","492","43","22","8","datosabiertos@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Internacional",,,,,,"9/1/2017","Dirección Gobierno Digital - Coordinación Gobierno Abierto","Bogotá D.C.",,"Trienio","Español",,"Internacional",
"antb-69gi","Preguntas Frecuentes - FAQ","Ministerio de Tecnologías de la Información y las Comunicaciones","r4qn-dwdd","published","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación","faq,preguntas,preguntas frecuentes","https://www.datos.gov.co/d/antb-69gi","https://www.datos.gov.co/resource/antb-69gi.json","2016-06-14T14:04:20.000","2021-07-23T21:51:23.000","www.datos.gov.co","false","2594","179","42","4",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de la Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-06-14","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"a5th-6mby","Comentarios_Campaña_#CrecerVerdeEs","urnadecristal","e6y4-a8hd","published","private","not_ready","official","dataset","Ambiente y Desarrollo Sostenible","ambiente y desarrollo sostenible,desarrollo sostenible,naturaleza,ambiente,economía","https://www.datos.gov.co/d/a5th-6mby","https://www.datos.gov.co/resource/a5th-6mby.json","2020-06-05T20:44:06.000","2020-06-05T20:48:29.000","www.datos.gov.co","false","46","7","300","6",,"Open Data Commons Public Domain Dedication and License","Urna de Cristal",,,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-06-05","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",
"kvkf-hkdb","Matriculados técnicos TIC, OCDE y sexo","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados formación técnica profesional tic","https://www.datos.gov.co/d/kvkf-hkdb",,"2016-07-14T22:42:25.000","2016-07-14T22:42:25.000","www.datos.gov.co","false","16","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 10:29:59.463",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"3avr-vfic","Medios de protección no formales, sector manufactu","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","medios de protección no formales","https://www.datos.gov.co/d/3avr-vfic",,"2016-07-14T22:53:35.000","2016-07-14T22:53:35.000","www.datos.gov.co","false","24","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-07 13:32:25.64",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-07","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"3ujx-gs2m","Comentarios campaña de participación Plan Decenal De Justicia","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana","plan decenal de justicia 2017-2027","https://www.datos.gov.co/d/3ujx-gs2m","https://www.datos.gov.co/resource/3ujx-gs2m.json","2018-02-02T16:18:43.000","2018-02-02T16:18:46.000","www.datos.gov.co","false","3","0","2024","6","jguerreroa@mintic.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnología de la Información y las Comunicaciones",,,,,,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 01 10","Urna de Cristal","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"chxe-bwwe","Comentarios campaña de participación Código De Policía","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana","#códigodeconvivencia","https://www.datos.gov.co/d/chxe-bwwe","https://www.datos.gov.co/resource/chxe-bwwe.json","2018-02-02T19:13:31.000","2018-02-02T19:13:34.000","www.datos.gov.co","false","2","0","4477","6",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 08 10","Urna de Cristal ","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"dss2-jr2p","Gráfico Jornadas","tdpt","3xbf-pgw6","published","private","not_ready","official","chart",,,"https://www.datos.gov.co/d/dss2-jr2p","https://www.datos.gov.co/resource/dss2-jr2p.json","2020-09-01T19:43:36.000","2020-09-17T20:59:13.000","www.datos.gov.co","true","4","0",,,,"Creative Commons 1.0 Universal (Public Domain Dedication)","UTTransformacionDigital",,,,"ejqp-ts2g",,,,,,,,"No Aplica",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-09-01","UTTransformacionDigital","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"ecc9-2biz","Programas maestría TIC, OCDE","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","programas maestría tic","https://www.datos.gov.co/d/ecc9-2biz",,"2016-07-14T22:43:05.000","2016-07-14T22:43:05.000","www.datos.gov.co","false","14","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-30 15:06:44.893",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-30","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"vbe5-difq","Fuentes bibliográficas, empresas manufactura TIC","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","fuentes de información biblliográfica","https://www.datos.gov.co/d/vbe5-difq",,"2016-07-14T22:52:50.000","2016-07-14T22:52:50.000","www.datos.gov.co","false","22","0",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-07 12:49:18.233",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-07","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"h6rm-s58y:6","SERVICIO DE CORREO","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","unpublished","private","not_ready","official","dataset","Ciencia, Tecnología e Innovación",,"https://www.datos.gov.co/d/h6rm-s58y/revisions/6",,"2020-09-25T17:14:18.000","2022-08-02T20:09:04.000","www.datos.gov.co","false",,,"2283","10","lpedraza@mintic.gov.co",,"Ministerio de Tecnologías de la Información y las Comunicaciones","https://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36410-85236.html","SERVICIO DE CORREO","h6rm-s58y",,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"27/08/2019","Ministerio de Tecnologías de la Información y las Comunicaciones","Bogotá D.C.",,"Trimestral","Español",,"Nacional",
"fzga-yi3b","GraficoJorTaller","tdpt","3xbf-pgw6","published","private","not_ready","official","chart","Salud y Protección Social",,"https://www.datos.gov.co/d/fzga-yi3b","https://www.datos.gov.co/resource/fzga-yi3b.json","2020-10-01T22:07:06.000","2020-10-01T22:02:11.000","www.datos.gov.co","true","2","0",,,,"Creative Commons Attribution 4.0 International","UTTransformacionDigital","https://www.datos.gov.co/Ciencia-Tecnolog-a-e-Innovaci-n/Registro-de-Activos-de-Informaci-n-MinTIC-2019/ntxk-xuu3",,,"n8i4-ikki",,,,,,,,"Salud y Protección Social",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"http://www.secretariasenado.gov.co/senado/basedoc/ley_1712_2014.html","Bogotá D.C.",,"Territorial",,,,,,"2020-10-01","UTTransformacionDigital","Bogotá D.C.",,"Mensual","Español",,"Municipal","http://www.secretariasenado.gov.co/senado/basedoc/ley_1712_2014.html"
"8eav-pbay","Comentarios campaña de participación Creamos Normas","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana",,"https://www.datos.gov.co/d/8eav-pbay","https://www.datos.gov.co/resource/8eav-pbay.json","2018-02-02T18:46:36.000","2018-02-02T18:46:38.000","www.datos.gov.co","false","2","0","50","6",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 09 16 ","Urna de Cristal ","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"y4ww-i2k5","Trabajadores CTI sector manufactura TIC, areas de","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","trabajadores tic en actividades cti","https://www.datos.gov.co/d/y4ww-i2k5",,"2016-07-14T22:49:49.000","2016-07-14T22:49:49.000","www.datos.gov.co","false","24","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-05 08:41:39.287",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-05","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"2p8h-6c5c","Comentarios campaña de participación Manual De Rendición De Cuentas","Ministerio de Tecnologías de la Información y las Comunicaciones","m8y6-2tp3","published","private","not_ready","official","dataset","Participación ciudadana","#lascuentasalderecho","https://www.datos.gov.co/d/2p8h-6c5c","https://www.datos.gov.co/resource/2p8h-6c5c.json","2018-02-02T19:01:25.000","2018-02-02T19:01:27.000","www.datos.gov.co","false","3","0","21","6",,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las comunicaciones",,,,,,,,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"","Bogotá D.C.",,"Nacional",,,,,,"2017 09 30","Urna de Cristal ","Bogotá D.C.",,"No aplica","Español",,"Nacional",""
"9zi7-dghe","Matriculados maestría TIC, enctidad territorial","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","matriculados maestría tic","https://www.datos.gov.co/d/9zi7-dghe",,"2016-07-14T22:39:08.000","2016-07-14T22:39:08.000","www.datos.gov.co","false","20","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-03-29 08:56:52.39",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-03-29","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
"rtxm-gpn6","Trabajadores en innovación TIC, proporción","OCyT","mfya-k3m2","published","private","not_ready","official","href","Ciencia, Tecnología e Innovación","trabajadores tic que realizan actividades cti","https://www.datos.gov.co/d/rtxm-gpn6",,"2016-07-14T22:50:15.000","2016-07-14T22:50:15.000","www.datos.gov.co","false","16","1",,,,"Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Tecnologías de la Información y las Comunicaciones",,,,,,"2016-04-05 09:14:45.98",,,,,,"Tecnologías de la Información y las Comunicaciones",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2016-04-05","MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Bogotá D.C.",,"Anual","Español",,"Nacional",""
