"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"2","3","1","27","27361","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","CHOCO","ISTMINA","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"2","1","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","PRIMARIA","CHOCO","BOJAYA","Colombia","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27099","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"7","2","1","99","99773","M-MUJER","NO","NO ACTIVO","SO","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","VICHADA","CUMARIBO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","44","44847","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2016-05-01","2015-01-01","Hombre","SIN ESPECIFICAR","LA GUAJIRA","URIBIA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","44","44001","ND","ND","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","LA GUAJIRA","RIOHACHA","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","19","19318","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND",">65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","19","19318","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND",">65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","05","05475","H-HOMBRE","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","ANTIOQUIA","MURINDO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","19","19318","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND",">65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","5","1","81","81065","ND","ND","ACTIVO","ND","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","ARAUCA","ARAUQUITA","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","4.500.001 - 6.000.000","0 - 1.300.000"
"1","3","1","52","52835","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Mujer","ND","NARIÑO","SAN ANDRES DE TUMACO","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","19","19418","ND","NO","ACTIVO","UL","ND","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","ND","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27150","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","PRIMARIA","CHOCO","CARMEN DEL DARIEN","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"13","2","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27075","ND","NO","ACTIVO","Sin Información","ND","2012-02-01","2013-01-01","Mujer","ND","CHOCO","BAHIA SOLANO","ND","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","47","47288","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","MAGDALENA","FUNDACION","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","4.500.001 - 6.000.000","0 - 1.300.000"
"1","4","1","05","05475","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","ANTIOQUIA","MURINDO","COLOMBIA","ND","30-49","CAPITALIZACION COLECTIVA","ESPECIE","CC","UNIDOS","3.000.001 - 4.500.000","0 - 1.300.000"
"1","2","1","99","99773","M-MUJER","NO","ACTIVO","UL","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","VICHADA","CUMARIBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","2","1","76","76109","M-MUJER","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27077","H-HOMBRE","NO","ACTIVO","UL","ND","2015-12-01","2016-01-01","Mujer","SIN ESPECIFICAR","CHOCO","BAJO BAUDO","ND","ND","18-29","RURAL","ESPECIE","CC","UNIDOS","4.500.001 - 6.000.000","1.300.001 - 2.600.000"
"1","1","1","19","19022","M-MUJER","SI","ACTIVO","UL","INDIGENA","2018-03-01","2018-01-01","Mujer","PRIMARIA","CAUCA","ALMAGUER","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","05","05475","H-HOMBRE","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","ANTIOQUIA","MURINDO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","1","1","27","27615","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","SECUNDARIA","CHOCO","RIOSUCIO","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","CHOCO","QUIBDO","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27001","M-MUJER","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","SIN ESPECIFICAR","CHOCO","QUIBDO","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","76","76001","ND","ND","NO ACTIVO","ND","ND","2014-01-01","2015-01-01","Mujer","ND","VALLE","CALI","Colombia","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","27","27787","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","CHOCO","TADO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"23","4","1","27","27800","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","CHOCO","UNGUIA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27800","ND","ND","ACTIVO","ND","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","CHOCO","UNGUIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","44","44847","H-HOMBRE","NO","NO ACTIVO","SO","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","LA GUAJIRA","URIBIA","COLOMBIA","ND","50-65","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","86","86219","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","PUTUMAYO","COLON","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","86","86219","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","PUTUMAYO","COLON","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"45","1","1","76","76109","M-MUJER","NO","NO ACTIVO","UL","ROM O GITANO","2012-02-01","2013-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","44","44035","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","LA GUAJIRA","ALBANIA","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","05","05873","H-HOMBRE","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","VIGIA DEL FUERTE","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"4","2","1","27","27600","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","CHOCO","RIO QUITO","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","27","27099","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Hombre","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","94","94001","ND","ND","ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","GUAINIA","INIRIDA","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27099","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Hombre","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","05","05837","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","ANTIOQUIA","TURBO","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","50","50325","ND","ND","ACTIVO","Sin Información","ND","2016-01-01","2016-01-01","Mujer","ND","META","MAPIRIPAN","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"3","1","1","76","76109","ND","NO","ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Mujer","ND","VALLE","BUENAVENTURA","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19418","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","Colombia","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27615","M-MUJER","NO","ACTIVO","VI","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","CHOCO","RIOSUCIO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","05","05873","H-HOMBRE","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","ND","ANTIOQUIA","VIGIA DEL FUERTE","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","94","94001","ND","ND","ACTIVO","ND","INDIGENA","2016-01-01","2016-01-01","Hombre","ND","GUAINIA","INIRIDA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","1","1","76","76109","H-HOMBRE","NO","NO ACTIVO","UL","ROM O GITANO","2012-02-01","2013-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","1","1","86","86749","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","PUTUMAYO","SIBUNDOY","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","86","86749","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2017-01-01","Hombre","ND","PUTUMAYO","SIBUNDOY","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27615","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","SIN ESPECIFICAR","CHOCO","RIOSUCIO","ND","ND","18-29","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CHOCO","QUIBDO","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","3","1","44","44001","H-HOMBRE","NO","ACTIVO","SO","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","LA GUAJIRA","RIOHACHA","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","17","17614","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Hombre","ND","CALDAS","RIOSUCIO","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","94","94001","ND","NO","ACTIVO","Sin Información","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","GUAINIA","INIRIDA","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","54","54245","ND","ND","NO ACTIVO","ND","ND","2014-01-01","2015-01-01","Hombre","ND","NORTE DE SANTANDER","EL CARMEN","Colombia","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27361","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CHOCO","ISTMINA","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","19","19418","M-MUJER","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","SIN ESPECIFICAR","CAUCA","LOPEZ","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2012-02-01","2013-01-01","Hombre","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"4","1","1","19","19418","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","CAUCA","LOPEZ","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","86","86573","ND","ND","NO ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","PUTUMAYO","PUERTO LEGUIZAMO","Colombia","ND","18-29","CAPITALIZACION COLECTIVA","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","19","19824","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-06-01","2018-01-01","Mujer","ND","CAUCA","TOTORO","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","LA GUAJIRA","URIBIA","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"2","1","1","86","86219","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-02-01","2018-01-01","Mujer","ND","PUTUMAYO","COLON","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","19","19418","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2014-01-01","2014-01-01","Hombre","ND","CAUCA","LOPEZ","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27099","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","4","1","81","81794","M-MUJER","NO","ACTIVO","UL","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","ARAUCA","TAME","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","27","27001","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","QUIBDO","ND","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27099","H-HOMBRE","NO","NO ACTIVO","ND","INDIGENA","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","44","44847","ND","ND","ACTIVO","Sin Información","INDIGENA","2016-05-01","2015-01-01","Mujer","ND","LA GUAJIRA","URIBIA","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","76","76109","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","ND",">65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","81","81794","M-MUJER","NO","ACTIVO","UL","INDIGENA","2015-10-01","2017-01-01","Mujer","ND","ARAUCA","TAME","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"2","1","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-07-01","2018-01-01","Mujer","ND","LA GUAJIRA","URIBIA","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27580","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO IRO","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27580","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO IRO","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","94","94343","ND","NO","ACTIVO","Sin Información","INDIGENA","2014-01-01","2014-01-01","Hombre","ND","GUAINIA","BARRANCO MINAS","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","19","19418","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","Colombia","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","76","76109","ND","ND","ACTIVO","Sin Información","RAIZAL","2012-02-01","2013-01-01","Hombre","ND","VALLE","BUENAVENTURA","Colombia","ND","50-65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","3","1","99","99773","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2016-01-01","2016-01-01","Hombre","ND","VICHADA","CUMARIBO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","20","20621","M-MUJER","NO","ACTIVO","DI","INDIGENA","2018-04-01","2018-01-01","Mujer","SECUNDARIA","CESAR","LA PAZ","COLOMBIA","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Hombre","PRIMARIA","LA GUAJIRA","URIBIA","Colombia","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","52","52250","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Hombre","ND","NARIÑO","EL CHARCO","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000"
"1","2","1","27","27099","ND","ND","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","BOJAYA","Colombia","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","86","86573","M-MUJER","NO","NO ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Mujer","SIN ESPECIFICAR","PUTUMAYO","PUERTO LEGUIZAMO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","3","1","76","76109","ND","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","76","76109","ND","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","19","19318","M-MUJER","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
