"id","estado","fecha_de_actualizaci_n","t_tulo_de_la_categor_a_de","nombre_activo_de_informaci","idioma","medio_de_conservaci_n_y_o","formato","forma_de_consulta_o_acceso","fecha_de_generaci_n_de_la","lugar_de_publicaci_n_lugar","lugar_donde_se_encuentra","propietario","frecuencia_de_actualizaci","responsable_de_la_producci","responsable_de_la_informaci","tipo_documental","tiempo_de_publicaci_n_del","norma_de_publicaci_n","formato_de_publicaci_n","tiempo_de_conservaci_n","observaciones"
"135","ACTIVO","30-06-2021","CONSECUTIVOS DE COMUNICACIONES OFICIALES - Consecutivos de comunicaciones oficiales enviadas","Planilla de correspondencia despachada","Español","Electrónico/Físico","Texto","Disponible","7/10/13","N/A","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"136","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS - Planes institucionales de archivos – PINAR","Plan Institucional de Archivos de la Entidad - PINAR","Español","Electrónico","- Texto
- Web","Publicado/Disponible","7/6/05","Página web ANDJE","- SIGI
- SERVIDORES DE ALMACENAMIENTO","Gestión documental","Anual","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"137","ACTIVO","30-06-2021","PLANES - Planes de preservación digital a largo plazo","PLAN DE PRESERVACIÓN DIGITAL A LARGO PLAZO","Español","Electrónico/Físico","- Texto","Disponible","7/11/16","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"138","ACTIVO","30-06-2021","PLANES - Planes de conservación documental","PLAN DE CONSERVACIÓN DOCUMENTAL","Español","Electrónico/Físico","- Texto","Disponible","7/14/16","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"139","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS - Inventarios documentales de Archivo Central","Inventario Documental FUID","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo","Disponible","7/5/05","N/A","- ORFEO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"140","ACTIVO","30-06-2021","INSTRUMENTOS ARCHIVISTICOS - Cuadros de clasificación documental - CCDC","Cuadros de Clasificación Documental - CCD","Español","Electrónico","- Texto
- Hoja de Cálculo
- Web","Publicado/Disponible","7/5/05","Página web ANDJE","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"141","ACTIVO","30-06-2021","ACTAS - Actas de eliminación documental","Actas de eliminación de Documentos","Español","Electrónico/Físico","- Texto
- Web","Publicado/Disponible","7/6/05","Página web ANDJE","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión documental","N/A","Gestión documental","Gestión documental","N/A","N/A","N/A","N/A","N/A",
"142","ACTIVO","30-06-2021","HARDWARE","Mecanismos y dispositivos de identificación y autorización","Español","N/A","- N/A","N/A","6/1/12","N/A","N/A","Gestión financiera","N/A","Entidad Certificadora (Entidad Externa)","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"143","ACTIVO","30-06-2021","INFORMES","Informe Exógena Impuestos Nacionales","Español","Electrónico","Base de datos
Hoja de cálculo","Disponible","8/13/12","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","N/A","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"144","ACTIVO","30-06-2021","INFORMES","Informe Exógena Distrital","Español","Electrónico","Base de datos
Hoja de cálculo","Disponible","8/13/12","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","N/A","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"145","ACTIVO","30-06-2021","INFORMES","Informe entes de control","Español","Electrónico","Texto
Hoja de cálculo","Disponible","8/13/12","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","N/A","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"146","ACTIVO","30-06-2021","INFORMES","Informe de Ejecución presupuestal","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Web 
Correo electrónico","Publicado/Disponible","11/1/12","Página web ANDJE","- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","Mensual","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"147","ACTIVO","30-06-2021","Programas Anuales Mensualizados de Caja PAC","Informe Anual del PAC-Plan anual mensualizado de Caja","Español","Electrónico","Hoja de cálculo","Disponible","1/1/14","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","N/A","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"148","ACTIVO","30-06-2021","ESTADOS FINANCIEROS","Estados Financieros de Propósito Especial y General","Español","Electrónico","Texto 
Hoja de cálculo 
Base de datos","Publicado/Disponible","12/1/12","Página web ANDJE
Página Web Contaduría","- SERVIDORES DE ALMACENAMIENTO
- Sistema Integrado DE Información Financiera-SIIF","Gestión financiera","Mensual","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"149","ACTIVO","30-06-2021","ESTADOS FINANCIEROS","Conciliaciones","Español","Electrónico","Hoja de cálculo
Correo electrónico","Disponible","8/13/12","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión financiera","Mensual","Gestión Financiera","Gestión financiera","N/A","N/A","N/A","N/A","N/A",
"150","ACTIVO","30-06-2021","BASE DE DATOS","Base de Datos Control de asignaciones OAJ","Español","Electrónico","- Hoja de Cálculo","Disponible","Con la recepción de asuntos y trámites para atención","N/A",,"Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"151","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Solicitud Congreso Ley 5 de 1992","Español","Electrónico/Físico","- Texto","Disponible","Fecha de respuesta a cada petición que se recibe.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"152","ACTIVO","30-06-2021","RECURSOS","Recursos de Reposición","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que comunica y/o notifica la respuesta","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"153","ACTIVO","30-06-2021","RECURSOS","Recursos de Insistencia","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que comunica y/o notifica la respuesta","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"154","ACTIVO","30-06-2021","RECURSOS","Recursos de Apelación","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que comunica y/o notifica la respuesta","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"155","ACTIVO","30-06-2021","PROYECTO DE ACTOS ADMINISTRATIVOS O NORMATIVOS","Proyecto de acto administrativo o normativos","Español","Electrónico/Físico","- Texto","Disponible","En el momento de generar la información.","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"156","ACTIVO","30-06-2021","PROCESOS","Procesos Judiciales que vinculan a la Agencia","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Documento Gráfico
- Audio
- Video
- Correo Electrónico","Disponible","Cada vez que la agencia se notifica  de un proceso judicial en la que es vinculada","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"157","ACTIVO","30-06-2021","PROCESOS","Procesos Judiciales en contra de la Agencia","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Documento Gráfico
- Audio
- Video
- Correo Electrónico","Disponible","Cada vez que la agencia se notifica  de un proceso judicial en la que tiene en la calidad de demandada","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"158","ACTIVO","30-06-2021","PROCESOS","Procesos de Acción de Tutela en contra de la Agencia","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Documento Gráfico
- Audio
- Video
- Correo Electrónico","Disponible","Cada vez que la agencia se notifica de una accion de tutela en su contra","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"159","ACTIVO","30-06-2021","PROCESOS","Procesos Agencia Demandante","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Documento Gráfico
- Audio
- Video
- Correo Electrónico","Disponible","Cada vez que la agencia presenta la demanda ante la instancia judicial respectiva","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"160","ACTIVO","30-06-2021","PROCESOS","Proceso de Acción de Tutela que vincula Agencia","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Documento Gráfico
- Audio
- Video
- Correo Electrónico","Disponible","Cada vez que la agencia es notificada de un acción de tutela en la que se vincula a la agencia","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"161","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","PQRS - ANDJE","Español","Electrónico/Físico","- Texto","Disponible","A solicitud","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"162","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Peticiones verbales","Español","Electrónico/Físico","- Texto","Disponible","Fecha de respuesta a cada derecho de petición - Autoridad que se recibe.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"163","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Petición de documentos y de Información","Español","Electrónico/Físico","- Texto","Disponible","Fecha de respuesta a cada petición de documento o información que se recibe.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"164","ACTIVO","30-06-2021","INFORMES","Informes de PQRS","Español","Electrónico","- Texto","Publicado/Disponible","primeros diez días del trimestre","Página web ANDJE","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","Trimestral","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"165","ACTIVO","30-06-2021","INFORMES","Informe de Gestión","Español","Electrónico/Físico","- Texto","Disponible","A solicitud","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"166","ACTIVO","30-06-2021","EXTENSIÓN DE JURISPRUDENCIA","Extensión de jurisprudencia en vía judicial","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que la Agencia es notificada","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"167","ACTIVO","30-06-2021","EXTENSIÓN DE JURISPRUDENCIA","Extensión de jurisprudencia en vía administrativa","Español","Electrónico/Físico","- Texto","Publicado/Disponible","Cada vez que vez que se requiera por la Entidad Solicitante","Página web ANDJE","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","Cada vez que se genere un concepto previo de un tema novedoso","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"168","ACTIVO","30-06-2021","EXTENSIÓN DE JURISPRUDENCIA","Base de Datos de Control de trámites extensión de jurisprudencia vía judicial","Español","Electrónico","- Hoja de Cálculo","Disponible","Cada vez que la Agencia es notificada","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"169","ACTIVO","30-06-2021","EXTENSIÓN DE JURISPRUDENCIA","Base de Datos de Control de trámites  extensión de jurisprudencia vía administrativa","Español","Electrónico","- Hoja de Cálculo","Disponible","Cada vez que vez que se requiera por la Entidad Solicitante","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"170","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Base de datos control derechos de petición","Español","Electrónico","- Hoja de Cálculo","Disponible","Cada vez que ingresa un derecho de petición","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"171","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Derecho de Petición - Interés General o Particular","Español","Electrónico/Físico","- Texto","Disponible","Fecha de respuesta a cada derecho de petición - interés general o particular que se recibe.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"172","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Derecho de Petición - Autoridad","Español","Electrónico/Físico","- Texto","Disponible","Fecha de respuesta a cada derecho de petición - interés general o particular que se recibe.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"173","ACTIVO","30-06-2021","DERECHOS DE PETICIÓN","Consultas","Español","Electrónico/Físico","- Texto","Publicado/Disponible","Fecha de emisión de cada concepto jurídico que se solicite sobre un proyecto de acto administrativo o normativo.","Página web ANDJE","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","bimensual","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"174","ACTIVO","30-06-2021","CONCILIACIONES","Conciliaciones extrajudiciales","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que la Agencia es notificada de una solicitud de conciliacion extrajudicial  en el que es  vinculada la entidad","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"175","ACTIVO","30-06-2021","CONCILIACIONES","Conciliaciones Agencia convocante","Español","Electrónico/Físico","- Texto","Disponible","Cada vez que la Agencia convoca a una  conciliacion prejudicial","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"176","ACTIVO","30-06-2021","CONCEPTOS","Conceptos Internos Dependencias","Español","Electrónico/Físico","- Texto","Disponible","Fecha de elaboración de cada proyecto de acto administrativo o normativo que se someten a consideración de la OAJ  o que ésta elabora.","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"177","ACTIVO","30-06-2021","CONCILIACIONES","Comité de Conciliación","Español","Electrónico/Físico","- Texto","Disponible","Fecha de celebración de cada comité","N/A","- ORFEO
- EKOGUI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Secretaría Técnica del Comité de Conciliación","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"178","ACTIVO","30-06-2021","ACUERDOS INTERINSTITUCIONALES NO VINCULANTE","Acuerdos de Entendimiento","Español","Electrónico/Físico","- Texto","Disponible","8/1/14","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"179","ACTIVO","30-06-2021","ACTAS","Actas de Reunión","Español","Electrónico/Físico","- Texto","Disponible","Fecha de celebración de las reuniones","N/A","- SIGI","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"180","ACTIVO","30-06-2021","INFORMES","informe procesos judiciales en contra de la Agencia","Español","Electrónico/Físico","- Hoja de Cálculo","Publicado/Disponible","trimestral","Página web ANDJE","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"181","ACTIVO","30-06-2021","INFORMES","Soporte indicadores","Español","Electrónico/Físico","- Texto","Publicado/Disponible","mensual","Página web ANDJE","- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"182","ACTIVO","30-06-2021","INFORMES","Evaluacion política prevención del daño antijurídico","Español","Electrónico/Físico","- Texto","Disponible","anual","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión legal","N/A","Oficina Asesora Jurídica","Gestión legal","N/A","N/A","N/A","N/A","N/A",
"183","ACTIVO","30-06-2021","HARDWARE","SWITCH CORE","Inglés","Electrónico","- N/A","N/A","N/A","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"184","ACTIVO","30-06-2021","SISTEMAS","SOFTWARE SISTEMA MONITOREO DE INFRAESTRUCTURA TECNOLOGICA","Español","Electrónico","Web","N/A","N/A","N/A","N/A","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"185","ACTIVO","30-06-2021","SOFTWARE","SOFTWARE DIRECTORIO ACTIVO","Inglés","Electrónico","- N/A","N/A","Cada vez que se intervenga en una solicitud de extensión de jurisprudencia en vía judicial.","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"186","ACTIVO","30-06-2021","SOFTWARE","SOFTWARE DE GESTIÓN DE SERVICIOS DE TI","Español","Electrónico","- N/A","N/A","Cada vez que la ANDJE es notificada de un proceso de acción de tutela en el que es vinculada por el Despacho judicial correspondiente.","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"187","ACTIVO","30-06-2021","HARDWARE","Dispositivo de Almacenamiento","Español","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"188","ACTIVO","30-06-2021","SOFTWARE","Software y Servidor de Almacenamiento de Backup","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"189","ACTIVO","30-06-2021","SOFTWARE","Plataforma para servidores virtuales de eKogui App","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"190","ACTIVO","30-06-2021","SOFTWARE","SERVIDORES VIRTUALES BASE DE DATOS DE LA AGENCIA","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"191","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR ANTIVIRUS Y CIFRADO","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"192","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL SISTEMA DE GESTIÓN DOCUMENTAL ORFEO","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"193","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL SISTEMA CONCILIADOR","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"194","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL SIGI","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"195","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL PORTAL WEB","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"196","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL MOODLE","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"197","ACTIVO","30-06-2021","SOFTWARE","SERVIDOR VIRTUAL SKYPE","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"198","ACTIVO","30-06-2021","SOFTWARE","Servidor virtual de administración de virtualización","Inglés","Electrónico","- N/A","N/A","Pendiente","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"199","ACTIVO","30-06-2021","HARDWARE","Servidor Físico de Virtualización Vmware","Inglés","Electrónico","- N/A","N/A","N/A","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"200","ACTIVO","30-06-2021","HARDWARE","Servidor Físico de Virtualización Hyper-V","Inglés","Electrónico","- N/A","N/A","N/A","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"201","ACTIVO","30-06-2021","HARDWARE","Servidor Físico de File Server","Inglés","Electrónico","- N/A","N/A","N/A","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"202","ACTIVO","30-06-2021","SERVICIO","Servicio Telefonía IP","Inglés","Electrónico","- N/A","Disponible","Pendiente","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"203","ACTIVO","30-06-2021","SERVICIO","Servicio Portal Web","Español","Electrónico","Web","Disponible","Pendiente","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"204","ACTIVO","30-06-2021","SISTEMA DE GESTIÓN DE SEGURIDAD DE LA INFORMACIÓN","Evidencias Riesgos de Seguridad de la Información","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Correo electrónico","Publicado/Disponible","6/1/16","Pagina Intranet","Sistemas de Información (ORFEO, SIGI)
Archivo Gestión Documental
Almacenamiento Oficiales","Gestión de tecnologías de la información","Anual","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"205","ACTIVO","30-06-2021","LICENCIAS SOFTWARE","Licencias de Software","Inglés","Electrónico","Texto
Web","Disponible","4/1/13","N/A","Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"206","ACTIVO","30-06-2021","SISTEMA DE GESTIÓN DE SEGURIDAD DE LA INFORMACIÓN","INVENTARIO DE ACTIVOS, CLASIFICACIÓN Y PUBLICACIÓN DE INFORMACIÓN","Español","Electrónico","Texto
Hoja de cálculo 
Presentación  
Correo electrónico","Publicado/Disponible","5/1/16","Página web ANDJE","Sistemas de Información (ORFEO, SIGI)
Archivo Gestión Documental
Almacenamiento Oficiales","Gestión de tecnologías de la información","Anual","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"207","ACTIVO","30-06-2021","HOJA DE VIDA DE SERVIDORES","Hoja de Vida de Servidores","Español","Electrónico","Hoja de Cálculo
Texto","Disponible","A solicitud","N/A","Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"208","ACTIVO","30-06-2021","HARDWARE","FIREWALL","Español","Electrónico","- N/A","N/A","N/A","N/A","Centro de Computo","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
