"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"6qqc-a5fd","Registro de Activos de Información - Santa Rosa de Cabal - Risaralda","Información en custodia de la Alcaldía Municipal de Santa Rosa de Cabal","Alcaldia_de_Santa_Rosa_de_Cabal","7ect-dtqc","published","public","approved","official","dataset",,"activos de información,información,santa rosa de cabal","https://www.datos.gov.co/d/6qqc-a5fd","https://www.datos.gov.co/resource/6qqc-a5fd.json","2019-08-13T14:36:10.000","2021-08-11T17:30:07.000","www.datos.gov.co","false","216","42","152","16","gobiernoenlinea@santarosadecabal-risaralda.gov.co","Creative Commons Attribution 4.0 International","Subsecretaria TIC","https://www.datos.gov.co/d/6qqc-a5fd",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Santa Rosa de Cabal",,,,,,"Risaralda",,"Territorial",,,,,,"2019-08-13","Subsecretaria TIC","Santa Rosa de Cabal",,"Anual","Español",,"Municipal",
"4mjw-5rzu","EstadisticasSolicitudesSegunTramiteAdministrativoJudicial","Muestra por municipio y departamento  las solicitudes de restitución, microfocalizadas e inscritas, ademas de las demandas de la ruta individual  presentadas por la Unidad Administrativa de Gestión de Tierras Despojadas y Abandonadas Forzosamente ante los jueces especializados de restitución de tierras de acuerdo a lo dictado por la Ley 1448 de 2011 y los decretos reglamentarios.","Unidad de Restitución","sjue-wm4n","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","demandas ruta individual,solicitudes,solicitudes microfocalizadas,titulares,inscritas","https://www.datos.gov.co/d/4mjw-5rzu","https://www.datos.gov.co/resource/4mjw-5rzu.json","2020-07-21T21:43:19.000","2022-07-11T17:19:48.000","www.datos.gov.co","false","483","105","1017","14",,"Public Domain",,"https://www.datos.gov.co/d/4mjw-5rzu",,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Unidad Administrativa Especial de Gestión de Restitución de Tierras Despojadas",,,,,"https://www.restituciondetierras.gov.co","Bogotá D.C.",,"Nacional",,,,,,"2020-07-15","OTI","Bogotá D.C.",,"Mensual","Español",,"Nacional","https://www.restituciondetierras.gov.co"
"an47-z39z","Inventario de activos de información de la ETITC","La Escuela Tecnológica Instituto Técnico Central (ETITC) publica el Registro de Activos de Información, el cual consta de un inventario de la información pública que la Entidad genere, obtenga, adquiera, transforme o controle en su calidad de tal.","Escuela Tecnológica Instituto Técnico Central","5jsi-42ju","published","public","approved","official","dataset","Educación","activos de información,registro de activos de información","https://www.datos.gov.co/d/an47-z39z","https://www.datos.gov.co/resource/an47-z39z.json","2020-10-08T15:23:58.000","2020-10-08T15:41:10.000","www.datos.gov.co","false","130","21","673","7","estadistica@itc.edu.co","Creative Commons Attribution | Share Alike 4.0 International","Escuela Tecnológica Instituto Técnico Central","http://www.itc.edu.co/es/nosotros/transparencia",,,,,,,,,,,"Educación",,"Escuela Tecnológica Instituto Técnico Central",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-10-08","Oficina Asesora de Planeación","Bogotá D.C.",,"Anual","Español",,"Nacional","http://www.itc.edu.co/es/nosotros/estadisticas"
"f6ve-8jtx","Directorio Turismo de Risaralda","Directorio de encargados de turismo de los municipios y otras entidades","Gobernación de Risaralda","7hp6-ye5f","published","public","approved","official","dataset","Comercio, Industria y Turismo","departamento de risaralda,turismo","https://www.datos.gov.co/d/f6ve-8jtx","https://www.datos.gov.co/resource/f6ve-8jtx.json","2016-08-03T20:36:16.000","2021-12-20T15:45:30.000","www.datos.gov.co","false","1388","327","89","5","clemencia.vasquez@risaralda.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Gobernación de Risaralda","https://www.datos.gov.co/d/f6ve-8jtx",,,,,,,,,,,"Comercio, Industria y Turismo",,"Gobernación del Risaralda",,,,,,"Risaralda",,"Territorial",,,,,,"2016-03-08","Gobernacion de Risaralda","Pereira",,"Semestral","Español",,"Departamental",
"66im-pnd3","REGISTRO DE ACTIVOS DE INFORMACION","Este documento describe los activos de información que se manejan al interior del Instituto de Financiamiento, Promoción y Desarrollo de Caldas, INFICALDAS.","Paula Andrea Escudero Manrique","cn89-z42m","published","public","approved","official","dataset","Función pública","registro de activos de información,activos de información,informacion,registro","https://www.datos.gov.co/d/66im-pnd3","https://www.datos.gov.co/resource/66im-pnd3.json","2020-08-15T15:15:43.000","2020-08-15T16:43:09.000","www.datos.gov.co","false","188","23","166","13","paula.escudero@inficaldas.com",,"Inficaldas","https://inficaldas.gov.co/index.php/transparencia/consulte/informacion-de-interes/12-datos-abiertos",,,,,,,,,,,"Hacienda y Crédito Público",,"Instituto de Financiamiento, Promoción y Desarrollo de Caldas Infi Caldas",,,,,"http://www.inficaldas.gov.co/images/documentos/NORMOGRAMA.pdf","Caldas",,"Territorial",,,,,,"2020-06-30","Gestión Documental","Manizales",,"Anual","Español",,"Departamental","https://inficaldas.gov.co/index.php/transparencia/consulte/informacion-de-interes/12-datos-abiertos"
"uw8e-gzpp","Cobertura De Vacunación Por Monitoreo Rapido En El Departamento Del Valle Del Cauca","Cobertura De Vacunación Por Monitoreo Rapido En El Departamento Del Valle Del Cauca","Gobernación del Valle del Cauca","upnp-kj8b","published","public","approved","official","dataset","Salud y Protección Social","monitoreo,vacunacion,cauca,cobertura,departamento,valle,rápido","https://www.datos.gov.co/d/uw8e-gzpp","https://www.datos.gov.co/resource/uw8e-gzpp.json","2018-03-22T17:00:00.000","2020-06-10T15:46:59.000","www.datos.gov.co","false","1131","72","123","7",,"Creative Commons 1.0 Universal (Public Domain Dedication)","Secretaria de salud Gobernación del Valle del Cauca","http://www.valledelcauca.gov.co",,,,,,,,,,,"Función Pública",,"Gobernación del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"20-02-2018","Secretaria de salud Gobernación del Valle del Cauca","Cali",,"Anual","Español",,"Departamental",
"8b9s-kwjq","SIRAP","Ubicacion de las áreas protegidas pertenecientes al Sistema Departamental de Áreas Protegidas en el Eje Cafetero (SIRAP)","CARDER","icrg-mjns","published","public","approved","official","map","Ambiente y Desarrollo Sostenible","áreas protegidas,carder,risarlada","https://www.datos.gov.co/d/8b9s-kwjq","https://www.datos.gov.co/resource/8b9s-kwjq.json","2018-09-27T15:39:47.000","2018-09-27T15:39:54.000","www.datos.gov.co","false","1283","84",,,"siae@carder.gov.co","Public Domain","CARDER",,,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional de Risaralda",,,,,"","Risaralda",,"Nacional",,,,,,"31/12/2015","SIAE","Pereira",,"No aplica","Español",,"Nacional",""
"jqyw-a37g","UCundinamarca- Registro de Activos de la Información- Gestión Financiera","Contiene registro de Activos de Información de la Universidad de Cundinamarca de la Gestión Financiera.","Ucundinamarca","q6ff-cz7f","published","public","approved","official","dataset","Educación",,"https://www.datos.gov.co/d/jqyw-a37g","https://www.datos.gov.co/resource/jqyw-a37g.json","2021-03-16T18:27:54.000","2021-03-16T18:29:49.000","www.datos.gov.co","false","123","17","214","15","planeacion@ucundinamarca.edu.co",,,"https://www.datos.gov.co/d/jqyw-a37g",,,,,,,,,,,"Educación",,"Universidad de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2020-11-15","Dirección de Sistemas y Tecnologia ","Fusagasugá",,"Anual","Español",,"Departamental",
"6p9z-6bp5","REGISTRO DE ACTIVOS DE INFORMACIÓN ALCALDIA DE MACEO ANTIOQUIA","REGISTRO DE ACTIVOS DE INFORMACIÓN ALCALDIA DE MACEO ANTIOQUIA","Municipio de maceo","pe2m-b72d","published","public","approved","official","dataset","Función pública","activos,registro de activos de información,información","https://www.datos.gov.co/d/6p9z-6bp5","https://www.datos.gov.co/resource/6p9z-6bp5.json","2020-10-06T00:39:50.000","2020-10-06T01:04:14.000","www.datos.gov.co","false","118","18","185","8","gobierno@maceo-antioquia.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Gobierno","https://www.datos.gov.co/d/6p9z-6bp5",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Maceo",,,,,,"Antioquia",,"Territorial",,,,,,"20-09-2020","Secretaría de Gobierno","Maceo",,"Anual","Español",,"Municipal",
"pz49-khyk","PRIMER CURSO POR MODALIDAD","Estudiantes de primer curso por modalidad varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","modalidad,estudiantes,sede,facultad,genero,jornada,programa,primer curso,nacionalidad,metodologia","https://www.datos.gov.co/d/pz49-khyk","https://www.datos.gov.co/resource/pz49-khyk.json","2021-11-19T14:25:14.000","2021-11-19T14:31:08.000","www.datos.gov.co","false","35","8","11498","17","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-11-19","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","www.uniquindio.edu.co"
"998r-x4r3","Zonificación de aptitud para la producción de pastos angleton (Dichantium aristatum), climacuna (Dichantium anulatum) en Colombia.","El mapa de Zonificación de aptitud para la producción de pastos angleton (Dichantium aristatum ), climacuna (Dichantium anulatum) en Colombia, a escala 1:100.000, es un producto resultante de la integración de criterios y variables físicas y socioecosistemicas, que ha sido utilizado como insumo para las zonificaciones de aptitud para la producción de leche y carne bovina en pastoreo para el mercado nacional y de exportación en Colombia, a escala 1:100.000.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico y socioecosistémico.
Aptitud media: Zonas con limitaciones moderadas de tipo físico y/o socioecosistémico.
Aptitud baja: Zonas con fuertes limitaciones de tipo físico y/o socioecosistémico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el establecimiento y desarrollo de la producción de pastos angleton y climacuna.","UPRA","mskn-mcjt","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","upra,sostenibilidad,productividad,aptitud,angleton,climacuna,zonificación,pastos,planificación","https://www.datos.gov.co/d/998r-x4r3","https://www.datos.gov.co/resource/998r-x4r3.json","2020-10-14T03:03:09.000","2020-10-14T04:34:36.000","www.datos.gov.co","false","191","36","34229","5","atencionalusuario@upra.gov.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Unidad de Planificación Rural Agropecuaria - UPRA","https://www.upra.gov.co/",,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",,,,,"https://upra.gov.co/","Bogotá D.C.",,"Nacional",,,,,,"2019-09-30","Dirección de uso eficiente del suelo y adecuación de tierras","Bogotá D.C.",,"Trienio","Español",,"Nacional","https://sipra.upra.gov.co; https://catalogometadatos.upra.gov.co:8443/uprageonet/srv/spa/catalog.search#/metadata/0eaa3740-d768-4d21-be07-a36590c12c7e ; http://geoservicios.upra.gov.co/arcgis/rest/services/aptitud_uso_suelo/aptitud_pastos_angleton/MapServer"
"ux6v-gpit","Población Intramural a Cargo del INPEC por Códigos DIVIPOLA","Conjunto de datos que contiene información intramural actualizada, relacionada con la capacidad, el total de PPL, el % de hacinamiento por cada ERON a cargo del INPEC. Teniendo en cuenta el código DIVIPOLA del municipio y del departamento donde se encuentra ubicado el ERON

División Político Administrativa (DIVIPOLA)
Persona Privada de la Libertad (PPL)
Establecimiento de Reclusión de Orden Nacional.","Instituto Nacional Penitenciario y Carcelario","y939-ufq2","published","public","approved","official","dataset","Justicia y Derecho","divipola,población privada de la libertad,intramural establecimiento,inpec,% hacinamiento establecimiento,eron,capacidad establecimiento","https://www.datos.gov.co/d/ux6v-gpit","https://www.datos.gov.co/resource/ux6v-gpit.json","2021-07-26T17:03:50.000","2022-09-12T11:45:08.000","www.datos.gov.co","false","711","113","1166","15","comunicaciones@inpec.gov.co","Creative Commons Attribution | Share Alike 4.0 International","INPEC","https://www.datos.gov.co/d/ux6v-gpit",,,,,,,,,,,"Justicia y del Derecho",,"Instituto Nacional Penitenciario y Carcelario",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-08-04","Oficina Asesora de Planeación - Grupo Estadística ","Bogotá D.C.",,"Diaria","Español",,"Nacional",
"khhm-wccm","Reporte por departamento y tipo de intermediario relacionados en el Registro Único de Intermediarios de seguros en el ramo de riesgos laborales (RUI) - Del Grupo de Promoción y prevención de la Dirección de Riesgos de Laborales del Ministerio del Trabajo","Información que relaciona el registro histórico de intermediarios de seguros con los diferentes tipos de intermediarios (Agentes, Agencias y Corredores) creados por departamento en la plataforma de Ministerio que les permite prestar servicios relacionados con la comercialización de intermediación de seguros en ramo.","MINISTERIO DEL TRABAJO","myfv-gvvw","published","public","approved","official","dataset","Trabajo","riesgo,seguros,laborales,intermedios","https://www.datos.gov.co/d/khhm-wccm","https://www.datos.gov.co/resource/khhm-wccm.json","2019-10-21T18:55:15.000","2019-10-21T19:07:06.000","www.datos.gov.co","false","517","65","79","4",,"Creative Commons Attribution 4.0 International","Dirección de Riesgos Laborales – Grupo de Promoción y Prevención","https://www.datos.gov.co/d/khhm-wccm",,,,,,,,,,,"Trabajo",,"Ministerio del Trabajo",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-08-21","Dirección de Relaciones Laborales","Bogotá D.C.",,"Anual","Español",,"Nacional","http://app3.mintrabajo.gov.co/Rui-war/index.xhtml"
"yvyq-cwj2","Esquema de Publicación de Información CASUR","Esquema de Publicación de Información CASUR","CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL","d5yn-d8jn","published","public","approved","official","dataset","Seguridad y Defensa","esquema,publicaciones,información","https://www.datos.gov.co/d/yvyq-cwj2","https://www.datos.gov.co/resource/yvyq-cwj2.json","2020-11-30T15:50:36.000","2020-12-01T20:26:11.000","www.datos.gov.co","false","109","58","669","18","planeacion@casur.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Caja de Sueldos de Retiro de la Policía Nacional","https://www.datos.gov.co/d/yvyq-cwj2",,,,,,,,,,,"Defensa",,"Caja de Sueldos de Retiro de la Policía Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2020-11-30","Oficina Asesora de Planeación e Informática","Bogotá D.C.",,"Anual","Español",,"Nacional",
"earc-vbk4","Propiedades Horizontales Palmira 2021","Conjuntos de datos de las propiedades horizontales en el municipio de Palmira que actualmente se encuentran vigentes 2021","Alcaldía Municipal de Palmira","nhmf-uurb","published","public","approved","official","dataset","Vivienda, Ciudad y Territorio","palmira,alcaldia de palmira,propiedades horizontales","https://www.datos.gov.co/d/earc-vbk4","https://www.datos.gov.co/resource/earc-vbk4.json","2022-02-16T21:07:20.000","2022-02-17T20:22:01.000","www.datos.gov.co","false","154","26","61","3","diana.salazar@palmira.gov.co","Creative Commons Attribution 4.0 International","alcaldía  de Palmira","https://www.datos.gov.co/d/earc-vbk4",,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Alcaldía Municipal de Palmira",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2022-16-02","Secretaria de Gobierno","Palmira",,"Anual","Español",,"Municipal",
"bewg-kxgh","EJECUCIÓN PPTO GASTOS VIGENCIA AL 31 DE MARZO 2019","EJECUCIÓN PPTO GASTOS VIGENCIA AL 31 DE MARZO 2019 AGENCIA NACIONAL DE INFRAESTRUCTURA","ANI","vnfh-vh47","published","public","approved","official","dataset","Transporte","presupuesto,gastos","https://www.datos.gov.co/d/bewg-kxgh","https://www.datos.gov.co/resource/bewg-kxgh.json","2019-04-05T11:39:27.000","2019-04-05T11:46:34.000","www.datos.gov.co","false","142","30","211","9","lfmorales@ani.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Agencia Nacional de Infraestructura","https://www.ani.gov.co/",,,,,,,,,,,"Transporte",,"Agencia Nacional de Infraestructura",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-04-05","Vicepresidencia Administrativa y Financiera","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"edzh-pwzy","Trámites y OPas Inscritos en el SUIT","Tramites inscritos en el SUIT Alcaldia Municipal de Armero Guayabal","ALCALDIA ARMERO","rvzg-nxyx","published","public","approved","official","dataset","Función pública","tramites y servicios","https://www.datos.gov.co/d/edzh-pwzy","https://www.datos.gov.co/resource/edzh-pwzy.json","2019-04-04T16:21:32.000","2019-04-04T16:30:31.000","www.datos.gov.co","false","317","26","83","5","alcaldia@armeroguayabal-tolima.gov.co",,,"https://www.nomasfilas.gov.co/",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Armero Guayabal",,,,,,"Tolima",,"Territorial",,,,,,"2019-04-04","Alcaldia Municipal de Armero Guayabal","Armero",,"Anual","Español",,"Nacional",
"s3t6-nq2w","UCundinamarca - Registro de Activos de Información - Talento Humano","Contiene el Registro de Activo de información de la Universidad de Cundinamarca del proceso de Talento Humano.","Ucundinamarca","q6ff-cz7f","published","public","approved","official","dataset","Educación",,"https://www.datos.gov.co/d/s3t6-nq2w","https://www.datos.gov.co/resource/s3t6-nq2w.json","2019-08-30T19:36:48.000","2019-08-30T19:39:47.000","www.datos.gov.co","false","171","27","261","15","planeacion@ucundinamarca.edu.co",,,"https://www.datos.gov.co/d/s3t6-nq2w",,,,,,,,,,,"Educación",,"Universidad de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2019-11-30","Sistemas y Tecnología ","Fusagasugá",,"Anual","Español",,"Departamental",
"xe4t-6bdb","EST. AUTORIZADOS POR EL INVIMA PARA IMPORTAR CARNE, PRODUCTOS CÁRNICOS COMESTIBLES Y DERIVADOS CÁRNICOS","Contiene el listado de los paises autorizados por el INVIMA para exportar productos cárnicos comestibles y derivados cárnicos a Colombia","Invima","wgta-3tcy","published","public","approved","official","dataset","Salud y Protección Social","carne","https://www.datos.gov.co/d/xe4t-6bdb","https://www.datos.gov.co/resource/xe4t-6bdb.json","2016-07-15T00:11:23.000","2022-07-25T16:21:02.000","www.datos.gov.co","false","1961","386","2376","8","contactenos@invima.gov.co","Creative Commons Attribution | Share Alike 4.0 International","INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA","http://www.invima.gov.co",,,,,"2014-07-25 00:00:00.0",,,,,,"Salud y Protección Social",,"Instituto Nacional de Vigilancia de Medicamentos y Alimentos",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2014-07-25","INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS INVIMA","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"qcg4-fvcc","Enfermedad transmitida por alimentos o agua - ETA","Registro de pacientes atendidos en las Instituciones Prestadoras de Servicios de Salud con diagnóstico Enfermedad transmitida por alimentos o agua (eta) y notificados al SIVIGILA desde el año 2008 al 2018.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Salud y Protección Social","enfermedad transmitida por alimentos o agua (eta)","https://www.datos.gov.co/d/qcg4-fvcc",,"2020-10-15T22:16:22.000","2020-10-15T22:16:22.000","www.datos.gov.co","false","305","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Salud",,,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Salud","Medellín",,"Anual","Español",,"Municipal",
"89ip-y8ac","Mapa de Accidentalidad Vial Municipio de Medellín 2016","Se entiende por accidente de tránsito: ""evento, generalmente involuntario, generado al menos por un  un vehículo en movimiento, que causa daños a personas y bienes involucrados en él, e igualmente afecta la normal circulación de los vehículos que se movilizan por la vía o vías comprendidas en el lugar o dentro de la zona de influencia del hecho"". (Ley 769 de 2002 - Código Nacional de Tránsito)","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","map","Transporte","movilidad,seguridad vial,alcaldía de medellín,accidentes,accidentalidad,secretaría de movilidad","https://www.datos.gov.co/d/89ip-y8ac","https://www.datos.gov.co/resource/89ip-y8ac.json","2017-08-10T18:47:27.000","2017-08-10T18:47:59.000","www.datos.gov.co","false","1736","166",,,"david.otalvaro@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Medellín",,,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2017-02-09","Secretaría de Movilidad","Medellín",,"No aplica","Español",,"Municipal",
"bfna-uu43","Metodología caminar en secundaria educación formal","Información sobre el número de estudiantes que pertenecen a la metodología Caminar en Secundaria matriculados en establecimientos educativos oficiales, privados o de cobertura contratada.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Educación","caminar secundaria,matricula","https://www.datos.gov.co/d/bfna-uu43",,"2020-09-22T16:39:07.000","2020-09-22T16:39:07.000","www.datos.gov.co","false","103","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Secretaría de Educación",,,,,,,,,,,,"Educación",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Educación","Medellín",,"Mensual","Español",,"Municipal",
"aat2-spxk","Registro activos de información actualizados","Activos de información Alcaldía e La Estrella","Alcaldia de La Estrella - Antioquia","vzws-5zaq","published","public","approved","official","dataset","Función pública","aprobados,activos,información","https://www.datos.gov.co/d/aat2-spxk","https://www.datos.gov.co/resource/aat2-spxk.json","2020-09-15T21:59:25.000","2020-09-15T22:05:51.000","www.datos.gov.co","false","162","22","542","6","administrativa@laestrella.gov.co","Creative Commons Attribution 4.0 International","Secretaría Servicios Administrativos","https://www.datos.gov.co/d/aat2-spxk",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de La Estrella",,,,,,"Antioquia",,"Territorial",,,,,,"2019-07-18","Servicios Administrativos","La Estrella",,"Anual","Español",,"Municipal",
"ygt7-say9","Resultados Pruebas Saber Establecimientos Públicos y Privados en el municipio de Sabaneta","Resultados históricos de las pruebas saber en las Instituciones y Colegios del sector público y privado ubicados en el municipio de Sabaneta

Conozca estadísticas, indicadores y mapas sobre Sabaneta en el portal www.observatoriosabaneta.org","Alcaldía de Sabaneta","wxvb-gv95","published","public","approved","official","dataset","Educación","pruebas saber,resultados,sabaneta","https://www.datos.gov.co/d/ygt7-say9","https://www.datos.gov.co/resource/ygt7-say9.json","2021-06-09T22:47:27.000","2021-06-09T22:52:13.000","www.datos.gov.co","false","115","28","583","6","estadisticas@observatoriosabaneta.org",,"Portal ICFES","https://www.observatoriosabaneta.org/educacion-y-ciudadania-cultural/#educacion",,,,,,,,,,,"Educación",,"Alcaldía Municipal de Sabaneta",,,,,,"Antioquia",,"Territorial",,,,,,"2020-10-24","Secretaría de Planeación y Desarrollo Territorial, Portal ICFES","Sabaneta",,"Anual","Español",,"Municipal","https://www.observatoriosabaneta.org/educacion-y-ciudadania-cultural/#educacion"
"i5t3-2ui7","Recursos del Sistema General Giros","Corresponde a los recursos del Sistema General de los años 2015 al 2021  de participaciones destinados a la población pobre por atender, urbana y rural de cada municipio, corregimiento departamental y distrito, identificada como pobre por el SISBEN, no afiliada al régimen contributivo, ni financiada con recursos del régimen subsidiado, recursos que deben ser girados los diez (10) primeros días del mes siguiente al que corresponde la transferencia a las entidades territoriales  que a 31 de julio de 2001 estaban certificadas. (Art. 49 y 53 de la Ley 715 de 2001).
Diligencia la Encuesta de Satisfacción:
https://tramites.minsalud.gov.co/FormularioInscripcion/EncuestaSatisfaccion.aspx","Minsalud","e8g4-ac65","published","public","approved","official","dataset","Salud y Protección Social",,"https://www.datos.gov.co/d/i5t3-2ui7","https://www.datos.gov.co/resource/i5t3-2ui7.json","2019-05-30T20:54:56.000","2022-06-08T19:34:32.000","www.datos.gov.co","false","590","80","44181","8","gobiernodigital@minsalud.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Ministerio de Salud y Protección Social","https://www.minsalud.gov.co/proteccionsocial/Financiamiento/Paginas/Sistema-General-de-Participaciones---Prestacion-de-servicios.aspx",,,,,,,,,,,"Salud y Protección Social",,"Ministerio de Salud y Protección Social",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-05-30","Dirección de Financiamiento Sectorial","Bogotá D.C.",,"Semestral","Español",,"Nacional",
"m5pi-7cau","Telefonía Móvil ingresos mensaje de texto","Datos referentes a los mensajes (SMS - MMS) enviados a través de la infraestructura de telefonía móvil: número de mensajes SMS y MMS intercambiados entre usuarios, tanto facturables como no facturables, enviados durante el periodo de reporte; red del proveedor de destino de los mensajes SMS/MMS; Total ingresos en pesos colombianos generados por cada tipo de mensaje durante el periodo de reporte. No incluye IVA. Periodos desde 2015 4T hasta 2019 1T","Ministerio TIC Oficina TI Gestión de Informacion","cw5t-ib5h","published","public","approved","official","dataset","Ciencia, Tecnología e Innovación","mensajes sms - mms,texto","https://www.datos.gov.co/d/m5pi-7cau","https://www.datos.gov.co/resource/m5pi-7cau.json","2018-05-31T20:27:28.000","2022-08-01T15:00:31.000","www.datos.gov.co","false","1057","154","107","5","jrodriguez@mintic.gov.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Ministerio de Tecnologías de la Información y las Comunicaciones","http://colombiatic.mintic.gov.co/",,,,,,,,,,,"Ciencia, Tecnología e innovación",,"Ministerio de Tecnologías de La Información y Las Comunicaciones",,,,,"http://colombiatic.mintic.gov.co/679/w3-multipropertyvalues-36345-36377.html","Bogotá D.C.",,"Nacional",,,,,," 2018-04-04","Oficina Asesora de Planeación y Estudios Sectoriales","Bogotá D.C.",,"Trimestral","Español",,"Nacional","http://colombiatic.mintic.gov.co/679/w3-propertyvalue-36343.html"
