"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","estadobeneficiario","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","valorbeneficioconsolidad","valorultimobeneficioasignado"
"3","0","0","05","05652","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","ANTIOQUIA","SAN FRANCISCO","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","15","15816","NO ACTIVO","INDIGENA","1900-01-01","2018-01-01","Hombre","BOYACA","TOGÜI","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","18","18410","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CAQUETA","LA MONTAÑITA","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44279","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","LA GUAJIRA","FONSECA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","13","13001","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","BOLIVAR","CARTAGENA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17495","NO ACTIVO","ND","1900-01-01","2012-01-01","Mujer","CALDAS","NORCASIA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","05","05483","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","ANTIOQUIA","NARIÑO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","17","17662","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CALDAS","SAMANA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17873","NO ACTIVO","ND","1900-01-01","2012-01-01","Mujer","CALDAS","VILLAMARIA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"6","0","0","44","44001","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","LA GUAJIRA","RIOHACHA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","70","70670","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","SUCRE","SAMPUES","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","52","52250","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","NARIÑO","EL CHARCO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","41","41016","NO ACTIVO","ND","1900-01-01","2018-01-01","Hombre","HUILA","AIPE","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17388","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2016-01-01","Hombre","CALDAS","LA MERCED","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08573","ACTIVO","ND","1900-01-01","2005-01-01","Hombre","ATLANTICO","PUERTO COLOMBIA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","47","47660","NO ACTIVO","ND","1900-01-01","2014-01-01","ND","MAGDALENA","SABANAS DE SAN ANGEL","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","47","47053","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","MAGDALENA","ARACATACA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","20","20001","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CESAR","VALLEDUPAR","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20250","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","CESAR","EL PASO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","19","19001","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","CAUCA","POPAYAN","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","23","23419","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","CORDOBA","LOS CORDOBAS","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"9","0","0","11","11001","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","BOGOTA","BOGOTA D.C.","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05147","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","ANTIOQUIA","CAREPA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","54","54001","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NORTE DE SANTANDER","CUCUTA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17867","NO ACTIVO","ND","1900-01-01","2012-01-01","Hombre","CALDAS","VICTORIA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47288","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","MAGDALENA","FUNDACION","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70713","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2008-01-01","Hombre","SUCRE","SAN ONOFRE","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","52","52001","ACTIVO","INDIGENA","1900-01-01","2009-01-01","Mujer","NARIÑO","PASTO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","05","05649","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","ANTIOQUIA","SAN CARLOS","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","MAGDALENA","SANTA MARTA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","25","25123","NO ACTIVO","ND","1900-01-01","2016-01-01","Hombre","CUNDINAMARCA","CACHIPAY","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13001","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2014-01-01","Mujer","BOLIVAR","CARTAGENA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"50","0","0","47","47288","NO ACTIVO","ND","1900-01-01","2006-01-01","ND","MAGDALENA","FUNDACION","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68322","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SANTANDER","GUAPOTA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","73","73024","NO ACTIVO","ND","1900-01-01","2016-01-01","Hombre","TOLIMA","ALPUJARRA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05842","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ANTIOQUIA","URAMITA","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","13","13433","NO ACTIVO","PALENQUERO","1900-01-01","2015-01-01","Hombre","BOLIVAR","MAHATES","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47189","ACTIVO","ND","1900-01-01","2005-01-01","Hombre","MAGDALENA","CIENAGA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20400","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2007-01-01","Hombre","CESAR","LA JAGUA DE IBIRICO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20178","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","CESAR","CHIRIGUANA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73067","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","TOLIMA","ATACO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05030","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","ANTIOQUIA","AMAGA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17513","ACTIVO","ND","1900-01-01","2012-01-01","Hombre","CALDAS","PACORA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","05","05660","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","ANTIOQUIA","SAN LUIS","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17050","NO ACTIVO","ND","1900-01-01","2012-01-01","Mujer","CALDAS","ARANZAZU","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","25","25320","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","CUNDINAMARCA","GUADUAS","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44078","NO ACTIVO","ND","1900-01-01","2007-01-01","ND","LA GUAJIRA","BARRANCAS","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23807","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2014-01-01","Hombre","CORDOBA","TIERRALTA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05667","NO ACTIVO","ND","1900-01-01","2005-01-01","Hombre","ANTIOQUIA","SAN RAFAEL","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73055","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","TOLIMA","ARMERO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","05","05604","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","ANTIOQUIA","REMEDIOS","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","50","50251","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","META","EL CASTILLO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","25","25878","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CUNDINAMARCA","VIOTA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08549","ACTIVO","ND","1900-01-01","2006-01-01","ND","ATLANTICO","PIOJO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23068","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CORDOBA","AYAPEL","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66318","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","RISARALDA","GUATICA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70713","NO ACTIVO","ND","1900-01-01","2009-01-01","Mujer","SUCRE","SAN ONOFRE","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41001","NO ACTIVO","ND","1900-01-01","2016-01-01","Hombre","HUILA","NEIVA","ND","18-29","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","76","76111","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","VALLE","GUADALAJARA DE BUGA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17433","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","CALDAS","MANZANARES","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","05","05667","NO ACTIVO","ND","1900-01-01","2009-01-01","Mujer","ANTIOQUIA","SAN RAFAEL","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"9","0","0","08","08137","ACTIVO","ND","1900-01-01","2016-01-01","Mujer","ATLANTICO","CAMPO DE LA CRUZ","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","19","19318","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","CAUCA","GUAPI","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","70","70823","NO ACTIVO","INDIGENA","1900-01-01","2009-01-01","Hombre","SUCRE","TOLU VIEJO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47551","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","MAGDALENA","PIVIJAY","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23419","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","CORDOBA","LOS CORDOBAS","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41001","NO ACTIVO","ROM O GITANO","1900-01-01","2016-01-01","Mujer","HUILA","NEIVA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","18","18001","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","CAQUETA","FLORENCIA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50006","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","ACACIAS","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23555","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2008-01-01","Mujer","CORDOBA","PLANETA RICA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"15","0","0","47","47605","NO ACTIVO","ND","1900-01-01","2008-01-01","ND","MAGDALENA","REMOLINO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","50","50251","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","META","EL CASTILLO","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","13","13244","NO ACTIVO","ND","1900-01-01","2015-01-01","Mujer","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76109","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","VALLE","BUENAVENTURA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70713","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","SUCRE","SAN ONOFRE","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47001","NO ACTIVO","ND","1900-01-01","2005-01-01","Mujer","MAGDALENA","SANTA MARTA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","13","13549","ACTIVO","ND","1900-01-01","2018-01-01","Mujer","BOLIVAR","PINILLOS","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05045","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","ANTIOQUIA","APARTADO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23672","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2007-01-01","Hombre","CORDOBA","SAN ANTERO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20001","ACTIVO","INDIGENA","1900-01-01","2006-01-01","Mujer","CESAR","VALLEDUPAR","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41770","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","HUILA","SUAZA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","63","63302","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","QUINDIO","GENOVA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","17","17433","ACTIVO","ND","1900-01-01","2013-01-01","Hombre","CALDAS","MANZANARES","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","73","73026","ACTIVO","ND","1900-01-01","2016-01-01","Hombre","TOLIMA","ALVARADO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17873","ACTIVO","SIN ESPECIFICAR","1900-01-01","2014-01-01","Mujer","CALDAS","VILLAMARIA","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68081","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","SANTANDER","BARRANCABERMEJA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"13","0","0","47","47288","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","MAGDALENA","FUNDACION","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68307","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","SANTANDER","GIRON","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47551","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","MAGDALENA","PIVIJAY","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","17","17272","NO ACTIVO","ND","1900-01-01","2016-01-01","Hombre","CALDAS","FILADELFIA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","17","17541","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CALDAS","PENSILVANIA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13433","ACTIVO","ND","1900-01-01","2015-01-01","Hombre","BOLIVAR","MAHATES","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","13","13244","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","BOLIVAR","EL CARMEN DE BOLIVAR","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"6","0","0","05","05045","NO ACTIVO","ND","1900-01-01","2008-01-01","ND","ANTIOQUIA","APARTADO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17050","NO ACTIVO","ND","1900-01-01","2012-01-01","ND","CALDAS","ARANZAZU","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66001","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","RISARALDA","PEREIRA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","18","18410","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","CAQUETA","LA MONTAÑITA","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66088","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","RISARALDA","BELEN DE UMBRIA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","13","13001","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2011-01-01","Mujer","BOLIVAR","CARTAGENA","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66318","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","RISARALDA","GUATICA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73001","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","TOLIMA","IBAGUE","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","27","27006","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","CHOCO","ACANDI","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08634","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ATLANTICO","SABANAGRANDE","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76122","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","VALLE","CAICEDONIA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05120","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","ANTIOQUIA","CACERES","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","25","25851","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CUNDINAMARCA","UTICA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","08","08634","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","ATLANTICO","SABANAGRANDE","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52490","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2009-01-01","Hombre","NARIÑO","OLAYA HERRERA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08296","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","ATLANTICO","GALAPA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
