"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"CAPP-0005/06","Permiso Exploración Aguas Subterraneas","2006","Pozo Profundo","OICATA","CENTRO","1087006.96","1109718.03","Custodia Temporal"
"CAPP-0005/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","PUERTO BOYACA","CALDERON",,,"Para Generar Acto Administrativo"
"CAPP-0005/08","Permiso Exploración Aguas Subterraneas","2008","PERMISO EXPLORACION","SOGAMOSO","PANTANITOS",,,"Para Revisión de Documento"
"CAPP-0005/09","Permiso Exploración Aguas Subterraneas","2009","PERMISO MENOR","SANTA ROSA DE VITERBO","CACHAVITA","1118070","1134610","Para Generar Acto Administrativo"
"CAPP-0005/10","Concesion De Aguas","2010","AGUAS","IZA","AGUA CALIENTE",,,"Archivo Definitivo"
"CAPP-0005/11","Permiso Exploración Aguas Subterraneas","2011","PROSPECCION Y EXPLORACION AGUAS SUBTERRANEAS","SAMACA","LOMA REDONDA",,,"Para Generar Acto Administrativo"
"CAPP-0005/13","Permiso Exploración Aguas Subterraneas","2013","CONCESION DE AGUAS SUBTERRANEAS","SOGAMOSO","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CAPP-0005/18","Permiso Exploración Aguas Subterraneas","2018","CONCESION DE AGUAS SUBTERRÁNEAS","SAMACA","TIBAQUIRA",,,"Para Firma Acto Administrativo"
"CAPP-0006/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","AVENDANOS","NULL","NULL","Archivo Definitivo"
"CAPP-0006/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","CORRALES","MONECA","1135707","1136291","Para Visita"
"CAPP-0006/08","Concesion De Aguas","2008","EXPLOTACION DE AGUAS SUBTERRANEAS","GAMEZA","SATOBA","1100000","1141574","Para Seguimiento"
"CAPP-0006/09","Permiso Exploración Aguas Subterraneas","2009","AGUAS -","TOPAGA","LA ESPERANZA","1129837.00","1137063.00","Para Generar Acto Administrativo"
"CAPP-0006/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","TUNJA","PIRGUA","1103279.00","1082537.00","En Espera Cumplimiento Requerimientos"
"CAPP-0006/11","Permiso Exploración Aguas Subterraneas","2011","PROSPECCION AGUAS SUBTERRANEAS","PESCA","TOBOCA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0006/12","Permiso Exploración Aguas Subterraneas","2012","PERMISO DE EXPLORACION DE AGUAS SUBTERRANEAS","SOGAMOSO","ZONA URBANA",,,"Para Visita"
"CAPP-0006/13","Permiso Exploración Aguas Subterraneas","2012","AGUAS SUBTERRANEAS. LAVADERO DE VEHICULOS","PUERTO BOYACA","ZONA URBANA","942816","1152952","Para Reparto"
"CAPP-0006/18","Concesión de Aguas Subterraneas","2018","SOLICITUD CONCESIÓN DE AGUAS SUBTERRÁNEAS","FIRAVITOBA","TINTAL",,,"Notificación realizada"
"CAPP-0007/08","Permiso Exploración Aguas Subterraneas","2008","AGUAS","FIRAVITOBA","TINTAL","1120481","1123101","Para Generar Acto Administrativo"
"CAPP-0007/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","MONIQUIRA","NOVILLERO",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0007/11","Permiso Exploración Aguas Subterraneas","2011","PROSPECCIÓN DE AGUAS SUBTERRANEAS","GAMEZA","MOTUA",,,"Para Generar Acto Administrativo"
"CAPP-0007/12","Permiso Exploración Aguas Subterraneas","2012","EXPLORACION POZO PROFUNDO","TUTA","LEONERA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0007/13","Concesion De Aguas","2013","AGUAS SUBTERRANEAS POZO NUEVO","MONIQUIRA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0008/03","Permiso Exploración Aguas Subterraneas","2003","AGUAS POZO PROFUNDO","PESCA","TOBOCA","1118248.00","1113368.00","Archivo Definitivo"
"CAPP-0008/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","NOBSA","GUAQUIRA","1124894.00","1129646.00","Para Generar Acto Administrativo"
"CAPP-0008/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","IZA","CARICHAMA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0008/11","Permiso Exploración Aguas Subterraneas","2011","CONCESION DE AGUAS SUBTERRANEAS","DUITAMA","ZONA URBANA","1,115,656","1,134,052","Notificación realizada"
"CAPP-0008/12","Permiso Exploración Aguas Subterraneas","2012","EXPLORACION AGUAS SUBTERRANEAS","PUERTO BOYACA","PALAGUA",,,"Para Seguimiento"
"CAPP-0008/13","Concesion De Aguas","2013","POZO NUEVO","SAMACA","CENTRO",,,"Para Visita"
"CAPP-0008/18","Concesion De Aguas","2018","SOLICITUD CONCESIÓN DE AGUAS SUBTERRÁNEAS","SORACA","OTRO LADO - SALITRE",,,"Notificación realizada"
"CAPP-0009/07","Permiso Exploración Aguas Subterraneas","2007","Pozo Profundo","Sin Información","ZONA URBANA","009-45-2276","011-48-525","En Espera Cumplimiento Requerimientos"
"CAPP-0009/09","Concesion De Aguas","2009","EXPLOTACION DE POZO PROFUNDO","COMBITA","SAN MARTIN","1117273","1083690","En Espera Cumplimiento Requerimientos"
"CAPP-0009/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","OICATA","GUINTIVA",,,"Información Visita"
"CAPP-0009/11","Permiso Exploración Aguas Subterraneas","2011","EXPLORACION POZO PROFUNDO","SORA","CAITOQUE Y SALITRE",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0009/12","Permiso Exploración Aguas Subterraneas","2012","PROSPECCION Y EXPLORACION DE AGUAS SUBTERRANEAS","SOGAMOSO","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0009/13","Permiso Exploración Aguas Subterraneas","2013","USO DOMESTICO","PAIPA","SATIVA",,,"Para Emitir Concepto Técnico"
"CAPP-0010/07","Permiso Exploración Aguas Subterraneas","2007","Pozo profundo","Sin Información","ZONA URBANA","009-45-772","011-41-990","En Espera Cumplimiento Requerimientos"
"CAPP-0010/08","Permiso Exploración Aguas Subterraneas","2008","AGUAS - POZO PROFUNDO","TIBASOSA","EL ESPARTAL","1113964.00","1127572.00","Para Generar Acto Administrativo"
"CAPP-0010/09","Permiso Exploración Aguas Subterraneas","2009","AGUAS - POZO PROFUNDO","SOGAMOSO","RAMADA","1125341.00","1127758.00","En Espera Cumplimiento Requerimientos"
"CAPP-0010/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS - FINCA TIERRA GRATA","TUTA","LEONERA","1115307.00","1095307.00","En Espera Cumplimiento Requerimientos"
"CAPP-0010/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRANEAS","SORA","QUEBRADA HONDA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0010/12","Permiso Exploración Aguas Subterraneas","2012","CONCESION DE AGUAS SUBTERRANEAS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPP-0010/13","Permiso Exploración Aguas Subterraneas","2013","USO DOMESTICO PECUARIO Y RIEGO","PAIPA","SATIVA",,,"Notificación realizada"
"CAPP-0011/07","Permiso Exploración Aguas Subterraneas","2007","Pozo profundo","Sin Información","ZONA URBANA","94250000","1152500","Para Seguimiento"
"CAPP-0011/09","Permiso Exploración Aguas Subterraneas","2009","MARAÑAL","PUERTO BOYACA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CAPP-0011/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS - SANTA BARBARA","TOCA","CHORRERA","1110438","1101260","En Espera Cumplimiento Requerimientos"
"CAPP-0011/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRANEAS","SANTA ROSA DE VITERBO","GRATAMIRA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0011/12","Permiso Exploración Aguas Subterraneas","2012","exploracion de aguas subterraneas","PUERTO BOYACA","ZONA URBANA",,,"Para Visita"
"CAPP-0011/13","Permiso Exploración Aguas Subterraneas","2013","USO RIEGO","SUTAMARCHAN","PEDREGAL",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0012/07","Permiso Exploración Aguas Subterraneas","2007","Pozo profundo","Sin Información","PALAGUA","011-48-414","009-43-313","En Espera Cumplimiento Requerimientos"
"CAPP-0012/09","Concesion De Aguas","2009","AGUAS","TIBASOSA","CENTRO","1120040","1128706","En Espera Cumplimiento Requerimientos"
"CAPP-0012/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","NOBSA","UCUENGA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0012/11","Permiso Exploración Aguas Subterraneas","2011","AGUAS SUBTERRANEAS","SANTA ROSA DE VITERBO","QUEBRADA GRANDE",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0012/13","Concesion De Aguas","2013","PARADOR-ESTACIONAMIENTO","PUERTO BOYACA","PUERTO NIÑO",,,"Para Visita"
"CAPP-0012/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","SANTA ROSA DE VITERBO","EL OLIVO",,,"Para Firma Acto Administrativo"
"CAPP-0013/09","Permiso Exploración Aguas Subterraneas","2009","AGUAS - POZO PROFUNCO","CUCAITA","CENTRO","1068419.76","1104597.61","Para Visita"
"CAPP-0013/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","SOGAMOSO","VANEGAS",,,"Archivo Definitivo"
"CAPP-0013/13","Permiso Exploración Aguas Subterraneas","2013","LAVADERO DE VEHICULOS","PUERTO BOYACA","PUERTO NIÑO",,,"Para Visita"
"CAPP-0013/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","DUITAMA","HIGERAS",,,"Notificación realizada"
"CAPP-0014/07","Permiso Exploración Aguas Subterraneas","2007","Aguas subterraneas","Sin Información","ZONA URBANA","009-53-272","011-48-699","En Espera Cumplimiento Requerimientos"
"CAPP-0014/09","Concesion De Aguas","2009","AGRICULTURA","COMBITA","SAN ONOFRE",,,"Para Generar Acto Administrativo"
"CAPP-0014/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","TUNJA","TRAS DEL ALTO",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0014/13","Permiso Exploración Aguas Subterraneas","2013","USO INDUSTRIALHUMECTACION DE VIAS","SOGAMOSO","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CAPP-0014/17","Concesion De Aguas","2017","CONCESION DE AGUAS SUBTERRÁNEAS","SORACA","CHAINE",,,"Notificación realizada"
"CAPP-0014/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","DUITAMA","HIGERAS",,,"Notificación realizada"
"CAPP-0015/07","Permiso Exploración Aguas Subterraneas","2007","Aguas subterraneas","Sin Información","MIRAÑAL","009-41-217","011-30-605","En Espera Cumplimiento Requerimientos"
"CAPP-0015/09","Permiso Exploración Aguas Subterraneas","2009","PERMISO MENOR - POZO INSTITUTO TECNICO AGRICOLA DE PAIPA","PAIPA","SALITRE","1126841.00","1105826.00","En Espera Cumplimiento Requerimientos"
"CAPP-0015/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","SAMACA","LOMA REDONDA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0015/13","Permiso Exploración Aguas Subterraneas","2013","INVESTIGACIÓN","COMBITA","SAN FRANCISCO",,,"Archivo Definitivo"
"CAPP-0015/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRÁNEAS","COMBITA","SAN ONOFRE",,,"Notificación realizada"
"CAPP-0016/07","Permiso Exploración Aguas Subterraneas","2007","Aguas subterraneas","Sin Información","PALAGUA","009-53-321","011-64-859","Para Contestar Radicado"
"CAPP-0016/09","Permiso Exploración Aguas Subterraneas","2009","0","CHIVATA","MORAL",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0016/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","PUERTO BOYACA","GUANEGRO",,,"En Espera de Recibo de Pago"
"CAPP-0016/13","Permiso Exploración Aguas Subterraneas","2013","PROSPECCIÓN POZO","FIRAVITOBA","GOTUA","1121321","1117153","En Espera Cumplimiento Requerimientos"
"CAPP-0016/17","Concesion De Aguas","2017","SOLICITUD CONCESIÓN DE AGUAS SUBTERRANEAS","PUERTO BOYACA","ERMITAÑO",,,"Para Notificación"
"CAPP-0016/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRÁNEAS","SANTA ROSA DE VITERBO","LA LAGUNA",,,"Notificación realizada"
"CAPP-0017/07","Permiso Exploración Aguas Subterraneas","2007","Aguas subterraneas","Sin Información","ZONA URBANA","009-45-772","011-41-990","Custodia Temporal"
"CAPP-0017/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","PUERTO BOYACA","PALAGUA",,,"Para Generar Acto Administrativo"
"CAPP-0017/13","Concesion De Aguas","2013","POZO PROFUNDO NACIMIENTO","SOGAMOSO","ZONA URBANA","1130281","1128044","Para Visita"
"CAPP-0017/18","Concesión de Aguas Subterraneas","2018","CONCESIÓN DE AGUAS SUBTERRANEAS","PUERTO BOYACA","PUERTO NIÑO",,,"Para Generar Acto Administrativo"
"CAPP-0018/07","Permiso Exploración Aguas Subterraneas","2007","Aguas subterraneas","Sin Información","MIRAÑAL","009-36-522","011-28-244","En Espera Cumplimiento Requerimientos"
"CAPP-0018/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","PUERTO BOYACA","LAS PAVAS",,,"Para Generar Acto Administrativo"
"CAPP-0018/13","Permiso Exploración Aguas Subterraneas","2013","USO DOMESTICO E INDUSTRIAL","PESCA","CENTRO","1114788","1110610","Notificación realizada"
"CAPP-0018/18","Permiso Exploración Aguas Subterraneas","2018","SOLICITUD DE PROSPECCIÓN Y EXPLORACIÓN DE AGUAS SUBTERRÁNEAS","SOGAMOSO","ZONA URBANA",,,"Notificación realizada"
"CAPP-0019/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","PUERTO BOYACA","PALAGUA",,,"En Espera de Recibo de Pago"
"CAPP-0019/13","Permiso Exploración Aguas Subterraneas","2013","PERMISO DE PROSPECCIÓN Y EXPLORACIÓN DE AGUAS SUBTERRANEAS","MOTAVITA","RISTA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0020/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","PUERTO BOYACA","PUERTO GUTIERREZ",,,"Archivo Definitivo"
"CAPP-0020/13","Concesion De Aguas","2013","CONCESIÓN DE AGUAS SUBTERRÁNEAS PARA USO DOMESTICO","TUNJA","ZONA URBANA",,,"Para Emitir Concepto Técnico"
"CAPP-0021/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRANEAS","PUERTO BOYACA","ZONA URBANA",,,"En Espera de Recibo de Pago"
"CAPP-0022/10","Concesion De Aguas","2010","AGUAS","PUERTO BOYACA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CAPP-0023/10","Concesion De Aguas","2010","AGUAS","PUERTO BOYACA","ERMITAÑO",,,"Para Generar Acto Administrativo"
"CAPP-0024/10","Concesion De Aguas","2010","AGUAS","PUERTO BOYACA","EL PESCADO",,,"Para Generar Acto Administrativo"
"CAPP-0025/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","FIRAVITOBA","ALCAPARRAL",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0026/04","Permiso Exploración Aguas Subterraneas","2004","Pozo profundo","TUTA","RIO DE PIEDRAS","1087850.00","1121150.00","En Espera Cumplimiento Requerimientos"
"CAPP-0026/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRANEAS","SOCHA","ALTO",,,"Para Generar Acto Administrativo"
"CAPP-0027/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","SOTAQUIRA","ANGOSTURAS",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0028/10","Permiso Exploración Aguas Subterraneas","2010","RIEGO CULTIVOS","NOBSA","CHAMEZA MAYOR",,,"Archivo Definitivo"
"CAPP-0029/04","Permiso Exploración Aguas Subterraneas","2004","Pozo profundo","Sin Información","RITOQUE","1,061,266","1,109,997","En Espera Cumplimiento Requerimientos"
"CAPP-0029/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","DUITAMA","TOCOGUA",,,"Para Generar Acto Administrativo"
"CAPP-0030/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS","PUERTO BOYACA","CALDERON",,,"Para Generar Acto Administrativo"
"CAPP-0031/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO EL ROSAL","Sin Información","SIATAME","NULL","NULL","Archivo Definitivo"
"CAPP-0031/10","Permiso Exploración Aguas Subterraneas","2010","AGUAS SUBTERRÁNEAS","OICATA","GUINTIVA",,,"En Espera Cumplimiento Requerimientos"
"CAPP-0033/01","Permiso Exploración Aguas Subterraneas","2001","EXPLORACION POZO PROFUNDO","CUCAITA","CENTRO","1104897.67","1068084.48","Archivo Definitivo"
"CAPP-0046/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO LA PRADERA","Sin Información","ALCAPARRAL","NULL","NULL","Custodia Temporal"
"CAPP-0047/00","Permiso Exploración Aguas Subterraneas","2000","POZO PROFUNDO","Sin Información","TIBAQUIRA","NULL","NULL","Archivo Definitivo"
"CAPP-0048/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO CHORRO BLANCO","Sin Información","SAN ISIDRO","NULL","NULL","Para Generar Acto Administrativo"
"CAPP-0052/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","EL CENTRO","NULL","NULL","Archivo Definitivo"
"CAPP-0057/00","Permiso Exploración Aguas Subterraneas","2000","POZO PROFUNDO","Sin Información","PIRGUA","1104678.65","1073489.19","En Espera Cumplimiento Requerimientos"
"CAPP-0059/00","Permiso Exploración Aguas Subterraneas","2000","POZO PROFUNDO","Sin Información","ALTO NEGRO","NULL","NULL","Archivo Definitivo"
"CAPP-0060/04","Permiso Exploración Aguas Subterraneas","2004","EXPLORACION POZO PROFUNDO","Sin Información","QUEBRADA GRANDE","NULL","NULL","Archivo Definitivo"
"CAPP-0081/01","Permiso Exploración Aguas Subterraneas","2001","Pozo Profundo","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"CAPP-0098/01","Permiso Exploración Aguas Subterraneas","2001","Pozo Profundo","Sin Información","SAN ONOFRE","NULL","NULL","Archivo Definitivo"
"CAPP-0098/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","HACIENDA","NULL","NULL","Archivo Definitivo"
"CAPP-0099/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","PIRGUA","1076780","1104940","Archivo Definitivo"
"CAPP-0112/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO","Sin Información","CHORRITO","NULL","NULL","En Espera Cumplimiento Requerimientos"
"CAPP-0115/03","Permiso Exploración Aguas Subterraneas","2003","Pozo Profundo","BELEN","DONACION",,,"Archivo Definitivo"
"CAPP-0116/00","Permiso Exploración Aguas Subterraneas","2000","POZO PROFUNDO","Sin Información","BUITREROS","1111210","1129375","Archivo Definitivo"
"CAPP-0117/00","Permiso Exploración Aguas Subterraneas","2000","POZO PROFUNDO","Sin Información","PIRGUA","NULL","NULL","Archivo Definitivo"
"CAPP-0120/01","Permiso Exploración Aguas Subterraneas","2001","Pozo produndo","Sin Información","CHORRERA","NULL","NULL","En Espera Cumplimiento Requerimientos"
"CAPP-0125/03","Permiso Exploración Aguas Subterraneas","2003","Pozo profundo","TOCA","CHORRERA",,,"Archivo Definitivo"
"CAPP-0125/97","Permiso Exploración Aguas Subterraneas","1997","POZO HIGUERAS","DUITAMA","ZONA URBANA",,,"Archivo Definitivo"
"CAPP-0130/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","SAN ONOFRE","1082365","111120","Archivo Definitivo"
"CAPP-0133/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","SIATAME","1120358.35","1124975.10","En Tramite"
"CAPP-0136/04","Permiso Exploración Aguas Subterraneas","2004","Prospeccion de aguas subterraneas","Sin Información","TOCOGUA","NULL","NULL","Archivo Definitivo"
"CAPP-0138/04","Permiso Exploración Aguas Subterraneas","2004","Pozo profundo","Sin Información","CENTRO","1,070,500","1,100,600","Archivo Definitivo"
"CAPP-0140/01","Permiso Exploración Aguas Subterraneas","2001","AGUAS - POZO PROFUNDO","SAMACA","TIBAQUIRA","1102991.00","1066056.00","Custodia Temporal"
"CAPP-0144/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","SAN MARTIN","NULL","NULL","Para Generar Acto Administrativo"
"CAPP-0145/08","Concesion De Aguas","2008","AGUAS","SACHICA","CENTRO",,,"Para Generar Acto Administrativo"
"CAPP-0146/08","Concesion De Aguas","2008","AGUAS","SOGAMOSO","PANTANITOS","1128729","1130527","En Espera Cumplimiento Requerimientos"
"CAPP-0147/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","ALCAPARRAL","NULL","NULL","Archivo Definitivo"
"CAPP-0154/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO Y QUEBRADA EL SALITRE","Sin Información","SAN MARTIN","1084914","1118451","Para Contestar Radicado"
"CAPP-0156/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","GUINTIVA","1087127","1114117","Concepto Emitido"
"CAPP-0160/02","Permiso Exploración Aguas Subterraneas","2002","AGUAS POZO PROFUNDO - POZO ACHIQUE - LAGO DE TOTA","SOGAMOSO","SAN JOSE","1131497.00","1129203.00","Concepto Emitido"
"CAPP-0163/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","ZONA URBANA","1127871.04","1122177.15","Archivo Definitivo"
"CAPP-0165/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","GUINTIVA","NULL","NULL","Archivo Definitivo"
"CAPP-0165/04","Permiso Exploración Aguas Subterraneas","2004","POZO PROFUNDO","Sin Información","TIBAQUIRA","NULL","NULL","Archivo Definitivo"
"CAPP-0173/04","Permiso Exploración Aguas Subterraneas","2004","POZO PROFUNDO","Sin Información","HACIENDA","NULL","NULL","Archivo Definitivo"
"CAPP-0174/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","SAN ONOFRE","NULL","NULL","En Tramite"
"CAPP-0176/04","Permiso Exploración Aguas Subterraneas","2004","POZO PROFUNDO","Sin Información","LA ESPERANZA","NULL","NULL","Para Seguimiento"
"CAPP-0183/03","Permiso Exploración Aguas Subterraneas","2003","FINCA LA ESPERANZA","Sin Información","HACIENDA","NULL","NULL","Archivo Definitivo"
"CAPP-0185/03","Permiso Exploración Aguas Subterraneas","2003","SUANOGA","Sin Información","SOACA","NULL","NULL","Archivo Definitivo"
"CAPP-0185/04","Permiso Exploración Aguas Subterraneas","2004","POZO PROFUNDO","Sin Información","SAN MARTIN","1065400","1161058","Para Generar Acto Administrativo"
"CAPP-0195/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","POTRERO","113728159","112783566","Archivo Definitivo"
"CAPP-0195/02","Permiso Exploración Aguas Subterraneas","2002","Pozo Profundo","SORACA","ALTO NEGRO","1082268","1100523","Archivo Definitivo"
"CAPP-0203/04","Permiso Exploración Aguas Subterraneas","2004","P.P La Eucalipta","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"CAPP-0207/02","Permiso Exploración Aguas Subterraneas","2002","Pozo Profundo","Sin Información","TOCOGUA","NULL","NULL","Archivo Definitivo"
"CAPP-0217/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","SAN RAFAEL","NULL","NULL","Archivo Definitivo"
"CAPP-0226/03","Permiso Exploración Aguas Subterraneas","2003","AGUAS POZO PROFUNDO","SOGAMOSO","MORCA",,,"Acumulado"
"CAPP-0228/02","Permiso Exploración Aguas Subterraneas","2002","Pozo profundo","Sin Información","ALCAPARRAL","NULL","NULL","Archivo Definitivo"
"CAPP-0229/03","Permiso Exploración Aguas Subterraneas","2003","Aguas uso industrial","Sin Información","TOCOGUA","NULL","NULL","Archivo Definitivo"
"CAPP-0234/02","Permiso Exploración Aguas Subterraneas","2002","Pozo profundo","Sin Información","ALCAPARRAL","NULL","NULL","Archivo Definitivo"
"CAPP-0234/03","Permiso Exploración Aguas Subterraneas","2003","Gachaneca","Sin Información","CENTRO","NULL","NULL","Para Generar Acto Administrativo"
"CAPP-0242/01","Permiso Exploración Aguas Subterraneas","2001","Pozo profundo","Sin Información","CENTRO","NULL","NULL","Para Generar Acto Administrativo"
"CAPP-0243/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","PESCA","CHINCUA","1108189.00","1114778.00","En Espera Cumplimiento Requerimientos"
"CAPP-0246/01","Permiso Exploración Aguas Subterraneas","2001","POZO PROFUNDO","Sin Información","BONZA","1130650","1128350","Notificación realizada"
"CAPP-0252/02","Permiso Exploración Aguas Subterraneas","2002","POZO PROFUNDO","Sin Información","SEGUNDA CHORRERA","NULL","NULL","Para Generar Acto Administrativo"
"CAPP-0258/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO SAN JUDAS TADEO","Sin Información","SAN JUDAS TADEO","NULL","NULL","Archivo Definitivo"
"CAPP-0281/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO","Sin Información","CENTRO","1066842","1104796","Archivo Definitivo"
"CAPP-0307/97","Permiso Exploración Aguas Subterraneas","1997","EL AYUELAL","CUCAITA","CENTRO","1067000.00","1103000.00","Archivo Definitivo"
"CAPP-0308/98","Concesion De Aguas","1998","SOLICITUD EXPLORACION DE AGUAS","SUTAMARCHAN","ZONA URBANA",,,"Archivo Definitivo"
"CAPP-0314/02","Concesion De Aguas","2002","AGUAS POZO PROFUNDO","DUITAMA","SAN LORENZO","1111960.00","1132620.00","En Espera Cumplimiento Requerimientos"
"CAPP-0334/03","Permiso Exploración Aguas Subterraneas","2003","POZO PROFUNDO","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"CAPP-4036/94","Permiso Exploración Aguas Subterraneas","1994","AGUAS PERFORACION POZO PROFUNDO","PUERTO BOYACA","CALDERON","947126.00","1163069.67","Archivo Definitivo"
"CAPP-4148/94","Concesion De Aguas","1994","PERMISO ESPECIAL","DUITAMA","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0001/09","Concesion De Aguas","2009","CONCESION DE AGUAS Y PERMISO DE VERTIMIENTOS - RIO GUINA","TUTAZA","PARAMO","1138684.00","1168530.00","Archivo Definitivo"
"CAPV-0001/10","Concesion De Aguas","2010","CONCESION DE AGUAS - PERMISO DE VERTIMIENTOS","GAMEZA","SAN ANTONIO","1132925.00","1138100.00","Para Seguimiento"
"CAPV-0001/11","Concesion De Aguas","2011","CONCESION AGUAS Y VERTIMIENTOS","PAUNA","MONTE Y PINAL",,,"Concepto Emitido"
"CAPV-0001/12","Concesion De Aguas","2012","CONCESION DE AGUAS Y PERMISO DE VERTIMIENTOS","SOGAMOSO","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPV-0002/09","Permiso de Vertimientos","2008","VERTIMIENTOS","CUITIVA","CARACOLES","1109400","1121250","Para Corregir Acto Administrativo"
