"codigo","tipo","nombre","deporte","direccion","telefono","municipio","departamento","paginaweb","email","ubicacion","razonsocial","claseubicacion","localidadcomuna","descripcion","latitud","longitud","urlimagen"
"1040","ESCENARIO","PISTA DE PATINAJE PARQUE EL CENTENARIO","Deportivo","PARQUE EL CENTENARIOBARRIO CENTRO","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info","www.idercartagenadeindias.info","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 1","PISTA DE PATINAJE","10.42284344","-75.54724515","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/412.png"
"2240","ESCENARIO","CANCHA DE VOLEIBOL DE LA UNIDAD PANAMERICANA JAIME APARICIO","Deportivo","CL 9 CON KR 37A","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE VOLEIBOL","3.423218962","-76.5366581","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/760.png"
"828","ESCENARIO","CANCHA DE MINIFUTBOL LAS ESTRELLAS DE LA UNION","Deportivo","CL 35 CON KR 14","3464958","BARRANQUILLA","ATLANTICO","svasquez@barranquilla.gov.co","svasquez@barranquilla.gov.co","Otro","INSTITUTO MUNICIPAL DE RECREACION Y DEPORTE DE BARRANQUILLA - IMRD","Zona Urbana","SIN COMUNAS","CANCHA DE MINIFUTBOL","10.95181883","-74.7891535","http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/352.png"
"1298","ESCENARIO","CANCHA DE MICROFUTBOL DEL BARRIO 20 DE JULIO","Deportivo","KR 1A 14 -21","0","GIRARDOT","CUNDINAMARCA","www.girardot-cundinamarca.gov.vo","www.girardot-cundinamarca.gov.vo","Otro","JUNTA DE ACCION COMUNAL BARRIO 20 DE JULIO","Zona Urbana","SIN COMUNAS","CANCHA DE MICROFUTBOL","4.289119667","-74.80110167","http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/9.png"
"1867","ESCENARIO","CANCHA DE FUTBOL DE LA UNIDAD RECREATIVA TORY CASTRO","Recreativo","CL 19 N? 4BOESTE-50","8829007","CALI","VALLE DEL CAUCA","www.crpcali.com","www.crpcali.com","Complejo deportivo","UNIDAD RECREATIVA TORY CASTRO","Zona Urbana","COMUNA UNO","CANCHA DE FUTBOL","3.452484491","-76.55707121","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/387.png"
"215","LIGAS","LIGA DE FUTBOL DEL ATLANTICO","FUTBOL","KR 46 N° 72-01 EST",,"BARRANQUILLA","ATLANTICO","moisesdv@hotmail.com","moisesdv@hotmail.com",,,,,,"10.99406349","-74.80676964",
"2331","ESCENARIO","CANCHA MULTIPLE DEL POLIDEPORTIVO LA ESPERANZA","Recreativo y Deportivo","KR 37 CON CL 26B","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA ONCE","CANCHA MULTIPLE","3.420163324","-76.51842249","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/851.png"
"809","ESCENARIO","ESTADIO DE FUTBOL ROMELIO MARTINEZ","Deportivo","CL 72 CON KR 44 (No 72-20)","3243948","BARRANQUILLA","ATLANTICO","atencioalciudadano@barranquilla.gov.co","atencioalciudadano@barranquilla.gov.co","Otro","SECRETARIA DISTRITAL DE RECREACION Y DEPORTES DE BARRANQUILLA","Zona Urbana","SIN COMUNAS","CANCHA DE FUTBOL","10.9939485","-74.80688","http://www.visorgeocoldeportes.gov.co/images/escenarios/08001/263.png"
"892","ESCENARIO","CANCHA MULTIPLE INSTITUCION EDUCATIVA MARIA REINA","Deportivo","CL ALFONSO LOPEZ N? 38-37","0","CARTAGENA DE INDIAS","BOLIVAR","iemariareina sac7@hotmail.com","iemariareina sac7@hotmail.com","Establecimiento educativo","INSTITUCION EDUCATIVA MARIA REINA","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 4","CANCHA MULTIPLE","10.41542917","-75.521557","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/195.png"
"1150","ESCENARIO","CANCHA MULTIPLE DE LA INSTITUCION EDUCATIVA PANTANITOS","Deportivo","KR 6 CON CL 22","0","SOGAMOSO","BOYACA",,,"Establecimiento educativo","MUNICIPIO DE SOGAMOSO","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.721811667","-72.91809883","http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/63.png"
"1934","ESCENARIO","MURO DE SQUASH DE LA UNIDAD RECREATIVA BARRANQUILLA","Recreativo","KR 1B N? 59-05","4467864","CALI","VALLE DEL CAUCA","www.cprcali.com","www.cprcali.com","Complejo deportivo","UNIDAD RECREATIVA BARRANQUILLA","Zona Urbana","COMUNA CINCO","MURO DE SQUASH","3.477326152","-76.49755258","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/454.png"
"523","LIGAS","LIGA DE BALONCESTO DE NARIÑO","BALONCESTO","EDIF CONCASA  OFICINA 104",,"PASTO","NARIÑO","ligabalonarino@gmail.com","ligabalonarino@gmail.com",,,,,,"1.213540057","-77.27943716",
"1296","ESCENARIO","CANCHA DE BALONCESTO DEL INSTITUTO NUEVO HORIZONTE","Deportivo","KR 4 15-42","8325578","GIRARDOT","CUNDINAMARCA","deportesgirardot@hotmail.com","deportesgirardot@hotmail.com","Establecimiento educativo","INSTITUTO NUEVO HORIZONTE","Zona Urbana","SIN COMUNAS","CANCHA DE BALONCESTO","4.291616667","-74.80213283","http://www.visorgeocoldeportes.gov.co/images/escenarios/25307/7.png"
"1970","ESCENARIO","CANCHA DE BALONCESTO DEL BARRIO VILLAS DEL PRADO","Recreativo y Deportivo","KR 4D CON CL 59CBIS","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA CINCO","CANCHA DE BALONCESTO","3.465782073","-76.49379936","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/490.png"
"1045","ESCENARIO","CANCHA DE MINIBALONCESTO N° 2 ESCUELAS PROFESIONALES SALESIANAS","Deportivo","CENTRO PLAZOLETA DE LAS BOVEDAS N? 39-60","6642063","CARTAGENA DE INDIAS","BOLIVAR","salesianoseps@hotmail.com","salesianoseps@hotmail.com","Establecimiento educativo","ESCUELAS PROFESIONALES SALESIANAS","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 1","CANCHA DE MINIBALONCESTO","10.42886294","-75.54683307","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/421.png"
"1651","ESCENARIO","CANCHA DE FUTBOL DEL PARQUE  RECREACIONAL Y CULTURAL LAS ACACIAS","Recreativo","KR 9 CL 7","6633196","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA SIETE","CANCHA DE FUTBOL","3.447979691","-76.4810795","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/171.png"
"1919","ESCENARIO","CANCHA MULTIPLE DEL COLEGIO INEM JORGE ISACCS","Recreativo y Educación Fisíca","KR 5 NORTE N?6N-126","4470128","CALI","VALLE DEL CAUCA","www.inem.com","www.inem.com","Establecimiento educativo","COLEGIO INEM JORGE ISACCS","Zona Urbana","COMUNA CUATRO","CANCHA MULTIPLE","3.481074309","-76.50267129","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/439.png"
"2121","ESCENARIO","CANCHA DE MINIFUTBOL DE LA UNIDAD DEPORTIVA ALBERTO GALINDO","Deportivo","CL 4 CON KR 52","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo deportivo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECINUEVE","CANCHA DE MINIFUTBOL","3.413147265","-76.55302112","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/641.png"
"958","ESCENARIO","COLISEO DE BALONCESTO IDERBOL","Deportivo","BARRIO PASEO BOLIVAR IDERBOL","6663351","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info","www.idercartagenadeindias.info","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA DE BALONCESTO","10.42516917","-75.53679326","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/263.png"
"603","LIGAS","LIGA DE RUGBY  DE RISARALDA","RUGBY","BARRIO CAMPESTRE C MANZANA 12 CS 3","3232449","DOSQUEBRADAS","RISARALDA","lrr@fecorugby.co","lrr@fecorugby.co",,,,,,"4.833946876","-75.69273023",
"683","LIGAS","LIGA DE LEVANTAMIENTO DE PESAS DEL VALLE","LEVANTAMIENTO DE PESAS","KR 36 N° 5B-65 OFC 107",,"CALI","VALLE DEL CAUCA","livapesas@hotmail.com","livapesas@hotmail.com",,,,,,"3.430473398","-76.54217678",
"486","LIGAS","LIGA DE TEJO DE MAGDALENA","TEJO","CL 18 N° 18-46 VILLA OLIMPICA SIMON BOLIVAR",,"SANTA MARTA","MAGDALENA","litemag@hotmail.com","litemag@hotmail.com",,,,,,"11.23913748","-74.19604304",
"1393","ESCENARIO","CANCHA MULTIPLE DEL BARRIO EL POBLADO I","Deportivo","BARRIO EL POBLADO MZ C","3248001","PEREIRA","RISARALDA",,,"Otro","JUNTA DE ACCION COMUNAL BARRIO EL POBLADO I","Zona Urbana","COMUNA EL POBLADO","CANCHA MULTIPLE","4.80395","-75.70673267","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\89.png"
"1936","ESCENARIO","CANCHA DE MICROFUTBOL SINTETICA DE LA UNIDAD RECREATIVA BARRANQUILLA","Recreativo","KR 1B N? 59-05","4467864","CALI","VALLE DEL CAUCA","www.cprcali.com","www.cprcali.com","Complejo deportivo","UNIDAD RECREATIVA BARRANQUILLA","Zona Urbana","COMUNA CINCO","CANCHA DE MICROFUTBOL SINTETICA","3.47753818","-76.49727796","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/456.png"
"768","LIGAS","LIGA DE CANOTAJE Y REMO DE VAUPES","CANOTAJE Y REMO","KR 13A N° 15-60 BARRIO CENTRO","5642138","MITÚ","VAUPES",,,,,,,,"1.267465717","-70.22128278",
"1653","ESCENARIO","CANCHA DE MICROFUTBOL DEL PARQUE  RECREACIONAL Y CULTURAL LAS ACACIAS","Recreativo","KR 9 CL 7","6633196","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA SIETE","CANCHA DE MICROFUTBOL","3.447379002","-76.48110878","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/173.png"
"1586","ESCENARIO","CANCHA DE BALONCESTO DEL CENTRO DOCENTE JORGE ELIECER GAITAN","Recreativo y Educación Fisíca","KR 2 C N? 71 00","4428886","CALI","VALLE DEL CAUCA","0","0","Establecimiento educativo","CENTRO DOCENTE JORGE ELIECER GAITAN","Zona Urbana","COMUNA SEIS","CANCHA DE BALONCESTO","3.471972242","-76.48444297","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/106.png"
"1071","ESCENARIO","CANCHA MULTIPLE DEL BARRIO CENTENARIO","Recreativo y Deportivo","CL 14 CON KR 15","7435836","TUNJA","BOYACA","recreacionydeportetunja@irdet.go.co","recreacionydeportetunja@irdet.go.co","Otro","JUNTA DE ACCION COMUNAL DEL BARRIO CENTENARIO","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.529974","-73.36835417","http://www.visorgeocoldeportes.gov.co/images/escenarios/15001/71.png"
"1715","ESCENARIO","CANCHA DE FUTBOL N°3 DEL PARQUE  DE LA CA?A","Recreativo","KR 8 N? 39 01","0","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo recreativo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA SIETE","CANCHA DE FUTBOL","3.453999844","-76.50589444","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/235.png"
"2149","ESCENARIO","CANCHA DE VOLEIBOL DEL BARRIO LOURDES","Recreativo y Deportivo","KR 72 CON CL 1A O","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIECIOCHO","CANCHA DE VOLEIBOL","3.391565967","-76.5567688","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/669.png"
"2100","ESCENARIO","SALON TENIS DE MESA DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N?100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","SALON TENIS DE MESA","3.373012227","-76.53502862","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/620.png"
"1193","ESCENARIO","CANCHA MULTIPLE BARRIO BUENAVISTA","Recreativo y Deportivo","DETRAS DE LA CLINICA UNIONBARRIO BUENAVISTA","7822583","MONTERÍA","CORDOBA","www.monteria-cordoba.gov.co","www.monteria-cordoba.gov.co","Otro","ALCALDIA DE MONTERIA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","8.746149634","-75.89201915","http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/3.png"
"1286","ESCENARIO","POLIDEPORTIVO BARRIO SAN FERNANDO","Deportivo","K 1B CL 27 BARRIO SAN FEERNANDO","8868181","FUSAGASUGÁ","CUNDINAMARCA","www.fusagasuga-cundinamarca.gov.co","www.fusagasuga-cundinamarca.gov.co","Otro","IDERF ALCALDIA DE FUSAGASUGA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","4.322988667","-74.36322233","http://www.visorgeocoldeportes.gov.co/images/escenarios/25290/48.png"
"1439","ESCENARIO","CANCHA MULTIPLE DE LA INSTITUCION EDUCATIVA LENINGRADO","Deportivo","KR 28C CL 80","3373653","PEREIRA","RISARALDA","leningrado@pereiraeduca.gov.co","leningrado@pereiraeduca.gov.co","Establecimiento educativo","INSTITUCION EDUCATIVA LENINGRADO","Zona Urbana","COMUNA SAN JOAQUIN","CANCHA MULTIPLE","4.798630667","-75.737888","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\253.png"
"2267","ESCENARIO","CANCHA DE FUTBOL DEL BARRIO COLSEGUROS ANDES","Recreativo y Deportivo","CL 12 A 33","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DIEZ","CANCHA DE FUTBOL","3.428145075","-76.52931848","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/787.png"
"571","LIGAS","LIGA DE TENIS DE MESA DE QUINDIO","TENIS DE MESA","COLISEO DEL CAFE PLANTA BAJA LOCAL N2",,"ARMENIA","QUINDIO","gjtz62@hotmail.com","gjtz62@hotmail.com",,,,,,"4.547673662","-75.66821069",
"1906","ESCENARIO","CANCHA DE MICROFUTBOL SINTETICA DEL CLUB DEPORTIVO BERNABEU","Recreativo y Deportivo","KR 5 NORTE N? 52-26","4118045","CALI","VALLE DEL CAUCA","bernabeucali@gmail.com","bernabeucali@gmail.com","Club","CLUB DEPORTIVO BERNABEU","Zona Urbana","COMUNA CUATRO","CANCHA DE MICROFUTBOL SINTETICA","3.479032204","-76.50531974","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/426.png"
"2469","ESCENARIO","CANCHA DE MICROFUTBOL DEL BARRIO NUEVO HORIZONTE","Recreativo y Deportivo","CL 73 F 3 BIS 28 E 39","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA TRECE","CANCHA DE MICROFUTBOL","3.423236496","-76.49738207","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/989.png"
"156","INDER","INDERSANTANDER",,"KR 30 CL 14 ESTADIO ALFONSO LOPEZ",,,"SANTANDER",,"jduartehernandez@hotmail.com",,,,,,"7.134482935","-73.11544286",
"1677","ESCENARIO","COLISEO CUBIERTO JOSE ARLEN CARVAJAL","Recreativo y Deportivo","KR 12 N? 57 13","0","CALI","VALLE DEL CAUCA","0","0","Otro","JUNTA DE ACCION COMUNAL VILLA COLOMBIA","Zona Urbana","COMUNA OCHO","COLISEO","3.448288468","-76.49557306","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/197.png"
"2235","ESCENARIO","SALON DE SQUASH DEL CLUB CAMPESTRE DE CALI","Recreativo y Deportivo","CL 5A CON KR 100","3336000","CALI","VALLE DEL CAUCA","directorrh@campestrecali.org","directorrh@campestrecali.org","Club","CLUB CAMPESTRE DE CALI","Zona Urbana","COMUNA VEINTIDOS","SALON DE SQUASH","3.367723509","-76.54507474","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/755.png"
"1136","ESCENARIO","CANCHA POLIFUNCIONAL DE LA UPTC","Deportivo","CL 4SUR 15-134","7723517","SOGAMOSO","BOYACA","www.uptc.edu.co","www.uptc.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","5.705092469","-72.94260583","http://www.visorgeocoldeportes.gov.co/images/escenarios/15759/17.png"
"2039","ESCENARIO","SALON DE TENIS DE LA UNIVERSIDAD SAN BUENAVENTURA","Recreativo y Educación Fisíca","AV 10 DE MAYO LA UMBRIA VIA PANCE","3182200","CALI","VALLE DEL CAUCA","cmillan@usbcali.edu.co","cmillan@usbcali.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD SAN BUENAVENTURA","Zona Urbana","COMUNA VEINTIDOS","SALON DE TENIS","3.345907652","-76.54609105","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/559.png"
"159","INDER","INDERVALLE",,"KR 36 5B3 - 65 CASA DEL DEPORTE",,"CALI","VALLE DEL CAUCA",,"indervallegerencia@gmail.com  indervalle@hotmail.com",,,,,,"3.428291736","-76.54068863",
"1780","ESCENARIO","CANCHA DE FUTBOL DEL BARRIO CIUDAD  ALAMOS","Recreativo y Deportivo","AV 2A CON CL 59A NORTE","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA DOS","CANCHA DE FUTBOL","3.48451566","-76.50461267","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/300.png"
"646","LIGAS","LIGA DE TIRO Y CAZA  DE SUCRE","TIRO Y CAZA","KR 25 N° 13-44",,"SINCELEJO","SUCRE","lidetirosucre@latinmail.com","lidetirosucre@latinmail.com",,,,,,"9.309030364","-75.3923649",
"2189","ESCENARIO","CANCHA DE TENIS DEL CLUB CAMPESTRE DE CALI","Recreativo y Deportivo","CL 5A CON KR 100","3336000","CALI","VALLE DEL CAUCA","directorrh@campestrecali.org","directorrh@campestrecali.org","Club","CLUB CAMPESTRE DE CALI","Zona Urbana","COMUNA VEINTIDOS","CANCHA DE TENIS","3.366713528","-76.54629961","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/709.png"
"877","ESCENARIO","CANCHA DE TENIS N° 2 COMPLEJO RAQUETERO","Deportivo","AV EL LAGO KR 29B N? 17-22 PIE DE LA POPA","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Complejo deportivo","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA DE TENIS","10.41924476","-75.53959419","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/180.png"
"583","LIGAS","LIGA DE ESGRIMA DE RISARALDA","ESGRIMA","KR 9 CON CL 36 Y 37  COLISEO MAYOR",,"PEREIRA","RISARALDA",,,,,,,,"4.815151323","-75.70895011",
"1424","ESCENARIO","CANCHA MULTIPLE DEL BARRIO PADRE VALENCIA","Deportivo","BARRIO PADRE VALENCIA MZ 4 CS 23","3248001","PEREIRA","RISARALDA",,,"Otro","SECRETARIA MUNICIPAL DE RECREACION Y DEPORTE","Zona Urbana","COMUNA CONSOTA","CANCHA MULTIPLE","4.800375","-75.72398767","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\184.png"
"1525","ESCENARIO","CANCHA DE MICROFUTBOL N°1 UEFA","Recreativo y Deportivo","KR 4 CON 72B","3173211920","CALI","VALLE DEL CAUCA","0","0","Complejo deportivo","CANCHAS UEFA","Zona Urbana","COMUNA SEIS","CANCHA DE MICROFUTBOL","3.4921537","-76.49568402","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/45.png"
"916","ESCENARIO","CANCHA MULTIPLE BARRRIO CHAPACUA","Deportivo","MZ D LOTE 5 BARRIO CHAPACUA ETAPA III","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info.co","www.idercartagenadeindias.info.co","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 7","CANCHA MULTIPLE","10.40082017","-75.48036433","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/219.png"
"416","LIGAS","LIGA DE RUGBY DE CUNDINAMARCA","RUGBY","CL 8 N° 8-21 BARRIO EL ROCIO","3153004763","CAJICÁ","CUNDINAMARCA","rugbycundinamarca@gmail.com","rugbycundinamarca@gmail.com",,,,,,"4.923768978","-74.0291081",
"1396","ESCENARIO","CANCHA MULTIPLE DEL BARRIO MALAGA","Deportivo","BARRIO MALAGA","3248001","PEREIRA","RISARALDA",,,"Otro","JUNTA DE ACCION COMUNAL BARRIO MALAGA","Zona Urbana","COMUNA DEL CAFE","CANCHA MULTIPLE","4.826177167","-75.72689867","http://www.visorgeocoldeportes.gov.co/images/escenarios/66001\92.png"
"79","CLUBES","ASOCIACION DEPORTIVO CALI","FUTBOL","CL 34 NORTE N° 2BN-75",,"CALI","VALLE DEL CAUCA",,"info@deporcali.com",,,,,,"3.466498148","-76.51653953",
"2197","ESCENARIO","CANCHA DE TENIS DEL CLUB CAMPESTRE DE CALI","Recreativo y Deportivo","CL 5A CON KR 100","3336000","CALI","VALLE DEL CAUCA","directorrh@campestrecali.org","directorrh@campestrecali.org","Club","CLUB CAMPESTRE DE CALI","Zona Urbana","COMUNA VEINTIDOS","CANCHA DE TENIS","3.367113566","-76.54348177","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/717.png"
"1601","ESCENARIO","CANCHA DE BALONCESTO N°3  DEL BARRIO ALFONSO LOPEZ","Recreativo y Deportivo","CL 70 KR 7 A BIS","5566684","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Otro","SECRETARIA DE  RECREACION Y DEPORTES DE SANTIAGO DE CALI","Zona Urbana","COMUNA SIETE","CANCHA DE BALONCESTO","3.463992456","-76.48393556","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/121.png"
"2013","ESCENARIO","CANCHA DE VOLEIBOL DE LA UNIVERSIDAD DEL VALLE","Recreativo y Educación Fisíca","CL 13 N? 100-00","3315193","CALI","VALLE DEL CAUCA","cesar.bolanos@univalle.edu.co","cesar.bolanos@univalle.edu.co","Universidad o centro de educaci? superior","UNIVERSIDAD DEL VALLE","Zona Urbana","COMUNA DIECISIETE","CANCHA DE VOLEIBOL","3.373093775","-76.53278914","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/533.png"
"973","ESCENARIO","CANCHA DE BALONCESTO N° 4 COLEGIO LA SALLE","Deportivo","TORICES PASEO BOLIVAR","6661173","CARTAGENA DE INDIAS","BOLIVAR","www.colsallecartagena.edu.co","www.colsallecartagena.edu.co","Establecimiento educativo","COLEGIO DE LA SALLE","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA DE BALONCESTO","10.4248097","-75.53424658","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/278.png"
"1941","ESCENARIO","CANCHA DE MICROFUTBOL DEL PARQUE RECREATIVO VILLA DEL SOL","Recreativo y Deportivo","KR 1A6 CON CL 62A","5566409","CALI","VALLE DEL CAUCA","oscar.guerrero@cali.gov.co","oscar.guerrero@cali.gov.co","Complejo recreativo","SECRETARIA DE RECREACION Y DEPORTE DE SANTIAGO DE CALI","Zona Urbana","COMUNA CINCO","CANCHA DE MICROFUTBOL","3.480584753","-76.49480302","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/461.png"
"2258","ESCENARIO","GIMNASIO DE LA UNIDAD RECREATIVA OLIMPICO","Recreativo","KR 36A 12 00","3364455","CALI","VALLE DEL CAUCA","www.cprcali.org","www.cprcali.org","Complejo deportivo","CORPORACION PARA LA RECREACION POPULAR","Zona Urbana","COMUNA DIEZ","GIMNASIO","3.421929867","-76.53259952","http://www.visorgeocoldeportes.gov.co/images/escenarios/76001/778.png"
"612","LIGAS","LIGA DE BILLAR DE SANTANDER","BILLAR","CL 41 N° 15-47",,"BUCARAMANGA","SANTANDER","luribe@casaluker.com.co  /  lisanbillar2011@hotmail.com","luribe@casaluker.com.co  /  lisanbillar2011@hotmail.com",,,,,,"7.116365712","-73.12546299",
"1244","ESCENARIO","CANCHA MULTIPLE PARQUE BARRIO NARI?O","Recreativo y Deportivo","CL 40 KR 6 FRENTE A IGLESIA CATOLICABARRIO NARI?O","0","MONTERÍA","CORDOBA","www.monteria-cordoba.gov.co","www.monteria-cordoba.gov.co","Otro","ALCALDIA DE MONTERIA","Zona Urbana","SIN COMUNAS","CANCHA MULTIPLE","8.761874333","-75.87768083","http://www.visorgeocoldeportes.gov.co/images/escenarios/23001/73.png"
"592","LIGAS","LIGA DE SAMBO DE RISARALDA","SAMBO","MANZANA 1 CASA 15 CONJUNTO CERRADO VILLA DE LEYVA 1 VIA SAN JOSE","3203108718","PEREIRA","RISARALDA",,,,,,,,"4.803105095","-75.66288026",
"978","ESCENARIO","CANCHA MULTIPLE BARRIO TORICES","Deportivo","KR16 N? 44-10 BARRIO TORICES","0","CARTAGENA DE INDIAS","BOLIVAR","www.idercartagenadeindias.info","www.idercartagenadeindias.info","Otro","INSTITUTO DISTRITAL DE DEPORTE Y RECREACION DE CARTAGENA - IDER","Zona Urbana","UNIDAD COMUNERA DE GOBIERNO 2","CANCHA MULTIPLE","10.43056421","-75.53411266","http://www.visorgeocoldeportes.gov.co/images/escenarios/13001/283.png"
