"tipo_de_misi_n","continente","pa_s","estado_misi_n","decreto_de_apertura","observaciones"
"CONSULADO AD HONOREM","ASIA","TAILANDIA","CERRADA","DECRETO #3475 DE 1985 CREACIÓN DE UN CONSULADO EN BANGKOK","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","JAPON","CERRADA","DECRETO #713 DE 2000 CREACIÓN DE UN CONSULADO EN FUKUOKA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1671 DE 1979 CREACIÓN DE UN CONSULADO EN KEY BISCAYNE","(NO REGISTRA)"
"EMBAJADA","ÁFRICA","SENEGAL","CERRADA","DECRETO #1191 DEL 1985 NOMBRAMIENTO DE UN EMBAJADOR ANTE SENEGAL","(NO REGISTRA)"
"CONSULADO","EUROPA","ALEMANIA","CERRADA","DECRETO #667 DE 1906 POR EL CUAL SE CREA UN CONSULADO EN KIEL (ALEMANIA)","(NO REGISTRA)"
"EMBAJADA","EUROPA","REPUBLICA CHECA","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #1618 DE 1929 NOMBRAMIENO DE UN CÓNSUL EN LILLE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","MONACO","CERRADA","DECRETO #1102 DE 1937 NOMBRAMIENO DE UN CÓNSUL EN MONTECARLO","(NO REGISTRA)"
"CONSULADO","ÁFRICA","KENIA","CERRADA","DECRETO #1308 DE 1977 NOMBRAMIENTO DE UN CÓNSUL EN MUNICH","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #2038 DE 1970 CREACIÓN DE UN CONSULADO EN STAMFORD","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ECUADOR","CERRADA","DECRETO #737 DE 1936 NOMBRAMIENTO DE UN CÓNSUL EN LIMONES (ECUADOR)","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","COREA DEL SUR","ABIERTA","DECRETO #2891 DE 1968 CREACIÓN DE UN CONSULADO EN SEUL","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ECUADOR","CERRADA","DECRETO #1344 DE 1864 NOMBRAMIENTO DE UN CÓNSUL EN COPIAPO","(NO REGISTRA)"
"EMBAJADA","EUROPA","GRECIA","CERRADA","DECRETO #642 DE 1986 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN GRECIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #1189 DE 1932 NOMBRAMIENTO DE UN CÓNSUL EN SWANSEA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","BRASIL","CERRADA","DECRETO #405 DE 1884 NOMBRAMIENTO DE UN CÓNSUL EN MARAÑON","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #642 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN DANTZIG","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO DEL 11 DE ABRIL DE 1853 NOMBRANDO CÓNSUL DE LA NUEVA GRANADA EN SAN FRANCISCO DE CALIFORNIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","NICARAGUA","CERRADA","DECRETO #2245 DE 1931 NOMBRAMIENTO DE UN CÓNSUL EN CORINTO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1207 DE 1979 NOMBRAMIENTO DE UN CÓNSUL EN PITTSBURGH","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO DEL 18 DE MAYO DE 1865 NOMBRANDO CONSUL EN MARACAIBO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #346 DE 1909 NOMBRAMIENTO DE UN CÓNSUL EN TOULOUSE","(NO REGISTRA)"
"CONSULADO","EUROPA","ALEMANIA","CERRADA","DECRETO #1699 DE 1996 NOMBRAMIENTO DE UN CÓNSUL EN BONN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO DE 1865 NOMBRAMIENO DE UN CÓNSUL EN LYON","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1862 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN SANTA CRUZ DE TENERIFE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","EL SALVADOR","CERRADA","DECRETO #721 DE 1871 NOMBRAMIENTO DE UN CÓNSUL EN AHUACHAPAN","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1196 DE 1983 NOMBRAMIENO DE UN CÓNSUL EN  GAINESVILLE","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","ESTADOS UNIDOS","ABIERTA","ENVIADOS EXTRAORDINARIOS, ESTADOS UNIDOS. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁFRICA","SUDAFRICA","CERRADA","DECERTO #2057 DE 1998 CREACIÓN DE UN CONSULADO EN CAPE TOWN","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO DE 20 DE OCTUBRE DE 1865 NOMBRANDO CÓNSUL EN SAN CRISTÓBAL DE TACHIRA.","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1504 DE 1919 CREACIÓN DE UN CONSULADO EN SEATTLE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","LETONIA","ABIERTA","DECRETO #1975 DE 1930 NOMBRAMIENTO DE UN CÓNSUL EN RIGA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","NICARAGUA","CERRADA","DECRETO #1935 DE 1987 NOMBRAMIENTO DE UN CÓNSUL EN BLUEFIELDS","(NO REGISTRA)"
"CONSULADO","ÁFRICA","COSTA DE MARFIL","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","CERRADA","DECRETO #2197 DE 1972 NOMBRAMIENTO DE UN CÓNSUL EN PARAGUAIPOA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CHILE","ABIERTA","DECRETO #1329 DE 2015 CREACIÓN DE UN CONSULADO EN ARICA","(NO REGISTRA)"
"EMBAJADA","ASIA","INDONESIA","ABIERTA","DECRETO #507 DE 1981 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO EXTERIOR (CREASE LA EMBAJADA DE COLOMBIA ANTE LA REPÚBLICA DE INDONESIA)","(NO REGISTRA)"
"EMBAJADA","EUROPA","POLONIA","ABIERTA","DECRETO #1254 DE 1938 POR EL CUAL SE HACE NOMBRAMIENTO DIPLOMÁTICO EN POLONIA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #2454 DE 1977 POR EL CUAL SE DICTAN VARIAS DISPOSICIONES EN EL SERVICIO EXTERIOR.","(NO REGISTRA)"
"CONSULADO","AMÉRICA","BRASIL","ABIERTA","DECRETO #2660 DE 1988 POR EL CUAL SE CREA UN CARGO EN EL SERVICIO EXTERIOR DE LA REPÚBLICA","(NO REGISTRA)"
"DELEGACION","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #910 DE 1952 POR EL CUAL SE HACE UN NOMBRAMIENTO ANTE LA OEA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #1693 DE 1916 NOMBRAMIENTO DE UN CÓNSUL EN NEWPORT","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","BELGICA","CERRADA","DECRETO #329 DE 1928 NOMBRAMIENTO DE UN CÓNSUL EN BRUJAS","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","CUBA","CERRADA","DECRETO #2053 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN GUANTANAMO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","GRECIA","ABIERTA","DECRETO #2638 DE 1999 CREACIÓN DE UN CONSULADO EN THESALONICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","PARAGUAY","ABIERTA","DECRETO #1211 DE 2015 CREACIÓN DE UN CONSULADO EN CIUDAD DEL ESTE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #691 DE 1894 NOMBRAMIENTO DE UN CÓNSUL EN MESINA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #729 DE 1883 NOMBRAMIENO DE UN CÓNSUL EN  GLASGOW","(NO REGISTRA)"
"EMBAJADA","EUROPA","HUNGRÍA","CERRADA","DECRETO #1112 DEL 1972 NOMBRAMIENTO DE UN EMBAJADOR ANTE HUNGRÍA","(NO REGISTRA)"
"EMBAJADA","EUROPA","ESPAÑA","ABIERTA","GACETA DE COLOMBIA, BOGOTA 2 DE OCTUBRE DE 1825, DECLARANDO EL SUELDO QUE DEBE ABONARSE A LOS ENVIADOS A LA CORTE DE MADRID TIBURCIO ECHEVERRIA Y RAFAEL REVENGA, POR EL TIEMPO QUE SE OCUPARON EN ESTA LEGACION.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO DE 1861 NOMBRAMIENTO DE UN CÓNSUL EN BREMEN","(NO REGISTRA)"
"EMBAJADA","OCEANÍA","PAPUA NUEVA GUINEA","CERRADA","DECRETO #15 DEL 1991 NOMBRAMIENTO DE UN EMBAJADOR ANTE PAPUA NUEVA GUINEA","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","ARGENTINA","ABIERTA","ENVIADOS EXTRAORDINARIOS, PROVINICAS DEL RÍO DE LA PLATA.SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"EMBAJADA","EUROPA","RUMANIA","CERRADA","DECRETO #53 DEL 1970 NOMBRAMIENTO DE UN EMBAJADOR ANTE  RUMANÍA","(NO REGISTRA)"
"CONSULADO","EUROPA","AUSTRIA","CERRADA","DECRETO EN #28 DE 1878 NOMBRAMIENTO DE UN CÓNSUL EN VIENA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","JAMAICA","CERRADA","DECRETO 1853 NOMBRAMIENTO DE UN CÓNSUL EN TALMOUTH","(NO REGISTRA)"
"CONSULADO","AMÉRICA","BRASIL","ABIERTA","DECRETO #114 DE 1898 POR EL CUAL SE HACEN VARIOS NOMBRAMIENTOS","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #2245 DE 1931 NOMBRAMIENTO DE UN CÓNSUL EN TAMPA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","NORUEGA","ABIERTA","DECRETO #2177 DE 1928 NOMBRAMIENTO DE UN CÓNSUL EN OSLO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁFRICA","MARRUECOS","CERRADA","DECRETO #536 DE 1988 CREACIÓN DE UN CONSULADO EN CARRARA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","CERRADA","DECRETO #1768 DE 1925 NOMBRAMIENTO DE UN CÓNSUL EN RUBIO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1901 DE 1916 NOMBRAMIENTO DE UN CÓNSUL EN PUERTO SANTA MARIA","(NO REGISTRA)"
"CONSULADO","EUROPA","SUIZA","CERRADA","DECRETO #519 DE 1887 NOMBRAMIENTO DE UN CÓNSUL EN GINEBRA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1344 DE 1864 NOMBRAMIENO DE UN CÓNSUL EN COPIAPO","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","CHILE","CERRADA","DECRETO #657 DE 1890 NOMBRAMIENTO DE UN CÓNSUL EN  IQUIQUE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #354 DE 1914 CREACIÓN DE UN CONSULADO EN CARTAGENA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PANAMA","ABIERTA","DECRETO #769 DE 1940 POR EL CUAL SE DICTAN VARIAS DISPOSICIONES EN EL SERVICIO CONSULAR","(NO REGISTRA)"
"CONSULADO AD HONOREM","OCEANÍA","NUEVA ZELANDA","ABIERTA","DECRETO #612 DE 2013 CREACIÓN DE UN CONSULADO EN WELLINGTON","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO DE 25 DE MAYO DE 1866 NOMBRANDO AL SEÑOR RICARDO BECERRA CÓNSUL GENERAL DE COLOMBIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESTADOS UNIDOS","CERRADA","DECRETO #1788 DE 1917 NOMBRAMIENTO DE UN CÓNSUL EN NORFOLK","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BOLIVIA","CERRADA","DECRETO #728 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN RIBERALTA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESTADOS UNIDOS","CERRADA","DECRETO #3187 DE 1959 CREACIÓN DE UN CONSULADO EN MINEAPOLIS","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #723 DE 1923 NOMBRAMIENTO DE UN CÓNSUL EN LUBECK Y ROSTOCK","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #696 DE 1893 NOMBRAMIENTO DE UN CÓNSUL EN KEHL","(NO REGISTRA)"
"CONSULADO","EUROPA","CHECOSLOVAQUIA","CERRADA","DECRETO #1488 DE 1922 POR EL CUAL SE CREA UN CONSULADO EN PRAGA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #834 DE 1933 NOMBRAMIENTO DE UN CÓNSUL EN CADIZ","(NO REGISTRA)"
"EMBAJADA","EUROPA","UCRANIA","CERRADA","DECRETO #724 DE 1995 NOMBRAMIENTO DE UN EMBAJADOR ANTE TIMOR ORIENTAL","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO 1856 NOMBRAMIENTO DE UN CÓNSUL EN TRIESTE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #1526 POR EL CUAL SE ADICIONAN Y REFORMAN LOS DECRETOS NÚMERO 1999 DE 1930 Y NÚMERO 121 DE ESTE AÑO Y SE CRA UN CONSULADO REMUNERADO CATEGORÍA C","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁFRICA","LIBIA","CERRADA","DECRETO #148 DE 1996 CREACIÓN DE UN CONSULADO EN LIBIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","PERU","CERRADA","DECRETO #5 DE 1927 NOMBRAMIENTO DE UN CÓNSUL EN AREQUIPA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1307 DE 1966 NOMBRAMIENTO DE UN CÓNSUL EN FORT LAUDERDALE","(NO REGISTRA)"
"CONSULADO AD HONOREM","ASIA","CHINA","CERRADA","DECRETO #456 DE 1874 NOMBRAMIENTO DE UN CÓNSUL EN MACAO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #387 DE 1916 NOMBRAMIENTO DE UN CÓNSUL EN LAUSANA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BARBADOS","CERRADA","DECRETO #824 DE 1891 NOMBRAMIENTO DE UN CÓNSUL EN BRIDGETOWN","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ARGENTINA","CERRADA","DECRETO #326 DE 1911 NOMBRAMIENTO DE UN CÓNSUL EN SANTA FE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #573 DE 1989 CREACIÓN DE UN CONSULADO EN ISLAS BALEARES","(NO REGISTRA)"
"CONSULADO","EUROPA","GRAN BRETAÑA","CERRADA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ESTADOS UNIDOS","ABIERTA","DECRETO #650 DE 1883 SOBRE NOMBRAMIENTO DE DOS CÓNSULES","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #590 DE 1912 POR EL CUAL SE CREA UN CONSULADO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #1594 DE 1915 NOMBRAMIENTO DE UN CÓNSUL EN VALLADOLID","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #843 DE 1918 CREACIÓN DE UN CONSULADO EN CHATTANOOGA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #1686 DE 1980 CREACIÓN DE UN CONSULADO EN BELO HORIZONTE","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ESTADOS UNIDOS","CERRADA","DECRETO #1714 DE 1928 NOMBRAMIENTO DE UN CÓNSUL EN CLEVELAND","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FINLANDIA","ABIERTA","DECRETO #2245 DE 1931 NOMBRAMIENTO DE UN CÓNSUL EN  HELSINKI","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #555 DE 1911 NOMBRAMIENTO DE UN CÓNSUL OVIEDO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ITALIA","CERRADA","DECRETO #1682 DE 1938 NOMBRAMIENTO DE UN CÓNSUL EN CHIAVARI","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","MÉXICO","ABIERTA","ENVIADOS EXTRAORDINARIOS, MÉXICO. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #600 DE 1917 NOMBRAMIENTO DE UN CÓNSUL EN ZURICH","(NO REGISTRA)"
"EMBAJADA","EUROPA","BULGARIA","CERRADA","DECRETO #661 DE 1973 POR EL CUAL SE CREA UNA MISIÓN DIPLOMÁTICA EN BULGARIA","(NO REGISTRA)"
"CONSULADO","OCEANÍA","NUEVA ZELANDA","ABIERTA","DECRETO #976 DE 1982 POR EL CUAL SE DICTA UNA DISPOSICION EN EL SERVICIO EXTERIOR DE LA REPUBLICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","GUADALUPE","CERRADA","DECRETO #144 DE 1906 NOMBRAMIENTO DE UN CÓNSUL EN POINTE A PITRE","(NO REGISTRA)"
"CONSULADO AD HONOREM","AFRICA","MARRUECOS","CERRADA","DECRETO #2740 DE 1964 CREACIÓN DE UN CONSULADO EN RABAT","(NO REGISTRA)"
"EMBAJADA","EUROPA","RUSIA","ABIERTA","ENVIADOS EXTRAORDINARIOS, RUSIA. SANTANDER Y EL CONGRESO DE 1823 ACTAS Y CORRESPONDENCIA SENADO, BIBLIOTECA DE LA PRESIDENCIA DE LA REPÚBLICA, ADMINISTRACIÓN VIRGILIO BARCO COLOMBIA, BOGOTÁ, 1989. PP.37-42.","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","BULGARIA","ABIERTA","DECRETO #1236 DE 1975 CREACIÓN DE UN CONSULADO EN SOFÍA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1186 DE 1947 CREACIÓN DE UN CONSULADO EN SAN ANTONIO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CHILE","CERRADA","DECRETO #1402 DE 1914 NOMBRAMIENTO DE UN CÓNSUL EN PUNTA ARENAS (CHILE)","(NO REGISTRA)"
"EMBAJADA","AMÉRICA","JAMAICA","ABIERTA","DECRETO #205 DE 1968 POR EL CUAL SE HACE UN NOMBRAMIENTO DIPLOMÁTICO EN JAMAICA","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","ARGENTINA","CERRADA","DECRETO #1629 DE 1974 CREACIÓN DE UN CONSULADO EN LA PLATA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #1027 DE 1912 NOMBRAMIENTO DE UN CÓNSUL EN CHEBURGO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","VENEZUELA","CERRADA","DECRETO #2197 DE 1972 NOMBRAMIENTO DE UN CÓNSUL EN PARAGUAIPOA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #2120 DE 1928 NOMBRAMIENTO DE UN CÓNSUL EN MENTON","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","FRANCIA","CERRADA","DECRETO #280 DE 1913 NOMBRAMIENTO DE UN CÓNSUL EN GRENOBLE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #848 DE 1978 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO EXTERIOR, RAMA CONSULAR","(NO REGISTRA)"
"CONSULADO AD HONOREM","OCEANÍA","AUSTRALIA","CERRADA","DECRETO #3082 DE 1980 CREACIÓN DE UN CONSULADO EN BONAIRE","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PERU","ABIERTA","DECRETO #203 DE 1896 SOBRE NOMBRAMIENTO DE UN CÓNSUL","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","COSTA RICA","CERRADA","DECRETO #23 DE 1891 NOMBRAMIENTO DE UN CÓNSUL EN PUERTO LIMON","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁFRICA","BRASIL","CERRADA","DECRETO #197 DE 1876 NOMBRAMIENTO DE UN CÓNSUL EN BAHÍA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PERU","ABIERTA","DECRETO DADO EL 28 DE JULIO DE 1831 SOBRE EL SERVICIO CONSULAR DE COLOMBIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","HAITI","ABIERTA","DECRETO 1867 NOMBRAMIENTO DE UN CÓNSUL PUERTO PRINCIPE","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","MALTA","ABIERTA","DECRETO #1569 DE 1986 CREACIÓN DE UN CONSULADO EN VALLETA","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","BRASIL","CERRADA","DECRETO #452 DE 1924 NOMBRAMIENTO DE UN CÓNSUL EN PORTOVELHO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #806 DE 1920 NOMBRAMIENTO DE UN CÓNSUL EN BREMERHAVEN","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","MOLDAVIA","ABIERTA","*SE DESCONOCE EL ACTO ADMINISTRATIVO DE APERTURA DE LA MISIÓN DIPLOMÁTICA","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO DE 23 DE JULIO DE 1865 NOMBRANDO CONSUL DE LOS ESTADOS UNIDOS DE COLOMBIA EN SAN ANTONIO DEL TACHIRA","(NO REGISTRA)"
"CONSULADO AD HONOREM","OCEANÍA","AUSTRALIA","ABIERTA","DECRETO #533 DE 1885 NOMBRAMIENTO DE UN CÓNSUL EN MELBOURNE","(NO REGISTRA)"
"CONSULADO AD HONOREM","ÁMERICA","VENEZUELA","CERRADA","DECRETO #1258 DE 1962 CREACIÓN DE UN CONSULADO EN EL VIGIA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","SUIZA","CERRADA","DECRETO #2049 DE 1973 NOMBRAMIENTO DE UN CÓNSUL EN LUCERNA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ALEMANIA","CERRADA","DECRETO #732 DE 1922 NOMBRAMIENTO DE UN CÓNSUL EN WEIMAR","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #2074 DE 1980 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO EXTERIOR","(NO REGISTRA)"
"CONSULADO","AMÉRICA","VENEZUELA","ABIERTA","DECRETO #2074 DE 1980 POR EL CUAL SE DICTAN UNAS DISPOSICIONES EN EL SERVICIO EXTERIOR","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","CANADA","CERRADA","DECRETO #140 DE 1909 NOMBRAMIENTO DE UN CÓNSUL EN SAINT JHON","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","PANAMA","CERRADA","DECRETO #603 DE 1963 CREACIÓN DE UN CONSULADO EN BOCA DEL TORO","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","BELGICA","CERRADA","DECRETO #393 DE 1911 NOMBRAMIENTO DE UN CÓNSUL EN LIEJA","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","ESPAÑA","CERRADA","DECRETO #931 DE 1881 NOMBRAMIENTO DE UN CÓNSUL EN MADRAS","(NO REGISTRA)"
"CONSULADO","AMÉRICA","PAISES BAJOS","ABIERTA","DECRETO #993 DE 1940 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO CONSULAR","(NO REGISTRA)"
"CONSULADO AD HONOREM","EUROPA","GRAN BRETAÑA","CERRADA","DECRETO #1524 DE 1922 CREACIÓN DE UN CONSULADO EN HULL","(NO REGISTRA)"
"CONSULADO","AMÉRICA","ECUADOR","ABIERTA","DECRETO DEL 24 DE ABRIL DE 1855 NOMBRASEAL SEÑOR ANTONIO M. GUERRON YNBALA CÓNSUL DE LA NUEVA GRANADA EN QUITO","(NO REGISTRA)"
"CONSULADO AD HONOREM","AMÉRICA","ESTADOS UNIDOS","CERRADA","DECRETO #1891 DE 1925 NOMBRAMIENTO DE UN CÓNSUL EN SAINT LOUIS","(NO REGISTRA)"
"CONSULADO","AMÉRICA","CUBA","ABIERTA","DECRETO #1088 DE 1927 POR EL CUAL SE HACE UN NOMBRAMIENTO EN EL SERVICIO CONSULAR","(NO REGISTRA)"
