"item","expediente","empresa","direccion","telefono","correo_electronico","tramite","no_resolucion_y_fecha","descripci_n","estado","aceites_usados","gasolina","nafta","petroleo_crudo","acpm","destilado","varsol","combustoleo","gas_natural","lodos_de_producci_n_borras","aguas_de_producci_n","ar_domesticas","rs_contaminados_con","condensado","butil_caustica","hipoclorito_de_sodio","detergente_industrial","corrosivos_low_cor","yodo","anhidro_aftalico","potasa_caustica","acido_nitrico","acido_clorhidrico","cloro","cloruro_de_sodio","soda_caustica","hidrocarburo_gnc","aceite_de_palma","hipoclorito_de_sodio_1","jarabe_de_maiz","aceite_hidraulico","acido_fosforico","acido_acetico","bicarbonato_de_sodio","butanediol","hidroxido_de_calcio","carbonato_de_calcio","carbonato_de_potasio","clorato_de_potasio","cloruro_de_calcio","formiato_de_potasio","etil_glicol","hipoclorito_de_calcio","hipoclorito_de_sodio_2","nitrato_de_potasio","nitrato_de_magnesio_liquido","alcohol_etileno_normal","monoxido_de_carbono","sulfato_de_potasio","thinner","tolueno","xileno","aceite_de_motor","estopas_trapos_geomembranas","envases_de_pintura","diluyente","baterias","tonner_y_cartucho_usado_de","tubos_flourescentes","madera_contaminada_con","filtros_contaminados_con","material_contaminado_con","manguera_contaminada_con","bolsas_de_cemento","icopor_contaminado_con","pvc_contaminado_con","residuos_de_aparatos","escombros","llantas","empaques_de_quimicos","fluidos_o_tierra_contaminada","rs_ordinarios","residuos_organicos","residuos_especiales","residuos_aceitosos_aguas","jet_a1","liquido_desintegrador_m_o","salmueras_y_fluidos_salinos","residuos_de_la_produccion","residuos_de_plaguicidas","residuos_desinfectantes","pinturas_y_barnices","cal","barita","flocs","estibas_contaminadas","metales_contaminados","hidroxido_de_sodio","dioxido_de_silicio","antiespumante_base_glicol","carbon_activado","cloruro_de_potasio","silicato_de_aluminio","metano","butano","propileno","disolvente_n4","dioxido_de_azufre","dioxido_de_nitrogeno","manganato_de_potasio","aserrin","cascara_de_nuez","nitrogeno_comprimido","aga_mix","oxido_nitroso","hexafloruro_de_azufre","helio","argon_comprimido","oxigeno_comprimido","dioxido_de_carbono","nitron","propanol","isobutanol","perlita_aislamiento_termico"
"47","3.5.2.11.013.060","TECA TRANSPORTES S.A.","AV. CENTENARIO # 112  - 51 PISO 5 FONTIBON - BOGOTA","267 7633 - 413 1153","Andrea.hortua@tecatransportes.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.0513  -17 mayo de 2016                                                RES. 1.2.6.18.0125","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.190 delo 01 de febrero de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa TECA TRANSPORTES SA. identificada con Nit 830003273-9.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"48","3.5.2.11.013.063","MENESES RAMIREZ S.A.S.","CRR  10 # 4 - 15 SUR - NEIVA HULA","873 6680","Info@menesesramirez.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.1595 del 16 de Noviembre  de 2016","Por medio del cual se acoge el concepto tecnico No.PM.GA.3.44.16.1816 del 29 de septiembre de 2016 y se aprueba el plan nacional de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empresa MENESES RAMIREZ S.A.S. identificada con Nit 813002152-1.","ACTIVO","-","x","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"49","3.5.2.11.013.064","COPETRAN LTDA","CLL 1 ANILLO VIAL, PARQUEADERO PACIFIC PARKING  - VILLAVICENCIO","312 569 0021","hseliquidos@copetran.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.395 del 9 de Marzo de 2015","por el cual se acoge el concepto tecnico PM-GA 3.44.15.174 del 11 de febrero de 2015 y se aprueba el plan de contingencias presentado por la empresa COPETRAN LTDA  identificada con Nit 890.200.928-7 y se dictan otras disposiciones","ACTIVO","-","X","X","X","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"50","3.5.2.11.013.065","Transportes Liquidos de Colombia S.A","CRR 35 # 52 -113 CABECERA BUCARAMANGA","3133863851","Fredy.diaz@tlcsa.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ  1.2.6.14.1969 03/SEP/2014","Por medio del cual se acoge el concepto técnico No.PM-GA 3.44.14.2136 del 03 de septiembre de 2014 y se aprueba el plan de contingencias presentado por la empresa TRANSPORTES LIQUIDOS DE COLOMBIA S.A identificada con Nit 830509769-2 y se dictan otras disposiciones.","ACTIVO","-","x","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"51","3.5.2.11.013.066","TRANSPORTES ICEBERG DE COLOMBIA S.A.","KM 1.6 VIA SIBERIA - COTA PARQUE INDUSTRIAL SABANA -  BOGOTA","(1) 896 6565","johan.bravo@iceberg.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.015.1085 del 3 julio de 2015  PS-GJ.1.2.6.018.2005 03/09/2018","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.3238 del 03 de noviembre de 2017 y se aprueba la actualización del plan de hidrocarburos, derivados ysustancias nocivas, otorgado mediante resolución PS-GJ.1.2.6.15.1085 del 03 de julio de 2015, a favor de la empresa TRANSPORTES ICEBERG DE COLOMBIA S.A identificada con Nit 800118776-7","ACTIVO","-","X","X","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"52","3.5.2.11.013.067","COVOLCO S.A","CRA 25 # 16 -36 - BUCARAMANGA SANTANDER","645 8903 EXT 201","Gerencia@covolco.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.15.1084 03/07/2015","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.15.528 de fecha 15 de abril de 2015 y se aprueba el plan de contingencia presentado por la COOPERATIVA DE TRANSPORTADORES DE TANQUES Y CAMIONES PARA COLOMBIA (COVOLCO) identificada con Nit 890.201.056-4 y se dictan otras disposiciones","ACTIVO","-","x","x","x","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"53","3.5.2.11.013.068","COLTANQUES S.A.S.","CRA 88 # 17B - 40 - BOGOTA","422 2333 EXT 151 - 310 233 7515","david.torres@coltanques.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.0394 del 09 de Marzo de 2015 -     PS-GJ 1.2.6.17.3325","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.17.3682 del 28 de noviembre de 2017 y se aprueba la actualización del plan de contingencias para el manjeo, control y transporte de sustancias peligrosas aprobado mediante resolución No. PS-GJ 1.2.6.15.0394 del 09 de Marzo de 2015 a favor de la empresa COLTANQUES S.A.S. identificada con Nit 860.040.576-1","ACTIVO","-","x","x","x","x","-","-","-","X","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"54","3.5.2.11.013.069 3.37.18.1.010.007","TRANSPORTE GAYCO S.A.S","ANILLO VIAL LOTE 1 PARQUEADERO SERVIMULAS","6728458 / 3203409651","Jimenez@transportesgayco.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.015.0437 17/03/2015","Por medio del cual se acoge el concepto técnico PM-GA 3.44.15.94 del 26 de enero de 2015 y aprueba el plan de contingencias presentado por la empresa TRANSPORTES GAYCO S.A.S. identificada con Nit 900053758-6 y se dictan otras disposiciones","ACTIVO",,"x","x","x","x",,"-",,,,"X",,,"-","-","-","-","-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,"-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"55","3.5.2.11.013.070","TRANSPORTES JOALCO S.A","AV CIUDAD DE CALI - CRA 86 # 10-50 Interior 5B - 5C - BOGOTA","294 84 84","sistemasdegestionintegral@transjoaico.comc.o","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.1080 del 03 de julio de 2015                                           RES. 1.2.6.16.1795","Por medio del cual se acoge el concepto técnico No.PM-GA 3.44.15.505 de fecha 14 de abril de 2015, y se aprueba el plan de contingencias presentado por la empresa TRANSPORTES JOALCO S.A. y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"56","3.5.2.11.013.071","COTRANSCOPETROL LTDA","CRA 123B # 17-78 BOGOTA","421 4027","Servicioalcliente@ctcsas.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.14.2179 del 22 de diciembre de 2014                       RES. 1.2.6.18.0041","Por el cual se acoge el concepto técnico PM-GA 3.44.14.2385 del 14 de octubre de 2014 y se aprueba el plan de contingencias presentado por la empresa COTRANSCOPETROL S.A.S identificada con Nit 830017552-1 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"57","3.5.2.11.013.072","AUTOTANQUES DE COLOMBIA SAS","CRA  28 # 50-43 SOTOMAYOR - PISO 4 Y 5 BUCARAMANGA","6474433-3107867261","info@autotanquesdecolombia.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.0630 del 02 de Junio de 2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.750 del 11 de mayo de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa AUTOTANQUES DE COLOMBIA S.A.A identificada con Nit 900294478-2","ACTIVO","-","X","X","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"58","3.5.2.11.013.073","TRANSMETA","CRR 116 # 22-17 BODEGA 6 - PARQUE INDUSTRIAL TERRABIENES -  BOGOTA","742 9564","Info@transmeta.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ. 1.2.6.16.1369","Por medio del cual se acoge el concepto técnico No.pm.ga.3.44.16.1587 del 30 de agosto de 2018 y se aprueba el plan de contingencias para las operaciones de transporte terrestre en tractocamion cisterna de hidrocarburos, derivados y liquidos en general a la empresa TRANSPORTADORA DEL META S.A.S, identificada con Nit 822006605-5","ACTIVO","-","-","x","x","-","-","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","x"
"59","3.5.2.11.013.075","INVERTRAC","CRA 42 # 4-25 EDS TUNDAMA- DUITAMA BOYOCA","321 499 0127","Auxiliar.ambientel@invertracsa.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.15.1909 29/10/2015       -       PS-GJ.12.6.18.0113","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.18.207 del 22 de enero de 2018 y se aprueba la actualización del plan de contingencias para el transporte terrestre de hidrocarburos, derivados y sustancias nocivas, otorgado mediante resolución PS-GJ.12.6.15.1909 del 29 de octubre de 2015, a favor de la empresa INVERTRAC S.A identificada con Nit 800136310.5.","ACTIVO","-","-","x","x","-","-","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"60","3.5.2.11.013.077","TRANSPORTES DE CRUDO DEL LLANO S.A.","CRA 36 # 9-05 BOGOTA","277 6216","Dir.hse@transcrudollano.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PM.GA.1.2.6.15. 1078 del 3 de julio de 2015","Por medio del cual se acoge el concepto técnico No. PM-GA 3.44.15.532 de fecha 15 de abril de 2015, y se aprueba el plan de contingencia presentado por la empresa TRANSPORTES DE CRUDO DEL LLANO S.A identificada con Nit 800105031-2 y se dictan otras disposiciones.","ACTIVO","-","-","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"61","3.5.2.11.013.078","PETROCOMBUSTION","CLL 24 # 86-49 OFI 408 PISO 4 - BOGOTA","829 97 99 EXT 104","profesionalhse@petrocumbustion.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.0762 del 29 de Mayo de 2015","Por el cual se acoge el concepto técnico PM-GA 3.44.15.319 del 03 de marzo de 2015 y se aprueba el plan de contingencias presentado por la empresa PETROCOMBUSTION S.A.S identificada con Nit 830060953-1 y se dictan otras disposiciones","ACTIVO","-","x","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"62","3.5.2.11.013.079","TRANSDEPET & CARGA LTDA","CRR 15 CON CALLE 11A - VIA ECOPETROL  - ORITO PUTUMAYO","429 13 39 - 429 10 25","Info@transdepet.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.0435 del 16 de Mazo de 2015                     RES.1.2.6.15.0932 12 de junio de 2015","Por el cual se acoge el concepto técnico PM-GA3.44.14.2756 del 11 de diciembre de 2014 y se aprueba el plan de contingencias presentado por la empresa TRANSDEPET & CARGA LTDA identificada con Nit 846004230-5 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"63","3.5.2.11.013.081","TRANSPORTES NOVOTECH","AV. CALLE 24 # 86 - 49 OF 408, PISO 4 - BOGOTA","8299799 EXT 104","profesionalhse@petrocumbustion.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ. 1.2.6.15.1891 21/10/2015","Por el cual se acoge el concepto técnico PM-GA 3.44.15.1920 del 27 de agosto de 2015 y se aprueba el plan de contingencias presentado por la empresa TRANSPORTES NOVOTECH identificada con Nit 830145099-2 y se dictan otras disposiciones.","ACTIVO","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"64","3.5.2.11.013.084","SUMITRANSPORTES ESTERLING S.A.S.","CALLE 12A # 28-13 B SAN JOSE - ACACIAS","3123931696","Direccion@cardique.gov.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.014.1724 de 23 de Octubre de 2014 -","Por el cual se acoge el concepto técnico PM-GA 3.44.14.1815 del 30 de julio de 2014 y se aprueba el plan de contingencias presentado por la SOCIEDAD SUMITRANSPORTES ESTERLING S.A.S identificada con Nit 900466072-5 y se dictan otras disposiciones.","ACTIVO","-","-","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"65","3.5.2.11.013.100","ECOPLANTA PRI","KM 17 VIA EL TESORO, VDA RINCON DEL BUDUY - AGUAZUL- CASANARE","312 518 9951","Info@ecoplantapri.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.16.1381  06/OCT/2016","Por medio del cual se acoge el concepto tecnico PM-GA 3.44.16.1599 del 31 de agosto de 2016 con el cual se aprueba el plan de contingencia a favor de la empresa ECOPLANTA P.R.I S.A.S identificada con Nit 900295286-1 para el transporte, cargue y descargue de residuos peligrosos, especiales, hidrocarburos y/o sustancias nocivas, en jurisdiccion del departamento del Meta.","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"66","3.5.2.11.013.101","INSAM - INGENIERIA Y SOLUCIONES AMBIENTALES DEL META LTDA","MZ A CASA 35 BRR EL PROGRESO - CASTILLA LA NUEVA","3209620763","d.admim@energaf.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.15.1251 24/07/2017 PS-GJ.1.2.6.15.0547","por el cual se acoge el concepto técnico PM-GA 3.44.14.2688 del 03 de diciembre de 2014 y se aprueba el plan de contingencias presentado por la empresa INGENIERIA Y SOLUCIONES AMBIENTALES DEL META LTDA-INSAM identificada con Nit 900249102-8 y se dictan otras disposiciones.","ACTIVO","-","-","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"67","3.5.2.11.013.107","TRANSPORTES C&D S.A.S.","KM 6+300 MTS VIA CASTILLA LA NUEVA - VEREDA BETANIA","3214729827 - 3139840888","Transportescydsas@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.15.0449 20/MAR/2015","Por medio del cual se acoge el concepto técnico No PM-GA 3.44.15.252 de febrero 23 de 2015 y se aprueba el plan de contingencia presentado por la empresa TRANSPORTES C&D S.A.S, Nit 900551971-5 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"68","3.5.2.11.013.108","TECCA - TECNICOS EN COMBUSTION Y TRATAMIENTO DE AGUAS S.A.S.","KM 1.5 PARQUE INDUSTRIAL NORTE BODEGA 11, VEREDA CANAVITA","745 6600 EXT 20740","Asistente.juridica@tecca.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.14.2195 23/DIC/2014","Por medio del cual se acoge el concepto técnico No. PM-GA 3.44.14.2638 de noviembre 24 de 2014 y se aprueba el plan de contingencia presentado por la empresa COMPAÑÍA OPERADORA DEL AGUA TECCA S.A.S, Nit 860451858-7 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"69","3.5.2.11.013.109","TECNOLOGIAS Y SERVICIOS AMBIENTALES DE COLOMBIA S.A.S","CASA 18 MZ J SECTOR AB ÑA PRIMAVERA - PUERTO GAITAN","317 635 2020 - 314 510 2289","tsadecolombia@yahoo.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ. 1.2.6.15.2604  31/DIC/2015","Por medio del cual se acoge el concepto técnico No. PM-GA 3.44.15.2594 de fecha 20 de noviembre de 2015 y se aprueba el plan de contingencia presentado por la empresa TECNOLOGIAS Y SERVICIOS AMBIENTALES DE COLOMBIA S.A.S Nit 900568679-3 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","X","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"70","3.5.2.11.013.110","ORGANIZACIÓN LOGISTICA DE TRANSPORTE SANABRIA S.A. - OTRANSA","DIAGONAL 23 # 69-60 PISO 3 OFIC 320 - BOGOTA","3133927912","mauricio.sanabria@otransalt.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ. 1.2.6.16.1446 18/OCT/2016","Por medio del cual se acoge el concepto tecnico No PM.GA.3.44.16.1819 del 29 de septiembre de 2016 y se aprueba el plan nacional de contingencia para el transporte terrestre en tractocamiones Cisternas de hidrocarburos, derivados y liquidos en general a la empresa ORGANIZACIÓN LOGISTICA DE TRANSPORTE SANABRIA S.A, identificada con Nit 900060018-3.","ACTIVO","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
