"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"5540","PERSONERÍA DE VILLARRICA","809004595","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","873","VILLARRICA","73","Tolima","VACIA","NULL","NULL","2475074","NO DISPONIBLE","-74.600817","3.936661","Activa","NULL","NULL"
"2912","CENTRO DE SALUD - ZETAQUIRA","820002715","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","897","ZETAQUIRA","15","Boyacá","CRA 4 NUMERO 3 - 07","078-7344035","indonbd@hotmail.com","3138314320","NO DISPONIBLE","-73.171179","5.284206","Activa","NULL","NULL"
"0994","ALCALDÍA DE SALGAR","890980577","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","642","SALGAR","05","Antioquia","calle 29 nº 30-17","094-8442081","alcaldia@salgar-antioquia.gov.co","8443299-3148143050","http://www.salgar-antioquia.gov.co","-75.963942","5.963336","Activa","NULL","NULL"
"4461","INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD CENTRO DE SALUD DE COROMORO","804008515","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Institución prestadora de servicios de salid","Adscripción","217","COROMORO","68","Santander","Carrera 6 N. 3-10","077-7247513","ipscoromoro@telecom.gov.co","7247491","NO DISPONIBLE","-73.040784","6.295618","Activa","NULL","NULL"
"3483","HOSPITAL LOCAL SANTA RITA DE CASSIA","825000834","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","098","DISTRACCIÓN","44","La Guajira","CALLE  12 No 10-66","095-7755838","hernan1763@hotmail.com","7755594","NO DISPONIBLE","-72.88412","10.89732","Activa","NULL","NULL"
"4231","EMPRESA METRO DE MEDELLÍN LTDA","890923668","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Adscripción","001","MEDELLÍN","05","Antioquia","Calle 44 N° 46-001 Bello","094-4524450","bpatino@metrodemedellin.gov.co","4548907","NO DISPONIBLE","-75.564574","6.2530471","Activa","NULL","NULL"
"1043","ALCALDÍA DE SAN JUAN DE ARAMA","800098205","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","683","SAN JUAN DE ARAMA","50","Meta","Carrera 9 No 11-25 Barrio el Centro","098-986576084","contactenos@sanjuandearama-meta.gov.co
sanjuandearama@yahoo.com","fax  098 6536107","http://www.sanjuandearama-meta.gov.co","-73.88941","3.34645","Activa","NULL","NULL"
"5557","PERSONERÍA DE SOCORRO","890203688","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","755","SOCORRO","68","Santander","CALLE 15 NO. 14 - 66","097-7272181","alcaldia@socorro-santander.gov.co","3174991540","http://www.municipiodelsocorro.gov.co","-73.264041","6.468665","Activa","NULL","NULL"
"1871","CONCEJO DE LIBORINA","890983672","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","411","LIBORINA","05","Antioquia","Calle 10 No. 7-71","8561940 Ext. 116","concejo@liborina-antioquia.gov.co","8561940 Ext. 104","http://www.liborina-antioquia.gov.co/concejo.shtml","-75.811744","6.67745","Activa","NULL","NULL"
"3222","HOSPITAL  SAN JUAN DE DIOS  -PEÑOL","890980486","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","541","PEÑOL","05","Antioquia","TV 7a 11-84","094-8515750","penohs01@edatel.net.co","8515750","http://www.hospitalelpenol.gov.co","-75.243531","6.219966","Activa","NULL","NULL"
"8034","UNIDAD DE PROYECCIÓN NORMATIVA Y ESTUDIOS DE REGULACIÓN FINANCIERA","NULL","Nacional","No Aplica","Central","Ejecutiva","Hacienda y Crédito Público","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","VACIA","NULL","NULL","000","NULL","-74.072092","4.710989","Activa","NULL","NULL"
"1838","CONCEJO DE GUATEQUE","820002491","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","322","GUATEQUE","15","Boyacá","Cra. 6 No 9-18. Palacio Municipal","7541724","secretaria@concejo-guateque-boyaca.gov.co","7541724","http://concejo-guateque-boyaca.gov.co","-73.471423","5.006385","Activa","NULL","NULL"
"2827","HOSPITAL HATILLO DE LOBA","806013761","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","300","HATILLO DE LOBA","13","Bolívar","calle 8 cra 6-25 carretera via mompox","095-4292046","yvelilla_465@yahoo.com","3205262385","NO DISPONIBLE","-74.077497","8.956007","Activa","NULL","NULL"
"2174","CONCEJO DE GRANADA -- GRANADA, META","892099243-5","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","313","GRANADA","50","Meta","Calle 15 # 14 - 07 Esquina centro","NULL","secretariadehacienda@granada-meta.gov.co","(57) + 8 + 6588158","http://www.granada-meta.gov.co/concejo.shtml","-73.705281","3.544831","Activa","NULL","NULL"
"1930","CONCEJO DE PESCA","891856464","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","542","PESCA","15","Boyacá","Cra. 5 Nº 4-53","7784069 Ext106","concejo@pesca-boyaca.gov.co","7784069 / 3132082199","http://www.pesca-boyaca.gov.co/concejo.shtml","-73.050631","5.558883","Activa","NULL","NULL"
"1550","CONCEJO DE BALBOA -- BALBOA, RISARALDA","890801143","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","075","BALBOA","66","Risaralda","calle 8 N° 6-44 piso 1","096-3688109","oscarjames69@hotmail.com","3216445820","http://balboa-risaralda.gov.co","-75.958017","4.949748","Activa","NULL","NULL"
"3392","HOSPITAL EL SOCORRO  - SAN DIEGO","824000469","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","750","SAN DIEGO","20","Cesar","CALLE 4 Nº 2-36","095-5798139","contactenos@esehospitalelsocorro.gov.co
secretaria@esehospitalelsocorro.gov.co","5798009 - 5798784","http://www.esehospitalelsocorro.gov.co/","-73.180717","10.333974","Activa","NULL","NULL"
"2232","CONCEJO DE LA PLATA","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","396","LA PLATA","41","Huila","Palacio Municipal","NULL","concejo@laplata-huila.gov.co","no reporta","http://www.laplata-huila.gov.co/concejo.shtml","-75.894247","2.389011","Activa","NULL","NULL"
"3592","HOSPITAL SAN JUAN DE DIOS DE GALAN","890201933","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","296","GALÁN","68","Santander","Carrera 9 No. 6 - 53","097-7219302","hospitalgalan@hotmail.com","097-7219321","NO DISPONIBLE","-73.287406","6.639497","Activa","NULL","NULL"
"0374","INSTITUCIÓN UNIVERSITARIA MAYOR DE CARTAGENA","890480054-5","Territorial","Distrital","Descentralizado","Ejecutiva","NULL","Establecimiento Público","Adscripción","001","CARTAGENA","13","Bolívar","BRR CENTRO CR 3 CL DE LA FACTORIA 36 95","6644060","rectoria@umayor.edu.co","3004181916","https://umayor.edu.co/","-75.479426","10.391049","Activa","NULL","NULL"
"0681","ALCALDÍA DE LA CAPILLA","800099665","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","380","LA CAPILLA","15","Boyacá","Carrera 4 No. 3-63","098-7539183","alcaldia@lacapilla-boyaca.gov.co","7539183","http://lacapilla-boyaca.gov.co","-73.444632","5.095405","Activa","NULL","NULL"
"2028","CONCEJO DE SOATA","891855016","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","753","SOATÁ","15","Boyacá","Edificio Municipal Soata","880212","lucerocontadora@hotmail.com","881233","NO DISPONIBLE","-72.68157","6.336161","Activa","NULL","NULL"
"1040","EMPRESA SOCIAL DEL ESTADO CENTRO DERMATOLÓGICO FEDERICO LLERAS ACOSTA","8002473506","Nacional","No Aplica","Descentralizado","Ejecutiva","Salud y Protección Social","Empresas Sociales del Estado","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Avenida 1 No. 13a 61","2899724","atencion1@dermatologia.gov.co","2428160","http://www.dermatologia.gov.co","-74.072092","4.710989","Activa","ROJAS DAZA, CLAUDIA MARCELA","Gerente, Presidente O Director General O Nacional De Entidad Descentralizada Ó D"
"1391","CENTRO PROVINCIAL DE GESTION MINERO AGROEMPRESARIAL DEL ALTO NORDESTE ANTIOQUEÑO","9000609979","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","736","SEGOVIA","05","Antioquia","Carrera 48 Nº 49-35","094-8314787","contactenos@centroprovincialnordeste.com.co","094-8314667","http://www.centroprovincialnordeste.com.co","-74.699095","7.079604","Activa","NULL","NULL"
"3913","EMPRESA DE SERVICIOS PUBLICOS DE COROZAL","800084547","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","215","COROZAL","70","Sucre","Carrera 2   30 - 26","095-6840294","imdersincelejo7@hotmail.com","095-6840294","NO DISPONIBLE","-75.294467","9.321697","Activa","NULL","NULL"
"1883","CONCEJO DE MATANZA","890206696","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","444","MATANZA","68","Santander","Carrera 5 No. 5 - 85","NULL","albasofiaguerrero@hotmail.com","6298202","http://www.matanza-santander.gov.co/concejo.shtml","-73.015958","7.32278","Activa","NULL","NULL"
"0597","ALCALDÍA DE GACHANTIVÁ","800020045","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","293","GACHANTIVÁ","15","Boyacá","PALACIO MUNICIPAL GACHANTIVA","098-7427439","alcaldia@gachantiva-boyaca.gov.co","7427439","http://gachantiva-boyaca.gov.co","-73.54938","5.752134","Activa","NULL","NULL"
"5418","PERSONERÍA DE ROVIRA","809003405","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","624","ROVIRA","73","Tolima","Cra 1 No. 2-30 PARQUE PRINCIPAL","NULL","personeriarovira@hotmail.com","(8) 2880067","NO DISPONIBLE","-75.239679","4.239304","Activa","NULL","NULL"
"1431","CENTRO DE DIAGNOSTICO AUTOMOTOR DE POPAYAN LTDA.","800253040","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","POPAYÁN","19","Cauca","Talleres municipales vía al Huila","092-8200656","cdapopayan@yahoo.es","092-8200490,8203135,","NO DISPONIBLE","-76.614739","2.444814","Activa","NULL","NULL"
"4773","INSTITUTO MUNICIPAL PARA LA RECREACIÓN Y EL DEPORTE DE SOACHA","832000906","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","754","SOACHA","25","Cundinamarca","Calle 15 No. 8-53","NULL","imrds@imrdsoacha.gov.co","(+57) (1) 601 - 8400393","http://www.imrdsoacha.gov.co","-74.211747","4.582723","Activa","NULL","NULL"
"1488","CONCEJO DE ANCUYA","814001665","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","036","ANCUYÁ","52","Nariño","Oficina del Concejo Municipal 2 piso - Palacio Municipal","NULL","NULL","(57-2) 7287372","NO DISPONIBLE","-77.515158","1.26295","Activa","NULL","NULL"
"5863","PERSONERÍA DE RIOSUCIO -- RIOSUCIO, CHOCÓ","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","615","RIOSUCIO","27","Chocó","VACIA","NULL","NULL","(4) -6810079","NO DISPONIBLE","-77.115176","7.438388","Activa","NULL","NULL"
"5356","PERSONERÍA DE OVEJAS","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","508","OVEJAS","70","Sucre","VACIA","NULL","NULL","0","NO DISPONIBLE","-75.227529","9.525856","Activa","NULL","NULL"
"4669","INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION - BOLIVAR","817000638","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","100","BOLÍVAR","19","Cauca","VACIA","NULL","NULL","NULL","NO DISPONIBLE","-76.96953","1.97084","Activa","NULL","NULL"
"5181","PERSONERÍA DE DIBULLA","825000243","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","090","DIBULLA","44","La Guajira","Calle 6 No. 9-20","NULL","contactenos@dibulla-laguajira.gov.co","3114086374-301533414","http://www.dibulla-laguajira.gov.co/Personeria.shtml","-73.309337","11.272426","Activa","NULL","NULL"
"0423","ALCALDÍA DE MANIZALES","890801053-7","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","001","MANIZALES","17","Caldas","CALLE 19 No 21-44  Propiedad Horizontal CAM","096-8720670,8720456","carlos.marin@manizales.gov.co
contacto@manizales.gov.co","8879700","http://www.manizales.gov.co","-75.513817","5.070275","Activa","NULL","NULL"
"3828","EMPRESAS PÚBLICAS DE PENSILVANIA","800153304","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","541","PENSILVANIA","17","Caldas","Alcaldia municipal 1er piso plaza principal, Pensilvania","096-8555691","empen_esp@yahoo.com","8555691","NO DISPONIBLE","-75.161426","5.38211","Activa","NULL","NULL"
"5252","UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO","830068074-9","Nacional","No Aplica","Descentralizado","Ejecutiva","Hacienda y Crédito Público","Unidad Administrativa Especial con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 7 No. 31-10 piso 6 Torre Bancolombia","323 4970","soporte@uiaf.gov.co","288 5222","http://www.uiaf.gov.co/","-74.072092","4.710989","Activa","NULL","Gerente, Presidente O Director General O Nacional De Entidad Descentralizada Ó D"
"0842","ALCALDÍA DE PALESTINA - CALDAS","890801141","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","524","PALESTINA","17","Caldas","cra 10 No 8-25","NULL","alcaldia@palestina-caldas.gov.co","8710424","NO DISPONIBLE","-75.622882","5.019211","Activa","NULL","NULL"
"4721","INSTITUTO MUNICIPAL DE RECREACION Y DEPORTES DE TOTORO IMRDT","817000554","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","824","TOTORÓ","19","Cauca","EDIFICIO CAM CALLE PRINCIPAL TOTORO CAUCA","NULL","rjbravo68@hotmail.com","0928-275023     0928-275130","NO DISPONIBLE","-76.40173","2.509941","Activa","NULL","NULL"
"1467","COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS","890802678","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","541","PENSILVANIA","17","Caldas","Cra 5 No. 6-30","NULL","rectoria@iescinoc.edu.co","8555026","NO DISPONIBLE","-75.161426","5.38211","Activa","NULL","NULL"
"5165","PERSONERÍA DE CONTRATACION","890206058","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","211","CONTRATACIÓN","68","Santander","Cra 4  N 6- 51","097-7171231","contactenos@contratacion-santander.gov.co","57+7 7171547","http://www.contratacion-santander.gov.co/Personeria.shtml","-73.474229","6.290943","Activa","NULL","NULL"
"4033","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BARBOSA  ESBARBOSA","804003025","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","077","BARBOSA","68","Santander","km 1 via a Velez","097-7484627","esbarbosa@barbosa-santander.gov.co
esbarbosaesp@gmail.com","3125515290","http://www.nodisponible.com","-73.615679","5.934363","Activa","NULL","NULL"
"2355","CONCEJO DE PIVIJAY","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","551","PIVIJAY","47","Magdalena","Cra 14 No. 3-63","4157098","concejomunicipalpivijay@hotmail.com","57+5 4157098","http://www.pivijay-magdalena.gov.co/concejo.shtml","-74.614654","10.461181","Activa","NULL","NULL"
"4709","INSTITUTO DE DEPORTE, RECREACIÓN Y ACTIVIDAD FÍSICA DE VALLEDUPAR","824000554-8","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","VALLEDUPAR","20","Cesar","Calle 28 No.13-65 Barrio 12 de Octubre","NULL","secretaria@indupalvalledupar.gov.co","5623279","https://www.indupalvalledupar.gov.co","-73.243633","10.474245","Activa","NULL","NULL"
"2867","EMPRESA SOCIAL DEL ESTADO LAS MERCEDES","900160887","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","621","ROBERTO PAYÁN","52","Nariño","San Jose = Roberto Payan","092-7291576","hcastroarevalo@hotmail.com","3128014413","NO DISPONIBLE","-78.338707","1.908823","Activa","NULL","NULL"
"4944","PERSONERÍA DE ARBOLEDAS","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","051","ARBOLEDAS","54","Norte de Santander","VACIA","NULL","NULL","VACIA","NO DISPONIBLE","-72.798862","7.64323","Activa","NULL","NULL"
"2281","CONCEJO DE MEDIO ATRATO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","425","MEDIO ATRATO","27","Chocó","Palacio Municipal","NULL","concejo@medioatrato-choco.gov.co","6713529","http://www.medioatrato-choco.gov.co/concejo.shtml","-76.733652","5.989716","Activa","NULL","NULL"
"0752","ALCALDÍA DE MAPIRIPÁN","800136458","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","325","MAPIRIPÁN","50","Meta","Calle 5 N° 21 - 28 Barrio la loma","NULL","alcaldia@mapiripan-meta.gov.co","3212069664","http://www.mapiripan-meta.gov.co","-72.133175","2.892506","Activa","NULL","NULL"
"2283","CONCEJO DE MEDIO SAN JUAN","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","450","MEDIO SAN JUAN","27","Chocó","Primer Piso del Palacio Municipal","NULL","concejomediosanjuan@gmail.com","57 +(4)6702629","http://www.mediosanjuan-choco.gov.co/concejo.shtml","-76.6933579369","5.10024074741","Activa","NULL","NULL"
"2144","CONCEJO DE ENCINO","890205114","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","264","ENCINO","68","Santander","calle 5 No 3-22 palacion municipal Encino","097-7248232","gilquico60@yahoo.es","3142546859","http://www.wncino-santander.gov.co","-73.09831","6.13694","Activa","NULL","NULL"
"2807","NUEVA LICORERA DE BOYACÁ","9013366319","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Vinculación","001","TUNJA","15","Boyacá","Avenida Licorera No. 10 A -05 Barrio el Jardín","NULL","contactenos@boyaca.gov.co","87420150","https://www.boyaca.gov.co/","-73.357557","5.544642","Activa","NULL","NULL"
"0205","ALCALDÍA DE CARURU","832000605","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","161","CARURU","97","Vaupés","Calle 2 N- 4- 06 Palacio Municipal","098-85662471","norbeymm@hotmail.com","3202454547","http://caruru-vaupes.gov.co","-71.29587","1.012148","Activa","NARVAEZ VALENCIA, FANNY","Alcalde"
"3511","HOSPITAL NUESTRA SEÑORA DEL PILAR DE MEDINA - MEDINA","892001990-8","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","438","MEDINA","25","Cundinamarca","CR 6 No. 11- 38 Centro","091-6768079","esemedinaster@gmail.com","6768080","NO DISPONIBLE","-73.349853","4.508399","Activa","NULL","NULL"
"3752","EMPRESA DE SERVICIOS DEL GUALIVA S.A.S","900316141","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","491","NOCAIMA","25","Cundinamarca","cra 6 n.6-41","091-8451035","emsergualiva@gmail.com","8451035 ext 105","NO DISPONIBLE","-74.380305","5.069435","Activa","NULL","NULL"
"4840","JUNTA MUNICIPAL DE DEPORTES Y RECREACIÓN DE GUATAQUÍ","808011104","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","324","GUATAQUÍ","25","Cundinamarca","FRENTE AL PALACIO MUNICIPAL","091-9999999","consultoria38@yahoo.com","8371019","NO DISPONIBLE","-74.790311","4.517444","Activa","NULL","NULL"
"3163","MOVILIDAD FUTURA SAS","900323358-2","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","POPAYÁN","19","Cauca","calle 3 No 8-58","NULL","movilidadfuturapopayan@hotmail.com","2269829","http://www.movilidadfutura.gov.co/","-76.614739","2.444814","Activa","NULL","NULL"
"4545","INSTITUTO DE DEPORTES Y RECREACION DE SAN GIL","900297213","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","679","SAN GIL","68","Santander","Calle 12 No. 10 - 31","097-7244617","indersangil@gmail.com","097-7243232","NO DISPONIBLE","-73.13412","6.554824","Activa","NULL","NULL"
"3858","EMPRESA DE SERVICIOS PUBLICOS ACUEDUCTO REGIONAL DEL SUR DEL ATLANTICO S.A","900108813","Territorial","Distrital","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","BARRANQUILLA","08","Atlántico","Calle 40  Carreras 45 y 46 Piso 6","095-9999999","amalfimaria@gmail.co","095-3732822","NO DISPONIBLE","-74.806981","11.004107","Activa","NULL","NULL"
"5044","PERSONERÍA DE CONCEPCION","890983718","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","206","CONCEPCIÓN","05","Antioquia","Personeria Municipal de Concepcion","094-8567085","concal01@edatel.net.co","3122709583","NO DISPONIBLE","-75.256581","6.394353","Activa","NULL","NULL"
"6202","TURNARIÑO","891200373","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","PASTO","52","Nariño","Calle 18  25 - 25","092-7234962","turnarino@gmail.com","092-7234962","NO DISPONIBLE","-77.285787","1.205884","Activa","NULL","NULL"
"2853","HOSPITAL SAN JOSE DE GUACHETA","800204497","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","317","GUACHETÁ","25","Cundinamarca","Carrera 2 No. 1 - 50","091-8556188","hsjg@hotmail.com","918556088","NO DISPONIBLE","-73.686939","5.383675","Activa","NULL","NULL"
"5607","PERSONERÍA DE FREDONIA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","282","FREDONIA","05","Antioquia","VACIA","NULL","NULL","840 12 64","NO DISPONIBLE","-75.671007","5.927245","Activa","NULL","NULL"
"5596","PERSONERÍA DE EL ZULIA","807005877","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","261","EL ZULIA","54","Norte de Santander","Av 1 calle 9 esquina, El Zulia, Norte de Santander","NULL","personeriaelzulia@gmail.com","5789444","NO DISPONIBLE","-72.604826","7.937289","Activa","NULL","NULL"
"1794","CONCEJO DE EL CARMEN DE BOLIVAR","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","244","EL CARMEN DE BOLÍVAR","13","Bolívar","Calle 24 No. 48-88 Plaza Principal El Carmen de Bolívar","NULL","contactenos@elcarmen-bolivar.gov.co","6860580","NO DISPONIBLE","-75.115733","9.721064","Activa","NULL","NULL"
"0035","AGROEMPRESARIAL S.A.","813009656","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Sociedad de Economía Mixta","Vinculación","551","PITALITO","41","Huila","Carrera 2 N 5-23","091-8366258","agroempresarials.a@hotmail.com","8366258","NO DISPONIBLE","-76.048869","1.85298","Activa","NULL","NULL"
"6350","ALCALDÍA MAYOR DE BOGOTÁ","899999061-9","Territorial","Distrital","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 8  No  10 - 65","3821273","sprivada@alcaldiabogota.gov.co","3813060","http://www.bogota.gov.co","-74.072092","4.710989","Activa","NULL","NULL"
"1089","ALCALDÍA DE SANTA ISABEL","890072044","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","686","SANTA ISABEL","73","Tolima","Cra 2  # 5 - 46","098-2803041","alcaldia@santaisabel-tolima.gov.co","3134958481 - 3134940474","http://www.santaisabel-tolima.gov.co","-75.097727","4.713524","Activa","NULL","NULL"
"1355","ASOCIACIÓN DE MUNICIPIOS DEL SUROCCIDENTE DE NARIÑO","900002841-1","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Asociación de Municipios","No Aplica","001","PASTO","52","Nariño","Carrera 30  16 B - 40","072-999999999","aidarosario9@hotmail.com","072-7228295; 7216715","NULL","-77.285787","1.205884","Activa","NULL","NULL"
"2978","CENTRO DE SALUD LUIS LANCHEROS - COPER","820003571","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","212","COPER","15","Boyacá","Cra. 2 Nro 4 - 91","098-7266146","esecoper@yahoo.com","098 7266146 - 098 7265116","NO DISPONIBLE","-74.044977","5.47526","Activa","NULL","NULL"
"5371","PERSONERÍA DE PEREIRA","891480030","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","001","PEREIRA","66","Risaralda","cra.10 No. 27-45","096-3332044","pvargas@pereira.gov.co","3128439627","http://www.pereira.gov.co","-75.690601","4.808717","Activa","NULL","NULL"
"3369","HOSPITAL DEL ROSARIO","891180039","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","132","CAMPOALEGRE","41","Huila","Carrera 9 No. 32 - 50 Barrio  El Jardin","098-8381481","contabilidad@hospitaldelrosario.gov.co","098 - 8381481","http://www.hospitaldelrosario.gov.co","-75.326642","2.685106","Activa","NULL","NULL"
"2399","CONCEJO DE REMOLINO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","605","REMOLINO","47","Magdalena","Palacio Municipal Calle 10 Cra 2 Esquina # 2-10","NULL","alcaldia@remolino-magdalena.gov.co","3106394659","http://www.remolino-magdalena.gov.co/concejo.shtml","-74.716383","10.701732","Activa","NULL","NULL"
"0081","ALCALDÍA DE ANAPOIMA","890680097","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","035","ANAPOIMA","25","Cundinamarca","Calle 2 N° 2-36 Anapoima -Cundinamarca","091-8993436","contactenos@anapoima-cundinamarca.gov","057)(1) 8993 436-3208588594","http://WWW.ANAPOIMACUNDINAMARCA.GOV.CO","-74.535235","4.548942","Activa","RODRIGUEZ ESPINOSA, YAIR","Alcalde"
