"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","4","1","05","05001","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","SECUNDARIA","ANTIOQUIA","MEDELLIN","COLOMBIA",">65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-02-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","5","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","INDIGENA","2018-08-01","2018-01-01","Mujer","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","5","1","11","11001","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","11","11001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-10-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","66","66001","ND","NO","NO ACTIVO","CA","ND","2016-08-01","2015-01-01","Mujer","SECUNDARIA","RISARALDA","PEREIRA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","68","68001","ND","NO","NO ACTIVO","UL","ND","2016-08-01","2016-01-01","Hombre","SECUNDARIA","SANTANDER","BUCARAMANGA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"3","4","1","05","05001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2018-04-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","11","1","08","08001","M-MUJER","NO","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","11","11001","M-MUJER","NO","NO ACTIVO","ND","ND","2017-10-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","5","1","76","76109","ND","NO","ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Mujer","ND","VALLE","BUENAVENTURA","ND","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","10","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","ND","2018-02-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"4","3","1","11","11001","ND","NO","ACTIVO","Sin Información","ND","2018-03-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","10","1","08","08001","ND","ND","NO ACTIVO","ND","ND","2017-12-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","5","1","05","05001","M-MUJER","NO","NO ACTIVO","VI","ND","2017-10-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"2","4","1","05","05001","M-MUJER","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","76","76364","ND","NO","NO ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Mujer","ND","VALLE","JAMUNDI","Colombia","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"11","1","1","54","54001","ND","NO","NO ACTIVO","ND","ND","2016-03-01","2016-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA",">65","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"3","3","1","25","25754","M-MUJER","NO","NO ACTIVO","DI","ND","2017-10-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","ND","NO","NO ACTIVO","UL","ND","2016-02-01","2015-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"15","4","1","05","05001","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","3","1","76","76001","M-MUJER","NO","NO ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Mujer","SECUNDARIA","VALLE","CALI","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","8","1","11","11001","ND","SI","NO ACTIVO","Sin Información","ND","2018-05-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","Colombia","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","H-HOMBRE","NO","NO ACTIVO","CA","ND","2017-12-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","13","13001","ND","ND","NO ACTIVO","ND","ND","2017-05-01","2018-01-01","Mujer","ND","BOLIVAR","CARTAGENA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","5","1","47","47675","ND","ND","NO ACTIVO","ND","ND","2017-10-01","2018-01-01","Mujer","ND","MAGDALENA","SALAMINA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","ND","NO","NO ACTIVO","UL","ND","2016-07-01","2015-01-01","Hombre","TECNICO","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","13","13001","M-MUJER","NO","NO ACTIVO","ND","ND","2017-02-01","2017-01-01","Mujer","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"5","4","1","25","25754","M-MUJER","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","66","66170","M-MUJER","NO","ACTIVO","ND","ND","2016-05-01","2017-01-01","Mujer","TECNOLOGO","RISARALDA","DOSQUEBRADAS","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","47","47001","M-MUJER","NO","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Mujer","ND","MAGDALENA","SANTA MARTA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"5","9","1","08","08001","ND","NO","NO ACTIVO","Sin Información","ND","2018-02-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"3","4","1","66","66001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-05-01","2017-01-01","Hombre","ND","RISARALDA","PEREIRA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","10","1","08","08001","ND","ND","ACTIVO","ND","ND","2018-02-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"8","10","1","08","08001","ND","NO","NO ACTIVO","Sin Información","ND","2018-02-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","4","1","05","05001","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-03-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","3","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-12-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"9","4","1","11","11001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2017-12-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","25","25754","M-MUJER","NO","NO ACTIVO","SO","ND","2018-02-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"4","3","1","05","05001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-12-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","41","41551","ND","NO","ACTIVO","Sin Información","ND","2016-02-01","2015-01-01","Mujer","ND","HUILA","PITALITO","ND","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","27","27001","ND","NO","NO ACTIVO","Sin Información","ND","2017-05-01","2018-01-01","Hombre","ND","CHOCO","QUIBDO","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","3","1","25","25754","M-MUJER","NO","NO ACTIVO","DI","ND","2017-12-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","5","1","13","13001","H-HOMBRE","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2017-12-01","2018-01-01","Hombre","ND","BOLIVAR","CARTAGENA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"7","12","1","13","13001","ND","NO","NO ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Hombre","ND","BOLIVAR","CARTAGENA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","25","25307","ND","NO","NO ACTIVO","SO","ND","2016-08-01","2015-01-01","Mujer","SECUNDARIA","CUNDINAMARCA","GIRARDOT","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","11","11001","M-MUJER","NO","NO ACTIVO","DI","ND","2017-12-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-05-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","ND","ND","NO ACTIVO","ND","ND","2018-04-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","M-MUJER","NO","NO ACTIVO","SO","ND","2018-04-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","12","1","13","13001","ND","ND","ACTIVO","ND","ND","2017-12-01","2018-01-01","Mujer","ND","BOLIVAR","CARTAGENA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","08","08001","H-HOMBRE","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-10-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","11","11001","ND","NO","NO ACTIVO","UL","ND","2016-01-01","2015-01-01","Mujer","TECNICO","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"5","4","1","23","23001","H-HOMBRE","NO","NO ACTIVO","ND","ND","2016-02-01","2017-01-01","Hombre","ND","CORDOBA","MONTERIA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","05","05001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-01-01","2018-01-01","Hombre","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"6","2","1","08","08001","H-HOMBRE","NO","NO ACTIVO","CA","ND","2018-04-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","13","13001","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-10-01","2018-01-01","Hombre","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"3","3","1","25","25754","M-MUJER","NO","NO ACTIVO","CA","ND","2018-02-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"5","4","1","08","08001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-01-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76001","M-MUJER","NO","ACTIVO","CA","INDIGENA","2018-08-01","2018-01-01","Mujer","SECUNDARIA","VALLE","CALI","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"6","12","1","13","13001","ND","NO","ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Mujer","ND","BOLIVAR","CARTAGENA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","11","11001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-12-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","ND","ND","NO ACTIVO","ND","INDIGENA","2016-02-01","2017-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","ND","NO","NO ACTIVO","Sin Información","ND","2017-12-01","2018-01-01","Hombre","TECNOLOGO","ATLANTICO","BARRANQUILLA","Colombia","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","4","1","13","13001","M-MUJER","NO","NO ACTIVO","SO","ND","2018-01-01","2018-01-01","Mujer","ND","BOLIVAR","CARTAGENA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"49","1","1","54","54001","ND","NO","NO ACTIVO","ND","ND","2015-11-01","2015-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA",">65","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","ND","NO","NO ACTIVO","Sin Información","ND","2017-02-01","2017-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","25","25754","H-HOMBRE","NO","NO ACTIVO","UL","ND","2017-11-01","2018-01-01","Hombre","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","05","05001","M-MUJER","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","08","08001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-05-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","08","08001","ND","ND","NO ACTIVO","ND","ND","2017-02-01","2017-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","Colombia","00-05","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","RC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","5","1","05","05001","M-MUJER","NO","NO ACTIVO","SO","ND","2017-05-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","7","1","05","05001","M-MUJER","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-02-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"6","3","1","11","11001","M-MUJER","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Mujer","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","6","1","19","19698","H-HOMBRE","NO","NO ACTIVO","ND","INDIGENA","2017-12-01","2018-01-01","Hombre","ND","CAUCA","SANTANDER DE QUILICHAO","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27001","M-MUJER","NO","NO ACTIVO","UL","ND","2017-12-01","2018-01-01","Mujer","ND","CHOCO","QUIBDO","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","2","1","25","25754","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-04-01","2018-01-01","Hombre","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","25","25754","H-HOMBRE","NO","NO ACTIVO","ND","INDIGENA","2018-05-01","2018-01-01","Hombre","SECUNDARIA","CUNDINAMARCA","SOACHA","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"8","3","1","11","11001","H-HOMBRE","NO","NO ACTIVO","SO","ND","2018-03-01","2018-01-01","Hombre","ND","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","M-MUJER","NO","NO ACTIVO","DI","ND","2017-12-01","2018-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"8","3","1","08","08001","ND","NO","NO ACTIVO","Sin Información","ND","2016-02-01","2017-01-01","Mujer","ND","ATLANTICO","BARRANQUILLA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","20","20011","ND","NO","ACTIVO","SO","ND","2016-05-01","2016-01-01","Mujer","ND","CESAR","AGUACHICA","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"4","1","1","54","54001","ND","NO","NO ACTIVO","ND","ND","2015-11-01","2015-01-01","Mujer","ND","NORTE DE SANTANDER","CUCUTA","COLOMBIA","18-29","INCENTIVO MONETARIO CONDICIONADO A  LA FORMACION","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","11","11001","M-MUJER","NO","NO ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","SECUNDARIA","BOGOTA","BOGOTA D.C.","COLOMBIA","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","08","08001","ND","NO","ACTIVO","Sin Información","ND","2018-10-01","2018-01-01","Hombre","ND","ATLANTICO","BARRANQUILLA","ND","18-29","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","76","76001","ND","NO","ACTIVO","Sin Información","ND","2018-10-01","2018-01-01","Mujer","ND","VALLE","CALI","ND","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","6","1","05","05001","M-MUJER","NO","NO ACTIVO","SO","ND","2017-10-01","2018-01-01","Mujer","ND","ANTIOQUIA","MEDELLIN","COLOMBIA","30-49","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","25","25754","M-MUJER","NO","NO ACTIVO","CA","ND","2018-02-01","2018-01-01","Mujer","ND","CUNDINAMARCA","SOACHA","COLOMBIA","50-65","GESTION PARA EL EMPLEO EFECTIVO","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
