"municipio","codigo_prestador","razon_social","codigo_habilitacion","codigo_municipio","nombre_de_sede","gerente","zona","direccion","barrio","telefono","fax","email","fecha_apertura","nit","dv","ese","nivel","caracter","sede_principal","horario_lunes","horario_martes","horario_miercoles","horario_jueves","horario_viernes","horario_sabado","horario_domingo"
"SOGAMOSO","1575900490","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","1575900490","01","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","DIANA CATALINA DELGADO JIMENEZ","URBANA","Kra 9 Nº 11 - 74","CENTRO","7720304","7720304","saludsogamoso@yahoo.com","2006-11-15T00:00:00.000","826000923","1","SI","1","MUNICIPAL","SI","07 a 18","07 a 18","07 a 18","07 a 18","07 a 18","00 a 00","00 a 00"
"SOGAMOSO","1575900490","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","1575900490","02","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","DIANA CATALINA DELGADO JIMENEZ","URBANA","Kra 25 Nº 4A - 147","MAGDALENA","7724268",,"saludsogamoso@yahoo.com","2006-11-15T00:00:00.000","826000923","1","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","00 a 00","00 a 00"
"SOGAMOSO","1575900490","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","1575900490","15","SALUD SOGAMOSO EMPRESA SOCIAL DEL ESTADO","DIANA CATALINA DELGADO JIMENEZ","URBANA","CARRERA 14 No. 16-41","PRADO CENTRO","7720304","7702231","saludsogamoso@yahoo.com","2011-02-07T00:00:00.000","826000923","1","SI","1","MUNICIPAL","NO","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","00 a 00","00 a 00"
"SOGAMOSO","1575900798","HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO","1575900798","01","HOSPITAL REGIONAL DE SOGAMOSO EMPRESA SOCIAL DEL ESTADO","SHEYLA FANORY CAICEDO RINCON","URBANA","CL 8 N° 11A-43","LA CASTELLANA","0987726048-0987707565","987726048","gerencia@hospitalsogamoso.gov.co","2006-11-15T00:00:00.000","891855039","9","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"SOGAMOSO","1575902008","Servicio Nacional de Aprendizaje SENA","1575902008","01","SERVICIO MÉDICO ASISTENCIAL SENA","DAGOBERTO JUAN BERDUGO HERNANDEZ","URBANA","Carrera 12 Nº 55A-51",,"7721313","7721313","ravargasl@sena.edu.co","2012-12-11T00:00:00.000","899999034","1","NO","1","NACIONAL","SI","07 a 10","14 a 17","07 a 10","14 a 17","07 a 10","00 a 00","00 a 00"
"SOMONDOCO","1576100650","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO","1576100650","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN SEBASTIAN DE SOMONDOCO","YENNY LILIANA AVILA OLMOS","URBANA","CALLE 2 No 4 - 64","CENTRO","3203021803",,"saludsomondoco@yahoo.es","2011-09-02T00:00:00.000","820002608","1","SI","1","MUNICIPAL","SI","07 a 17","07 a 16","07 a 17","07 a 17","07 a 15","00 a 00","00 a 00"
"SORA","1576200822","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA","1576200822","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA BARBARA DE SORA","ELCY ROCIO MESA SOCHA","URBANA","CR 2 N 2-85","CENTRO","3225088858","3225088858","esesantabarbara@hotmail.com","2011-09-06T00:00:00.000","820003357","2","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"SORACÁ","1576400697","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA","1576400697","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD FE Y ESPERANZA SORACA","DEISY MILENA ALARCON MACANA","URBANA","Calle 5 No 2 - 17","CENTRO","987442949","987442949","esesoraca@gmail.com","2006-11-15T00:00:00.000","820003533","2","SI","1","MUNICIPAL","SI","08:00-12:00 -14:00 -18:00","08:00-12:00 -14:00 -18:00","08:00-12:00 -14:00 -18:00","08:00-12:00 -14:00 -18:00","08:00-12:00 -14:00 -18:00","08:00-12:00",
"SOTAQUIRÁ","1576300372","EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA","1576300372","01","E.S.E CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA","MARIA ISABEL GOMEZ MEDINA","URBANA","CALLE 7 No 3 - 11","Centro","3203410031 3112464543","3203410031 3112464543","gerenciaesesotaquira1@gmail.com","2011-09-08T00:00:00.000","820003374","8","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","08 a 16","00 a 00"
"SOTAQUIRÁ","1576300372","EMPRESA SOCIAL ESTADO CENTRO DE SALUD MANUEL ALBERTO FONSECA SANDOVAL DE SOTAQUIRA","1576300372","02","PUESTO DE SALUD EL MANZANO","MARIA ISABEL GOMEZ MEDINA","RURAL","VEREDA CARREÑO","SECTOR EL MANZANO","3203410031 3112464543","3203410031 3112464543","gerenciaesesotaquira1@gmail.com","2011-09-08T00:00:00.000","820003374","8","SI","1","MUNICIPAL","NO","00 a 00","00 a 00","00 a 00","07 a 16","00 a 00","00 a 00","00 a 00"
"SUSACÓN","1577400427","E.S.E. CENTRO DE SALUD HECTOR PINEDA GALLO SUSACON","1577400427","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD HECTOR PINEDA GALLO","ALEXANDRA MARIA SUAREZ ALARCON","URBANA","CLL 6 No 5-151","CENTRO","313 4854806",,"esesusacon@yahoo.es","2011-09-02T00:00:00.000","826002625","9","SI","1","MUNICIPAL","SI","07 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18","08 a 18"
"SUTAMARCHÁN","1577600707","E.S.E. Centro De Salud Santo Eccehomo De Sutamarchan","1577600707","01","E.S.E. Centro De Salud Santo Eccehomo De Sutamarchan","ANA MARITZA DAVILA BARON","URBANA","Kra. 3 Número 2-02","CENTRO","3134215413","3134215413","sutamarchanese@gmail.com","2011-09-01T00:00:00.000","820003876","3","SI","1","MUNICIPAL","SI","08 a 18","08 a 18","08 a 18","08 a 18","06 a 14","08 a 12","00 a 00"
"SUTATENZA","1532201084","HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.","1577801084","08","CENTRO DE SALUD DE SUTATENZA","GLORIA YANETH MANRIQUE ABRIL","URBANA","CL 5 No. 5-22",,"3187342312","0","gerenciavalledetenza@gmail.com","2006-11-16T00:00:00.000","900004894","0","SI","2","DEPARTAMENTAL","NO","07 a 18","07 a 18","07 a 18","07 a 18","07 a 17","00 a 00","00 a 00"
"TASCO","1579000702","EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO","1579000702","01","EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DEL ROSARIO","NELSON ORLANDO MARTINEZ QUINTERO","URBANA","PARQUE PRINCIPAL","CENTRO","7879110","7879110","esetasco@gmail.com","2006-11-15T00:00:00.000","826002694","7","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 17","07 a 16","00 a 00","00 a 00"
"TENZA","1532201084","HOSPITAL REGIONAL SEGUNDO NIVEL DE ATENCIÓN VALLE DE TENZA E.S.E.","1579801084","04","CENTRO DE SALUD DE TENZA","GLORIA YANETH MANRIQUE ABRIL","URBANA","KR 4 No. 5-88",,"3167428499","0","gerenciavalledetenza@gmail.com","2006-11-16T00:00:00.000","900004894","0","SI","2","DEPARTAMENTAL","NO","07 a 18","07 a 18","07 a 18","07 a 18","07 a 17","00 a 00","00 a 00"
"TIBANÁ","1580400271","ESE GUSTAVO ROMERO HERNADEZ DE TIBANA","1580400271","01","ESE Gustavo Romero Hernandez","LAURA CONSUELO CAMACHO VALERO","URBANA","Cra 5 No 1 - 79","Centro","7338021/ 7338027","7338021","esetibana@hotmail.com","2011-09-01T00:00:00.000","820002657","2","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 19","07 a 13","00 a 00","00 a 00"
"TIBASOSA","1580600677","EMPRESA SOCIAL DEL ESTADO INES OCHOA PEREZ DE TIBASOSA","1580600677","01","EMPRESA SOCIAL DEL ESTADO INES OHOA PEREZ DE TIBASOSA","ANDRES PATRICIO MORENO GUALTERO","URBANA","KR 9 # 4-32","CENTRO","3133954268","3133954268","esetibasosa@gmail.com","2006-11-15T00:00:00.000","826002852","4","SI","1","MUNICIPAL","SI","07 a 05","07 a 05","07 a 05","07 a 05","07 a 04","00 a 00","00 a 00"
"TINJACÁ","1580800556","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS","1580800556","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SAN BLAS","ARYENIS BALLESTEROS RODRIGUEZ","URBANA","CL 5 4 70","CENTRO","3185953501","3185953501","ese@centrodesaludtinjaca.gov.co","2006-11-08T00:00:00.000","820003619","7","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00","08 a 13"
"TIPACOQUE","1581000755","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA TIPACOQUE","1581000755","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SANTA RITA DE CASIA TIPACOQUE","NELSON ORLANDO MARTINEZ QUINTERO","URBANA","CALLE 2 No. 0 - 01",,"7889178","7889178","gerencia@esesantaritadecasia.gov.co","2006-11-15T00:00:00.000","826002765","1","SI","1","MUNICIPAL","SI","8AM-12M-2PM-6PM","8AM-12M-2PM-6PM","8AM-12M-2PM-6PM","8AM-12M-2PM-6PM","8AM-12M-2PM-6PM","8AM-12M",
"TOCA","1581401159","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TOCA","1581401159","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD TOCA","OMAR ALFONSO RIVERA JIMENEZ","URBANA","CARRERA 10 N° 2-99","CENTRO","3175109916","3115207161","centrodesaludtoca@hotmail.com","2006-11-14T00:00:00.000","820003524","6","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"TOGÜÍ","1581600553","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOGUI","1581600553","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE TOGUI","LINA ROSA ABRIL SANCHEZ","URBANA","KR 3 Nº 1 - 58","CENTRO","098 7292032 - 3114817215","098 7292032","administrativa@ese-togui-boyaca.gov.co","2006-11-15T00:00:00.000","820003435","9","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"TÓPAGA","1582000177","ESE SAN JUDAS TADEO DE TOPAGA","1582000177","01","ESE SAN JUDAS TADEO TOPAGA","ANA ISABEL CARDENAS RODRIGUEZ","URBANA","CALLE 5 No 5-84","CENTRO","3112199109",,"esetopaga@gmail.com","2011-09-07T00:00:00.000","826002929","2","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"TOTA","1582200742","ESE CENTRO DE SALUD DE TOTA","1582200742","01","ESE CENTRO DE SALUD DE TOTA","YUDDY LIZETH JOYA TALERO","URBANA","CENTRO TOTA","CENTRO URBANO","987700945","987700945","esecstota@yahoo.com","2006-11-16T00:00:00.000","826002890","4","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 17","00 a 00","00 a 00","08 a 13"
"TUNJA","1500100266","EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA","1500100266","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE REHABILITACION INTEGRAL DE BOYACA","ZULMA CRISTINA MONTAÑA MARTINEZ","URBANA","KM 1 VIA A SORACÁ","SAN FRANCISCO","8 7 42 47 33","8 7 42 81 44","calidad@cribsaludmental.gov.co","2006-11-16T00:00:00.000","891800982","3","SI","2","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24",
"TUNJA","1500100387","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA","1500100387","01","EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN RAFAEL DE TUNJA","YAMIT NOE HURTADO NEIRA","URBANA","CRA 11 N°27-27","LAS NIEVES","7422041","7426772","gerente@hospitalsanrafaeltunja.gov.co","2006-11-16T00:00:00.000","891800231","0","SI","3","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","01","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA - CENTRO No 1","ALEXANDER MESA ROMERO","URBANA","CALLE 16 No 9-41","CENTRO","0*87443737","0*87448050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","SI","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","02","HOSPITAL METROPOLITANO SANTIAGO DE TUNJA","ALEXANDER MESA ROMERO","URBANA","CALLE 8 No 2A - 47","SAN ANTONIO","3144434031",,"gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","03","PUESTO DE SALUD- CENTENARIO","ALEXANDER MESA ROMERO","URBANA","CARRERA 15 No 16A-30","CENTENARIO","7403189",,"gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 11","07 a 11","07 a 11","07 a 11","07 a 11","00 a 00","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","04","PUESTO DE SALUD EL LIBERTADOR","ALEXANDER MESA ROMERO","URBANA","CALLE 6 No 11-22","LIBERTADOR","7400364","7408050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","05","PUESTO DE SALUD LA FUENTE","ALEXANDER MESA ROMERO","URBANA","CALLE 33 No 16 A 49","FUENTE","7400281","7408050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","06","PUESTO DE SALUD EL CARMEN","ALEXANDER MESA ROMERO","URBANA","CARRERA 17 No 25-67","EL CARMEN","7400372","7408050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","07","PUESTO DE SALUD LOS MUISCAS","ALEXANDER MESA ROMERO","URBANA","CALLE 68 No 2-50","LOS MUISCAS","7450400","7408050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","08","PUESTO DE SALUD FLORENCIA","ALEXANDER MESA ROMERO","RURAL","VEREDA FLORENCIA","VEREDA FLORENCIA","7448050","7448050","gerencia@esesantiagodetunja.gov.co","2011-09-06T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 11","07 a 11","07 a 11","07 a 11","07 a 11","00 a 00","00 a 00"
"TUNJA","1500100785","EMPRESA SOCIAL DEL ESTADO SANTIAGO DE TUNJA","1500100785","11","PUESTO DE SALUD RUNTA","ALEXANDER MESA ROMERO","RURAL","VEREDA RUNTA SECTOR SAN CARLOS","VEREDA RUNTA","7456612","7448050","gerencia@esesantiagodetunja.gov.co","2013-01-30T00:00:00.000","820003850","2","SI","1","MUNICIPAL","NO","07 a 17","07 a 17","07 a 17","07 a 17","07 a 17","08 a 12","00 a 00"
"TUNJA","1500100842","UNIDAD DE POLITICA SOCIAL, SERVICIOS DE SALUD, PSICOLOGIA Y TRABAJO SOCIAL UPTC","1500100842","01","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC - TUNJA","ESPERANZA ARIAS RODRIGUEZ","URBANA","CARRETERA CENTRAL DEL NORTE",,"3155887426","7435644","bienestar.salud@uptc.edu.co","2006-11-15T00:00:00.000","891800330","1","NO",,"DEPARTAMENTAL","SI","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6",,
"TUNJA","1500100842","UNIDAD DE POLITICA SOCIAL, SERVICIOS DE SALUD, PSICOLOGIA Y TRABAJO SOCIAL UPTC","1500100842","05","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC - TUNJA","ESPERANZA ARIAS RODRIGUEZ","URBANA","ANTIGUO HOSPITAL SAN RAFAL CALLE 24 #5-63","LAS NIEVES","3155887426","7436206","bienestar.salud@uptc.edu.co","2008-06-12T00:00:00.000","891800330","1","NO",,"DEPARTAMENTAL","NO","8-12 am y 2-6pm","8-12 am y 2-6pm","8-12 am y 2-6pm","8-12 am y 2-6pm","8-12 am y 2-6pm",,
"TUNUNGUÁ","1583200481","ESE CENTRO DE SALUD SANTA BARBARA DE TUNUNGUA","1583200481","01","ESE CENTRO DE SALUD SANTA BARBARA DE TUNUNGUA","ROSA ELIANA CUBIDES PEREIRA","URBANA","CALLE 2 N.3-31",,"3108823462","3108823462","ese@tunungua-boyaca.gov.co","2006-11-15T00:00:00.000","820003839","0","SI","1","MUNICIPAL","SI","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8-12 Y 2-6","8 A 12","0"
"TURMEQUÉ","1583500667","EMPRESA SOCIAL DEL ESTADO HOSPITAL BAUDILIO ACERO","1583500667","01","HOSPITAL BAUDILIO ACERO DE TURMEQUE","FRANCIS LILIANA TOBO SIACHOQUE","URBANA","CL 3 No.6 -50","CENTRO","3104087170 - 3104095693",,"esebaudilioturmeque@yahoo.com","2006-11-15T00:00:00.000","891800857","0","SI","1","DEPARTAMENTAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"TUTA","1583700709","EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD SAN MIGUEL DE TUTA","1583700709","01","EMPRESA SOCIAL DEL ESTADO PUESTO DE SALUD SAN MIGUEL DE TUTA","MARIA EUGENIA MONTEJO PAEZ","URBANA","Calle 6 NUMERO 7 - 07","CENTRO","7351113","7351113","siau@ese-tuta-boyaca.gov.co","2006-11-15T00:00:00.000","820003641","1","SI","1","MUNICIPAL","SI","07 a 05","07 a 05","07 a 05","07 a 05","07 a 12","00 a 00","07 a 01"
"TUTAZÁ","1583901058","EMPTRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA","1583901058","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA","ANDREA CATALINA PINZÓN PINZÓN","URBANA","PARQUE PRINCIPAL",,"3125240343",,"esesimonbolivar@hotmail.com","2006-11-10T00:00:00.000","826002860","3","SI","1","MUNICIPAL","SI",,"8:00AM-5:00PM",,"8:00AM-5:00PM",,,
"TUTAZÁ","1583901058","EMPTRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA","1583901058","02","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD SIMON BOLIVAR DE TUTAZA CENTRO DE ATENCION LA CAPILLA","ANDREA CATALINA PINZÓN PINZÓN","RURAL","SR LA CAPILLA, VEREDA EL PARAMO",,"987707808",,"esesimonbolivar@hotmail.com","2006-11-10T00:00:00.000","826002860","3","SI","1","MUNICIPAL","NO","08 a 16","08 a 16","08 a 16","08 a 16","08 a 16","00 a 00","00 a 00"
"UMBITA","1584200772","ESE CENTRO DE SALUD SAN RAFAEL","1584200772","01","ESE CENTRO DE SALUD SAN RAFAEL","SANDRA PATRICIA DAZA CEPEDA","URBANA","KRA 7 # 4-123","CENTRO","3203025398","3203025398","eseumbita2016@gmail.com","2011-09-09T00:00:00.000","820003782","1","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 13","08 a 13","08 a 13"
"UMBITA","1584200772","ESE CENTRO DE SALUD SAN RAFAEL","1584200772","02","CHUSCAL","SANDRA PATRICIA DAZA CEPEDA","RURAL","VEREDA DE CHUSCAL","VEREDA DE CHUSCAL","3203025398","3203025398","eseumbita2016@gmail.com","2011-09-09T00:00:00.000","820003782","1","SI","1","MUNICIPAL","NO","00 a 00","00 a 00","00 a 00","08 a 13","00 a 00","00 a 00","00 a 00"
"VENTAQUEMADA","1586100586","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA","1586100586","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DEL MUNICIPIO DE VENTAQUEMADA","DIANA MARCELA TORRES RODRIGUEZ","URBANA","CARRERA 5 NUMERO 2-35","CENTRO","7366002","7366002","eseventaquemada08@gmail.com","2006-11-15T00:00:00.000","820002248","3","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"VENTAQUEMADA","1586100586","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA","1586100586","03","PUESTO DE SALUD EL CARMEN","SANDRA PATRICIA MANCIPE GIL","RURAL","VEREDA EL CARMEN","EL CARMEN","7366002","7366002","eseventaquemada08@gmail.com","2007-08-13T00:00:00.000","820002248","3","SI","1","MUNICIPAL","NO","00 a 00","07 a 12","00 a 00","00 a 00","00 a 00","00 a 00","00 a 00"
"VENTAQUEMADA","1586100586","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE VENTAQUEMADA","1586100586","04","Puesto de salud Puente de Boyacá","Sandra Patricia Mancipe Gil","RURAL","Vereda Puente de Boyacá","Puente de Boyacá","7366002","7366002","eseventaquemada08@gmail.com","2018-09-10T00:00:00.000","820002248","3","SI","1","MUNICIPAL","NO","00 a 00","00 a 00","00 a 00","07 a 12","00 a 00","00 a 00","00 a 00"
"VILLA DE LEYVA","1540700841","ESE HOSPITAL SAN FRANCISCO DE VILLA DE LEYVA","1540700841","01","ESE HOSPITAL SAN FRANCISCO","ZULMA ESTUPIÑAN ESTUPIÑAN","URBANA","kilometro 1 via Arcabuco",,"987320516","987320244","hsanfran@hotmail.com","2006-11-16T00:00:00.000","891800906","3","SI","1","MUNICIPAL","SI","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24","00 a 24"
"VIRACACHÁ","1587900720","E.S.E CENTRO DE SALUD VIRACACHA","1587900720","01","ESE CENTRO DE SALUD VIRACACHA","INGRID FERNANDA CEPEDA GOMEZ","URBANA","CALLE 6 No 5-16","CENTRO","3107867301-3107868518","3107867301 3107868518","eseviracacha@gmail.com","2006-11-15T00:00:00.000","820003352","6","SI","1","MUNICIPAL","SI","08 a 17","08 a 17","08 a 17","08 a 17","08 a 17","00 a 00","00 a 00"
"ZETAQUIRA","1589700665","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ZETAQUIRA","1589700665","01","EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE ZETAQUIRA","MARIA ALEJANDRA MONROY PEÑA","URBANA","KR 4 Número 3 - 07","CENTRO","7344035","7344035","gerencia@esecentrodesaludzetaquira.gov.co","2006-11-16T00:00:00.000","820002715","1","SI","1","MUNICIPAL","SI",,"De 8-12 Y 2a 6pm","De 8-12 Y 2a 6pm","De 8-12 Y 2a 6pm","De 8-12 Y 2a 6pm","De 7 a 1 pm",
