"year","month","month_order","department","request_type","count","date"
"2018","August","8","Street Maintenance","PW (SM)-Alley Cutting","32","2018-08-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Garbage Missed","503","2018-01-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Missing Recycle Cart","74","2018-04-01T00:00:00.000"
"2017","November","11","Code Enforcement","CE-Junky Yard","70","2017-11-01T00:00:00.000"
"2017","November","11","Drain Maintenance","PW (DM)-Drain Inlet Repair","11","2017-11-01T00:00:00.000"
"2017","April","4","Engineering","EN-Railroad R-O-W Maintenanc","1","2017-04-01T00:00:00.000"
"2019","January","1","Parks and Neighborhoods","PN-Mowing","1","2019-01-01T00:00:00.000"
"2017","May","5","311","MCSC-Miscellaneous","5","2017-05-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-New Start Garbage Request","504","2018-03-01T00:00:00.000"
"2019","May","5","Street Maintenance","PW (SM)-Trees in Street","22","2019-05-01T00:00:00.000"
"2018","February","2","Engineering","EN-Construction Inspection","1","2018-02-01T00:00:00.000"
"2019","June","6","Engineering","EN-Traffic Signal Operation","3","2019-06-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Cart Repair","814","2018-04-01T00:00:00.000"
"2017","January","1","Police Services","PD-Traffic Violations","3","2017-01-01T00:00:00.000"
"2018","January","1","Street Maintenance","PW (SM)-Roadside Litter","23","2018-01-01T00:00:00.000"
"2018","November","11","Drain Maintenance","PW (DM)-Drain Inlet Clogged","45","2018-11-01T00:00:00.000"
"2019","November","11","Drain Maintenance","PW (DM)-Drain Inlet Repair","7","2019-11-01T00:00:00.000"
"2017","August","8","Drain Maintenance","PW (DM)-Drain Ditches","3","2017-08-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Recycle Cart Pickup","28","2019-04-01T00:00:00.000"
"2018","January","1","Shelby County","SCHD-Living Conditions","1","2018-01-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-New Start Garbage Request","274","2018-11-01T00:00:00.000"
"2018","November","11","Police Services","PD-Abandoned Vehicles","11","2018-11-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Sewage Spill/Overflow","3","2018-11-01T00:00:00.000"
"2017","February","2","Engineering","EN-New Markings","2","2017-02-01T00:00:00.000"
"2017","September","9","Engineering","EN-Speed Hump Request","24","2017-09-01T00:00:00.000"
"2018","September","9","Shelby County","SCHD-Exterior Conditions","14","2018-09-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Cart Lease Application","70","2018-11-01T00:00:00.000"
"2017","June","6","Parks and Neighborhoods","PN-Miscellaneous","2","2017-06-01T00:00:00.000"
"2018","December","12","Code Enforcement","CE-Junky Yard","50","2018-12-01T00:00:00.000"
"2019","January","1","Solid Waste Management","SWM-Recycle Bin Request","2","2019-01-01T00:00:00.000"
"2018","October","10","Engineering","EN-Maintain Markings","2","2018-10-01T00:00:00.000"
"2019","August","8","Street Maintenance","PW (SM)-Street/Pavement Inspection","38","2019-08-01T00:00:00.000"
"2017","December","12","Engineering","EN-New Markings","4","2017-12-01T00:00:00.000"
"2018","February","2","Street Maintenance","PW (SM)-Potholes","1423","2018-02-01T00:00:00.000"
"2020","November","11","Engineering","EN-Construction Inspection","10","2020-11-01T00:00:00.000"
"2020","November","11","Solid Waste Management","SWM-Miscellaneous","3","2020-11-01T00:00:00.000"
"2018","January","1","Parks and Neighborhoods","PN-Lights in the Parks","1","2018-01-01T00:00:00.000"
"2017","July","7","Code Enforcement","CE-Open Storage and Furnishin","5","2017-07-01T00:00:00.000"
"2017","June","6","Engineering","EN-New Markings","2","2017-06-01T00:00:00.000"
"2017","June","6","Solid Waste Management","SWM-Switched Cart","22","2017-06-01T00:00:00.000"
"2017","October","10","Shelby County","SCHD-Exterior Conditions","7","2017-10-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Burnt Cart","1","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Recycle Bin Request","1","2018-11-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Leased Cart Pickup","2","2018-03-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Authorize Garbage Waiv","3","2018-03-01T00:00:00.000"
"2018","September","9","Shelby County","MSCCE-Zoning Codes","30","2018-09-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Carts Out After-hours","79","2019-07-01T00:00:00.000"
"2017","August","8","Engineering","EN-New Markings","7","2017-08-01T00:00:00.000"
"2017","March","3","Parks and Neighborhoods","PN-Miscellaneous","3","2017-03-01T00:00:00.000"
"2019","March","3","Shelby County","SC-Mayors Action Center(MIS)","6","2019-03-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Cart Repair","458","2018-11-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Missing Lease Cart","11","2017-01-01T00:00:00.000"
"2017","December","12","Environmental Maintenance","EMI-Sewer Odor","6","2017-12-01T00:00:00.000"
"2019","February","2","Shelby County","SCHD-Foul Odor","1","2019-02-01T00:00:00.000"
"2017","December","12","Environmental Maintenance","EMI-Sewage Spill/Overflow","4","2017-12-01T00:00:00.000"
"2018","February","2","Engineering","EN-Speed Hump Request","13","2018-02-01T00:00:00.000"
"2017","March","3","Solid Waste Management","SWM-Leased Cart Labeling","3","2017-03-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Burnt Cart","2","2017-10-01T00:00:00.000"
"2017","October","10","City Attorney","CA-Miscellaneous/Claims","1","2017-10-01T00:00:00.000"
"2017","June","6","Solid Waste Management","SWM-Leased Cart Labeling","2","2017-06-01T00:00:00.000"
"2018","January","1","Drain Maintenance","PW (DM)-Drain/Ditch Maint.","15","2018-01-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Recycle Cart Repair","119","2018-02-01T00:00:00.000"
"2017","September","9","Engineering","EN-Construction Inspection","3","2017-09-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Manhole Cover Problem","11","2018-11-01T00:00:00.000"
"2017","August","8","Drain Maintenance","PW (DM)-Replace","1","2017-08-01T00:00:00.000"
"2017","July","7","Drain Maintenance","PW (DM)-Claim","2","2017-07-01T00:00:00.000"
"2018","January","1","Street Maintenance","PW (SM)-Trees Trimming","3","2018-01-01T00:00:00.000"
"2018","April","4","Shelby County","MSCCE-Building Codes","3","2018-04-01T00:00:00.000"
"2019","December","12","Police Services","PD-Quality of Life Issues","1","2019-12-01T00:00:00.000"
"2018","November","11","Drain Maintenance","PW (DM)-Drain Inlet Repair","6","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Carts Out After-hours","40","2018-11-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-New Connect Listing","1","2017-01-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Contaminated Recycle Cart","76","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Recycle Cart Delivery","172","2018-11-01T00:00:00.000"
"2018","October","10","Environmental Maintenance","EMI-Cave In","40","2018-10-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Leased Cart Delivery","3","2017-10-01T00:00:00.000"
"2019","March","3","Street Maintenance","PW (SM)-Right of Way Weeds","12","2019-03-01T00:00:00.000"
"2018","October","10","Drain Maintenance","PW (DM)-Cavity","17","2018-10-01T00:00:00.000"
"2017","September","9","Street Maintenance","PW (SM)-Street Cracking/Crumbling","8","2017-09-01T00:00:00.000"
"2017","July","7","Engineering","EN-Maintain Markings","4","2017-07-01T00:00:00.000"
"2018","November","11","Environmental Maintenance","EMI-Sewer Backup","127","2018-11-01T00:00:00.000"
"2018","November","11","Grounds Maintenance","CW-Weeds Vacant Houses","38","2018-11-01T00:00:00.000"
"2017","June","6","Environmental Maintenance","EMI-Manhole Cover Problem","6","2017-06-01T00:00:00.000"
"2017","November","11","Drain Maintenance","PW (DM)-Cavity","4","2017-11-01T00:00:00.000"
"2017","March","3","Shelby County","MSCCE-Miscellaneous","1","2017-03-01T00:00:00.000"
"2017","April","4","Solid Waste Management","SWM-Missing Lease Cart","3","2017-04-01T00:00:00.000"
"2019","April","4","Street Maintenance","PW (SM)-Street/Pavement Inspection","43","2019-04-01T00:00:00.000"
"2019","August","8","Drain Maintenance","PW (DM)-Cavity","23","2019-08-01T00:00:00.000"
"2018","September","9","Code Enforcement","CE-Vehicle Violations","195","2018-09-01T00:00:00.000"
"2018","March","3","Police Services","PD-Traffic Violations","5","2018-03-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Pick-Up Extra Cart","45","2018-03-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Dead Animal Collection","268","2018-11-01T00:00:00.000"
"2017","April","4","Environmental Maintenance","EMI-Street Sinking","1","2017-04-01T00:00:00.000"
"2017","April","4","General Services","GS-Tree Removal","2","2017-04-01T00:00:00.000"
"2017","March","3","Environmental Maintenance","EMI-Repair Miscellaneous","12","2017-03-01T00:00:00.000"
"2019","January","1","Storm Water","PW (SW)-Storm Water","5","2019-01-01T00:00:00.000"
"2017","March","3","Shelby County","SCHD-Food Establishment","3","2017-03-01T00:00:00.000"
"2018","November","11","Engineering","EN-New Signs","6","2018-11-01T00:00:00.000"
"2017","July","7","Shelby County","SCHD-Food Establishment","1","2017-07-01T00:00:00.000"
"2017","April","4","Police Services","PD-Traffic Violations","8","2017-04-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Burnt Cart","3","2018-04-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Missing Cart","331","2018-11-01T00:00:00.000"
"2017","June","6","Environmental Maintenance","EMI-Cave In","45","2017-06-01T00:00:00.000"
"2019","October","10","Solid Waste Management","SWM-Switched Cart","10","2019-10-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Garbage Missed","581","2018-02-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Cart Lease Application","57","2017-10-01T00:00:00.000"
"2019","April","4","Street Maintenance","PW (SM)-Roadside Litter","62","2019-04-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Leased Cart Delivery","4","2017-12-01T00:00:00.000"
"2017","April","4","Engineering","EN-Maintain Markings","1","2017-04-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Illegal Dumping","46","2018-11-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Service Quality","128","2018-02-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Recycle Cart Pickup","27","2018-11-01T00:00:00.000"
"2017","December","12","Drain Maintenance","PW (DM)-Flooding","1","2017-12-01T00:00:00.000"
"2017","June","6","Police Services","PD-Traffic Violations","6","2017-06-01T00:00:00.000"
"2017","August","8","Code Enforcement","CE-Accumulation of Stagnant","1","2017-08-01T00:00:00.000"
"2017","November","11","Street Maintenance","PW (SM)-Graffiti","5","2017-11-01T00:00:00.000"
"2017","February","2","Engineering","EN-Street Improvements","2","2017-02-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Recycle Cart Repair","109","2018-11-01T00:00:00.000"
"2017","August","8","Police Services","PD-Traffic Violations","1","2017-08-01T00:00:00.000"
"2017","May","5","Solid Waste Management","SWM-Miscellaneous","8","2017-05-01T00:00:00.000"
"2017","October","10","Engineering","EN-Maintain Markings","6","2017-10-01T00:00:00.000"
"2020","January","1","Drain Maintenance","PW (DM)-CAVITY OFF STREET","1","2020-01-01T00:00:00.000"
"2018","April","4","Shelby County","SCHD-Mosquitoes","3","2018-04-01T00:00:00.000"
"2017","June","6","Parks and Neighborhoods","PN-Mowing","1","2017-06-01T00:00:00.000"
"2017","July","7","Solid Waste Management","SWM-Missing Recycle Cart","37","2017-07-01T00:00:00.000"
"2018","March","3","Street Maintenance","PW (SM)-Graffiti","3","2018-03-01T00:00:00.000"
"2018","October","10","Solid Waste Management","SWM-Burnt Cart","6","2018-10-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Pick-Up Extra Cart","26","2018-11-01T00:00:00.000"
"2017","January","1","Shelby County","SCHD-Mosquitoes","1","2017-01-01T00:00:00.000"
"2018","November","11","Code Enforcement","CE-Junky Yard","56","2018-11-01T00:00:00.000"
"2018","November","11","Solid Waste Management","SWM-Recycling Missed","207","2018-11-01T00:00:00.000"
"2017","September","9","Solid Waste Management","SWM-Burnt Cart","5","2017-09-01T00:00:00.000"
"2017","July","7","Solid Waste Management","SWM-Code Violation","2","2017-07-01T00:00:00.000"
"2017","November","11","Fire Services","FS-Miscellaneous","1","2017-11-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Missing Cart","356","2017-11-01T00:00:00.000"
"2017","November","11","Shelby County","SC-Mayors Action Center(MIS)","6","2017-11-01T00:00:00.000"
"2018","January","1","Code Enforcement","CE-Junky Yard","95","2018-01-01T00:00:00.000"
"2017","October","10","Drain Maintenance","PW (DM)-Drain Inlet Repair","18","2017-10-01T00:00:00.000"
"2018","October","10","Solid Waste Management","SWM-Recycling Missed","308","2018-10-01T00:00:00.000"
"2017","October","10","Engineering","EN-Traffic Signal Maintenance","19","2017-10-01T00:00:00.000"
"2018","November","11","Heavy Equipment Services","PW (HE)-Street Cleaning","84","2018-11-01T00:00:00.000"
"2018","October","10","Engineering","EN-Railroad Inspection","5","2018-10-01T00:00:00.000"
"2019","March","3","Police Services","PD-Criminal Activity","2","2019-03-01T00:00:00.000"
"2018","January","1","Drain Maintenance","PW (DM)-Replace","1","2018-01-01T00:00:00.000"
"2017","August","8","Parks and Neighborhoods","PN-Trash Litter","1","2017-08-01T00:00:00.000"
"2018","October","10","Solid Waste Management","SWM-Contaminated Recycle Cart","77","2018-10-01T00:00:00.000"
"2017","July","7","Shelby County","MSCCE-Sign Ordinances","1","2017-07-01T00:00:00.000"
"2018","February","2","Environmental Maintenance","EMI-Cave In","50","2018-02-01T00:00:00.000"
"2018","April","4","Engineering","EN-Maintain Signs","30","2018-04-01T00:00:00.000"
"2017","November","11","Engineering","EN-Maintain Signs","24","2017-11-01T00:00:00.000"
"2017","November","11","Code Enforcement","CE-Vehicle Violations","146","2017-11-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Recycle Cart Repair","103","2017-12-01T00:00:00.000"
"2017","April","4","Police Services","PD-Criminal Activity","6","2017-04-01T00:00:00.000"
"2018","February","2","Shelby County","MSCCE-Miscellaneous","1","2018-02-01T00:00:00.000"
"2017","January","1","Street Maintenance","PW (SM)-Alley Debris","8","2017-01-01T00:00:00.000"
"2017","December","12","Engineering","EN-Traffic Sign Obstruction","1","2017-12-01T00:00:00.000"
"2018","October","10","Code Enforcement","CE-Junky Yard","85","2018-10-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Missing Lease Cart","9","2018-01-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-By SWF Fee Code","1","2018-04-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Trees in Street","12","2018-11-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Recycle Cart Delivery","249","2018-04-01T00:00:00.000"
"2018","September","9","Code Enforcement","CE-Weeds Occupied Property","276","2018-09-01T00:00:00.000"
"2018","October","10","Engineering","EN-Curb/Gutter Repair","7","2018-10-01T00:00:00.000"
"2018","May","5","Engineering","EN-Curb Ramp Construction","1","2018-05-01T00:00:00.000"
"2017","October","10","Shelby County","SCHD-Miscellaneous","2","2017-10-01T00:00:00.000"
"2019","December","12","Engineering","EN-Maintain Markings","5","2019-12-01T00:00:00.000"
"2018","November","11","Drain Maintenance","PW (DM)-Reset","1","2018-11-01T00:00:00.000"
"2018","February","2","Drain Maintenance","PW (DM)-Drain Inlet Repair","13","2018-02-01T00:00:00.000"
"2019","April","4","Heavy Equipment Services","PW (HE)-Street Cleaning","109","2019-04-01T00:00:00.000"
"2018","May","5","Shelby County","SCHD-Dirty Dog Yard","3","2018-05-01T00:00:00.000"
"2018","February","2","Parks and Neighborhoods","PN-Signage in Parks","1","2018-02-01T00:00:00.000"
"2017","June","6","Drain Maintenance","PW (DM)-Flooding","4","2017-06-01T00:00:00.000"
"2018","December","12","Shelby County","SCHD-Foul Odor","1","2018-12-01T00:00:00.000"
"2019","April","4","Code Enforcement","CE-Vehicle Violations","261","2019-04-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Leased Cart Labeling","1","2017-11-01T00:00:00.000"
"2017","May","5","Environmental Maintenance","EMI-Repair Miscellaneous","11","2017-05-01T00:00:00.000"
"2018","February","2","Police Services","PD-Quality of Life Issues","1","2018-02-01T00:00:00.000"
"2017","March","3","Engineering","EN-Miscellaneous","1","2017-03-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Illegal Dumping","35","2019-04-01T00:00:00.000"
"2019","October","10","Engineering","EN-Sidewalk Inspection","29","2019-10-01T00:00:00.000"
"2018","February","2","Shelby County","SCHD-Exterior Conditions","19","2018-02-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Recycle Cart Repair","132","2017-10-01T00:00:00.000"
"2018","January","1","Code Enforcement","CE-Vehicle Violations","140","2018-01-01T00:00:00.000"
"2019","September","9","Solid Waste Management","SWM-Burnt Cart","1","2019-09-01T00:00:00.000"
"2018","April","4","Drain Maintenance","PW (DM)-Replace","1","2018-04-01T00:00:00.000"
"2017","October","10","Grounds Maintenance","CW-Weeds Vacant Lots","226","2017-10-01T00:00:00.000"
"2019","April","4","Street Maintenance","PW (SM)-Potholes","644","2019-04-01T00:00:00.000"
"2018","May","5","Shelby County","MSCCE-Miscellaneous","3","2018-05-01T00:00:00.000"
"2018","January","1","Drain Maintenance","PW (DM)-Cavity","9","2018-01-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Missing Lease Cart","6","2018-04-01T00:00:00.000"
"2019","May","5","Street Maintenance","PW (SM)-Graffiti","3","2019-05-01T00:00:00.000"
"2018","June","6","Street Maintenance","PW (SM)-Street/Pavement Inspection","35","2018-06-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Garbage Waiver Request","30","2017-12-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Missing Lease Cart","4","2017-12-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Missing Lease Cart","6","2019-04-01T00:00:00.000"
"2017","March","3","Shelby County","SC-Mayors Action Center(MIS)","2","2017-03-01T00:00:00.000"
"2017","April","4","Code Enforcement","CE-Accumulation of Stagnant","1","2017-04-01T00:00:00.000"
"2017","March","3","Engineering","EN-Maintain Markings","3","2017-03-01T00:00:00.000"
"2019","July","7","Street Maintenance","PW (SM)-Potholes","289","2019-07-01T00:00:00.000"
"2017","October","10","Environmental Maintenance","EMI-Cave In","25","2017-10-01T00:00:00.000"
"2017","October","10","Code Enforcement","CE-Junky Yard","100","2017-10-01T00:00:00.000"
"2018","March","3","Grounds Maintenance","CW-Weeds Vacant Lots","41","2018-03-01T00:00:00.000"
"2019","January","1","Drain Maintenance","PW (DM)-Drain Inlet Repair","14","2019-01-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Cart Lease Application","80","2018-01-01T00:00:00.000"
"2019","May","5","Shelby County","SCHD-Exterior Conditions","2","2019-05-01T00:00:00.000"
"2018","November","11","Engineering","EN-Curb Ramp Construction","1","2018-11-01T00:00:00.000"
"2018","March","3","Engineering","EN-Traffic Signal Maintenance","20","2018-03-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Authorize Garbage Waiv","3","2017-12-01T00:00:00.000"
"2018","April","4","Drain Maintenance","PW (DM)-Drain Inlet Repair","19","2018-04-01T00:00:00.000"
"2018","March","3","Engineering","EN-Curb/Gutter Repair","5","2018-03-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Street/Pavement Inspection","29","2018-11-01T00:00:00.000"
"2017","February","2","General Services","GS-Median Strip Maintenance","1","2017-02-01T00:00:00.000"
"2017","October","10","Street Maintenance","PW (SM)-Alley Cutting","19","2017-10-01T00:00:00.000"
"2018","February","2","Engineering","EN-Traffic Signal Operation","4","2018-02-01T00:00:00.000"
"2017","August","8","Engineering","EN-Traffic Signal Operation","5","2017-08-01T00:00:00.000"
"2017","June","6","Code Enforcement","CE-Recreational Vehicle Illeg","3","2017-06-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Recycling Missed","596","2018-03-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Leased Cart Pickup","4","2018-04-01T00:00:00.000"
"2017","March","3","Environmental Maintenance","EMI-Cave In","31","2017-03-01T00:00:00.000"
"2018","February","2","Police Services","PD-Abandoned Vehicles","6","2018-02-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Missing Recycle Cart","54","2018-02-01T00:00:00.000"
"2017","September","9","Solid Waste Management","SWM-Leased Cart Pickup","7","2017-09-01T00:00:00.000"
"2017","September","9","Street Maintenance","PW (SM)-Graffiti","2","2017-09-01T00:00:00.000"
"2018","February","2","Environmental Maintenance","EMI-Manhole Cover Problem","3","2018-02-01T00:00:00.000"
"2017","December","12","Environmental Maintenance","EMI-Cave In","12","2017-12-01T00:00:00.000"
"2018","January","1","Engineering","EN-Traffic Signal Operation","3","2018-01-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Leased Cart Delivery","2","2018-03-01T00:00:00.000"
"2018","February","2","Engineering","EN-Railroad Inspection","2","2018-02-01T00:00:00.000"
"2018","October","10","Street Maintenance","PW (SM)-Trees Trimming","17","2018-10-01T00:00:00.000"
"2017","February","2","Drain Maintenance","PW (DM)-Replace","1","2017-02-01T00:00:00.000"
"2018","October","10","Shelby County","MSCCE-Miscellaneous","3","2018-10-01T00:00:00.000"
"2017","October","10","Engineering","EN-Curb/Gutter Repair","2","2017-10-01T00:00:00.000"
"2018","July","7","Drain Maintenance","PW (DM)-Drain Ditches","19","2018-07-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Code Violation","1","2017-01-01T00:00:00.000"
"2019","January","1","Solid Waste Management","SWM-Burnt Cart","3","2019-01-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Leased Cart Pickup","3","2017-12-01T00:00:00.000"
"2018","January","1","Solid Waste Management","SWM-Missing Recycle Cart","56","2018-01-01T00:00:00.000"
"2018","February","2","Engineering","EN-Miscellaneous","1","2018-02-01T00:00:00.000"
"2017","February","2","Engineering","EN-Traffic Sight Obstruction","1","2017-02-01T00:00:00.000"
"2017","January","1","Code Enforcement","CE-Open Storage and Furnishin","2","2017-01-01T00:00:00.000"
"2017","June","6","Environmental Maintenance","EMI-Repair Miscellaneous","8","2017-06-01T00:00:00.000"
"2019","January","1","Parks and Neighborhoods","PN-Lights in the Parks","1","2019-01-01T00:00:00.000"
"2018","December","12","Grounds Maintenance","CW-Weeds Vacant Houses","19","2018-12-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Bulk Trash Validation","265","2019-11-01T00:00:00.000"
"2018","January","1","Shelby County","SCHD-Exterior Conditions","15","2018-01-01T00:00:00.000"
"2019","July","7","Engineering","EN-Sidewalk Inspection","28","2019-07-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Cart Lease Application","60","2019-11-01T00:00:00.000"
"2017","March","3","Solid Waste Management","SWM-Leased Cart Pickup","6","2017-03-01T00:00:00.000"
"2018","March","3","Engineering","EN-Maintain Signs","32","2018-03-01T00:00:00.000"
"2017","November","11","Shelby County","MSCCE-Building Codes","4","2017-11-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Switched Cart","8","2017-12-01T00:00:00.000"
"2017","June","6","Solid Waste Management","SWM-Authorize Garbage Waiv","3","2017-06-01T00:00:00.000"
"2019","February","2","Shelby County","MSCCE-Zoning Codes","33","2019-02-01T00:00:00.000"
"2017","June","6","Shelby County","SCHD-Dirty Dog Yard","3","2017-06-01T00:00:00.000"
"2019","July","7","Environmental Maintenance","EMI-Sewer Miscellaneous","4","2019-07-01T00:00:00.000"
"2017","July","7","Shelby County","MSCCE-Miscellaneous","1","2017-07-01T00:00:00.000"
"2017","May","5","Drain Maintenance","PW (DM)-Claim","1","2017-05-01T00:00:00.000"
"2018","February","2","Drain Maintenance","PW (DM)-Drain Inlet Clogged","169","2018-02-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Service Quality","186","2018-03-01T00:00:00.000"
"2017","November","11","Shelby County","MSCCE-Zoning Codes","23","2017-11-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-SWF Discount Prog.Request","12","2019-11-01T00:00:00.000"
"2018","April","4","Code Enforcement","CE-Recreational Vehicle Illeg","2","2018-04-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Solid Waste Fees","67","2017-11-01T00:00:00.000"
"2019","January","1","Street Maintenance","PW (SM)-Trees in Street","8","2019-01-01T00:00:00.000"
"2019","July","7","Parks and Neighborhoods","PN-Trash Litter","2","2019-07-01T00:00:00.000"
"2018","April","4","Shelby County","MSCCE-Sign Ordinances","1","2018-04-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Solid Waste Fees","43","2019-07-01T00:00:00.000"
"2017","June","6","Code Enforcement","CE-Open Storage and Furnishin","5","2017-06-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Contaminated Recycle Cart","86","2018-02-01T00:00:00.000"
"2018","February","2","Police Services","PD-Complaint about Service","1","2018-02-01T00:00:00.000"
"2018","February","2","Engineering","EN-Maintain Signs","34","2018-02-01T00:00:00.000"
"2017","February","2","General Services","GS-Tree Removal","2","2017-02-01T00:00:00.000"
"2020","November","11","Engineering","EN-Maintain Markings","2","2020-11-01T00:00:00.000"
"2017","December","12","Environmental Maintenance","EMI-Manhole Cover Problem","3","2017-12-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Garbage Missed","783","2019-07-01T00:00:00.000"
"2018","October","10","Engineering","EN-Maintain Signs","36","2018-10-01T00:00:00.000"
"2019","January","1","Fire Services","FS-Miscellaneous","2","2019-01-01T00:00:00.000"
"2017","October","10","Heavy Equipment Services","PW (HE)-Street Cleaning","62","2017-10-01T00:00:00.000"
"2019","May","5","Police Services","PD-Quality of Life Issues","8","2019-05-01T00:00:00.000"
"2018","January","1","Street Maintenance","PW (SM)-Graffiti","5","2018-01-01T00:00:00.000"
"2017","May","5","Solid Waste Management","SWM-Bin on wheels","2","2017-05-01T00:00:00.000"
"2017","December","12","Fire Services","FS-Fire Hydrants","6","2017-12-01T00:00:00.000"
"2017","May","5","Engineering","EN-Street Improvements","2","2017-05-01T00:00:00.000"
"2017","April","4","Drain Maintenance","PW (DM)-Flooding","7","2017-04-01T00:00:00.000"
"2019","March","3","General Services","GS-Miscellaneous","1","2019-03-01T00:00:00.000"
"2017","September","9","Street Maintenance","PW (SM)-Pot Hole in Alley","2","2017-09-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Missing Cart","431","2019-11-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Recycle Cart Delivery","175","2017-11-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Dead Animal Collection","204","2019-11-01T00:00:00.000"
"2018","May","5","Code Enforcement","CE-Open Storage and Furnishin","1","2018-05-01T00:00:00.000"
"2018","January","1","General Services","GS-Miscellaneous","1","2018-01-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Switched Cart","9","2018-02-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Leased Cart Pickup","4","2017-01-01T00:00:00.000"
"2018","March","3","Engineering","EN-Sidewalk Inspection","21","2018-03-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-New Start Garbage Request","364","2017-10-01T00:00:00.000"
"2017","September","9","Engineering","EN-Curb Ramp Request","1","2017-09-01T00:00:00.000"
