"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L002885112","My Bibliography","https://youtu.be/SpFcC0eRk8Q","A brief introduction to the new My Bibliography page released in May, 2019.","false","MP4 Video","YouTube Video","2","My NCBI; Public Access","Training Team, NCBI","User","2022-03-14T00:00:00.000","2019-05-03T00:00:00.000"
"L001535112","My NCBI","https://www.youtube.com/watch?v=fTlGVPXLXeE","This is an updated introduction to your free My NCBI account. Learn how to navigate and change settings for your saved PubMed searches, Collections, My Bibliography, BLAST searches, and more","false","MP4 Video","YouTube Video",,"My NCBI","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-10-23T00:00:00.000"
"L001901112","NCBI Datasets CoLab Presentation, ASHG2020","https://youtu.be/79IakxFuNaQ","This video is an introduction to and tutorial for the Datasets resource at the National Center for Biotechnology Information (NCBI).","false","MP4 Video","YouTube Video","13","Genetics and Molecular Biology; Bioinformatics; Data Science","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-11-02T00:00:00.000"
"L000788112","NCBI Human Variation and Medical Genetics Resources","https://www.youtube.com/watch?v=zdIg7zGNkbg&feature=youtu.be","Through this webinar, you will learn to use and access resources associated with human sequence variations and phenotypes associated with specific human genes and phenotypes. The webinar will emphasize the Gene, MedGen and ClinVar resources to search by gene, phenotype and and variant respectively. You will learn how to map variation from dbSNP and dbVAR onto genes, transcripts, proteins, and genomic regions and how to find genetic tests in GTR. You will also gain experience using additional tools and viewers including PheGenI, a browser for genotype associations, the Variation Viewer and the 1000 Genomes Browser. These provide useful ways to search for, map and browse variants as well as upload and download data in genomic context.","false","MP4 Video","YouTube Video","63","Genetics and Molecular Biology; My NCBI","Training Team, NCBI","User","2018-11-14T00:00:00.000","2016-05-31T00:00:00.000"
"L00541080","NCBI Learn","https://www.ncbi.nlm.nih.gov/home/learn/","The catalog of NCBI Webinars and Courses, Conferences and Presentations, Tutorials and Documentation. (Note: For PubMed resources, see https://www.nlm.nih.gov/bsd/disted/pubmed.html)","false","HTML","Directory",,"Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User","2021-02-09T00:00:00.000","2016-05-12T00:00:00.000"
"L001537112","NCBI Minute: A Beginner's Guide to Genes and Sequences at NCBI","https://www.youtube.com/watch?v=QIZ8QH6JcC8","Interested in learning about genes and sequences but don't know how to begin? This webinar, intended for people with limited experience working with sequence information, will provide you with basic knowledge on how to find and compare nucleotide and protein sequences. You will learn about the kinds of data available for genes and sequences, how to select the most informative records, and how to find related genes and sequences using pre-computed information and the BLAST sequence search service.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-09-16T00:00:00.000"
"L001904112","NCBI Minute: A New Way to Prepare Genome Submissions for GenBank Using Genome Workbench","https://youtu.be/rvEm1Q0KKiM","To help you prepare for the upcoming retirement of Sequin in January 2021, we show you a new way to prepare genome submissions for GenBank using Genome Workbench. You will learn how to use Genome Workbench's Submission Wizard, Validation and Submitter Reports, Flat File View, and Graphical Sequence View to prepare your annotated genome submission to GenBank and find and fix any problems before submitting.","false","MP4 Video","YouTube Video","35","Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-11-23T00:00:00.000"
"L001536112","NCBI Minute: An Insider's Guide to the New My Bibliography","https://www.youtube.com/watch?v=DDHkAVQ5dDQ","My Bibliography is a central place to save and share your citations. You can add PubMed citations, create them manually, or upload them from citation managers. In this webinar you will learn how to navigate the new interface, receive a few helpful tips to make your experience easier, get a sneak peek of features under development, and learn how you can help us improve My Bibliography by providing feedback.","false","MP4 Video","YouTube Video",,"My NCBI","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-09-28T00:00:00.000"
"L002121112","NCBI Minute: Changes Are Coming To The Way You Log Into Your NCBI Account","https://www.youtube.com/watch?v=glwhkkWiq8U","Shows how to register for a free login.gov account, how to link this to an existing NCBI account, and where to find the most up-to-date information and FAQs on this topic.","false","MP4 Video","YouTube Video","13","My NCBI; Other","Training Team, NCBI","User; Trainer","2021-04-29T00:00:00.000","2021-03-05T00:00:00.000"
"L002887112","NCBI Minute: ElasticBLAST, A New Tool to Help You Run BLAST Searches on the Cloud","https://www.youtube.com/watch?v=4adTdV_patk","In this webinar you will  learn about ElasticBLAST, a new tool that runs your BLAST searches on cloud hardware, using the standard BLAST command-line package.","false","MP4 Video","YouTube Video","29","My NCBI; Other","Training Team, NCBI","User","2022-03-14T00:00:00.000","2022-02-16T00:00:00.000"
"L002181112","NCBI Minute: Enhancements to BLAST and Primer-BLAST","https://www.youtube.com/watch?v=LnkNhyTz4lo","Webinar on recent changes to BLAST and Primer-BLAST.","false","MP4 Video","YouTube Video","42","Genetics and Molecular Biology","Training Team, NCBI","User; Trainer","2021-04-30T00:00:00.000","2021-04-07T00:00:00.000"
"L001522112","NCBI Minute: Exploring SRA Metadata in the Cloud with BigQuery","https://www.youtube.com/watch?v=DkNz-RCCm-M","NCBI staff will show you how to use Google's BigQuery to quickly search the data from the Sequence Read Archive (SRA) database to speed up your bioinformatic research and discovery projects. BigQuery is a tool that enables you to explore cloud-based data tables with SQL-like queries. In this webinar, we introduce you to using BigQuery to mine SRA submitter-supplied metadata and the results of taxonomic analysis for SRA runs. You'll see real-world case studies that show how find key information about SRA runs and identify data sets for your own analysis pipelines.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-05-20T00:00:00.000"
"L002384112","NCBI Minute: Finding Data for your Research Organism: Plants and RNA-Seq","https://www.youtube.com/watch?v=BBBKt7Z3bt8","Learn how to use NCBI's web resources, find and access gene and sequence data from Datasets and other NCBI web resources, as well as sample metadata and gene expression RNA-Seq data from SRA and the SRA Run Selector. Also see an example that highlights how to use these data in a typical workflow set up in a Jupyter notebook.","false","MP4 Video","YouTube Video","33","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-09-13T00:00:00.000","2021-08-24T00:00:00.000"
"L001576112","NCBI Minute: Five Teaching Examples Using BLAST","https://www.youtube.com/watch?v=JKD5laNtwSc&t=5s","Sequence similarity search tools such as BLAST are fundamental to modern biology and are now taught to students in undergraduate biology classes or earlier. We have many standard demonstrations that we use to highlight the features of BLAST. These examples are also useful for teaching biology principles and techniques including evolution, taxonomy, homology, multiple sequence alignment, phylogenetic trees, primer design and gene expression analysis. This webinar will provide you with examples using NCBI BLAST that explore these principles and techniques that you can readily adapt to your classrooms.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-07-31T00:00:00.000"
"L000722112","NCBI Minute: Five Teaching Examples using NCBI BLAST","https://www.youtube.com/watch?v=JKD5laNtwSc&feature=youtu.be","Sequence similarity search tools such as BLAST are fundamental to modern biology and are now taught to students in undergraduate biology classes or earlier. We have many standard demonstrations that we use to highlight the features of BLAST. These examples are also useful for teaching biology principles and techniques including evolution, taxonomy, homology, multiple sequence alignment, phylogenetic trees, primer design and gene expression analysis. This webinar will provide you with examples using NCBI BLAST that explore these principles and techniques that you can readily adapt to your classrooms","false","MP4 Video","Webinar","30","Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User","2020-05-28T00:00:00.000","2018-07-25T00:00:00.000"
"L001578112","NCBI Minute: Getting the Genomic Context for BLAST Protein Matches","https://www.youtube.com/watch?v=5ueWbp0tVvA","Do you ever want to see the flanking genes of a protein match from a BLAST search? While this genomic context is invisible in protein-protein BLAST results, it is only a few clicks away. In this webinar you will learn to view the genomic context of bacterial proteins using the identical protein report and the graphical sequence viewer. You will also learn to use these reports in detail and see how to retrieve and analyze them using EDirect.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-06-28T00:00:00.000"
"L001570112","NCBI Minute: Getting the Most from Track Hubs in NCBI's Genome Data Viewer","https://www.youtube.com/watch?v=PXYOV3oswB8","We first made Track Hubs available in Genome Data Viewer (GDV) in June 2018 and continue to improve and refine how they function. This webinar, intended for both new and experienced Track Hub users, will describe what Track Hubs are and how they can help you in your research. You will see how to find Hubs of interest easily through a browser-integrated search of the Track Hub Registry. You learn how you can use Track Hubs together with NCBI-provided tracks to help you analyze aspects of a particular gene or protein. You will also see how you can share your GDV tracks, including those added from Track Hubs, with your peers.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-12-05T00:00:00.000"
"L001582112","NCBI Minute: Getting the Most out of Web BLAST Tabular Format","https://www.youtube.com/watch?v=BIBL-wYhAl4","The NCBI web BLAST service has a number of useful download formats including the traditional pairwise output, tabular formats and highly structured formats. All of these allow you to easily save your BLAST results for later processing, editing, and annotating. The tabular formats are popular as they are human-readable and can easily be imported into spreadsheet programs. One drawback is that the tabular formats contain limited information about your results. Through this webinar you will learn to use basic Unix tools and the NCBI EDirect suite of programs to expand and enhance your tabular saved BLAST results. You will see how to add useful information such as taxonomy, sequence titles, and links to sequence records and publications.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-04-13T00:00:00.000"
"L001575112","NCBI Minute: Hey Professors, Get Your Free Personal Assistant - an NCBI Account!","https://www.youtube.com/watch?v=WIYArgdnWTA","This webinar will show you how to use an NCBI Account to help you keep up with things you often need to do. You will see how to: Maintain custom collections of important records for use in coursework and research projects. Create lists of publications or database records to send to your courses, journal clubs and research teams. Get automated updates when new publications or database records are available. Maintain your bibliography and create a URL to share and post on for your Faculty Profile. Format your U.S. Gov't BioSketch with a click of a mouse. And keep track of everything - right on your My NCBI dashboard.","false","MP4 Video","YouTube Video",,"My NCBI","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-08-22T00:00:00.000"
"L001533112","NCBI Minute: Human Population Genetic Data at NCBI","https://www.youtube.com/watch?v=5CzjOI3-qOU","Population variation frequency information can help assess the potential impact of human genetic variants. This webinar introduces you to the population variation datasets at NCBI such as 1000 Genomes, ExAC, GnomAD, and TopMed that are currently included on dbSNP records. You will learn how to find the data, and how you can use this information to interpret and prioritize variants for further study. You will also see a preview a new initiative, the dbGaP Allele Frequency Aggregator (ALFA), that is based on more than 150,000 subjects in 60 dbGaP studies. The initial ALFA public release will include population allele frequencies for more than 500 million known genetic variations and more than 20 million novel variations. We will provide the ALFA data on dbSNP and ClinVar records, on the FTP site for bulk download, and the SPDI APIs for scripting access.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-12-10T00:00:00.000"
"L001579112","NCBI Minute: Improved Standalone BLAST Databases and Programs: Now with Taxonomic Information","https://www.youtube.com/watch?v=ZZ_K_7-rZj4","Limiting a BLAST search to particular organism or group is important for efficient BLAST searches and results that are easier to interpret especially as the databases continue to grow in size. The latest standalone BLAST databases, dbV5, have built-in taxonomy information and provide faster sequence access using identifiers. Using Taxonomy limits in your searches is easier than ever when you use these new databases with the BLAST programs in the alpha release 2.8.0+. Through this webinar you will learn how to download and use BLASTdbv5 and the new BLAST programs to limit searches to taxonomic groups and to retrieve sequences from the database by taxonomy without the often difficult step of first downloading an identifier list.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-05-17T00:00:00.000"
"L001580112","NCBI Minute: Integrating PubChem into Your Chemistry Teaching","https://www.youtube.com/watch?v=pk24nxCIXRg","PubChem is one of most visited chemistry web sites in the world with more than 2.9 million unique users per month. This NCBI Minute shows how you can integrate PubChem in your chemistry teaching as a cheminformatics education resource. In addition to learning about tools and services for search, analysis, and download of chemical information, you will see how PubChem has been incorporated in Cheminformatics OLCC (On-Line Chemistry Courses), an intercollegiate hybrid course.","false","MP4 Video","YouTube Video",,"Other","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-05-10T00:00:00.000"
"L002642112","NCBI Minute: Introducing the Updated PubMed E-utilities (API)","https://www.youtube.com/watch?v=aETx4MyXukk&t=5s","An updated version of the E-utilities API for PubMed on April 4, 2022. Learn about how these changes will affect your API calls to PubMed.","false","MP4 Video","YouTube Video","35","PubMed","Training Team, NCBI","User; Trainer","2021-12-29T00:00:00.000","2021-10-26T00:00:00.000"
"L002381112","NCBI Minute: My NCBI Password Retirement Update & Wizard Demo","https://www.youtube.com/watch?v=qMNvBsDVa_I","In this webinar, you will learn what you need to do to link a third-party login using our Wizard, get an updated timeline for the transition of third-party logins, and get answers to your questions.","false","MP4 Video","YouTube Video","33","My NCBI; Other","Training Team, NCBI","User; Trainer","2021-09-13T00:00:00.000","2021-08-03T00:00:00.000"
"L001534112","NCBI Minute: NCBI Resources for NextGen Sequence Analysis","https://www.youtube.com/watch?v=fntuZci5CUw","This webinar covers key NCBI resources that support multiple aspects of nextgen sequence analyses, including quality control, alignment, data visualization and results interpretation. You will also see how to access and apply these resources for both SRA and your own RNASeq/DNASeq datasets. Whether you’re embarking on your first analysis or already have a background in bioinformatics, you’ll find tools that meet your needs!","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-11-19T00:00:00.000"
"L001565112","NCBI Minute: New Variation Services for Normalizing, Remapping, and Annotating Variants","https://www.youtube.com/watch?v=gpSI16e59ig","In this webinar you learn how to use a new set of NCBI variation services that rely on a variant data model called SPDI (Sequence Position Deletion Insertion). These services and data model allow you to inter-convert, map and disambiguate variants in standard formats (RefSNP accessions, HGVS and VCF). Unlike many current variant notation systems, SPDI provides unambiguous, machine-readable definitions of variants. SPDI not only powers SNP build and mapping procedures at NCBI but also our variant sensors that are active in the global search and ClinVar. These services and notation system provide valuable new tools for people who work with sequence variants.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-02-10T00:00:00.000"
"L001584112","NCBI Minute: On the NCBI Bookshelf, Textbooks for Free","https://www.youtube.com/watch?v=5T-yP7tHtv0","Since 1999, NCBI has worked with publishers and authors to provide an additional way for readers to access their products. Housed at the U.S. National Library of Medicine, users of the NCBI Bookshelf can freely access Books, Reports, and Documents. Classic textbooks are some of the most popular and heavily used entries, with hundreds of thousands of people using their favorite book every month! This NCBI Minute highlights some of the highly used classic textbooks available (for free) on the NCBI Bookshelf, points out some new ones that have been recently added, introduces why several publishers and authors find this a valuable resource to boost their readership, and how to join in by adding new and updating existing textbooks on the NCBI Bookshelf.","false","MP4 Video","YouTube Video",,"Bookshelf","Training Team, NCBI","User","2020-07-03T00:00:00.000","2018-03-09T00:00:00.000"
"L001603112","NCBI Minute: QuickBLASTP - Rapidly Find High-scoring Protein Matches","https://www.youtube.com/watch?v=pO_a4e7QGRk","The increasing size of protein databases and the need to quickly annotate coding regions from high-throughput genome sequences demands a faster algorithm than traditional protein-protein BLAST (blastp). The new QuickBLASTP service fulfills this need and provides at least a 10-fold increase in speed over blastp with little loss in sensitivity for high-scoring matches. In this webinar you will learn about the strategy QuickBLASTP uses to speed up the search. You will also see how to use the new QuickBLASTP service on the NCBI web BLAST site and how to access and run the standalone kblastp demonstration release.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-19T00:00:00.000","2018-01-10T00:00:00.000"
"L002222112","NCBI Minute: Quickly Upload and View Your Own Data in Genomic Context","https://www.youtube.com/watch?v=tTC5VUVvIDw","A tutorial on uploading and displaying your own genomic data in the context of annotated genome assemblies using the Genome Data Viewer and the Sequence Viewer.","false","MP4 Video","YouTube Video","29","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-06-11T00:00:00.000","2021-06-06T00:00:00.000"
"L001573112","NCBI Minute: Release Plan for NCBI API Keys","https://www.youtube.com/watch?v=0tykzL11880","You will soon want to start using API Keys in your E-Utilities API calls as these will allow the fastest access to NCBI databases. In this webinar, we review how API Keys work and provide you with a schedule of brief testing periods and the timing of the full release of API key functionality.","false","MP4 Video","YouTube Video",,"Other","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-09-14T00:00:00.000"
"L001532112","NCBI Minute: Running the NCBI PGAP on Your Own Data","https://www.youtube.com/watch?v=pNn_-_46lpI","You can now download (https://github.com/ncbi/pgap) NCBI's Prokaryotic Genome Annotation Pipeline (PGAP), originally developed at NCBI for RefSeq annotations, and run it on your own machine, a compute farm, or in the Cloud on your own data. PGAP predicts genes on bacterial and archaeal genomes using the same inputs and applications used inside NCBI, and you can now submit genome sequences annotated by your copy of PGAP to GenBank. In this webinar, you will learn how to download PGAP and see an example of how to run it on your own genome assembly to prepare for submission to GenBank. You will also learn how to keep your pipeline up-to-date and running smoothly.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-12-12T00:00:00.000"
"L001907112","NCBI Minute: SRA in AWS Athena for SARS-CoV-2 Research and More","https://youtu.be/_F4FhcDWSJg","Learn how to use Athena on AWS to quickly search Sequence Read Archive (SRA) in the cloud. We introduce a way to search SRA submitter-supplied metadata and the results of SRA taxonomic analysis with the native AWS tool, Athena, which explores cloud-based data tables using SQL-like queries. You'll see a real-world case study demonstrating how to find key information about SRA runs and identify data sets for your own analysis pipelines. The example will highlight a new data format designed to help advance SARS-CoV-2 research. The SRA aligned reads format is a new compressed data object. This data format includes the raw reads aligned to pre-assembled, contiguous data assemblies (contigs), which will help you more easily determine what's really in a sequence data sample.","false","MP4 Video","YouTube Video","33","Genetics and Molecular Biology; Bioinformatics; Data Science","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-10-18T00:00:00.000"
"L002221112","NCBI Minute: Use Web RAPT to Assemble and Annotate Prokaryotic Genomes","https://www.youtube.com/watch?v=MhIZ6llaAac","A webinar to learn to use the Read Assembly and Annotation Pipeline tool, RAPT, on the web.","false","MP4 Video","YouTube Video","38","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-06-11T00:00:00.000","2021-05-28T00:00:00.000"
"L001572112","NCBI Minute: Using BLAST Well","https://www.youtube.com/watch?v=2FW1dk5YQ3I","In this webinar, the NCBI BLAST team lead will show you how to be more effective with NCBI’s standalone BLAST applications. You will learn how to: —Choose the most appropriate BLAST databases based on size and content —Select and customize BLAST output formats —Generate any format from the BLAST archive format and the standalone formatter —Take advantage of the new BLAST DBv5 built-in taxonomic information to get clearer results —Use Magic-BLAST NCBI's splice-aware next-generation sequence alignment program While the webinar will focus on the standalone programs, you can also use many of strategies make NCBI web BLAST searches more efficient.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-10-12T00:00:00.000"
"L002641112","NCBI Minute: Using NCBI Datasets Command-line Tools to Access Data and Metadata for Genomes","https://www.youtube.com/watch?v=I989pigiJzI&t=17s","Learn to use the datasets command-line tools (datasets and dataformat) to access, filter, download, and format data and metadata for genomes.","false","MP4 Video","YouTube Video","28","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-12-29T00:00:00.000","2021-09-27T00:00:00.000"
"L002241112","NCBI Minute: Using NCBI Datasets for Downloading Sequence and Annotation for Genomes and Genes","https://www.youtube.com/watch?v=OKdcgVZJje8","Webinar on how to use the new NCBI Datasets resource to find and download gene, genome and SARS-CoV-2 sequence and annotation.","false","MP4 Video","YouTube Video","34","Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User; Trainer","2021-07-13T00:00:00.000","2021-07-12T00:00:00.000"
"L001581112","NCBI Minute: Using NCBI's MedGen in Clinical Practice","https://www.youtube.com/watch?v=0M15o56CFPI","MedGen, NCBI's portal to clinical genetics, offers access to information on Mendelian disorders as well as pharmacological response phenotypes, complex diseases, and clinical features or findings. Through this webinar you will learn how to make the clinical process more efficient by finding information in MedGen on genetic phenotypes, getting a list of all clinical features of a disorder, and finding all disorders with particular features. You will also see how to retrieve actionable information such as practice guidelines for a particular condition and a list of available genetic tests in GTR. You will learn how to easily access relevant resources such as GeneReviews, OMIM and ClinicalTrials.gov as well as patient-focused resources such as the Genetic and Rare Diseases Information Center (GARD) and Medline Plus.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-05-06T00:00:00.000"
"L001540112","NCBI Minute: Using organism (taxonomic) information with standalone BLAST","https://www.youtube.com/watch?v=c-pFrvX5Aiw","Limiting a BLAST search to particular organism or taxonomic group is important for making BLAST searches efficient. This also produces results that are easier to interpret especially as the databases continue to grow in size. The latest version of the standalone BLAST databases (BLASTDBv5) have built-in taxonomy information and provide faster sequence access through identifiers. Using Taxonomy limits in your searches is easier than ever when you use these new databases with the current BLAST programs. Through this webinar you will learn how to download and use BLASTDBv5 and the new BLAST programs to limit searches to taxonomic groups and to retrieve sequences from the database by taxonomy without the often difficult step of first downloading an identifier list.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-05-15T00:00:00.000"
"L001571112","NCBI Minute: Variant Interpretation Using NCBI Resources","https://www.youtube.com/watch?v=CeRRrKgwuQA","This webinar shows you how to use NCBI’s genome browsers for variant interpretation. The graphical displays of thee Genome Data Viewer (GDV) and Variation Viewer offer an interactive experience that allows you to explore NCBI’s rich collection of annotations, datasets and literature for deciphering your variant-associated data. We step through case studies and show you how to quickly display relevant NCBI track sets — including the new RefSeq Functional Elements track, upload a file or remotely-hosted dataset and display these data as a track, and use browser tracks to identify known variants, then assess variant significance (functional and clinical) and allele frequency. You will also learn how to navigate from the browser to NCBI resources such as ClinVar, dbSNP and PubMed, for additional variant information.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-11-19T00:00:00.000"
"L003121112","NCBI Minute: What's New with NCBI Virus?","https://www.youtube.com/watch?v=XdHmTqiCM7g","A webinar featuring the NCBI Virus resource;  a dedicated web interface that reports on geotemporal prevalence of sequence records for SARS2 lineages, plus details on NCBI’s lineage-defining mutations.","false","MP4 Video","YouTube Video","28","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2022-07-15T00:00:00.000","2022-06-21T00:00:00.000"
"L002643112","NCBI Minute: dbGaP Submission Improvements and GaPTools","https://www.youtube.com/watch?v=ExR2CzX0Q_Q","Learn about data submission and processing improvements to dbGaP, NIH's database of Genotype and Phenotype individual-level data associated with human research studies.","false","MP4 Video","YouTube Video","33","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-12-29T00:00:00.000","2021-11-10T00:00:00.000"
"L001577112","NCBI Minute: dbGaP's New Ancestry Composition Visualization tool and GRAF Software","https://www.youtube.com/watch?v=5Pltv-k1xz4","This webinar is an introduction to the Genetic Relationship and Fingerprinting (GRAF) software package developed by the dbGaP team at NCBI. GRAF provides two main functions. It is a quality assurance tool that can quickly find duplicates and closely related subjects in your data using SNP genotypes. And it has an additional feature, GRAF-pop, that computes subject ancestries and plots the data for export as a .png or .txt file. The GRAF-pop function is also built into a CGI, and you can now find links on many dbGaP study records, called dbGaP estimated ancestry components, that use the CGI to display the study's ancestry relationships. We will show you examples of the ancestry components as a way to quickly view and compare ancestral diversity between studies.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-07-02T00:00:00.000"
"L002463112","NCBI Outreach Events","https://ncbiinsights.ncbi.nlm.nih.gov/ncbi-outreach-events/","Search and apply for upcoming NCBI webinars, workshops, codeathons, and other outreach activities.","false","HTML","Directory",,"Bioinformatics; Data Science","Training Team, NCBI","User","2021-10-20T00:00:00.000","2021-10-20T00:00:00.000"
"L001566112","NCBI Pharmacogenetics Resources for Clinical Care","https://www.youtube.com/watch?v=4Mhzv8LQTa0","This video is for clinical practitioners and other researchers needing the latest clinical genetics and pharmacogenetics  resources in one place. You will learn how to navigate NBCI's MedGen resource to gain access to ClinVar, the Genetic Testing Registry (GTR), Medical Genetics Summaries, OMIM, GeneReviews, and others.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-01-23T00:00:00.000"
"L002502112","NCBI Resources for Genetic Disease Discovery & Clinical Support","https://www.nlm.nih.gov/oet/ed/ncbi/2021_10_clin.html","On October 26, 2021, the NCBI Education Team provided a workshop on NCBI Resources for Genetic Gene Discovery and Clinical Support. Training materials from this event are available on this page.  NCBI has long had resources for biologists to explore what is known about genomes, genes and genetic variations, but has recently developed clinically-focused resources. This online, interactive workshop is designed for those involved in clinical practice and/or translational research.","false","HTML","Webinar Source Page",,"Genetics and Molecular Biology; Bioinformatics; Clinical Medicine; NCBI Workshops","Training Team, NCBI","User","2022-02-18T00:00:00.000","2021-10-25T00:00:00.000"
"L00577080","NCBI Resources for Patent Searchers","ftp://ftp.ncbi.nlm.nih.gov/pub/education/Meeting_Presentations/2016/PIUG_Boston/","Materials from a workshop at the PIUG Conference in Boston, MA. This workshop provides an introduction to the NCBI molecular databases and how to access the data using the Entrez text-based search system and the BLAST sequence similarity search tool. In the first part of this workshop, you will use Entrez to explore the various types of available molecular data, and how to find and display sequence, variation, genome information using organism sources (Taxonomy), data sources (Bioproject) and emphasizing the central role of the gene as an organizing concept to navigate across the integrated databases (Gene, Nucleotide, Protein, dbSNP and other resources). The second part of this workshop will focus using NCBI's BLAST and related sequence similarity tools. You will learn how BLAST works and important details about the content and scope of the BLAST databases. You will also see how to leverage important but under-used features of the service and will learn how to use other sequence analysis services associated with BLAST including Primer BLAST, an oligonucleotide primer designer and specificity checker; COBALT, a protein multiple alignment tool; and MOLE-BLAST, a new tool for clustering and providing taxonomic context for targeted loci sequences; and SmartBLAST, an experimental rapid protein identification service.","false","PowerPoint","Slides",,"Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User","2016-02-24T00:00:00.000","2016-05-12T00:00:00.000"
"L001602112","NCBI's Genome Data Viewer - Introducing the BLAST Widget","https://www.youtube.com/watch?v=42ZLJP6HgNE","The latest addition to NCBI's genome browser, the Genome Data Viewer, is the BLAST widget. This video is a brief introduction to how the BLAST widget helps you visualize your BLAST results in the context of assembled genome sequences.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-19T00:00:00.000","2018-02-11T00:00:00.000"
"L001567112","NCBI's MedGen: Your Search Engine for Human Medical Genetics","https://www.youtube.com/watch?v=2ikNMlC67cM","This video is a quick, broad overview of how MedGen addresses the needs of clinical practitioners and researchers needing clinical genetics and pharmacogenetics resources","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-01-22T00:00:00.000"
"L003231112","NIH Common Data Elements (CDE) Repository","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=4238","A repository of common data elements (CDEs) recommended or required for use by NIH Institutes and Centers. This brief guide to the NIH CDE Repository is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.","false","PDF","Pamphlet",,"Common Data Elements (CDE)","National Library of Medicine","Trainer","2022-08-17T00:00:00.000","2022-08-12T00:00:00.000"
"L002921112","NIH Data Management and Sharing Requirements Series","https://nnlm.gov/training/class-catalog/nih-data-management-and-sharing-requirements-series","The webinar series introduces the basics of data management and the new requirements for data management and sharing that will be in place beginning in 2023. The introduction will then be followed by three webinars providing “practitioner perspectives” – i.e., data librarians sharing their opportunities, barriers, methods, and successes as they work toward improving data management practices at their institutions.","false","HTML","Webinar Source Page","60","Data Management; Public Access","Network of the National Library of Medicine","User; Trainer","2022-03-18T00:00:00.000","2022-03-18T00:00:00.000"
