"name","description","feature","year","classification","latitude","longitude","location"
"Twin Brooks Court","See Twin Brooks.","Road","1990",,"53.4481619","-113.5421071","POINT (-113.5421071 53.4481619)"
"Morin Industrial","Alexis Morin (1870-1971) was chief of the Enoch Band Stony Plain Indian Reserve, in the Winterburn area, for 19 years and a band councillor for 25 years. Morin was born in Edmonton and was one of the first to move to the reserve near Winterburn.","Neighbourhood","1975",,"53.543806","-113.6344124","POINT (-113.6344124 53.543806)"
"Bellevue","Bellevue is likely derived from the French word for ""beautiful view."" Bellevue sits atop the banks of the North Saskatchewan River and affords a beautiful view of the river valley and Edmonton's downtown skyline. The neighbourhood has existed since at least 1907 and was developed by the Magrath-Holgate real estate company. Bellevue was formerly divided into two subdivisions, Bellevue and Bellevue Addition.","Neighbourhood","CU","Descriptive (Beuatiful View)","53.5657563","-113.4464073","POINT (-113.4464073 53.5657563)"
"Heavener Bay","Edythe Heavener (1918-1990) was the founder of Alberta's oldest established dance school. A native Edmontonian, she co-founded the Heavener School of Dance and Physical Culture in 1936. Heavener was the first Alberta teacher to receive a scholarship to the National Ballet School of Toronto and was instrumental in bringing examinations for the Royal Academy of Dance and the Imperial Ballet to Alberta. She was also a founding member of the Alberta Professional Dance Teachers' Association. In 1978 she was the recipient of an Excellence Award for Dance from the Alberta government.","Road","1990",,"53.4726113","-113.598861","POINT (-113.598861 53.4726113)"
"Kline Crescent","Irving Kline (1893-1971) was an early Edmonton optometrist and jeweller. He was born in Montreal and came to Edmonton with his family in 1904. His father opened a jewellery store and Irving studied optometry. In 1917 Irving opened an optical dispensary and, soon after, began selling jewellery as well as eyeglasses.","Road","1980",,"53.48535","-113.3959043","POINT (-113.3959043 53.48535)"
"Skyrattler","Skyrattler was the Cree chief of the Winterburn Indian Reserve when Edmonton became a city in 1904. The Skyrattler neighbourhood is in the Yellowbird subdivision. The naming theme established in the Kaskitayo area honours historical Aboriginal leaders.","Neighbourhood","1979",,"53.4501626","-113.5206065","POINT (-113.5206065 53.4501626)"
"Canon Ridge","See Newton.","Neighbourhood","1972","Commemorative (local Anglican Minister)","53.5797346","-113.3788398","POINT (-113.3788398 53.5797346)"
"Haswell Close","English-born George Frederick Haswell (1891-1961) served in both the Boer War and WWI. In 1910, he immigrated to Edmonton and then enlisted in the 10th Battalion in 1915. He returned to Edmonton in 1919 and established a plumbing business. Haswell was president of the Boer War Veterans group, an honorary life member of the Army and Navy War Veterans' Association and active in the Royal Canadian Legion.","Road","1999",,"53.4506509","-113.5987581","POINT (-113.5987581 53.4506509)"
"Jennings Bay","Reginald Jennings (1893-1968) was a WWI veteran and the chief of Edmonton's police force. He was born in England and came to Edmonton in 1911, joining the police force two years later. In 1915, however, he enlisted and went overseas. After WWI he rejoined the force and in 1923 was appointed acting detective. He was appointed sergeant in 1931, and chief constable in 1943. Jennings retired in 1954. This road was originally named Jennings Crescent.","Road","1980",,"53.4868258","-113.4010624","POINT (-113.4010624 53.4868258)"
"Meyokumin Park","This park is in the Meyokumin neighbourhood and has an area of 4.52 ha. See Meyokumin.","Park","1987",,"53.4481582","-113.4287381","POINT (-113.4287381 53.4481582)"
"Joviz","Neighbourhood names in the Lake District area describe water. Joviz is Hungarian for ""good water.""","Neighbourhood","1979",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Reilly Park","This park is named in honour of the pilots John H. ""Jack"" Reilly (b. 1921) and Moretta F.B. ""Molly"" Reilly (1922-1980). Edmonton-born Jack Reilly earned his pilot's licence in 1938 and joined the Royal Canadian Air Force (RCAF) in 1940. By 1946 he had obtained the most advanced military instruction and earned the most senior pilot's licence. Jack was chief pilot at a commercial flying school and worked as chief pilot for several firms, flying all over the world. Ontario-born Molly Reilly joined the RCAF as a photographer in 1942. She began flight training in 1944, earned her pilot's licence in 1945, her commercial licence and her instructor's rating in 1948. She also earned a class-1 instrument rating and an airline transport licence. The Reillys married in 1959 and moved to Edmonton in 1962. They were named to Canada's Aviation Hall of Fame in 1973. Reilly Park is in the Ramsay Heights neighbourhood and has an area of 0.59 ha.","Park","1984",,"53.4792691","-113.5761614","POINT (-113.5761614 53.4792691)"
"Grand Meadow Crescent","Located Greenview, Grand Meadow Crescent follows the pattern of similar-sounding names in the neighbourhood, including Granlea Crescent and Greenoch Crescent.","Road","1974",,"53.4747932","-113.4308229","POINT (-113.4308229 53.4747932)"
"Wiseman Lane","David Wiseman (d. 1974) was one of Edmonton's longest-established fur traders. Educated at Alex Taylor Public School and Victoria Composite High School, Wiseman was engaged in fur trading for most of his life. He was secretary-treasurer of B'nai B'rith and an active member of Beth Israel Synagogue.","Road","1999",,"53.4765519","-113.3755446","POINT (-113.3755446 53.4765519)"
"Inglewood Park","This park is in the Inglewood neighbourhood and has an area of 0.65 ha. See Inglewood.","Park","1967",,"53.5672089","-113.5437164","POINT (-113.5437164 53.5672089)"
"Wilson Lane","Ethel Cybil Wilson (1902-1983) was a union organizer, an alderman and a member of the provincial Social Credit government. Born in Sunnyside, Alberta, Wilson moved to Edmonton in 1925. After her husband died, Wilson took a seamstress position with Burns Meats Ltd. There she became involved in the activities of the United Packinghouse Workers Local 233 and served as secretary-treasurer of the Edmonton Labour Council. Wilson was first elected to City Council in 1952 and went on to win each successive election until her retirement in 1966. She was elected to the provincial legislature as the Social Credit member for Edmonton North in 1959; in 1962 she was named minister without portfolio; and was twice re-elected, in 1963 and 1967, before the defeat of the Social Credit Party in 1971. Wilson helped develop a hostel for needy women, the provincial government's Women's Bureau, and the Alberta Girls' Parliament, and served as chair of the Royal Alexandra Hospital Board.","Road","1989",,"53.4913054","-113.6043571","POINT (-113.6043571 53.4913054)"
"Hampton Court","Polish-born Stanley John Hampton (1923-1985) held several senior positions during his 28-year career working for the City of Edmonton. Hampton and his family immigrated to Canada, arriving in Edmonton when Hampton was only five years old. After receiving a BSc degree in Engineering at the University of Alberta, Hampton went to work for the City of Edmonton as an electrical engineer in 1946. five years later he was promoted to chief electrical engineer. In 1965 he was named superintendent of Edmonton Telephones. He became commissioner of utilities and engineering in 1967, and in 1972 was appointed chief commissioner. Heart attacks and a stroke led to his early retirement in 1974. In 1977 Hampton received a Canadian Silver Jubilee Medal in recognition of his almost three decades of public service. Hampton was also active in the community, volunteering for cultural organizations and the Edmonton Exhibition Association.","Road","1997",,"53.459604","-113.600844","POINT (-113.600844 53.459604)"
"Hyndman Road","See Hyndman Crescent.","Road","1975",,"53.5774401","-113.3767749","POINT (-113.3767749 53.5774401)"
"Grant Notley Park","Walter Grant Notley (1939-1984) was a leader of the New Democratic Party (NDP) of Alberta. Born in Didsbury, Alberta, Notley graduated from the University of Alberta and soon became involved in politics. In 1962 he was named the first provincial secretary of the Alberta NDP and in 1968 became provincial leader of the party. From 1971 until his death in an airplane crash, he represented the riding of Spirit River/Fairview in the Legislative Assembly. Following the election of 1982, he became leader of the opposition. The Grant Notley Park is in the Oliver neighbourhood and has an area of 1.69 ha.","Park","1985",,"53.5386403","-113.5216571","POINT (-113.5216571 53.5386403)"
"Strathearn Crescent","Once called Strathearn Drive, the roadway's name was changed in 1952 so that there would not be two Strathearn Drives in Edmonton. See Strathearn.","Road","1952",,"53.5373312","-113.4612526","POINT (-113.4612526 53.5373312)"
"Yellowhead Corridor","In 1995 the Canadian National and Canadian Pacific railway yards north of the Yellowhead Trail were amalgamated into one neighbourhood, the Yellowhead Corridor. See Yellowhead Trail.","Neighbourhood","1995",,"53.582408","-113.4626032","POINT (-113.4626032 53.582408)"
"Peggy Holmes Park","Author and artist Maud ""Peggy"" Holmes (1897-1997) described herself as ""the oldest broadcaster in Canada."" Holmes was born in England and came to Canada in 1919 as a war bride, settling in Edmonton in 1921. In 1974, when Holmes was in her seventies, she became a radio broadcaster, recounting stories over the airwaves of her experiences as a homesteader. Holmes published her memoirs It Could Have Been Worse in 1978 and authored two other books, Never a Dull Moment and Still Soaring. Holmes was awarded the Order of Canada in 1989. The Peggy Holmes Park is in the Beaumaris neighbourhood and has an area of  1.3 ha.","Park","1984",,"53.6188082","-113.5126756","POINT (-113.5126756 53.6188082)"
"Stirling Road","See Stirling.","Road","1977",,"53.6201209","-113.5015017","POINT (-113.5015017 53.6201209)"
"Hilliard Close","Frederick A. Hilliard (1878-1961) was instrumental in the formation of the Alberta Horticultural Association. Hilliard came to Edmonton from Ontario in 1906, and opened a branch of the Dominion Life Insurance Company, a company which had been founded by his father, Thomas Hilliard. An avid horticulturist, Hilliard was noted for his gladiolus, for which he won prizes. Hilliard wrote a weekly gardening column in the Edmonton Journal newspaper, and helped to found the Alberta Horticultural Association and the Edmonton Horticultural Society (EHS). For 40 years he was on the board of the EHS, serving as president from 1948 to 1956.","Road","2001",,"53.459634","-113.561014","POINT (-113.561014 53.459634)"
"Johnny Bright Sports Park","Indiana-born John Bright (1930-1983) was an award-winning football player, coach and teacher. His Canadian Football League (CFL) career began in 1952, when he joined the Calgary Stampeders. Two years later, he came north to play fullback with the Edmonton Eskimos. Bright remained with the team for 11 years, during which he helped the Eskimos win three straight Grey Cup victories in the mid-1950s. In 1959 Bright became the first black player to win the Schenley award as the CFL's most outstanding player. He retired in 1964 and was later inducted into the Edmonton Sports Hall of Fame and the Canadian Football League Hall of Fame. In 1969 he graduated from the University of Alberta and went on to work as a school teacher, administrator and football coach. The Johnny Bright Sports Park is in the West Meadowlark Park neighbourhood and has an area of 6.73 ha.","Park","1984",,"53.5272506","-113.6056625","POINT (-113.6056625 53.5272506)"
"Princess Elizabeth Avenue","In 1951, Portage Avenue was renamed Princess Elizabeth Avenue in honour of her royal visit to Edmonton. Princess Elizabeth (now the reigning sovereign, Queen Elizabeth II, b. 1926) and Prince Philip, Duke of Edinburgh, visited the city on October 27, 1951. This marked the second time that the road's name was changed because of a royal visit; in 1939, in honour of the royal visit of Princess Elizabeth's parents, the then-Portage Avenue switched names with Kingsway.","Road","1951",,"53.5663179","-113.5031768","POINT (-113.5031768 53.5663179)"
"Omand Drive","Allan Omand (1857-1931) was one of Edmonton's first settlers, emigrating from the Orkney Islands to Canada in about 1880. He settled near Winnipeg before coming to Edmonton, where by 1883 he had purchased River Lot 3 (present-day Windsor Park neighbourhood). Omand worked as a riverman and boat builder. In the late 1890s he left Edmonton for the Klondike Gold Rush. He died in Vancouver.","Road","1981",,"53.4661951","-113.5669125","POINT (-113.5669125 53.4661951)"
"Sakaw Park","This park is in the Sakaw neighbourhood and has an area of 3.73 ha. See Sakaw.","Park","1987",,"53.4431247","-113.4288833","POINT (-113.4288833 53.4431247)"
"Hayward Crescent","George E. Hayward (b. 1882), founder of Hayward Lumber Company, began his career in Manitoba at the age of 18 with the Hanbury Manufacturing Company. He was later transferred to British Columbia, and, in 1905 moved to Vermilion, Alberta where he founded the Hayward Lumber Co. Initially selling lumber from a tent, he soon gained enough capital to build a frame structure. With the influx of settlers, his business swelled and he purchased the Northern Lumber Company of Edmonton in 1915. The following year, he transferred his head office from Vermilion to Edmonton. Hayward's business grew, and in 1919 he purchased an entire block adjoining his property. Branches were soon opened throughout Alberta and the Pacific coast.","Road","2001",,"53.4598915","-113.5647783","POINT (-113.5647783 53.4598915)"
"Carse Lane","Ruth Carse (1916-1999) was the founder and artistic director of the Alberta Ballet Company. The Edmonton-born dancer performed in Canada and abroad and began teaching dance in 1954. She formed Dance Interlude, a small amateur troupe that performed throughout Alberta, which later became the Alberta Ballet Company. Carse was the company's artistic director until her retirement in 1975. She also founded the Alberta Ballet School in 1971 and was principal of the school until 1983. Carse received the Queen's Silver Jubilee Medal (1977), the Canada Dance Award (1990), an honorary degree from the University of Alberta (1991) and was appointed a member of the Order of Canada (1992).","Road","1993","Commemorative (Local)","53.4646735","-113.5805117","POINT (-113.5805117 53.4646735)"
"Kenilworth field","This park is in the Kenilworth neighbourhood and has an area of 2.63 ha. See Kenilworth.","Park","1967",,"53.5192534","-113.4307621","POINT (-113.4307621 53.5192534)"
"Bishop Point","Edward S. Bishop was a teacher and civil servant. Born and educated in Ontario, he was ordained a Methodist minister in 1905. After holding various positions in Ontario, Bishop was transferred to Alberta where he worked as a teacher. From 1918 to 1920, he was employed as secretary to the provincial Superintendent of Neglected and Dependent Children, Department of the Attorney General, from 1920 to 1922, as field secretary to the social service board of the Methodist church. He was then appointed commissioner of the province's Liquor Act. Bishop Point is in the Blackmud Creek neighbourhood.","Road","2001","Commemorative (local)","53.420968","-113.507574","POINT (-113.507574 53.420968)"
"Kirkness","Like other neighbourhoods in the Clareview subdivision, Kirkness is named for an Edmonton pioneer. James Kirkness (d. 1911) was an early Edmonton settler who came to Canada from Scotland in 1864 with the Hudson's Bay Company. By the 1870s, Kirkness was living in Edmonton and had purchased and settled on River Lot 26 (the present-day site of Edmonton Northlands).","Neighbourhood","1979",,"53.6119773","-113.3891458","POINT (-113.3891458 53.6119773)"
"Windsor Park","The first owner of River Lot 3 (now partly Windsor Park) was Allan Omand, who first worked the land in 1882. In 1910, the area of Windsor Park was bought for residential development and named by an English syndicate. It remained largely undeveloped until after WWII. The neighbourhood's community league was founded in 1947 and a clubhouse built at 11814-87 Avenue in 1949. This neighbourhood may have been named after Windsor, England, or after Windsor Castle which is found in Windsor. Windsor Castle is the largest castle in England and is the principal residence of Queen Elizabeth II. It is the only castle that has been continuously occupied by royalty since the Middle Ages.","Neighbourhood","CU",,"53.5242087","-113.5361278","POINT (-113.5361278 53.5242087)"
"Hudson","Hudson House was a Hudson's Bay Company (HBC) post built in 1779, 40 km west of present-day Prince Albert, Saskatchewan. It was built by William Tomison, an Inland Chief of the HBC. The company was named after the explorer Henry Hudson, whose ship was the first to enter the Hudson Strait and Hudson Bay in 1610. Named after a historical fort, Hudson follows the Palisades' area naming theme.","Neighbourhood","1997",,"53.6048035","-113.5481379","POINT (-113.5481379 53.6048035)"
"MacKinnon Ravine Bridge","This bridge was built over MacKinnon Ravine in 1961 and officially opened by Mayor Elmer E. Roper. See MacKinnon Ravine.","Bridge","1961",,"53.5382481","-113.5597864","POINT (-113.5597864 53.5382481)"
"Wallbridge Place","James Emberly Wallbridge (1875-1945) was an early and prominent Edmonton lawyer. Born in Belleville, Ontario, Wallbridge attended the University of Toronto where he received his BA degree in 1897, and graduated in law from Osgoode Hall. In 1902, he came to Edmonton and was called to the bar of the North-West Territories. In 1913, Wallbridge was appointed King's Counsel, and later became a senior partner with the firm of Wallbridge, Cairns & Company.","Road","1984",,"53.4968812","-113.6075925","POINT (-113.6075925 53.4968812)"
"Flight Line Road","This road is in the Edmonton City Centre Airport. A ""flight line"" is a parking and servicing area for airplanes.","Road","1987",,"53.5713965","-113.5283742","POINT (-113.5283742 53.5713965)"
"Roe Crescent","Frank G. Roe (1878-1973) was a well-known author and historian. Born in England, he came to Alberta in 1894 and in 1909 began working for the Grand Trunk Pacific Railway. Roe was the author of The Indian and the Horse and The North American Buffalo. In 1951 he received an honorary degree from the University of Alberta. This road was originally named Roe Drive.","Road","1979",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"J.A. Werner Park","Ontario-born Jacob A. Werner (1873-1963) was a pioneer merchant who came to Edmonton in 1906. He established a hardware store on the north side, retiring in 1945. Werner was a member of the Highlands Baptist Church, the Edmonton Shriners, and Al Azhar Temple. He was also a life member of the Masonic Lodge. The J.A. Werner Park is directly west of the W.E. Werner Park in the Greenfield neighbourhood and has an area of 0.7 ha.","Park","1984",,"53.4683355","-113.530369","POINT (-113.530369 53.4683355)"
"Todd Link","See Todd Court.","Road","2001",,"53.4486444","-113.5694785","POINT (-113.5694785 53.4486444)"
"Papaschase Industrial","Chief Papaschase (c. 1838-1918) was the leader of the Papaschase Indian Reserve, located in what is now southeast
Edmonton. Papaschase is translated from the Cree as “Big Woodpecker.” He was also known as Pahs-pahs-chase, Passpasstayo
and Passpasschase, while his English name was John Gladu-Smith.

Chief Papaschase signed the adhesion to Treaty No. 6 in Edmonton in 1877, one year after the treaty was signed by the
Plains and Wood Cree and the Assiniboine of the North-West Territories. According to the terms of the treaty, the band
was to receive land, but several years passed before Papaschase Indian Reserve No. 136 was formed. It covered some 65 square kilometres comprising 42 sections of land.

The reserve encompassed the area now defined by 30 Avenue and 51 Avenue on the south and north, and by 17 Street and 119
Street on the east and west. European settlers already resident in the general area opposed the creation of the reserve and the granting of land to members of the Papaschase band.

When Treaty No. 6 was signed in 1876 there was no recognized definition of the term Métis. By 1886, however, the
government had decided upon one and offered scrip to anyone with Métis ancestry. About 194 of the 200 people on the
reserve accepted the scrip (either $240 or 240 acres of land); most of the Métis chose the cash certificate. With so few
people remaining on the reserve, the government closed it and the band members scattered, some joining other reserves,
including the Enoch band at Winterburn.

In 1888 the Papaschase Indian Reserve was surrendered to the federal government and in 1891 the rich agricultural land
was put up for sale at a public auction held in Calgary; most of the quarter-section lots sold went to speculators. A
second auction was held in Edmonton in 1893, this time with conditions placed on the sales to encourage European
settlers to purchase the land. The Papaschase Indian Reserve was the first reserve to be surrendered for immigrant
settlement.","Neighbourhood","1961",,"53.4841823","-113.4808395","POINT (-113.4808395 53.4841823)"
"River Heights Drive","This road overlooks the river valley and is in an area that was annexed by the City in 1972.","Road","CU",,"53.4549203","-113.6340585","POINT (-113.6340585 53.4549203)"
"Ottewell Park","This park is in the Ottewell neighbourhood and has an area of 2.36 ha. See Ottewell.","Park","1967",,"53.5307515","-113.4345837","POINT (-113.4345837 53.5307515)"
"Keheewin","Some of the neighbourhoods names in the Kaskitayo area honour Aboriginal leaders. Keheewin was a Cree chief. His name means ""Eagle."" Chief Keheewin signed the Treaty No. 6 in 1876. He died in 1887 at Onion Lake, Saskatchewan; the Kehewin first Nation, located south of Bonnyville, bears  his name.","Neighbourhood","1978",,"53.4502313","-113.506534","POINT (-113.506534 53.4502313)"
"Haddow Close","This road is a portion of Haddow Drive, renamed Haddow Close in 1996 to enable proper addressing procedures. See Haddow.","Road","1996",,"53.459727","-113.5913457","POINT (-113.5913457 53.459727)"
"Rutherford Point","See Rutherford.","Road","2001",,"53.423048","-113.535969","POINT (-113.535969 53.423048)"
"Thomas Rhatigan Park","This park is in the Rhatigan Ridge neighbourhood and has an area of 2.42 ha. See Rhatigan Ridge.","Park","1991",,"53.4743889","-113.5845416","POINT (-113.5845416 53.4743889)"
"Twin Brooks Point","See Twin Brooks.","Road","1990",,"53.4498024","-113.5413995","POINT (-113.5413995 53.4498024)"
"Youville Drive East","Youville Drive East and West form a semicircular roadway that encompasses the Grey Nuns Hospital, located north of the
Mill Woods Town Centre Mall. These “Grey Nuns”, so called because of the colour of their habits, are members of Les
Sceurs de la Charité de l’Hôpital Général de Montréal. The order was founded in 1738 by Marguerite d’Youville (1701-1771), sister of the explorer Lavérendrye. The mother of two children, she was widowed at the age of 29. She
dedicated the rest of her life to caring for the needy, the poor and the unwanted. Marguerite d’Youville was canonized
in 1990.

The first nuns to settle in the northwest reached their SUS destination, the Roman Catholic mission at Lac Ste. Anne, on
September 24, 1859. The three Grey Nuns —Sisters Emery, Lamy and Alphonse —left their motherhouse in Montréal a year
before, first stopping nine months in St. Boniface to acclimatize to the rigours of frontier life.

Writing in her journal that first day at Lac Ste. Anne, Sister Alphonse noted: “As we approached the goal where
henceforth, our days would be spent...our pleasure abated and serious reflections replaced it. However, our trust in God
soon dissipated the clouds which the future seemed to hold in store for us.""

In 1861, when the Oblate priests decided to move their mission for the Métis closer to the large centre of trade at Fort
Edmonton, the three sisters moved with them. Two years later, Father Lacombe’s residence became the site of the
settlement’s first school, with Sisters Emery, Lamy and Alphonse as the teachers. In 1864 the Youville Asylum was opened and served as both convent and school. The asylum was later used as an orphanage and as the first hospital in central
Alberta.

In 1894 Edmonton’s rapidly growing population caused Drs. Wilson, McInnes, Royal, Tofield, Harrison and Braithwaite to
petition Bishop Grandin to establish a hospital to be run by the Grey Nuns. The Grey Nuns purchased land from the
Hudson’s Bay Company facing Jasper Avenue, between present-day 111 Street and 112 Street, and the Edmonton General
Hospital opened in 1895.","Road","1991",,"53.4611664","-113.4241097","POINT (-113.4241097 53.4611664)"
"Whiston Close","See Whiston Wynd.","Road","1988",,"53.4956354","-113.6125497","POINT (-113.6125497 53.4956354)"
"Belgravia Road","See Belgravia.","Road","1963","Commemorative (London residentail district)","53.5058998","-113.5330688","POINT (-113.5330688 53.5058998)"
"Tomlinson Common","Aircraft mechanic Samuel Anthony Tomlinson (1900-1973) was inducted into Canada's Aviation Hall of Fame in recognition of his contributions to aviation and aircraft maintenance during both world wars. Trained as a machinist, Tomlinson assembled and repaired aircraft during WWI. After the war, he worked as an engineer with the Ontario Provincial Air Service and later helped found the Patricia Airways and Exploration Company. In 1926 he became chief mechanic with Western Canada Airways, and in 1929 headed up the company's prairie airmail division, serving Manitoba, Saskatchewan and Alberta. During WWII, Tomlinson commanded the engine test bench and served on the Crash Investigation Board. After the war, he worked as a chief mechanic until his retirement in 1966. In 1973, in honour of his remarkable contributions to Canadian aviation, Tomlinson was inducted into Canada's Aviation Hall of Fame.","Road","1997",,"53.4500039","-113.5849447","POINT (-113.5849447 53.4500039)"
"Tawa","Tawa is said to be the Cree word meaning ""You are welcome."" This neighbourhood was once part of the Papaschase Reserve. Cree people led by Chief Papaschase lived in this part of the present-day Mill Woods area prior to its settlement by European immigrants. See Papaschase Industrial.","Neighbourhood","1978",,"53.4610515","-113.4268887","POINT (-113.4268887 53.4610515)"
"Rowland Road","In July 1870, William Rowland (d. 1895) staked his claim on what became River Lot 18. James Rowland (d. 1897), William's brother, settled on the next lot to the west, River Lot 16 (the present-day site of the Alex Taylor school). Rowland Road traverses these two lots. James and William were the sons  of a Hudson's Bay Company (HBC) employee and both worked for a time for the HBC. William was  a founding member of Edmonton's public  school board.","Road","CU",,"53.5495145","-113.457554","POINT (-113.457554 53.5495145)"
"James Crescent","Ontario-born Harry James (1895-1967) came to Alberta in 1907 and moved to Edmonton in 1918, where he worked as a fruit wholesaler. He managed the Brown Fruit Company, a subsidiary of the Dominion Fruit and Wholesale Company, and later, in 1959, was promoted to supervisor of the parent company's provincial operations.","Road","1980",,"53.4825763","-113.4133275","POINT (-113.4133275 53.4825763)"
"Spruce Avenue Park","This park, adjacent to the Spruce Avenue Elementary and Junior High School, is in the Spruce Avenue neighbourhood and has an area of 1.33 ha. See Spruce Avenue.","Park","1984",,"53.5163563","-113.3065184","POINT (-113.3065184 53.5163563)"
"Ramsay Heights","Walter Ramsay (1870-1958) was Edmonton's first florist. Born in Ontario, Ramsay came to Edmonton in 1899 and was a teacher and school principal before establishing a floral business in 1906. Ramsay's greenhouses were located next to his home, at 111 Street and 100 Avenue. A replica of one his greenhouses was constructed at Fort Edmonton Park and is part of the permanent exhibition. He was chairman of the Edmonton School Board from 1912 to 1914.","Neighbourhood","1971",,"53.4836817","-113.5794505","POINT (-113.5794505 53.4836817)"
"Quesnell Bridge","This bridge, located near Quesnell Heights, opened in 1968. See Quesnell Heights.","Bridge","1966",,"53.5065313","-113.5665536","POINT (-113.5665536 53.5065313)"
"Glenwood","This neighbourhood was once part of the Town of Jasper Place, which amalgamated with Edmonton in 1964. It incorporates the former neighbourhood of Westlawn, which was established in about 1912. Glenwood is likely a descriptive name as ""glen"" means a valley. It has been named since approximately 1907.","Neighbourhood","CU",,"53.5359295","-113.6035461","POINT (-113.6035461 53.5359295)"
"Ottewell","Richard Phillip Ottewell (1848-1942) was an early pioneer who lived through the Riel rebellion and was one of the first
farmers to homestead in the Clover Bar area, in what is now eastern Edmonton. Ottewell emigrated from England to Ontario
with his family in 1850, when we was still a small child.

In 1869, Ottewell travelled to Fort Garry (now Winnipeg) as part of a federal work party and, arriving amid the Métis
rebellion, was imprisoned for six weeks by Louis Riel’s provisional government. One of the party, Ottewell’s cellmate
Thomas Scott, was tried and executed by Riel's forces. Upon their release from prison, in March 1870, Ottewell walked
for nine days in the dead of winter, the temperature falling as low as -40°C, to reach the safety of Fort Abercrombie in
the United States. Ottewell later returned to Ontario, where he married Frances Trevillion. In 1881, leaving his wife
and family behind, he set off for the west once more. Ottewell was one of the first to stake his claim and homestead in
what is today known as the Clover Bar area, then a distance of 16 kilometres east of Fort Edmonton. In 1883 his family,
which would eventually number nine children, joined him. During the North-West Rebellion of 1885, the Ottewells took
refuge in Fort Edmonton and Richard served in the home guard.

As Edmonton grew, the Ottewell farm shifted from grain to dairying. In 1904, Ottewell opened the Ottewell Coal Company
and later founded Campbell & Ottewell Flour Mills. Ottewell continued to live on his homestead until shortly before his
death at the age of 93 in 1942. The historic Ottewell farm, cut out of the bush in the 1880s, is today at the heart of
Edmonton’s heavy industrial area. Oil refineries and chemical plants now cover what was once considered among the best
farmland in the region.

During the 1910s, part of the Ottewell subdivision (90 Avenue to Whyte Avenue and 50 Street to 67 Street) was known as
East Glenora; to the north of this area, 90A Avenue to 95 Avenue was known as East Edmonton Park.","Neighbourhood","1957",,"53.5303382","-113.4307923","POINT (-113.4307923 53.5303382)"
"Byrne Crescent","See Byrne Court.","Road","1999","Commemorative (local)","53.4233842","-113.5063661","POINT (-113.5063661 53.4233842)"
"Mill Woods","Mill Creek flows through the northeastern corner of the area, which was once woodland. This area was originally part of the Papaschase Indian Reserve. Many of the neighbourhood names in the Mill Woods area are Cree in origin and reflect the area's history. See Mill Creek.","Area","1970",,"53.4598188","-113.4481143","POINT (-113.4481143 53.4598188)"
"Kilkenny","The name of this neighbourhood is taken from the inland county and town of Kilkenny in Ireland. Its name is derived from the Celtic phrase Cill Chainnigh, meaning the church of St. Canice (also Cainneach) or Kenny (also Kenneth), in its anglicized form. St. Canice was a sixth-century Irish monk who founded a monastery in Kilkenny. The church dates back to 1052 and is the second largest place of worship in Ireland, after St. Patrick's Church in Dublin. The name reflects other Irish names in the area, including Kildare, Killarney and Londonderry.","Neighbourhood","1964",,"53.6108975","-113.4566888","POINT (-113.4566888 53.6108975)"
"Aldergrove","This neighbourhood is located in the Primrose subdivision. It is likely named for the local alder trees. The most common species of alder in Canada is the speckled alder.","Neighbourhood","1970","Botanical","53.5163472","-113.6423951","POINT (-113.6423951 53.5163472)"
"Wolf Willow Road","This road originally extended into Oleskiw but developers later changed their plans. The portion of Wolf Willow Road in Oleskiw was renamed Wolf Ridge Way. See Wolf Willow Ravine.","Road","1986",,"53.5061591","-113.6068526","POINT (-113.6068526 53.5061591)"
"Boyle Street","Boyle Street, the former street designation for 103A Avenue, is one of the oldest neighbourhoods in Edmonton. The rectangular blocks and straight streets of Boyle Street neighbourhood have existed since 1892 and conform to the original Edmonton Settlement, which was subdivided on the basis of river lots. The Hudson Bay Reserve, located north of Fort Edmonton, forced the emerging town of Edmonton to spread eastward and away from the fort. Consequently, Edmonton's early commercial district was located along Jasper Avenue and 97 Street (Namayo Avenue) near what is now the Boyle Street neighbourhood. It is likely that Boyle Street was named after an early resident of Edmonton, John R. Boyle (1870-1936). Born in Ontario, Boyle moved west to Regina in 1894 and studied law with McKenzie and Brown. Two years later, Boyle came to Edmonton where he worked at the office of Hedley C. Taylor (later Judge Taylor). After being called to the bar in 1899, Boyle entered into partnership with Taylor. Between 1904 and 1906, Boyle served with K.A. McLeod, Thomas Bellamy, W.H. Clark, J.H. Picard, D.R. Fraser, W.A. Griesbach and, later, Robert Mays and D.G. Latta on the first Municipal Council of Edmonton. Roadways off Boyle Street carried the names of some of these same men-Bellamy, Clark, Picard and Griesbach. Boyle was elected to the provincial legislature in 1905, re-elected in 1909 and remained undefeated until his retirement from provincial politics in 1926. In 1912 he was appointed King's Counsel and minister of education. He was named attorney general in 1918 and, in 1924, a judge.","Neighbourhood","1946","Commemorative (local)","53.5470516","-113.4813558","POINT (-113.4813558 53.5470516)"
"Parkdale Park","This park is in the Parkdale neighbourhood and has an area of 0.55 ha. See Parkdale.","Park","1984",,"53.5687155","-113.4130982","POINT (-113.4130982 53.5687155)"
