"ebuilder_number","asset_type","project_name","profile_number","scope","update","approved_budget_m","approved_profile_schedule","forecasted_completion_date","current_phase","scope_status","budget_status","schedule_status","contact","email_address","phone_number","profile_name","ward","neighbourhood","address","standalone_composite","latitude","longitude","location","budget_status_text","schedule_status_text","scope_status_text","website_url","project_image","scope_and_update","forecasted_budget","initiative_image","citywide"
"eB-10873","Open Space","Bryan Anderson Athletic Grounds Sportsfield Enhancements","CM-30-3030","This project is for the concept and preliminary design for two district park sports fields.","This project is in the Concept Phase. The procurement for design services is currently underway. Concept development and stakeholder engagement will begin in Summer 2022.  This project is not funded for delivery.","300000","2022-12-31T00:00:00.000","2022-08-30T00:00:00.000","Concept","Green","Green","Green","Ramsey Hajar","Ramsey.Hajar@Edmonton.Ca","780-993-8559",,"pihêsiwin","Leger","53.460661, -113.585572",,"53.4574663035315","-113.58566567505186","MULTIPOINT ((-113.585665675052 53.457466303532))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project is for the concept and preliminary design for two district park sports fields.<h3>Latest Update:</h3>This project is in the Concept Phase. The procurement for design services is currently underway. Concept development and stakeholder engagement will begin in Summer 2022.  This project is not funded for delivery.<h3>Contact Information:</h3><b>Contact:</b> Ramsey Hajar<br /><b>Email:</b> Ramsey.Hajar@Edmonton.Ca<br /><b>Phone:</b> 780-993-8559","129000","https://i.imgur.com/xOhBLee.png","No"
"eB-10924","Open Space","Lymburn, RIchford and Elsinore Trail Renewal","CM-32-0000","Renewal of identified sections of trail in Lymburn, Richford and Elsinore neighbourhoods.","The project is in the concept phase. Project start-up meetings are taking place in summer 2022. The preliminary design is anticipated to be completed in fall 2022.  Construction is planned for sping 2023 pending funding availability in the 2023-2026 capital budget.","197894","2022-12-31T00:00:00.000","2022-12-30T00:00:00.000","Concept","Green","Green","Green","Shannon Hall","Shannon.Hall@Edmonton.Ca","780-496-4920",,"sipiwiyiniwak","LymburnRichfordElsinore",,,"53.50746762","-113.6432172","MULTIPOINT ((-113.6432172 53.50746762))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"Renewal of identified sections of trail in Lymburn, Richford and Elsinore neighbourhoods.<h3>Latest Update:</h3>The project is in the concept phase. Project start-up meetings are taking place in summer 2022. The preliminary design is anticipated to be completed in fall 2022.  Construction is planned for sping 2023 pending funding availability in the 2023-2026 capital budget.<h3>Contact Information:</h3><b>Contact:</b> Shannon Hall<br /><b>Email:</b> Shannon.Hall@Edmonton.Ca<br /><b>Phone:</b> 780-496-4920","197894","https://i.imgur.com/xOhBLee.png","No"
"eB-10111","LRT","Metro Line LRT (NAIT to Blatchford) Extension","16-66-7013","This project includes delivery of a 1.6 kilometre extension of the Metro Line from the existing temporary station at the Northern Alberta Institute of Technology (NAIT) to the new Blatchford Gate station. The corridor will be a transit promenade that will feature LRT, active mode connections and pedestrian realms that will be integrated into and facilitate Transit Oriented Development (TOD) opportunities with the future City of Edmonton Blatchford Development. This project includes the decommissioning of the current NAIT station and delivery of the permanent NAIT / Blatchford Market station and the Blatchford Gate station. This project also includes the construction of the new Llew Lawrence Storage Facility (LLSF) and upgrades to the existing D.L. MacDonald facility, as required.","Platforms, structural steel and roofing are complete at the NAIT/Blatchford Market and Blatchford Gate stations.  Work on the canopy soffits and station photovoltaic panels are underway. Concrete trackway is approximately 50% complete, and embedded rail installation is underway. Special trackwork (rail crossovers) installation started in June. The building envelope is complete at the NAIT Utility Complex, with interior finishing, mechanical, and electrical scopes advancing. The Blatchford Utility Complex masonry work is nearly complete, with roofing expected to start in July. Construction of cycle track and pedestrian walks started in June. Coordination with Blatchford projects and adjacent stakeholders is ongoing.","328000000","2024-12-31T00:00:00.000","2024-12-31T00:00:00.000","Build","Green","Green","Green","LRT Projects Information Centre","lrtprojects@edmonton.ca","780-496-4874",,"O-day'min","Blatchford Area",,"Standalone","53.578759","-113.512294","MULTIPOINT ((-113.512294 53.578759))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/metrolinenorthwest/",,"This project includes delivery of a 1.6 kilometre extension of the Metro Line from the existing temporary station at the Northern Alberta Institute of Technology (NAIT) to the new Blatchford Gate station. The corridor will be a transit promenade that will feature LRT, active mode connections and pedestrian realms that will be integrated into and facilitate Transit Oriented Development (TOD) opportunities with the future City of Edmonton Blatchford Development. This project includes the decommissioning of the current NAIT station and delivery of the permanent NAIT / Blatchford Market station and the Blatchford Gate station. This project also includes the construction of the new Llew Lawrence Storage Facility (LLSF) and upgrades to the existing D.L. MacDonald facility, as required.<h3>Latest Update:</h3>Platforms, structural steel and roofing are complete at the NAIT/Blatchford Market and Blatchford Gate stations.  Work on the canopy soffits and station photovoltaic panels are underway. Concrete trackway is approximately 50% complete, and embedded rail installation is underway. Special trackwork (rail crossovers) installation started in June. The building envelope is complete at the NAIT Utility Complex, with interior finishing, mechanical, and electrical scopes advancing. The Blatchford Utility Complex masonry work is nearly complete, with roofing expected to start in July. Construction of cycle track and pedestrian walks started in June. Coordination with Blatchford projects and adjacent stakeholders is ongoing.<h3>Contact Information:</h3><b>Contact:</b> LRT Projects Information Centre<br /><b>Email:</b> lrtprojects@edmonton.ca<br /><b>Phone:</b> 780-496-4874","291115522","https://i.imgur.com/JugcfNf.png","No"
"eB-10839","Facility","Fire Stations 27, 29 and 30 - Solar Photovoltaic Installation","CM-10-1012","Solar photovolaic arrays are being installed on Fire Stations across the City. These include: Ellerslise Fire Station 27; Lewis Farms Fire Station 29; and Pilot Sound Fire Station 30. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.","Construction for Fire Stations 27, 29, and 30 Solar PV Installation has reached 95% completion with tie-ins complete. The project continues to progress per baseline plan with overall project still on target to be completed by Q3 2022.","792727","2022-07-29T00:00:00.000","2022-07-29T00:00:00.000","Build","Green","Green","Green","Michael Schneider","Michael.Schneider@Edmonton.Ca","780-999-7452",,"Nakota Isga,Dene,Karhiio","Suder Greens,Ellerslie Industrial,Hollick-Kenyon",,,"53.42889360384634","-113.47590577940248","MULTIPOINT ((-113.475905779402 53.428893603846), (-113.688598205385 53.52641994494), (-113.41788362435 53.620073608729))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"Solar photovolaic arrays are being installed on Fire Stations across the City. These include: Ellerslise Fire Station 27; Lewis Farms Fire Station 29; and Pilot Sound Fire Station 30. This installation is part of the City's Greenhouse Gas Management Plan to offset energy used by City of Edmonton buildings and sites.<h3>Latest Update:</h3>Construction for Fire Stations 27, 29, and 30 Solar PV Installation has reached 95% completion with tie-ins complete. The project continues to progress per baseline plan with overall project still on target to be completed by Q3 2022.<h3>Contact Information:</h3><b>Contact:</b> Michael Schneider<br /><b>Email:</b> Michael.Schneider@Edmonton.Ca<br /><b>Phone:</b> 780-999-7452","792727","https://i.imgur.com/xOhBLee.png","No"
"eB-10313","Transportation","50 Street CP Rail Grade Separation & Road Widening","18-66-6503","This project includes planning, design and construction for widening of 50 Street between Sherwood Park Freeway and 90 Avenue, including an overpass of 50 Street over the CP railway.","Construction is in progress including utility relocation work, roadway removals, and retaining walls.  Traffic has been switched to the planned detour roads which maintain 2 full lanes in each direction through the construction zone.  For detailed information and updates visit edmonton.ca/projects_plans/roads/50-street-widening","179620034","2027-12-31T00:00:00.000","2025-12-15T00:00:00.000","Build","Green","Green","Green","Malika Ali","Malika.Ali@Edmonton.Ca","780-690-6055",,"Métis","Lambton Industrial","50 Street CPR Railway","Standalone","53.520173","-113.414063","MULTIPOINT ((-113.414063 53.520173))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/50streetwidening/",,"This project includes planning, design and construction for widening of 50 Street between Sherwood Park Freeway and 90 Avenue, including an overpass of 50 Street over the CP railway.<h3>Latest Update:</h3>Construction is in progress including utility relocation work, roadway removals, and retaining walls.  Traffic has been switched to the planned detour roads which maintain 2 full lanes in each direction through the construction zone.  For detailed information and updates visit edmonton.ca/projects_plans/roads/50-street-widening<h3>Contact Information:</h3><b>Contact:</b> Malika Ali<br /><b>Email:</b> Malika.Ali@Edmonton.Ca<br /><b>Phone:</b> 780-690-6055","179620034","https://i.imgur.com/JugcfNf.png","No"
"eB-10562","Transportation","124 Street Arterial Paving: 109 Avenue to 111 Avenue 124 Street Arterial Reconstruction: 111 Avenue - 118 Avenue","22-22-9700","124 Street between 109 Avenue and 118 Avenue is expected to undergo renewal work starting in 2021.  124 Street between 111 and 118 Avenue is a major commuter corridor and has been identified for renewal with construction tentatively scheduled to begin in 2021. Along with reconstruction of the north stretch, 109 Ave to 111 Avenue will be repaved.","Construction of the 2022 scope of work (Year 1 of 2) is underway and on schedule for completion by the end of the year. The overall project is anticipated to be complete by the end of 2023.  Additional project information can be found at edmonton.ca/124streetrenewal","21680719","2023-11-30T00:00:00.000","2023-11-30T00:00:00.000","Build","Green","Green","Green","David Woodley","David.Woodley@Edmonton.Ca","780-496-4055",,"O-day'min","Westmount",,,"53.555802","-113.535828","MULTIPOINT ((-113.535828 53.555802))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"124 Street between 109 Avenue and 118 Avenue is expected to undergo renewal work starting in 2021.  124 Street between 111 and 118 Avenue is a major commuter corridor and has been identified for renewal with construction tentatively scheduled to begin in 2021. Along with reconstruction of the north stretch, 109 Ave to 111 Avenue will be repaved.<h3>Latest Update:</h3>Construction of the 2022 scope of work (Year 1 of 2) is underway and on schedule for completion by the end of the year. The overall project is anticipated to be complete by the end of 2023.  Additional project information can be found at edmonton.ca/124streetrenewal<h3>Contact Information:</h3><b>Contact:</b> David Woodley<br /><b>Email:</b> David.Woodley@Edmonton.Ca<br /><b>Phone:</b> 780-496-4055","20680719","https://i.imgur.com/xOhBLee.png","No"
"eB-10634","Facility","Northgate Lions Senior Centre Rehabilitation","CM-12-0000","This project includes necessary improvements to the Northgate Lions Senior Centre including upgrades to the mechanical, electrical and structural systems.","Northgate Lions Senior Centre Rehab Project is at 75% completion in the Detailed Design phase. Funding was approved up to completion of detailed design. Funding for the Build phase is to be requested and approved later. The design team has submitted the 75% package for City review.","171329","2024-02-12T00:00:00.000","2024-02-12T00:00:00.000","Detailed Design","Green","Green","Green","Athira Suresh","Athira.Suresh@Edmonton.Ca","780-668-7279",,"tastawiyiniwak","Kildare","Northgate Lions Seniors Centre",,"53.60257734","-113.4579962","MULTIPOINT ((-113.4579962 53.60257734))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project includes necessary improvements to the Northgate Lions Senior Centre including upgrades to the mechanical, electrical and structural systems.<h3>Latest Update:</h3>Northgate Lions Senior Centre Rehab Project is at 75% completion in the Detailed Design phase. Funding was approved up to completion of detailed design. Funding for the Build phase is to be requested and approved later. The design team has submitted the 75% package for City review.<h3>Contact Information:</h3><b>Contact:</b> Athira Suresh<br /><b>Email:</b> Athira.Suresh@Edmonton.Ca<br /><b>Phone:</b> 780-668-7279","171329","https://i.imgur.com/xOhBLee.png","No"
"eB-10489","Transportation","23 Avenue over Whitemud Creek Pedestrian Bridge Replacement","CM-24-0000, CM-66-2400","This project consists of planning and design work eventually leading to the replacement of the pedestrian bridge located at 23 Avenue over Whitemud Creek. The removal of the existing bridge and the construction of a replacement bridge is not yet planned or funded.","The project will be issued for Tender in the summer of 2022. Construction timing is dependent on regulatory permits approvals as well as forecast costs in relation to available budget.","4000000","2023-12-31T00:00:00.000","2021-06-03T00:00:00.000","Development Design","Green","Green","Green","Jason Reske","Jason.Reske@Edmonton.Ca","780-508-9589",,"Ipiihkoohkanipiaohtsi","Twin Brooks","Whitemud Creek/South of 23 Ave.","Needs Review","53.448804","-113.542925","MULTIPOINT ((-113.542925 53.448804))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project consists of planning and design work eventually leading to the replacement of the pedestrian bridge located at 23 Avenue over Whitemud Creek. The removal of the existing bridge and the construction of a replacement bridge is not yet planned or funded.<h3>Latest Update:</h3>The project will be issued for Tender in the summer of 2022. Construction timing is dependent on regulatory permits approvals as well as forecast costs in relation to available budget. <h3>Contact Information:</h3><b>Contact:</b> Jason Reske<br /><b>Email:</b> Jason.Reske@Edmonton.Ca<br /><b>Phone:</b> 780-508-9589","440000","https://i.imgur.com/xOhBLee.png","No"
"eB-10595","Facility","POL105 - Seized Vehicle Tow Lot Admin Building Rehabilitation","CM-11-0000","This project involves replacing the existing trailer that is used as the Administration Building with a new trailer or similar type of structure.","The Edmonton Police Service has confirmed that the current proposed location will be permanent and relocation no longer contemplated for the future which also aligns with the Yelllowhead Trail Conversion project.  Consequently, the design of the building is shifting from modular to conventional for space and cost savings.  An updated preliminary design has been completed and design development is underway. Schedule and Budget Variance due to additional programming and impacts of Yellowhead Trail Project.","221000","2022-12-31T00:00:00.000","2022-09-30T00:00:00.000","Development Design","Green","Green","Red","Manuel Quilala","Manuel.Quilala@Edmonton.Ca","780-203-8403",,"Anirniq","Prince Charles","12230 124 Ave NW, Edmonton, AB T5L 4W6",,"53.578309","-113.532555","MULTIPOINT ((-113.532555 53.578309))","Budget - The project is currently on budget.","Schedule - The project is more than 30% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project involves replacing the existing trailer that is used as the Administration Building with a new trailer or similar type of structure.<h3>Latest Update:</h3>The Edmonton Police Service has confirmed that the current proposed location will be permanent and relocation no longer contemplated for the future which also aligns with the Yelllowhead Trail Conversion project.  Consequently, the design of the building is shifting from modular to conventional for space and cost savings.  An updated preliminary design has been completed and design development is underway. Schedule and Budget Variance due to additional programming and impacts of Yellowhead Trail Project.<h3>Contact Information:</h3><b>Contact:</b> Manuel Quilala<br /><b>Email:</b> Manuel.Quilala@Edmonton.Ca<br /><b>Phone:</b> 780-203-8403","221000","https://i.imgur.com/xOhBLee.png","No"
"eB-10163","Facility","Fire Station No. 19 - Callingwood","CM-75-0100,CM-11-0000","The rehabilitation of the Callingwood Fire Station involved necessary work to extend the facility service life.","The Fire Station #19 Rehabilitation & Gear Room Addition is under construction and roughly 2% complete. The project is scheduled to be complete by December 2023.  The construction manager has mobilized to site and started construction. Selective demolition on the interior and exterior are underway along with abatement activities. Electrical investigative work and demolition is also underway. Site utility locates have also begun to allow for the soil remediation and parking lot removal in advance of the building addition foundation work.","6434000","2023-03-31T00:00:00.000","2023-12-31T00:00:00.000","Build","Green","Red","Red","Rob Smith","Rob.Smith@Edmonton.Ca","780-292-1624",,"sipiwiyiniwak","Ormsby Place","6210 178 Street NW","Composite","53.496775","-113.63022","MULTIPOINT ((-113.63022 53.496775))","Budget - The project is more than 20% over its original targeted budget.","Schedule - The project is more than 20% over its original targeted schedule.","Scope - The project is within the scope approved in the project charter.",,,"The rehabilitation of the Callingwood Fire Station involved necessary work to extend the facility service life.<h3>Latest Update:</h3>The Fire Station #19 Rehabilitation & Gear Room Addition is under construction and roughly 2% complete. The project is scheduled to be complete by December 2023.  The construction manager has mobilized to site and started construction. Selective demolition on the interior and exterior are underway along with abatement activities. Electrical investigative work and demolition is also underway. Site utility locates have also begun to allow for the soil remediation and parking lot removal in advance of the building addition foundation work.<h3>Contact Information:</h3><b>Contact:</b> Rob Smith<br /><b>Email:</b> Rob.Smith@Edmonton.Ca<br /><b>Phone:</b> 780-292-1624","11028000","https://i.imgur.com/xOhBLee.png","No"
"eB-10782","Transportation","Hairsine Neighbourhood and Alley Reconstruction","CM-25-0000","Hairsine Neighbourhood Renewal is expected to be complete in 2024. Neighbourhood Renewal rehabilitates residential roads, replaces street lights, sidewalks, curbs and gutters, and adds missing sidewalk links where possible. Other opportunities to improve how people walk, bike, roll, drive and gather in the neighbourhood, and how they enjoy City-owned parks and open spaces are also explored.","Planning is currently underway. The project is in the exploring options and tradeoffs stage, where the project team works collaboratively with residents to understand the community's priorities for livability and transportation improvements. Public engagement will be planned for Fall 2022.  A What We Heard report summarizing feedback from the Exploring Opportunities stage is posted on the project page at edmonton.ca/buildinghairsine.  Construction will be staged over 2 years beginning in Spring 2024.","1925000","2023-12-31T00:00:00.000","2023-12-31T00:00:00.000","Concept","Green","Green","Green","Becky Redford","Becky.Redford@Edmonton.Ca","780-446-9464",,"Dene","Hairsine",,,"53.60472293","-113.3932715","MULTIPOINT ((-113.3932715 53.60472293))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","https://www.edmonton.ca/transportation/on_your_streets/hairsine-neighbourhood-renewal",,"Hairsine Neighbourhood Renewal is expected to be complete in 2024. Neighbourhood Renewal rehabilitates residential roads, replaces street lights, sidewalks, curbs and gutters, and adds missing sidewalk links where possible. Other opportunities to improve how people walk, bike, roll, drive and gather in the neighbourhood, and how they enjoy City-owned parks and open spaces are also explored.<h3>Latest Update:</h3>Planning is currently underway. The project is in the exploring options and tradeoffs stage, where the project team works collaboratively with residents to understand the community's priorities for livability and transportation improvements. Public engagement will be planned for Fall 2022.  A What We Heard report summarizing feedback from the Exploring Opportunities stage is posted on the project page at edmonton.ca/buildinghairsine.  Construction will be staged over 2 years beginning in Spring 2024.<h3>Contact Information:</h3><b>Contact:</b> Becky Redford<br /><b>Email:</b> Becky.Redford@Edmonton.Ca<br /><b>Phone:</b> 780-446-9464","1925000","https://i.imgur.com/xOhBLee.png","No"
"eB-10858","Facility","Mill Woods Library Lighting","-326931","This project will replace the existing lighting fixtures that have prematurely failed at the Mill Woods Library with more suitable fixtures.","Design Development has been completed by the consultant.  The project is currently waiting for Checkpoint 3 Approval to proceed into the Deliver Phase.","120000","2022-08-15T00:00:00.000","2022-07-15T00:00:00.000","Development Design","Green","Green","Green","Jennifer Hubbard","Jennifer.Hubbard@Edmonton.Ca","587-588-6478",,"Karhiio","Mill Woods Town Centre","Mill Woods Library, 2610 Hewes Way NW, Edmonton AB, T6L 0A9",,"53.45675528777359","-113.42757294321984","MULTIPOINT ((-113.42757294322 53.456755287774))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.",,,"This project will replace the existing lighting fixtures that have prematurely failed at the Mill Woods Library with more suitable fixtures.<h3>Latest Update:</h3>Design Development has been completed by the consultant.  The project is currently waiting for Checkpoint 3 Approval to proceed into the Deliver Phase.<h3>Contact Information:</h3><b>Contact:</b> Jennifer Hubbard<br /><b>Email:</b> Jennifer.Hubbard@Edmonton.Ca<br /><b>Phone:</b> 587-588-6478","120000","https://i.imgur.com/xOhBLee.png","No"
"eB-10509","Transportation","Yellowhead Trail [EBD] Noise Wall Replacement: 97 Street - Fort Road","21-24-9300","The existing noise wall that runs along the south side of Yellowhead Trail from 97 Street to Fort Road has reached the end of its service life and will be replaced. Planning and design began in the spring 2020 and will be completed early in 2021. Construction is anticipated to begin in summer 2021 and extend through to the end of 2022.","Construction began early in 2022 and is anticipated to be substantially completed by the end of 2022. Wall replacement started at 97 Street and is progressing east to Fort Road. To accommodate construction activities Yellowhead Trail is reduced to 2 lanes in the eastbound direction from approximately 97 Street to 82 Street.  Project information continues to be shared primarily through newsletters, bulletins and the project website.","14238769","2022-10-31T00:00:00.000","2022-10-31T00:00:00.000","Build","Green","Green","Green","Sameh El Henawi","Sameh.Elhenawi@Edmonton.Ca","780-887-6455",,"Métis","Yellowhead Corridor East","Yellowhead Trail 97 Street - Fort Road",,"53.581516","-113.473265","MULTIPOINT ((-113.473265 53.581516))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/yellowheadnrs/",,"The existing noise wall that runs along the south side of Yellowhead Trail from 97 Street to Fort Road has reached the end of its service life and will be replaced. Planning and design began in the spring 2020 and will be completed early in 2021. Construction is anticipated to begin in summer 2021 and extend through to the end of 2022.<h3>Latest Update:</h3>Construction began early in 2022 and is anticipated to be substantially completed by the end of 2022. Wall replacement started at 97 Street and is progressing east to Fort Road. To accommodate construction activities Yellowhead Trail is reduced to 2 lanes in the eastbound direction from approximately 97 Street to 82 Street.  Project information continues to be shared primarily through newsletters, bulletins and the project website.<h3>Contact Information:</h3><b>Contact:</b> Sameh El Henawi<br /><b>Email:</b> Sameh.Elhenawi@Edmonton.Ca<br /><b>Phone:</b> 780-887-6455","14238769","https://i.imgur.com/xOhBLee.png","No"
"eB-10417","Transportation","Gateway Boulevard Rehabilitation: University Avenue - 82 Avenue","22-22-9701","The project involves the renewal and repaving of Gateway Boulevard between University Avenue and 82 Avenue. Work also includes the replacement of curbs, gutters and sidewalks as required.","The tender for construction has been issued and closes on July 6. Construction is expected to begin in August of 2022, and be completed in the fall of 2023.  2022 scope is south of 80 Avenue only.  Two lanes of traffic will be maintained at all times on Gateway Blvd.","6500000","2023-10-28T00:00:00.000","2023-10-28T00:00:00.000","Build","Green","Green","Yellow","Gordon Mitchell","Gordon.Mitchell@Edmonton.Ca","780-944-5662",,"papastew","Strathcona Junction","Gateway Boulevard Rehabilitation: University Avenue - 82 Avenue","Composite","53.514908","-113.494535","MULTIPOINT ((-113.494535 53.514908))","Budget - The project is currently on budget.","Schedule - The project is over its original targeted schedule by less than 20%.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/gatewayboulevard/",,"The project involves the renewal and repaving of Gateway Boulevard between University Avenue and 82 Avenue. Work also includes the replacement of curbs, gutters and sidewalks as required.<h3>Latest Update:</h3>The tender for construction has been issued and closes on July 6. Construction is expected to begin in August of 2022, and be completed in the fall of 2023.  2022 scope is south of 80 Avenue only.  Two lanes of traffic will be maintained at all times on Gateway Blvd.<h3>Contact Information:</h3><b>Contact:</b> Gordon Mitchell<br /><b>Email:</b> Gordon.Mitchell@Edmonton.Ca<br /><b>Phone:</b> 780-944-5662","6500000","https://i.imgur.com/xOhBLee.png","No"
"eB-10399","Transportation","Garneau Neighbourhood Reconstruction","21-40-9025","Garneau Neighbourhood Renewal is expected to be complete in 2022. Neighbourhood renewal rehabilitates residential roads, replaces street lights, sidewalks, curbs and gutters, and adds missing sidewalk links where possible. Other opportunities to improve how people walk, bike, roll, drive and gather in the neighbourhood, and how they enjoy City-owned parks and open spaces are also explored.","Construction for the 2021 (Year 1 of 3) scope of work is complete. Year 2 construction started in May 2022.  The project is staged over 3 years and is anticipated to be complete and in-service by the end of 2023.  Further project information can be found at edmonton.ca/BuildingGarneau","36900000","2023-12-31T00:00:00.000","2023-12-31T00:00:00.000","Build","Green","Green","Green","Ikenna Uju","Ikenna.Uju@Edmonton.Ca","780-496-4055",,"papastew","Garneau",,"Composite","53.520613","-113.514179","MULTIPOINT ((-113.514179 53.520613))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/buildinggarneau/",,"Garneau Neighbourhood Renewal is expected to be complete in 2022. Neighbourhood renewal rehabilitates residential roads, replaces street lights, sidewalks, curbs and gutters, and adds missing sidewalk links where possible. Other opportunities to improve how people walk, bike, roll, drive and gather in the neighbourhood, and how they enjoy City-owned parks and open spaces are also explored.<h3>Latest Update:</h3>Construction for the 2021 (Year 1 of 3) scope of work is complete. Year 2 construction started in May 2022.  The project is staged over 3 years and is anticipated to be complete and in-service by the end of 2023.  Further project information can be found at edmonton.ca/BuildingGarneau<h3>Contact Information:</h3><b>Contact:</b> Ikenna Uju<br /><b>Email:</b> Ikenna.Uju@Edmonton.Ca<br /><b>Phone:</b> 780-496-4055","36900000","https://i.imgur.com/xOhBLee.png","No"
"eB-10632","Transportation","Latta Bridge Replacement","21-24-9301","The Latta Bridge is slated to be replaced and Kinnaird Bridge is slated to be rehabilitated with construction starting in 2022. Latta Bridge is located along Jasper Avenue; northeast of 91 Street and southwest of 90 Street. A Condition Assessment, Load Evaluation, and Management Strategy Report (attached) was completed in December 2019 for Latta Bridge, which recommended full replacement of the bridge.","The closure of Latta Bridge is planned to begin August 22, 2022.  Detour using Norwood Blvd.  Completion is scheduled for Fall 2023.","21207439","2023-12-31T00:00:00.000","2023-12-31T00:00:00.000","Build","Green","Green","Green","Loli Fernandez","Loli.Fernandez@Edmonton.Ca","780-619-9430",,"O-day'min","Boyle Street","Latta Bridge",,"53.55040066","-113.4740021","MULTIPOINT ((-113.4740021 53.55040066))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/lattabridge/",,"The Latta Bridge is slated to be replaced and Kinnaird Bridge is slated to be rehabilitated with construction starting in 2022. Latta Bridge is located along Jasper Avenue; northeast of 91 Street and southwest of 90 Street. A Condition Assessment, Load Evaluation, and Management Strategy Report (attached) was completed in December 2019 for Latta Bridge, which recommended full replacement of the bridge.<h3>Latest Update:</h3>The closure of Latta Bridge is planned to begin August 22, 2022.  Detour using Norwood Blvd.  Completion is scheduled for Fall 2023.<h3>Contact Information:</h3><b>Contact:</b> Loli Fernandez<br /><b>Email:</b> Loli.Fernandez@Edmonton.Ca<br /><b>Phone:</b> 780-619-9430","21207439","https://i.imgur.com/xOhBLee.png","No"
"eB-10526","Transportation","Yellowhead Trail - Mainline - St. Albert Trail to 97 Street","CM-99-0060","Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction and minimizes impacts to road users, residents and businesses.    This project consists of upgrading Yellowhead Trail between St. Albert Trail and 97 Street to a freeway. This includes the removal of the existing signalized at-grade intersections at 127 Street, 124 Street, 121 Street and 107 Street. The project includes two new interchanges, parallel collector roads and a integrated active mode corridor.","The design phase of the St. Albert Trail to 97 Street project is underway and is anticipated to be completed by the end of 2023.  Engagement with the Dovercourt, Sherbrooke and Prince Charles communities, south of Yellowhead Trail, took place in May 2022.  Further engagement opportunities are tentatively planned for Fall 2022. Construction is anticipated to begin in 2023 and extend through to the end of 2027. Land acquisition for the project is ongoing.","161038831.08","2023-12-31T00:00:00.000","2022-12-31T00:00:00.000","Development Design","Green","Green","Green","Jolanta Wandzel-Mrugala","Jolanta.Wandzel@Edmonton.Ca","780-691-6608",,"Anirniq","Yellowhead Corridor West","Yellowhead Trail - Mainline - St. Albert Trail to 97 Street",,"53.581531","-113.515292","MULTIPOINT ((-113.515292 53.581531))","Budget - The project is currently on budget.","Schedule - The project is currently on schedule.","Scope - The project is within the scope approved in the project charter.","http://edmonton.ca/yellowheadsatto97street/",,"Yellowhead Trail is becoming a freeway with 3 lanes of free-flowing traffic in each direction. The Yellowhead Trail Freeway Conversion Program will be implemented through a combination of large and small projects that supports efficient delivery of each phase of planning, design and construction and minimizes impacts to road users, residents and businesses.    This project consists of upgrading Yellowhead Trail between St. Albert Trail and 97 Street to a freeway. This includes the removal of the existing signalized at-grade intersections at 127 Street, 124 Street, 121 Street and 107 Street. The project includes two new interchanges, parallel collector roads and a integrated active mode corridor.<h3>Latest Update:</h3>The design phase of the St. Albert Trail to 97 Street project is underway and is anticipated to be completed by the end of 2023.  Engagement with the Dovercourt, Sherbrooke and Prince Charles communities, south of Yellowhead Trail, took place in May 2022.  Further engagement opportunities are tentatively planned for Fall 2022. Construction is anticipated to begin in 2023 and extend through to the end of 2027. Land acquisition for the project is ongoing.<h3>Contact Information:</h3><b>Contact:</b> Jolanta Wandzel-Mrugala<br /><b>Email:</b> Jolanta.Wandzel@Edmonton.Ca<br /><b>Phone:</b> 780-691-6608","35000000","https://i.imgur.com/xOhBLee.png","No"
