"building_number","public_asset_name","address","known_asbestos","asbestos_management_plan_in_place","latitude","longitude","location","geometry_point"
"452","Emily Murphy Park - Washroom","Emily Murphy Rd & Groat Rd","No","Yes",,,,
"246","Edmonton Valley Zoo #11 - Washroom","13315-Beuna Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"77","Eastglen Leisure Centre","11430-68 Street NW","Yes","Yes","53.568814","-113.446049","
,  
(53.568814, -113.446049)","POINT (-113.446049 53.568814)"
"440","DL Macdonald Right of Way Building","13304 - 50A St NW","No","Yes","53.5946276","-113.4170484","
,  
(53.5946276, -113.4170484)","POINT (-113.4170484 53.5946276)"
"346","Commercial Leased Building","12520 Fort Road","Yes","Yes","53.5822924999999","-113.4498632","
,  
(53.5822924999999, -113.4498632)","POINT (-113.4498632 53.5822924999999)"
"821","Southgate LRT Substation","5401 - 111 Street NW","No","Yes","53.490618","-113.5164945","
,  
(53.490618, -113.5164945)","POINT (-113.5164945 53.490618)"
"412","Commercial Leased Building","9696/98 - Jasper Avenue NW","No","Yes","53.5425227","-113.4852805","
,  
(53.5425227, -113.4852805)","POINT (-113.4852805 53.5425227)"
"158","Muttart Conservatory","9626-96A Street NW","Yes","Yes","53.5352198999999","-113.4772768","
,  
(53.5352198999999, -113.4772768)","POINT (-113.4772768 53.5352198999999)"
"575","Grandin LRT Station","100 Grandin LRT Station","No","Yes","53.5367641","-113.5103813","
,  
(53.5367641, -113.5103813)","POINT (-113.5103813 53.5367641)"
"938","William Nixon #3 - Training Garage","12950 - 9 Street NE","No","Yes","53.588095","-113.334348","
,  
(53.588095, -113.334348)","POINT (-113.334348 53.588095)"
"11","Ambulance Station No. 5","11169-101 Street","Yes","Yes","53.5608191","-113.493309","
,  
(53.5608191, -113.493309)","POINT (-113.493309 53.5608191)"
"553","Fort Edmonton Building #99 - Railway Coach","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"138","Kennedale East Parks Operations","12830-58 Street NW","Yes","Yes","53.5865982","-113.434304","
,  
(53.5865982, -113.434304)","POINT (-113.434304 53.5865982)"
"609","Kingsway/Royal Alex LRT Substation","11011 - 105 Street NW","No","Yes","53.5569394","-113.500756","
,  
(53.5569394, -113.500756)","POINT (-113.500756 53.5569394)"
"544","Fort Edmonton Building #88 - Cold Storage","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"241","Tipton Arena","10828-80 Avenue NW","Yes","Yes","53.5168254","-113.511463","
,  
(53.5168254, -113.511463)","POINT (-113.511463 53.5168254)"
"865","Edmonton Valley Zoo #26 - Souvenir Sales Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"475","Fort Edmonton Building #8 - Watch Tower","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"907","Waste Management - Equipment Storage/Maintenance","250 Aurum Road NE #320","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"104","Fire Station No.23","10130-178 Street NW","Yes","Yes","53.543123","-113.628016","
,  
(53.543123, -113.628016)","POINT (-113.628016 53.543123)"
"665","Old Man Creek - Potting Shed","53351 Range Rd 231 (Cloverbar Rd)","No","Yes",,,,
"232","Sprucewood Library","11555-95 Street NW","No","Yes","53.5671593999999","-113.4868214","
,  
(53.5671593999999, -113.4868214)","POINT (-113.4868214 53.5671593999999)"
"633","Millgate Transit Centre","4503 - 86 Street NW","No","Yes","53.4853732","-113.45334","
,  
(53.4853732, -113.45334)","POINT (-113.45334 53.4853732)"
"497","Fort Edmonton Building #31 - NWMP Station","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"385","Central Roadway Maintenance Yard - Cold Storage #1","10517 - 95 Street NW","No","Yes","53.5510275","-113.4794218","
,  
(53.5510275, -113.4794218)","POINT (-113.4794218 53.5510275)"
"301","Fort Edmonton Building #52 - Egge's Stopping House","7000 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"512","Fort Edmonton Building #46 - Lauder's Bakery and Residence","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"816","Southeast Aggregate Recycling - Office","5221 - 17 Street NW","No","Yes","53.4867443","-113.3627053","
,  
(53.4867443, -113.3627053)","POINT (-113.3627053 53.4867443)"
"31","Central Roadway Maintenance Yard - Office/Shops","10517-95 Street NW","Yes","Yes","53.5510275","-113.4794218","
,  
(53.5510275, -113.4794218)","POINT (-113.4794218 53.5510275)"
"900","Waste Management - Co-Composter","250 Aurum Road NE #500","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"314","Fort Edmonton Building #48 - Kelly's Saloon","7000 - 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"568","Giovanni Caboto Park Washroom","9403 - 109A Avenue NW","No","Yes","53.5576922","-113.4835527","
,  
(53.5576922, -113.4835527)","POINT (-113.4835527 53.5576922)"
"278","Southeast Transit Yard - Office/Shops","5404 59 Ave NW","Yes","Yes","53.4973059999999","-113.420918","
,  
(53.4973059999999, -113.420918)","POINT (-113.420918 53.4973059999999)"
"71","Crestwood Arena","9940-147 Street NW","Yes","Yes","53.538626","-113.575397","
,  
(53.538626, -113.575397)","POINT (-113.575397 53.538626)"
"364","Belvedere LRT Substation","6204 128 Avenue NW","No","Yes","53.5861045","-113.4377067","
,  
(53.5861045, -113.4377067)","POINT (-113.4377067 53.5861045)"
"433","Davies - Administration Building","8729 - 58 Avenue NW","No","Yes","53.4921328","-113.4596795","
,  
(53.4921328, -113.4596795)","POINT (-113.4596795 53.4921328)"
"582","Inglewood Transit Washroom","12312 - 112 Avenue NW","No","Yes","53.560806","-113.535414","
,  
(53.560806, -113.535414)","POINT (-113.535414 53.560806)"
"23","Callingwood Twin Arenas","17740-69 Avenue NW","No","Yes","53.505064","-113.627129","
,  
(53.505064, -113.627129)","POINT (-113.627129 53.505064)"
"539","Fort Edmonton Building #82 - Concession Booth","6601 - 148 Street NW 1920 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"379","Castle Downs Transit Washroom","15445 - Castle Downs Road NW","No","Yes","53.6165759999999","-113.516392","
,  
(53.6165759999999, -113.516392)","POINT (-113.516392 53.6165759999999)"
"524","Fort Edmonton Building #62 - Penny Arcade","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"616","Louise McKinney Park - Riverfront Amenity Building","9735 Grierson Hill Road","No","Yes","53.5406023","-113.4830725","
,  
(53.5406023, -113.4830725)","POINT (-113.4830725 53.5406023)"
"16","Bill Hunter Arena","9200-163 Street NW","Yes","Yes","53.526942","-113.603675","
,  
(53.526942, -113.603675)","POINT (-113.603675 53.526942)"
"860","Edmonton Valley Zoo #20 - Petting Zoo Shelter","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"133","John Fry Ball Park","9700-28 Avenue NW","Yes","Yes","53.460218","-113.480388","
,  
(53.460218, -113.480388)","POINT (-113.480388 53.460218)"
"394","Centennial Transit Maintenance Garage","15520 Ellerslie Road SW","No","Yes","53.4257678","-113.5868712","
,  
(53.4257678, -113.5868712)","POINT (-113.5868712 53.4257678)"
"480","Fort Edmonton Building #13 - Married Mens Quarters","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"696","Rainbow Valley - East Cook Shelter","13204 - 45 Avenue NW","No","Yes","53.4814061","-113.5537004","
,  
(53.4814061, -113.5537004)","POINT (-113.5537004 53.4814061)"
"173","Queen Elizabeth Pool","9100 Walterdale Hill","Yes","Yes","53.5261857","-113.5065533","
,  
(53.5261857, -113.5065533)","POINT (-113.5065533 53.5261857)"
"946","Calder Library","12710 - 131 Avenue NW","No","Yes","53.5901997","-113.5563818","
,  
(53.5901997, -113.5563818)","POINT (-113.5563818 53.5901997)"
"598","Kennedale Wash/Fuel Facility","12850 - 58 Street NW","No","Yes","53.586319","-113.431575","
,  
(53.586319, -113.431575)","POINT (-113.431575 53.586319)"
"50","Commercial Leased Building","10327/29/31/33-97 Street NW","Yes","Yes","53.5619661","-113.4913242","
,  
(53.5619661, -113.4913242)","POINT (-113.4913242 53.5619661)"
"912","Waste Management - Scale and Fuel Facility","250 Aurum Road NE #470","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"465","Fire Station No.5","9020 - 111 Avenue NW","No","Yes","53.5613041","-113.4807038","
,  
(53.5613041, -113.4807038)","POINT (-113.4807038 53.5613041)"
"429","Coronation Park Tennis Court Building","13811 - 114 Avenue NW","No","Yes","53.5638448","-113.5604336","
,  
(53.5638448, -113.5604336)","POINT (-113.5604336 53.5638448)"
"352","Airport Building #3 - Hangar 11","11760 - 109 Street NW Bldg #11","No","Yes",,,,
"895","Waste Management - Operations Centre","250 Aurum Road NE #300","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"644","NAIT LRT Tration Substation","11615 - 109 Street NW","No","Yes","53.5678739","-113.5067005","
,  
(53.5678739, -113.5067005)","POINT (-113.5067005 53.5678739)"
"549","Fort Edmonton Building #94 - Street Car Garage/Shop","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"661","Northeast Transit Garage","12403 - Fort Road","No","Yes","53.5790113","-113.4564229","
,  
(53.5790113, -113.4564229)","POINT (-113.4564229 53.5790113)"
"928","William Hawrelak Park #2 - Amphitheatre","9330 - Groat Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"507","Fort Edmonton Building #41 - Bulletin Building","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"529","Fort Edmonton Building #67 - JB Little Brickyard Shed","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"844","Terwillegar Community Recreation Centre - Arena","2051 Leger Raod NW","No","Yes","53.4584675","-113.5826084","
,  
(53.4584675, -113.5826084)","POINT (-113.5826084 53.4584675)"
"811","Southgate Transit Centre","5005 - 111 Street NW","No","Yes","53.485238","-113.516056","
,  
(53.485238, -113.516056)","POINT (-113.516056 53.485238)"
"56","Commercial Leased Building","14435 Yellowhead Trail","Yes","Yes","53.5809079","-113.5697465","
,  
(53.5809079, -113.5697465)","POINT (-113.5697465 53.5809079)"
"905","Waste Management - IPTF Admin Building","250 Aurum Road NE #480","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"485","Fort Edmonton Building #18 - Trading Post","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"888","Victoria Golf Course - Maintenance/Mechanical Garage","12030 - River Valey Road NW","No","Yes","53.5340883999999","-113.5232979","
,  
(53.5340883999999, -113.5232979)","POINT (-113.5232979 53.5340883999999)"
"100","Fire Station No.18","13808-Victoria Trail NW","Yes","Yes","53.6012119","-113.387012","
,  
(53.6012119, -113.387012)","POINT (-113.387012 53.6012119)"
"357","Ambleside ECO Station","14720 Ellerslie Road SW","No","Yes","53.4267409","-113.5751799","
,  
(53.4267409, -113.5751799)","POINT (-113.5751799 53.4267409)"
"917","West Edmonton Mall Transit Centre","17410 - 87 Avenue NW","No","Yes","53.520483","-113.622545","
,  
(53.520483, -113.622545)","POINT (-113.622545 53.520483)"
"37","City Hall","1 Sir Winston Churchill Square","No","Yes","53.5456493","-113.490263","
,  
(53.5456493, -113.490263)","POINT (-113.490263 53.5456493)"
"650","Northeast Transit Yard - Traffic Building","13003 - 56 Street NW","No","Yes","53.5899839999999","-113.426539","
,  
(53.5899839999999, -113.426539)","POINT (-113.426539 53.5899839999999)"
"796","Rollie Miles Storage Garage","10500 - 74 Avenue NW","No","Yes","53.5484492","-113.4418386","
,  
(53.5484492, -113.4418386)","POINT (-113.4418386 53.5484492)"
"6","Ambulance Station No.25","5402-136 Avenue NW","No","Yes","53.596919","-113.420168","
,  
(53.596919, -113.420168)","POINT (-113.420168 53.596919)"
"389","Roadway Maintenance Yard Building","9406 - 105 Avenue NW","No","Yes","53.5496207","-113.4811552","
,  
(53.5496207, -113.4811552)","POINT (-113.4811552 53.5496207)"
"403","Clareview East Bus Terminal","100 LRT Station NW","No","Yes","53.5409322","-113.4900248","
,  
(53.5409322, -113.4900248)","POINT (-113.4900248 53.5409322)"
"922","Westwood Site - Central Stores","12404 - 107 Street NW Stores Portion of WES115","No","Yes","53.5798","-113.5070066","
,  
(53.5798, -113.5070066)","POINT (-113.5070066 53.5798)"
"250","Edmonton Valley Zoo #23 - Round House","13315-Beuna Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"337","Beechmount Cemetery Garage","12420-104 Stret NW","Yes","Yes","53.5801302","-113.4991063","
,  
(53.5801302, -113.4991063)","POINT (-113.4991063 53.5801302)"
"64","Coronation Arena","13500-112 Avenure NW","Yes","Yes","53.561271","-113.558168","
,  
(53.561271, -113.558168)","POINT (-113.558168 53.561271)"
"492","Fort Edmonton Building #25 - Secord Fur Store","6601 - 148 Sttreet NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"628","Meadows Transit Centre","3803 - 17 Street SE","No","Yes","53.4785139","-113.3624876","
,  
(53.4785139, -113.3624876)","POINT (-113.3624876 53.4785139)"
"797","Rundle Park - Canoe Storage Building","2903 - 113 Avenue NW","No","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"90","Fire Station No.6","8105-96 Street NW","No","Yes","53.517383","-113.476186","
,  
(53.517383, -113.476186)","POINT (-113.476186 53.517383)"
"561","Fort Edmonton Building #106 - Maintenance Yard Storage Container 2","6601 - 148 Street NW Fort Maintenance Yard","No","Yes",,,,
"933","William Hawrelak Park #7 - Washroom 2","9330 - Graot Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"437","Davies - Quonset Storage Building","8733 - 58 Avenue NW","No","Not Required","53.493316","-113.460177","
,  
(53.493316, -113.460177)","POINT (-113.460177 53.493316)"
"620","LRT Portal North","North End of Menzies Bridge","No","Yes","53.5306694","-113.5120227","
,  
(53.5306694, -113.5120227)","POINT (-113.5120227 53.5306694)"
"368","Borden Park West Swim Amenity Building","7616 - 113A Avenue NW","No","Yes","53.5626709999999","-113.515853","
,  
(53.5626709999999, -113.515853)","POINT (-113.515853 53.5626709999999)"
"904","Waste Management - Processing and Transfer Facility","250 Aurum Road NE #480","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"556","Fort Edmonton Building #102 - Administration Building","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"468","Fort Edmonton Building #1 - Fort","6601 - 148 Atreet NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"95","Fire Station No.13","4035-119 Street NW","Yes","Yes","53.477866","-113.537967","
,  
(53.477866, -113.537967)","POINT (-113.537967 53.477866)"
"856","Edmonton Valley Zoo #15 - Monkey Shelters","13315 - Buena Vista Raod NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"460","Fire Station No.28","12110 - 26 Avenue SW","No","Yes","53.410801","-113.5384976","
,  
(53.410801, -113.5384976)","POINT (-113.5384976 53.410801)"
"371","Borden Park Pavilion/Washroom","7715 - Borden Park Road NW","No","Yes","53.562767","-113.4585999","
,  
(53.562767, -113.4585999)","POINT (-113.4585999 53.562767)"
"121","Grand Trunk Arena","13025-112 Street NW","Yes","Yes","53.5895269","-113.510937","
,  
(53.5895269, -113.510937)","POINT (-113.510937 53.5895269)"
"421","Commercial Leased Building","9531 Jasper Avenue NW","No","Yes","53.5443659","-113.479784","
,  
(53.5443659, -113.479784)","POINT (-113.479784 53.5443659)"
"675","Southeast Division Police Station","104 Youville Drive East NW","No","Yes","53.4599147","-113.4265279","
,  
(53.4599147, -113.4265279)","POINT (-113.4265279 53.4599147)"
"602","Kennedale Waste Operations East Building","5721 - 128 Avenue NW","No","Yes","53.5848258","-113.4300682","
,  
(53.5848258, -113.4300682)","POINT (-113.4300682 53.5848258)"
"595","John Janzen Storage Garage","7000 - 143 Street NW","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"390","Roadway Maintenance Yard and Quonset","9410 - 106 Avenue NW","No","Yes","53.5521514","-113.4801558","
,  
(53.5521514, -113.4801558)","POINT (-113.4801558 53.5521514)"
"22","Calder Seniors Centre","12963 120 Street NW","No","Yes","53.5893266","-113.528205","
,  
(53.5893266, -113.528205)","POINT (-113.528205 53.5893266)"
"266","Westin Pedway","Library Parkade to Westin Hotel","No","Yes","53.542016","-113.4898745","
,  
(53.542016, -113.4898745)","POINT (-113.4898745 53.542016)"
"167","Peter Hemingway Leisure Centre","13808-111 Avenue NW","Yes","Yes","53.5607070999999","-113.5592051","
,  
(53.5607070999999, -113.5592051)","POINT (-113.5592051 53.5607070999999)"
"640","Mount Pleasant Columbarium","5420 - 106 Street NW","No","Yes","53.4915759999999","-113.504843","
,  
(53.4915759999999, -113.504843)","POINT (-113.504843 53.4915759999999)"
"657","Northwest Transit Yard - Fleet Services Office/Garage","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"590","Jasper Place Transit Shelter","15701 - Stony Plain Road NW","No","Yes","53.541036","-113.59211","
,  
(53.541036, -113.59211)","POINT (-113.59211 53.541036)"
"882","Edmonton Valley Zoo #45 - Store","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"261","Westwood Coin Processing","11841-106A Street NW","Yes","Yes","53.5716899","-113.50222","
,  
(53.5716899, -113.50222)","POINT (-113.50222 53.5716899)"
"807","South Haven Cemetery - Maintenance Garage","5004 - Meridian Street NW","No","Yes","53.488746","-113.346309","
,  
(53.488746, -113.346309)","POINT (-113.346309 53.488746)"
"825","Stadium LRT Substation","11103 - Stadium Road NW","No","Yes","53.5590076","-113.472778","
,  
(53.5590076, -113.472778)","POINT (-113.472778 53.5590076)"
"536","Fort Edmonton Building #78 - Mellon Farm Barn","6601 - 148 Street NW 1920 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"407","Coliseum LRT Substation","7603 - 119 Avenue NW","No","Yes","53.5719931999999","-113.4580304","
,  
(53.5719931999999, -113.4580304)","POINT (-113.4580304 53.5719931999999)"
"945","Zoie Gardner Park Building","12710 - 70 Street NW","No","Yes","53.585392","-113.4494543","
,  
(53.585392, -113.4494543)","POINT (-113.4494543 53.585392)"
"353","Airport Building #4 - James Curry Jefferson","11630 109 Street","No","Yes","53.5663065","-113.5067274","
,  
(53.5663065, -113.5067274)","POINT (-113.5067274 53.5663065)"
"654","Northwest Transit Yard - Asphalt Plant","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"69","Corporate Training School-Fire Rescue Services","10420-157 Street","Yes","Yes","53.5474118","-113.5929733","
,  
(53.5474118, -113.5929733)","POINT (-113.5929733 53.5474118)"
"913","Waste Management - Groundwater Pump Station 1","250 Aurum Road NE #900","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"792","Riverside Golf Course - Maintenance Building","8630 - Rowland Road NW","No","Yes","53.5496237","-113.4646814","
,  
(53.5496237, -113.4646814)","POINT (-113.4646814 53.5496237)"
"504","Fort Edmonton Building #38 - Ottewell Barn","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"82","Edmonton Cemetery - Office","11820-107 Avenue NW","Yes","Yes","53.551981","-113.526132","
,  
(53.551981, -113.526132)","POINT (-113.526132 53.551981)"
"517","Fort Edmonton Building #54 - Metis Cabin","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"845","University Transit Centre","89 Avenue & 112 Street","No","Yes","53.524841","-113.521792","
,  
(53.524841, -113.521792)","POINT (-113.521792 53.524841)"
"623","MacEwan LRT Station","105 Avenue 103 Street NW","No","Yes","53.5657676","-113.4985979","
,  
(53.5657676, -113.4985979)","POINT (-113.4985979 53.5657676)"
"327","Fire Station No 21","9315 - 101 Street","No","Yes","53.5285873","-113.4934044","
,  
(53.5285873, -113.4934044)","POINT (-113.4934044 53.5285873)"
"105","Forest Heights Tennis Centre Building","10250-84 Street NW","Yes","Yes","53.544581","-113.4580924","
,  
(53.544581, -113.4580924)","POINT (-113.4580924 53.544581)"
"219","Southwest Transit Yard - Administration Building","6607 - 103 Street","No","Yes","53.5038901","-113.4946413","
,  
(53.5038901, -113.4946413)","POINT (-113.4946413 53.5038901)"
"801","Rundle Park - Trail House","2903 - 113 Avenue NW","No","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"850","Edmonton Valley Zoo #6 - Quarantine Building 3","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"873","Edmonton Valley Zoo #35 - Bighorn Sheep Shelter","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"2","Chancery Hall","3 Sir Winston Churchill Square","Yes","Yes","53.5442769","-113.4885939","
,  
(53.5442769, -113.4885939)","POINT (-113.4885939 53.5442769)"
"937","William Nixon #2 - Training Trailers","12950 - 9 Street NW","No","Yes","53.514292","-113.360713","
,  
(53.514292, -113.360713)","POINT (-113.360713 53.514292)"
"456","Fire and Ambulance Station No.24","131 Haddow Close NW","No","Yes","53.459373","-113.591074","
,  
(53.459373, -113.591074)","POINT (-113.591074 53.459373)"
"145","Kinsmen Park Playground Washroom","9100-Walterdale Hill NW","Yes","Yes","53.5261857","-113.5065533","
,  
(53.5261857, -113.5065533)","POINT (-113.5065533 53.5261857)"
"441","Downtown Community Arena","10245 - 105 Avenue NW","No","Yes","53.547795","-113.495518","
,  
(53.547795, -113.495518)","POINT (-113.495518 53.547795)"
"114","Fred Broadstock Pool","10515-158 Street NW","Yes","Yes","53.549218","-113.593062","
,  
(53.549218, -113.593062)","POINT (-113.593062 53.549218)"
"576","Health Sciences LRT Station","114 Street & 83 Avenue","No","Yes",,,,
"43","Clarke Stadium","11000 Stadium Road NW","No","Not Required","53.5580776","-113.4766379","
,  
(53.5580776, -113.4766379)","POINT (-113.4766379 53.5580776)"
"489","Fort Edmonton Building #22 - Raymer's Jewellery Store","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"571","Gold Bar Park - Snow Making Pump House","10975 - 50 Street NW","No","Yes","53.5612751","-113.4185404","
,  
(53.5612751, -113.4185404)","POINT (-113.4185404 53.5612751)"
"416","Commercial Leased Building","10303 - 96 Street","No","Yes","53.546626","-113.483209","
,  
(53.546626, -113.483209)","POINT (-113.483209 53.546626)"
"472","Fort Edmonton Building #5 - Horse Stable 2","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"235","Strathcona Library","8331 - 104 St","Yes","Yes","53.519774","-113.497236","
,  
(53.519774, -113.497236)","POINT (-113.497236 53.519774)"
"7","Ambulance Station No.27","15724-100A Avenue NW","No","Yes","53.539675","-113.592882","
,  
(53.539675, -113.592882)","POINT (-113.592882 53.539675)"
"338","Strathcona Youth Co-op","10325 83 Street NW","No","Yes","53.5455324","-113.4555769","
,  
(53.5455324, -113.4555769)","POINT (-113.4555769 53.5455324)"
"295","Commercial Leased Building","10310 85 Ave NW","Yes","Yes","53.5211377","-113.4958313","
,  
(53.5211377, -113.4958313)","POINT (-113.4958313 53.5211377)"
"302","Fort Edmonton Building #81 - Al Rashid Mosque","7000 143 Street South","Yes","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"493","Fort Edmonton Building #26 - Secord Fur Warehouse","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"605","Kennedale Quonset","12802 - 58 Street NW","No","Yes","53.5854852999999","-113.4309005","
,  
(53.5854852999999, -113.4309005)","POINT (-113.4309005 53.5854852999999)"
"143","Kennedale Waste Transfer Station","12804 58 Street NW","Yes","Yes","53.58546","-113.431918","
,  
(53.58546, -113.431918)","POINT (-113.431918 53.58546)"
"878","Edmonton Valley Zoo #41 - Polar Retreat Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"532","Fort Edmonton Building #71 - Fire Hall/Civic Centre","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"671","West Division Police Station","16505 - 100 Avenue NW","No","Yes","53.538883","-113.606904","
,  
(53.538883, -113.606904)","POINT (-113.606904 53.538883)"
"629","Meadows Community Recreation Centre","2704 - 17 Street NW","No","Yes","53.4576722","-113.371192","
,  
(53.4576722, -113.371192)","POINT (-113.371192 53.4576722)"
"87","Ferrier Transit Garage","8620-58 Avenue NW","Yes","Yes","53.49484","-113.456724","
,  
(53.49484, -113.456724)","POINT (-113.456724 53.49484)"
"500","Fort Edmonton Building #34 - Kenneth McDonald House","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"637","Mill Woods Service Yard - Office Trailer","6920 - 23 Avenue NW","No","Yes","53.4542085","-113.4400124","
,  
(53.4542085, -113.4400124)","POINT (-113.4400124 53.4542085)"
