"city_file_number","permit_type","permit_class","permit_date","status","description_of_development","address","legal_description","neighbourhood_id","neighbourhood","neighbourhood_classification","ward","zoning","land_parcel_count","latitude","longitude","location","geometry_point"
"325284167-001","Minor Development Permit","Class A","2019-07-26T00:00:00.000","Approved","To construct a Single Detached House with Unenclosed Front Porch.","3020 - CHECKNITA WAY SW","Plan 1720796 Blk 4 Lot 9","5467","CAVANAGH","Developing","Ipiihkoohkanipiaohtsi Ward","RMD","1","53.40843250742852","-113.5077754386629","
,  
(53.40843250742852, -113.5077754386629)","POINT (-114.00101975967138 0.0004830578674937)"
"228528258-003","Accessory Building Combo Permit","Class A","2016-12-06T00:00:00.000","Approved","To construct an Accessory Building (rear mutually shared detached Garage, 11.38m x 5.99m).","12712 - 117 STREET NW","Plan 3229Z Blk 7 Lots 4-5","3070","CALDER",,,"RF2","1","53.585409951470076","-113.52387139190087","
,  
(53.585409951470076, -113.52387139190087)","POINT (-114.00101990427825 0.0004846585575477)"
"271773569-002","Major Development Permit","Class B",,"Other","To operate a Residential Sales Center","6527 - KING WYND SW","Plan 1723517 Blk 6 Lot 2","5574","KESWICK","Developing","pihêsiwin Ward","RSL","1","53.41379329009512","-113.63605474948534","
,  
(53.41379329009512, -113.63605474948534)","POINT (-114.00102091213928 0.0004831063536243)"
"262276890-002","Accessory Building Combo Permit","Class A","2017-09-15T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 7.92m x 9.75m).","10907 - 132 STREET NW","Plan 4312HW Blk 32 Lot 19","3440","WESTMOUNT","Mature","O-day'min Ward","RF1","1","53.55424531468058","-113.54912288636746","
,  
(53.55424531468058, -113.54912288636746)","POINT (-114.00102013113897 0.0004843766858977)"
"143789448-005","Accessory Building Combo Permit","Class B","2016-05-18T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 6.10m x 6.10m).","3021 - ARTHURS CRESCENT SW","Plan 1220529 Blk 10 Lot 86","5458","ALLARD","Developing","Ipiihkoohkanipiaohtsi Ward","DC1","1","53.40165063863197","-113.52213699502448","
,  
(53.40165063863197, -113.52213699502448)","POINT (-114.00101988869635 0.0004829965282084)"
"384295978-002","Minor Development Permit",,,"Other","To construct a Single Detached House.","10 - LAURIER PLACE NW","Plan 5978KS Blk 34 Lot 14","3270","LAURIER HEIGHTS","Mature","sipiwiyiniwak Ward","RF1","1","53.51238936445802","-113.55992872104744","
,  
(53.51238936445802, -113.55992872104744)","POINT (-114.00102022821915 0.0004839981156026)"
"252356868-001","Sign Permit","Class B","2018-02-01T00:00:00.000","In Progress","To install (3) Fascia On-premises Signs (REMAX FIELD).","10233 - 96 AVENUE NW","Plan NB Blk OT","1220","ROSSDALE",,"O-day'min Ward","DC1","1","53.52991295954874","-113.49648284779583","
,  
(53.52991295954874, -113.49648284779583)","POINT (-114.00101965821817 0.0004841566094973)"
"377674884-002","Major Development Permit","Not Available",,"Other",,"2, 9104 - 179 AVENUE NW","Plan 8122420 Blk 1 Lot 329","2450","LAGO LINDO","Established","tastawiyiniwak Ward","CNC","1","53.64127489456762","-113.47807668514697","
,  
(53.64127489456762, -113.47807668514697)","POINT (-114.00101949285626 0.000485163833569)"
"139124753-009","Uncovered Deck Combo Permit","Class A","2017-05-25T00:00:00.000","Approved","To construct a rear uncovered deck to a Single Detached House irregular shape (8.56m x 3.64m @ 1.07m in Height).","15843 - 11 AVENUE SW","Plan 1224939 Blk 5 Lot 44","5578","GLENRIDDING HEIGHTS","Developing","pihêsiwin Ward","RSL","1","53.423308916149004","-113.59484934817542","
,  
(53.423308916149004, -113.59484934817542)","POINT (-114.00102054194785 0.0004831924186484)"
"174170214-001","House Combo Permit","Class B","2015-07-10T00:00:00.000","Other","To construct Single Detached House with veranda.","6910 - 23 AVENUE SW","Plan 1422948 Blk 55 Lot 26","6213","SUMMERSIDE","Developing","Karhiio Ward","RPL","1","53.41171709994311","-113.44722052255096","
,  
(53.41171709994311, -113.44722052255096)","POINT (-114.00101921564293 0.0004830875753167)"
"382036800-002","Sign Permit","Class B","2021-03-04T00:00:00.000","Approved","To install a Freestanding Minor Digital On-Premises Sign (1.68 m x 3.10 m Facing N/S | OXFORD).","11612 - 170 STREET NW","Plan 9826354 Blk 1 Lot 20","4030","ARMSTRONG INDUSTRIAL",,"Nakota Isga Ward","IB","1","53.565656986582","-113.6170372874827","
,  
(53.565656986582, -113.6170372874827)","POINT (-114.00102074128544 0.0004844798998965)"
"178634084-011","Minor Development Permit","Class A","2016-06-21T00:00:00.000","Approved","To install a renewable Energy Divice on the roof of a Single Detached House (solar photovoltaic panels).","11235 - 125 STREET NW","Plan 1425376 Blk 9 Lot 14A","3240","INGLEWOOD","Mature","Anirniq Ward","RF3","1","53.56152338092937","-113.53720135090644","
,  
(53.56152338092937, -113.53720135090644)","POINT (-114.0010200240353 0.0004844425130901)"
"258714063-004","Uncovered Deck Combo Permit","Class A","2017-09-22T00:00:00.000","Approved","To construct a front uncovered deck to a Single Detached House, irregular shape (5.41m x 2.56m @ 0.57m in Height).","7303 - 77 STREET NW","Plan 644KS Blk 6 Lot 5","6020","AVONMORE","Mature","Métis Ward","RF1","1","53.50973505007984","-113.44598532699283","
,  
(53.50973505007984, -113.44598532699283)","POINT (-114.00101920454586 0.000483974108393)"
"284618227-001","Minor Development Permit",,,"Other","To construct a Row House up to 4 dwellings.","9719 - 82 AVENUE NW","Condo Common Area (Plan 1921157)","6610","RITCHIE",,,"RA8","1","53.51772821675769","-113.48074069524185","
,  
(53.51772821675769, -113.48074069524185)","POINT (-114.00101951678987 0.0004840464033821)"
"270541973-002","Minor Development Permit","Class B","2019-04-29T00:00:00.000","Approved","To leave as built a Single Detached House.","2582 - COUGHLAN ROAD SW","Plan 1620053 Blk 13 Lot 29","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","RPL","1","53.40704879956208","-113.57970249024824","
,  
(53.40704879956208, -113.57970249024824)","POINT (-114.0010204058677 0.0004830453524105)"
"386616508-002","Sign Permit","Not Available",,"Other","To install (1) Fascia On-Premises Sign, and (1) Projecting On-Premises Sign (ONNI GROUP).","10115 - 100A STREET NW","Plan F Lot 16","1090","DOWNTOWN",,"O-day'min Ward","CCA","1","53.541400657897285","-113.49183536102181","
,  
(53.541400657897285, -113.49183536102181)","POINT (-114.0010196164649 0.000484260511125)"
"259035320-001","Accessory Building Combo Permit","Class A","2017-08-04T00:00:00.000","Approved","To construct an Accessory building (detached Garage, 6.71m x6.71m).","8132 - 7 AVENUE SW","Plan 0423893 Blk 15 Lot 30","6211","ELLERSLIE","Developing","Karhiio Ward","RPL","1","53.42679490575119","-113.45986424583722","
,  
(53.42679490575119, -113.45986424583722)","POINT (-114.00101932923478 0.0004832239480275)"
"181874976-001","Minor Development Permit","Class A","2015-11-03T00:00:00.000","Approved","To install a hot tub (2.03m x 2.24m), existing without permits.","3909 - WHITELAW CLOSE NW","Plan 0740022 Blk 2 Lot 22B","5570","WINDERMERE","Developing","pihêsiwin Ward","RF4","1","53.44542666560097","-113.61179300166023","
,  
(53.44542666560097, -113.61179300166023)","POINT (-114.0010206941705 0.0004833924648281)"
"224865099-001","Minor Development Permit","Class A","2016-07-07T00:00:00.000","Approved","To construct interior alteration to an existing Row House, Basement development (NOT to be used as an additional Dwelling).","6138 - ROSENTHAL WAY NW","Plan 1523107 Blk 14 Lot 10","4750","ROSENTHAL","Developing","Nakota Isga Ward","RF5","1","53.52261061649666","-113.69639596414578","
,  
(53.52261061649666, -113.69639596414578)","POINT (-114.00102145424785 0.0004840905627307)"
"167700079-001","House Combo Permit","Class A","2015-03-04T00:00:00.000","Approved","To construct a Single Detached House with attached Garage, veranda, fireplace, rear uncovered deck (4.27m x 3.05m), and Basement development (NOT to be used as an additional Dwelling).","15812 - 18 AVENUE SW","Plan 1425767 Blk 9 Lot 67","5578","GLENRIDDING HEIGHTS","Developing","pihêsiwin Ward","RSL","1","53.418239777017895","-113.59985249469912","
,  
(53.418239777017895, -113.59985249469912)","POINT (-114.00102058689637 0.0004831465703165)"
"174050053-001","Uncovered Deck Combo Permit","Class A","2015-06-29T00:00:00.000","Approved","To construct a rear uncovered deck (4.27m x 3.05m @ 0.76m Height).","819 - LAWRENCE COURT NW","Plan 0324302 Blk 150 Lot 80","5630","LEGER","Established","pihêsiwin Ward","RSL","1","53.460519684339296","-113.57517559908085","
,  
(53.460519684339296, -113.57517559908085)","POINT (-114.00102036519789 0.0004835289751338)"
"266927891-001","House Combo Permit","Class A","2017-12-01T00:00:00.000","Approved","To construct a Single Detached House with front attached garage.","21838 - 98A AVENUE NW","Plan 1524533 Blk 9 Lot 112","4487","SECORD","Developing","Nakota Isga Ward","RSL","1","53.538380860843326","-113.69241135833852","
,  
(53.538380860843326, -113.69241135833852)","POINT (-114.00102141844995 0.0004842331982706)"
"407469445-002","Sign Permit","Class A","2021-09-09T00:00:00.000","Approved","To install (2) Fascia On-Premises Sign (ACE LIQUOR).","11724 - 104 AVENUE NW","Plan 9422589 Lot 1","1150","OLIVER",,,"DC1","1","53.547044909287465","-113.52366395241685","
,  
(53.547044909287465, -113.52366395241685)","POINT (-114.00101990241461 0.0004843115611167)"
"174976917-001","Minor Development Permit","Class A","2015-06-26T00:00:00.000","Approved","To install a Hot Tub (2.30m x 2.30m)","8605 - 6 AVENUE SW","Plan 0226653 Blk 8 Lot 6","6211","ELLERSLIE","Developing","Karhiio Ward","RSL","1","53.42694962849498","-113.46498238580658","
,  
(53.42694962849498, -113.46498238580658)","POINT (-114.0010193752164 0.0004832253474327)"
"300401173-001","Minor Development Permit",,,"Other","To construct a Single Detached House with veranda.","4656 - 175 AVENUE NW","Plan 1823038 Blk 22 Lot 13","2611","CY BECKER","Developing","Dene Ward","RPL","1","53.636100871920995","-113.41144064785354","
,  
(53.636100871920995, -113.41144064785354)","POINT (-114.00101889419469 0.0004851170366079)"
"284283902-003","Major Development Permit","Class B","2018-08-02T00:00:00.000","Approved","To construct and operate a Residential Sales Centre.","2118 - CAVANAGH DRIVE SW","Plan 1820106 Blk 6 Lot 113","5467","CAVANAGH","Developing","Ipiihkoohkanipiaohtsi Ward","RF4","1","53.40772667153775","-113.51481277989198","
,  
(53.40772667153775, -113.51481277989198)","POINT (-114.00101982289522 0.0004830514834909)"
"398443113-002","Minor Development Permit","Class A","2021-07-30T00:00:00.000","Approved","To construct a Single Detached House with an Unenclosed Front Porch, rear uncovered deck (5.10m x 4.13m), fireplace and to develop a Secondary Suite in the Basement. (Lot 38A).","10227 - 146 STREET NW","Plan 2121634 Blk A Lot 38A","3210","GROVENOR","Mature","Nakota Isga Ward,","RF3,RF3","2","53.542850257412","-113.57208340100108","
,  
(53.542850257412, -113.57208340100108)","POINT (-114.00102033741742 0.0004842736221715)"
"405116481-002","Minor Development Permit","Class A","2021-08-11T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and Unenclosed Front Porch.","2648 - 194 STREET NW","Plan 1923051 Blk 7 Lot 62","4464","THE UPLANDS","Developing","sipiwiyiniwak Ward","RSL","1","53.45878816192912","-113.65901568798185","
,  
(53.45878816192912, -113.65901568798185)","POINT (-114.00102111842155 0.0004835133142074)"
"228584345-004","Minor Development Permit","Class A",,"Other","To construct an Accessory Building (gazebo 2.33m x 2.33m), existing without permit.","9903 - 82 STREET NW","Plan 6227HW Blk 28 Lot 1","6230","FOREST HEIGHTS","Mature","Métis Ward","RF1","1","53.53881451354984","-113.45295595573661","
,  
(53.53881451354984, -113.45295595573661)","POINT (-114.00101926717034 0.0004842371204859)"
"174800949-002","Accessory Building Combo Permit","Class A","2015-10-16T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 5.79m x 7.01m).","10817 - 123 STREET NW","Plan 1522312 Blk 5 Lot 20","3440","WESTMOUNT","Mature","O-day'min Ward","RF3","1","53.553107061484404","-113.533637082906","
,  
(53.553107061484404, -113.533637082906)","POINT (-114.00101999201372 0.0004843663908538)"
"170540792-001","House Combo Permit","Class B","2015-04-29T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage and a front veranda.","5128 - 19 AVENUE SW","Plan 1421283 Blk 29 Lot 35","6662","WALKER","Developing","Karhiio Ward","DC1","1","53.41957109338778","-113.41988906168497","
,  
(53.41957109338778, -113.41988906168497)","POINT (-114.00101897009567 0.0004831586115398)"
"176482326-003","Major Development Permit","Class B","2015-09-28T00:00:00.000","Approved","To operate a Residential Sales Centre.","1904 - AINSLIE LINK SW","Plan 1422371 Blk 21 Lot 1","5505","AMBLESIDE","Developing","pihêsiwin Ward","RSL","1","53.4307060255959","-113.59557052884958","
,  
(53.4307060255959, -113.59557052884958)","POINT (-114.00102054842696 0.0004832593225388)"
"444434087-002","Sign Permit","Not Available",,"In Progress","To install (1) Fascia On-Premises Sign(s)  (ST. OSCAR ROMERO CATHOLIC HIGH SCHOOL)","17760 - 69 AVENUE NW","Plan 8822836 Blk 7 Lot 18MR","4070","CALLINGWOOD NORTH",,"sipiwiyiniwak Ward",,"1","53.50397984504851","-113.6290228076082","
,  
(53.50397984504851, -113.6290228076082)","POINT (-114.00102084896398 0.0004839220548697)"
"322608109-001","Major Development Permit","Class A","2019-07-04T00:00:00.000","Approved","To operate a Child Care Service within a Community Recreation Service building (maximum 35 children).","7708 - 85 STREET NW","Plan 1389HW Blk 6 Lot B","6360","KING EDWARD PARK","Mature","Métis Ward","AP","1","53.51353314320614","-113.45982382660085","
,  
(53.51353314320614, -113.45982382660085)","POINT (-114.00101932887165 0.0004840084606231)"
"384720989-002","Major Development Permit","Not Available",,"Other",,"6411 - CARTMELL PLACE SW","Condo Common Area (Plan 2021910)","5462","CHAPPELLE AREA","Developing","Ipiihkoohkanipiaohtsi Ward","CB2","1","53.396583205930014","-113.57006035644405","
,  
(53.396583205930014, -113.57006035644405)","POINT (-114.00102031924229 0.0004829506953104)"
"444765977-002","Minor Development Permit","Class B","2019-07-11T00:00:00.000","Approved","To construct 4 Dwellings of Row House.","1, 12603 - 115 AVENUE NW","Plan RN46 Blk 19 Lot 10","3240","INGLEWOOD","Mature","Anirniq Ward","RF3","1","53.56507446022618","-113.5399777323359","
,  
(53.56507446022618, -113.5399777323359)","POINT (-114.00102004897843 0.0004844746311792)"
"260532558-001","Accessory Building Combo Permit","Class A","2017-09-28T00:00:00.000","Approved","To construct an Accessory Building (rear detached Garage, 5.49m x 6.10m).","4222 - 37 STREET NW","Plan 8022725 Blk 29 Lot 44","6370","KINISKI GARDENS","Established","Sspomitapi Ward","RPL","1","53.480177958186076","-113.39824085919066","
,  
(53.480177958186076, -113.39824085919066)","POINT (-114.00101877560711 0.0004837067763425)"
"231685447-001","Uncovered Deck Combo Permit","Class A","2016-09-29T00:00:00.000","Approved","To construct a rear uncovered deck (4.88m X 4.88m @ 0.81m in Height).","1423 - 36A AVENUE NW","Plan 0726190 Blk 9 Lot 7","6443","TAMARACK","Developing","Sspomitapi Ward","RSL","1","53.471800232430496","-113.36337559055441","
,  
(53.471800232430496, -113.36337559055441)","POINT (-114.00101846237574 0.0004836310031706)"
"259677224-001","Minor Development Permit","Class A","2017-08-31T00:00:00.000","Approved","To demolish 3 Buildings.","3300 - 76 AVENUE NW","Plan 5506RS Lot D","6690","SOUTHEAST INDUSTRIAL","Industrial","Sspomitapi Ward","IM","1","53.51462875994404","-113.38992257772365","
,  
(53.51462875994404, -113.38992257772365)","POINT (-114.00101870087525 0.0004840183700375)"
"372785230-002","Major Development Permit","Class B","2020-10-13T00:00:00.000","Approved","To construct an addition to a Multi-unit Housing (161 Dwellings).","730 - TAMARACK WAY NW","Plan 1420502 Blk 13 Lot 2","6443","TAMARACK","Developing","Sspomitapi Ward","DC1","1","53.478234185988896","-113.36480535925801","
,  
(53.478234185988896, -113.36480535925801)","POINT (-114.00101847522086 0.000483689195702)"
"281038092-005","Sign Permit","Class A","2018-12-12T00:00:00.000","Approved","To install a Fascia On-premises Sign (Mega Signs).","3452 - 91 STREET NW","Condo Common Area (Plan 0740620)","6700","STRATHCONA INDUSTRIAL PARK",,"Karhiio Ward","IB","1","53.46765124120144","-113.46818024662126","
,  
(53.46765124120144, -113.46818024662126)","POINT (-114.00101940394615 0.0004835934772076)"
"252963952-001","Major Development Permit","Not Available",,"Other","To construct exterior alterations (building rehabilitation) to an existing Public Education Building (Old St. Stephen's College).","8820 - 112 STREET NW","Plan 7920335 Blk 4 Lot 2","5520","UNIVERSITY OF ALBERTA","Central Core","papastew Ward","AJ","1","53.52440586827121","-113.521703525429","
,  
(53.52440586827121, -113.521703525429)","POINT (-114.00101988480203 0.0004841068000638)"
"405739124-002","Minor Development Permit","Class A","2021-10-25T00:00:00.000","Approved","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, fireplace, and to install a Renewable Energy Device (8 Solar-electric (PV) panels on the roof).","5219 - KIMBALL CRESCENT SW","Plan 2121829 Blk 18 Lot 9","5576","KESWICK AREA","Developing","pihêsiwin Ward","RLD","1","53.420099389289476","-113.63688929741791","
,  
(53.420099389289476, -113.63688929741791)","POINT (-114.00102091963691 0.0004831633897642)"
"373381318-002","Minor Development Permit",,,"Other","To construct a Single Detached House with front attached Garage.","9010 - 79 STREET NW","Plan 5112HW Blk 27 Lot 2","6310","HOLYROOD","Mature","Métis Ward","RF4","1","53.52574554766611","-113.44952124622317","
,  
(53.52574554766611, -113.44952124622317)","POINT (-114.00101923631274 0.0004841189169271)"
"399076936-002","Minor Development Permit",,,"Other","To demolish and construct a Garden Suite with uncovered deck.","10837 - 69 AVENUE NW","Plan 5718AE Blk 24 Lot 4","5010","ALLENDALE","Mature","papastew Ward","RF3","1","53.50539371195294","-113.51110244428098","
,  
(53.50539371195294, -113.51110244428098)","POINT (-114.00101978956138 0.0004839348427294)"
"158091524-003","Major Development Permit","Not Available","2019-05-28T00:00:00.000","Other","To develop a Temporary Storage yard (truck parking).","7118 - 68 AVENUE NW","Plan 0126209 Blk 11 Lot 4","6160","DAVIES INDUSTRIAL EAST","Industrial","Métis Ward","IM","1","53.505482172828216","-113.43698431201018","
,  
(53.505482172828216, -113.43698431201018)","POINT (-114.00101912368028 0.0004839356428227)"
"239864056-001","Sign Permit","Not Available",,"Other","To install (6) Fascia On-premises Signs (RBC).","10117 - JASPER AVENUE NW","Plan NB Blk 1 Lots 81-83","1090","DOWNTOWN",,"O-day'min Ward","CCA","1","53.540584311287525","-113.49427364774535","
,  
(53.540584311287525, -113.49427364774535)","POINT (-114.00101963837061 0.0004842531275971)"
"287537087-001","Sign Permit","Not Available",,"Other","To install (3) Fascia On-premises Signs (Window) (CIRCLE K).","16610 - 59A STREET NW","Plan 0622910 Blk 17 Lot 130","2500","MATT BERRY",,"Dene Ward","CB1","1","53.628219402538335","-113.43152298503708","
,  
(53.628219402538335, -113.43152298503708)","POINT (-114.00101907461544 0.0004850457518759)"
"241398163-001","Minor Development Permit","Class A","2017-02-15T00:00:00.000","Approved","To install a hot tub (2.13m x 2.13m).","7407 - 15A AVENUE SW","Plan 0525597 Blk 29 Lot 40","6213","SUMMERSIDE","Developing","Karhiio Ward","RPL","1","53.41912454873161","-113.45291985369742","
,  
(53.41912454873161, -113.45291985369742)","POINT (-114.001019266846 0.0004831545727223)"
"295769748-001","Sign Permit","Class A","2018-11-29T00:00:00.000","Approved","To install (3) Fascia On-premises Sign (HIGH END CONVENIENCE)","6506 - 170 AVENUE NW","Condo Common Area (Plan 1820260)","2521","MCCONACHIE AREA",,"Dene Ward","CB1","1","53.632946963591735","-113.44171574494659","
,  
(53.632946963591735, -113.44171574494659)","POINT (-114.00101916618772 0.000485088510771)"
"273308476-006","Minor Development Permit",,,"Other","To develop a Secondary Suite in the basement of a Single Detached House.","8910 - WINDSOR ROAD NW","Plan 715HW Blk 5 Lot 13","5580","WINDSOR PARK","Mature","papastew Ward","RF1","1","53.52530992318167","-113.5339773698494","
,  
(53.52530992318167, -113.5339773698494)","POINT (-114.00101999507088 0.0004841149768781)"
"295262299-001","Minor Development Permit","Class B","2018-12-03T00:00:00.000","Other","To construct a Semi-Detached House with Unenclosed Front Porches and to develop Secondary Suites in the Basements.","9314 - 109 AVENUE NW","Plan RN23 Blk 26 Lot 5","1140","MCCAULEY","Central Core","O-day'min Ward","DC1","1","53.557189007827866","-113.4826890545523","
,  
(53.557189007827866, -113.4826890545523)","POINT (-114.00101953429403 0.0004844033104226)"
"233505732-005","Major Development Permit","Class B","2019-05-24T00:00:00.000","Approved","To construct and operate a Residential Sales Centre.","1540 - 151 AVENUE NW","Plan 1523406 Blk 115 Lot 49","2280","FRASER","Developing","Dene Ward","RSL","1","53.613740443261214","-113.36657619938843","
,  
(53.613740443261214, -113.36657619938843)","POINT (-114.00101849113018 0.0004849147954921)"
"347337519-001","Minor Development Permit","Class B","2020-01-13T00:00:00.000","Approved","To leave as built a Single Detached House.","12805 - 108 STREET NW","Plan 1921423 Blk 13 Lot 6B","3260","LAUDERDALE","Mature","Anirniq Ward","RF1","1","53.585705281914805","-113.50608405743439","
,  
(53.585705281914805, -113.50608405743439)","POINT (-114.00101974447594 0.0004846612286932)"
"283188481-001","Accessory Building Combo Permit","Class B","2021-01-04T00:00:00.000","Approved","To construct an Accessory Building (Gazebo 2.44m Octagonal) existing without permits.","104 - SASKATCHEWAN DRIVE SOUTH NW","Plan 0226952 Blk 17 Lot 7A","5040","BELGRAVIA","Mature","papastew Ward","RPL","1","53.50623493247378","-113.53542015099717","
,  
(53.50623493247378, -113.53542015099717)","POINT (-114.0010200080329 0.0004839424512319)"
"226517076-001","House Combo Permit","Class A","2016-08-23T00:00:00.000","Approved","To construct a Single Detached House with a front attached Garage, veranda, and fireplace.","4106 - KENNEDY GREEN SW","Plan 1520530 Blk 10 Lot 2","5576","KESWICK AREA","Developing","pihêsiwin Ward","RSL","1","53.423118534971664","-113.64596776418361","
,  
(53.423118534971664, -113.64596776418361)","POINT (-114.00102100119832 0.0004831906967269)"
"304860005-001","Sign Permit","Class A","2019-03-01T00:00:00.000","Approved","To install (1) Fascia On-premises Sign (YOU-GOOD SCHOOL)","11435 - 40 AVENUE NW","Plan 2120234 Blk 63 Lot 37","5220","GREENFIELD",,,"CSC","1","53.47553470851252","-113.52878699298809","
,  
(53.47553470851252, -113.52878699298809)","POINT (-114.00101994844026 0.0004836647800099)"
"174055030-001","Minor Development Permit","Class A","2015-07-07T00:00:00.000","Approved","To construct interior alteration to an existing Semi Detached House, Basement development (NOT to be used as an additional Dwelling).","12019 - 80 STREET NW","Plan RN63 Blk 3 Lot 12","1100","EASTWOOD","Mature","Métis Ward","RF3","1","53.57413945455575","-113.46313266262001","
,  
(53.57413945455575, -113.46313266262001)","POINT (-114.0010193585984 0.00048455662042)"
"283481013-001","Minor Development Permit","Class A","2018-07-26T00:00:00.000","Approved","To demolish a Single Detached House","9803 - 93 AVENUE NW","Plan 6398AJ Blk H Lot 20","5480","STRATHCONA","Central Core","papastew Ward","RF2","1","53.52798347699538","-113.4829625770469","
,  
(53.52798347699538, -113.4829625770469)","POINT (-114.00101953675137 0.0004841391581009)"
"433829801-002","Sign Permit","Not Available",,"In Progress","(WESTGATE CROSSING)","17512 - STONY PLAIN ROAD NW","Plan 8522093 Blk 3 Lot 5","4510","STONE INDUSTRIAL",,"Nakota Isga Ward",,"1","53.54221490057673","-113.62360027579199","
,  
(53.54221490057673, -113.62360027579199)","POINT (-114.00102080024766 0.0004842678756235)"
"257273048-001","Minor Development Permit","Class A","2017-07-13T00:00:00.000","Approved","To demolish an existing Single Detached House.","12959 - 105 STREET NW","Plan 1066KS Blk 3A Lot 16","3260","LAUDERDALE",,,"RF1","1","53.58941320577706","-113.50093681170894","
,  
(53.58941320577706, -113.50093681170894)","POINT (-114.00101969823281 0.0004846947653785)"
"365230196-002","Minor Development Permit",,,"Other","To construct a Single Detached House with secondary suite(s).","12948 - 115 STREET NW","Plan RN41 Blk 5 Lot 33","3070","CALDER","Mature","Anirniq Ward","RF3","1","53.58958483276052","-113.5202484750827","
,  
(53.58958483276052, -113.5202484750827)","POINT (-114.0010198717298 0.0004846963176758)"
"165718646-004","Major Development Permit","Class A","2016-05-13T00:00:00.000","Approved","To change the Use from Limited Contractor Service to a General Retail Store (Aliyah Style).","8654 - 118 AVENUE NW","Plan 3062ET Blk 4 Lot 13","1100","EASTWOOD","Mature","Métis Ward","CB2","1","53.57064055259902","-113.47388785387028","
,  
(53.57064055259902, -113.47388785387028)","POINT (-114.00101945522358 0.0004845249742541)"
"353548628-001","Minor Development Permit",,,"In Progress","To construct a Single Detached House.","11617 - 89 STREET NW","Plan RN43B Blk 73 Lot 6","1160","PARKDALE","Mature","Métis Ward","RF3","1","53.56795258889299","-113.47778163321237","
,  
(53.56795258889299, -113.47778163321237)","POINT (-114.00101949020551 0.0004845006626996)"
"430549601-002","Major Development Permit","Not Available",,"In Progress",,"14167 - 162 AVENUE NW","Condo Common Area (Plan 1622900,2022071)","3360","RAMPART INDUSTRIAL","Industrial","Anirniq Ward","IB","1","53.62280249714088","-113.56858416737064","
,  
(53.62280249714088, -113.56858416737064)","POINT (-114.00102030598012 0.0004849967581374)"
"314211986-001","Sign Permit","Class A","2019-06-17T00:00:00.000","Approved","To install three (3) Fascia On-premises Signs (SLEEP COUNTRY)","13687 - ST ALBERT TRAIL NW","Plan 9926834 Blk 13A Lot 14","3290","MCARTHUR INDUSTRIAL",,"Anirniq Ward","DC2","1","53.5983948233441","-113.57306152252569","
,  
(53.5983948233441, -113.57306152252569)","POINT (-114.00102034620491 0.0004847760005097)"
"228429357-002","Uncovered Deck Combo Permit","Class A","2016-09-07T00:00:00.000","Approved","To construct an uncovered deck (4.21m x 3.43m @ 0.87m in Height)","14029 - 159A AVENUE NW","Plan 0424416 Blk 56 Lot 16","3470","CARLTON","Developing","Anirniq Ward","RPL","1","53.62075905601174","-113.56331021770563","
,  
(53.62075905601174, -113.56331021770563)","POINT (-114.00102025859869 0.0004849782760313)"
"360513581-002","Minor Development Permit",,,"Other","To construct a Single Detached House.","6704 - 149 AVENUE NW","Plan 6143NY Blk 29 Lot 53A","2410","KILKENNY","Mature","tastawiyiniwak Ward","RF4","1","53.610423964790606","-113.4439317742249","
,  
(53.610423964790606, -113.4439317742249)","POINT (-114.00101918609664 0.0004848847992734)"
"073673590-009","Major Development Permit","Not Available",,"Other",,"11713 - 82 STREET NW","Plan 5850R Blk 6 Lots 1-5","1160","PARKDALE","Mature","Métis Ward","CB2","1","53.569202109179464","-113.46678736023667","
,  
(53.569202109179464, -113.46678736023667)","POINT (-114.0010193914324 0.0004845119641098)"
"265269045-001","House Combo Permit","Class A","2017-11-17T00:00:00.000","Approved","To construct a Single Detached House with fireplace, veranda","7112 - SUMMERSIDE GRANDE BOULEVARD SW","Plan 1521441 Blk 25 Lot 73","6213","SUMMERSIDE","Developing","Karhiio Ward","RPL","1","53.41789931055708","-113.45231265782813","
,  
(53.41789931055708, -113.45231265782813)","POINT (-114.00101926139092 0.0004831434909341)"
"397976333-002","Major Development Permit","Not Available",,"Refused","To develop temporary Vehicle Parking (Non-Accessory Parking) (1 year).","11208 - 100 AVENUE NW","Plan NB Blk 12 Lots 69-70","1150","OLIVER","Central Core","O-day'min Ward,O-day'min Ward,O-day'min Ward","DC2,DC2,DC2","3","53.5390883519238","-113.5145329004145","
,  
(53.5390883519238, -113.5145329004145)","POINT (-114.00101982038076 0.0004842395972441)"
"409235428-002","Major Development Permit","Not Available",,"Other","Interior Alteration, Change of Use","10588 - 100 STREET NW","Plan 9321356 Lot 149A","1140","MCCAULEY","Central Core","O-day'min Ward","CB2","1","53.549549289030416","-113.49236353810993","
,  
(53.549549289030416, -113.49236353810993)","POINT (-114.00101962121008 0.0004843342122278)"
