"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Corporate Interiors Inc","223 Lisa Drive",,"New Castle","DE","19720","www.corporate-interiors.com","Shawn Bell","302-345-0058",,"sbell@corporate-interiors.com","Furniture","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","223 Lisa Drive
New Castle, DE 19720
(39.658719, -75.605491)","Y","1"
"Foliot Furniture","721 Roland-Godard Blvd.",,"St-Jerome, Quebec - Canada","__","J7Y 4C1","www.foliot.com","Annie Charboneau","450-565-6659 (249)",,"acharbonneau@foliot.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000",,"Y","1"
"Indiana Furniture Industries Inc","1224 Mill Street","P.O. Box 270","Jasper","IN","47547","www.indianafurniture.com","Cathy Cherry","812-482-5727 (142)","812-482-9035","cathy.cherry@indianafurniture.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","1224 Mill Street
Jasper, IN 47547
(38.395988, -86.9286)","Y","1"
"G A Blanco & Sons","186 Timberlane Road",,"Clarksboro","NJ","08020","http://gablanco.com","Robert Alexander Jr.","800-931-0027","800-553-4379","balexander@gablanco.com","Furniture","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","186 Timberlane Road
Clarksboro, NJ 08020
(39.815723, -75.244079)","Y","1"
"Music & Arts","5295 Westview Drive","Suite 300","Frederick","MD","21703",,"Brian Yatauro","856-405-5695",,"byatauro@musicarts.com","Musical Instruments and Related Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4452","2023-04-30T00:00:00.000","5295 Westview Drive
Frederick, MD 21703
(39.381059, -77.415356)","Y","1"
"Evenflo Company Inc.","P. O. BOX 1046",,"CULLMAN","AL","35056","WWW.EVENFLO.COM","PATSY PILCHER","800-768-6077","800-382-4565","EVENFLOSALES@WORLDSAFE.NET","Child Safety Seats","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4520","2023-04-30T00:00:00.000",,"Y","1"
"Adventure Forest, LLC","241 East Fourth Street","Suite 105","Frederick","MD","21701","www.goape.com","Chris Swallow","415-553-0769","301-637-3396","chris@goape.com","Lums Pond State Park Overhead Aerial Adventure Course","N","N","N","http://mmp.delaware.gov/Contracts/Details/977","2023-04-30T00:00:00.000","241 East Fourth Street
Frederick, MD 21701
(39.418777, -77.405718)","Y","1"
"Taylor Corporation dba Taylor Print Impressions","1725 Breakenridge Parkway","Suite 500","Duluth","GA","30096","www.taylor.com","Jonathan Clewer","443-764-9200","800-476-4296","jonathan.clewer@taylor.com","Business Cards and Envelopes","N","N","N","http://mmp.delaware.gov/Contracts/Details/4862","2023-04-30T00:00:00.000","1725 Breakenridge Parkway
Duluth, GA 30096
(33.956999, -84.105501)","Y","1"
"Washington Music Center","11151 Veirs Mill Road",,"Wheaton","MD","20902",,"Melody O?Neil","301-946-8808, Ext. 580","301-946-0487","melodyo@chucklevins.com","Musical Instruments and Related Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4452","2023-04-30T00:00:00.000","11151 Veirs Mill Road
Wheaton, MD 20902
(39.038639, -77.053054)","Y","1"
"Easton Ice, Inc.","P.O. Box 309",,"Secretary","MD","21664","www.eastonice.com","Jimmy Pokrandt","410-822-5375","410-943-8570","easton.iceman@gmail.com","Packaged Ice","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4802","2023-04-30T00:00:00.000",,"Y","1"
"Remi Holdings, LLC","6325 Ardrey Kell Road","Suite 200","Charlotte","NC","28277","contracts@theremigroup.com","Kristen Childers","704-602-0833","704-887-2916","contracts@theremigroup.com","Equipment Maintenance Management Program","N","N","N","http://mmp.delaware.gov/Contracts/Details/1384","2023-04-30T00:00:00.000","6325 Ardrey Kell Road
Charlotte, NC 28277
(35.050773, -80.767231)","Y","1"
"Educational Furniture Solutions Inc","West Point Office Center","P O Box 150","West Point","PA","19486-0150","www.efs-llc.com","Tom Carroll","215-699-6614","215-699-0472","Tom@efs-llc.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000",,"Y","1"
"Electronic Risks Consultants, Inc.","1208 US Highway 22 East","Suite 4","Phillipsburg","NJ","08865","erc-corp.com","Robert Tolomeo","908-823-0960","908-823-1060","rtolomeo@erc-corp.com","Equipment Maintenance Management Program","N","N","N","http://mmp.delaware.gov/Contracts/Details/1384","2023-04-30T00:00:00.000","1208 US Highway 22 East
Phillipsburg, NJ 08865
(40.681728, -75.148026)","Y","1"
"Delaware Elevator, Inc.","2210 Allen Drive",,"Salisbury","MD","21801","www.delawareelevator.com","Terri Sterling","410-749-3489, Ext. 1040","410-749-2116","tsterling@delawareelevator.com","Preventative Maintenance, Elevators and Escalators","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4485","2023-04-30T00:00:00.000","2210 Allen Drive
Salisbury, MD 21801
(38.397924, -75.575362)","Y","1"
"B & F Towing Co","449 Old Airport Road",,"New Castle","DE","19720",,"Henry Fenimore","302-328-4146","302-328-0637","henrybftowing@aol.com","Towing and Flatbed Truck Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4508","2023-04-30T00:00:00.000","449 Old Airport Road
New Castle, DE 19720
(39.700066, -75.613309)","Y","1"
"Craig's Towing - Recovery","736 Grantham ln",,"New Castle","DE","19720",,"Craig Mummert","302-323-4961","302-323-4962","craigstowing.recovery@gmail.com","Towing and Flatbed Truck Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4508","2023-04-30T00:00:00.000","736 Grantham ln
New Castle, DE 19720
(39.649236, -75.600858)","Y","1"
"Betts Texaco and B&G Auto Glass Co. Inc  DBA Betts Garage","2806 Pulaski Highway",,"Newark","DE","19702","www.bettsgarage.com","David Betts Jr","302-834-2284","302-834-0777","dave@bgautoglass.com","Towing and Flatbed Truck Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4508","2023-04-30T00:00:00.000","2806 Pulaski Highway
Newark, DE 19702
(39.604258, -75.766444)","Y","1"
"Hound Dog Recovery LLC","2151 South DuPont Boulevard","P.O. Box 28","Smyrna","DE","19977","www.hounddogrecovery.com","Crystal Grelock","302-836-3806","302 836 8305","crystal-hounddog@comcast.net","Towing and Flatbed Truck Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4508","2023-04-30T00:00:00.000","2151 South DuPont Boulevard
Smyrna, DE 19977
(39.273595, -75.590244)","Y","1"
"Environmental Emission Solutions of Delmarva","610 Connor Blvd",,"Bear","DE","19701",,"Michael DeFino","302 834 1200","302 834 4077","mdefino@foxrunauto.com","Towing and Flatbed Truck Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4508","2023-04-30T00:00:00.000","610 Connor Blvd
Bear, DE 19701
(39.609358, -75.705332)","Y","1"
"Roy?s Electrical Service, Inc.","543 Main Street","P.O. Box 178","Cheswold","DE","19936",,"James R Roy, Jr","302-674-3199","302-674-3062","jrroyjr4315@gmail.com","Generator Maintenance and Repair","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4516","2023-04-30T00:00:00.000","543 Main Street
Cheswold, DE 19936
(39.221613, -75.580986)","Y","1"
"Sauder Manufacturing Co","930 W. Barre Rd. (Corporate Office)","PO Box 230","Archbold","OH","43502","saudereducation.com            butlerhumanservices.com","Rachel Short, Sales Administrator","877-283-3763 (4179)","419-446-4945","rshort@saudermfg.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","930 W. Barre Rd. (Corporate Office)
Archbold, OH 43502
(41.51427, -84.29145)","Y","1"
"Jasper Seating Company Inc DBA Jasper Group, JSI, Klem, and Jasper Desk","225 Clay Street",,"Jasper","IN","47546","www.jsifurniture.com","Kathy Vonderheide","800-457-4511","812-771-4615","kvonderheide@jaspergroup.us.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","225 Clay Street
Jasper, IN 47546
(38.388842, -86.932737)","Y","1"
"New England Woodcraft Inc","481 North Street","PO Box 165","Forest Dale","VT","05745",,"Lindsay Johnson","802-247-8211 (240)","802-247-8042","LJohnson@newwoodcraft.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","481 North Street
Forest Dale, VT 05745
(43.833691, -73.055454)","Y","1"
"American Design Associates Inc","900 Harford Road",,"Baltimore","MD","21234",,"Jim Jones","410-823-5500 (213)","410-823-5508","jimjones@americandesignonline.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000",,"Y","1"
"RT London","1642 Broadway Avenue NW",,"Grand Rapids","MI","49504","www.rtlondon.com","Reggie Van Prooyen","616-364-4800 (4624)","616-364-1131","rvanprooyen@rtlondon.com","Furniture","N","N","N","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","1642 Broadway Avenue NW
Grand Rapids, MI 49504
(42.993455, -85.679843)","Y","1"
"Staples Contract & Commercial LLC","6095 Marshalee Drive","Suite 100","Elkridge","MD","21075","https://go.staples.com/StateofDEFurniture.html","stateofdelawarefurniture@staples.com","000-000-0000",,"stateofdelawarefurniture@staples.com","Furniture","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5116","2023-04-30T00:00:00.000","6095 Marshalee Drive
Elkridge, MD 21075
(39.205287, -76.774915)","Y","1"
"Delwood Trailer Sales Inc","10033 Canterbury Road",,"Felton","DE","19943",,"Ron Lloyd","302-284-4480",,"delwoodtrailersales@hotmail.com","Trailers and Tankers with Related Equipment, Accessories and Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5088","2023-04-30T00:00:00.000","10033 Canterbury Road
Felton, DE 19943
(39.044281, -75.556704)","Y","1"
"Certified Sainless Service Inc DBA West-Mark","2704 Railroad Avenue",,"CERES","CA","95307","WWW.WEST-MARK.COM","Curtis Homan","941-248-3783","209-537-1753","choman@west-mark.com","Trailers and Tankers with Related Equipment, Accessories and Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5088","2023-04-30T00:00:00.000","2704 Railroad Avenue
CERES, CA 95307
(37.593085, -120.9596)","Y","1"
"Pete Store ? Delaware LLC","9075 Dolby Drive",,"Seaford","DE","19973","thepetestore.com","Shawn Brady","302-536-5700 (1417)",,"sbrady@thepetestore.com","Trailers and Tankers with Related Equipment, Accessories and Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5088","2023-04-30T00:00:00.000","9075 Dolby Drive
Seaford, DE 19973
(38.68326, -75.592685)","Y","1"
"Traffic Lines Inc","5100 Asbury Road",,"Farmingdale","NJ","07727",,"No Primary Contact Listed","000-000-0000",,,"SHORT LINE PAVEMENT MARKINGS STATEWIDE","N","N","N","http://mmp.delaware.gov/Contracts/Details/5054","2023-04-30T00:00:00.000","5100 Asbury Road
Farmingdale, NJ 07727
(40.219116, -74.133445)","Y","1"
"Cenveo Worldwide Limited","220 Continental Drive, Suite 208",,"Newark","DE","19713",,"Elaine Bragg","443-926-6556",,"elaine.bragg@cenveo.com","Envelopes","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5050","2023-04-30T00:00:00.000","220 Continental Drive, Suite 208
Newark, DE 19713
(39.687193, -75.659782)","Y","1"
"Fleet Vehicle Source Inc DBA US Fleet Source","6718 West Sunset Road Suite 130",,"Las Vegas","NV","89118",,"Lisa Molino","626-344-4285","626-416-3064","sales@usfleetsource.com","Light Duty Passenger Vehicles - Model Year 2023 or Later","N","N","N","http://mmp.delaware.gov/Contracts/Details/5561","2023-04-30T00:00:00.000",,"Y","1"
"Seven Isles Capital Contracting LLC DBA DeAngelo Contracting Services LLC","100 North Conahan Drive",,"Hazelton","PA","18201","www.deangelocontractingservices.com","Steve Sinclair","570-580-9100",,"steve.sinclair@lawnspecialties.com","Spotted Lanternfly Mitigation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5074","2023-05-03T00:00:00.000","100 North Conahan Drive
Hazelton, PA 18201
(40.937197, -75.981074)","Y","1"
"Mumford & Miller Concrete Inc","1005 Industrial Drive",,"Middletown","DE","19709",,"No Primary Contact Listed","000-000-0000",,,"WARM MIX PATCHING, NORTH & CANAL, OPEN END, FY21-23","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5043","2023-05-03T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Collinson, Inc.","1773 Pottstown Pike",,"Glenmoore","PA","19343",,"Robert L. Miller","610-469-9677","610-469-9470","kshaak@collinsoninc.com","GUARDRAIL REPAIR, CANAL DISTRICT, OPEN END, FY20-FY22","N","N","N","http://mmp.delaware.gov/Contracts/Details/3800","2023-05-05T00:00:00.000","1773 Pottstown Pike
Glenmoore, PA 19343
(40.144583, -75.686216)","Y","1"
"Safe Boats International, LLC","8800 Barney White Rd.",,"Bremerton","WA","98312-4921","www.safeboats.com","Scott Clanton","360-674-7161",,"sclanton@safeboats.com","Rescue Vessel","N","N","N","http://mmp.delaware.gov/Contracts/Details/4793","2023-05-06T00:00:00.000","8800 Barney White Rd.
Bremerton, WA 98312-4921
(47.5021, -122.767393)","Y","1"
"Merit Construction Engineers","5700 Kirkwood Hwy Suite 201",,"Wilmington","DE","19808",,"Vincent Dills","302-992-9810",,"vinced@mce85.com","Absalom Jones Community Center ? Drainage Improvements","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5597","2023-05-07T00:00:00.000","5700 Kirkwood Hwy Suite 201
Wilmington, DE 19808
(39.714429, -75.674721)","Y","1"
"Bluestone Communications, Inc.","780C Primos Avenue",,"Folcroft","PA","19032","http://www.bluestonecomm.com/index.php","Dave Harman","000-000-0000","610-237-8801","r.gibbons@bluestonecomm.com","ITMS FIBER NETWORK, Construction, Installation, and Maintenance Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4089","2023-05-07T00:00:00.000","780C Primos Avenue
Folcroft, PA 19032
(39.894022, -75.275526)","Y","1"
"Modern Controls Inc","7 Bellecor Drive",,"New Castle","DE","19720","www.moderncontrols.com","Kevin Birney","302-325-6808","302-325-6808","ACCTREC@MODERNCONTROLS.COM","Strobic Fan Replacement at The Science Center","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5692","2023-05-08T00:00:00.000","7 Bellecor Drive
New Castle, DE 19720
(39.693893, -75.59554)","Y","1"
"Diamond Materials LLC","242 North James Street Suite 102",,"Newport","DE","19804",,"Joshua Crane","302-658-6524","302-658-0684","diamondmatl@earthlink.net","PAVEMENT & REHABILITATION, KENT I,  (US13 - Harrington To Woodside) 2021","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5555","2023-05-11T00:00:00.000","242 North James Street Suite 102
Newport, DE 19804
(39.717991, -75.611296)","Y","1"
"Volvo Construction Equipment North America LLC","312 Volvo Way",,"Shippensburg","PA","17257",,"Kathy Tedone","828-337-3722",,"kathy.tedone@volvo.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","312 Volvo Way
Shippensburg, PA 17257
(40.046607, -77.545643)","Y","1"
"John Deere Construction Retail Sales DBA John Deere Shared Services, Inc","1300 River Drive",,"Moline","IN","61265",,"Brooke Forsberg","309-207-0431",,"ForsbergBrookeL@JohnDeere.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","1300 River Drive
Moline, IN 61265
(41.507712, -90.518836)","Y","1"
"Hoffman International Inc DBA Hoffman Equipment","300 S Randolphville Road",,"Piscataway","NJ","08854",,"Eric Seikel","732-752-3600",,"eric.seikel@hoffmanequip.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","300 S Randolphville Road
Piscataway, NJ 08854
(40.558033, -74.463315)","Y","1"
"Clark Equipment Company DBA Bobcat Company","250 E Beaton Drive",,"West Fargo","ND","58078",,"Randy Fuss","701-241-8746",,"randy.fuss@doosan.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","250 E Beaton Drive
West Fargo, ND 58078
(46.84793, -96.896993)","Y","1"
"McClung Logan Equipment Co","17941 Sussex Highway",,"Bridgeville","DE","19933",,"Dave Beehner","540-520-8484",,"dbeehner@mclung-logan.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","17941 Sussex Highway
Bridgeville, DE 19933
(38.742467, -75.592408)","Y","1"
"Hoober, Inc.   - Middletown","1130 Middletown Warwick Rd.","P. O.  Box 107","Middletown","DE","19709","www.hoober.com","Mark Reichlin, Sales - Middletown","302-353-6163","302-378-0634","reichlin@hoober.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","1130 Middletown Warwick Rd.
Middletown, DE 19709
(39.426614, -75.761294)","Y","1"
"Atlantic Tractor, LLC (Clayton)","301 East Street",,"Clayton","DE","19938","http://www.atlantictractor.net/","Robert Lowery","302-653-8536","410-648-2592","rlowery@atjd.net","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","301 East Street
Clayton, DE 19938
(39.292223, -75.634407)","Y","1"
"Bobcat of New Castle, LLC","325 Quigley Blvd",,"New Castle","DE","19720","www.bobcatnc.com","Dale Hurd","302-319-5450","302-317-3900","dhurd@bobcatnc.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","325 Quigley Blvd
New Castle, DE 19720
(39.663011, -75.60566)","Y","1"
"Deere & Company","2000 John Deere Run",,"Cary","NC","27513","www.deere.com","Andrew Roman","800-358-5010 ext 2285","309-749-2313","govcontractsupport@johndeere.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","2000 John Deere Run
Cary, NC 27513
(35.822321, -78.800848)","Y","1"
"Eagle Power And Equipment","2211 Dupont Hwy.",,"New Castle","NC","19720","WWW.Eaglepowerandequipment.com","Matthew McDonald","215-699-5871","215-699-6416",,"Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","2211 Dupont Hwy.
New Castle, NC 19720
(39.702251, -75.570982)","Y","1"
"Elliott & Frantz, Inc.","38420 Sussex Hwy",,"Delmar","DE","19940","www.gradall.com","Rich Wolfolk","302-846-3033","302-846-0763","rwelliottfrantz@yahoo.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","38420 Sussex Hwy
Delmar, DE 19940
(38.463766, -75.558206)","Y","1"
"Gradall Industries, Inc","406 Mill Ave SW",,"New Philadelphia","OH","44663","www.gradall.com","Michael Popovich","330-339-2211",,"mjpopovich@gradall.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","406 Mill Ave SW
New Philadelphia, OH 44663
(40.48658, -81.454017)","Y","1"
"JESCO, Inc. (Delmar)","9060 Ocean Highway",,"Delmar","MD","21875","www.jesco.us","Danny Stern","410-687-1700-5010",,"danny.stern@jesco.us","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","9060 Ocean Highway
Delmar, MD 21875
(38.441698, -75.561571)","Y","1"
"JESCO, Inc. (Middletown)","1001 Industrial Drive",,"Middletown","DE","19709","www.jesco.us","Danny Stern","410-687-1700-5010",,"danny.stern@jesco.us","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","1001 Industrial Drive
Middletown, DE 19709
(39.438741, -75.720512)","Y","1"
"CNH Industrial America LLC","621 State Street",,"Racine","WI","53402-5133","www.cnh.com","Tony Simpson","262-636-6576",,"tony.simpson@casece.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","N","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","621 State Street
Racine, WI 53402-5133
(42.731574, -87.787299)","Y","1"
"AG Industrial","36 Victory Chapel Road",,"Dover","DE","19904",,"Don Jackson","302-724-5772",,"djackson@agindustrial.com","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","36 Victory Chapel Road
Dover, DE 19904
(39.15619, -75.631173)","Y","1"
"Atlantic Tractor, LLC (Newark)","2688 Pulaski Highway",,"Newark","DE","19702","http://www.atlantictractor.net/","Robert Lowery","302-653-8536","410-648-2592","rlowery@atjd.net","Equipment ? Heavy Duty, Medium Duty, Agriculture and General Construction","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4166","2023-05-13T00:00:00.000","2688 Pulaski Highway
Newark, DE 19702
(39.603519, -75.756257)","Y","1"
"Transteck Inc DBA Freightliner of Delmarva","9367 Ocean Highway",,"Delmar","MD","21975",,"Beth Brittingham","410-310-9169","410-749-9440","bbrittingham@transteck.com","Heavy Duty Trucks, Parts and Service","N","N","N","http://mmp.delaware.gov/Contracts/Details/5559","2023-05-14T00:00:00.000","9367 Ocean Highway
Delmar, MD 21975
(38.45058, -75.559114)","Y","1"
"Preferred Electric Inc","505 Churchmans Road",,"New Castle","DE","19720","www.prefereedinc.net","John P. Sparco","302-322-9568","302-322-5378","jpsparco@preferredinc.net","New Sussex County Family Court Building ? Bid Pack ?0? Rebid","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5610","2023-05-14T00:00:00.000","505 Churchmans Road
New Castle, DE 19720
(39.669141, -75.613329)","Y","1"
"Garden State Highway Products Inc","301 Riverside Drive",,"Millville","NJ","08332",,"Sharon L Green","856-692-7572","856-692-7344","sales@gshpinc.com","Galvanized Telescoping Steel Sign Post","N","N","N","http://mmp.delaware.gov/Contracts/Details/5566","2023-05-16T00:00:00.000","301 Riverside Drive
Millville, NJ 08332
(39.391098, -75.04451)","Y","1"
"Harmony Construction Inc","305 West Newport Pike",,"Wilmington","DE","19804",,"William Saienni III","302-633-5600",,,"OPEN END, COMMUNITY TRANSPORTATION FUND, NORTH I, 2022","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5532","2023-05-16T00:00:00.000","305 West Newport Pike
Wilmington, DE 19804
(39.713868, -75.612753)","Y","1"
"County Environmental Company","461 New Churchmans Road",,"New Castle","DE","19720",,"Warren Flowers","800-326-8946",,"wflowers@countygrp.com","2022 Asbestos Abatement at the Richards Shields Elementary School","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5540","2023-05-16T00:00:00.000","461 New Churchmans Road
New Castle, DE 19720
(39.669466, -75.613866)","Y","1"
"Mumford & Miller Concrete Inc","1005 Industrial Drive",,"Middletown","DE","19709",,,,,,"MUNCHY BRANCH ROAD MULTI-USE TRAIL","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5530","2023-05-16T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Richard E Pierson Construction Company Inc","PO Box 430",,"Woodstown","NJ","08098",,"Cherri Sickler","856-769-8244",,"info@repierson.com","Hessler Property Site OU-3 Remediation Culvert Installation","N","N","N","http://mmp.delaware.gov/Contracts/Details/5569","2023-05-17T00:00:00.000",,"Y","1"
"Quality Exteriors Inc","60 Hopkins Cemetery Road",,"Harrington","DE","19952",,"M. Jason Stallings","302-398-9283",,"jason@qexteriorsinc.com","Milford High School HVAC & Miscellaneous Renovations","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5614","2023-05-18T00:00:00.000","60 Hopkins Cemetery Road
Harrington, DE 19952
(38.953162, -75.56614)","Y","1"
"Flo mechanical LLC","507 Baxter Court",,"Hockessin","DE","19707",,"Larry Shub","302-239-7299",,"larrys@flomechanical.com","Milford High School HVAC & Miscellaneous Renovations","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5614","2023-05-18T00:00:00.000","507 Baxter Court
Hockessin, DE 19707
(39.77318, -75.702889)","Y","1"
"Brandywine Contractors, Inc.","34 Industrial Boulevard",,"New Castle","DE","19720","https://www.bci-online.com","Bill Michelinie","302-325-2700","302-325-2733","bmichelinie@bci-online.com","Milford High School HVAC & Miscellaneous Renovations","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5614","2023-05-18T00:00:00.000","34 Industrial Boulevard
New Castle, DE 19720
(39.692649, -75.569792)","Y","1"
"Nickle Electrical Companies","14 Mill Park Court",,"Newark","DE","19713",,"James Vanderslice","302-856-1006",,"jvanderslice@nickle.email","Milford High School HVAC & Miscellaneous Renovations","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5614","2023-05-18T00:00:00.000","14 Mill Park Court
Newark, DE 19713
(39.6857, -75.698994)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Chuck Dobbs","302-738-7551",,"chuck.dobbs@tetratech.com","Leonard L. Williams Justice Center - Multi-Year Elevator Modernization","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5104","2023-05-22T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,"Richard A. Crouse","302-292-1166",,,"PAVEMENT AND REHABILITATION   PEDESTRIAN CONNECTION IMPROVEMENTS, NORTH I, 2022","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5539","2023-05-23T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"Conduent State & Local Solutions Inc","12410 Milestone Center Drive",,"Germantown","MD","20876",,"Reese Blahuta","971-221-2690",,"Reese.Blahuta@conduent.com","Electronic Red Light Safety Enforcement System","N","N","N","http://mmp.delaware.gov/Contracts/Details/2722","2023-05-29T00:00:00.000","12410 Milestone Center Drive
Germantown, MD 20876
(39.201502, -77.262935)","Y","1"
"Greggo & Ferrara Inc","4048 New Castle Avenue",,"New Castle","DE","19720",,,,,,"PAVEMENT AND REHABILITATION, NORTH XX, 2016","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5518","2023-05-30T00:00:00.000","4048 New Castle Avenue
New Castle, DE 19720
(39.714077, -75.54747)","Y","1"
"Greggo & Ferrara Inc","4048 New Castle Avenue",,"New Castle","DE","19720",,,,,,"PAVEMENT AND REHABILITATION, NORTH XII, 2016","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5519","2023-05-30T00:00:00.000","4048 New Castle Avenue
New Castle, DE 19720
(39.714077, -75.54747)","Y","1"
"Carey's Diesel Inc","168 Denny Street",,"Leipsic","DE","19901",,"John J Carey","302-678-3797",,"office@careysdiesel.com","Engine Replacement for R/V First State","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5551","2023-05-31T00:00:00.000","168 Denny Street
Leipsic, DE 19901
(39.238162, -75.515018)","Y","1"
