"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"4197","GARFIELD PARKWAY - T20123008","DELAWARE DEPT OF TRANSPORTATION","GARFIELD PARKWAY","2013-02-25T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.538333","-75.056111","2.90","Sussex","(38.538333, -75.056111)"
"1009","Royal Farms Store #125","Two Farms Inc, T/A Royal Farms","Intersection of southbound US 13 and SC Road 20","2003-12-19T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.612778","-75.205000","2.40","Sussex","(38.612778, -75.205)"
"3107","Naamans Road Happy Harry's","JIP Ventures, Inc","North side of intersection of Naamas and Darley Roads","2009-02-05T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.762500","-75.529167","1.90","New Castle","(39.7625, -75.529167)"
"6725","Peterman Wetland Project","Delaware Department of Natural Resources and Environmental Control","4873 Mills Road","2022-05-11T08:07:00.000","State","Sussex Conservation District","Active","38.922079","-75.340335","2.18","Sussex","(38.922079, -75.340335)"
"6036","Incyte Campus Expansion","Incyte Corporation","1703 Augustine Cut Off","2019-07-24T11:37:00.000","Comm/Residential","New Castle County Department of Land Use","Closed","39.762013","-75.554495","5.00","New Castle","(39.762013, -75.554495)"
"4625","Limestone Medical Center","Limestone Medical Properties, LLC","1941 Limestone Road","2014-06-16T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.719833","-75.653046","1.37","New Castle","(39.719833, -75.653046)"
"0504","Wawa Food Market - Milford","Wawa Inc","Northeast of Intersection of North 10th St. and Rt. 113","2002-12-09T00:00:00.000","Commercial","Kent Conservation District","Closed","38.925000","-75.433333","3.30","Kent","(38.925, -75.433333)"
"0029","New Castle County Newark Free Library","New Castle County Public Works",,"2001-09-26T00:00:00.000","County","City Of Newark","Closed","39.679722","-75.736111","3.20","New Castle","(39.679722, -75.736111)"
"2669","Lewes City Hall","City of Lewes","114 East Main Street","2007-11-21T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.773333","-75.138056","1.20","Sussex","(38.773333, -75.138056)"
"5655","MARSHYHOPE TAX DITCH MAINTENANCE DIPOUT","MARSHYHOPE TAX DITCH","MAIN CHANNEL BTWN STA. 269+90 & 359+88 AND ANDREWS","2018-01-09T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.851223","-75.670271","71.60","Kent","(38.851223, -75.670271)"
"4061","DEERFIELD MEADOWS","DEERFIELD MEADOWS, LLC.","WEST SIDE RT 20 SE W/SCR 483","2012-09-11T00:00:00.000","Residential","Sussex Conservation District","Active","38.633056","-75.549167","30.50",,"(38.633056, -75.549167)"
"4678","BANK OF AMERICA AT CHRISTIANA CENTER","BRACEBRIDGE CORPORATION C/O BANK OF AMERICA","CHESTNUT HILL ROAD DE RT 4 @SAMOSET DRIVE","2014-07-24T00:00:00.000","Commercial","New Castle County Department of Land Use","Active","39.685556","-75.682500","3.90",,"(39.685556, -75.6825)"
"5581","Alam Farm, LLC","Alam Farm, LLC","off Whitney Swamp Road","2017-10-06T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.759167","-75.702222","8.70",,"(38.759167, -75.702222)"
"1816","Delaware Solid Waste Authority-Mercantile Building","Delaware Solid Waste Authority","Pigeon Point","2005-11-15T00:00:00.000","Industrial","DE DNREC - Watershed Stewardship","Closed","39.705556","-75.529444","2.10","New Castle","(39.705556, -75.529444)"
"1152","The Retreat at Hazzards Hill","Hazzard Development Company","County Road 634","2004-05-06T00:00:00.000","Residential","Sussex Conservation District","Closed","38.897500","-1.212500","12.30","Sussex","(38.8975, -1.2125)"
"3916","1130 CAPITOL TRAIL","PANZA SCOTTO PASTABILITIES","1130 CAPITOL TRAIL","2012-02-07T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.696175","-75.712228","0.10","New Castle","(39.696175, -75.712228)"
"0572","The Tides","Ocean Atlantic Associates, V, LLC","Del. Route No. 1 Service Road","2003-02-10T00:00:00.000","Residential","Sussex Conservation District","Closed","38.712778","-75.101389","7.30","Sussex","(38.712778, -75.101389)"
"2779","Hawkeye Regional Force Main","LT Associates LLC c/o George Mile & Buhr LLC","Between Gills Neck Rd and Wolfe Neck treatment Plant","2008-03-10T00:00:00.000","County","Sussex Conservation District","Closed","38.741667","-75.115833","4.30","Sussex","(38.741667, -75.115833)"
"5380","BR 1-254 OVER COOL RUN T201307102","DELAWARE DEPARTMENT OF TRANSPORTATION","OLD NEWARK ROAD","2017-01-05T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.674444","-75.720278","1.70","New Castle","(39.674444, -75.720278)"
"3908","RIVERBEND SUBDIVISION","RIVERBEND COMMUNTIES LLC","RIVER ROAD","2012-02-02T00:00:00.000","Residential","DE DNREC - Watershed Stewardship","Closed","39.657222","-75.587778","38.43","New Castle","(39.657222, -75.587778)"
"3515","1400 N. Church Street","Bethel Temple Community Development Corp","1400 N. Church Street","2010-08-18T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","39.746194","-75.536167","2.40","New Castle","(39.746194, -75.536167)"
"3848","SR 92 NAAMANS ROAD AT I -95","Delaware Department of Transportation","NAAMANS ROAD","2011-11-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.815833","-75.451944","0.80","New Castle","(39.815833, -75.451944)"
"5235","HAWTHORNE PHASE III","ROB THE RANGER, LLC.","GEORGETOWN","2016-07-14T00:00:00.000","Residential","Sussex Conservation District","Active","38.718850","-75.311902","66.00",,"(38.71885, -75.311902)"
"2283","The Villas at Harmon Bay","Coral Cay at Harmon Reach LLC","W/SCR 273 4693 I SW Route 1","2006-12-20T00:00:00.000","Residential","Sussex Conservation District","Closed","38.702500","-75.113889","8.10","Sussex","(38.7025, -75.113889)"
"3064","Lisa Phillips, Trustee","Phillips, Lisa","West side of County Road 497","2008-12-31T00:00:00.000","Other","Sussex Conservation District","Closed","38.550000","-75.628333","6.87","Sussex","(38.55, -75.628333)"
"4787","BAY COLONY DEVELOPMENT MISC. LOTS","BAY COLONY LIMITED PARTNERSHIP","COLONY DRIVE","2015-01-22T00:00:00.000","Residential","Sussex Conservation District","Closed","38.523491","-75.065941","10.30","Sussex","(38.523491, -75.065941)"
"4286","HUTCHINSON RESIDENCE","TAMARA JO HUTCHINSON","THOMPSONS BRIDGE ROAD","2013-05-29T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.815556","-75.573333","1.60","New Castle","(39.815556, -75.573333)"
"1688","Red Lion Chase Phase 2","Toll Brothers, Inc.","2159 McCoy Road","2005-07-26T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.568056","-75.670278","136.00","New Castle","(39.568056, -75.670278)"
"2058","Snowland","JNK LLC","Fast Landing Road-East of Denneys Road","2006-06-23T00:00:00.000","Residential","Kent Conservation District","Closed","39.241667","-75.533333","9.50",,"(39.241667, -75.533333)"
"0787","Brandywine Hunt - Bioretention Facility 1","Toll DE","Naamans Road & Brandywine Parkway","2003-07-29T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.825000","-75.525000","74.00","New Castle","(39.825, -75.525)"
"1619","Delaware Electric Cooperative Greenwood","Delaware Electric Cooperative, Inc","County Road 42 at RR Crossing (n/s)","2005-06-07T00:00:00.000","Other","Kent Conservation District","Active","39.250000","-75.500000","2.30",,"(39.25, -75.5)"
"4235","AMICK FARMS - DELMAR MILL GRAIN BINS","AMICK FARMS, LLC","10281 AMICK DRIVE","2013-04-10T00:00:00.000","Industrial","DE DNREC - Watershed Stewardship","Active","38.478058","-75.574600","1.25",,"(38.478058, -75.5746)"
"4217","SUNNYSIDE ELEMENTARY SCHOOL BUS PARKING","SMYRNA SCHOOL DISTRICT","SUNNYSIDE ELEMENTARY SCHOOL","2013-03-20T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","39.273056","-75.601667","1.70","Kent","(39.273056, -75.601667)"
"4840","721 Terminal Avenue","273 Properties, LLC","721 Terminal Ave.","2015-04-23T00:00:00.000","Other","Wilmington (City of) Licensing & Inspections","Closed","39.716780","-75.534050","2.30","New Castle","(39.71678, -75.53405)"
"0520","Dover Rent All Inc.","Dover Rent All","724 South West Street","2002-12-17T00:00:00.000","Commercial","Kent Conservation District","Closed","39.150000","-75.529722","2.40","Kent","(39.15, -75.529722)"
"4041","GREENTREE SHOPPING CENTER","JBA GREENTREE PROPERTIES LLC","FORREST AVENUE","2012-08-10T00:00:00.000","Commercial","Kent Conservation District","Closed","39.160000","-75.553333","1.60","Kent","(39.16, -75.553333)"
"5103","MINOR SUBDIVISION PLAN WYATT/KEEBLER","WYATT, MICHAEL","736 CHURCHTOWN ROAD","2016-03-10T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.509000","-75.724400","2.00",,"(39.509, -75.7244)"
"0323","Bethany Meadows/Phase 6 - Bethany Breeze","Bethany Beach Development Company","Intersection Rt 361 and 368","2002-06-20T00:00:00.000","Residential","Sussex Conservation District","Closed","38.516667","-75.066667","7.39","Sussex","(38.516667, -75.066667)"
"0630","Palencar, Inc.","Whayland Company","Industrial Blvd/Park Avenue","2003-03-25T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.693889","-75.629167","3.20","Sussex","(38.693889, -75.629167)"
"6006","Westown Lot 1, Phase 2","West Side Retail, LLC","1002 Bunker Hill Road, Middletown DE 19709","2019-06-12T14:15:00.000","Commercial","Middletown (Town Of)","Active","39.449779","-75.731203","5.96","New Castle","(39.449779, -75.731203)"
"2248","Bishop's Landing","Dove Barrington Development LLC","Road 353 between intersection of Burbage Rd with Windmill Rd 352 and Rd 366","2006-11-20T00:00:00.000","Residential","Sussex Conservation District","Closed","38.537333","-75.121783","116.58","Sussex","(38.537333, -75.121783)"
"5321","MT. ZION TAX DITCH MAINTENANCE DIPOUT","MT. ZION TAX DITCH","PRONG 6 AND MAIN BTWN STATIONS 173+35 TO 206+43","2016-10-19T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.596600","-75.591600","15.70","Sussex","(38.5966, -75.5916)"
"6414","Sycamore Chase (Beazer)","DRP DE 1, LLC","35000 Bayard Road","2021-03-22T11:46:00.000","Residential","Sussex Conservation District","Active","38.506601","-75.130915","51.00","Sussex","(38.506601, -75.130915)"
"2187","BR 2-50B on SR 8 over Tappahanna Ditch","Delaware Department of Transportation","SR 8 over Tappahanna Ditch","2006-09-19T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.123333","-75.715833","0.70","Kent","(39.123333, -75.715833)"
"1112","Georgetown DMV","Delaware Department of Motor Vehicles","Dupont Parkway and South Bedford Street","2004-04-02T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.666667","-75.375000","19.50","Sussex","(38.666667, -75.375)"
"1246","Warrington Creek","M/I Homes","Old Landing Road (e/s)","2004-07-15T00:00:00.000","Residential","Sussex Conservation District","Active","38.700000","-75.133056","100.40",,"(38.7, -75.133056)"
"0103","Delaware Park","Delaware Park","Routes 4 & 7","2001-12-05T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.708333","-75.662500","22.10","New Castle","(39.708333, -75.6625)"
"1360","Sandy Brae Industrial Park, Lot 1",,"101 Sandy Drive","2004-10-25T00:00:00.000","Commercial","City Of Newark","Closed","39.653056","-75.780000","1.20",,"(39.653056, -75.78)"
"1916","Lands of Charles and Sandra Steele","Lotus Realty","Intersection of Coastal Highway and Brian Drive","2006-02-23T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.732222","-75.135278","2.20","Sussex","(38.732222, -75.135278)"
"3987","MILLVILLE ORGANIC CENTER","MILLVILLE ORGANIC CENTER","WEST SIDE OF WHITES NECK ROAD","2012-05-30T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.556925","-75.127966","13.48","Sussex","(38.556925, -75.127966)"
"5944","Quail Run Estates Subdivision","BSP Properties-II, LLC","Huff Road(SCR 252)","2019-02-22T07:41:00.000","Residential","Sussex Conservation District","Active","38.737394","-75.345594","10.00","Sussex","(38.737394, -75.345594)"
"2158","Sussex County Federal Credit Union B","Sussex County federal Credit Union","216 Washington Street, Millsboro","2006-09-18T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.590278","-75.295833","1.20","Sussex","(38.590278, -75.295833)"
"1012","Addition to Cedar Village Mobile Home Park","Delcampo Jr, Nicholas P","West of Sussex County Road 224, 750 ft south of Sussex County Road 214","2003-12-31T00:00:00.000","Residential","Sussex Conservation District","Closed","38.861667","-75.404167","23.00","Sussex","(38.861667, -75.404167)"
"6590","Schooner Landing - Revised","Lennar","Polly Brach Road","2021-12-07T09:19:00.000","Residential","Sussex Conservation District","Active","38.462501","-75.201064","58.10","Sussex","(38.462501, -75.201064)"
"2384","Abadon Estates","Shanehsaz, Pamela","At the intersection of Nault Road and Yoder Road","2007-03-19T00:00:00.000","County","Kent Conservation District","Closed","39.138933","-75.624308","11.60","Kent","(39.138933, -75.624308)"
"2819","Windsor Farms North","ABC Woodlands LLC c/o Bonney Bastholm","Wilson Hill Road North of Rte 404","2008-04-10T00:00:00.000","Residential","Sussex Conservation District","Active","38.714167","-75.489444","20.00",,"(38.714167, -75.489444)"
"5954","Hatteras","Canterbury Land Development","Clapham Road & Sophers Row","2019-03-15T08:11:00.000","Residential","Kent Conservation District","Active","39.058189","-75.469683","93.32","Kent","(39.058189, -75.469683)"
"5821","RETREAT OF MILLSTONE","CAPSON MILLSBORO LLC","N SIDE OF LAUREL ROAD WEST DUPONT BLVD","2018-09-07T00:00:00.000","Residential","Sussex Conservation District","Active","38.586500","-75.306500","12.10",,"(38.5865, -75.3065)"
"2278","Kent County Courthouse Addition","State of Delaware OMB/DFM","38 The Green & 414 Federal Street","2006-11-27T00:00:00.000","State","Kent Conservation District","Closed","39.166389","-75.522500","5.80","Kent","(39.166389, -75.5225)"
"6646","Fisher Road Water and Forcemain Extension","Artesian Water Company, Inc.","Fisher Road","2022-02-14T08:57:00.000","Utility","Sussex Conservation District","Active","38.728576","-75.257519","1.90","Sussex","(38.728576, -75.257519)"
"2496","Cochran, III Resubdivision Plan Lots 3 & 4","Merestone Consultants, Inc","401 South Dupont Highway","2007-06-11T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.647761","-75.622836","0.72","New Castle","(39.647761, -75.622836)"
"5884","DEEP HOLE BRANCH TAX DITCH MAINTENANCE DIPOUT","DEEP HOLE BRANCH TAX DITCH","EAST OF OMAR ROAD & NORTH OF PYLE CENTER ROAD","2018-11-13T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.524608","-75.193711","6.07",,"(38.524608, -75.193711)"
"5480","DEEP HOLE TAX DITCH MAINTENANCE DIPOUT","DEEP HOLE TAX DITCH","PRONG 2","2017-05-04T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.544878","-75.110304","2.05","Sussex","(38.544878, -75.110304)"
"1682","Chaselynd Hills","Lloyd Arnold One (2003) LLC","Sophers Row","2005-07-18T00:00:00.000","County","Kent Conservation District","Active","39.110278","-75.789444","176.70",,"(39.110278, -75.789444)"
"3666","Milton & Hattie Kutz Home, Inc.","Jewish Federation of Delaware, Inc","Easterly side of River Road at Marion Avenue","2011-03-10T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.761944","-75.493889","9.30","New Castle","(39.761944, -75.493889)"
"3093","Ridgely Street Warehouses","Ridgely Street, LLC","100 Ridgely Street","2009-01-28T00:00:00.000","Industrial","Kent Conservation District","Closed","39.161500","-75.536300","6.57","Kent","(39.1615, -75.5363)"
"4929","SYESTER POULTRY PLAN","SYESTER, ORVILLE","16701-16707 FITZGERALD ROAD","2015-07-28T00:00:00.000","Other","Sussex Conservation District","Closed","38.869008","-75.455681","5.00","Sussex","(38.869008, -75.455681)"
"4960","LOVE CREEK ELEMENTARY SCHOOL","CAPE HENLOPEN SCHOOL DISTRICT","JOHN J WILLIAMS HWY","2015-09-08T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","38.716700","-75.152600","24.10","Sussex","(38.7167, -75.1526)"
"2583","Rhodunda Subdivision","Rhodunda, Tom","1883 Porter Road, Pencader Hundred","2007-08-15T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.592778","-75.703333","1.20",,"(39.592778, -75.703333)"
"3550","IRON HILL CORP CENTER","BPG OFFICE PARTNERS XIII","INTERSECTION OF DE RT 4 & DE RT 273","2010-10-06T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.679444","-75.691667","3.60","New Castle","(39.679444, -75.691667)"
"0204","Minor Land Development - Henry E. King/Aquaflow","Aquaflow","Northwest side of U.S. Route 40, Adjacent to Brookmont Farms","2002-03-08T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.621944","-75.688694","0.90","New Castle","(39.621944, -75.688694)"
"0070","Oyster Bay Villas I","Bayside Development Group","South Side of SCR 273A","2001-10-31T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.704167","-75.095556","5.20","Sussex","(38.704167, -75.095556)"
"5781","NATURE BASED PLAYGROUND INFRASTRUCTURE PHASE 1","THE TOWN OF LAUREL","LOCATED BETWEEN POPLAR STREET AND CENTRAL AVENUE","2018-07-16T00:00:00.000","Municipal","Sussex Conservation District","Active","38.559444","-75.572222","2.47",,"(38.559444, -75.572222)"
"2854","Red Clover Walk","MBAB Partnership & David Edwards","West side of Robinsonville Road, about 1200 feet west of Beaver Dam Rd.","2008-05-20T00:00:00.000","Residential","Sussex Conservation District","Active","38.739444","-75.169722","11.00",,"(38.739444, -75.169722)"
"4006","MILLVILLE DOLLAR GENERAL","ZAREMBA PROGRAM DEVELOPMENT LLC","SOUTH SIDE RT 26 & INTERSECTION OF WHITESNECK RD AND RT 26","2012-06-20T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.632800","-75.123300","1.38","Sussex","(38.6328, -75.1233)"
"4700","BR 3-926 ON SHARPS ROAD - T201407301","DEPARTMENT OF TRANSPORATION","SHARPS ROAD","2014-09-23T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.074167","-75.573611","0.70","Kent","(39.074167, -75.573611)"
"6070","Cleanbay Sussex I","CLEANBAY BIOFUELS","24778 DU PONT BLVD","2019-09-12T09:03:00.000","Industrial","Sussex Conservation District","Active","38.642040","-75.358890","20.07","Sussex","(38.64204, -75.35889)"
"3371","University of Delaware Wind Turbine Final Site Plan","University of Delaware","West side of the U of D campus, south of Polottown Rd","2010-02-18T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.784167","-75.163611","5.20","Sussex","(38.784167, -75.163611)"
"6796","Bridgeville Branch Wetland Floodplain and RCD Project","Sussex Conservation District","127 N Main Street","2022-08-25T08:56:00.000","State","Sussex Conservation District","Active","38.745953","-75.595450","3.00","Sussex","(38.745953, -75.59545)"
"4280","SATELLITE BUS YARD","CHRISTINA SCHOOL DISTRICT","100 CHAPEL STREET","2013-05-23T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.678889","-75.743611","2.40","New Castle","(39.678889, -75.743611)"
"5349","Nagrianwala Farm, LLC","Ahmed, Hussnain","Hunting Quarter Rd","2016-11-30T00:00:00.000","Ag Structures","Kent Conservation District","Closed","38.917031","-75.540589","25.00",,"(38.917031, -75.540589)"
"6130","Dash-In #488","SMO, Inc.","668 Paper Mill Road","2020-01-21T15:10:00.000","Comm/Residential","New Castle County Department of Land Use","Active","39.715027","-75.740441","1.00","New Castle","(39.715027, -75.740441)"
"1391","Royal Farms Store #123","Two Farms Inc, T/A Royal Farms","Western Corner of intersection of State Rt 24 and County Rd 297","2004-11-19T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.612778","-75.205000","7.40","Sussex","(38.612778, -75.205)"
"6635","T200711201 HSIP SC, SR 24 at Mount Joy Rd to Bay Farm Rd","Delaware Department of Transportation","Mount Joy Rd","2022-02-03T08:48:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Active","38.619926","-75.198332","18.70","Sussex","(38.619926, -75.198332)"
"1404","Seaford Park Professional Center Addition","Milford Street Associates, Inc","Middleford Road (SCR 535)","2004-12-06T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.645833","-75.600000","0.50","Sussex","(38.645833, -75.6)"
"3801","CARMEAN POULTRY AG CONSERVATION PLAN","CARMEAN, CONNIE","34096 GORDY ROAD","2011-09-09T00:00:00.000","Other","Sussex Conservation District","Closed","38.519455","-75.518539","3.00","Sussex","(38.519455, -75.518539)"
"5260","DEBRA RIDDLE EAST POULTRY FARM","RIDDLE, DEBRA","18395 LITTLE HILL ROAD","2016-08-30T00:00:00.000","Ag Structures","DE DNREC - Watershed Stewardship","Closed","38.505454","-75.423970","5.00",,"(38.505454, -75.42397)"
"0146","Bay Cafe","Second Bay Cafe","Route 54 - Fenwick Island","2002-01-15T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.461667","-75.066667","1.30","Sussex","(38.461667, -75.066667)"
"5248","DELAWARE STATE POLICE TROOP 7","STATE OF DELAWARE","MULBERRY KNOLL ROAD","2016-08-09T00:00:00.000","State","Sussex Conservation District","Active","38.720278","-75.155556","9.20",,"(38.720278, -75.155556)"
"2488","Reserve at Chesnut Ridge Section 3","Schiff Land Development LLC","North side of Irish Hill Road","2007-06-04T00:00:00.000","Residential","Kent Conservation District","Active","39.058889","-75.523889","105.20",,"(39.058889, -75.523889)"
"5227","LAKE FOREST CENTRAL ELEMENTARY SCHOOL","LAKE FOREST SCHOOL DISTRICT","NORTH SIDE OF KILLENS POND ROAD","2016-07-08T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.990278","-75.552222","1.30","Kent","(39.990278, -75.552222)"
"5788","BEACHTREE PRESERVE","DOUBLE DB, LP.","NE INTERSECTION AND RT24 AND ROBINSVILLE ROAD","2018-07-31T00:00:00.000","Residential","Sussex Conservation District","Active","38.682800","-75.183100","60.90",,"(38.6828, -75.1831)"
"3795","Sunset Station","Otac, Inc","Northwest corner US 40 (Pulaski Highway) & Scotland Drive","2011-09-08T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.611111","-75.711944","0.90","New Castle","(39.611111, -75.711944)"
"5546","DSWA SOUTHERN SOLID WASTE MANAGEMENT CENTER CELLS 3 & 4 PARTIAL CAPPING PHASE II","DELAWARE SOLID WASTE AUTHORITY","28560 LANDFILL LANE","2017-08-28T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.588752","-75.443661","17.60","Sussex","(38.588752, -75.443661)"
"3366","West Street Napa Store","Grimes Family Ltd Partnership","West Street","2010-02-15T00:00:00.000","Commercial","Kent Conservation District","Closed","39.158889","-75.532500","0.90","Kent","(39.158889, -75.5325)"
"6670","Mifflin Tax Ditch","Mifflin Tax Ditch","Dupont Hwy","2022-03-09T12:55:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Active","38.723323","-75.416827","13.80","Sussex","(38.723323, -75.416827)"
"1965","1906 Brackenville Road","The Revelopment Company","NW Corner Brackenville Road and Old Lancaster Pike","2006-04-29T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.059167","-76.008611","3.90","New Castle","(39.059167, -76.008611)"
"1634","Ferm Industrial Park","Ferm Developed","4020 DuPont Highway","2005-06-16T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.713056","-75.558056","4.10",,"(39.713056, -75.558056)"
"1880","The Seasons","3 SEASONS LLC","COUNTRY CLUB ROAD","2006-01-20T00:00:00.000","Residential","Sussex Conservation District","Closed","38.167500","-75.198611","23.00","Sussex","(38.1675, -75.198611)"
"0312","Methodist Country House - Kennett Woods Addition","Peninsula United Methodist Homes","Kennett Pike","2002-06-14T00:00:00.000","DelDOT","New Castle County Department of Land Use","Closed","39.793056","-75.612500","2.20","New Castle","(39.793056, -75.6125)"
"3600","Angler's Nest","R.J.L. Enterprises, LLC.","E. side Anglers Road, 230' north of Market Street","2010-12-21T00:00:00.000","Commercial","Sussex Conservation District","Active","39.250000","-75.610000","3.50",,"(39.25, -75.61)"
"4066","LAND TANK AREA DRAINAGE IMPROVEMENTS","EI DUPONT DE NEMOURS AND COMPANY EDGE MOOR SITE","DUPONT EDGEMOOR PLANT","2012-09-20T00:00:00.000","Comm/Residential","New Castle County Department of Land Use","Active","39.750707","-75.501705","1.40",,"(39.750707, -75.501705)"
"3753","Army Creek Operating Unt 2 (OU-2) Removal Action","Walnut Hill LLC","Army Creek Marsh","2011-07-11T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","39.651944","-75.594444","19.50","New Castle","(39.651944, -75.594444)"
"5446","AIRPORT ROAD REHABILITATION PROJECT","CITY OF MILFORD","NORTHEAST SECTION OF THE CITY OF MILFORD","2017-03-21T00:00:00.000","Municipal","Kent Conservation District","Closed","38.929722","-75.445278","8.10","Kent","(38.929722, -75.445278)"
"6365","2021 Cat Tail Branch Tax Ditch Dipout","Cat Tail Branch Tax Ditch","Cattail Branch Rd","2021-01-13T11:06:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.846620","-75.688732","45.30","Kent","(38.84662, -75.688732)"
"3692","MEADOW WOOD BEHAVIORAL HEALTH SYSTEM","MEADOW WOOD BEHAVIORAL HEALTH SYSTEM","575 SOUTH DUPONT HWY","2011-04-19T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Active","39.639722","-75.629167","1.70",,"(39.639722, -75.629167)"
"1939","The Finn Fay","Haley, Thomas","130' south of Garfield Ext.","2006-03-14T00:00:00.000","Residential","Sussex Conservation District","Active","38.538800","-75.061960","0.50",,"(38.5388, -75.06196)"
"1453","Bethany Beach Volunteer Fire Company - Addition","Bethany Beach Fire Company","215 Hollywood Street","2005-01-25T00:00:00.000","Other","Sussex Conservation District","Closed","38.550000","-75.050000","0.25","Sussex","(38.55, -75.05)"
"1466","Office Buildings - Lakeview Avenue","Old Town Hall Associates, LLC","Northeast corner of Route 36 and US 113","2005-02-04T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.902500","-75.439722","1.00","Sussex","(38.9025, -75.439722)"
"1025","Blairs Pond Estates, Section III","Red School LLC","Abbotts Pond Road","2004-01-15T00:00:00.000","Residential","Kent Conservation District","Closed","38.892778","-75.490278","114.70",,"(38.892778, -75.490278)"
"2312","306 Old Mill Lane","Board of Education/Brandywine School District","Old Mill Lane and Jayson Rd Intersection","2007-01-10T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.770833","-75.512500","7.70","New Castle","(39.770833, -75.5125)"
"4326","Keogh Contracting Company","Keogh Contracting Company","1320 East Eighth Street","2013-08-02T00:00:00.000","Industrial","Wilmington (City of) Licensing & Inspections","Active","39.738611","-75.531389","1.40",,"(39.738611, -75.531389)"
"1084","Bethany Auto Parts Expansion","Roberts, John","13 Atlantic Avenue","2004-03-15T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.483333","-75.083333","1.10","Sussex","(38.483333, -75.083333)"
"6117","Project 2019-067, Bloom Energy West Yard, Parking, and Loading Dock Expansion","Bloom Energy","200 Christina Pkwy","2019-12-17T10:34:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.662200","-75.760300","7.50","New Castle","(39.6622, -75.7603)"
"0267","Riverside Subdivision","Lighthouse Construction","Cypress Branch Road (County Road 363)","2002-05-06T00:00:00.000","Residential","Kent Conservation District","Closed","39.110000","-75.495833","40.00","Kent","(39.11, -75.495833)"
