"business_name","trade_name","category","current_license_valid_from","current_license_valid_to","address_1","address_2","city","state","zip","country","license_number","geocoded_location"
"BEAUTY ENTERPRISES INC","BEAUTY ENTERPRISES INC","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","150 MEADOW ST",,"HARTFORD","CT","061141593","UNITED STATES","1996106116","
HARTFORD, CT 061141593
(41.7443, -72.667487)"
"BLUM SHAPIRO CONSULTING LLC","BLUM SHAPIRO CONSULTING LLC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","PO BOX 272000","29 SOUTH MAIN STREET","WEST HARTFORD","CT","061272000","UNITED STATES","2014605919","29 SOUTH MAIN STREET
WEST HARTFORD, CT 061272000
(41.759903, -72.742257)"
"AETNA BEHAVIORAL HEALTH, LLC","AETNA BEHAVIORAL HEALTH, LLC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","151 FARMINGTON AVE # RT21",,"HARTFORD","CT","061569162","UNITED STATES","2017601995","
HARTFORD, CT 061569162
(41.765775, -72.673356)"
"COVENTRY PRESCRIPTION MANAGEMENT","COVENTRY PRESCRIPTION MANAGEMENT","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","151 FARMINGTON AVE # RT21",,"HARTFORD","CT","061569162","UNITED STATES","2014101565","
HARTFORD, CT 061569162
(41.765775, -72.673356)"
"BROOKS SYSTEMS LLC","BROOKS SYSTEMS LLC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","12 ROOSEVELT AVE STE 2",,"MYSTIC","CT","063552832","UNITED STATES","2007601530","
MYSTIC, CT 063552832
(41.351198, -71.963267)"
"TELAID INDUSTRIES INC","TELAID INDUSTRIES INC","NON-RESIDENT CONTRACTOR","2022-06-21T00:00:00.000","2022-12-31T00:00:00.000","13 W MAIN ST",,"NIANTIC","CT","063572335","UNITED STATES","2022708503","
NIANTIC, CT 063572335
(41.321947, -72.203822)"
"A\Z CORPORATION","A\Z CORPORATION","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","46 NORWICH WESTERLY RD","46 NORWICH WESTERLY ROAD","N STONINGTON","CT","063591712","UNITED STATES","2013606081","46 NORWICH WESTERLY ROAD
N STONINGTON, CT 063591712
(41.41809, -71.8573)"
"DESIGN LEARNED INC","DESIGN LEARNED INC","PROFESSIONAL ENGINEER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","116 MAIN ST STE A",,"NORWICH","CT","063605769","UNITED STATES","2016601729","
NORWICH, CT 063605769
(41.524398, -72.076821)"
"ZACHRY NUCLEAR ENGINEERING INC","ZACHRY NUCLEAR ENGINEERING INC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","14 LORDS HILL RD",,"STONINGTON","CT","063782604","UNITED STATES","2009101660","
STONINGTON, CT 063782604
(41.344704, -71.928183)"
"ALLIANCE ENERGY LLC","ALLIANCE ENERGY LLC","WHOLESALER  PETROLEUM PRODUCT","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","15 NE INDUSTRIAL RD",,"BRANFORD","CT","064052844","UNITED STATES","2017600328","
BRANFORD, CT 064052844
(41.300096, -72.768442)"
"CORROSION PROBE INC","CORROSION PROBE INC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","PO BOX 178",,"CENTERBROOK","CT","064090178","UNITED STATES","2019600577","
CENTERBROOK, CT 064090178
(41.350033, -72.416897)"
"BOZZUTO'S, INC.","BOZZUTO'S, INC.","WHOLESALER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","275 SCHOOLHOUSE RD",,"CHESHIRE","CT","064101257","UNITED STATES","2017606606","
CHESHIRE, CT 064101257
(41.548473, -72.904586)"
"DALTON ENTERPRISES INC","DALTON ENTERPRISES INC","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","131 WILLOW ST","COPELAND COMPANY","CHESHIRE","CT","064102732","UNITED STATES","1989000610",
"STUDIO 60 RECORDS","STUDIO 60 RECORDS","GENERAL SERVICES","2022-07-01T00:00:00.000","2022-12-31T00:00:00.000","60 FOX MDW",,"MARLBOROUGH","CT","064471163","UNITED STATES","2022706810","
MARLBOROUGH, CT 064471163
(41.63732, -72.457635)"
"THE MONEY SOURCE INC","THE MONEY SOURCE INC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2023-01-01T00:00:00.000","2025-12-31T00:00:00.000","500 S BROAD ST STE 100A",,"MERIDEN","CT","064506755","UNITED STATES","2017600424","
MERIDEN, CT 064506755
(41.530926, -72.778545)"
"BL COMPANIES MID ATLANTIC INC","BL COMPANIES MID ATLANTIC INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","355 RESEARCH PKWY",,"MERIDEN","CT","064507100","UNITED STATES","2004211524","
MERIDEN, CT 064507100
(41.515648, -72.764843)"
"BL COMPANIES INC.","BL COMPANIES INC.","PROFESSIONAL ENGINEER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","355 RESEARCH PKWY STE 1",,"MERIDEN","CT","064507100","UNITED STATES","1999206101","
MERIDEN, CT 064507100
(41.515648, -72.764843)"
"SECURITY SYSTEMS INC.","SAFEGUARD AMERICA","SECURITY ALARM BUSINESS","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","1125 MIDDLE ST STE 201",,"MIDDLETOWN","CT","064571587","UNITED STATES","2018601904","
MIDDLETOWN, CT 064571587
(41.59264, -72.713378)"
"THE PROFESSIONALS OF CT, LLC","INTEGRATED SECURITY GROUP","SECURITY ALARM BUSINESS","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","19 TUTTLE PL",,"MIDDLETOWN","CT","064571881","UNITED STATES","2019702366","
MIDDLETOWN, CT 064571881
(41.551846, -72.663742)"
"LEVY DIAMOND DELLO & ASSOC","LEVY DIAMOND DELLO & ASSOC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","260D QUARRY RD",,"MILFORD","CT","064608503","UNITED STATES","2011601752","
MILFORD, CT 064608503
(41.216567, -73.046766)"
"SOMERSET CAPITAL GROUP LTD","SOMERSET CAPITAL GROUP LTD","LESSOR OF TANGIBLE PERSONAL PROPERTY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","612 WHEELERS FARMS RD STE 2A",,"MILFORD","CT","064611673","UNITED STATES","1998204712","
MILFORD, CT 064611673
(41.23568, -73.073684)"
"MAILFINANCE INC","MAILFINANCE","LESSOR OF TANGIBLE PERSONAL PROPERTY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","478 WHEELERS FARMS RD",,"MILFORD","CT","064619105","UNITED STATES","1989040111","
MILFORD, CT 064619105
(41.23568, -73.073684)"
"QUADIENT INC","QUADIENT INC","RETAILER  GENERAL","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","478 WHEELERS FARMS RD",,"MILFORD","CT","064619105","UNITED STATES","1989040069","
MILFORD, CT 064619105
(41.23568, -73.073684)"
"UNITED ALUMINUM COPORATION","UNITED ALUMINUM COPORATION","MANUFACTURER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","100 UNITED DR",,"NORTH HAVEN","CT","064733295","UNITED STATES","2016600987","
NORTH HAVEN, CT 064733295
(41.364954, -72.864506)"
"GRACE  WHITNEY","GRACE WHITNEY","GENERAL SERVICES","2022-02-01T00:00:00.000","2022-12-31T00:00:00.000","11 RIDGEWOOD AVE",,"NORTH HAVEN","CT","064734439","UNITED STATES","2022700936","
NORTH HAVEN, CT 064734439
(41.367597, -72.906696)"
"OCEAN SURVEYS, INC.","OCEAN SURVEYS, INC.","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","129 MILL ROCK RD E",,"OLD SAYBROOK","CT","064754217","UNITED STATES","2013600161","
OLD SAYBROOK, CT 064754217
(41.302348, -72.377479)"
"PITNEY BOWES GLBL FNCL SVCS LLC","PITNEY BOWES GLBL FNCL SVCS LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","27 WATERVIEW DR STOP C317","STATE & LOCAL TAX DEPT MSC317","SHELTON","CT","064844301","UNITED STATES","2006206806",
"SHAMROCK OF NEW ENGLAND INC","SHAMROCK OF NEW ENGLAND INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2 ENTERPRISE DR STE 110",,"SHELTON","CT","064844640","UNITED STATES","2017600913","
SHELTON, CT 064844640
(41.277159, -73.12701)"
"MONROE STAFFING SERVICES LLC","MONROE STAFFING SERVICES LLC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","6 RESEARCH DR STE 440",,"SHELTON","CT","064846228","UNITED STATES","2013103190","
SHELTON, CT 064846228
(41.303796, -73.1339)"
"CELLMARK USA LLC","CELLMARK USA LLC","WHOLESALER","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2 CORPORATE DR STE 540",,"HUNTINGTON","CT","064846247","UNITED STATES","2011118026","
HUNTINGTON, CT 064846247
(41.276191, -73.130141)"
"IBM CREDIT LLC","IBM CREDIT LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","150 KETTLETOWN RD",,"SOUTHBURY","CT","064882600","UNITED STATES","1989003124","
SOUTHBURY, CT 064882600
(41.475176, -73.22319)"
"KYNDRYL, INC.","KYNDRYL, INC.","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","150 KETTLETOWN RD # MD269",,"SOUTHBURY","CT","064882685","UNITED STATES","2021875221","
SOUTHBURY, CT 064882685
(41.475176, -73.22319)"
"ENIRONMENTAL DESIGNS INC","THE WINTERBERRY GROUP","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","2070 WEST ST",,"SOUTHINGTON","CT","064891030","UNITED STATES","2018607979","
SOUTHINGTON, CT 064891030
(41.644198, -72.901309)"
"VENTURE HOME SOLAR LLC","VENTURE SOLAR","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","327 CAPTAIN LEWIS DR",,"SOUTHINGTON","CT","064891170","UNITED STATES","2021802167","
SOUTHINGTON, CT 064891170
(41.64238, -72.888223)"
"DIVERSIFIED BUILDING SERVICES","DIVERSIFIED BUILDING SERVICES","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","BUILDING 2 UNIT 4","NORTH PLAINS INDUSTRIAL ROAD","WALLINGFORD","CT","06492","UNITED STATES","2018608446",
"CHECKFREEPAY CORPORATION","CHECKFREEPAY CORPORATION","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","15 STERLING DR",,"WALLINGFORD","CT","064921967","UNITED STATES","2005200433","
WALLINGFORD, CT 064921967
(41.460717, -72.812672)"
"BEI HOLDINGS INC","BEI HOLDINGS INC","RETAILER  GENERAL","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","6 CAPITAL DR",,"WALLINGFORD","CT","064922318","UNITED STATES","2017100386","
WALLINGFORD, CT 064922318
(41.479492, -72.819249)"
"E-J ELECTRIC T&D LLC","E-J ELECTRIC T&D LLC","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","53 N PLAINS INDUSTRIAL RD",,"WALLINGFORD","CT","064925808","UNITED STATES","2013605300","
WALLINGFORD, CT 064925808
(41.460717, -72.812672)"
"AMERICAN LEAK DETECTION INC.","AMERICAN LEAK DETECTION INC.","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","199 WHITNEY AVE FL 2",,"NEW HAVEN","CT","065113795","UNITED STATES","2017604629","
NEW HAVEN, CT 065113795
(41.316647, -72.920396)"
"AZURE WATER SERVICES LLC","WATER SOLUTIONS","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","280 CALLEGARI DR",,"WEST HAVEN","CT","065166234","UNITED STATES","2009602461","
WEST HAVEN, CT 065166234
(41.254733, -72.98602)"
"HOFFMANN ARCHITECTS INC","HOFFMANN ARCHITECTS INC","ARCHITECT","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","2321 WHITNEY AVE",,"HAMDEN","CT","065183510","UNITED STATES","2010605699","
HAMDEN, CT 065183510
(41.415344, -72.911518)"
"B & K INVESTMENTS LLC","B & K INVESTMENTS LLC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","24 ELMSTED RD",,"TRUMBULL","CT","066112218","UNITED STATES","2006207902","
TRUMBULL, CT 066112218
(41.261146, -73.230909)"
"WILLIAM B MEYER INC","BMSI, INC.","DRAYPERSON OR MOVER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","255 LONG BEACH BLVD",,"STRATFORD","CT","066157117","UNITED STATES","2019606084","
STRATFORD, CT 066157117
(41.166347, -73.151304)"
"KROLL GOVERNMENT SOLUTIONS LLC","KROLL GOVERNMENT SOLUTIONS LLC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","500 CHASE PKWY",,"WATERBURY","CT","067083346","UNITED STATES","2009602407","
WATERBURY, CT 067083346
(41.547362, -73.062578)"
"A2Z CONSTRUCTION LLC","A2Z CONSTRUCTION LLC","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","57 BROOKDALE ST",,"WOLCOTT","CT","067161941","UNITED STATES","2018606489","
WOLCOTT, CT 067161941
(41.603481, -72.988269)"
"STRATIS VISUALS LLC","STRATIS VISUALS LLC","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","129 INDUSTRIAL LN",,"TORRINGTON","CT","067902326","UNITED STATES","2016606210","
TORRINGTON, CT 067902326
(41.871231, -73.072315)"
"STRATIS VISUALS LLC","STRATIS VISUALS LLC","MANUFACTURER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","129 INDUSTRIAL LN",,"TORRINGTON","CT","067902326","UNITED STATES","2016606209","
TORRINGTON, CT 067902326
(41.871231, -73.072315)"
"THERAP SERVICES LLC","THERAP SERVICES LLC","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","333 KENNEDY DR STE R101",,"TORRINGTON","CT","067903060","UNITED STATES","2022705267","
TORRINGTON, CT 067903060
(41.824764, -73.101435)"
"UNION FLOORING INSTALLATIONS LLC","UNION FLOORING INSTALLATIONS LLC","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","40 CALLENDER RD UNIT 2",,"WATERTOWN","CT","067956619","UNITED STATES","2019601113","
WATERTOWN, CT 067956619
(41.611159, -73.12186)"
"BOBBIE H HOWREY","BHH DESIGN","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","50 MAIN ST N",,"WOODBURY","CT","067982903","UNITED STATES","2016100528","
WOODBURY, CT 067982903
(41.549272, -73.205998)"
"COMNET COMMUNICATIONS LLC","COMNET COMMUNICATIONS LLC","NON-RESIDENT CONTRACTOR","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","1 PARK RIDGE RD STE 9",,"BETHEL","CT","068011012","UNITED STATES","2004211917","
BETHEL, CT 068011012
(41.381988, -73.396948)"
"MCS OPCO, LLC","WEISSCO POWER","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","9 PARK LAWN DR",,"BETHEL","CT","068011041","UNITED STATES","2022704525","
BETHEL, CT 068011041
(41.423257, -73.396151)"
"CLEARHEART CONSTRUCTION CO INC","CLEARHEART CONSTRUCTION CO INC","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","24 STONY HILL RD",,"BETHEL","CT","068011166","UNITED STATES","1994106994","
BETHEL, CT 068011166
(41.416295, -73.390664)"
"CORPORATE CONSTRUCTION INC","CORPORATE CONSTRUCTION INC","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","101 COMMERCE DR UNIT A",,"BROOKFIELD","CT","068043400","UNITED STATES","2017101879","
BROOKFIELD, CT 068043400
(41.465155, -73.396733)"
"LINDE ENGINEERING","LINDE ENGINEERING","NON-RESIDENT CONTRACTOR","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DRIVER","NORTH AMERICA INC","DANBURY","CT","06810","UNITED STATES","2016101843",
"ACUREN INSPECTION INC","ACUREN INSPECTION INC","GENERAL SERVICES","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","30 MAIN ST STE 402",,"DANBURY","CT","068103004","UNITED STATES","2000102942","
DANBURY, CT 068103004
(41.390294, -73.448366)"
"ESTRN ACCOUNT SYSTM OF CT INC","ESTRN ACCOUNT SYSTM OF CT INC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","3 CORPORATE DR STE 2",,"DANBURY","CT","068104166","UNITED STATES","2013103228","
DANBURY, CT 068104166
(41.410748, -73.413553)"
"BELIMO AIRCONTROLS USA INC","BELIMO AIRCONTROLS USA INC","SALES REPRESENTATIVE","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","33 TURNER RD",,"DANBURY","CT","068105101","UNITED STATES","2009602755","
DANBURY, CT 068105101
(41.387621, -73.458368)"
"BELIMO AIRCONTROLS USA INC","BELIMO AIRCONTROLS USA INC","WHOLESALER","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","33 TURNER RD",,"DANBURY","CT","068105101","UNITED STATES","2009602756","
DANBURY, CT 068105101
(41.387621, -73.458368)"
"LINDE GAS & EQUIPMENT INC","LINDE GAS & EQUIPMENT INC","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DR",,"DANBURY","CT","068106268","UNITED STATES","2010117282","
DANBURY, CT 068106268
(41.426134, -73.413152)"
"PRAXAIR INC","PRAXAIR INC","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DR",,"DANBURY","CT","068106268","UNITED STATES","1990000722","
DANBURY, CT 068106268
(41.426134, -73.413152)"
"LINDE GAS & EQUIPMENT INC","LINDE GAS & EQUIPMENT INC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DR",,"DANBURY","CT","068106268","UNITED STATES","2017605811","
DANBURY, CT 068106268
(41.426134, -73.413152)"
"PRAXAIR INC","PRAXAIR INC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DR",,"DANBURY","CT","068106268","UNITED STATES","2016605900","
DANBURY, CT 068106268
(41.426134, -73.413152)"
"MICHIGAN INDUSTRIAL GASES INC","MICHIGAN INDUSTRIAL GASES INC","GENERAL SERVICES","2022-03-01T00:00:00.000","2022-12-31T00:00:00.000","10 RIVERVIEW DR",,"DANBURY","CT","068106268","UNITED STATES","2022868435","
DANBURY, CT 068106268
(41.426134, -73.413152)"
"MILLROCK AVIATION FINANCIAL LLC","MILLROCK AVIATION FINANCIAL LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","83 WOOSTER HTS STE 503",,"DANBURY","CT","068107550","UNITED STATES","2022701611","
DANBURY, CT 068107550
(41.372344, -73.473317)"
"GJC FUNDING XIV LLC","GJC FUNDING XIV LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2022-06-23T00:00:00.000","2022-12-31T00:00:00.000","83 WOOSTER HTS STE 503",,"DANBURY","CT","068107550","UNITED STATES","2022706834","
DANBURY, CT 068107550
(41.372344, -73.473317)"
"PREFERRED UTILITIES MFG CORP","PREFERRED UTILITIES MFG CORP","RETAILER  GENERAL","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","31-35 SOUTH ST",,"DANBURY","CT","068108147","UNITED STATES","2011121433","
DANBURY, CT 068108147
(41.385545, -73.428115)"
"TARA KELLEY HOMES & DESIGN","TARA KELLEY HOMES & DESIGN","GENERAL SERVICES","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","51 BURROUGHS RD",,"FAIRFIELD","CT","068243504","UNITED STATES","2021711361","
FAIRFIELD, CT 068243504
(41.177304, -73.246397)"
"HADDAD & PARTNERS","HADDAD & PARTNERS","ADVERTISING AGENCY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","63 UNQUOWA RD",,"FAIRFIELD","CT","068245059","UNITED STATES","2019600249","
FAIRFIELD, CT 068245059
(41.142046, -73.256908)"
"GENERAL ELECTRIC INT'L INC","GENERAL ELECTRIC INT'L INC","RETAILER  GENERAL","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","3135 EASTON TPKE",,"FAIRFIELD","CT","068280001","UNITED STATES","2002107006","
FAIRFIELD, CT 068280001
(41.217534, -73.251406)"
"GENERAL ELECTRIC INT'L INC","GENERAL ELECTRIC INT'L INC","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","3135 EASTON TPKE",,"FAIRFIELD","CT","068280001","UNITED STATES","1998206013","
FAIRFIELD, CT 068280001
(41.217534, -73.251406)"
"GENERAL ELECTRIC INT'L INC","GENERAL ELECTRIC INT'L INC","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","3135 EASTON TPKE",,"FAIRFIELD","CT","068280001","UNITED STATES","2001103907","
FAIRFIELD, CT 068280001
(41.217534, -73.251406)"
"LIBERTAS FUNDING, LLC","LIBERTAS FUNDING, LLC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","382 GREENWICH AVE APT 2",,"GREENWICH","CT","068306501","UNITED STATES","2020702036","
GREENWICH, CT 068306501
(41.022997, -73.62502)"
"SASC LLC","ACTIVATE LEARNING, LLC","RETAILER  GENERAL","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","44 AMOGERONE CROSSWAY # 7862",,"GREENWICH","CT","068309993","UNITED STATES","2018601026","
GREENWICH, CT 068309993
(41.041252, -73.6268)"
"CAVALRY PORTFOLIO SERVICES LLC","CAVALRY PORTFOLIO SERVICES LLC","MERCANTILE AGENCY OR COLLECTIONS AGENCY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","1 AMERICAN LN STE 220",,"GREENWICH","CT","068312563","UNITED STATES","2017608703","
GREENWICH, CT 068312563
(41.075974, -73.660392)"
"MORAN TOWING CORPORATION","MORAN TOWING CORPORATION","DRAYPERSON OR MOVER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","50 LOCUST AVE STE 3",,"NEW CANAAN","CT","068404741","UNITED STATES","2013101715","
NEW CANAAN, CT 068404741
(41.149196, -73.491666)"
"XEROX FINANCIAL SVCS LLC","XEROX FINANCIAL SVCS LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","45 GLOVER AVE",,"NORWALK","CT","068501238","UNITED STATES","2013101068","
NORWALK, CT 068501238
(41.126349, -73.44038)"
"TEREX FINANCIAL SVCS INC","TEREX FINANCIAL SVCS INC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2021-01-01T00:00:00.000","2023-12-31T00:00:00.000","45 GLOVER AVE # 4",,"NORWALK","CT","068501238","UNITED STATES","2014100669","
NORWALK, CT 068501238
(41.126349, -73.44038)"
"USM INC","USM INC","GENERAL SERVICES","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","301 MERRITT 7 FL 6",,"NORWALK","CT","068511052","UNITED STATES","2008205126","
NORWALK, CT 068511052
(41.135582, -73.404221)"
"COMMONWEALTH COMMUNICATION LLC","COMMONWEALTH COMMUNICATIONS","GENERAL SERVICES","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","401 MERRITT 7 STE 1",,"NORWALK","CT","068511069","UNITED STATES","2004207130","
NORWALK, CT 068511069
(41.135582, -73.404221)"
"GENERAL ELECTRIC CO CBSI","GENERAL ELECTRIC CO CBSI","RETAILER  GENERAL","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","901 MAIN AVE BLDG 801","SALES & USE TAX COMPLIANCE","NORWALK","CT","068511168","UNITED STATES","1989002008",
"GENERAL ELECTRIC CO CBSI","GENERAL ELECTRIC CO CBSI","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","901 MAIN AVE BLDG 801","SALES & USE TAX COMPLIANCE","NORWALK","CT","068511168","UNITED STATES","1989002007",
"GENERAL ELECTRIC CO CBSI","GENERAL ELECTRIC CO CBSI","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","901 MAIN AVE BLDG 801","SALES & USE TAX COMPLIANCE","NORWALK","CT","068511168","UNITED STATES","1989002007",
"GE CAPITAL US HOLDINGS INC","GE CAPITAL US HOLDINGS INC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","901 MAIN AVE STE 800",,"NORWALK","CT","068511187","UNITED STATES","2016101786","
NORWALK, CT 068511187
(41.135582, -73.404221)"
"NATIONS FUND I, LLC","NATIONS FUND I, LLC","LESSOR OF TANGIBLE PERSONAL PROPERTY","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","501 MERRITT 7 STE 6",,"NORWALK","CT","068517002","UNITED STATES","2016603824","
NORWALK, CT 068517002
(41.135582, -73.404221)"
"MBI, INC.","DANBURY MINT","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","47 RICHARDS AVE",,"NORWALK","CT","068542309","UNITED STATES","2019701217","
NORWALK, CT 068542309
(41.090636, -73.449022)"
"VANDERBILT MINERALS LLC","VANDERBILT MINERALS LLC","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","30 WINFIELD ST",,"NORWALK","CT","068551329","UNITED STATES","1989001068","
NORWALK, CT 068551329
(41.101295, -73.397973)"
"VANDERBILT CHEMICALS, LLC","VANDERBILT CHEMICALS, LLC","WHOLESALER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","30 WINFIELD ST",,"NORWALK","CT","068551329","UNITED STATES","2013600783","
NORWALK, CT 068551329
(41.101295, -73.397973)"
"LANDMARK FACILITIES GROUP INC","LANDMARK FACILITIES GROUP INC","PROFESSIONAL ENGINEER","2022-01-01T00:00:00.000","2022-12-31T00:00:00.000","252 EAST AVE",,"NORWALK","CT","068551921","UNITED STATES","1998201562","
NORWALK, CT 068551921
(41.101646, -73.403763)"
"BOEHRINGER INGELHEIM PHARMACEUT","BOEHRINGER INGELHEIM PHARMACEUT","WHOLESALER","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","900 RIDGEBURY RD",,"RIDGEFIELD","CT","068771058","UNITED STATES","1994102031","
RIDGEFIELD, CT 068771058
(41.303097, -73.500322)"
"SCHIMENTI CONSTRUCTION CO LLC","SCHIMENTI CONSTRUCTION CO LLC","NON-RESIDENT CONTRACTOR","2020-01-01T00:00:00.000","2022-12-31T00:00:00.000","650 DANBURY RD STE 4",,"RIDGEFIELD","CT","068772739","UNITED STATES","2005200044","
RIDGEFIELD, CT 068772739
(41.303097, -73.500322)"
