"the_geom","objectid_1","objectid","ftype","name","pic_url","thumb_url","sh_descr","descr_1","descr_2","location","season","vendor","website","lat","long"
"POINT (-75.579124000165 39.699425999954)","4","29","Farm Stands","Bright Spot Urban Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-35-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-35-of-585.jpg","Growing Food. Cultivating Community","Online ordering with home delivery available","Market hours: 10 am to 4:30 pm Monday through Friday and 9 am to 1 pm Saturday","1901 N. DuPont Hwy, New Castle",,"Learn more: 302-255-2993","https://www.brightspotfarms.org/","39.699426","-75.579124"
"POINT (-75.157714000301 38.750000000323)","56","70","Farm Stands","Magee Farms Lewes","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Fresh produce from our family to your table","Open 10 amd to 5 pm  Online ordering available for pickup",,"33761 Westcoats Road, Lewes",,"Learn more: 302-462-5310","http://www.mageefarms.com/home","38.75","-75.157714"
"POINT (-75.31597699966 38.768809999656)","5","30","Farm Stands","Brittingham's Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-585-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-585-of-585.jpg","A locally owned and grown business providing families with fresh produce for 30+ years","Open June through November",,"16001 Harbeson Road, Milton",,"Learn more: 302-6844232","https://www.facebook.com/BrittinghamsProduce/","38.76881","-75.315977"
"POINT (-75.593992000262 38.807617999988)","18","11","Farmers Markets","Greenwood Farmers Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Second Saturday of each month, 9 am-1 pm",,,"Town Hall Parking Lot, 100 W. Market St., Greenwood","June 12, July 10, August 14 & September11, 2021","Vendor information: 302-349-4822","https://greenwood.delaware.gov/","38.807618","-75.593992"
"POINT (-75.588878000046 38.715266000247)","52","89","Farm Stands","Street's Fresh Farm Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-507-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-507-of-585.jpg","Local fresh produce","Open 10 am to 6 pm daily May through December",,"18973 Sussex Hwy, Bridgeville",,"Learn more: 302-337-7330","https://www.facebook.com/Streets-Produce-120122464700605/","38.715266","-75.588878"
"POINT (-75.760539999789 39.347785000086)","69","83","Farm Stands","Powers Farm Market","https://delawaregrown.com/wp-content/uploads/sites/160/2021/05/Powers-Farm-medium.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2021/05/Powers-Farm-Thumbnail.jpg","Offering beef, lamb, pork, chicken, eggs and produce","Open 10 am to 5 pm every day",,"324 VanDyke-Maryland Line Road, Townsend",,"Learn more: 302-378-0826","https://www.facebook.com/thepowersfarm/","39.347785","-75.76054"
"POINT (-75.570737999714 39.061812000077)","45","67","Farm Stands","Loblolly Acres","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-2-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-2-of-585.jpg",,,,"3893 Turkey Point Road, Viola",,"Learn more: 302-284-9255","http://www.loblollyacres.com/","39.061812","-75.570738"
"POINT (-75.295635000394 38.629490000206)","86","48","Farm Stands","Fresh Harvest Hydro","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-584-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-584-of-585.jpg","Fish Market and Non GMO and Zero Pesticide Produce","Call for availability and to place orders","Open 11 am to 7 pm Tuesday through Saturday and 11 am to 5 pm Sundays","25345 Gravel Hill Road, Millsboro",,"Learn more: 302-853-5956","https://www.facebook.com/Fresh-Harvest-Hydroponics-1405794906383591/","38.62949","-75.295635"
"POINT (-75.691372999966 38.792820999853)","94","101","Farm Stands","Willey's Country Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,"Open 9 am to 6 pm",,"2901 Seashore Hwy, Greenwood",,"Learn more: 410-310-0519","https://www.facebook.com/willeyscountrymarket/","38.792821","-75.691373"
"POINT (-75.30910599985 38.777518000065)","11","4","Farmers Markets","Broadkill Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-358-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-358-of-585.jpg","Fridays 4-7 pm","Locally grown produce, honey,, jams, jellies and seafood",,"Downtown Milton","Open May 28 - Spetember 24","Vendor information jwmawsw@comcast.net or 302-745-1642",,"38.777518","-75.309106"
"POINT (-75.547513000375 39.745612999657)","29","22","Farmers Markets","Wilmington Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-3-8-of-436.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-3-8-of-436_tb.jpg","Wednesdays, 10 am to 2 pm","Produce, beef, and chicken",,"Rodney Square, 10th & Market Streets, Wilmington","Open May 2 - October 27, 2021","Vendor information: 302-425-0196 or tcasey@downtownvisions.org","http://downtownwilmingtonde.com/initiatives-blog/2015/8/4/farmers-market","39.745613","-75.547513"
"POINT (-75.1653290001 38.48783900008)","175","155","Christmas Tree Growers","B & B Evergreens","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-2-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-2-of-20.jpg",,,,"35968 Zion Church Road, Frankford",,"Learn more: 302-436-2030","https://www.facebook.com/B-B-Evergreens-371850789574018/","38.487839","-75.165329"
"POINT (-75.633815000425 39.807705000039)","55","92","Farm Stands","The Market at Coverdale","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-530-of-585.jpg","Where food is thoughtful and delicious","Open May through November","2 to 7 pm Friday, 10 am to 5 pm Saturday, and 11 am to 5 pm Sunday","543 Way Road, Greenville",,"Learn more: 302-239-2334","https://www.delawarenaturesociety.org/centers/coverdale-farm-preserve/","39.807705","-75.633815"
"POINT (-75.677098000246 38.785027000083)","78","40","Farm Stands","Farmer Gene's Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Farmer Gene's is ready for all of your local produce needs.","Open 8 am to 8 pm",,"4213 Seashore Hwy, Bridgeville",,"Learn more: 302-349-4121","https://www.facebook.com/Farmer-Genes-Market-159646320905328/","38.785027","-75.677098"
"POINT (-75.62144999956 39.459293999898)","123","121","U-Pick","Coleman's Christmas Tree Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick pumpkins, gourds & Indian corn","Open in late September 9 am to 5 pm",,"550 Silver Run Road, Middletown",,"Learn more: 302-378-8949","http://www.colemanstreefarm.com/home.html","39.459294","-75.62145"
"POINT (-75.5650140003 39.82817399997)","48","85","Farm Stands","Ramsey's Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-346-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-346-of-585.jpg","Pumpkins, hayrides, mazes, tours & learning","Open 10 am to 5 pm from late September to Halloween",,"330 Ramsey Road, Wilmington",,"Learn more: 302-477-1499","http://www.ramseysfarm.com/index.asp","39.828174","-75.565014"
"POINT (-75.057396999923 38.538070999754)","10","3","Farmers Markets","Bethany Beach Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_squash.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_squash-tb.jpg","Sundays 8 am to noon","Locally grown produce, flowers, honey, herbs & baked goods",,"PNC Bank Parking Lot, Garfield Parkway and Pennsylvania Ave., Bethany Beach","Open June 6 - September 5, 2021","Vendor information: 301-717-0492 or DougMowrey@gmail.com","http://www.bethanybeachfarmersmarket.com/","38.538071","-75.057397"
"POINT (-75.537122999561 39.766271000068)","170","196","Breweries","Wilmington Brew  Works","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-21-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-21-of-12.jpg",,"Hours: 5-9 pm Wednesday & Thursday","Noon to 10 pm Friday & Saturday; Noon to 8 pm Sunday","3129 Miller Road, Wilmington",,"Learn more: 302-722-4828","https://wilmingtonbrewworks.com/","39.766271","-75.537123"
"POINT (-75.678854000014 39.729467999958)","13","6","Farmers Markets","Carousel Park Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-1-69-of-152.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-1-Thumbnail-69-of-152.jpg","Fridays 2-6 pm","This farmers' market offers produce, meat, eggs, baked goods and handmade crafts","Accepts EBT cards (SNAP benefits) and FMNP coupons","Carousel Park & Equestrian Center, 3700 Limestone Road, Pike Creek","Open May 7- November 19, 2021","Vendor Informataion: 302-395-5600 or michael.begatto@newcastlede.gov","http://nccde.org/455/Farmers-Markets","39.729468","-75.678854"
"POINT (-75.662893999772 39.392309000037)","93","100","Farm Stands","Willey Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-4-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-4-of-585.jpg","We enthusiastically support our local farmers and growers to supply local, in season produce to our customers.","9 am to 7 pm Monday through Saturday and 10 am to 6 pm Sunday",,"4060 DuPont Parkway, Townsend",,"Learn more: 302-378-8441","https://www.willeyfarmsde.com/","39.392309","-75.662894"
"POINT (-75.464600999663 39.00921600006)","16","9","Farmers Markets","Frederica Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Sundays 10 am to 2 pm","Local produce, eggs, baked goods and meat.",,"1456 Frederica Road, Frederica","Open June 6 - September 5, 2021","Vendor information: hart3280@comcast.net",,"39.009216","-75.464601"
"POINT (-75.578685999598 38.971782999915)","98","105","CSAs","Ditmar Family Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Choice of 3 weekly pickup sites:","Dover, Dittmar Family Farms, Lewes",,,,"Learn more: 302-222-9948","https://www.dittmarfamilyfarms.com/csa","38.971783","-75.578686"
"POINT (-75.583554999592 39.670334000095)","30","23","Farmers Markets","Penn Farms Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Wednesdays 11 am to 1 pm","Locally grown produce",,"William Penn High School, 713 E. Basin Road, New Castle","Open June 16 - August 25, 2021","Vendor information: 302-323-2800 x 4406 or toby.hagerott@colonial.k12.de.us",,"39.670334","-75.583555"
"POINT (-75.674380999855 39.809261999862)","198","178","Breweries","Dew Point Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-14-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-14-of-16.jpg",,"Hours: 4-9 pm Wednesday & Thursday","Noon to 11 pm Saturday; Noon to 8 pm Sunday","2878 Creek Road, Yorklyn",,"Learn more: 302-235-8429","https://www.dewpointbrewing.com/","39.809262","-75.674381"
"POINT (-75.755110000104 39.613272000062)","84","46","Farm Stands","Food Bank of Delaware Farm Stand","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-20-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-20-of-585.jpg","Featuring food from the Corteva Farm and other local growers","Open 1-6 pm Thursdays and Fridays",,"222 Lake Drive, Newark",,"Learn more: 302-292-1305","https://www.fbd.org/farmstand/","39.613272","-75.75511"
"POINT (-75.390764000037 38.593303999654)","87","49","Farm Stands","Gilstead Delaware","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-415-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-415-of-585.jpg","Rabbit meat and rabbit fur products and free range eggs for sale",,,"28634 Conaway Road, Georgetown",,"Learn more: 302-933-8099","https://www.facebook.com/GilsteadDelaware/","38.593304","-75.390764"
"POINT (-75.594433000303 39.714324999701)","194","174","Breweries","Twin Lakes Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-15-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-15-of-16.jpg",,"Hours: 4-9 pm Wednesday through Friday, 2-10 pm Saturday, 2-8 pm Sunday",,"405 East Marsh Lane, Suite #7, Newport",,"Learn more: 302-995-2337","https://twinlakesbrewery.com/","39.714325","-75.594433"
"POINT (-75.132380999944 38.490474999982)","115","113","CSAs","East View Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-532-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-532-of-585.jpg","Pickup at the farm: 36144 Bayard Road, Frankford",,,,,"Learn more: 302-436-4605","https://eastviewfarmsde.com/home/csa/","38.490475","-75.132381"
"POINT (-75.488188000297 39.153599999896)","192","172","Breweries","Fordham & Dominion Brewing Company","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-2-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-thumbnail-2-of-4.jpg",,"Hours: Friday 3 to 9 pm","Saturday noon to 8 pm & Sunday noon to 6 pm","1284 McD Drive, Dover",,"Learn more: 302-678-4810","http://www.fordhamanddominion.com/home","39.1536","-75.488188"
"POINT (-75.102859999834 38.727614999693)","49","86","Farm Stands","Rustic Acres Farm Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Fresh produce, grass pastured beef and homemade ice cream","Open Thursday through Sunday",,"3721 Rustic Acres Lane, Rehoboth",,"Learn more: 302-226-2571","https://www.facebook.com/RusticAcresFarmMarket/","38.727615","-75.10286"
"POINT (-75.714941000335 39.145275000043)","46","68","Farm Stands","M&G Ranch & Meat Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-419-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-419-of-585.jpg","Meat, honey, artisanal cheeses & vinegar","Custom processing offered",,"1117 Slaughter Station Road, Hartley",,"Learn more: 302-943-4669","https://www.facebook.com/pages/category/Butcher-Shop/MG-Meat-Co-776391092711634/","39.145275","-75.714941"
"POINT (-75.484070999791 38.662895999708)","180","160","Christmas Tree Growers","Stag Run Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-1-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-1-of-20.jpg",,,,"23656 Foxcroft Lane, Georgetown",,"Learn more: 302-270-8453","http://www.stagrunfarm.com/","38.662896","-75.484071"
"POINT (-75.661343000043 39.635050999838)","191","171","Breweries","Stewart's Brewing Company","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-4-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-thumbnail-4-of-4.jpg",,"New Castle County's First Brewpub","Hours: 11 am to 11 pm daily","219 Governors Place, Bear",,"Learn more: 302-836-2739","http://www.stewartsbrewingcompany.com/","39.635051","-75.661343"
"POINT (-75.657531999858 38.774090999689)","47","69","Farm Stands","Ma & Pa's Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","A family owned market supplying fresh fruits and vegetabels grown in our local fields","Open 9 am to 6 pm",,"4987 Seashore Hwy., Bridgeville",,"Learn more: 302-337-3131","https://www.facebook.com/maandpasmarket/","38.774091","-75.657532"
"POINT (-75.512805000254 38.546328999733)","61","75","Farm Stands","Mr. Pepper's Pumpkin Patch","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","All the activities at Mr. Pepper's Pumpkin Patch are fun for the whole family","Open mid-September through October 31 - Noon to dark Sunday through Friday and 10 am t o dark Saturday",,"13500 Laurel Road, Laurel",,"Learn more: 302-875-3939","https://mrpepperspumpkinpatch.com/","38.546329","-75.512805"
"POINT (-75.760354000017 39.465573999878)","99","106","CSAs","Filasky's Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","1343 Bunker Hill Road, Middletown",,,,,"Learn more: 302-378-2754","https://www.filaskysfarmmarket.com/fall-season-activities-copy","39.465574","-75.760354"
"POINT (-75.131405999976 38.461485000196)","57","71","Farm Stands","Magee Farms Selbyville","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Fresh produce from our family to your table","Open 10 amd to 5 pm  Online ordering available for pickup",,"34857 Lighthouse Road, Selbyville",,"Learn more: 302-462-5310","http://www.mageefarms.com/home","38.461485","-75.131406"
"POINT (-75.310827000356 38.770354000175)","193","173","Breweries","Dogfish Head Craft Brewery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-1-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-thumbnail-1-of-4.jpg",,"Off-Centered Ales","Hours: Monday through Saturday - 11 am to 7 pm; Sunday noon to 7 pm","6 Cannery Village Center, Milton",,"Learn more: 302-684-1000","https://www.dogfish.com/","38.770354","-75.310827"
"POINT (-75.608543999993 39.299466000112)","172","198","Distilleries","Painted Stave Distilling","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/distilling-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/distilling-thumbnail-1-of-1.jpg",,"Hours: Thursday - 6 to 9 pm; Friday 5 to 10 pm","Saturday noon to 6 pm; Sunday 1 to 5 pm","106 West Commerce Street, Smyrna",,"Learn more: 302-300-0587","https://paintedstave.com/","39.299466","-75.608544"
"POINT (-75.515736999831 39.011209000303)","107","150","Christmas Tree Growers","Oscar Mosley","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-12-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-12-of-20.jpg",,,,"51 Adoption Lane, Felton",,"Learn moe: 302-335-3349",,"39.011209","-75.515737"
"POINT (-75.700731000013 39.11033900028)","109","152","Christmas Tree Growers","Shelterwood Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-17-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-17-of-20.jpg",,,,"179 Tuxward Road, Hartly",,"Learn more: 302-492-8071",,"39.110339","-75.700731"
"POINT (-75.542701000283 39.751112999792)","28","21","Farmers Markets","Village Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-3-31-of-436.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-3-31-of-436_tb.jpg","Tuesdays 4:30 to 7:30 pm","Locally grown produce and handmade crafts","Accepts FMNP coupons","Brandwine Mills Plaza, 19th & Market Streets, Wilmington","Open July 6 - September 28, 2021","Vendor information: bevzimm@comcast.net","https://www.facebook.com/oldbrandywinevillage/","39.751113","-75.542701"
"POINT (-75.223040999627 38.735848999966)","185","165","Creameries","Hopkins Farm Creamery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-1-of-7.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-Thumbnails-1-of-7.jpg",,"Monday through Thursday -  11 am to 10 pm","Friday through Sunday -  11 am to 10 pm","18186 Dairy Farm Road, Lewes",,"Learn more; 302-645-7163","http://www.hopkinsfarmcreamery.com/index.cfm?ref=10100","38.735849","-75.223041"
"POINT (-75.766911000006 39.70567600013)","111","109","CSAs","Kranz Hill Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Pickup at the farm: 616 New London Road (inside White Clay Creek State Park)",,,,,"Learn more: 302-540-0912","http://kranzhillfarm.org/","39.705676","-75.766911"
"POINT (-75.571360000403 39.120433000143)","81","43","Farm Stands","Fifer Orchards","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-432-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-432-of-585.jpg","Our Farm and Country Store is just west of Dover","Online ordering wtih pickup at 7 locations statewide offered","See website for details.","1919 Allabands Mill Rd, Camden-Wyoming","Open April - December","Learn more: 302- 697-2141","http://www.fiferorchards.com","39.120433","-75.57136"
"POINT (-75.098575999821 38.715308999751)","164","190","Breweries","Revelation Craft Brewing Co.","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-24-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-24-of-12.jpg",,"Hours: Noon to 9 pm Sunday through Thursday","Noon to 11 pm Friday & Saturday","19841 Central St., Rehoboth",,"Learn more: 302-212-5674","https://revbeer.com/","38.715309","-75.098576"
"POINT (-75.137586000397 38.552219000066)","89","51","Farm Stands","Good Earth Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Indulge in goodness","9 am to 7 pm",,"31806 Good Earth Lane, Ocean View",,"Learn more: 302-537-7100","https://www.goodearthmarket.com/","38.552219","-75.137586"
"POINT (-75.123957999683 38.454695000007)","95","102","Farm Stands","Williamsville Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-411-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-411-of-585.jpg","Locally grown produce.","Produce boxes available for pickup or delivery within 15 miles.","Self-service stand open from 8 am to 7 pm every day","35629 Williamsville Road, Selbyville",,"Learn more: Produce54@outlook.com","https://www.facebook.com/produce54/","38.454695","-75.123958"
"POINT (-75.193117999834 38.635120000309)","1","26","Farm Stands","Adkins Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-434-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-434-of-585.jpg","In operations since 1976","Open from 10 am to 5 pm",,"32008 Long Neck Road, Millsboro",,"Learn more: 302-945-9700","https://adkinsproduce.com/","38.63512","-75.193118"
"POINT (-75.172332000154 38.761400999822)","151","98","Farm Stands","Weathered Eye Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-480-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-480-of-585.jpg","Farm grown fruits and vegetables","Order online for pick up on the farm",,"16371 New Road, Lewes",,"Learn more: info@weatheredeyefarm.com","https://www.facebook.com/WeatheredEyeFarm/","38.761401","-75.172332"
"POINT (-75.512816000124 38.546339000206)","141","139","U-Pick","Mr. Peppers Pumpkin Patch","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick pumpkins",,,"13500 Laurel Road, Laurel",,"Learn more: 302-875-3939","http://www.mrpepperspumpkinpatch.com/","38.546339","-75.512816"
"POINT (-75.057338000372 38.527177000144)","27","20","Farmers Markets","Sea Colony Farmers' Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_sweet-corn.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_sweet-corn-tb.jpg","Wednesdays 8 am to noon","This is a grower managed market where growers sell only what they raise",,"33546 Market Place, Bethany Beach","Open June 9 - August 25, 2021","Vendor information: henry@bennettorchards.com","https://seacolonyfarmersmarket.com/","38.527177","-75.057338"
"POINT (-75.580396000234 38.546675000244)","41","63","Farm Stands","Lakeside Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"322206 Hastings Drive, Laurel",,"Learn more: 302-875-4245",,"38.546675","-75.580396"
