"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2020","6","2020-03-12T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","EAGLE BRUSH & CHEMICAL INC.","108.84","309076","CLEARED",,"60117",,"BALANCE SHEET ACCOUNT","PRINT","1077",
"2016","11","2016-09-15T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6275","MAINTENANCE OF EQUIPMENT","100","GENERAL","HD SUPPLY FACILITIES MAINTENANCE","2655.7","141298","CLEARED",,"036478","62","CONTRACTUAL SERVICES","PRINT","1973",
"2020","7","2020-04-07T00:00:00.000","210","QUALITY OF LIFE CORP (4B)","2020","RETAINAGE PAYABLE","210","QUALITY OF LIFE CORP (4B)","GILBERT MAY INC","3.03","312938","CLEARED",,"RT312938",,"BALANCE SHEET ACCOUNT","PRINT","2804",
"2017","3","2016-12-16T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","115.5","154397","CLEARED",,"242749609","62","CONTRACTUAL SERVICES","EFT","2433",
"2019","12","2019-10-08T00:00:00.000","12007011","CAPITAL PROJECTS-ADMIN","8930","MINOR CAPITAL OUTLAY","1200","CAPITAL PROJECTS RESERVE FUNDS","WILSON OFFICE INTERIORS, LLC","10461.95","289346","CLEARED",,"71805","63","CAPITAL OUTLAY-MINOR","PRINT","5249",
"2016","3","2016-01-07T00:00:00.000","2107060","4B CAPITAL PARD","8940","MAJOR CAPITAL OUTLAY","210","QUALITY OF LIFE CORP (4B)","NOUVEAU CONSTRUCTION","819.31","110578","CLEARED",,"22522C-6","64","CAPITAL OUTLAY-MAJOR","EFT","6293",
"2017","11","2017-08-15T00:00:00.000","410531","WATER PRODUCTION","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","23","186386","CLEARED",,"8283545270","61","SUPPLIES","EFT","4917",
"2017","11","2017-08-15T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","RDO CONSTRUCTION EQUIPMENT CO","18.08","186457","CLEARED",,"P90874","61","SUPPLIES","PRINT","3815",
"2020","6","2020-03-19T00:00:00.000","605621","LAKESIDE ACTIVITY CENTER","4635","RESERVATIONS","100","GENERAL","PARKS AND REC REFUND","540","310344","CLEARED",,"20680976","46","CHARGES FOR SERVICE","PRINT","999992",
"2019","4","2019-01-24T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","6.63","254748","CLEARED",,"0699-107865","61","SUPPLIES","PRINT","3321",
"2016","12","2016-09-08T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","JUROR PAYMENTS","6","142559","CLEARED",,"08252016-27","62","CONTRACTUAL SERVICES","PRINT","999999",
"2017","2","2016-11-22T00:00:00.000","217351","FED POLICE CONFISCATED TRUST","6408","MAJOR - MOTOR VEHICLES","241","CONFISCATED DRUG-FEDERAL","SILSBEE FORD","30260","150486","CLEARED",,"00550F","64","CAPITAL OUTLAY-MAJOR","PRINT","6217",
"2016","9","2016-06-21T00:00:00.000","2804850","LIBRARY CONTRIBUTIONS/DONATION","8930","MINOR CAPITAL OUTLAY","280","CONTRIBUTIONS AND DONATIONS","CDW GOVERNMENT, INC.","108.08","133131","CLEARED",,"DGC9452","63","CAPITAL OUTLAY-MINOR","EFT","219",
"2018","3","2017-12-12T00:00:00.000","20317040","2016 G.O. STREET BOND PROJ PW","8940","MAJOR CAPITAL OUTLAY","2031","2016 G.O. STREET PRJS & REFUND","NORTEX CONCRETE LIFT & STAB. INC","56713.56","201533","CLEARED",,"2016-042 est 10 RN1","64","CAPITAL OUTLAY-MAJOR","PRINT","3284",
"2021","6","2021-03-25T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTOZONE, INC.","190.99","356018","CLEARED",,"1533752334",,"BALANCE SHEET ACCOUNT","PRINT","3601",
"2016","11","2016-08-30T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","LOWES COMPANIES, INC.","87.25","141080","CLEARED",,"64545","62","CONTRACTUAL SERVICES","PRINT","2665",
"2021","4","2021-01-07T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6283","UNIFORM CLEANING","100","GENERAL","C-MAI ENTERPRISES, INC","59.96","347237","CLEARED",,"Dec20","62","CONTRACTUAL SERVICES","PRINT","223",
"2016","5","2016-02-25T00:00:00.000","405000","EQUIPMENT SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","115.5","118846","CLEARED",,"828 3358864","61","SUPPLIES","EFT","4917",
"2019","12","2019-09-12T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TOWN EAST FORD II LLC","-50","285925","CLEARED",,"CM946716",,"BALANCE SHEET ACCOUNT","PRINT","4804",
"2021","3","2020-12-22T00:00:00.000","40217040","W/S 2017 REV BONDS PUB WKS","8940","MAJOR CAPITAL OUTLAY","4021","WATER SEWER 2017 REV BONDS","BINKLEY & BARFIELD-C&P, INC","114.75","345156","CLEARED",,"43357","64","CAPITAL OUTLAY-MAJOR","PRINT","5686",
"2020","2","2019-11-21T00:00:00.000","110000","CITY ADMINISTRATION","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","37.56","295087","CLEARED",,"3430562653","61","SUPPLIES","EFT","4343",
"2017","7","2017-04-25T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTONATION FORT WORTH MOTORS","95.64","170679","CLEARED",,"4783670","61","SUPPLIES","PRINT","4641",
"2016","10","2016-07-21T00:00:00.000","602000","GOLF COURSE","6103","FOOD OR CONCESSIONS","100","GENERAL","US FOODS, INC","-18.78","136611","CLEARED",,"5995254","61","SUPPLIES","PRINT","6688",
"2019","10","2019-07-23T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","5.8","278543","CLEARED",,"8283790238","61","SUPPLIES","EFT","4917",
"2020","12","2020-09-29T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","6540","334177","CLEARED",,"5079649",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2020","3","2019-12-03T00:00:00.000","502000","LIBRARY CENTRAL","6155","BOOK SUPPLIES","100","GENERAL","INGRAM LIBRARY SERVICES, INC","201.63","297024","CLEARED",,"42863627","61","SUPPLIES","EFT","2058",
"2019","9","2019-06-18T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","SECURITY SAFETY & SUPPLY, INC","4950","273905","CLEARED",,"433675",,"BALANCE SHEET ACCOUNT","PRINT","4088",
"2021","1","2020-10-29T00:00:00.000","110000","CITY ADMINISTRATION","6103","FOOD OR CONCESSIONS","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","23.7","337616","CLEARED",,"3459766162","61","SUPPLIES","EFT","4343",
"2018","4","2018-01-04T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6274","MAINTENANCE OF BUILDINGS","5500","AIRPORT OPERATING","RON DAWSON INC.","35","204392","CLEARED",,"167648","62","CONTRACTUAL SERVICES","EFT","847",
"2021","8","2021-05-11T00:00:00.000","211000","POLICE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","-141.6","362596","CLEARED",,"012498789","61","SUPPLIES","EFT","9245",
"2019","11","2019-08-22T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","18.81","283472","CLEARED",,"64262-3","62","CONTRACTUAL SERVICES","PRINT","2665",
"2016","2","2015-12-03T00:00:00.000","161000","PC NETWORK SUPPORT","6212","COMPUTER SOFTWARE/LICENSES","100","GENERAL","SHI","1279","106350","CLEARED",,"GB00177311","62","CONTRACTUAL SERVICES","PRINT","4132",
"2016","12","2016-09-08T00:00:00.000","100","GENERAL","1105","INVENTORY - GASOLINE","100","GENERAL","MARTIN EAGLE OIL COMPANY, INC","12341.9","142705","CLEARED",,"779770",,"BALANCE SHEET ACCOUNT","PRINT","2764",
"2019","12","2019-10-03T00:00:00.000","601000","PARK SERVICES","6107","CHEM/MED/LAB SUPPLIES","100","GENERAL","BWI COMPANIES, INC","11347","288215","CLEARED",,"15383502","61","SUPPLIES","PRINT","147",
"2019","7","2019-04-11T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6160","JET A FUEL","5500","AIRPORT OPERATING","AVFUEL CORPORATION","18876.14","265476","CLEARED",,"12009181","61","SUPPLIES","EFT","3606",
"2017","9","2017-06-15T00:00:00.000","607000","ATHLETICS PROGRAMS","6081","ATHLETIC OFFICIALS","100","GENERAL","CYNTHIA BROWN","60","178257","CLEARED",,"06062017","60","PERSONAL SERVICES","PRINT","95",
"2020","6","2020-03-31T00:00:00.000","211000","POLICE OPERATIONS","6283","UNIFORM CLEANING","100","GENERAL","GEUM RAN CORPORATION","368.08","311307","CLEARED",,"March 2020","62","CONTRACTUAL SERVICES","EFT","4794",
"2017","12","2017-09-29T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","53.03","192258","CLEARED",,"246918072","62","CONTRACTUAL SERVICES","EFT","2433",
"2016","9","2016-06-14T00:00:00.000","608671","TOWN EAST POOL","6080","OTHER PERSONAL SERVICES","100","GENERAL","ROBIN D GATTIS","748.13","132407","CLEARED",,"04302016","60","PERSONAL SERVICES","PRINT","1461",
"2021","8","2021-05-27T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","25.6","364381","CLEARED",,"018408562","61","SUPPLIES","EFT","9245",
"2021","2","2020-11-17T00:00:00.000","405000","EQUIPMENT SERVICES","6106","JANITORIAL SUPPLIES","100","GENERAL","EAGLE BRUSH & CHEMICAL INC.","548.9","340152","CLEARED",,"61493","61","SUPPLIES","PRINT","1077",
"2021","11","2021-08-23T00:00:00.000","153218","UTILITY BILLING","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","UTILITY REFUND","100","376585","CLEARED",,"Account 101103","62","CONTRACTUAL SERVICES","PRINT","999993",
"2016","12","2016-09-27T00:00:00.000","152201","PRINTSHOP/MAILROOM","6216","RENT AND LEASE PAYMENTS","100","GENERAL","XEROX CORPORATION","1058.14","144647","CLEARED",,"086140498","62","CONTRACTUAL SERVICES","PRINT","5310",
"2016","12","2016-09-30T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","19.35","144903","CLEARED",,"8283429740","61","SUPPLIES","EFT","4917",
"2016","9","2016-06-30T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","162.26","133947","CLEARED",,"133947",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2020","8","2020-05-14T00:00:00.000","601000","PARK SERVICES","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","GOOD EARTH CORPORATION, INC","29656.8","316520","CLEARED",,"171987","62","CONTRACTUAL SERVICES","EFT","1551",
"2018","11","2018-08-02T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","GENUINE PARTS CO.","16.02","232653","CLEARED",,"4044-296892","61","SUPPLIES","EFT","3165",
"2016","3","2015-12-29T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","ATC HOLDCO","155.87","109172","CLEARED",,"10022353","61","SUPPLIES","EFT","7169",
"2020","5","2020-02-25T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","315","306507","CLEARED",,"S30790","62","CONTRACTUAL SERVICES","EFT","5383",
"2017","1","2016-10-13T00:00:00.000","606652","OTHER SPECIAL EVENTS","6216","RENT AND LEASE PAYMENTS","100","GENERAL","RUFUS MARTINEZ","900","146844","CLEARED",,"10152016","62","CONTRACTUAL SERVICES","PRINT","7037",
"2018","4","2018-01-16T00:00:00.000","161000","PC NETWORK SUPPORT","6212","COMPUTER SOFTWARE/LICENSES","100","GENERAL","TYLER TECHNOLOGIES, INC","71247.22","205170","CLEARED",,"025-209708","62","CONTRACTUAL SERVICES","PRINT","4892",
"2017","6","2017-03-14T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6244","TRAVEL AND TRAINING","100","GENERAL","CENTER FOR AMERICAN AND INTL LAW","1475","165656","CLEARED",,"1012032766","62","CONTRACTUAL SERVICES","PRINT","4285",
"2017","4","2017-01-12T00:00:00.000","210000","POLICE ADMINISTRATION","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","INTER ASSOC OF CHIEFS OF POLICE","150","157125","CLEARED",,"1001231131","62","CONTRACTUAL SERVICES","PRINT","2088",
"2020","11","2020-08-18T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","105.6","328876","CLEARED",,"016249907","61","SUPPLIES","EFT","9245",
"2018","5","2018-02-20T00:00:00.000","204000","FIRE TRAINING","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS, LLC","42.25","210782","CLEARED",,"9339761","61","SUPPLIES","EFT","1434",
"2018","4","2018-01-23T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","15.51","206364","CLEARED",,"40056929-1","62","CONTRACTUAL SERVICES","PRINT","5700",
"2017","7","2017-04-06T00:00:00.000","410532","METER SERVICES","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","61.3","169239","CLEARED",,"8283493488","61","SUPPLIES","EFT","4917",
"2016","10","2016-08-02T00:00:00.000","201000","FIRE OPERATIONS","6241","EQUIPMENT SERVICES CHARGE","100","GENERAL","METRO FIRE APPARATUS SPECIALISTS","250","138239","CLEARED",,"99366-1","62","CONTRACTUAL SERVICES","EFT","2932",
"2019","5","2019-02-19T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","ASSOCIATED SUPPLY CO INC","14.56","258244","CLEARED",,"PSO053313-1","61","SUPPLIES","PRINT","2997",
"2017","7","2017-04-20T00:00:00.000","20327020","2017 C.O. CAP PROJ FIRE","8940","MAJOR CAPITAL OUTLAY","2032","2017 C.O. CAPITAL PROJECTS","CALDWELL AUTOMOTIVE PARTNERS, LTD.","23620","170542","CLEARED",,"HZ282554","64","CAPITAL OUTLAY-MAJOR","PRINT","4177",
"2019","6","2019-03-28T00:00:00.000","410530","WATER AND SEWER ADMINISTRATION","6232","MEMBERSHIPS/DUES/SUBS","4000","WATER SEWER OPERATING","CHARTER COMMUNICATIONS HOLDINGS, LLC","19.67","263486","CLEARED",,"0102553031919","62","CONTRACTUAL SERVICES","PRINT","8237",
"2018","3","2017-12-05T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6211","CRIME LAB FEES","100","GENERAL","COUNTY OF TARRANT","20","200739","CLEARED",,"50349","62","CONTRACTUAL SERVICES","PRINT","4492",
"2016","8","2016-05-10T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","8.89","128223","CLEARED",,"40050300","62","CONTRACTUAL SERVICES","PRINT","5700",
"2016","6","2016-03-29T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6256","DENTAL INS MANAGED CARE (DHMO)","6000","GROUP MEDICAL INSURANCE","CIGNA HEALTH & LIFE INS","5505.52","122507","CLEARED",,"1953586","62","CONTRACTUAL SERVICES","PRINT","386",
"2018","8","2018-06-12T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6101","OFFICE SUPPLIES","100","GENERAL","RODZINA INDUSTRIES, INC.","6.45","223580","CLEARED",,"150017","61","SUPPLIES","PRINT","3906",
"2018","5","2018-02-13T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","209489","CLEARED",,"JP0201180001","62","CONTRACTUAL SERVICES","PRINT","999994",
"2018","4","2018-01-18T00:00:00.000","254000","ANIMAL SERVICES","6200","PROFESSIONAL SERVICES","100","GENERAL","TOWN EAST ANIMAL HOSPITAL","120","206220","CLEARED",,"444","62","CONTRACTUAL SERVICES","PRINT","4799",
"2021","9","2021-06-15T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","160.1","366500","CLEARED",,"4044-528038",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2019","12","2019-09-17T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6080","OTHER PERSONAL SERVICES","100","GENERAL","RUSHMORE CORPORATION","6078.06","286371","CLEARED",,"1019778","60","PERSONAL SERVICES","PRINT","8014",
"2020","2","2019-11-26T00:00:00.000","40217040","W/S 2017 REV BONDS PUB WKS","8930","MINOR CAPITAL OUTLAY","4021","WATER SEWER 2017 REV BONDS","CORE & MAIN LP","4900","295339","CLEARED",,"K849996","63","CAPITAL OUTLAY-MINOR","PRINT","1974",
"2017","2","2016-11-17T00:00:00.000","601000","PARK SERVICES","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","GOOD EARTH CORPORATION, INC","27149.5","150773","CLEARED",,"166415","62","CONTRACTUAL SERVICES","EFT","1551",
"2016","6","2016-03-08T00:00:00.000","501000","LIBRARY NORTH BRANCH","6156","AUDIOVISUAL SUPPLIES","100","GENERAL","BAKER & TAYLOR","754.68","120948","CLEARED",,"B11105730","61","SUPPLIES","EFT","4387",
"2020","10","2020-07-28T00:00:00.000","20367040","2019 C.O. CAP PROJ PUB WKS","8940","MAJOR CAPITAL OUTLAY","2036","2019 C.O. CAPITAL PROJECTS","ARGOS NORTH AMERICA CORP.","862","325252","CLEARED",,"91998991","64","CAPITAL OUTLAY-MAJOR","PRINT","9737",
"2018","2","2017-11-09T00:00:00.000","600000","PARKS AND RECREATION ADMIN","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","2.97","197787","CLEARED",,"3355757426","61","SUPPLIES","EFT","4343",
"2017","3","2017-01-05T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6103","FOOD OR CONCESSIONS","100","GENERAL","CITY OF MESQUITE","38","155013","CLEARED",,"08389","61","SUPPLIES","PRINT","490",
"2018","1","2017-10-19T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","EAST COAST DESIGNS UNLIMITED, LLC","1692","194647","CLEARED",,"12445",,"BALANCE SHEET ACCOUNT","PRINT","7428",
"2017","12","2017-09-29T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","SW INTERNATL TRUCKS INC.","-200","191857","CLEARED",,"D568151",,"BALANCE SHEET ACCOUNT","PRINT","4270",
"2021","11","2021-08-17T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","FORESTRY SUPPLIER, INC.","398.63","374885","CLEARED",,"943178-00",,"BALANCE SHEET ACCOUNT","EFT","1343",
"2017","2","2016-11-10T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6104","CLOTHING/UNIFORM EXPENSE","5500","AIRPORT OPERATING","UNIFIRST HOLDINGS,INC.","36.22","150002","CLEARED",,"8283446638","61","SUPPLIES","EFT","4917",
"2017","6","2017-03-09T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","METRO BATTERY DIST LLC","1304.23","165470","CLEARED",,"161246",,"BALANCE SHEET ACCOUNT","PRINT","6449",
"2018","3","2017-12-05T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","123.76","200784","CLEARED",,"200784",,"BALANCE SHEET ACCOUNT","STALE DATED","999997",
"2016","9","2016-06-07T00:00:00.000","140000","HUMAN RESOURCES ADMIN","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","80.5","131483","CLEARED",,"3303969184","61","SUPPLIES","EFT","4343",
"2017","7","2017-04-18T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","LOWES COMPANIES, INC.","25.09","170254","CLEARED",,"64315-1","62","CONTRACTUAL SERVICES","PRINT","2665",
"2018","10","2018-07-17T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","8.6","230010","CLEARED",,"8283640988","61","SUPPLIES","EFT","4917",
"2017","9","2017-06-20T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","MIDWEST MOTOR SUPPLY CO. INC.","-104.31","178895","CLEARED",,"5651849","61","SUPPLIES","PRINT","2970",
"2017","10","2017-07-06T00:00:00.000","256466","CDBG CODE ENFORCEMENT","6104","CLOTHING/UNIFORM EXPENSE","250","COMMUNITY DEVELOP BLOCK GRANT","UNIFIRST HOLDINGS,INC.","5.23","181516","CLEARED",,"828 3530518","61","SUPPLIES","EFT","4917",
"2020","3","2019-12-19T00:00:00.000","162000","SOFTWARE DEVELOPMENT","6244","TRAVEL AND TRAINING","100","GENERAL","EMPLOYEE EXPENSE","975","298761","CLEARED",,"298761","62","CONTRACTUAL SERVICES","PRINT","999998",
"2016","3","2015-12-17T00:00:00.000","608671","TOWN EAST POOL","6107","CHEM/MED/LAB SUPPLIES","100","GENERAL","SUNBELT POOL SUPPLY","1075","108849","CLEARED",,"18424-1","61","SUPPLIES","EFT","4408",
"2016","12","2016-09-13T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6257","VISION HEALTH CLAIMS","6000","GROUP MEDICAL INSURANCE","EMPLOYEE EXPENSE","200","143256","CLEARED",,"1642","62","CONTRACTUAL SERVICES","PRINT","999998",
"2020","6","2020-03-03T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","72","308183","CLEARED",,"4874116",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2021","2","2020-11-17T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTOZONE, INC.","17.59","339507","CLEARED",,"1533341698",,"BALANCE SHEET ACCOUNT","PRINT","3601",
"2020","7","2020-04-07T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","46.99","312845","CLEARED",,"312845",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2017","5","2017-02-28T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","163466","CLEARED",,"02232017-31","62","CONTRACTUAL SERVICES","PRINT","999994",
"2017","3","2017-01-10T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AMERICAN TIRE DISTRIBUTORS, INC","919.92","155432","CLEARED",,"S084826031","61","SUPPLIES","PRINT","1641",
"2016","11","2016-09-01T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","JUROR PAYMENTS","6","141217","CLEARED",,"08182016-22","62","CONTRACTUAL SERVICES","STALE DATED","999999",
"2016","12","2016-09-13T00:00:00.000","601000","PARK SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","141.95","142927","CLEARED",,"8283427393","61","SUPPLIES","EFT","4917",
"2017","10","2017-07-13T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","257.7","182088","CLEARED",,"245545161","62","CONTRACTUAL SERVICES","EFT","2433",
"2021","8","2021-05-25T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","ENCON SYSTEMS, INC","227.79","363978","CLEARED",,"89112","62","CONTRACTUAL SERVICES","PRINT","1152",
"2016","8","2016-05-12T00:00:00.000","410530","WATER AND SEWER ADMINISTRATION","6200","PROFESSIONAL SERVICES","4000","WATER SEWER OPERATING","ROSARIO F WELLE","70","128643","CLEARED",,"2558","62","CONTRACTUAL SERVICES","PRINT","5127",
"2021","10","2021-07-08T00:00:00.000","100","GENERAL","1105","INVENTORY - GASOLINE","100","GENERAL","U.S. VENTURE, INC.","6963.31","369926","CLEARED",,"202102905596",,"BALANCE SHEET ACCOUNT","PRINT","9931",
"2021","9","2021-06-10T00:00:00.000","602610","GOLF COURSE","6140","GOLF PRO SHOP MERCHANDISE","5600","GOLF COURSE","CALLAWAY GOLF SALES CO.","1031.87","366436","CLEARED",,"932673094","61","SUPPLIES","PRINT","245",
"2018","8","2018-05-08T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","505.46","220830","CLEARED",,"D600360","61","SUPPLIES","PRINT","4270",
"2021","3","2020-12-10T00:00:00.000","607000","ATHLETICS PROGRAMS","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","161.17","344007","CLEARED",,"2869057-3 OCT","62","CONTRACTUAL SERVICES","PRINT","6276",
"2020","9","2020-07-02T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","LPT INC.","228","323317","CLEARED",,"48415","62","CONTRACTUAL SERVICES","PRINT","9955",
"2018","4","2018-01-29T00:00:00.000","100","GENERAL","2095","A/P STATE TRAFFIC FEE 9/03","100","GENERAL","COMPTROLLER PUBLIC ACCTS","59149.52","207571","CLEARED",,"2017Q4-StCrimFees",,"BALANCE SHEET ACCOUNT","WIRE","612",
"2016","10","2016-07-19T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTOZONE, INC.","3800","136166","CLEARED",,"1533967011","61","SUPPLIES","PRINT","3601",
"2018","5","2018-02-13T00:00:00.000","100000","CITY COUNCIL","6244","TRAVEL AND TRAINING","100","GENERAL","AMERICAN EXPRESS TRAVEL RELATED SERVICES","2581.11","209323","CLEARED",,"CK01282018AMEX","62","CONTRACTUAL SERVICES","PRINT","1469",
"2018","8","2018-05-08T00:00:00.000","410534","WASTEWATER COLLECTION","6233","ELECTRICITY","4000","WATER SEWER OPERATING","GEXA ENERGY LP","1870.09","221171","CLEARED",,"25365626-4","62","CONTRACTUAL SERVICES","PRINT","6276",
