"certifyingagent","certno","primaryscope","operationname","physicaladdress","zipcode","county","productsproduced","location_1"
"Quality Assurance International",,"HANDLING","UNFI-Dayville Division","260 Lake Rd.","06239"," Dayville"," Beans - Baked Beans Maple & Onion, Beans - Black Beans, Beans - Cannellini Beans, Beans - Classic Baked Beans, Beans - Garbanzo Beans, Beans - Great Northern Beans, Beans - Kidney Beans, Beans - Pinto Beans, Beans - Pinto Refried Beans, Beans - Ranchero Chili Beans, Beans - Vegetarian Black Bean Refried Beans, Bevarages - Breakfast Blend Single-Cup Coffee, Bevarages - Chinese Green Single-Cup Tea, Bevarages - Classic Unsweetened Coconut Milk, Bevarages - Coconut Water Coffee, Bevarages - Earl Grey Single-Cup Tea, Bevarages - English Breakfast Single-Cup Tea, Bevarages - French Roast Single-Cup Coffee, Bevarages - Light Unsweetened Coconut Milk, Bevarages - Medium Blend Decaf Single-Cup Coffee, Beverages - Coconut Water Dark Chocolate, Beverages - Coconut Water Original, Beverages - Rice Non-Dairy Beverage Original, Beverages - Rice Non-Dairy Beverage Vanilla, Beverages - Soy Non-Dairy Beverage Chocolate, Beverages - Soy Non-Dairy Beverage Original, Beverages - Soy Non-Dairy Beverage Vanilla, Broth - Flavored Beef Broth, Broth - Flavored Beef Broth- Low Sodium, Broth - Free Range Chicken Broth, Broth - Free Range Chicken Broth- Low Sodium, Broth - Savory Vegetable Broth, Broth - Savory Vegetable- Low Sodium, Cacao Nibs (non retail), Canned Goods - Black Beans, Canned Goods - Cheese Ravioli in Tomato Sauce, Canned Goods - Crushed Tomatoes in Tomato Puree, Canned Goods - Crushed Tomatoes with Basil in Tomato Puree, Canned Goods - Cut Green Beans, Canned Goods - Diced Tomatoes in Juice, Canned Goods - Diced Tomatoes in Juice Unsalted, Canned Goods - Diced Tomatoes Italian, Canned Goods - Garbanzo Beans, Canned Goods - Green Sweet Peas, Canned Goods - Kidney Beans, Canned Goods - Pinto Beans, Canned Goods - Spaghetti Rings Pasta in Tomato Sauce, Canned Goods - Tomato Paste, Canned Goods - Tomato Sauce, Canned Goods - Tomato Sauce Unsalted, Canned Goods - Whole Kernel Sweet Corn, Canned Goods - Whole Tomatoes Peeled in Juice, Cereals - Bran Plus Cereal, Cereals - Cinnamon Crunch Cereal, Cereals - Golden Rice Crisp Cereal, Cereals - Honey Nut O's Cereal, Cereals - Instant Apple Cinnamon Oatmeal, Cereals - Instant Maple Brown Sugar Oatmeal, Cereals - Instant Oatmeal, Cereals - Instant Original Oatmeal, Cereals - Instant Variety Pack Oatmeal, Cereals - Irish Style Oatmeal, Cereals - Oat Bran, Cereals - Raisin Bran Cereal, Cereals - Toasted O's Cereal, Cereals - Wheat Squares Cereal, Cereals - Whole Grain Oat & Honey Organic Granola, Cheese - Baby Swiss Cheese Slices, Cheese - Blue Cheese Crumbles, Cheese - Feta Cheese, Cheese - Feta Cheese Crumbles, Cheese - Grated Parmesan Cheese, Cheese - Havarti Cheese Slices, Cheese - Light String Cheese, Cheese - Mild Cheddar Cheese Bar, Cheese - Mild Cheddar Cheese Slices, Cheese - Monterey Jack Cheese Bar, Cheese - Part-Skim Mozzarella Cheese Bar, Cheese - Provolone Cheese Slices, Cheese - Raw Milk Mild Cheddar Cheese Bar, Cheese - Raw Milk Sharp Cheddar Cheese Bar, Cheese - Raw Milk Wisconsin Jack-Style Cheese Bar, Cheese - Sharp Cheddar Cheese Bar, Cheese - Shredded Mild Cheddar & Monterey Jack Cheese, Cheese - Shredded Mild Cheddar Cheese, Cheese - Shredded Parmesan Cheese, Cheese - Shredded Part-Skim Mozzarella Cheese, Cheese - String Cheese, Chocolate Products - Baker's Cocoa, Chocolate Products - Chocolate Syrup, Chocolate Products - Chocolaty Chocolate Mix, Chocolate Products - Cocoa Powder, Chocolate Products - Dark Chocolate Chips, Chocolate Products - Non-Dairy Chocolate Mix, Coconut Oil, Condiments - Dijon Mustard, Condiments - Jalapeno Relish, Condiments - Mayonnaise, Condiments - Sauerkraut, Condiments - Stoneground Mustard, Condiments - Tomato Ketchup, Condiments - Yellow Mustard, Cookies - Chocolate Chip Cookies, Cookies - Chocolate Cream Cookies, Cookies - Vanilla Cream Cookies, Cookies - Wildlife Friends Cocoa Chip Cookies, Cookies - Wildlife Friends Vanilla Cookies, Crackers - Golden Round Crackers, Crackers - Toasted Wheat Squares, Crackers - Traditional Water Crackers, Creamed Wildflower Honey, Dairy Products - Fat Free Skim Milk, Dairy Products - Lowfat Milk, Dairy Products - Reduced Fat Milk, Dairy Products - Salted Butter, Dairy Products - Unsalted Butter, Dairy Products - Whole Milk, Dressings - Balsamic Vinaigrette, Dressings - Balsamic Vinaigrette Dressing, Dressings - Balsamic Vinegar, Dressings - Chipotle Ranch, Dressings - Classic Creamy Italian Dressing, Dressings - French Dressing, Dressings - Goddess Dressing, Dressings - Green Goddess Dressing, Dressings - Italian Dressing, Dressings - Lemon Tahini Dressing, Dressings - Poppy Seed Dressing, Dressings - Ranch Dressing, Dressings - Sesame Ginger Dressing, Frozen Entrée - Basil- Asiago & Pine Nut Pesto Ravioli, Frozen Entrée - Basil- Asiago & Pine Nuts Ravioli, Frozen Entrée - Butternut Squash Ravioli, Frozen Entrée - Creamy Artichoke & Olive Ravioli, Frozen Entrée - Farfalle Pasta Primavera, Frozen Entrée - Feta Hazelnut Ravioli with Butternut Squash, Frozen Entrée - Four Cheese Ravioli, Frozen Entrée - Four Cheese Tortelloni, Frozen Entrée - Garlic & Basil Gnocchi, Frozen Entrée - Garlic & Mozzarella Ravioli, Frozen Entrée - Garlic & Roasted Veggies Ravioli, Frozen Entrée - Garlic Gorgonzola Ravioli with Spinach Pasta, Frozen Entrée - Italian Cheese Mini Ravioli, Frozen Entrée - Itsy Bitsy Cheese Ravioli, Frozen Entrée - Lasagna, Frozen Entrée - Lasagna with Sauce, Frozen Entrée - Manicotti, Frozen Entrée - Manicotti with Sauce, Frozen Entrée - Mediterranean Garlic & Herb Ravioli, Frozen Entrée - Penne Pasta in Vodka Sauce, Frozen Entrée - Pierogies filled with Potato & Onion, Frozen Entrée - Pierogies filled with Potato- Onion & Cheddar, Frozen Entrée - Port & Porcini Mushroom Tortelloni, Frozen Entrée - Ravioli filled with Ricotta- Mozzarella- Romano & Asagio Cheese, Frozen Entrée - Spinach & Cheese Ravioli, Frozen Entrée - Spinach & Ricotta Ravioli, Frozen Entrée - Spinach Florentine Ravioli, Frozen Entrée - Stuffed Shells, Frozen Entrée - Stuffed Shells with Sauce, Frozen Entrée - Wild Chanterelle Mushroom Ravioli, Frozen Fruit - Bananas, Frozen Fruit - Blackberries, Frozen Fruit - Dark Sweet Cherries, Frozen Fruit - Fiber Fruit Blend, Frozen Fruit - Mangos, Frozen Fruit - Mixed Berries, Frozen Fruit - Papaya Chunks, Frozen Fruit - Peach Slices, Frozen Fruit - Pineapple Chunks, Frozen Fruit - Pomegranate Kernels, Frozen Fruit - Red Raspberries, Frozen Fruit - Tropical Fruit Blend, Frozen Fruit - Whole Strawberries, Frozen Fruit - Wild Blueberries, Frozen Vegetables - Baby French Beans, Frozen Vegetables - Broccoli & Cauliflower Mix, Frozen Vegetables - Broccoli Florets, Frozen Vegetables - Brussel Sprouts, Frozen Vegetables - Cauliflower Blend with Broccoli & Carrots, Frozen Vegetables - Cauliflower Florets, Frozen Vegetables - Chopped Kale, Frozen Vegetables - Chopped Spinach, Frozen Vegetables - Crinkle Cut Oven Fries, Frozen Vegetables - Cut Green Beans, Frozen Vegetables - Cut Spinach, Frozen Vegetables - Edemame Shelled, Frozen Vegetables - Edemame Whole Pods, Frozen Vegetables - Green Peas, Frozen Vegetables - Grilled Eggplant, Frozen Vegetables - Grilled Red Peppers, Frozen Vegetables - Grilled Zucchini, Frozen Vegetables - Lima Beans, Frozen Vegetables - Mixed Mushrooms, Frozen Vegetables - Mixed Vegetables, Frozen Vegetables - Mixed Veggie Ratatouille, Frozen Vegetables - Peas and Carrots, Frozen Vegetables - Petite Peas, Frozen Vegetables - Shitake Mushrooms, Frozen Vegetables - Shredded Hashbrowns, Frozen Vegetables - Steamable Cut Green Beans, Frozen Vegetables - Steamable Green Peas, Frozen Vegetables - Steamable Mixed Vegetables, Frozen Vegetables - Steamable Supersweet Corn, Frozen Vegetables - Sugar Snap Peas, Frozen Vegetables - Supersweet Cut Corn, Frozen Vegetables - Supersweet White Corn, Frozen Vegetables - Tastee Taters, Frozen Vegetables - Tri-Color Peppers, Frozen Vegetables - Whole Baby Asparagus, Fruit - Apple Sauce, Fruit - Cinnamon Applesauce, Fruit - Diced Peaches, Fruit - Diced Peaches & Pears, Fruit - Diced Pears, Grain Derived Products - Chilean Quinoa Blend, Grain Derived Products - Couscous, Grain Derived Products - Curried Quinoa Blend, Grain Derived Products - Fusilli Brown Rice & Quinoa Blend, Grain Derived Products - Red Pepper & Currant Quinoa Blend, Grain Derived Products - Reduced Sodium Tabouli Salad, Grain Derived Products - Reduced Sodium Tabouli Salad (Bulk), Grain Derived Products - Tabouli Salad, Grain Derived Products - Whole Wheat Couscous, Grains - 5 Grain Medley, Grains - Rice & Quinoa, Grains - Three Rice Blend, Grains - White Quinoa, Granola - Cinnamon Flax Granola, Granola - Honey Oat Granola, Granola - Vanilla Blueberry Granola, Herbs & Spices - Wild Capers, Juice - Apple Cranberry Juice, Juice - Apple Juice, Juice - Concord Grape Juice, Juice - Cranberry Juice, Juice - Fruit Punch, Juice - Tart Cherry Juice, Mangoes, Nut Butters - Almond Butter Crunchy Unsalted, Nut Butters - Almond Butter Smooth Unsalted, Nut Butters - Classic Peanut Butter Crunchy Salted, Nut Butters - Classic Peanut Butter Smooth Salted, Nut Butters - Crunchy & Salted Peanut Butter, Nut Butters - Crunchy & Unsalted Peanut Butter, Nut Butters - Easy Spread Peanut Butter- Crunchy, Nut Butters - Easy Spread Peanut Butter- Crunchy/Unsalted, Nut Butters - Easy Spread Peanut Butter- Smooth, Nut Butters - Easy Spread Peanut Butter- Smooth/Unsalted, Nut Butters - Lightly Toasted Almond Butter- Unsalted, Nut Butters - Peanut Butter Crunchy Salted, Nut Butters - Peanut Butter Crunchy Salted Spreadable, Nut Butters - Peanut Butter Crunchy Unsalted, Nut Butters - Peanut Butter Crunchy Unsalted Spreadable, Nut Butters - Peanut Butter Smooth Salted, Nut Butters - Peanut Butter Smooth Salted Spreadable, Nut Butters - Peanut Butter Smooth Unsalted, Nut Butters - Peanut Butter Smooth Unsalted Spreadable, Nut Butters - Sesame Tahini Unsalted, Nut Butters - Smooth & Unsalted Peanut Butter, Nut Butters - Sunflower Butter- Lightly Sweetened- Salted, Nut Butters - Sunflower Butter- Unsweetened- Unsalted, Nut Butters - Unsalted Tahini, Nuts - Brazil Nuts, Nuts - Pecan Halves, Oils - Canola Oil Cooking Spray, Oils - Coconut Oil, Oils - Coconut Oil, Oils - Coconut Oil- Refined, Oils - Coconut Oil- Virgin- Unrefined, Oils - Extra Virgin Olive Oil, Oils - Extra Virgin Olive Oil Cooking Spray, Oils - Spanish Olive Oil, Oils - Sunflower Oil, Olive - Green Pitted Olives with Herbs, Olives - Green Olives Herbs, Olives - Green Olives Sliced Lemon, Olives - Kalamata Olives Pitted, Olives - Kalamata Olives Whole, Olives - Kalamata Pitted Olives with Cumin, Olives - Mixed Party Olives Marinated, Olives - Ripe Black Olives Pitted, Olives - Ripe Black Olives Whole, Olives - Stuffed Green Olives Almonds, Olives - Stuffed Green Olives Garlic, Olives - Stuffed Green Olives Jalapeno Peppers, Olives - Stuffed Green Olives Red Peppers, Pasta - Asian Vegetable Ramen, Pasta - Brown Rice Elbows, Pasta - Brown Rice Fettuccine, Pasta - Brown Rice Fusilli, Pasta - Brown Rice Kid's Mix Pasta, Pasta - Brown Rice Penne, Pasta - Brown Rice Spaghetti, Pasta - Butternut Squash Ravioli, Pasta - Capellini Angel Hair, Pasta - Capellini Angel Hair (durum wheat semolina), Pasta - Deluxe Mild Cheddar Macaroni & Cheese, Pasta - Deluxe Mild Cheddar Shells & Cheese, Pasta - Deluxe White Cheddar Macaroni & Cheese, Pasta - Elbows (durum wheat semolina), Pasta - Farfalle Bow Ties, Pasta - Fine Udon Pasta, Pasta - Fusilli (durum wheat semolina), Pasta - Garlic Pepper Ramen, Pasta - Lasagna, Pasta - Lemongrass Ginger Ramen, Pasta - Linguine (durum wheat semolina), Pasta - Mushroom Ramen, Pasta - Penne Rigate (durum wheat semolina), Pasta - Ramen Noodles, Pasta - Reduced Sodium Asian Vegetable Ramen, Pasta - Reduced Sodium Garlic Pepper Ramen, Pasta - Reduced Sodium Tofu Miso Ramen, Pasta - Round Udon Pasta, Pasta - Seaweed Ramen, Pasta - Soba Pasta, Pasta - Soba Ramen, Pasta - Somen Pasta, Pasta - Spaghetti (durum wheat semolina), Pasta - Tofu and Miso Ramen, Pasta - Traditional Elbow Macaroni, Pasta - Traditional Fusilli, Pasta - Traditional Linguine, Pasta - Traditional Penne Rigate, Pasta - Traditional Spaghetti, Pasta - Udon Pasta, Pasta - Whole Wheat Four Cheese Ravioli, Pasta - Whole Wheat Fusilli, Pasta - Whole Wheat Linguine, Pasta - Whole Wheat Penne Rigate, Pasta - Whole Wheat Pipe Rigate, Pasta - Whole Wheat Spaghetti, Pasta - Whole Wheat Wild Mushroom & Cheese Ravioli, Pasta - Wide Udon Pasta, Pickled Baby Carrots, Pickles - Kosher Baby Dill Pickles, Pickles - Kosher Dill Pickle Planks, Pickles - Kosher Dill Pickle Spears, Pickles - Kosher Sliced Dill Pickles, Pickles - Kosher Whole Dill Pickles, Pickles - Sweet Bread & Butter Pickles, Pickles - Sweet Relish, Pretzels - Mini Rod Pretzels, Pretzels - Mini Twist Pretzels, Pretzels - Skinny Stick Pretzels, Raw Wildflower Honey, Red Raspberries, Salsas - Black Bean & Corn Salsa- Medium, Salsas - Double Fire Roasted Salsa- Medium, Salsas - Garlic Cilantro Salsa- Mild, Salsas - Hot Salsa, Salsas - Jalapeno Lime Salsa- Hot, Salsas - Medium Fire-Roasted Garlic Salsa, Salsas - Medium Salsa, Salsas - Mild Salsa, Salsas - Roasted Garlic Salsa, Salsas - Tomato Cilantro Salsa- Medium, Sauce - BBQ Sauce Chipotle, Sauce - BBQ Sauce Hickory, Sauce - BBQ Sauce Original, Sauce - Creamy Vodka Pasta Sauce, Sauce - Garden Vegetable Pasta Sauce, Sauce - Garlic & Basil Pasta Sauce, Sauce - Garlic & Chanterelle Mushroom Pasta Sauce, Sauce - Garlic & Merlot Pasta Sauce, Sauce - Italian Herb Pasta Sauce, Sauce - Jellied Cranberry Sauce, Sauce - Marinara Pasta Sauce, Sauce - Olive & Asiago Pasta Sauce, Sauce - Pizza Sauce, Sauce - Port & Asiago Pasta Sauce, Sauce - Portobello Mushroom Pasta Sauce, Sauce - Roasted Garlic Pasta Sauce, Sauce - Spicy Arrabbiata Pasta Sauce, Sauce - Tomato Basil Pasta Sauce, Sauce - Traditional Marinara Pasta Sauce, Sauce - Whole Cranberry Sauce, Seeds - Flax Seed, Snack Bars - Almond Cranberry Coconut Bars, Snack Bars - Almond Quinoa Fruit & Nut Bar, Snack Bars - Apple Multi-Grain, Snack Bars - Blueberry Multi-Grain, Snack Bars - Cashew Chia Fruit & Nut Bar, Snack Bars - Chocolate Cherry Coconut Bar, Snack Bars - Chocolate Crispy Rice Snack Bars, Snack Bars - Mixed Berry Multi-Grain, Snack Bars - Original Coconut Bar, Snack Bars - Strawberry Multi-Grain, Snack Bars - Vanilla Crispy Rice Snack Bars, Snack Foods - Almonds, Snack Foods - Banana Chips Sweetened, Snack Foods - Black Mission Figs, Snack Foods - Blue Corn Tortilla Chips, Snack Foods - Brown Rice Cakes Dulse, Snack Foods - Brown Rice Cakes Millet, Snack Foods - Brown Rice Cakes Multi-Grain No Salt, Snack Foods - Brown Rice Cakes Multi-Grain Salted, Snack Foods - Brown Rice Cakes No Salt, Snack Foods - Brown Rice Cakes Sea Salt, Snack Foods - Brown Rice Cakes Seaweed, Snack Foods - Calmyrna Figs, Snack Foods - Campfire Trail Mix, Snack Foods - Cashew Pieces, Snack Foods - Cashews Large Whole, Snack Foods - Cashews Whole Large Roasted and Salted, Snack Foods - Coconut Medium Shredded, Snack Foods - Cranberries Sweetened, Snack Foods - Crystallized Ginger with Raw Sugar, Snack Foods - Dark Chocolate Almonds, Snack Foods - Dark Chocolate Almonds with Evaporated Cane Juice, Snack Foods - Dark Chocolate Raisins, Snack Foods - Dark Chocolate Raisins with Evaporated Cane Juice, Snack Foods - Diced Apples, Snack Foods - Goji Berries, Snack Foods - Goji Berry Power Mix, Snack Foods - Jumbo Flame Raisins Seedless Canister, Snack Foods - Jumbo Thompson Raisins Seedless Canister, Snack Foods - Mango Slices, Snack Foods - Medjool Dates California Unpitted, Snack Foods - Microwave Popcorn Butter Flavor, Snack Foods - Microwave Popcorn Butter Flavor 100 calories, Snack Foods - Microwave Popcorn Butter Flavor- Mini Packs, Snack Foods - Microwave Popcorn Light Butter Flavor, Snack Foods - Microwave Popcorn Salt, Snack Foods - Microwave Popcorn Salted, Snack Foods - Microwave Popcorn Salted- Mini Packs, Snack Foods - Milk Chocolate Almonds, Snack Foods - Milk Chocolate Raisins, Snack Foods - Multigrain Tortilla Chips, Snack Foods - Pinenuts, Snack Foods - Pistachios Dry Roasted and Salted, Snack Foods - Pistachios Dry Roasted Unsalted, Snack Foods - Pistachios Roasted No Salt, Snack Foods - Pitted Prunes, Snack Foods - Prunes Pitted, Snack Foods - Pumpkin Seeds, Snack Foods - Raw Almonds, Snack Foods - Rice Bites dipped in Dark Chocolate, Snack Foods - Rice Bites dipped in Milk Chocolate, Snack Foods - Rice Bites dipped in Strawberry Yogurt, Snack Foods - Rice Crackers Asian Fusion Tamari, Snack Foods - Rice Crackers Black Sesame Tamari, Snack Foods - Rice Crackers No Salt, Snack Foods - Rice Crackers Sea Salt, Snack Foods - Roasted Pistachios Salt Free, Snack Foods - Sesame Seeds Hulled, Snack Foods - Sundried Thompson Raisins, Snack Foods - Sunflower Seeds Hulled, Snack Foods - Sunset Trail Mix, Snack Foods - Sweet Potato Tortilla Chips, Snack Foods - Sweetened Cranberries, Snack Foods - Tamari Pumpkin Seeds, Snack Foods - Tamari Sunflower Seeds, Snack Foods - Thompson Raisins, Snack Foods - Thompson Select Raisins Seedless Canister, Snack Foods - Turkish Apricots, Snack Foods - Walnuts Halves and Pieces, Snack Foods - Yellow Corn Tortilla Chips, Soup - Chicken Chili Mild with Beans, Soup - Chicken Chili Spicy with Beans, Soup - Vegetarian Chili Mild, Soup - Vegetarian Chili Spicy, Soy Products - Extra Firm Tofu, Soy Products - Firm Tofu, Soy Products - Reduced Sodium Shoyu Soy Sauce, Soy Products - Shoyu Soy Sauce, Soy Products - Tamari Soy Sauce, Spaghetti Brown Rice & Quinoa Blend, Spice Blends - Herbamare Asian Blend, Spice Blends - Herbamare Fish & Seafood Blend, Spice Blends - Herbamare Italian Blend, Spice Blends - Herbamare Original, Spice Blends - Herbamare Sodium Free, Spice Blends - Trocomare, Spreads - Apricot Fruit Spread, Spreads - Black Cherry Preserves, Spreads - Blackberry Preserves, Spreads - Blueberry Fruit Spread, Spreads - Mixed Berry Fruit Spread, Spreads - Orange Marmalade, Spreads - Peach Apricot Preserves, Spreads - Pink Grapefruit Marmalade, Spreads - Pomegranate Raspberry Preserves, Spreads - Raspberry Fruit Spread, Spreads - Raspberry Preserves, Spreads - Strawberry Fruit Spread, Spreads - Strawberry Preserves, Spreads - White Fig Preserves, Spreads - Wild Berry Preserves, Starch - Corn Starch, Sweeteners - Brown Sugar, Sweeteners - Honey, Sweeteners - Light Brown Sugar, Sweeteners - Powdered Sugar, Sweeteners - Pure Cane Sugar, Sweeteners - Turbinado Sugar, Sweeteners - Whole Cane Sugar, Syrup - Maple Syrup Grade B, Tomatoes - Sundried Tomatoes, Tomatoes - Sundried Tomatoes in Olive Oil, Tortillas - Whole Wheat Flour Tortilla, Various - Stuffed Grape Leaves Vegetarian Dolmas, Various - Whole Caperberries, Various Products Previously Packaged by Certified Vendors - See UNFI Website, Vegetables - Fire Roasted Red & Yellow Peppers, Vegetables - Fire Roasted Red Peppers, Vinegar - Apple Cider Vinegar, Vinegar - Balsamic Vinegar, Vinegar - Red Wine Vinegar, Yeast","260 Lake Rd.
Dayville, CT 06239
(41.864536, -71.908676)"
"Baystate Organic Certifiers","7020","CROPS","Haider Farm","2 Doctor Nott Rd.","06254"," Franklin"," Seedlings, Strawberries, Vegetables","2 Doctor Nott Rd.
Franklin, CT 06254
(41.608003, -72.146574)"
"Quality Assurance International",,"HANDLING","OSF Flavors, Inc.","40 Baker Hollow Road","06095"," Windsor"," 1083B(O) Peanut Butter Nat WONF, 1097B(O) Vanilla Nat WONF, 1099B(O) Chocolate Nat WONF, 1191B(O) Mango Type Nat Flavor, 1325B(O) Berry Nat WONF Flavor, 1426B(O) PDR Chocolate Nat WONF, 1455B(O) Coffee Nat WONF, 1537A(O) Organic Flavor Mocha Cappuccino Nat WONF, 1671B(O) Coffee Nat WONF, 1701B(O) Coffee Nat WONF, 1746A(O) Acai Type Nat Flavor, 1790B(O) Chocolate Nat WONF, 2110A(O) Vanilla Type Nat Flavor, 2140A(O) Ginger Nat Flavor, 2360A(O) Grape Type Natural Flavor, 2365A(O) Coconut Type Natural Flavor, 2367A(O) Blueberry Type Natural Flavor, 2388A(O) Pomegranate Type Natural Flavor, 2400(O) Lemon Nat WONF, 2534A(O) Milk Type Natural Flavor, 2773A(O) Peach Type Natural Flavor, 3000A(O) Raspberry Natural Flavor WONF, 3001A(O) Raspberry Natural Flavor WONF, 3052A(O) Flavor Masking Agent Natural, 3163A(O) Chicken Type Vegetarian Flavor, 3248(O) Cream Type Natural Flavor, 3271A(O) Fruit Punch Natural Flavor WONF, 4051A(O) Organic Flavor Strawberry Type Natural WONF, 4225(O) Blood Orange Type Natural Flavor, 4427A(O) Vanilla Natural Flavor WONF, 4993(O) Raspberry Type Natural Flavor PDR, 5627(O) Madagascar Bourbon Vanilla Extract (2X), 5961A(O) Watermelon Nat WONF, 6134(O) Organic Flavor Caramel NAT WONF, 6273A(O) PDR Coffee Nat WONF, 6946A(O) Orange Natural Flavor WONF, 6959A(O) Organic Flavor Mocha Cappuccino Nat WONF PDR, 7473(O) Lemon Type Natural Flavor, 7528A(O) PDR- Bitter Masker Natural Flavor, 7593(O) Flavor Peanut Butter WONF, 7835A(O) Strawberry Natural Flavor WONF, 7988(O) Organic Flavor Vanilla NAT WONF, 8024(O) Organic Flavor Caramel NAT, 8372A (O) Chocolate Natural Flavor WONF- PDR, 8387(O) Lemon Natural Flavor WONF, 8405A(O) Lime Natural Flavor WONF, 8410A(O) Pomegranate Type Natural Flavor, 8412(O) Citrus Natural WONF Flavor, 8412A(O) Chocolate Natural Flavor WONF PDR, 8418A(O) Blueberry Type Natural Flavor, 8454(O) Blackberry Nat Flavor WONF, 8477A(O) Berry Type Flavor Nat- PDR, 8478A(O) Berry Type Flavor Nat- PDR, 8554A(O) Berry Type Nat Flavor, 8727A(O) Crème Natural Flavor WONF, 8752A(O) Vanilla Chai Natural Flavor WONF, 8765A(O) Vanilla Nat WONF, 8835A(O) Lime Natural WONF Flavor, 8840A(O) Brown Sugar Type Natural Flavor, 8858(O) Milk Type Natural Flavor, 8956(O) Cranberry Natural Flavor WONF, 9217A(O) Orange Natural Flavor WONF, 9221A(O) Dragonfruit Type Natural Flavor, 9444A(O) Pea Protein Masker Natural Flavor, 9504A(O) Coconut Type Natural Flavor, 9569(O) Organic Flavor Chocolate Natural Flavor WONF, 9620A(O) Strawberry Crème Nat WONF, 9984A(O) Pineapple Type Nat","40 Baker Hollow Road
Windsor, CT 06095
(41.870617, -72.69238)"
"Baystate Organic Certifiers","3075","CROPS","White Gate Farm","83 Upper Pattagansett Rd.","06333"," East Lyme"," Berries, Flowers, Herbs, Vegetables ","83 Upper Pattagansett Rd.
East Lyme, CT 06333
(41.375663, -72.224302)"
"Quality Assurance International",,"HANDLING","Freeline Organic Food USA LLC","46 Colony Road","06880"," Westport"," Canola Meal, Canola Oil, Safflower Oil, Sunflower Meal, Sunflower Oil","46 Colony Road
Westport, CT 06880
(41.148784, -73.335488)"
"CCOF Certification Services, LLC",,"HANDLING","Natural Sourcing, LLC","341 Christian St.","06478"," Oxford"," Aloe Vera, Beeswax, Cocoa Butter, Cocoa Liquor, Cocoa Powder, Coconut, Essential Oil, Extracts, Flour, Fruit Powder, Glycerine, Herbs, Herbs & Spices, Honey, Hydrosol, Jojoba, Meals, Mint, Oatmeal, Oils, Personal Care, Sea Vegetables, Seed Butter, Shea Butter, Soap, Soy Products, Sugar, Super Critical CO2 Extracts, Vinegar, Wax","341 Christian St.
Oxford, CT 06478
(41.484709, -73.140651)"
"Baystate Organic Certifiers","3074","CROPS","Waldingfield Farm, Inc.","24 East St.","06793"," Washington"," Herbs, Melons, Seedlings, Vegetables","24 East St.
Washington, CT 06793
(41.635966, -73.284654)"
"Baystate Organic Certifiers",,"CROPS","Sun One Organic Farm","50 Maddox Rd","06751"," Bethlehem"," Berries, Flowers, Hay Straw, Herbs, Vegetables ","50 Maddox Rd
Bethlehem, CT 06751
(41.630832, -73.183177)"
"Quality Assurance International",,"HANDLING","American Distilling, Inc.","31 East High Street","06424"," East Hampton"," Witch Hazel Astringent, Witch Hazel Extract","31 East High Street
East Hampton, CT 06424
(41.584252, -72.501168)"
"Baystate Organic Certifiers","12065","HANDLING","Lesser Evil","18 Finance Dr","06810"," Danbury"," Popcorn Snacks","18 Finance Dr
Danbury, CT 06810
(41.410539, -73.422316)"
"Quality Assurance International",,"HANDLING","Two Roads Brewing Co.","1700 Stratford Ave.","06615"," Stratford"," Amber Ale, Citrus Saison Ale, Espresso Amber Ale, Fall Summit Ale, Fresh Cut Pilsner, Ginger Saison Ale, Happy Hour, Holiday Saison Ale, Hop Blanc Ale, Hop Harvest Oktoberfest Lager, Hop Noir Ale, India Pale Ale, King Crimson Ale, Nut Brown Ale, Oak Aged Mocha Stout, Pale Ale, Pomegranate Wheat Ale, Spring Simcoe Ale, Summer Session Ale, Super Fresh Pilsner, The Maple Collaboration, Winter Session Ale","1700 Stratford Ave.
Stratford, CT 06615
(41.18531, -73.142267)"
"Quality Assurance International",,"HANDLING","Nuovo Pasta Productions, Ltd.","1330 Honeyspot Road Extension","06615"," Stratford"," Beet- Spinach- & Goat Cheese Ravioli, Butternut Squash Ravioli (515830), Classic Cheese Tortellini (512513), Four Cheese Sacchetti (513500), Garlic & Herb Ravioli (515965), Goat Cheese & Roasted Tomato Ravioli (198785), Italian Cheese Ravioli (515813), Kale & Tuscan White Bean Ravioli (195970), Mac N Cheesy Rays, Mac N Cheezy Fun Ravs (719700), Roasted Pumpkin Pasta Purse (193540), Spinach & Cheddar Tortellini (192519), Spinach & Cheese Tortellini (512519), Spinach & Mozzarella Ravioli (515919)","1330 Honeyspot Road Extension
Stratford, CT 06615
(41.170188, -73.152728)"
"Baystate Organic Certifiers","5117","CROPS","Two Guys From Woodbridge LLC","4066 Whitney Ave.","06518"," Hamden"," Lettuce, Microgreens, Wheatgrass Herbs","4066 Whitney Ave.
Hamden, CT 06518
(41.441041, -72.910678)"
"Baystate Organic Certifiers","3002","CROPS","New England Seed Company","3580 Main St.","16120"," Hartford"," Seeds ","3580 Main St.
Hartford, CT 16120
(41.800394, -72.661361)"
"Quality Assurance International",,"HANDLING","Thompson Brands","80 South Vine St.","06451"," Meriden"," Adora Calcium Supplement Made with Organic Dark Chocolate, Adora Calcium Supplement Made with Organic Milk Chocolate","80 South Vine St.
Meriden, CT 06451
(41.538266, -72.819834)"
