"fiscal_year","type","applicant","address","municipality","county","zip_code","project","closing_date","funding_source","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","location_1"
"2013","Infrastructure Project","Branford, Town of","1019 Main Street","Branford","New Haven","06405","Branford Green Pedestrian Access 2011","2012-08-08T00:00:00.000","STEAP","$   150,000","$   - 0","$   150,000","$   150,000","$   - 0","POINT (-72.811411 41.281558)"
"2021.0",,"Granby, Town of","113 Simsbury Road","Granby",,"06090","Holcomb Farm","2021-05-06T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   290,400","$   162,195","POINT (-72.837667 41.949032)"
"2016.0","Infrastructure Project","Prospect, Town of","36 Center Street","Prospect","New Haven","06712","Center Street & Columbia Avenue Sidewalk Improvements","2015-12-14T00:00:00.000","STEAP","$   125,000",,"$   125,000","$   135,000","$   10,000","POINT (-72.97871 41.503173)"
"2021.0",,"Stafford, Town of","30 Olympic Ave","Stafford",,"06076","Olympic Field Recreational Renovations and Improvements","2021-03-10T00:00:00.000","STEAP","$   128,000",,"$   128,000","$   221,000","$   93,000","POINT (-72.313676 41.96303000000001)"
"2013","Infrastructure Project","Bethany, Town of","40 Peck Road","Bethany","New Haven","06037","Town Hall Capital Improvements","2012-07-17T00:00:00.000","Urban Act","$   58,549","$   - 0","$   58,549","$   58,549","$   - 0","POINT (-73.004023 41.422452)"
"2012","Infrastructure Project","West Hartford, Town of","950 Trout Brook Drive","West Hartford","Hartford","06119","Community Center","2011-08-10T00:00:00.000","UA (OPM)","$   25,000",,"$   25,000","$   25,000","$   - 0","POINT (-72.737928 41.761801)"
"2016.0","Arts, Culture and Entertainment Projects","Connecticut Landmarks","59 South Prospect Street","Hartford","Hartford","06106","Nathan Hale Homestead Barn Reuse and Renovation","2016-05-12T00:00:00.000","Special Act","$   750,000",,"$   750,000","$   994,200","$   244,200","POINT (-72.673469 41.760296)"
"2019.0",,"Fairfield Theater Company","70 Stanford Street","Fairfield",,"06825","Renovations to Fairfield Theater Company","2018-11-19T00:00:00.000","UA (OPM)","$   950,000",,"$   950,000","$   1,305,292","$   355,292","POINT (-73.258017 41.14212500000001)"
"2013","Infrastructure Project","Woodbridge, Town of","11 Meetinghouse Lane","Woodbridge","New Haven","06525","Public Works Storage Building","2012-12-27T00:00:00.000","Urban Act","$   25,000","$   - 0","$   25,000","$   25,000","$   - 0","POINT (-73.013692 41.35406600000001)"
"2018.0","Infrastructure Project","Windham, Town of","979 Main St.","Willimantic",,"06226","Windham Streetscape and Bandshell","2017-12-29T00:00:00.000","UA (OPM)","$   650,000",,"$   650,000","$   650,000","$   - 0","POINT (-72.217786 41.712929)"
"2017.0","Infrastructure Project","Fairfield, Town of","611 Old Post Rd","Fairfield",,"06824","Downtown Center Improvements","2017-01-04T00:00:00.000","STEAP","$   300,000",,"$   300,000","$   300,000","$   - 0","POINT (-73.250185 41.142891)"
"2015.0","Infrastructure Project","Avon, Town of","60 West Main Street","Avon","Hartford","06001","Village Center Streetscape Improvements- Phase IV","2015-03-18T00:00:00.000","STEAP","$   450,000",,"$   450,000","$   450,000","$   - 0","POINT (-72.836037 41.810728)"
"2020.0",,"New Britain Musuem of American Arts","56 Lexington Street","New Britain",,"06052","Renovations to the Historic Landers House","2020-01-09T00:00:00.000","UA (OPM)","$   1,750,000",,"$   1,750,000","$   1,750,000","$   - 0","POINT (-72.792193 41.664237)"
"2021.0",,"Newington, Town of","120 Cedar Street","Newington",,"06111","Senior and Disabled Center Improvements","2021-04-06T00:00:00.000","STEAP","$   128,200",,"$   128,200","$   515,000","$   386,800","POINT (-72.729537 41.697344)"
"2013","Infrastructure Project","Clinton, Town of","54 East Main Street","Clinton","Middlesex","06413","Regional Animal Shelter","2013-01-30T00:00:00.000","Urban Act","$   100,000","$   - 0","$   100,000","$   100,000","$   - 0","POINT (-72.522848 41.277745)"
"2019.0",,"Mark Twain Memorial dba Mark Twain House & Museum","385 Farmington Avenue","Hartford",,"06105","Renovations and Improvements - Ph II","2019-03-19T00:00:00.000","UA (OPM)","$   698,000",,"$   698,000","$   698,000","$   - 0","POINT (-72.703598 41.767176)"
"2014.0","Arts, Culture and Entertainment Projects","Wall Street Theater Co, Inc.-Norwalk","17 Wall Street","Norwalk","Fairfield","06856","Wall Street Global Theater Renovations","2013-12-30T00:00:00.000","Special Act","$   1,500,000","$   - 0","$   1,500,000","$   1,500,000","$   - 0","POINT (-73.411709 41.118519)"
"2015.0","Infrastructure Project","New Milford, Town of","10 Main Street","New Milford","Litchfield","06776","Senior Center Expansion Project","2015-05-27T00:00:00.000","STEAP","$   498,253",,"$   498,253","$   498,253","$   - 0","POINT (-73.410573 41.57771)"
"2013","Technical Program Support","CT Fair Housing Center","221 Main Street, 4th Floor","Hartford","Hartford","06106","Fair Housing Training","2012-11-15T00:00:00.000","General Fund","$   661,952","$   - 0","$   661,952","$   661,952","$   - 0","POINT (-72.67544 41.758398)"
"2012","Infrastructure Project","Putnam, Town of","126 Church Street","Putnam","Windham","06260","Façade Improvements to 88 Main Street","2012-05-30T00:00:00.000","Urban Act- OPM","$   400,000",,"$   400,000","$   400,000","$   - 0","POINT (-71.912084 41.918751)"
"2016.0","Infrastructure Project","Fairfield , Town of","Old Town Hall, 611 Old Post Road","Fairfield","Fairfield","06825","Fairfield Railroad Station Canopy","2016-04-07T00:00:00.000","STEAP","$   100,000",,"$   100,000","$   100,000","$   - 0",
"2017.0","Infrastructure Project","Greenwich, Town of","101 Field Point Rd","Greenwich",,"06830","Bruce Museum Renovation","2016-08-15T00:00:00.000","Special Act","$   750,000",,"$   750,000","$   750,000","$   - 0","POINT (-73.629853 41.024946)"
"2014.0","Infrastructure Project","Hartford, City of","20-28 Sargeant Street","Hartford","Hartford","06105","Zunner Building Renovations","2014-05-02T00:00:00.000","Urban Act","$   250,000","$   - 0","$   250,000","$   2,125,886","$   1,875,886","POINT (-72.688045 41.774598)"
"2015.0","Planning Projects","Town of Bethel","1 School Street","Bethel","Fairfield","06801","Francis J. Clark Industrial Park Expansion Study Project","2015-01-18T00:00:00.000","Manufacturers Assistance Act","$   100,000",,"$   100,000","$   200,000","$   100,000","POINT (-73.412605 41.37217)"
"2013","Museum Investment Projects","Branford Electric Railway Association dba Shoreline Trolley","17 River Street","East Haven","New Haven","06512","Trolley Storage Building","2013-03-25T00:00:00.000","Special Act","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-72.862847 41.274092)"
"2019.0",,"Darien Housing Authority","24 Allen-O'Neill Drive","Darien",,"06820","Old Town Hall Homes Infrastructure","2019-06-04T00:00:00.000","UA (OPM)","$   1,550,000",,"$   1,550,000","$   1,550,000","$   - 0","POINT (-73.489873 41.07293500000001)"
"2014.0","Infrastructure Project","Essex, Town of","29 West Avenue","Essex","Middlesex","06426","Civic Center Campus Improvements","2013-08-26T00:00:00.000","STEAP","$   471,500","$   - 0","$   471,500","$   471,500","$   - 0","POINT (-72.395964 41.353784)"
"2017.0","Infrastructure Project","Essex, Town of","29 West Ave","Essex",,"06426","Centerbrook Village Main Street Enhancements","2017-03-07T00:00:00.000","STEAP","$   491,887",,"$   491,887","$   491,887","$   - 0","POINT (-72.395964 41.353784)"
"2016.0","Brownfields & Environmental Remediation/Protection projects","East Hartford, Town of","590 Burnside Avenue Redevelopment","East Hartford","Hartford","06108","590 Burnside Avenue Redevelopment","2015-08-25T00:00:00.000","Municipal Brownfield Assessment & Inventory Program","$   175,000",,"$   175,000","$   175,000","$   - 0","POINT (-72.614288 41.778703)"
"2018.0","Infrastructure Project","Waterbury, City of","83 Bank Street, P.O. Box 1469","Waterbury",,"06702","Waterbury Downtown Next","2018-04-13T00:00:00.000","UA (OPM)","$   500,000",,"$   500,000","$   12,700,000","$   12,200,000","POINT (-73.040935 41.554665)"
"2014.0","Housing Development - Rehabilitation","Westport, Town of","110 Myrtle Avenue","Westport","Fairfield","06880","Saugatuck Cooperative Housing Roof Repairs","2013-11-23T00:00:00.000","STEAP","$   300,000","$   - 0","$   300,000","$   300,000","$   - 0","POINT (-73.360691 41.145001)"
"2018.0","Infrastructure Project","Catholic Charities, Inc. - Archdiocese of Hartford","839-841 Asylum Avenue","Hartford",,"06105","Renovations to the Groton Street Campus","2017-11-02T00:00:00.000","UA (OPM)","$   546,000",,"$   546,000","$   946,000","$   400,000","POINT (-72.692559 41.769853)"
"2016.0","Infrastructure Project","Hartford, City of","550 Main Street","Hartford","Hartford","06103","Infrastructure Projects and Programs","2015-10-20T00:00:00.000","Special Act","$   3,750,000",,"$   3,750,000","$   3,750,000","$   - 0","POINT (-72.674293 41.762756)"
"2012","Infrastructure Project","Montville, Town of","310 Norwich-New London Turnpike","Uncasville","New London","06382","Public Safety Building","2011-07-11T00:00:00.000","Urban Act","$   700,000","$   - 0","$   700,000","$   6,500,000","$   5,800,000","POINT (-72.109806 41.435167)"
"2017.0","Arts, Culture and Entertainment Projects","Norwich Arts Center","60 Broadway","Norwich",,"06360","Norwich Arts Center Façade Repairs","2016-12-07T00:00:00.000","UA (OPM)","$   50,000",,"$   50,000","$   50,000","$   - 0","POINT (-72.075842 41.525348)"
"2016.0","Planning Projects","Southington, Town of","75 Main Street","Southington","Hartford","06489","Southington Senior Center Planning Study","2016-04-14T00:00:00.000","Urban Act- OPM","$   200,000",,"$   200,000","$   200,000","$   - 0","POINT (-72.87815 41.600751)"
"2013","Technical Program Support","Branford, Town of","1019 Main Street","Branford","New Haven","06405","Housing Feasibility Study 2011","2012-08-06T00:00:00.000","STEAP","$   30,000","$   - 0","$   30,000","$   30,000","$   - 0","POINT (-72.811411 41.281558)"
"2012","Infrastructure Project","New Haven, City of","165 Church Street","New Haven","New Haven","06510","Downtown Crossing","2011-12-13T00:00:00.000","Urban Act","$   8,850,000","$   - 0","$   8,850,000","$   35,368,000","$   26,518,000","POINT (-72.924788 41.307384)"
"2015.0","Infrastructure Project","West Haven, City of","355 Main Street","West Haven","New Haven","06516","Main Street Sidewalks Project","2014-07-03T00:00:00.000","Special Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.950065 41.272224)"
"2021.0",,"Deep River, Town of","174 Main Street","Deep River",,"06417","Deep River Open Government Enhancements","2021-05-06T00:00:00.000","STEAP","$   119,000",,"$   119,000","$   198,000","$   79,000","POINT (-72.435516 41.385117)"
"2017.0","Infrastructure Project","Bristol, City of","111 N Main St","Bristol",,"06010","Renovations to Engine Company No. 5 Firehouse","2016-09-01T00:00:00.000","UA (OPM)","$   260,000",,"$   260,000","$   260,000","$   - 0","POINT (-72.945926 41.67358300000001)"
"2015.0","Infrastructure Project","Manchester","41 Center Street","Manchester","Hartford","06045","Downtown Parking Lot Improvements","2015-03-18T00:00:00.000","Urban Act","$   750,000",,"$   750,000","$   1,500,000","$   750,000","POINT (-72.522808 41.775284)"
"2013","Infrastructure Project","Madison, Town of","8 Campus Drive","Madison","New Haven","06443","Streetscape Improvements Phase II","2013-05-10T00:00:00.000","STEAP","$   100,000","$   - 0","$   100,000","$   100,000","$   - 0","POINT (-72.57469 41.295519)"
"2020.0",,"Economic Development Corp of New Haven","169 Henry St","New Haven",,"06511","169 Henry St/ Postmaster","2019-12-11T00:00:00.000","Urban Act","$   1,200,000",,"$   1,200,000","$   1,200,000","$   - 0","POINT (-72.936823 41.321041)"
"2013","Planning Projects","Westville Village Renaissance Alliance, Inc.","873 Whalley Avenue","New Haven","New Haven","06515","Main Street Revitalization Initiative","2013-06-25T00:00:00.000","General Fund","$   243,565",,"$   243,565","$   267,200","$   23,635","POINT (-72.959588 41.326567)"
"2021.0",,"Farmington, Town of","1 Monteith Drive","Farmington",,"06032","Municipal Campus Outdoor Meeting Pavilion","2021-02-25T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   164,180","$   35,975","POINT (-72.867678 41.748914)"
"2015.0","Infrastructure Project","East Hampton, Town of","20 East High Street","East Hampton","Middlesex","06424","Easthampton Center","2014-12-11T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.503362 41.583425)"
"2014.0","Arts, Culture and Entertainment Projects","Norwalk, City of","125 East Avenue","Norwalk","Fairfield","06856","Norwalk Maritime Aquarium HVAC Chiller Replacement","2014-01-17T00:00:00.000","Special Act","$   400,000","$   - 0","$   400,000","$   430,000","$   30,000","POINT (-73.407657 41.113119)"
"2012","Infrastructure Project","Manchester, Town of","41 Center Street, Box 191","Manchester","Hartford","06045","Green Manor Sidewalk Replacement","2012-03-15T00:00:00.000","Urban Act","$   300,000","$   - 0","$   300,000","$   300,000","$   - 0","POINT (-72.522808 41.775284)"
"2012","Planning Projects","Thames Shipyard and Repair Company","2 Ferry Street","London","New London","06320","Thames Street Reconst. - Design Phase","2012-04-30T00:00:00.000","Capitol Improvements","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.093934 41.356528)"
"2018.0","Infrastructure Project","Middletown, City of","245 DeKoven Drive","Middletown",,"06457","South Fire District","2017-08-16T00:00:00.000","UA (OPM)","$   1,000,000",,"$   1,000,000","$   1,000,000","$   - 0","POINT (-72.64699900000001 41.561212)"
"2012","Infrastructure Project","Middlefield, Town of","393 Jackson Hill Road","Middlefield","Middlesex","06455","Powder Ridge Ski Area Improvements","2011-09-13T00:00:00.000","Urban Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.712526 41.518049)"
"2017.0","Arts, Culture and Entertainment Projects","Garde Art Center","325 State St","New London",,"06320","Garde Arts Center -Installation of a New HVAC System","2017-04-12T00:00:00.000","UA (OPM)","$   916,688",,"$   916,688","$   916,688","$   - 0","POINT (-72.098964 41.355076)"
"2014.0","Arts, Culture and Entertainment Projects","Colebrook, Town of","558 Colebrook Road","Colebrook","Litchfield","06021","Renovations to Historical Society - Phase II","2014-03-11T00:00:00.000","STEAP","$   77,500","$   - 0","$   77,500","$   77,500","$   - 0","POINT (-73.095968 41.989477)"
"2013","Infrastructure Project","Ledyard, Town of","741 Colonel Ledyard Highway","Ledyard","New London","06339","SUBASE Land Purchase","2012-12-19T00:00:00.000","Manufacturers Assistance Act","$   204,030","$   - 0","$   204,030","$   3,004,030","$   2,800,000","POINT (-72.017157 41.442514)"
"2019.0",,"Horace Bushnell Museum","166 Capitol Avenue","Hartford",,"06016","Bushnell Renovation - Phase II","2019-04-03T00:00:00.000","UA (OPM)","$   3,000,000",,"$   3,000,000","$   3,000,000","$   - 0","POINT (-72.680797 41.762399)"
"2017.0","Infrastructure Project","Berlin, Town of","240 Kensington Rd","Berlin",,"06037","Kensington Village Area Sidewalks Project Phase II","2016-11-10T00:00:00.000","Urban Act","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.770646 41.627421)"
"2018.0","ERROR: #REF!","National Society of the Colonial Dames of America in the state of Connecticut, Inc.","211 Main Street","Wethersfield",,"06109","Education and Visitor Center","2018-05-31T00:00:00.000","UA (OPM)","$   1,700,000",,"$   1,700,000","$   1,700,000","$   - 0","POINT (-72.652728 41.712231)"
"2020.0",,"HillStead Museum","35 Mountain Road","Farmington",,"06032","Carriage Barn Renovatons","2020-04-21T00:00:00.000","Urban Act","$   1,750,000",,"$   1,750,000","$   1,750,000","$   - 0","POINT (-72.824628 41.719578)"
"2012","Technical Program Support","CT Community Investment Corporation","2315 Whitney Ave #2B","Hamden","New Haven","06518","Small Business Express / Lending Partners","2012-03-16T00:00:00.000","Small Business Express","$   2,250,000","$   5,750,000","$   8,000,000","$   8,000,000","$   - 0","POINT (-72.902529 41.38166)"
"2012","Infrastructure Project","Meriden, City of","142 East Main Street","Meriden","New Haven","06450","West Main Street Streetscape","2012-06-01T00:00:00.000","Capitol Improvements","$   1,200,000",,"$   1,200,000","$   1,888,790","$   688,790","POINT (-72.797619 41.536043)"
"2015.0","Arts, Culture and Entertainment Projects","Connecticut Historical Society","1 Elizabeth Street","Hartford","Hartford","06105","Connecticut Historical Society Renovations","2015-01-22T00:00:00.000","STEAP","$   300,000",,"$   300,000","$   300,000","$   - 0","POINT (-72.705609 41.773416)"
"2015.0","Infrastructure Project","Ellington, Town of","55 Main Street, P.O. Box 187","Ellington","Tolland","06029","Additional Firehouse","2014-09-26T00:00:00.000","STEAP","$   200,000",,"$   200,000","$   200,000","$   - 0","POINT (-72.467659 41.903583)"
"2015.0","Library Investment Projects","Waterbury, City of","235 Grand Street","Waterbury","New Haven","06702","Silas Bronson Library","2014-09-29T00:00:00.000","Urban Act","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-73.043474 41.554409)"
"2019.0",,"Theater Works Inc.","233 Pearl Street","Hartford",,"06103","Theater Works Renovations and Improvements","2019-06-29T00:00:00.000","UA (OPM)","$   200,000",,"$   200,000","$   200,000","$   - 0","POINT (-72.677786 41.766456)"
"2012","Museum Investment Projects","Branford, Town of","1019 Main Street","Branford","New Haven","06405","Stony Creek Museum & Community Center","2011-09-07T00:00:00.000","Urban Act","$   75,000","$   - 0","$   75,000","$   75,000","$   - 0","POINT (-72.811411 41.281558)"
"2021.0",,"Milford, Town of","100 River Street","Milford",,"06460","Enhancements to the Veterans Memorial Auditorium","2021-04-23T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   728,205","$   600,000","POINT (-73.057374 41.224952)"
"2014.0","Arts, Culture and Entertainment Projects","Artist Collective, Inc","1200 Albany Avenue","Hartford","Hartford","06112","The Artist Collective Upgrades","2013-08-09T00:00:00.000","Special Act","$   600,000","$   - 0","$   600,000","$   800,000","$   200,000","POINT (-72.696702 41.78236)"
"2020.0",,"Fairfield, Town of","611 Old Post Road","Fairfield",,"06824","Stratfield Village Business District Streetscape Improvements","2019-11-12T00:00:00.000","UA (OPM)","$   900,000",,"$   900,000","$   900,000","$   - 0","POINT (-73.250185 41.142891)"
"2021.0",,"North Haven, City of","18 Church Street","New Haven",,"06473","Memorial Library Boiler Replacement","2021-03-02T00:00:00.000","STEAP","$   117,150",,"$   117,150","$   119,650","$   2,500","POINT (-72.861122 41.387678)"
"2012","Infrastructure Project","Killingworth, Town of","323 Route 81","Killingworth","Middlesex","06419","Renovation to Palmelee Farm","2011-11-15T00:00:00.000","STEAP","$   150,000","$   - 0","$   150,000","$   150,000","$   - 0","POINT (-72.565191 41.368866)"
"2020.0",,"F.R.E.E.D.O.M., Inc.","10 E. Bassett Lane","Derby",,"06418","Establishment of Martin Luther King, Jr., Corridors","2019-09-19T00:00:00.000","UA (OPM)","$   100,000",,"$   100,000","$   100,000","$   - 0","POINT (-73.114682 41.342073)"
"2014.0","Infrastructure Project","Bridgeport, City of","999 Broad Street","Bridgeport","Fairfield","06604","NRZ Streetscape Improvements","2014-03-26T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-73.190419 41.17678200000001)"
"2012","Infrastructure Project","Sharon, Town of","63 Main Street","Sharon","Litchfield","06069","Municipal Infrastructure Projects","2011-08-12T00:00:00.000","STEAP","$   77,000","$   - 0","$   77,000","$   77,000","$   - 0","POINT (-73.476969 41.878501)"
"2012","Infrastructure Project","St. Joseph College","1678 Asylum Avenue","West Hartford","West Hartford","06119","Business Expansion","2012-06-15T00:00:00.000","UA (OPM)","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.731481 41.778821)"
"2015.0","Arts, Culture and Entertainment Projects","Suffield, Town of","83 Mountain Road","Suffield","Hartford","06078","FOFAH Hilltop Farm","2014-09-19T00:00:00.000","STEAP","$   250,000",,"$   250,000","$   250,000","$   - 0","POINT (-72.653683 41.982754)"
"2019.0",,"Greenwich Historical Society, Inc.","47 Stickland Road","Cos Cob",,"06807","Bush-Holley Site Improvements - Phase 2","2018-09-14T00:00:00.000","UA (OPM)","$   389,800",,"$   389,800","$   389,800","$   - 0","POINT (-73.597633 41.033876)"
"2014.0","Arts, Culture and Entertainment Projects","Bushnell Center for the Performing Arts","166 Capitol Avenue","Hartford","Hartford","06106-1662","Bushnell Renovations Project","2014-01-07T00:00:00.000","Special Act/ Urban Act","$   4,000,000","$   - 0","$   4,000,000","$   4,000,000","$   - 0","POINT (-72.680797 41.762399)"
"2012","Infrastructure Project","Burlington, Town of","200 Spielman Highway","Burlington","Hartford","06013","Generator and Town Sign Project","2012-02-07T00:00:00.000","STEAP","$   50,879",,"$   50,879","$   50,879","$   - 0","POINT (-72.951725 41.77192)"
"2017.0","Infrastructure Project","New Haven, City of","165 Church St","New Haven",,"06510","Army Reserve Center Renovation Project","2016-07-26T00:00:00.000","UA (OPM)","$   1,000,000",,"$   1,000,000","$   1,125,000","$   125,000","POINT (-72.924788 41.307384)"
"2016.0","Infrastructure Project","Burlington, Town of","200 Spielman Highway","Burlington","Hartford","06013","Lake Garda Fire Station Project","2016-01-12T00:00:00.000","Urban Act","$   1,000,000",,"$   1,000,000","$   2,600,000","$   1,600,000","POINT (-72.951725 41.77192)"
"2013","Brownfields & Environmental Remediation/Protection projects","Preston, Town of","389 Route 2","Preston","New London","06365","Riverwalk Theater Annex Demolition","2013-01-02T00:00:00.000","STEAP","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-71.99235 41.487686)"
"2021.0",,"Tolland, Town of","104 Old Post Road","Tolland",,"06084","Recreation Center Improvements and Storage","2021-03-10T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   146,695","$   18,490","POINT (-72.375343 41.869044)"
"2013","Infrastructure Project","New Milford, Town of","10 Main Street","New Milford","Litchfield","06776","New Milford Traffic Study","2012-11-02T00:00:00.000","STEAP","$   80,000","$   - 0","$   80,000","$   80,000","$   - 0","POINT (-73.410573 41.57771)"
"2015.0","Infrastructure Project","Tolland County Mutual Aid Fire Service, Inc.","56 Tolland Green, P.O. Box 6","Tolland","Tolland","06084","Dispatch Upgrade","2015-02-11T00:00:00.000","Urban Act","$   400,000",,"$   400,000","$   400,000","$   - 0","POINT (-72.369088 41.872131)"
"2016.0","Infrastructure Project","IWSR Owners LLC","224 Westchester Ave, Suite 2","Port Chester",,"10623","Wall Street Place Garage","2015-07-30T00:00:00.000","Urban Act","$   5,000,000",,"$   5,000,000","$   34,167,557","$   29,167,557","POINT (-73.667471 41.002624000000004)"
"2013","Technical Program Support","West Haven, City of","355 Main Street","West Haven","New Haven","06516","West Haven TOD District Master Plan","2013-01-30T00:00:00.000","Urban Act","$   200,000","$   - 0","$   200,000","$   255,000","$   55,000","POINT (-72.950065 41.272224)"
"2021.0",,"Sherman, Town of","2 Taber Road","Sherman",,"06784","Happy Acres Farm Barn Repairs and Painting","2021-04-13T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   324,205","$   196,000","POINT (-73.506478 41.610428)"
"2019.0",,"Hellenic Society Paideia","28 Dog Lane","Storrs",,"06268","Museum /Amphitheater Construction","2018-12-05T00:00:00.000","UA (OPM)","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.241922 41.806079)"
"2012","Technical Program Support","Hartford Economic Dev. Corporation (HEDCO)","15 Lewis St # 204","Hartford","Hartford","06103","Minority Bonding II","2012-01-25T00:00:00.000","Urban Act","$   2,000,000","$   - 0","$   2,000,000","$   2,000,000","$   - 0","POINT (-72.675458 41.764934)"
"2018.0","ERROR: #REF!","Stamford Museum and Nature Center","39 Scofieldtown Road","Stamford",,"06903","SM&NC Site Improvements & New Building","2017-12-29T00:00:00.000","UA (OPM)","$   2,750,000",,"$   2,750,000","$   2,750,000","$   - 0","POINT (-73.544998 41.123448)"
"2012","Infrastructure Project","Plainville, Town of","1 Central Square","Plainville","Hartford","06062","Downtown Revitalization Phase III","2011-10-26T00:00:00.000","Urban Act","$   750,000","$   - 0","$   750,000","$   750,000","$   - 0","POINT (-72.866619 41.671786)"
"2017.0","Infrastructure Project","Windsor Locks, Town of","50 Church St","Windsor Locks",,"06096","Main Street Property Acquisition and Pre-Development","2016-09-29T00:00:00.000","Transit Oriented Development / Responsible Growth","$   137,000",,"$   137,000","$   137,000","$   - 0","POINT (-72.630323 41.92967300000001)"
"2014.0","Infrastructure Project","Brookfield, Town of","Town Hall, 100 Pocono Road","Brookfield","Fairfield","06804","Four Corners Streetscape Improvements","2014-06-04T00:00:00.000","STEAP","$   540,000",,"$   540,000","$   540,000","$   - 0",
"2021.0",,"Windham Intermodal Transportation Center","17 Walnut Street","Willimantic",,"06226","Windham Intermodal Transportation Center","2020-09-08T00:00:00.000","UA","$   6,000,000",,"$   6,000,000","$   12,800,000","$   6,800,000","POINT (-72.21547 41.713292)"
"2015.0","Museum Investment Projects","New Britain Museum of Art","56 Lexington Street","New Britain","Hartford","06052","Museum Expansion","2014-10-09T00:00:00.000","Urban Act","$   4,000,000",,"$   4,000,000","$   4,000,000","$   - 0","POINT (-72.792193 41.664237)"
"2012","Infrastructure Project","Windham Community Memorial Hospital","112 Mansfield Ave","Willimantic","Windham","06226","Development of Medical Office Bldg.","2012-04-10T00:00:00.000","Urban Act","$   8,354,500","$   - 0","$   8,354,500","$   8,354,500","$   - 0","POINT (-72.22401 41.71675)"
"2013","Museum Investment Projects","Hartford, City of","550 Main Street","Hartford","Hartford","06103","Wadsworth Atheneum Renovations Phase II","2013-05-15T00:00:00.000","Urban Act","$   3,000,000","$   - 0","$   3,000,000","$   3,000,000","$   - 0","POINT (-72.674293 41.762756)"
"2015.0","Infrastructure Project","Redding , Town of","100 Hill Road","Redding","Fairfield","06875","Mark Twain Library Parking Lot Improvements","2014-09-08T00:00:00.000","STEAP","$   342,000",,"$   342,000","$   372,224","$   30,224","POINT (-73.382025 41.30535)"
"2014.0","Infrastructure Project","University of Saint Joseph","1678 Asylum Avenue","Hartford","Hartford","06117","Center for Integrative Education","2013-12-28T00:00:00.000","Urban Act","$   4,000,000","$   - 0","$   4,000,000","$   10,000,000","$   6,000,000","POINT (-72.731481 41.778821)"
"2012","Technical Program Support","Southeastern CT Enterprise Region","190 Governor Winthrop Blvd","New London","New London","06320","CT Procurement Techical Assistance Program","2011-09-28T00:00:00.000","Manufacturers Assistance Act","$   299,850","$   - 0","$   299,850","$   599,700","$   299,850","POINT (-72.09846800000001 41.355977)"
"2012","Infrastructure Project","North Branford, Town of","900 Foxon Road","North Branford","New Haven","06471","Playhouse on Park","2011-08-10T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-72.79200000000002 41.331274)"
"2012","Infrastructure Project","Hartford, City of","550 Main Street","Hartford","Hartford","06103","Park Street Streetscape -Phase III","2012-06-26T00:00:00.000","Capitol Improvements","$   4,700,000",,"$   4,700,000","$   4,700,000","$   - 0","POINT (-72.674293 41.762756)"
"2017.0","Infrastructure Project","Montville, Town of","310 Norwich-New London Tpke.","Montville",,"06382","Montville Public Works Facility Improvements","2017-06-12T00:00:00.000","Urban Act","$   494,000",,"$   494,000","$   494,000","$   - 0","POINT (-72.109806 41.435167)"
"2013","Technical Program Support","HEDCO, Inc.","15 Lewis St. Suite 204","Hartford","Hartford","06103","Minority Bonding","2013-05-31T00:00:00.000","Urban Act","$   2,000,000","$   - 0","$   2,000,000","$   2,000,000","$   - 0","POINT (-72.675458 41.764934)"
"2012","Technical Program Support","HEDCO","15 Lewis St # 204","Hartford","Hartford","06103","North Hartford Community Revolving Loan Fund","2012-04-13T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-72.675458 41.764934)"
"2021.0",,"Clinton, Town of","54E Main Street","Clinton",,"06413","Business Improvement Initiative","2021-05-12T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   155,180","$   26,975","POINT (-72.522848 41.277745)"
"2016.0","Museum Investment Projects","Fairfield, Town of","Old Town Hall, 611 Old Post Road","Fairfield","Fairfield","06825","Improvements to the Historic Burr Mansion","2016-03-03T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0",
