"fiscal_year","company_name","company_address","municipality","county_1","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","per_contract_full_time_ct_jobs_to_be_retained","per_contract_full_time_ct_jobs_to_be_created","per_contract_part_time_ct_jobs_to_be_retained","per_contract_part_time_ct_jobs_to_be_created","actual_jobs_at_time_of_review","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","per_application_existing_full_time_jobs_in_ct","per_application_full_time_jobs_to_be_created_in_ct","per_application_existing_part_time_jobs_in_ct","per_application_part_time_jobs_to_be_created_in_ct","full_time_ct_employment_at_6_30_18","part_time_ct_employment_at_6_30_18","status","location_1","count","geocoded_location"
"2013","Brandfon Motors, Inc. dba Brandfon Honda","515 West Main Street","Branford","New Haven","CT","06405",,"524210","No","2013-05-23T00:00:00.000","70000","0","70000","185992","115992","Small Business Express Program","CGS Sec. 32-7g","56","4","0","0","69","Met","n/a","n/a","56","4","0","0",,,"Active","515 West Main Street","1","515 West Main Street
Branford, CT 06405
(41.277386, -72.860562)"
"2013","Governor's Auto Body, Inc.","224 Governor's Street","East Hartford","Hartford","CT","06108","Auto Body","811121","No","2013-04-10T00:00:00.000","100000","296400","396400","496400","100000","Small Business Express Program","CGS Sec. 32-7g","7","5","0","0","9","Not Met","from 2% to 3%","n/a","7","3","0","0",,,"Active","224 Governor's Street","1","224 Governor's Street
East Hartford, CT 06108
(41.771009, -72.653141)"
"2014","Connecticut Tool & Cutter Co, Inc.","280 Redstone Hill Road","Bristol","Hartford","CT","06010","Manufacturing","333517","No","2013-07-03T00:00:00.000","75000","0","75000","150000","75000","Small Business Express Program","CGS Sec. 32-7g","12","3","0","0","17","Met","n/a","n/a","14","0","0","0",,,"Active","280 Redstone Hill Road","1","280 Redstone Hill Road
Bristol, CT 06010
(41.657988, -72.904639)"
"2013","Powerhouse, Inc.","99 Webster Square Road","Berlin","Hartford","CT","06037","Fitness & Recreational Sports Centers","713940","No","2013-04-10T00:00:00.000","47000","73200","120200","167200","47000","Small Business Express Program","CGS Sec. 32-7g","3","3","0","0","7","Met","n/a","n/a","3","4","0","0",,,"Active","99 Webster Square Road","1","99 Webster Square Road
Berlin, CT 06037
(41.627994, -72.746812)"
"2018","P2 Science, Inc.","4 Research Drive","Woodbridge","New Haven","CT","06525","Manufacturing","325998","No","2018-02-01T00:00:00.000","0","1200000","1200000","3200000","2000000","Manufacturing Assistance Act","CH 588l","4","25","0","0","Pending","Pending","n/a","n/a","4","25","0","0",,,"Active","4 Research Drive","1","4 Research Drive
Woodbridge, CT 06525
(41.344244, -72.976788)"
"2017","Metal Industries, Inc.","806R Wethersfield Avenue","Hartford","Hartford","CT","06114","Manufacturing","332900","No","2017-03-10T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","6","5","0","0","Pending","Pending","n/a","n/a","4","5","1","0","7","3","Active","806R Wethersfield Avenue","1","806R Wethersfield Avenue
Hartford, CT 06114
(41.73402, -72.670292)"
"2018","Puerto Vallarta Group, LLC","15 West Avon Road","Avon","Hartford","CT","06001","Restaurant","722511","Yes Minority","2017-11-06T00:00:00.000","100000",,"100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","16","23","0","0","Pending","Pending","n/a","n/a","16","23","7","11",,,"Active","15 West Avon Road","1","15 West Avon Road
Avon, CT 06001
(41.815732, -72.86728)"
"2014","SoTel Systems, LLC","101 North Plains Industrial Road, Building #4","Wallingford","New Haven","CT","06492","Technology and Telecommunications","443112","No","2014-02-14T00:00:00.000","100000","300000","400000","640000","240000","Small Business Express Program","CGS Sec. 32-7g","17","5","0","0","20","Not Met","3% to 4% & $36,364","n/a","17","5","0","0",,,"Active","101 North Plains Industrial Road, Building #4","1","101 North Plains Industrial Road, Building #4
Wallingford, CT 06492
(41.478749, -72.819751)"
"2012","Stamford Insurance Group, Inc.","22 Knapp Street","Stamford","Fairfield","CT","06907","Insurance Agencies & Brokerages","524210","No","2012-04-11T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","10","10","0","0","20","Met","n/a","n/a","17","3","0","0","52","3","Active","22 Knapp Street","1","22 Knapp Street
Stamford, CT 06907
(41.094234, -73.519857)"
"2013","Magee Construction Corporation","7 Cody Street","West Hartford","Hartford","CT","06110","Sliding Contractor","238170","No","2013-03-08T00:00:00.000","60000","125000","185000","341000","156000","Small Business Express Program","CGS Sec. 32-7g","12","3","0","0","9","Not Met","from 2% to 3%","n/a","12","3","0","0",,,"Active","7 Cody Street","1","7 Cody Street
West Hartford, CT 06110
(41.726755, -72.722945)"
"2017","Tim Briere dba Shelby Supply Company","435 Old Stafford Road","Tolland","Tolland","CT","06084","Machining & Fabricating Services","333517/423800","No","2016-09-27T00:00:00.000","80000","165654","245654","347178","101524","Small Business Express Program","CGS Sec. 32-7g","3","5","0","0","Pending","Pending","n/a","n/a","3","5","0","0",,,"Compliance Complete","435 Old Stafford Road","1","435 Old Stafford Road
Tolland, CT 06084
(41.900056, -72.352734)"
"2015","Lucky Lou's Restaurant, LLC","222 Main Street","Wethersfield","Hartford","CT","06109","Restaurant","722110","No","2014-09-16T00:00:00.000","80000","100000","180000","286000","106000","Small Business Express Program","CGS Sec. 32-7g","7","5","0","0","11","Not Met","2% to 3% and $6,666","n/a","6","5","0","0",,,"Active","222 Main Street","1","222 Main Street
Wethersfield, CT 06109
(41.71229, -72.652713)"
"2012","Back East Brewing, LLC","408 Farmers Drive","Windsor","Hartford","CT","06095","Manufacturing","312120",,"2012-03-29T00:00:00.000","81672","0","81672","302168","220496","Small Business Express Program","CGS Sec. 32-7g","1","0","0","0","2","Met","n/a","n/a","0","2","0","0",,,"Released 10/2017","408 Farmers Drive","1","408 Farmers Drive
Windsor, CT 06095
(41.883239, -72.677966)"
"2014","World Gym of Middletown, CT, Inc.","840 Washington Street","Middletown","Middlesex","CT","06457","Health & Fitness Center","711210","No","2013-09-30T00:00:00.000","0","50000","50000","108844","58844","Small Business Express Program","CGS Sec. 32-7g","3","3","0","0","3","Not Met","2% to 3%","n/a","1","5","5","0",,,"Active","840 Washington Street","1","840 Washington Street
Middletown, CT 06457
(41.554411, -72.680532)"
"2014","Total Mortgages Services, LLC","185 Plains Road","Milford","New Haven","CT","06460","Manufacturing","522220","No","2014-01-17T00:00:00.000",,"3500000","3500000","8750000","5250000","Manufacturing Assistance Act","CH 588l","144","140",,,"Pending","Pending","n/a","n/a","144","150","0","0",,,"Active","185 Plains Road","1","185 Plains Road
Milford, CT 06460
(41.222551, -73.081335)"
"2013","Industrial Heater Corporation","30 Knotter Drive","Cheshire","New Haven","CT","06410","Manufacturing of Industrial Heaters","333414","No","2012-07-11T00:00:00.000","100000","0","100000","728000","628000","Small Business Express Program","CGS Sec. 32-7g","35","6","0","0","45","Met","n/a","n/a","35","6","0","0",,,"Compliance Complete","30 Knotter Drive","1","30 Knotter Drive
Cheshire, CT 06410
(41.556552, -72.914088)"
"2017","SoNo Academy","84 North Main Street","Norwalk","Fairfield","CT","06854","Cosmetology School","611551","Yes Woman","2016-11-23T00:00:00.000","60000","240000","300000","480000","180000","Small Business Express Program","CGS Sec. 32-7g","2","6","0","0","Pending","Pending","n/a","n/a","2","6","2","0",,,"Active","84 North Main Street","1","84 North Main Street
Norwalk, CT 06854
(41.101217, -73.419777)"
"2013","Tuscan Oven of Norwalk, LLC","544 Main Avenue","Norwalk","Fairfield","CT","06851","Full Service Restaurant","722511","No","2012-07-06T00:00:00.000","75000","0","75000","150000","75000","Small Business Express Program","CGS Sec. 32-7g","25","0","0","0","25","Met","n/a","n/a","25","0","0","0",,,"Compliance Complete","544 Main Avenue","1","544 Main Avenue
Norwalk, CT 06851
(41.155809, -73.423475)"
"2013","Mark My Media, LLC","6 Landmark Square","Stamford","Fairfield","CT","06901","Noncommerical Research Organization","541720","No","2012-10-17T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","2","2","0","0","Pending","Pending","n/a","n/a","2","2","0","0",,,"Active","6 Landmark Square","1","6 Landmark Square
Stamford, CT 06901
(41.054935, -73.537597)"
"2013","Nuovo Pasta Productions, LTD","125 Bruce Avenue","Stratford","Fairfield","CT","06615","Speciality Pasta Manufacturer","311412","No","2013-06-26T00:00:00.000","100000","300000","400000","6919450","6519450","Small Business Express Program","CGS Sec. 32-7g","69","15","0","0","98","Met","n/a","n/a","69","15","0","0",,,"Active","125 Bruce Avenue","1","125 Bruce Avenue
Stratford, CT 06615
(41.185582, -73.153622)"
"2019","New England Airfoil Products, Inc.","36 Spring Street","Farmington","Hartford","CT","06032","Manufacturing","333611/336412","No","2019-05-24T00:00:00.000","0","2000000","2000000","10960000","8960000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","205","98","0","0","Pending","Pending","n/a","n/a","107","98","0","0",,,"Active","36 Spring Street","1","36 Spring Street
Farmington, CT 06032
(41.658769, -72.864644)"
"2015","Specialized Data Systems, Inc.","317 Foxon Road, Suite 3B","East Haven","New Haven","CT","06513","Banking Technology","518210","Yes Woman","2015-03-27T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","5","5","0","0","Pending","Pending","n/a","n/a","5","4","0","0",,,"Active","317 Foxon Road, Suite 3B","1","317 Foxon Road, Suite 3B
East Haven, CT 06513
(41.324542, -72.835977)"
"2012","Chatham Medical Offices, LLC","19 Bretton Road","West Hartford","Hartford","CT","06119","Service","621111","No","2012-05-07T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","0","2","0","0","0","Not Met","OOB","n/a","0","3","0","0",,,"Active","19 Bretton Road","1","19 Bretton Road
West Hartford, CT 06119
(41.767202, -72.731626)"
"2014","Brand Nu Laboratories, Inc","377 Research Parkway","Meriden","New Haven","CT","06450","Manufacturing and Packing","424690","No","2014-01-17T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","26","4","0","0","31","Met","n/a","n/a","26","4","0","0",,,"Active","377 Research Parkway","1","377 Research Parkway
Meriden, CT 06450
(41.515213, -72.765964)"
"2013","TM Ventures, LLC","18 Industrial Park Road","Essex","Middlesex","CT","06409","Motor & Generator Manufacturing","335312","No","2013-04-23T00:00:00.000","49500","0","49500","99000","49500","Small Business Express Program","CGS Sec. 32-7g","7","3","0","0","11","Met","n/a","n/a","7","3","0","0",,,"Active","18 Industrial Park Road","1","18 Industrial Park Road
Essex, CT 06409
(41.34766, -72.413681)"
"2017","Sante Restoration, LLC","100 Peters Road","Bloomfield","Hartford","CT","06002","Restoration","238900","Yes Woman/Minority","2017-05-05T00:00:00.000","15000","0","15000","30000","15000","Small Business Express Program","CGS Sec. 32-7g","32","1","0","0","46","met","n/a","n/a","32","2","1","0",,,"Compliance Complete","100 Peters Road","1","100 Peters Road
Bloomfield, CT 06002
(41.857128, -72.738392)"
"2017","Giant Pizza of Putnam, Inc.","43 Westcott Road","Killingly","Windham","CT","06239","Restaurant","722511","No","2017-01-18T00:00:00.000","40000","40000","80000","122000","42000","Small Business Express Program","CGS Sec. 32-7g","6","2","0","0","Pending","Pending","n/a","n/a","6","4","12","0",,,"Active","43 Westcott Road","1","43 Westcott Road
Killingly, CT 06239
(41.809331, -71.877224)"
"2014","June Rao, LLC dba Quick Stop Convenience","213 Liberty Square","Norwalk","Fairfield","CT","06855","Grocery Store","445120","Yes Woman","2014-04-11T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","0","1","0","0","0","Not Met","n/a","n/a","2","2","0","0",,,"Out of Business- confirmed","213 Liberty Square","1","213 Liberty Square
Norwalk, CT 06855
(41.099786, -73.411886)"
"2013","B & G Associates dba Bobette's Takeout Bistro","93 Boston Post Road","Milford","New Haven","CT","06460","Restaurant","722511","Yes Woman","2012-10-22T00:00:00.000","20000","0","20000","44050","24050","Small Business Express Program","CGS Sec. 32-7g","2","0","0","0","2","Met","n/a","n/a","2","0","0","0",,,"Active","93 Boston Post Road","1","93 Boston Post Road
Milford, CT 06460
(41.216864, -73.075997)"
"2014","Northeast PowerWashing, LLC","111 West Road","Marlborough","Hartford","CT","06447","Service/Power Washing","561790","No","2014-05-19T00:00:00.000","15000","20000","35000","50000","15000","Small Business Express Program","CGS Sec. 32-7g","1","1","0","0","2","Met","n/a","n/a","1","1","0","0",,,"Active","111 West Road","1","111 West Road
Marlborough, CT 06447
(41.661808, -72.474499)"
"2017","W.J. Deutsch & Sons, Ltd.","201 Tresser Boulevard, Suite 500","Stamford","Fairfield","CT","06901","Manufacturing","422800","No","2016-07-14T00:00:00.000","0","5000000","5000000","9500000","4500000","Manufacturing Assistance Act","CH 588l","0","115",,,"128","Met","n/a","$   5,000,000","0","100","0","0",,,"Active","201 Tresser Boulevard, Suite 500","1","201 Tresser Boulevard, Suite 500
Stamford, CT 06901
(41.050857, -73.537862)"
"2016","Nano Solutions, LLC","65 Hawley Avenue, Building A","Bridgeport","Fairfield","CT","06606","Technology Related Products & Services","541990","Yes International Export","2016-02-26T00:00:00.000","0","252000","252000","302000","50000","Small Business Express Program","CGS Sec. 32-7g","0","2","0","0","3","Met","n/a","n/a","1","2","0","0",,,"Compliance Complete","65 Hawley Avenue, Building A","1","65 Hawley Avenue, Building A
Bridgeport, CT 06606
(41.201519, -73.198747)"
"2013","Prospect Machine Products, Inc.","139 Union City Road","Prospect","New Haven","CT","06712","Machine Tool Metal Cutting Types","332721","No","2012-10-11T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","20","1","0","0","21","Met","n/a","n/a","20","1","0","0",,,"Active","139 Union City Road","1","139 Union City Road
Prospect, CT 06712
(41.506427, -73.004771)"
"2015","Navtec Rigging Solutions, Inc.","351 New Whitfield Street","Guilford","New Haven","CT","06437","Sail Boat Rigging and Hydraulic Products","335710/332721","Yes International Export","2015-04-21T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","27","5","0","0","0","Not Met","OOB","n/a","27","10","0","0",,,"Active","351 New Whitfield Street","1","351 New Whitfield Street
Guilford, CT 06437
(41.274652, -72.674303)"
"2012","Stafford Springs Enterprises Inc., d/b/a Stafford Motor Speedway","55 West Street","Stafford Springs","Tolland","CT","06076","Entertainment","711212","No","2012-04-04T00:00:00.000","78000","0","78000","156000","78000","Small Business Express Program","CGS Sec. 32-7g","4","0","0","0","4","Met","n/a","n/a","4","0","0","0",,,"Active","55 West Street","1","55 West Street
Stafford Springs, CT 06076
(41.955111, -72.316674)"
"2016","Cheshire Martial Acts & Fitness Center, Inc.","460 West Main Street","Cheshire","New Haven","CT","06410","Wellness, Rehabilitation Fitness","541990","Yes Minority","2015-11-09T00:00:00.000","30000","0","30000","60000","30000","Small Business Express Program","CGS Sec. 32-7g","0","2","0","0","3","Met","n/a","n/a","0","2","0","0",,,"Active","460 West Main Street","1","460 West Main Street
Cheshire, CT 06410
(41.507297, -72.911713)"
"2019","New England Venture Group, LLC","108 Watercourse Row","Rocky Hill","Hartford","CT","06067","Bakery","311812","Yes Woman","2018-10-16T00:00:00.000","30000","150146","180146","210146","30000","Small Business Express Program","CGS Sec. 32-7g","14","7","0","0","Pending","Pending","n/a","n/a","10","6","3","0",,,"Active","108 Watercourse Row","1","108 Watercourse Row
Rocky Hill, CT 06067
(41.639275, -72.690662)"
"2016","ACMT, Inc. fka AdChem Manufacturing Technologies, Inc.","369 Progress Drive","Manchester","Hartford","CT","06042","Manufacturing","336412","No","2016-03-14T00:00:00.000","0","3000000","3000000","8671000","5671000","Manufacturing Assistance Act","CH 588l","59","24","0","0","Pending","Pending","n/a","n/a","59","24","1","1","86","4","Active","369 Progress Drive","1","369 Progress Drive
Manchester, CT 06042
(41.799244, -72.503504)"
"2015","James A. Gallow, Jr. dba Gallow Oil Stone Company/dba Gallow Construction","62 South Cady Lane, P.O. Box 266","Plainfield","Middlesex","CT","06332","Highway, Street and Bridge Construction","237310","No","2015-05-04T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","2","2","0","0","Pending","Pending","n/a","n/a","2","1","0","0",,,"Active","62 South Cady Lane, P.O. Box 266","1","62 South Cady Lane, P.O. Box 266
Plainfield, CT 06332
(41.721694, -71.92097)"
"2018","Alpha Q, Inc.","87 Upton Road","Colchester","New London","CT","06415","Manufacturing","336413","No","2017-12-22T00:00:00.000","0","2500000","2500000","7488000","4988000","Manufacturing Assistance Act","CH 588l","84","30","0","0","Pending","Pending","n/a","n/a","83","20","0","0",,,"Active","87 Upton Road","1","87 Upton Road
Colchester, CT 06415
(41.577574, -72.347571)"
"2013","Kemper Corporation","5 Clinton Place","West Haven","New Haven","CT","06516","Belt Products","339999","Yes Woman/International Export","2013-03-28T00:00:00.000","0","100000","100000","109000","9000","Small Business Express Program","CGS Sec. 32-7g","18","6","0","0","21","Not Met","from 2% to 3%","n/a","18","6","0","0",,,"Compliance Complete","5 Clinton Place","1","5 Clinton Place
West Haven, CT 06516
(41.285276, -72.948655)"
"2018","Evince Communications, LLC","1 Selleck Street","Norwalk","Fairfield","CT","06855","Educational Marketing","541613","Yes Woman","2018-04-03T00:00:00.000","30000","25600","55600","220900","165300","Small Business Express Program","CGS Sec. 32-7g","5","3","0","0",,,"n/a","n/a","5","3","0","0",,,"Active","1 Selleck Street","1","1 Selleck Street
Norwalk, CT 06855
(41.106511, -73.408192)"
"2014","E11Even, LLC","P.O. Box 370055","West Hartford","Hartford","CT","06137","Beauty Salon","812112","No","2013-12-10T00:00:00.000","0","75000","75000","75000","0","Small Business Express Program","CGS Sec. 32-7g","0","1","0","0","0","Not Met","3% to 4%","n/a","1","0","0","0",,,"Active","P.O. Box 370055","1",
"2012","True North Capital Partners LLC","9 West Broad Street, Suite 510","Stamford","Fairfield","CT","06902","Financial Services","523110","No","2012-05-31T00:00:00.000","27500","0","27500","55000","27500","Small Business Express Program","CGS Sec. 32-7g","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","4","0","0","9","1","Compliance Complete","9 West Broad Street, Suite 510","1","9 West Broad Street, Suite 510
Stamford, CT 06902
(41.055582, -73.545714)"
"2015","Image Marketing Consultants, LLC","876 South Main Street","Plantsville","Hartford","CT","06479","Marketing/Public Relations","541600","Yes Woman","2015-04-21T00:00:00.000","60000","0","60000","312000","252000","Small Business Express Program","CGS Sec. 32-7g","2","3","0","0","4","Not Met","$   12,000","n/a","4","3","0","0",,,"Active","876 South Main Street","1","876 South Main Street
Plantsville, CT 06479
(41.584544, -72.892131)"
"2014","Crowley, Buick, Oldsmobile, LLC","223 Broad Street","Bristol","Hartford","CT","06010","Automotive Retail","811191","No","2014-04-04T00:00:00.000","100000","0","100000","515000","415000","Small Business Express Program","CGS Sec. 32-7g","37","5","0","0","39","Not Met","$7,140","n/a","37","5","0","0",,,"Active","223 Broad Street","1","223 Broad Street
Bristol, CT 06010
(41.67194, -72.906339)"
"2015","Rainmaker, LLC dba MEA Mobile New Haven","90 Chapel Street","New Haven","New Haven","CT","06510","Computer Software","511210","Yes Minority","2015-04-15T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","3","4","0","0","Pending","Pending","n/a","n/a","4","4","0","0",,,"Active","90 Chapel Street","1","90 Chapel Street
New Haven, CT 06510
(41.304243, -72.895639)"
"2017","Aer Lingus Limited","Dublin Airport, Dublin, Ireland","n/a",,,,"Transportation",,"No","2016-09-08T00:00:00.000","13300000","0","13300000","13300000","0","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","0","0","0","0",,,"Active","Dublin Airport, Dublin, Ireland","1",
"2019","Bear's Smokehouse, LLC dba Bear's Smokehouse BBQ","454 Ellington Road","South Windsor","Hartford","CT","06074","Restaurant","722210","Yes Woman/Veteran","2019-03-22T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","0","10","0","0","Pending","Pending","n/a","n/a","30","10","205","40",,,"Out of Business- written off","454 Ellington Road","1","454 Ellington Road
South Windsor, CT 06074
(41.80863, -72.602739)"
"2015","Square 9 Softworks, Inc.","129 Church Street","New Haven","New Haven","CT","06510","Manufacturing","541511","No","2015-03-26T00:00:00.000","0","250000","250000","838000","588000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a",,,"n/a","n/a","n/a","n/a","n/a","15","0","0",,,"Active","129 Church Street","1","129 Church Street
New Haven, CT 06510
(41.306493, -72.925444)"
"2015","Nova Metal Finishing, Inc.","361 Brookside Road","Waterbury","New Haven","CT","06708","Metal Finishing","332812","No","2015-01-14T00:00:00.000","40000","220000","260000","300000","40000","Small Business Express Program","CGS Sec. 32-7g","17","2","0","0","Pending","Pending","n/a","n/a","17","2","0","0",,,"Active","361 Brookside Road","1","361 Brookside Road
Waterbury, CT 06708
(41.584642, -73.064349)"
"2017","Wilton Service Center, Inc. dba Wilton Auto and Tire Center","210 Danbury Road","Wilton","Fairfield","CT","06897","Automotive Repair","447100","No","2016-07-13T00:00:00.000","100000","300000","400000","2154000","1754000","Small Business Express Program","CGS Sec. 32-7g","7","5","0","0","12","met","n/a","n/a","5","5","0","0","11","2","Out of Business","210 Danbury Road","1","210 Danbury Road
Wilton, CT 06897
(41.187014, -73.423574)"
"2013","Advanced Copy Technologies, Inc.","20 Commerce Drive","Cromwell","Middlesex","CT","06416","Photocopy Machines","423420","No","2013-02-26T00:00:00.000","30000","123000","153000","331000","178000","Small Business Express Program","CGS Sec. 32-7g","27","3","0","0","31","Met","n/a","n/a","0","0","0","0","23","0","Active","20 Commerce Drive","1","20 Commerce Drive
Cromwell, CT 06416
(41.631357, -72.677539)"
"2014","Trans-Tek, Inc.","10 Industrial Park Drive","Ellington","Tolland","CT","06029","Manufacturing","334519","Yes Woman","2013-12-04T00:00:00.000","100000","300000","400000","647000","247000","Small Business Express Program","CGS Sec. 32-7g","25","4","0","0","27","Not Met","from 3% to 4% + $6,896","n/a","25","4","0","0",,,"Compliance Complete","10 Industrial Park Drive","1","10 Industrial Park Drive
Ellington, CT 06029
(41.920781, -72.455212)"
"2010","Conopco, Inc.","45 Merritt Boulevard","Trumbull","Fairfield","CT","06611","Manufacturing","325611","No","2010-05-20T00:00:00.000","0","3000000","3000000","6300000","3300000","Manufacturing Assistance Act","CH 588l","776","0",,,"900","Met","n/a","$   1,500,000","unavailable","unavailable","unavailable","unavailable",,,"Active","45 Merritt Boulevard","1","45 Merritt Boulevard
Trumbull, CT 06611
(41.242683, -73.147532)"
"2016","Karelia, LLC","5 Batterson Park Road, Suite 1","Farmington","Hartford","CT","06032","Healthcare Services","524210","Yes Woman","2015-12-23T00:00:00.000","0","215000","215000","326500","111500","Small Business Express Program","CGS Sec. 32-7g","6","4","0","0","Pending","Pending","n/a","n/a","6","4","0","0",,,"Active","5 Batterson Park Road, Suite 1","1","5 Batterson Park Road, Suite 1
Farmington, CT 06032
(41.708558, -72.798263)"
"2014","Michael Solutions, LLC dba Lobstercraft","31 Harborview Avenue","Norwalk","Fairfield","CT","06854","Gourmet Food Truck","561990","No","2014-03-10T00:00:00.000","15000","100000","115000","130000","15000","Small Business Express Program","CGS Sec. 32-7g","1","1","0","0","2","Met","n/a","n/a","0","0","0","0",,,"Active","31 Harborview Avenue","1","31 Harborview Avenue
Norwalk, CT 06854
(41.135093, -73.358086)"
"2016","WorldClinic, Inc.","845 Canal Street","Stamford","Fairfield","CT","06902","Healthcare","621111","Yes Woman/Veteran","2016-06-08T00:00:00.000","100000","200000","300000","445500","145500","Small Business Express Program","CGS Sec. 32-7g","0","5","0","0","n/a","n/a","Loan & grant repaid","n/a","0","5","0","0",,,"Active","845 Canal Street","1","845 Canal Street
Stamford, CT 06902
(41.04295, -73.532228)"
"2015","Aspen Restaurant Group, LLC","70 Mill Rock Road","Old Saybrook","New London","CT","06475","Food Service","722511","No","2015-06-02T00:00:00.000","100000","300000","400000","577200","177200","Small Business Express Program","CGS Sec. 32-7g","5","9","0","0","15","Met","n/a","n/a","3","9","0","0",,,"Out of Business- Not written off","70 Mill Rock Road","1","70 Mill Rock Road
Old Saybrook, CT 06475
(41.302541, -72.377228)"
"2015","The Lee Company, Inc.","2 Pettipaug Road","Westbrook","Middlesex","CT","06498","Manufacturing","335413","No","2015-01-06T00:00:00.000","0","10000000","10000000","50000000","40000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","862","200",,,"1076","Met","n/a","$   10,000,000","862","200","0","0",,,"Active","2 Pettipaug Road","1","2 Pettipaug Road
Westbrook, CT 06498
(41.304525, -72.437308)"
"2013","The Discovery Center, Inc.","790 Farmington Avenue, Suite 4A","Farmington","Hartford","CT","06032","Educational Facility","624410","No","2012-08-23T00:00:00.000","26000","0","26000","103000","77000","Small Business Express Program","CGS Sec. 32-7g","8","2","0","0","10","Met","n/a","n/a","8","2","0","0",,,"Active","790 Farmington Avenue, Suite 4A","1","790 Farmington Avenue, Suite 4A
Farmington, CT 06032
(41.725995, -72.823815)"
"2019","The Feel Good Lab, LLC","470 James Street","New Haven","New Haven","CT","06513","BioScience",,"No","2018-11-08T00:00:00.000","50000","300000","350000","400000","50000","Small Business Express Program","CGS Sec. 32-7g","0","5","0","0","Pending","Pending","n/a","n/a","0","5","0","1",,,"Active","470 James Street","1","470 James Street
New Haven, CT 06513
(41.315035, -72.904108)"
"2016","Budderfly, LLC","2 Trap Falls Road, Suite 500","Shelton","Fairfield","CT","06484","Energy Management","541511","No","2016-02-10T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","6","6","0","0","21","Met","n/a","n/a","9","12","0","0",,,"Out of Business- Not written off","2 Trap Falls Road, Suite 500","1","2 Trap Falls Road, Suite 500
Shelton, CT 06484
(41.267464, -73.131509)"
"2013","Colella, Angelo dba Formalwear by Debonaire","705 Farmington Avenue","New Britain","Hartford","CT","06053","Women's Clothing Store","448120","No","2012-07-11T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","0","1","0","0","0","Not Met","Loan repaid","n/a","0","1","0","0",,,"Active","705 Farmington Avenue","1","705 Farmington Avenue
New Britain, CT 06053
(41.696919, -72.791101)"
"2013","Custom Sleep Design, LLC","57 Main Street","Westport","Fairfield","CT","06880","Retail/Manufacturing","442110","No","2012-11-28T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","1","5","0","0","0","Not Met","$6,000","n/a","1","5","0","0",,,"Compliance Complete","57 Main Street","1","57 Main Street
Westport, CT 06880
(41.14222, -73.361633)"
"2012","Elka Precision, LLC","15 Hultenius Street, Unit 2A","Plainville","Hartford","CT","06062","Manufacturing","333515","No","2012-01-31T00:00:00.000","0","250000","250000","360000","110000","Small Business Express Program","CGS Sec. 32-7g","3","8","0","0","0","Not Met","OOB","n/a","3","2","0","0",,,"Active","15 Hultenius Street, Unit 2A","1","15 Hultenius Street, Unit 2A
Plainville, CT 06062
(41.664929, -72.868215)"
"2015","HABCO Industries, LLC","172 Oak Street","Glastonbury","Hartford","CT","06033","Manufacturing","334515","No","2015-03-31T00:00:00.000","0","2000000","2000000","5000000","3000000","Manufacturing Assistance Act","CH 588l","42","10",,,"79","Met","n/a","$   2,000,000","42","27","0","0","62","0","Active","172 Oak Street","1","172 Oak Street
Glastonbury, CT 06033
(41.711793, -72.591447)"
