"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"c $1-2 million",,"FIRST CHOICE HEALTH CENTER INC.","94 CONNECTICUT BLVD","EAST HARTFORD","CT","06108","621498","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","154","2020-04-09T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"LAW OFFICES HOWARD LEE SCHIFF P.C","111 FOUNDERS PLAZA","EAST HARTFORD,","CT","06108","541110","Corporation","Unanswered","Unanswered","Unanswered",,"115","2020-04-15T00:00:00.000","Santander Bank, National Association","CT-01"
"c $1-2 million",,"CALABRO CHEESE CORPORATION","580 Coe Avenue","East Haven","CT","06512","311513","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-29T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"WHISPERING PINES REHABILITATION AND NURSING CENTER LLC","38 TALMADGE AVE","EAST HAVEN","CT","06512","623312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"243","2020-04-04T00:00:00.000","Capital Bank, National Association","CT-03"
"c $1-2 million",,"THE COLLINS COMPANIES INC","11 THOMPSON RD","EAST WINDSOR","CT","06088","423720","Subchapter S Corporation","Unanswered","Female Owned","Unanswered",,"77","2020-04-07T00:00:00.000","Westfield Bank","CT-01"
"c $1-2 million",,"EMINENT SOFTWARE SERVICES LLC","14A Pasco Drive","EAST WINDSOR","CT","06088","511210","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"60","2020-04-09T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"EARTHLIGHT TECHNOLOGIES LLC","92 West Rd","Ellington","CT","06029","238220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"74","2020-05-03T00:00:00.000","Bank of America, National Association","CT-02"
"c $1-2 million",,"BESTECH, INC.","25 Pinney St","ELLINGTON","CT","06029","562910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"50","2020-04-10T00:00:00.000","KeyBank National Association","CT-02"
"c $1-2 million",,"DYMOTEK CORPORATION","7 Main Street","ELLINGTON","CT","06029","326199","Corporation","Unanswered","Unanswered","Unanswered",,"114","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-02"
"c $1-2 million",,"PTI INDUSTRIES, INC.","2 Peerless Way","ENFIELD","CT","06082","811310","Corporation","Unanswered","Unanswered","Unanswered",,"152","2020-04-15T00:00:00.000","BMO Harris Bank National Association","CT-02"
"c $1-2 million",,"TURF PRODUCTS, LLC","157 Moody Road","ENFIELD","CT","06082","423820","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"67","2020-04-10T00:00:00.000","Berkshire Bank","CT-02"
"c $1-2 million",,"PLANNED FURNITURE PROMOTIONS INC","BLDG D 9 MOODY RD STE 18","ENFIELD","CT","06082","337125","Corporation","Unanswered","Unanswered","Unanswered",,"301","2020-05-01T00:00:00.000","Bank of America, National Association","CT-02"
"c $1-2 million",,"AVIANT TRUCK CENTERS INC","1 DEPOT HILL RD","ENFIELD","CT","06082","441228","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"84","2020-04-14T00:00:00.000","PNC Bank, National Association","CT-02"
"c $1-2 million",,"CONVAL INC.","96 PHOENIX AVE","ENFIELD","CT","06082","332919","Corporation","Unanswered","Male Owned","Unanswered",,"64","2020-04-13T00:00:00.000","Bank of America, National Association","CT-02"
"c $1-2 million",,"COLONY GRILL DEVELOPMENT LLC","1520 Post Road","FAIRFIELD","CT","06824","722511","Partnership","Unanswered","Male Owned","Unanswered",,"189","2020-04-07T00:00:00.000","Fairfield County Bank","CT-04"
"c $1-2 million",,"THE FAIRFIELD COUNTRY DAY SCHOOL CORPORATION","2970 BRONSON RD","FAIRFIELD","CT","06824","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","50","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association",
"c $1-2 million",,"SOCAL SILVER KING, LLC","191 FAIRFIELD BEACH RD","FAIRFIELD","CT","06824","722513","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"96","2020-04-07T00:00:00.000","Pacific Premier Bank","CT-04"
"c $1-2 million",,"REHABILATATION ASSOCIATES INC.","1931 BLACK ROCK TPKE","FAIRFIELD","CT","06825","621340","Corporation","Unanswered","Unanswered","Unanswered",,"129","2020-04-28T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"SCAP MOTORS, INC.","421 TUNXIS HILL RD","FAIRFIELD","CT","06825","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"90","2020-04-06T00:00:00.000","Fairfield County Bank","CT-04"
"c $1-2 million",,"BNP ASSOCIATES, INC.","1981 POST RD","FAIRFIELD","CT","06824","541330","Corporation","Unanswered","Unanswered","Unanswered",,"65","2020-04-05T00:00:00.000","Union Savings Bank","CT-04"
"c $1-2 million",,"GASTROENTEROLOGY ASSOCIATES OF FAIRFIELD, P.C.","425 POST RD","FAIRFIELD","CT","06824","621111","Corporation","Unanswered","Male Owned","Non-Veteran",,"112","2020-04-28T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"VERACORE SOFTWARE SOLUTIONS, INC.","76 BATTERSON PARK RD","FARMINGTON","CT","06032","541511","Corporation","Unanswered","Unanswered","Unanswered",,"43","2020-04-10T00:00:00.000","TD Bank, National Association","CT-05"
"c $1-2 million",,"VAN ZELM HEYWOOD & SHADFORD, INC.","10 TALCOTT NOTCH RD","FARMINGTON","CT","06032","541330","Corporation","Unanswered","Unanswered","Unanswered",,"83","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"INTERIM HEALTHCARE OF HARTFORD, INC","231 FARMINGTON AVE","FARMINGTON","CT","06032","621610","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"180","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"HRP ASSOCIATES, INC.","197 Scott Swamp","FARMINGTON","CT","06032","541330","Corporation","White","Male Owned","Non-Veteran",,"124","2020-04-03T00:00:00.000","Ion Bank","CT-05"
"c $1-2 million",,"FIP CONSTRUCTION, INC.","1536 NEW BRITAIN AVE","FARMINGTON","CT","06032","236220","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"69","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-05"
"c $1-2 million",,"DIAMETER HEALTH, INC.","10 EXECUTIVE DR","FARMINGTON","CT","06032","541511","Corporation","Unanswered","Unanswered","Unanswered",,"61","2020-04-10T00:00:00.000","Thomaston Savings Bank","CT-05"
"c $1-2 million",,"CONSULTING OPHTHALMOLOGISTS PC","499 FARMINGTON AVE Ste 100","FARMINGTON","CT","06032","621111","Corporation","Unanswered","Unanswered","Unanswered",,"85","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-05"
"c $1-2 million",,"THE GILMAN BROTHERS COMPANY","Gilman Road","GILMAN","CT","06336","326140","Corporation","Unanswered","Male Owned","Non-Veteran",,"101","2020-04-09T00:00:00.000","Berkshire Bank","CT-02"
"c $1-2 million",,"NEW ENGLAND FITNESS & WELLNESS, LLC","622 HEBRON AVE","GLASTONBURY","CT","06033","713940","Corporation","Unanswered","Unanswered","Unanswered",,"482","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"THE BELL PUMP SERVICE COMPANY INC.","155 OAK ST","GLASTONBURY","CT","06033","238220","Corporation","Unanswered","Unanswered","Unanswered",,"133","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"TSUNAMI TSOLUTIONS LLC","655 WINDING BROOK DR","GLASTONBURY","CT","06033","541611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"122","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"PROJECTS, IN.","65 SEQUIN DR","GLASTONBURY","CT","06033","334519","Corporation","Unanswered","Unanswered","Unanswered",,"99","2020-04-11T00:00:00.000","TD Bank, National Association","CT-01"
"c $1-2 million",,"INDUSTRIAL AIR FLOW DYNAMICS, INC.","734 HEBRON AVE","GLASTONBURY","CT","06033","332312","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"169","2020-04-07T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"THE SIMONS COMPANY INC.","155 OAK ST","GLASTONBURY","CT","06033","423620","Corporation","Unanswered","Unanswered","Unanswered",,"132","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"HART MECHANICAL INC","293 Oakwood Dr","GLASTONBURY","CT","06033","238220","Corporation","Unanswered","Male Owned","Unanswered",,"115","2020-04-15T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"HABCO INDUSTRIES, LLC","172 OAK ST","GLASTONBURY","CT","06033","334515","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"82","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"GM2 ASSOCIATES, INC.","115 Glastonbury Blvd","GLASTONBURY","CT","06033","541330","Corporation","Unanswered","Male Owned","Non-Veteran",,"94","2020-04-15T00:00:00.000","TD Bank, National Association","CT-01"
"c $1-2 million",,"FIONDELLA, MILONE, LASARACINA, LLP","300 WINDING BROOK DR","GLASTONBURY","CT","06033","541211","Limited Liability Partnership","Unanswered","Male Owned","Unanswered",,"79","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"CRONIN GROUP HOLDINGS, LLC","50 NYE RD","GLASTONBURY","CT","06033","541810","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"62","2020-04-08T00:00:00.000","TD Bank, National Association","CT-01"
"c $1-2 million",,"CONSULTING CARDIOLOGISTS PC","305 WESTERN BLVD","GLASTONBURY","CT","06033","621111","Corporation","Unanswered","Unanswered","Unanswered",,"97","2020-04-14T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"ATHENA MEADOWBROOK LLC","350 SALMON BROOK RD","GRANBY","CT","06035","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"199","2020-04-30T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"CARMEL ACADEMY, INC.","270 Lake Avenue","Greenwich","CT","06830","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","76","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","CT-04"
"c $1-2 million",,"RSR PARTNERS INC","600 Steamboat Rd Ste 1","Greenwich","CT","06830","561312","Corporation","Unanswered","Unanswered","Unanswered",,"41","2020-05-03T00:00:00.000","Bank of America, National Association","CT-04"
"c $1-2 million",,"AMCI HOLDINGS, INC.","600 Steamboat Road South - 3rd Floor","Greenwich","CT","06830","212111","Subchapter S Corporation","Unanswered","Male Owned","Unanswered",,"38","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","CT-04"
"c $1-2 million",,"NEW COUNTRY MOTOR CARS OF GREENWICH, INC.","181 West Putnam Avenue","Greenwich","CT","06830","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"111","2020-04-15T00:00:00.000","Manufacturers and Traders Trust Company","CT-04"
"c $1-2 million",,"CECI BROTHERS INC.","740 North Street","Greenwich","CT","06831","236220","Corporation","White","Male Owned","Unanswered",,"148","2020-04-29T00:00:00.000","The First Bank of Greenwich","CT-04"
"c $1-2 million",,"MMP OPCO PARENT LLC","19 East Elm Street","Greenwich","CT","06830","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"264","2020-06-02T00:00:00.000","Celtic Bank Corporation","CT-04"
"c $1-2 million",,"FAIRVIEW HEALTH OF SOUTHPORT LLC","1188 King Street","Greenwich","CT","06831","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"10","2020-04-30T00:00:00.000","Peapack-Gladstone Bank","CT-04"
"c $1-2 million",,"CAPS VISUAL COMMUNICATIONS, LLC","329 W 18th Street, Suite 616","GREENWICH","CT","06830","541613","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"53","2020-04-13T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"SMITH PARTY RENTALS, LLC","133 Mason Street","GREENWICH","CT","06830","532310","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"88","2020-04-14T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"BELLE RIVE LLC","500 STEAMBOAT RD","GREENWICH","CT","06830","722514","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"74","2020-04-10T00:00:00.000","Signature Bank","CT-04"
"c $1-2 million",,"POST ROAD IRON WORKS, INC.","345 WEST PUTNAM AVE","GREENWICH","CT","06830","332323","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"70","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"MILLER MOTORCARS INC","273 West Putnam Avenue","GREENWICH","CT","06830","441110","Corporation","Unanswered","Unanswered","Unanswered",,"121","2020-04-07T00:00:00.000","PNC Bank, National Association","CT-04"
"c $1-2 million",,"MARS & CO CONSULTING LLC","124 Mason Street","GREENWICH","CT","06830","541611","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"81","2020-04-28T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"IVEY BARNUM & O'MARA LLC","170 Mason St","GREENWICH","CT","06830","541110","Corporation","Unanswered","Unanswered","Unanswered",,"63","2020-04-14T00:00:00.000","Bank of America, National Association","CT-04"
"c $1-2 million",,"INTERSTATE + LAKELAND LUMBER CORP.","247 MILL ST","GREENWICH","CT","06830","444110","Subchapter S Corporation","White","Male Owned","Unanswered",,"138","2020-04-05T00:00:00.000","The First Bank of Greenwich","CT-04"
"c $1-2 million",,"WHITBY SCHOOL, INC.","969 LAKE AVE","GREENWICH","CT","06831","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","87","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"GRIFFIN MANAGEMENT CO, INC","19 Railroad Avenue","GREENWICH","CT","06830","441120","Corporation","Unanswered","Unanswered","Unanswered",,"91","2020-04-30T00:00:00.000","Meridian Bank","CT-04"
"c $1-2 million",,"GREENWICH WOODS REHABILITATION LLC","1165 king st","GREENWICH","CT","06831","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"140","2020-05-01T00:00:00.000","Customers Bank","CT-04"
"c $1-2 million",,"FITNESS HOLDINGS NORTHEAST, LLC","343 GREENWICH AVE","GREENWICH","CT","06830","713940","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"161","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"ABILIS, INC.","50 Glenville Street","GREENWICH","CT","06831","621610","Non-Profit Organization","Unanswered","Female Owned","Non-Veteran","true","150","2020-04-04T00:00:00.000","The First Bank of Greenwich","CT-04"
"c $1-2 million",,"NITRON GROUP LLC","35 Mason Street","GREENWICH","CT","06830","424910","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"73","2020-04-13T00:00:00.000","KeyBank National Association","CT-04"
"c $1-2 million",,"CHALK & VERMILION","55 OLD POST RD NO 2","GREENWICH","CT","06830","453920","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"97","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"DAYTONA BEACH OWNER OPCO, L.L.C.","591 WEST PUTNAM AVENUE","GREENWICH","CT","06830","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"159","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"ODD FELLOWS HOME OF CONNECTICUT, INC.","235 Lestertown Road","Groton","CT","06340","623110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","247","2020-04-14T00:00:00.000","Manufacturers and Traders Trust Company","CT-02"
"c $1-2 million",,"JOBTARGET, LLC","15 Thames Street 2nd Floor","Groton","CT","06340","519130","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"70","2020-04-12T00:00:00.000","Silicon Valley Bank","CT-02"
"c $1-2 million",,"GIRARD MOTORS, INC","425 GOLD STAR HWY","GROTON","CT","06340","441110","Corporation","Unanswered","Unanswered","Unanswered",,"105","2020-04-10T00:00:00.000","Chelsea Groton Bank","CT-02"
"c $1-2 million",,"WEST LAKE PROPERTY, LLC","109 W Lake Ave","Guilford","CT","06437","623110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"149","2020-04-28T00:00:00.000","PeoplesBank","CT-03"
"c $1-2 million",,"BIO-MED DEVICES, INC.","61 SOUNDVIEW ROAD","GUILFORD","CT","06437","334510","Corporation","Unanswered","Unanswered","Unanswered",,"85","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"QUANTUM-SI INCORPORATED","530 OLD WHITFIELD ST STE 1","GUILFORD","CT","06437","541711","Corporation","Unanswered","Unanswered","Unanswered",,"71","2020-05-03T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"MOROSO PERFORMANCE PRODUCTS, INC.","80 Carter Dr","GUILFORD","CT","06437","336350","Corporation","Unanswered","Unanswered","Unanswered",,"99","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"GEORGE SCHMITT & CO., INC.","251 BOSTON POST RD","GUILFORD","CT","06437","424110","Corporation","Unanswered","Unanswered","Unanswered",,"94","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"CONNECTICUT GASTROENTEROLOGY CONSULTANTS, P.C.","800 Boston Post Road","GUILFORD","CT","06437","621111","Corporation","Unanswered","Unanswered","Unanswered",,"67","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"WHITEHAWK CONSTRUCTION SERVICES, INC.","23 Marne St.-Rear","Hamden","CT","06514","238990","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"55","2020-04-13T00:00:00.000","Rockland Trust Company","CT-03"
"c $1-2 million",,"BURT PROCESS EQUIPMENT INC.","100 OVERLOOK DR","HAMDEN","CT","06514","423490","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"110","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"WHITNEY MANOR OPERATING COMPANY, LLC","2798 Whitney Avenue","HAMDEN","CT","06518","623110","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,,"2020-04-28T00:00:00.000","Customers Bank","CT-03"
"c $1-2 million",,"SIMIONE HEALTHCARE CONSULTANTS LLC","4130 WHITNEY AVE","HAMDEN","CT","06518","541618","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"60","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"MECHANICAL PLUMBING & HEATING","52 Crestway","HAMDEN","CT","06514","238220","Corporation","Unanswered","Male Owned","Non-Veteran",,"78","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"LEED HIMMEL INDUSTRIES INC","75 LEEDERHILL DR","HAMDEN","CT","06517","332323","Corporation","Unanswered","Unanswered","Unanswered",,"86","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"HAMDEN REHABILITATION LLC","1270 SHERMAN AVE","HAMDEN","CT","06514","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","CT-03"
"c $1-2 million",,"CHARTER OAK HEALTH CENTER INC","21 Grand St","Hartford","CT","06106","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","231","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"JUMOKE ACADEMY INC","999 Asylum Ave Ste 200","Hartford","CT","06105","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","127","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"LIFEWAY MOBILITY HOLDINGS LLC","40A WESTON ST","HARTFORD","CT","06120","238290","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"99","2020-04-05T00:00:00.000","CIBC Bank USA","CT-01"
"c $1-2 million",,"CHRYSALIS CENTER INC","255 Homestead Ave","HARTFORD","CT","06112","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","84","2020-04-12T00:00:00.000","TD Bank, National Association","CT-01"
"c $1-2 million",,"THE HARTFORD ROMAN CATHOLIC DIOCESAN CORPORATION","134 Farmington Avenue","HARTFORD","CT","06105","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","117","2020-04-28T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"CELTIC PROPERTY MANAGEMENT LLC","3 CHARTER OAK PL","HARTFORD","CT","06106","531110","Limited  Liability Company(LLC)","Black or African American","Female Owned","Non-Veteran",,"117","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"SHEPARD STEEL CO INC","110 MEADOW STREET","HARTFORD","CT","06114","331513","Corporation","Unanswered","Unanswered","Unanswered",,"114","2020-04-13T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"ROGIN NASSAU LLC","185 ASYLUM ST","HARTFORD","CT","06103","541110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"55","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"RM BRADLEY MANAGEMENT CORPORATION","225 Asylum Street 15th Floor","HARTFORD","CT","06103","531210","Corporation","Unanswered","Unanswered","Unanswered",,"93","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"SARDILLI PRODUCE & DAIRY CO. INC.","212 LOCUST ST","HARTFORD","CT","06114","445230","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"107","2020-04-27T00:00:00.000","Liberty Bank","CT-01"
"c $1-2 million",,"THE WATKINSON SCHOOL","180 BLOOMFIELD AVENUE","HARTFORD","CT","06105","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","91","2020-04-09T00:00:00.000","Berkshire Bank","CT-01"
"c $1-2 million",,"REID AND RIEGE, P.C.","1 FINANCIAL PLZ","HARTFORD","CT","06103","541110","Partnership","Unanswered","Unanswered","Unanswered",,"61","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"RADIOLOGY ASSOCIATES OF HARTFORD P.C.","1000 ASYLUM AVENUE SUITE 3201E","HARTFORD","CT","06105","621512","Corporation","Unanswered","Unanswered","Unanswered",,"103","2020-04-11T00:00:00.000","Berkshire Bank","CT-01"
"c $1-2 million",,"NUTMEG INTERNATIONAL TRUCKS, INC.","130 BRAINARD RD","HARTFORD","CT","06114","441110","Corporation","Unanswered","Female Owned","Unanswered",,"125","2020-04-03T00:00:00.000","Aquesta Bank","CT-01"
"c $1-2 million",,"UPDIKE, KELLY & SPELLACY, P.C.","100 PEARL ST","HARTFORD","CT","06103","541110","Corporation","Unanswered","Unanswered","Unanswered",,"89","2020-04-28T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"JCJ BUSINESS CORP.","120 HUYSHOPE AVE Suite 400","HARTFORD","CT","06106","541310","Employee Stock Ownership Plan(ESOP)","Unanswered","Unanswered","Unanswered",,"94","2020-05-18T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"IT DIRECT, LLC","67 PROSPECT AVE Suite 202","HARTFORD","CT","06106","541512","Limited  Liability Company(LLC)","Hispanic","Male Owned","Non-Veteran",,"61","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"HOLIDAY RETIREMENT HOME, INC","670 PROSPECT AVE 2A","HARTFORD","CT","06105","623110","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-29T00:00:00.000","Citizens Bank, National Association","CT-01"
"c $1-2 million",,"THE HORACE BUSHNELL MEMORIAL HALL CORPORATION","166 CAPITOL AVE","HARTFORD","CT","06106","711410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","84","2020-04-08T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"HIGH LINE LUBE, LLC","25 Main Street 4th Floor","HARTFORD","CT","06106","811191","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"191","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"HARTFORD PATHOLOGY ASSOCIATES PC","80 SEYMOUR ST","HARTFORD","CT","06102","621511","Corporation","Unanswered","Unanswered","Unanswered",,"44","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"HARTFORD PUBLIC LIBRARY","500 MAIN ST","HARTFORD","CT","06103","519120","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","131","2020-05-03T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"GIRL SCOUTS OF CONNECTICUT, INC","340 WASHINGTON ST","HARTFORD","CT","06106","813410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","338","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"FIRST WORLD MORTGAGE CORP","127 PROSPECT AVE","HARTFORD","CT","06106","522292","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"100","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"EXPRESS KITCHEN, INC.","231 Weston Street","HARTFORD","CT","06120","444190","Corporation","Unanswered","Unanswered","Unanswered",,"140","2020-04-05T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"ELECTRICAL CONTRACTORS, INC","3510 MAIN ST","HARTFORD","CT","06120","238210","Corporation","Unanswered","Unanswered","Unanswered",,"90","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"DANAHERLAGNESE PC","21 OAK ST Capitol Place Suite 700","HARTFORD","CT","06106","541110","Corporation","Unanswered","Female Owned","Unanswered",,"49","2020-04-29T00:00:00.000","Thomaston Savings Bank","CT-01"
"c $1-2 million",,"CONNECTICUT PUBLIC BROADCASTING","1049 Asylum Ave.","HARTFORD","CT","06105","515120","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","92","2020-04-27T00:00:00.000","The Citizens State Bank of Ouray","CT-01"
"c $1-2 million",,"CONNECTICUT LIGHTING CENTER INC","160 Braninard Rd","HARTFORD","CT","06114","442299","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"71","2020-04-10T00:00:00.000","TD Bank, National Association","CT-01"
"c $1-2 million",,"COMMUNITY HEALTH SERVICES, INCORPORATED","500 ALBANY AVE","HARTFORD","CT","06120","621493","Corporation","Unanswered","Unanswered","Unanswered",,"182","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","CT-01"
"c $1-2 million",,"COMMUNITY PARTNERS IN ACTION INC","110 BARTHOLOMEW AVE","HARTFORD","CT","06106","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","134","2020-04-29T00:00:00.000","People's United Bank, National Association","CT-01"
"c $1-2 million",,"L.C. DOANE COMPANY","110 POND MEADOW RD","IVORYTON","CT","06442","335999","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"91","2020-04-27T00:00:00.000","Essex Savings Bank","CT-02"
