"re_continuing_ed_provider","web","email","coursenumber","coursename","course_hours","delivery_method","effective_date","expiration_date","course_type","phone","mandatory_year","course_offerings","additional_course_offerings"
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","HOW TO CLEAR THE FIRST HURDLE IN BRWONSFIELDS SITE REDEVELOPMENT","3.00","Classroom","2019-11-12","2023-11-12","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","IDENTITY THEFT SECURITY & AWARENESS","3.00","Classroom","2021-10-06","2024-10-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","LANDLORD TENANT RELATIONS","3.00","Classroom","2021-08-30","2024-09-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","LISTING COMMERCIAL PROPERTIES: WHAT THE BUYER OR TENANT WILL WANT TO KNOW","3.00","Classroom","2021-07-20","2024-07-20","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","MARKETING YOUR LISTINGS","3.00","Classroom","2018-11-14","2022-11-14","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","MEETING THE DEMANDS OF TODAY'S BUYERS AND SELLERS","3.00","Classroom","2019-03-04","2023-03-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","MILITARY RELOCATION PROFESSIONAL CERTIFICATION CORE COURSE","6.00","Classroom","2022-04-20","2023-06-13","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","MORTGAGE & REAL ESTATE FRAUD","3.00","Classroom","2021-10-06","2024-10-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","OVERCOMING OBSTACLES SELLING OIL-HEATED LISTINGS","3.00","Classroom","2022-05-09","2023-05-31","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","PERSONAL SAFETY AND SITUATIONAL AWARENESS REAL ESTATE","3.00","Classroom","2021-07-02","2025-07-02","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","PRICING STRATEGY ADVISORS","6.00","Classroom","2019-12-16","2023-12-16","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","PROPERTY MANAGEMENT","6.00","Classroom","2020-06-17","2024-06-17","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","REAL ESTATE ECONOMICS-A PRIMER","3.00","Classroom","2021-10-14","2024-11-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2021-04-23","2025-04-23","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","REALTY SAFETY & SECURITY: AGENT & CLIENT PERSONAL SECURITY","3.00","Classroom","2021-10-06","2024-10-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RENOVATION FINANCING","3.00","Classroom","2019-02-06","2023-01-10","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RENOVATION LENDING FOR REALTORS","3.00","Classroom","2022-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RIGHT START-DAY 2: CONVERTING BUYERS AND BUILDING YOUR BUYER-SIDE BUSINESS","3.00","Classroom","2019-09-30","2023-09-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RIGHT START-DAY 3: NEUTRALIZING SELLER CONCERNS AND BUILDING YOUR LISTING-SIDE","3.00","Classroom","2019-09-30","2023-09-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RIGHT START-DAY1: BUILDING YOUR BUSINESS AND DEMONSTRATING YOUR VALUE","3.00","Classroom","2019-09-30","2023-09-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","RISK MANAGEMENT","3.00","Classroom","2021-08-30","2024-09-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","SHORT SALES IN CONNECTICUT","3.00","Classroom","2021-08-30","2024-09-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","SMART AGENTS, SMART CLIENTS","3.00","Classroom","2018-11-14","2022-11-14","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","SOCIAL MEDIA SECURITY, REPUTATION AND BRAND MANAGEMENT","3.00","Classroom","2021-10-14","2024-11-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","THE MODERN REAL ESTATE PROFESSIONALS GUIDE TO SUCCESS","6.00","Classroom","2021-05-28","2025-05-28","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","THIS OLD CONNECTICUT HOUSE","3.00","Classroom","2021-12-15","2025-10-16","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","THIS OLD CONNECTICUT HOUSE","3.00","OnLine","2021-12-15","2025-10-16","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","TITLE FROM ESTATES","3.00","Classroom","2021-08-30","2024-09-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","TITLE SEARCHING","3.00","Classroom","2021-08-30","2024-09-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","TOP 3 ENVIRONMENTAL CONCERNS AFFECTING REAL ESTATE TRANSACTIONS","3.00","Classroom","2021-09-02","2024-09-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","TOP 3 ENVIRONMENTAL CONCERNS AFFECTING REAL ESTATE TRANSACTIONS","3.00","OnLine","2021-09-02","2024-09-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","TRAINING ON CHFA PROGRAMS","3.00","Classroom","2021-07-20","2024-07-20","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-01-26","2024-01-26","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","UNDERSTANDING HOUSE FLIPPING: A PARTERNSHIP BETWEEN REAL ESTATE LICENSEES & INVESTORS","3.00","Classroom","2018-09-05","2022-09-05","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","UNDERSTANDING PUBLIC 490","3.00","OnLine","2021-05-28","2025-05-28","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","USING RPR TO BETTER SERVE BUYERS AND SELLERS WITH DATA AND ANALYTICS","3.00","Classroom","2018-05-13","2024-03-10","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","VA APPROVED LENDER","3.00","Classroom","2019-11-06","2023-11-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","WATER, WATER, EVERYWHERE","3.00","Classroom","2021-10-14","2024-11-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CE","WATER, WATER, IN MY BACK YARD","3.00","Classroom","2021-10-14","2024-11-01","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","AVOIDING DECEPTIVE PRACTICES ON DEMAND COURSE","3.00","OnLine","2021-08-11","2024-11-08","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 1","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 2","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","ENVIRONMENTAL ISSUES IN YOUR REAL ESTATE PRACTICE","3.00","OnLine","2021-05-10","2024-08-03","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","EVERYDAY ETHICS IN REAL ESTATE","3.00","OnLine","2020-06-09","2023-08-28","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","FORECLOSURES, SHORT SALES,  REOS AND AUCTIONS V3.0","6.00","OnLine","2021-08-04","2024-11-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","INTRODUCTION TO COMMERCIAL REAL ESTATE SALES","3.00","OnLine","2019-08-29","2022-10-24","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","INVESTMENT PROPERTY PRACTICE AND MANAGEMENT","6.00","OnLine","2021-05-10","2024-08-06","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","REAL ESTATE AND TAXES: WHAT EVERY AGENT SHOULD KNOW V7.0","6.00","OnLine","2021-08-13","2024-11-07","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","REAL ESTATE FINANCE TODAY","3.00","OnLine","2019-08-29","2022-10-12","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","RED FLAGS PROPERTY INSPECTION GUIDE","6.00","OnLine","2022-06-13","2025-06-13","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","RISK MANAGEMENT","3.00","OnLine","2017-11-22","2024-03-24","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","SCAMS, SCOUNDRELS AND REAL ESTATE STINGS","3.00","OnLine","2021-10-30","2024-12-22","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","THE TINY HOUSE: IS IT A PHASE OR CRAZE? OnDEMAND COURSE","3.00","OnLine","2019-08-29","2022-10-10","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","TWENTY COST-EFFECTIVE HOME IMPROVEMENTS","3.00","OnLine","2022-03-10","2025-05-13","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","UNDERSTANDING 1031 TAX-FREE EXCHANGES","6.00","OnLine","2021-05-04","2024-05-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","UNDERSTANDING CREDIT AND IMPROVING CREDIT SCORES: What You Need To Know V3.0","3.00","OnLine","2022-03-10","2025-05-04","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE V1.0","3.00","OnLine","2021-03-11","2025-02-11","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RECE","RENOVATION LENDING FOR REALTORS","3.00","Classroom","2022-03-10","2024-03-10","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RECE","RENOVATION LENDING FOR REALTORS","3.00","OnLine","2022-03-10","2024-03-10","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","Classroom","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"EASTERN CONNECTICUT ASSOCIATION OF REALTORS",,"carrie@easternctrealtors.com","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","OnLine","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","860-892-2595",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","BUYER COUNSELING SESSION","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","BUYER COUNSELING SESSION","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CODE OF ETHICS","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CODE OF ETHICS","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 1","3.00","Classroom","2019-04-04","2023-04-04","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 2","3.00","Classroom","2019-04-04","2023-04-04","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CT REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","CT REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","HOW TO VALUE A HOME","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","HOW TO VALUE A HOME","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH BUYERS","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH BUYERS","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH RENTALS","3.00","Classroom","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH RENTALS","3.00","OnLine","2021-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH SELLERS","3.00","Classroom","2021-05-11","2025-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FAB REAL ESTATE SCHOOL","www.FabRealEstateSchool.com (http://www.FabRealEstateSchool.com)","don@fabrealestate.com","RE CE","WORKING WITH SELLERS","3.00","OnLine","2021-05-11","2025-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 947-1107",,,
"FOREMAN REAL ESTATE INSTITUTE (FREI)",,"AMINABLAKE@GMAIL.COM","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-09-15","2024-09-15","Continuing Education Real Estate Salesperson and Broker",,,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","2022 CT COMMERCIAL REAL ESTATE CONFERENCE","3.00","Classroom","2022-06-07","2024-04-21","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","APPRAISED PROPERTY VALUE: FACT OR FICTION","3.00","Classroom","2020-05-15","2024-05-15","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","AT HOME WITH DIVERSITY","6.00","Classroom","2021-04-08","2025-08-23","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","AUCTIONS COURSE: GOING GOING GONE!","3.00","Classroom","2022-02-17","2024-08-01","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","AUCTIONS COURSE: GOING GOING GONE!","3.00","OnLine","2022-02-17","2024-08-01","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","BUILDING YOUR COMMERCIAL REAL ESTATE BUSINESS","6.00","Classroom","2021-08-02","2024-08-23","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","BUYER COUNSELING SESSION","3.00","Classroom","2020-05-15","2024-05-15","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","CODE OF ETHICS","3.00","Classroom","2021-04-06","2025-07-17","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","CODE OF ETHICS & ENFORCEMENT PROCEDURES","3.00","Classroom","2021-09-20","2024-09-20","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMMERCIAL AND INVESTMENT REAL ESTATE 101","6.00","Classroom","2021-08-02","2024-07-31","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMMERCIAL AND INVESTMENT REAL ESTATE 102","6.00","Classroom","2021-08-02","2024-07-31","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMMERCIAL AND INVESTMENT REAL ESTATE 103","6.00","Classroom","2021-08-02","2024-07-31","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMMERCIAL AND INVESTMENT REAL ESTATE 104","6.00","Classroom","2021-08-02","2024-07-31","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMMERCIAL CODE OF ETHICS","3.00","Classroom","2022-03-23","2023-03-23","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","COMPUTER SECURITY: DATA & IDENTITY MANAGEMENT","3.00","Classroom","2021-12-10","2024-10-06","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","CONNECTING TO YOUR CLIENTS WITH HOMESNAP","3.00","Classroom","2019-10-29","2023-06-28","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","CSI PROTECTION IS ""CYBER SOCIAL IDENTITY AND PERSONAL PROTECTION"" FOR AGENTS & THEIR CLIENTS - PART 2","3.00","Classroom","2019-11-18","2023-11-18","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
"GREATER HARTFORD ASSOCIATION OF REALTORS","WWW.GHARONLINE.COM (http://WWW.GHARONLINE.COM)","Sdavis@gharonline.com","RE CE","CSI PROTECTION IS ""CYBER SOCIAL IDENTITY AND PERSONAL PROTECTION"" FOR AGENTS & THEIR CLIENTS-PART 1","3.00","Classroom","2019-11-18","2023-11-18","Continuing Education Real Estate Salesperson and Broker","860-561-1800",,,
