"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2013","Deejay Enterprises, Inc. dba Hobson Associates","1781 Highland Street, Suite 201","Cheshire","CT","06410","Employment Placement Agency","561311","No","2013-01-22T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Deitsch Plastic Company, Inc.","14 Farwell Street","West Haven","CT","06516","Plastic Manufacturer","313320","No","2012-08-09T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Active","1"
"2013","Del Monico Hatter, Inc.","47 Elm Street","New Haven","CT","06510","Clothing Assessories","448150","No","2012-12-17T00:00:00.000","30000","60000","90000","120000","30000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Delonti, Inc.","500 Bridge Street","Groton","CT","06340","Information Technology","541511, 541519","No","2014-09-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Delvin, Inc. dba Beechwood Supermarket","40 Huntington Street","Shelton","CT","06484","Grocery Retail","445110","No","2013-02-14T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2013","DeManche McChristian, LLC","49 West Main Street","Avon","CT","06001","Legal Services","541110","Yes","2012-07-18T00:00:00.000","11775","0","11775","23550","11775","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","Demographic Perspectives, LLC","334 McKinley Avenue","New Haven","CT","06515","Marketing Research Services","541910","Yes Woman","2016-11-01T00:00:00.000","20000","0","20000","42500","22500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Dermatologic Cosmetic Laboratories, LTD","20 Commerce Street","East Haven","CT","06512","Skin Care Products","325620/424210","Yes Woman","2015-01-26T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","met","n/a","$   150,000","Active","1"
"2013","Dermatologic Cosmetic Laboratories, LTD","20 Commerce Street","East Haven","CT","06512","Distribution/Manufacturing","424210/325620","Yes Woman","2012-08-01T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Design Automation Associates, Inc.","68 Bridge Street","Suffield","CT","06078","Professional Services","541330/541511","No","2015-05-14T00:00:00.000","100000","258700","358700","758700","400000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Device42, LLC","760 Chapel Street","New Haven","CT","06525","Computer Software","511210","No","2015-04-28T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Devine Brothers, Inc.","38 Commerce Street","Norwalk","CT","06850","Energy/Propane","454312","No","2013-05-31T00:00:00.000","60000","100000","160000","341227","181227","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","DeYulio Sausage Company, LLC","161 Myrtle Avenue","Stamford","CT","06902","Manufacturing","311612","No","2014-08-21T00:00:00.000","100000","0","100000","2391070","2291070","Small Business Express Program","CGS Sec. 32-7g","met",,"n/a","Out of Business- written off","1"
"2016","DiDi, LLC","432A Buckland Hills Drive","Manchester","CT","06042","Retail","442299","Yes Minority","2016-02-04T00:00:00.000","100000","300000","400000","1000000","600000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   50,000.00","Out of Business- written off","1"
"2015","Digital Surgeons, LLC","1175 State Street","New Haven","CT","06511","Digital Marketing","541810","No","2014-11-13T00:00:00.000","52850","0","52850","100000","47150","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","DiMatteo Construction, Inc.","55 Corporate Avenue","Plainville","CT","06062","Construction","237310","No","2013-06-13T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","DiMatteo Realty, LLC","55 Corporate Avenue","Plainville","CT","06062","Real Estate and Construction","531120/238900","No","2015-08-11T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2017","DiMuro Awards, LLC","60 Mountainville Road","Danbury","CT","06810","Manufacturing","339910","No","2016-12-28T00:00:00.000","100000","110000","210000","310000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Dioluce, LLC","185 Main Street","New Britain","CT","06051","Energy","335122","Yes Minority","2016-08-02T00:00:00.000","0","250000","250000","250000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Directed Connections, LLC dba Occam's Resources","84 Orange Street","New Haven","CT","06511","Custom Science Research","541511","No","2012-12-12T00:00:00.000","71000","195000","266000","401000","135000","Small Business Express Program","CGS Sec. 32-7g","Not Met","n/a","n/a","Active","1"
"2018","Disaster Restoration Services","338 Airline Avenue","Portland","CT","06480","Restoration Services","238990","No","2018-01-05T00:00:00.000","100000","300000","400000","916612","516612","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2019","Discount Fence of Connecticut, LLC","5 Tamarac Lane","Milford","CT","06461","Fencing","238990","Yes Woman","2019-02-15T00:00:00.000","70000","100000","170000","240000","70000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Discover Video, LLC","101 North Plains Industrial Road","Wallingford","CT","06492","Video Post Production and Production Services","541519","No","2014-09-02T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Diverse Supplier Development Academy, Inc","107 Selden Street","Berlin","CT","06037","Non-Profit","813211","No","2015-05-21T00:00:00.000","33024","0","33024","68860","35836","Small Business Express Program","CGS Sec. 32-7g","n/a","n/a","n/a","Active","1"
"2013","Diversified Group Brokerage Corporation","369 North Main Street","Marlborough","CT","06447","Insurance/Financial","524292","No","2013-06-20T00:00:00.000","60000","0","60000","734600","674600","Small Business Express Program","CGS Sec. 32-7g","Not Met","$1,363.63","n/a","Active","1"
"2013","Diversified Technology Consultants, Inc.","2321 Whitney Avenue, Suite 301","Hamden","CT","06518","Engineering Services","541330","No","2013-03-08T00:00:00.000","100000","200000","300000","400000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 3% to 4%","n/a","Compliance Complete","1"
"2019","Diversity Recruiting Partners, LLC","154 Herbert Street","Milford","CT","06461","Diversity Recruiting","541612","Yes Woman Minority","2019-06-04T00:00:00.000","100000","100100","200100","331370","131270","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Divine Treasures, LLC","404 Middle Turnpike West","Manchester","CT","06040","Confectionery Manufacturing","311300","Yes Woman","2013-06-13T00:00:00.000","40000","100000","140000","180000","40000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Active","1"
"2015","Divvies, LLC","30 Linderman Drive","Trumbull","CT","06611","Commercial Bakery","311812","No","2015-03-31T00:00:00.000","100000","200000","300000","414125","114125","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","D & K Nationwide Communications Inc.","55 Sims Road","Bristol","CT","06010","Communication Tower Construction","237130","Yes Veteran","2014-11-21T00:00:00.000","100000","50000","150000","631000","481000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2018","DLV, LLC dba Big Smiles Pediatric Dentistry","321 Boston Post Road","Milford","CT","06460","Pediatric Dentistry","621210","No","2018-06-07T00:00:00.000","45000",,"45000","90000","45000","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Active","1"
"2019","Dockside Brewery, LLC","40 Bridgeport Avenue","Milford","CT","06460","Brewpub","312120","No","2019-05-07T00:00:00.000","80000","300000","380000","1080000","700000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Doctor Bandaru Reddy dba Bridgeport Veterinary Hospital","2715 Main Street","Bridgeport","CT","06606","Professional Scientific Technical Service","541940","Yes Woman","2017-05-31T00:00:00.000","40000","200000","240000","540000","300000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2018","Dog Lane Café, LLC dba Fenton River Grill","One Dog Lane","Storrs","CT","06268","Restaurant","722513","No","2018-02-06T00:00:00.000","100000","200000","300000","765000","465000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Dolly's Wine Boutique, Inc.","73 Railroad Street","New Milford","CT","06776","Liquors-Retail","445310","Yes Woman","2012-07-23T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Domack Restoration LLC","134 Benton Street","Stratford","CT","06615","Service","238160","No","2012-05-25T00:00:00.000","100000","0","100000","347966","247966","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Donahue General Contractors, Inc.","93 Windham Road","Hampton","CT","06247","Site Preparation Contractors","238910","No","2012-12-13T00:00:00.000","35000","0","35000","70000","35000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Don Stevens Tire Co Inc.","60 Curtis Street","Southington","CT","06489","Tire Recycling","423930","No","2018-11-30T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","Douglas Mechanical Services, Inc.","47 Northhampton Lane","Plainville","CT","06062","HVAC","238210","No","2013-08-16T00:00:00.000","10600","17000","27600","38200","10600","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Do Valle, LLC","420 East Main Street","Branford","CT","06405","Distribution/Manufacturing","424990","No","2012-10-22T00:00:00.000","0","250000","250000","500000","250000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   100,000","Active","1"
"2013","Downtown Yoga, LLC","57 Pratt Street","Hartford","CT","06103","Other Miscellanneous Schools","611699","No","2012-12-21T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Active","1"
"2018","Dream Payments USA, Inc.","845 Canal Street","Stamford","CT","06902","Investment Advice","523930","No","2017-09-01T00:00:00.000","100000","100000","200000","300000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Dri-Air Industries, Inc.","16 Thompson Road, P.O. Box 1020","East Windsor","CT","06088","Plastics Industry","332999","Yes International Export","2017-06-09T00:00:00.000","100000","0","100000","450000","350000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Drilling Dynamics, LLC","336 Boston Post Road","Milford","CT","06460","Saw Blade & Hand Tool Manufacturing","332216","No","2012-09-10T00:00:00.000","44019","0","44019","88037","44019","Small Business Express Program","CGS Sec. 32-7g","Not Met","$1,000","n/a","Active","1"
"2014","Drillmaster-Eldorado Tool, Inc.","336 Boston Post Road","Milford","CT","06460","Special Die & Tool","333514","No","2013-08-30T00:00:00.000","60000","0","60000","209030","149030","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","DS Fit 4 All, LLC dba Akua Ba Fitness","87 Memorial Road","West Hartford","CT","06107","Fitness Gym","713940","No","2014-06-06T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2016","DSV, LLC dba Black-eyed Sally's","350 Asylum Street","Hartford","CT","06103","Restaurant/Catering","722511","No","2016-04-04T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","D & S Welding & Fabrication, LLC","36 M & S Court","New Britain","CT","06051","Fabricating","811310","No","2013-04-03T00:00:00.000","0","98000","98000","163000","65000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Duchess, Inc. dba Sava Insurance Group","750 Broad Street","Waterford","CT","06385","Insurance Agencies and Brokerages","524210","No","2012-09-13T00:00:00.000","26410","0","26410","96610","70200","Small Business Express Program","CGS Sec. 32-7g","met","n/a","n/a","Active","1"
"2015","Ductworks HVAC Services, LLC","175 Spring Street","Southington","CT","06489","HVAC Repair and Installation","238220","No","2015-02-25T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2017","Dufrane Nuclear Shielding, Inc. (DNSI)","125 Price Road","Winsted","CT","06098","Radiation, Shielding Product Design and Fabrication","332313","No","2017-03-07T00:00:00.000","60000","229500","289500","349819","60319","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","Dutch Oil Company, Inc.","35 William F. Palmer Road","East Haddam","CT","06469","Fuel Dealer","454310","No","2016-04-07T00:00:00.000","90000","300000","390000","825975","435975","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2019","DuVig, LLC dba DuVig Brewing Company","59 School Ground Road, Unit 10","Branford","CT","06408","Brewery","312120","Yes Woman","2018-07-23T00:00:00.000","0","41000","41000","82000","41000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Dylison, LLC dba NeJaime's Wine & Spirits","164 Danbury Road, Unit 5","Danbury","CT","06776","Retail","445310","No","2014-03-10T00:00:00.000","40450","0","40450","80900","40450","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2014","Dymotek Corporation","7 Main Street","Ellington","CT","06029","Manufacturing","326199","No","2014-02-06T00:00:00.000","100000","0","100000","302620","202620","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2019","Dynamic Health Physical Therapy LLC dba Dynamic Health Physical Therapy and Wellness","35 Tower Lane, Suite 110","Avon","CT","06001","Physical Therapy","621340","No","2019-06-04T00:00:00.000","10000","10000","20000","30000","10000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","E11Even, LLC","P.O. Box 370055","West Hartford","CT","06137","Beauty Salon","812112","No","2013-12-10T00:00:00.000","0","75000","75000","75000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","3% to 4%","n/a","Active","1"
"2013","E & A Enterprises, Inc. dba Northeast Thermography","10 Capital Drive","Wallingford","CT","06492","Printing/Trade/Wholesale","323111","No","2013-04-01T00:00:00.000","43130","0","43130","93541","50411","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Eaglestone Contractors Group, LLC","785 Wells Road","Wethersfield","CT","06109","Construction/Remodeling","236100","No","2017-05-17T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Eagle Valley Eco Fuel, Inc.","18 West Shore Drive","Ellington","CT","06029","Wholesale Fuel Oil","424720","No","2012-08-27T00:00:00.000","75000","200000","275000","350000","75000","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2013","EAO Switch Corporation","98 Washington Street","Milford","CT","06460","Wholesale Distribution/Manufacturer","423610","No","2012-07-19T00:00:00.000","100000","0","100000","1653660","1553660","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","E.A. Quinn Landscape Contracting, Inc.","109 Commerce Street","Glastonbury","CT","06033","Landscaping","561730","No","2014-01-06T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Earthlight Technologies, LLC","92 West Road","Ellington","CT","06029","Other Electronic Precision Equipment Repair & Maintenance","811219","No","2016-01-15T00:00:00.000","50000","0","50000","112000","62000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Earthlight Technologies, LLC","92 West Road","Ellington","CT","06029","Energy Conservation","238210","No","2013-06-26T00:00:00.000","50000","0","50000","165000","115000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","East Coast Lifting Products, LLC","77-9 Industrial Park Road","Vernon","CT","06066","Miscellaneous Fabricated Wire Products","314999","No","2013-02-13T00:00:00.000","0","78000","78000","78000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 3% to 4%","n/a","Active","1"
"2017","East End Processing & Manufacturing, LLC","155 Davenport Street","Bridgeport","CT","06607","Manufacturing and Recycling","562920","Yes Minority","2016-10-19T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Eastern College Athletic Conference (ECAC)","1311 Craigville Beach Road","Hamden","CT","02632","Sports","441229/541191","Yes Minority","2014-06-15T00:00:00.000","100000","300000","400000","1142740","742740","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   200,000","Active","1"
"2017","Eastern Connecticut Physicians Associates, LLC","2701 Tamarack Avenue","South Windsor","CT","06074","Healthcare","621111","Yes Woman/Minority","2017-01-05T00:00:00.000","0","200000","200000","568000","368000","Small Business Express Program","CGS Sec. 32-7g","Not Met","3% to 4%","n/a","Company sold to Leggett & Platt","1"
"2012","Eastern Construction Corporation","317 Chapel Road","South Windsor","CT","06074","Service","238160","No","2012-05-18T00:00:00.000","28000","0","28000","56000","28000","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2017","Eastern Land Management, Inc.","142 Hamilton Avenue","Stamford","CT","06902","Commercial Landscaping Services","561730","No","2016-12-29T00:00:00.000","50000","0","50000","214000","164000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","East Hampton Café, LLC dba TSS Print Shop","78 Plaza Court","Groton","CT","06340","Machine Shop","332700","No","2013-08-16T00:00:00.000","53000","100000","153000","257000","104000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3% and $1,000","n/a","Active","1"
"2015","East Lyme Café, LLC dba Smokey O'Gradys","306 Flanders Road","East Lyme","CT","06333","Restaurant","722410","Yes Veteran","2014-11-19T00:00:00.000","40000","105250","145250","257250","112000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$26,666 & 2% to3%","n/a","Released 12/20/2018","1"
"2015","East Point Systems, Inc.","2588 Atlantic Avenue","Brooklyn","NY","11207","Sofware Development","511210","No","2014-09-02T00:00:00.000","100000","0","100000","250000","150000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$20,000","n/a","Active","1"
"2013","Eastside Memorial, LLC","1595 East Main Street","Waterbury","CT","06705","Funeral Homes","812210","No","2012-09-28T00:00:00.000","75000","0","75000","443000","368000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Compliance Complete","1"
"2013","Easymeeting, Inc.","60 Willow Street","Groton","CT","06355","Wired Communications","517110","No","2013-04-10T00:00:00.000","82550","0","82550","470100","387550","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Active","1"
"2013","EasySeat, LLC","140 Whiting Street","Plainville","CT","06062","Ticket Resale","812990","No","2013-05-13T00:00:00.000","39916","0","39916","177471","137555","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Ebene-zer Restaurant, LLC","81B West Main Street","Meriden","CT","06451","Restaurant Spanish Food","722511","Yes Woman/Minority","2016-01-07T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","eBrevia, Inc.","175 Atlantic Street","Stamford","CT","06901","Enterprise Software","511210","No","2014-02-28T00:00:00.000","100000","0","100000","284960","184960","Small Business Express Program","CGS Sec. 32-7g","Not Met","$37,500","n/a","Active","1"
"2015","ECI Screenprint, Inc.","135 South Main Street","Thomaston","CT","06787","Screen Printing","323111","No","2014-08-20T00:00:00.000","100000","300000","400000","1839200","1439200","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   100,000","Active","1"
"2014","Economic Development Corporation of New Haven","28 Orange Street","New Haven","CT","06511","Economic Development","926110","No","2014-03-21T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Released","1"
"2015","EDCO Engineering, Inc.","100 Rockwell Road","Newington","CT","06111","Manufacturing","332721","Yes Woman/Veteran","2015-02-25T00:00:00.000","100000","0","100000","500000","400000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$10,800","n/a","Out of Business- written off","1"
"2014","Edgewater International, Inc. dba REC Component","17 Middle River Drive","Stafford Springs","CT","06076","Fishing Tackle","332700","No","2013-09-30T00:00:00.000","60000","0","60000","343500","283500","Small Business Express Program","CGS Sec. 32-7g","Not Met","$5,000","n/a","Compliance Complete","1"
"2014","Ed Lorah & Associates, LLC","5 Shaws Cove","New London","CT","06320","Public Accounting","541211","No","2013-10-07T00:00:00.000","25000","0","25000","40000","15000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","EDO Sushi Express, Inc.","900 Main Street","Watertown","CT","06779","Full Service Restaurant","722511","Yes Woman","2015-06-01T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","OOB","n/a","n/a","Out of Business","1"
"2015","Edro Corporation","37 Commerce Street","East Berlin","CT","06023-0308","Manufacturing","333312","Yes Woman","2014-11-19T00:00:00.000","100000","300000","400000","2125000","1725000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 3% to 4% and $7,695","n/a","Active","1"
"2013","Eemax, Inc.","400 Captain Neville Drive","Waterbury","CT","06705","Household Applica","335228","No","2012-12-03T00:00:00.000","100000","300000","400000","760000","360000","Small Business Express Program","CGS Sec. 32-7g","Partially Met","Rate increase from 2% to 3%","$   202,500","Active","1"
"2013","Effie's Place Restaurant, LLC","91 Park Road","West Hartford","CT","06119","Full Service Restaurant","722511","No","2012-07-13T00:00:00.000","75000","100000","175000","252000","77000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   15,000","Active","1"
"2013","EG Salon, LLC","1 Mellitti Plaza","Middletown","CT","06547","Beauty Salon","812112","Yes Woman","2012-09-17T00:00:00.000","18000","0","18000","38000","20000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2014","Ekris Cable Company, Inc.","503 Burritt Street","New Britain","CT","06053","Telecommunications Installation and Manufacturing","334419/335929","No","2014-01-27T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2015","El Coquito LLC","496 East Main Street","Bridgeport","CT","06608","Restaurant","722513","Yes Minority","2015-04-28T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3% and $74,997","n/a","Active","1"
"2017","Electrical Images, LLC","113 Wedgewood Road","Southington","CT","06489","Electrical Services","238210","No","2017-04-27T00:00:00.000","20000","0","20000","41000","21000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Electrical Power Solutions, LLC","39 Ledger Street","Hartford","CT","06106","Construction","238210","Yes Minority","2014-09-10T00:00:00.000","25000","0","25000","60074","35074","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Elegant Clinical Corporation","39 Jerome Avenue","Bloomfield","CT","06002","Beauty Salon","812112","Yes Woman/Minority","2015-08-25T00:00:00.000","0","300000","300000","371000","71000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   71,000","Active","1"
"2014","Elegant, LLC","448 Spring Street","Windsor Locks","CT","06096","Beauty Salon","812112","Yes","2014-02-26T00:00:00.000","29000","0","29000","49542","20542","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- confirmed","1"
"2013","EleMar New England Marble & Granite, LLC","99-107 Shelton Avenue","New Haven","CT","06511","Masonary Contractor","238140","No","2012-10-22T00:00:00.000","51500","110500","162000","213500","51500","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2018","Element 119, LLC","296 Reynolds Bridge Road","Thomaston","CT","06787","Coating Manufacturing","325500","Yes International Export","2017-07-11T00:00:00.000","40000","0","40000","83000","43000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Eleni Nikolis dba Jim's Pizza","124 Poquonock Avenue","Windsor","CT","06095","Restaurant","722513","Yes Woman","2017-11-28T00:00:00.000","29400","0","29400","58800","29400","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Elite Construction Rental, LLC","111 Prestige Park","East Hartford","CT","06108","Truck Heavy Hauling","532310","No","2012-07-03T00:00:00.000","100000","0","100000","396648","296648","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Elka Precision, LLC","15 Hultenius Street, Unit 2A","Plainville","CT","06062","Manufacturing","333515","No","2012-01-31T00:00:00.000","0","250000","250000","360000","110000","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2014","Elm City Food Cooperative, Inc.","777 Chapel Street","New Haven","CT","06510","Supermarkets and Other Grocery (except Convenience) Stores","445110","No","2013-09-30T00:00:00.000","100000","300000","400000","3422500","3022500","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2013","Elm Knoll Farm, LLC (No Email)","296 East Canaan Road","North Canaan","CT","06024","Dairy Farm","112120","No","2012-12-06T00:00:00.000","0","150000","150000","150000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 2% to 3%","n/a","Active","1"
"2013","Elm Press, Incorporated","16 Tremco Drive","Plymouth","CT","06786","Commercial Printing","323111","No","2013-03-22T00:00:00.000","80000","0","80000","162000","82000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Compliance Complete","1"
"2019","El Pollo Guapo Wethersfield, LLC","1866 Berlin Turnpike","Wethersfield","CT","06109","Food Service","722513","Yes Woman","2018-11-15T00:00:00.000","60000","30000","90000","150000","60000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a",,"1"
"2014","El's Kitchen, Inc.","300 Benton Street","Stratford","CT","06615","Food Manufacturing","311919","Yes Woman","2013-08-13T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Compliance Complete","1"
"2015","Emanuele A. Mangiafico, Attorney At Law, LLC","185 West Main Street","New Britain","CT","06052","Attorney","541100","Yes Veteran","2014-11-21T00:00:00.000","35000","0","35000","70000","35000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Embedded Energy Technology, LLC","14 Farwell Street","West Haven","CT","06516","Technology","339900","No","2016-09-01T00:00:00.000","60000","300000","360000","759200","399200","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","Emerge Connecticut, Inc.","830 Grand Avenue","New Haven","CT","06511","Other Social Advocacy","813319","Yes Minority","2016-05-24T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
