"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"UnitedHealthcare Insurance Company","7015854","2018-04-04T00:00:00.000","2018-06-15T00:00:00.000","Group","Health Only","Claim Handling","Subrogation","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7015871","2018-04-04T00:00:00.000","2018-04-20T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Compromised Settlement/Resolution","Furnished Information","6302.00","Closed"
"UnitedHealthcare Insurance Company","7012292","2018-11-09T00:00:00.000","2018-11-27T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7015768","2018-07-11T00:00:00.000","2018-08-13T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Underwriting","Cancellation","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7015768","2018-07-11T00:00:00.000","2018-08-13T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Underwriting","Cancellation","No Action Requested/Required","Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7015787","2018-08-24T00:00:00.000","2018-08-30T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Furnished Information","893.63","Closed"
"UnitedHealthcare Insurance Company","7012941","2019-03-12T00:00:00.000","2019-03-18T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer",,"Furnished Information","374.92","Closed"
"UnitedHealthcare Insurance Company","7012941","2019-03-12T00:00:00.000","2019-03-18T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer",,"Claim Paid With Interest","374.92","Closed"
"UnitedHealthcare Insurance Company","7013180","2018-10-10T00:00:00.000","2018-10-23T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Voluntary Reconsideration","910.29","Closed"
"UnitedHealthcare Insurance Company","7013180","2018-10-10T00:00:00.000","2018-10-23T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Voluntary Reconsideration","910.29","Closed"
"UnitedHealthcare Insurance Company","7013180","2018-10-10T00:00:00.000","2018-10-23T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Coverage Granted","910.29","Closed"
"UnitedHealthcare Insurance Company","7013180","2018-10-10T00:00:00.000","2018-10-23T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Coverage Granted","910.29","Closed"
"UnitedHealthcare Insurance Company","7013186","2018-10-10T00:00:00.000","2018-11-07T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Compromised Settlement/Resolution","Justified","1441.00","Closed"
"UnitedHealthcare Insurance Company","7013194","2018-10-10T00:00:00.000","2018-11-07T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider",,"Justified","978.00","Closed"
"UnitedHealthcare Insurance Company","7013194","2018-10-10T00:00:00.000","2018-11-07T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider",,"Corrective Action","978.00","Closed"
"UnitedHealthcare Insurance Company","7017899","2019-10-04T00:00:00.000","2019-10-22T00:00:00.000","Group","Health Only","Underwriting","Discontinuation & Replacement","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017935","2019-10-08T00:00:00.000","2019-10-11T00:00:00.000","Group","Group/Association Trust","Underwriting","Nonrenewal","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014556","2018-12-18T00:00:00.000","2019-01-10T00:00:00.000","A & H",,"Claim Handling","Provider Availability","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012247","2018-09-24T00:00:00.000","2018-10-17T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012867","2018-11-19T00:00:00.000","2018-11-28T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017720","2018-03-19T00:00:00.000","2018-03-23T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017926","2019-10-07T00:00:00.000","2019-11-01T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018013","2019-10-09T00:00:00.000","2019-11-01T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013214","2018-11-23T00:00:00.000","2018-12-11T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","Claim Settled","Voluntary Reconsideration","193548.00","Closed"
"UnitedHealthcare Insurance Company","7014047","2019-01-25T00:00:00.000","2019-02-05T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Justified","1012.64","Closed"
"UnitedHealthcare Insurance Company","7014047","2019-01-25T00:00:00.000","2019-02-05T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","1012.64","Closed"
"UnitedHealthcare Insurance Company","7013066","2019-01-10T00:00:00.000","2019-01-15T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013258","2019-01-14T00:00:00.000","2019-02-01T00:00:00.000","A & H",,"Claim Handling","Claim Procedure","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7013344","2019-03-07T00:00:00.000","2019-07-01T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013047","2018-11-21T00:00:00.000","2018-12-11T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","868.26","Closed"
"UnitedHealthcare Insurance Company","7013047","2018-11-21T00:00:00.000","2018-12-11T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","868.26","Closed"
"UnitedHealthcare Insurance Company","7014121","2018-10-19T00:00:00.000","2018-11-05T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014119","2018-10-19T00:00:00.000","2018-11-19T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","No Action Necessary","992.00","Closed"
"UnitedHealthcare Insurance Company","7014119","2018-10-19T00:00:00.000","2018-11-19T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","Furnished Information","992.00","Closed"
"UnitedHealthcare Insurance Company","7017351","2018-03-14T00:00:00.000","2018-03-27T00:00:00.000","Group","Health Only","Claim Handling","Delays","Company Position Substantiated","Furnished Information","1314.00","Closed"
"UnitedHealthcare Insurance Company","7013365","2018-10-11T00:00:00.000","2018-10-23T00:00:00.000","Individual","Dental","PolicyHolder Service","Delays/No Response","Claim Settled","Justified","941.10","Closed"
"UnitedHealthcare Insurance Company","7014183","2018-12-12T00:00:00.000","2018-12-19T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014188","2018-12-12T00:00:00.000","2019-01-04T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014188","2018-12-12T00:00:00.000","2019-01-04T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7017773","2018-05-01T00:00:00.000","2018-05-14T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013852","2019-01-23T00:00:00.000","2019-02-14T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","4860.20","Closed"
"UnitedHealthcare Insurance Company","7013854","2019-01-23T00:00:00.000","2019-01-31T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","1010.46","Closed"
"UnitedHealthcare Insurance Company","7013854","2019-01-23T00:00:00.000","2019-01-31T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","1010.46","Closed"
"UnitedHealthcare Insurance Company","7014109","2019-02-19T00:00:00.000","2019-03-15T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7013520","2019-03-14T00:00:00.000","2019-03-27T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7016633","2018-04-13T00:00:00.000","2018-04-30T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Misappropriation of Premium","Compromised Settlement/Resolution","Furnished Information","156.00","Closed"
"UnitedHealthcare Insurance Company","7017583","2018-04-30T00:00:00.000","2018-05-16T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Compromised Settlement/Resolution","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018067","2019-11-29T00:00:00.000","2019-12-13T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Refund","Compromised Settlement/Resolution","Furnished Information","1374.00","Closed"
"UnitedHealthcare Insurance Company","7018076","2019-12-02T00:00:00.000","2019-12-19T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018076","2019-12-02T00:00:00.000","2019-12-19T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7014935","2018-05-16T00:00:00.000","2018-06-01T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Refund","Compromised Settlement/Resolution","Furnished Information","2522.75","Closed"
"UnitedHealthcare Insurance Company","7013438","2018-11-29T00:00:00.000","2018-12-21T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014350","2018-10-25T00:00:00.000","2018-11-14T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014410","2019-01-30T00:00:00.000","2019-02-27T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013571","2018-10-15T00:00:00.000","2018-10-16T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Claim Handling","Other","No Jurisdiction","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012364","2019-02-14T00:00:00.000","2019-03-15T00:00:00.000","Individual","Health Only","Marketing & Sales","High Pressure Tactics","Compromised Settlement/Resolution","Furnished Information","241.64","Closed"
"UnitedHealthcare Insurance Company","7012364","2019-02-14T00:00:00.000","2019-03-15T00:00:00.000","Individual","Health Only","Marketing & Sales","High Pressure Tactics","Compromised Settlement/Resolution","Satisfactory Explanation","241.64","Closed"
"UnitedHealthcare Insurance Company","7014412","2019-01-31T00:00:00.000","2019-02-22T00:00:00.000","Group","Health Only","Claim Handling","Appeal Non-Compliance","Claim Settled","Justified","5896.79","Closed"
"UnitedHealthcare Insurance Company","7014412","2019-01-31T00:00:00.000","2019-02-22T00:00:00.000","Group","Health Only","Claim Handling","UR Procedure","Claim Settled","Justified","5896.79","Closed"
"UnitedHealthcare Insurance Company","7015482","2018-03-28T00:00:00.000","2018-04-30T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7015482","2018-03-28T00:00:00.000","2018-04-30T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7016866","2018-06-18T00:00:00.000","2018-07-05T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Furnished Information","866.00","Closed"
"UnitedHealthcare Insurance Company","7012393","2018-09-24T00:00:00.000","2018-10-17T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012393","2018-09-24T00:00:00.000","2018-10-17T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7016805","2018-04-18T00:00:00.000","2018-05-07T00:00:00.000","Group","Vision","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7016827","2018-04-18T00:00:00.000","2018-04-30T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","Furnished Information","6512.00","Closed"
"UnitedHealthcare Insurance Company","7016837","2018-04-18T00:00:00.000","2018-07-11T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Justified","36.00","Closed"
"UnitedHealthcare Insurance Company","7016837","2018-04-18T00:00:00.000","2018-07-11T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","36.00","Closed"
"UnitedHealthcare Insurance Company","7015121","2018-05-18T00:00:00.000","2018-06-05T00:00:00.000","Group","Health Only","Claim Handling","Delays","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012380","2019-02-15T00:00:00.000","2019-03-05T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017630","2018-05-11T00:00:00.000","2018-05-29T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","77.58","Closed"
"UnitedHealthcare Insurance Company","7015450","2018-08-15T00:00:00.000","2018-09-04T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7017632","2018-05-11T00:00:00.000","2018-06-15T00:00:00.000","Group","Health Only","Underwriting","No Subreason",,"Justified","6896.00","Closed"
"UnitedHealthcare Insurance Company","7017632","2018-05-11T00:00:00.000","2018-06-15T00:00:00.000","Group","Health Only","Underwriting","No Subreason",,"Justified","6896.00","Closed"
"UnitedHealthcare Insurance Company","7017632","2018-05-11T00:00:00.000","2018-06-15T00:00:00.000","Group","Health Only","Underwriting","No Subreason",,"Coverage Granted","6896.00","Closed"
"UnitedHealthcare Insurance Company","7015533","2018-05-25T00:00:00.000","2018-06-07T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","Voluntary Reconsideration","626.00","Closed"
"UnitedHealthcare Insurance Company","7013892","2019-03-08T00:00:00.000","2019-04-15T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7015398","2018-07-03T00:00:00.000","2018-07-25T00:00:00.000","A & H",,"Claim Handling","Denial of Claim","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7015531","2018-05-25T00:00:00.000","2018-06-13T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7014819","2018-05-15T00:00:00.000","2018-06-07T00:00:00.000","Group","Health Only","Claim Handling","Mandated Benefit","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7016696","2018-07-23T00:00:00.000","2018-08-30T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","6086.10","Closed"
"UnitedHealthcare Insurance Company","7016696","2018-07-23T00:00:00.000","2018-08-30T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Justified","6086.10","Closed"
"UnitedHealthcare Insurance Company","7016696","2018-07-23T00:00:00.000","2018-08-30T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","6086.10","Closed"
"UnitedHealthcare Insurance Company","7016696","2018-07-23T00:00:00.000","2018-08-30T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"Claim Paid With Interest","6086.10","Closed"
"UnitedHealthcare Insurance Company","7012432","2018-09-26T00:00:00.000","2018-10-24T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","Claim Settled","Furnished Information","1347.43","Closed"
"UnitedHealthcare Insurance Company","7012434","2018-09-26T00:00:00.000","2018-10-18T00:00:00.000","Group","Health Only","Claim Handling","UR Case Management",,"Justified","35550.00","Closed"
"UnitedHealthcare Insurance Company","7012434","2018-09-26T00:00:00.000","2018-10-18T00:00:00.000","Group","Health Only","Claim Handling","UR Case Management",,"Corrective Action","35550.00","Closed"
"UnitedHealthcare Insurance Company","7013795","2018-12-05T00:00:00.000","2018-12-17T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012556","2019-02-20T00:00:00.000","2019-02-26T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7012558","2019-02-20T00:00:00.000","2019-03-01T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7041171","2021-11-29T00:00:00.000","2022-01-20T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041062","2021-11-22T00:00:00.000","2021-11-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7015547","2018-05-29T00:00:00.000","2018-06-11T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Delays/No Response","Claim Settled","Voluntary Reconsideration","1660.15","Closed"
"UnitedHealthcare Insurance Company","7017826","2019-10-03T00:00:00.000","2019-10-21T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7013783","2018-12-04T00:00:00.000","2018-12-05T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7015081","2018-03-22T00:00:00.000","2018-04-10T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","7.98","Closed"
"UnitedHealthcare Insurance Company","7012600","2018-09-27T00:00:00.000","2018-10-15T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7013823","2018-12-06T00:00:00.000","2018-12-26T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Notice/Billing","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","A & H","A & H","Claim Handling","Denial","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","Group","A & H","Claim Handling","Denial","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","A & H","A & H","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","Group","A & H","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","A & H","Dental","Claim Handling","Denial","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","Group","Dental","Claim Handling","Denial","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","A & H","Dental","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7041028","2021-11-21T00:00:00.000","2021-12-01T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","0.00","Closed"
"UnitedHealthcare Insurance Company","7040782","2021-11-10T00:00:00.000","2021-11-29T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7040706","2021-11-09T00:00:00.000","2021-11-17T00:00:00.000","Individual","Medicare Plan G","PolicyHolder Service","Premium Notice/Billing",,"Rate Increase Explained","0.00","Closed"
"UnitedHealthcare Insurance Company","7040706","2021-11-09T00:00:00.000","2021-11-17T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Notice/Billing",,"Rate Increase Explained","0.00","Closed"
"UnitedHealthcare Insurance Company","7041902","2022-01-05T00:00:00.000","2022-01-24T00:00:00.000","Group","Health Only","Claim Handling","Surprise Billing",,"Claim Paid With Interest","2276.08","Closed"
"UnitedHealthcare Insurance Company","7041902","2022-01-05T00:00:00.000","2022-01-24T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Claim Paid With Interest","2276.08","Closed"
"UnitedHealthcare Insurance Company","7041856","2022-01-04T00:00:00.000","2022-01-26T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7040931","2021-11-17T00:00:00.000","2022-03-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041307","2021-12-07T00:00:00.000","2021-12-16T00:00:00.000","A & H","A & H","Claim Handling","Eligibility of Provider","Claim Settled",,"1153.01","Closed"
"UnitedHealthcare Insurance Company","7041307","2021-12-07T00:00:00.000","2021-12-16T00:00:00.000","Group","A & H","Claim Handling","Eligibility of Provider","Claim Settled",,"1153.01","Closed"
"UnitedHealthcare Insurance Company","7041307","2021-12-07T00:00:00.000","2021-12-16T00:00:00.000","A & H","Health Only","Claim Handling","Eligibility of Provider","Claim Settled",,"1153.01","Closed"
"UnitedHealthcare Insurance Company","7041307","2021-12-07T00:00:00.000","2021-12-16T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider","Claim Settled",,"1153.01","Closed"
"UnitedHealthcare Insurance Company","7041137","2021-11-26T00:00:00.000","2021-12-07T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7040804","2021-11-11T00:00:00.000","2021-11-17T00:00:00.000","Individual","Medicare Advantage","Claim Handling","Delays","No Jurisdiction",,"0.00","Closed"
"UnitedHealthcare Insurance Company","7042069","2022-01-14T00:00:00.000","2022-01-18T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041676","2021-12-23T00:00:00.000","2022-02-24T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041948","2022-01-07T00:00:00.000","2022-01-11T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041207","2021-11-30T00:00:00.000","2021-12-03T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7042258","2022-01-21T00:00:00.000","2022-03-17T00:00:00.000","A & H","A & H","Claim Handling","Claim Procedure",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7042258","2022-01-21T00:00:00.000","2022-03-17T00:00:00.000","A & H","A & H","Claim Handling","Delays",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7042258","2022-01-21T00:00:00.000","2022-03-17T00:00:00.000","A & H","Health Only","Claim Handling","Claim Procedure",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7042258","2022-01-21T00:00:00.000","2022-03-17T00:00:00.000","A & H","Health Only","Claim Handling","Delays",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7042126","2022-01-17T00:00:00.000","2022-01-21T00:00:00.000",,,,,,,"0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","A & H","A & H","PolicyHolder Service","Policy Delivery",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","Group","A & H","PolicyHolder Service","Policy Delivery",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","A & H","A & H","PolicyHolder Service","Policy Service",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","Group","A & H","PolicyHolder Service","Policy Service",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","A & H","Dental","PolicyHolder Service","Policy Delivery",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","Group","Dental","PolicyHolder Service","Policy Delivery",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","A & H","Dental","PolicyHolder Service","Policy Service",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041764","2021-12-29T00:00:00.000","2022-02-03T00:00:00.000","Group","Dental","PolicyHolder Service","Policy Service",,"Satisfied","0.00","Closed"
"UnitedHealthcare Insurance Company","7041113","2021-11-24T00:00:00.000","2021-12-01T00:00:00.000",,,,,,,"0.00","Closed"
"Anthem Health Plans, Inc","7047321","2022-08-17T00:00:00.000",,,,,,,,"0","Sent to Company"
"UnitedHealthcare Insurance Company","7042415","2022-01-26T00:00:00.000","2022-02-23T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"UnitedHealthcare Insurance Company","7042415","2022-01-26T00:00:00.000","2022-02-23T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"UnitedHealthcare Insurance Company","7042739","2022-02-07T00:00:00.000","2022-02-24T00:00:00.000","Group","Dental","Claim Handling","Denial","Claim Settled","Claim Paid","0.00","Closed"
