"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","forgiveness_earned_if_applicable","penalty_if_applicable","status","count"
"2012","Spectrum Machine & Design, LLC","800 Old Country Circle","Windsor Locks","CT","06033","Manufacturing","332710","No","2012-03-20T00:00:00.000","0","372025","372025","581025","209000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2019","Sperry Rail, Inc.","5 Research Drive","Shelton","CT","06484","Railroad Maintenance","478904","No","2018-12-11T00:00:00.000","0","750000","750000","1500000","750000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending",,"n/a","Active","1"
"2015","Square 9 Softworks, Inc.","129 Church Street","New Haven","CT","06510","Manufacturing","541511","No","2015-03-26T00:00:00.000","0","250000","250000","838000","588000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2018","SSB Manufacturing Company","140 Old County Road","Windsor Locks","CT","06096","Manufacturing","337910","No","2018-02-26T00:00:00.000","0","5000000","5000000","10000000","5000000","Manufacturing Assistance Act","CH 588l","Met","$   3,000,000","n/a","Active","1"
"2015","S & S Worldwide, Inc.","75 Mill Street","Colchester","CT","06415","Manufacturing","424990","No","2015-02-27T00:00:00.000","0","1500000","1500000","3040000","1540000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   1,000,000","n/a","Active","1"
"2012","Stamford Innovation, LLC","8 Night Street","Norwalk","CT","06851","Manufacturing","561499","No","2012-01-02T00:00:00.000","0","500000","500000","1000000","500000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2014","Starwood Hotels & Resorts Worldwide, Inc.","One Star Point","Stamford","CT","06902","Service","561110","No","2014-04-30T00:00:00.000","0","5000000","5000000","30000000","25000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2010","Starwood Hotels & Resorts Worldwide, Inc.","333 Ludlow Street","Stamford","CT","06906","Manufacturing","561110","No","2010-05-21T00:00:00.000","0","9500000","9500000","75000000","65500000","Manufacturing Assistance Act Revolving Loan Fund/URA Tax Credits","CH 588l","met","$   7,000,000","n/a","Active","1"
"2010","Summit Corporation of America","1430 Waterbury Road","Thomaston","CT","06787","Manufacturing","332812","No","2009-11-24T00:00:00.000","0","500000","500000","1000000","500000","Manufacturing Assistance Act","CH 588l","met","n/a","n/a","Active","1"
"2010","Sunnyside Farm, LLC","99 Campbell Mill Road","Voluntown","CT","06384","Manufacturing","112120","Yes","2009-11-16T00:00:00.000","0","25000","25000","57200","32200","Manufacturing Assistance Act","CH 588l","n/a","$   12,500","n/a","Active","1"
"2014","Supreme Lake Manufacturing, Inc.","455 Atwater Street","Plantsville","CT","06479","Manufacturing","332721","No","2013-07-18T00:00:00.000","100000","0","100000","575000","475000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2014","Sustainable Building Systems USA, LLC","18 Craftsman Road","East Windsor","CT","06088","Manufacturing","332311","No","2014-05-05T00:00:00.000","0","19100000","19100000","98578769","79478769","Manufacturing Assistance Act - First Five","CH 588l","Pending","n/a","n/a","Active","1"
"2013","Sustainable Innovations, LLC","114 Harvest Lane","Glastonbury","CT","06033","Manufacturing","541712","No","2013-05-01T00:00:00.000","99000","0","99000","199000","100000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Active","1"
"2013","Swing by Swing Golf, Inc. f/k/a Back9Network, Inc.","80 Statehouse Square #158","Hartford","CT","06123","Manufacturing","515120","No","2012-08-15T00:00:00.000","0","4750000","4750000","8845546","4095546","Manufacturing Assistance Act","CH 588l","met","$   1,500,000","n/a","Active","1"
"2015","Sylvan R. Shemitz Designs, LLC d/b/a The Lighting Quotient","114 Boston Post Road","West Haven","CT","06516","Manufacturing","335122","Yes","2015-06-10T00:00:00.000","0","750000","750000","2009549","1259549","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Synchrony Bank","777 Long Ridge Road","Stamford","CT","06902","Manufacturing","522210","No","2015-12-15T00:00:00.000","20000000","0","20000000","71300000","51300000","Manufacturing Assistance Act - First Five","CH 588l","Met","n/a","n/a","Active","1"
"2013","Syn-Mar Products, Inc.","5 Nutmeg Drive","Ellington","CT","06029","Manufacturing","423320","n/a","2013-04-23T00:00:00.000","100000","80000","180000","360000","180000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Telling Industries, LLC","1050 Kennedy Road","Windsor","CT","06095","Manufacturing","331221","No","2015-12-30T00:00:00.000","0","1500000","1500000","4050000","2550000","Manufacturing Assistance Act","CH 588l","Met","$   750,000","n/a","Active","1"
"2017","Terex Corporation","200 Nyala Farm Road","Westport","CT","06880","Manufacturing","423810","no","2017-05-19T00:00:00.000","1500000","0","1500000","5500000","4000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2017","The Business Council of Fairfield County Connecticut Foundation, Inc.","One Landmark Square","Stamford","CT","06901","Manufacturing","813910","No","2017-02-03T00:00:00.000","250000","0","250000","250000","0","Manufacturing Assistance Act","CH 588l","Pending",,,"Active","1"
"2019","The Business Council of Fairfield County Connecticut Foundation, Inc.","One Landmark Square","Fairfield","CT","06901","Manufacturing","813910","No","2019-06-20T00:00:00.000","250000","0","250000","250000","0","Manufacturing Assistance Act","CH588l","Pending","n/a","n/a","Active","1"
"2016","The Business Council of Fairfield County Connecticut Foundation, Inc.","1 Landmark Square, Suite 300","Stamford","CT","06901","Manufacturing","813910","No","2016-06-30T00:00:00.000","50000","0","50000","84250","34250","Manufacturing Assistance Act","CH 588l","See EXP","See EXP","See EXP","Active","1"
"2017","The Electric Heater Company dba Hubbell Electric Heater Company","45 Seymour Street","Stratford","CT","06614","Manufacturing","333249","No","2016-08-02T00:00:00.000","0","2000000","2000000","4500000","2500000","Manufacturing Assistance Act","CH 588l","Met","$   750,000","n/a","Active","1"
"2015","The Lee Company, Inc.","2 Pettipaug Road","Westbrook","CT","06498","Manufacturing","335413","No","2015-01-06T00:00:00.000","0","10000000","10000000","50000000","40000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Met","$   10,000,000","n/a","Active","1"
"2021","The Maritime Aquarium at Norwalk, Inc.","10 North Water Street","Norwalk","CT","06854","Tourism","712310","No","2021-02-26T00:00:00.000","0","2000000","2000000","6000000","4000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2021","The New University of Bridgeport, Inc.","126 Park Avenue","Bridgeport","CT","06604","Education","611310","No","2021-05-21T00:00:00.000","0","7500000","7500000","23267000","15767000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2013","The Record Journal Publishing Company","11 Crown Street","Meriden","CT","06450","Manufacturing","511110","No","2012-09-17T00:00:00.000","75000","275000","350000","700000","350000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   175,000","n/a","Active","1"
"2010","The Sun Products Corporation","60 Danbury Road","Wilton","CT","06897","Manufacturing","325611","No","2010-05-13T00:00:00.000","0","1500000","1500000","34175000","32675000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Met","$   750,000","n/a","Active","1"
"2021","Thomas Hooker Brewing Co, LLC","16 Tobey Road","Bloomfield","CT","06002","Manufacturing","312120","No","2021-01-26T00:00:00.000","0","300000","300000","1000000","700000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending","n/a","n/a","Active","1"
"2014","Thompson International Speedway","205 East Thompson Road","Thompson","CT","06277","Manufacturing","711212","No","2014-02-10T00:00:00.000","0","800000","800000","4285000","3485000","Manufacturing Assistance Act","CH 588l","Met","$   200,000","n/a","Active","1"
"2013","TMC Group, Inc.","129 Glover Avenue","Norwalk","CT","06850","Manufacturing","541711","No","2012-07-06T00:00:00.000","0","750000","750000","1500000","750000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Bankruptcy","Bankruptcy","Bankruptcy","Active","1"
"2013","Toce Brothers, Incorporated","143 East Street","Torrington","CT","06790","Manufacturing","441320","No","2013-03-25T00:00:00.000","100000","300000","400000","800000","400000","Manufacturing Assistance Act","CH 588l","Met","n/a","n/a","Out of Business- written off","1"
"2015","Tomz Corporation","47 Episcopal Road","Berlin","CT","06037","Manufacturing","332700","No","2015-03-12T00:00:00.000","0","711533","711533","2373533","1662000","Manufacturing Assistance Act","CH 588l","Met","$   533,650","n/a","Active","1"
"2014","Total Mortgages Services, LLC","185 Plains Road","Milford","CT","06460","Manufacturing","522220","No","2014-01-17T00:00:00.000",,"3500000","3500000","8750000","5250000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Triumph Engine Control Systems, LLC","One Charter Oak Boulevard","West Hartford","CT","06113","Manufacturing","336411","No","2018-06-26T00:00:00.000","1500000","0","1500000","13811963","12311963","Manufacturing Assistance Act","CH 588l","met","n/a","n/a","Active","1"
"2015","Tronox, LLC","263 Tresser Boulevard","Stamford","CT","06901","Manufacturing","213113","No","2014-07-30T00:00:00.000","2000000","0","2000000","10570750","8570750","Manufacturing Assistance Act","CH 588l","Not Met","n/a","n/a","Active","1"
"2017","Turq, LLC","123 Lockwood Road","Riverside","CT","06878","Manufacturing","424300","Yes","2016-08-19T00:00:00.000","0","100000","100000","100000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
"2012","UBS AG - Acting through its Stamford Branch","677 Washington Boulevard","Stamford","CT","06901","Manufacturing","523999","No","2012-05-31T00:00:00.000","0","20000000","20000000","22250000","2250000","Manufacturing Assistance Act","CH 588l","Met","$   12,100,000","n/a","Active","1"
"2012","United Healthcare Services, Inc.","185 Asylum Street","Hartford","CT","06103","Manufacturing","524114","No","2012-04-11T00:00:00.000","0","1500000","1500000","42363157","40863157","Manufacturing Assistance Act","CH 588l","met","$   1,500,000","n/a","Active","1"
"2016","Vermillion, Inc.","35 Nutmeg Drive","Trumbull","CT","06611","Manufacturing","541711","No","2016-03-14T00:00:00.000","0","4000000","4000000","8000000","4000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Viiv Healthcare Company","36 East Industrial Road","Branford","CT","06405","Manufacturing","422210","No","2017-11-07T00:00:00.000","1000000","0","1000000","2000000","1000000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Vineyard Vines, LLC","37 Brownhouse Road","Stamford","CT","06902","Retail","448140","No","2014-10-30T00:00:00.000","0","6000000","6000000","12000000","6000000","Manufacturing Assistance Act/URA Tax Credits","CH 588l","Pending","n/a","n/a","Active","1"
"2018","VSFT Holdings, Inc.","140 Huyshope Avenue SA #417","Hartford","CT","06106","Manufacturing","511210","No","2017-10-02T00:00:00.000","0","3000000","3000000","4000000","1000000","Manufacturing Assistance Act Revolving Loan Fund","CH 588l","Pending","n/a","n/a","Active","1"
"2016","Wade's Dairy, Inc.","1316 Barnum Avenue","Bridgeport","CT","06610","Manufacturing","424430","No","2016-03-07T00:00:00.000","0","975000","975000","2025000","1050000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2020","Walgreen Eastern Co Inc.","300 Wilmot Road, MIS 1435","Deerfield","MI","60015","Service Company","446110","No","2019-11-08T00:00:00.000","300000","600000","900000","8800000","7900000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2018","Ward Leonard CT, LLC","401 Watertown Road","Thomaston","CT","06787","Manufacturing","335312","No","2017-12-21T00:00:00.000","0","900000","900000","2140820","1240820","Manufacturing Assistance Act","CH 588l","Met","$   450,000","n/a","Active","1"
"2013","Waterfront Enterprises, Inc.","400 Waterfront Street","New Haven","CT","06512","Manufacturing","488320","No","2013-06-10T00:00:00.000","250000","0","250000","4656106","4406106","Manufacturing Assistance Act","CH 588l","n/a","n/a","n/a","Active","1"
"2019","WC McBride Electrical Contractors, LLC","1027 Fairfield Avenue","Bridgeport","CT","06605","Construction","238210","No","2018-10-31T00:00:00.000","0","490000","490000","900000","410000","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","Pending",,"n/a","Active","1"
"2018","Wheelhouse Entertainment, LLC","860 Canal Street","Stamford","CT","06902","Manufacturing","512100","No","2018-06-28T00:00:00.000","0","3000000","3000000","39760000","36760000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2015","Windsor Marketing Group, Inc.","100 Marketing Drive","Suffield","CT","06078","Manufacturing","323110","No","2015-03-22T00:00:00.000","0","1500000","1500000","6900000","5400000","Manufacturing Assistance Act","CH 588l","Met","$   750,000","n/a","Active","1"
"2017","W.J. Deutsch & Sons, Ltd.","201 Tresser Boulevard, Suite 500","Stamford","CT","06901","Manufacturing","422800","No","2016-07-14T00:00:00.000","0","5000000","5000000","9500000","4500000","Manufacturing Assistance Act","CH 588l","Met","$   5,000,000","n/a","Active","1"
"2018","Women's Integrated Network, Inc.","1 American Lane","Greenwich","CT","06831","Manufacturing","524292","No","2018-06-26T00:00:00.000","1750000","0","1750000","6762000","5012000","Manufacturing Assistance Act","CH 588l","Pending","n/a","n/a","Active","1"
"2011","Wusthof-Trident of America, Inc.","333 Wilson Avenue","Norwalk","CT","06850","Manufacturing","423990","No","2011-06-01T00:00:00.000","0","750000","750000","3250000","2500000","Manufacturing Assistance Act","CH 588l","met","$   250,000","n/a","Active","1"
"2019","XPO Logistics, Inc.","5 Greenwich Office Park","Greenwich","CT","06831","Service Company","485119","No","2018-12-11T00:00:00.000","0","2700000","2700000","9600000","6900000","Manufacturing Assistance Act","CH 588l","Pending",,"n/a","Active","1"
"2017","Yumi EcoSolutions, Inc.","66 Fort Point Street","Norwalk","CT","06855","Manufacturing","326199","Yes","2016-08-09T00:00:00.000","0","250000","250000","250000","0","Manufacturing Assistance Act/Small Business Revolving Loan Fund","PA 10-75","n/a","n/a","n/a","Active","1"
