"manifest","dtshipp","batch_numbers","genepa","genname","gensitestreetaddress","gensitetown","gensitezipcode","wasteoccr","usdot","contno","contty","qty","wtvol","epa_waste_codes","copies","tsdfepa","tsdfname","tsdfstreetaddress","tsdftown","tsdfzipcode","tsdfcountry","tran1epa","tran1name","tran1streetaddress","tran1town","tran1state","tran1zipcode","tran1country","tran2epa","tran2name","tran2streetaddress","tran2town","tran2state","tran2zipcode","tran2country","genmailaddress","genmailtown","genmailstate","genmailzipcode","discrep","recdate","tr2date","altfacepa","altfacname","altfacstreetaddress","altfactown","altfacstate","altfaczip","altfacdate","tsdfstate","uniquekey"
"CTA0001311","1985-04-12T00:00:00.000","999999","CTD001183904","SPACE SWISS MFGO","RESERVOIR RD","SOUTHBURY","06488","1","HAZARDOUS WASTE LIQUID NOS","001","TT","1200","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD991289331","OXBURY SANITATION,",,,"CT",,"USA",,,,,"CT",,"USA","RESERVOIR RD","SOUTHBURY","CT","06488","N","1985-04-12T00:00:00.000",,,,,,,,,"CT","CTA00013111"
"CTA0001312","1985-12-24T00:00:00.000","999999","CTD001183904","SPACE SWISS MFGO","RESERVOIR RD","SOUTHBURY","06488","1","HAZARDOUS WASTE LIQUID, NOS","001","TT","1000","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD991289331","OXBURY SANITATION,",,,"CT",,"USA",,,,,"CT",,"USA","RESERVOIR RD","SOUTHBURY","CT","06488","Y","1985-12-24T00:00:00.000",,,,,,,,,"CT","CTA00013121"
"CTA0001314","1984-09-20T00:00:00.000",,"CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","HAZARDOUS WASTE SOLID, NOS","001","DT","20","Y","D006",,"OHD068111327","CHEMICAL WASTE MGT EVERGREEN LANDFILL","2625 E BROADWAY","NORTHWOOD","45872","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","N",,,,,,,,,,"IO","CTA00013141"
"CTA0001315","1984-09-21T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","WASTE FLAMMABLE LIQUID N.O.S.","1","TT","5937","G","D001","2","VAD098443443","OLDOVER CORP","ROUTE 1 STATE RD","ARVONIA","23004","USA","VAD040159436","OLDOVER CORP",,,"VA",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","N","1984-09-25T00:00:00.000","1984-09-25T00:00:00.000",,,,,,,,"VA","CTA00013151"
"CTA0001316","1984-09-26T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","WASTE FLAMMABLE LIQUID, NOS","1","TT","5535","G","D001","2","VAD098443443","OLDOVER CORP","ROUTE 1 STATE RD","ARVONIA","23004","USA","VAD040159436","OLDOVER CORP",,,"VA",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","I","1984-09-27T00:00:00.000",,,,,,,,,"VA","CTA00013161"
"CTA0001317","1984-09-28T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","WASTE FLAMMABLE LIQUID NOS","001","TT","5901","G","D001","2","VAD098443443","OLDOVER CORP","ROUTE 1 STATE RD","ARVONIA","23004","USA","VAD040159436","OLDOVER CORP",,,"VA",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","I","1984-10-01T00:00:00.000","1984-10-01T00:00:00.000",,,,,,,,"VA","CTA00013171"
"CTA0001318","1984-10-01T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","WASTE FLAMMABLE LIQUID N.O.S.","1","TT","5697","G","D001","2","VAD098443443","OLDOVER CORP","ROUTE 1 STATE RD","ARVONIA","23004","USA","VAD040159436","OLDOVER CORP",,,"VA",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","I","1984-10-02T00:00:00.000",,,,,,,,,"VA","CTA00013181"
"CTA0001320","1984-11-14T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","WASTE FLAMMABLE LIQUID NOS","01","TT","5691","G","D001","2","VAD077942266","OLDOVER CORP","RT 1 BOX 1","CASCADE","24069","USA","VAD040159436","OLDOVER CORP",,,"VA",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","N","1984-11-14T00:00:00.000",,,,,,,,,"VA","CTA00013201"
"CTA0001321","1984-09-21T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","HAZARDOUS WASTE SOLID NOS","001","DT","20","Y","D006","2","OHD068111327","CHEMICAL WASTE MGT EVERGREEN LANDFILL","2625 E BROADWAY","NORTHWOOD","43619","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","N","1984-09-24T00:00:00.000",,,,,,,,,"OH","CTA00013211"
"CTA0001322","1984-09-22T00:00:00.000","999999","CTD072138969","ENVIRONMENTAL WASTE RESOURCES  INC","130 FREIGHT ST","WATERBURY","06702","1","HAZARDOUS WASTE SOLID NOS","001","DT","20","Y","D006","2","OHD068111327","CHEMICAL WASTE MGT EVERGREEN LANDFILL","6525 WALES RD","NORTHWOOD","43619","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","130 FREIGHT ST","WATERBURY","CT","06702","N","1984-09-24T00:00:00.000",,,,,,,,,"OH","CTA00013221"
"CTA0001323","1984-10-12T00:00:00.000","999999","CTP000001214","NEW ENGLAND VARIETY INK RECOVERY","91 CRYSTAL AVE","NEW LONDON","06320","1","WASTE INK","80","DM","4025","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","91 CRYSTAL AVE","NEW LONDON","CT","06320","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013231"
"CTA0001324","1984-11-26T00:00:00.000","999999","CT$000014030","EMPIRE TOOL & MFGO  INC","180 OLCOTT ST  MAN","CHESTER","06040","2","WASTE LACQUER PAINT LIQUID","002","DM","100","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","180 OLCOTT ST  MAN","CHESTER","CT","06040","N","1984-11-26T00:00:00.000",,,,,,,,,"CT","CTA00013242"
"CTA0001334","1984-10-01T00:00:00.000","999999","CTD013134861","ALPHA CIRCUITS INC","331 EAST MAIN ST","MIDDLETOWN","06457","1","WASTE CORROSIVE LIQUID N.O.S.","1","DF","15","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","331 EAST MAIN ST","MIDDLETOWN","CT","06457","N","1984-10-02T00:00:00.000",,,,,,,,,"CT","CTA00013341"
"CTA0001334","1984-10-01T00:00:00.000","999999","CTD013134861","ALPHA CIRCUITS INC","331 EAST MAIN ST","MIDDLETOWN","06457","2","WASTE CORROSIVE LIQUID N.O.S.","1","DF","55","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","331 EAST MAIN ST","MIDDLETOWN","CT","06457","N","1984-10-02T00:00:00.000",,,,,,,,,"CT","CTA00013342"
"CTA0001334","1984-10-01T00:00:00.000","999999","CTD013134861","ALPHA CIRCUITS INC","331 EAST MAIN ST","MIDDLETOWN","06457","3","WASTE CORROSIVE LIQUID N.O.S.","1","DF","55","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","331 EAST MAIN ST","MIDDLETOWN","CT","06457","N","1984-10-02T00:00:00.000",,,,,,,,,"CT","CTA00013343"
"CTA0001335","1984-10-04T00:00:00.000","999999","CTD013134861","ALPHA CIRCUITS INC","331 EAST MAIN ST","MIDDLETOWN","06457","1","ALKALINE LIQUID NOS","6","DF","275","G","D002","1","CTD001164599","MACDERMID INC","526 HUNTINGTON AVE","WATERBURY","06708","USA","CTD001164599","MACDERMID INC",,,"CT",,"USA",,,,,"CT",,"USA","331 EAST MAIN ST","MIDDLETOWN","CT","06457","N","1984-10-04T00:00:00.000",,,,,,,,,"CT","CTA00013351"
"CTA0001337","1984-10-08T00:00:00.000","999999","CTD980522874","CHEMICAL LEAMAN TANK LINES  INC","20 NORTHEAST INDUSTRIAL RD","BRANFORD","06405","1","HAZARDOUS WASTE LIQUID N.O.S.","1","TT","800","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","20 NORTHEAST INDUSTRIAL RD","BRANFORD","CT","06405","N","1984-10-08T00:00:00.000",,,,,,,,,"CT","CTA00013371"
"CTA0001345","1984-10-15T00:00:00.000","999999","CTD001165208","TIMEXORP","PARK RD EXT","MIDDLEBURY","06720","1","HAZARDOUS WASTE LIQUID NOS","001","TT","3800","G","F006","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","PARK RD EXT","MIDDLEBURY","CT","06720","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013451"
"CTA0001349","1984-10-29T00:00:00.000","999999","CTD060005766","ANSONIA COPPER & BRASS INC","75 LIBERTY ST","ANSONIA","06401","1","HAZARDOUS WASTE LIQUID N.O.S.","1","TT","4300","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","75 LIBERTY ST","ANSONIA","CT","06401","N","1984-10-29T00:00:00.000",,,,,,,,,"CT","CTA00013491"
"CTA0001351","1984-10-29T00:00:00.000","999999","CTD060005766","ANSONIA COPPER & BRASS INC","75 LIBERTY ST","ANSONIA","06401","1","HAZARDOUS WASTE LIQUID N.O.S.","1","TT","4300","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD072138969","ENVIRONMENTAL WASTE RESCOURCES INC",,,"CT",,"USA",,,,,"CT",,"USA","75 LIBERTY ST","ANSONIA","CT","06401","N","1984-10-29T00:00:00.000",,,,,,,,,"CT","CTA00013511"
"CTA0001355","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","WASTE LACQUER AND THINNER","4","DM","220","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013551"
"CTA0001355","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","WASTE TRICHLOROETHANE 1,1,1,","6","DM","330","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013552"
"CTA0001355","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","WASTE ALKALINE LIQUID N.O.S.","2","DM","110","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013553"
"CTA0001355","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","4","WASTE CYANIDE SOLUTION N.O.S.","1","DM","55","G","F008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013554"
"CTA0001356","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE SOLID N.O.S.","11","DM","3795","P","D008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013561"
"CTA0001356","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","HAZARDOUS WASTE LIQUID NOS","003","DM","165","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013562"
"CTA0001356","1984-10-15T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","WASTE CHROMIC ACID SOLUTION","1","DM","40","G","D007","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-10-15T00:00:00.000",,,,,,,,,"CT","CTA00013563"
"CTA0001358","1984-11-27T00:00:00.000","999999","CTD057794034","HB IVES  A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE SOLID N.O.S.","1","DT","20","Y","D008","2","NYD980756415","STABLEX CANADA INC","760 BOUL INDUSTRIEL","BLAINVILLE",,"CAN","CTD980521280","SEALAND ENVIRONMENTAL SERVICES INC",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1984-11-28T00:00:00.000",,,,,,,,,"QC","CTA00013581"
"CTA0001360","1985-01-10T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","WASTE LACQUER THINNER","001","DM","55","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","Y","1985-01-10T00:00:00.000",,,,,,,,,"CT","CTA00013601"
"CTA0001360","1985-01-10T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","WASTE TRICHLOROETHANE 111","005","DM","220","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","Y","1985-01-10T00:00:00.000",,,,,,,,,"CT","CTA00013602"
"CTA0001360","1985-01-10T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","WASTE CORROSIVE LIQUID NOS","001","DM","165","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","Y","1985-01-10T00:00:00.000",,,,,,,,,"CT","CTA00013603"
"CTA0001360","1985-01-10T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","4","HAZARDOUS WASTE LIQUID NOS","002","DM","165","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","Y","1985-01-10T00:00:00.000",,,,,,,,,"CT","CTA00013604"
"CTA0001361","1985-01-10T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE SOLID NOS","008","DM","2760","P","D008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-01-10T00:00:00.000",,,,,,,,,"CT","CTA00013611"
"CTA0001363","1985-02-08T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","WASTE CORROSIVE LIQUID NOS","005","DM","275","G","D002","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-02-08T00:00:00.000",,,,,,,,,"CT","CTA00013631"
"CTA0001363","1985-02-08T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","WASTE CYANIDE SOLUTION NOS","015","DM","825","G","F008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-02-08T00:00:00.000",,,,,,,,,"CT","CTA00013632"
"CTA0001363","1985-02-08T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","WASTE LACQUER,THINNER NOS","001","DM","55","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-02-08T00:00:00.000",,,,,,,,,"CT","CTA00013633"
"CTA0001363","1985-02-08T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","4","HAZARDOUS WASTE LIQUID NOS","001","DM","55","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-02-08T00:00:00.000",,,,,,,,,"CT","CTA00013634"
"CTA0001364","1985-03-04T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE LIQUID NOS","001","TT","5500","G","F006","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-04T00:00:00.000",,,,,,,,,"CT","CTA00013641"
"CTA0001365","1985-03-22T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE LIQUID NOS","001","TT","5000","G","F006","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-22T00:00:00.000",,,,,,,,,"CT","CTA00013651"
"CTA0001366","1985-03-25T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","WASTE TRICHLOROETHANE 1.1.1","004","DM","220","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-25T00:00:00.000",,,,,,,,,"CT","CTA00013661"
"CTA0003292","1985-04-09T00:00:00.000","999999","CTD042279513","KING INDUSTRIES INC","SCIENCE RD","NORWALK","06852","1","WASTE SULFURIC ACID  SPENT","001","TT","4675","G","D002","1","CTD093616613","ENVIRITE CORP","OLD RD","THOMASTON","06787","USA","CTD093616613","ENVIRITE CORP",,,"CT",,"USA",,,,,"CT",,"USA","SCIENCE RD","NORWALK","CT","06852","N","1985-04-09T00:00:00.000",,,,,,,,,"CT","CTA00032921"
"CTA0001366","1985-03-25T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","WASTE LACQUER BASE THINNER NOS","004","DM","220","G","D001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-25T00:00:00.000",,,,,,,,,"CT","CTA00013662"
"CTA0001366","1985-03-25T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","HAZARDOUS WASTE LIQUID, NOS","001","DM","55","G","F001","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-25T00:00:00.000",,,,,,,,,"CT","CTA00013663"
"CTA0001366","1985-03-25T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","4","WASTE CYANIDE SOLUTION, NOS","003","DM","165","G","F008","1","CTD072138969","ENVIRONMENTAL WASTE RESOURCES INC","130 FREIGHT ST","WATERBURY","06702","USA","CTD980521280","SEALAND ENVIRONMENTAL SERVICES, INC.,",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-03-25T00:00:00.000",,,,,,,,,"CT","CTA00013664"
"CTA0001369","1985-04-09T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","HAZARDOUS WASTE LIQUID NOS","001","TT","5000","G","F006","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-04-09T00:00:00.000",,,,,,,,,"CT","CTA00013691"
"CTA0001370","1985-04-11T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","1","WASTE CHROMIC ACID SOLUTION","001","DM","55","G","D007","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-04-11T00:00:00.000",,,,,,,,,"CT","CTA00013701"
"CTA0001370","1985-04-11T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","2","HAZARDOUS WASTE SOLID NOS","005","DM","1725","P","D008","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-04-11T00:00:00.000",,,,,,,,,"CT","CTA00013702"
"CTA0001370","1985-04-11T00:00:00.000","999999","CTD057794034","HB IVES A HARROW CORP","50 IVES PLACE","NEW HAVEN","06508","3","HAZARDOUS WASTE SOLID NOS","006","DM","1860","P","D008","1","CTD000604488","CECOS TREATMENT CORP","51 BRODERICK RD","BRISTOL","06010","USA","CTD000604488","CECOS TREATMENT CORPORATION",,,"CT",,"USA",,,,,"CT",,"USA","50 IVES PLACE","NEW HAVEN","CT","06508","N","1985-04-11T00:00:00.000",,,,,,,,,"CT","CTA00013703"
"CTA0001375","1984-10-25T00:00:00.000","999999","CTD001161686","CONCO INDUSTRIES INC","30 WATER ST","WEST HAVEN","06516","1","WASTE FLAMMABLE LIQUID N.O.S.","3","DR","165","G","D001","1","CTD009717604","SOLVENTS RECOVERY SERVICE OF NE","LAZY LANE","SOUTHINGTON","06489","USA","CTD009717604","SOLVENTS RECOVERY SERVICE OF NE",,,"CT",,"USA",,,,,"CT",,"USA","30 WATER ST","WEST HAVEN","CT","06516","N","1984-10-25T00:00:00.000",,,,,,,,,"CT","CTA00013751"
